1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 489778.78),(2 851499.06),(3 1046232.3),(4 2097768),(5 2957714),(6 3495418),(7 4821352.5),(8 5896979.5),(9 6592876),(10 8085476.5),(11 9319927),(12 10285516),(13 12084460),(14 13701264),(15 15146447),(16 17403498),(17 19482954),(18 21165238),(19 23673990),(20 25795954),(21 27124390),(22 29130614),(23 30929238),(24 31889074),(25 33752990),(26 35454012),(27 36445104),(28 38415052),(29 40372108),(30 41472316),(31 43415572),(32 45375796),(33 46310652),(34 47878644),(35 49501316),(36 49937484),(37 51001900),(38 52039010),(39 52030948),(40 52634036),(41 53628628),(42 53732450),(43 54541612),(44 55748750),(45 55979124),(46 56506320),(47 57375540),(48 57133092),(49 57342484),(50 57887548),(51 57248052),(52 57197644),(53 57885532),(54 57319060),(55 57567500),(56 58499564),(57 58486596),(58 59222670),(59 60606304),(60 61002156),(61 62252144),(62 63786076),(63 64409068),(64 65786548),(65 67602300),(66 68473944),(67 70082280),(68 72160010),(69 73134890),(70 74655224),(71 76779784),(72 77730620),(73 79441760),(74 81236280),(75 81784250),(76 82696940),(77 84092344),(78 84016430),(79 84465704),
(1 1479.1976),(2 1711.8268),(3 1812.0249),(4 1830.1272),(5 1860.8195),(6 1929.7369),(7 1963.33),(8 2011.4015),(9 2015.2631),(10 2042.7488),(11 2053.5146),(12 2074.1619),(13 2136.524),(14 2129.683),(15 2186.6157),(16 2211.8928),(17 2242.6836),(18 2255.7837),(19 2299.4324),(20 2298.7776),(21 2336.094),(22 2358.5227),(23 2346.8152),(24 2349.2068),(25 2393.2842),(26 2444.7065),(27 2478.9302),(28 2481.5972),(29 2476.6147),(30 2503.118),(31 2540.5505),(32 2575.3582),(33 2634.5996),(34 2674.704),(35 2694.686),(36 2705.5513),(37 2722.6875),(38 2780.485),(39 2722.912),(40 2762.363),(41 2765.1694),(42 2780.815),(43 2772.9253),(44 2781.0928),(45 2758.658),(46 2731.4167),(47 2711.5552),(48 2690.9883),(49 2695.7988),(50 2678.9006),(51 2632.4846),(52 2643.5994),(53 2639.8828),(54 2671.7844),(55 2665.4285),(56 2675.1077),(57 2698.8782),(58 2660.9756),(59 2679.9336),(60 2696.4402),(61 2718.1167),(62 2734.262),(63 2748.4072),(64 2777.3398),(65 2824.1797),(66 2822.3816),(67 2854.6672),(68 2853.9211),(69 2905.5015),(70 2900.0706),(71 2881.0188),(72 2874.1382),(73 2893.2068),(74 2918.6785),(75 2937.247),(76 2944.4832),(77 2954.9312),(78 2964.0066),(79 3004.6956),
(1 1425.15),(2 1675.0948),(3 1768.9468),(4 1824.0817),(5 1869.2448),(6 1908.0558),(7 1905.7139),(8 1961.2833),(9 1983.8046),(10 1986.9501),(11 2022.2164),(12 2043.6923),(13 2062.6487),(14 2106.3728),(15 2157.5103),(16 2183.8176),(17 2236.1294),(18 2243.4688),(19 2267.961),(20 2285.507),(21 2289.6602),(22 2294.8293),(23 2289.1985),(24 2309.2546),(25 2378.5615),(26 2386.0313),(27 2402.776),(28 2421.3997),(29 2446.0942),(30 2480.1416),(31 2469.3801),(32 2496.6897),(33 2550.9563),(34 2558.574),(35 2584.553),(36 2580.4707),(37 2590.6384),(38 2652.396),(39 2652.4426),(40 2663.3787),(41 2685.9473),(42 2662.8987),(43 2661.9456),(44 2640.134),(45 2610.1143),(46 2613.405),(47 2597.848),(48 2545.309),(49 2581.0527),(50 2527.8843),(51 2500.618),(52 2482.6257),(53 2556.204),(54 2581.2153),(55 2546.5674),(56 2547.4563),(57 2547.0923),(58 2542.1633),(59 2555.0022),(60 2556.5676),(61 2588.7944),(62 2600.0806),(63 2619.7937),(64 2625.0608),(65 2645.229),(66 2642.0313),(67 2685.0632),(68 2671.3594),(69 2705.6235),(70 2708.4592),(71 2719.5684),(72 2745.152),(73 2742.3813),(74 2754.1643),(75 2744.5083),(76 2750.4514),(77 2777.7534),(78 2770.245),(79 2765.1458),
(1 1403.4398),(2 1616.1708),(3 1733.0508),(4 1811.393),(5 1847.2826),(6 1851.6215),(7 1881.2645),(8 1941.1327),(9 1996.862),(10 1987.9451),(11 2008.7877),(12 2053.0762),(13 2046.8208),(14 2100.5063),(15 2156.4204),(16 2155.6064),(17 2195.3145),(18 2196.3704),(19 2213.6199),(20 2243.5889),(21 2237.4146),(22 2293.497),(23 2280.9211),(24 2299.8755),(25 2349.6758),(26 2339.8638),(27 2370.5293),(28 2381.174),(29 2403.1824),(30 2445.7698),(31 2447.0837),(32 2437.663),(33 2509.6343),(34 2504.528),(35 2504.3389),(36 2562.1763),(37 2575.2915),(38 2652.6116),(39 2669.4473),(40 2657.3752),(41 2702.5603),(42 2691.6433),(43 2711.469),(44 2682.7996),(45 2687.0293),(46 2672.119),(47 2623.4844),(48 2612.7336),(49 2657.2358),(50 2617.5928),(51 2631.0608),(52 2603.0972),(53 2638.843),(54 2633.7007),(55 2646.2117),(56 2641.8608),(57 2662.9192),(58 2637.957),(59 2664.563),(60 2667.4985),(61 2714.093),(62 2741.3655),(63 2733.9998),(64 2774.4165),(65 2766.863),(66 2778.212),(67 2808.837),(68 2816.6748),(69 2824.1287),(70 2856.7434),(71 2874.9756),(72 2861.4011),(73 2864.9692),(74 2858.8108),(75 2925.8547),(76 2916.249),(77 2937.363),(78 2957.3577),(79 2955.5315),
(1 1401.4673),(2 1640.0557),(3 1743.9097),(4 1800.11),(5 1789.6542),(6 1820.639),(7 1843.303),(8 1903.6134),(9 1978.166),(10 1960.8237),(11 1972.5339),(12 2021.1224),(13 2038.9231),(14 2062.1052),(15 2089.9197),(16 2098.142),(17 2134.9856),(18 2157.3591),(19 2167.4807),(20 2204.5708),(21 2225.0134),(22 2245.4568),(23 2236.4724),(24 2259.6458),(25 2307.6887),(26 2287.7302),(27 2317.7253),(28 2335.3245),(29 2339.7134),(30 2373.0488),(31 2400.6113),(32 2415.896),(33 2441.8901),(34 2461.671),(35 2475.6567),(36 2534.56),(37 2516.7476),(38 2554.624),(39 2579.1838),(40 2572.2463),(41 2596.332),(42 2592.5488),(43 2589.8318),(44 2598.262),(45 2595.813),(46 2579.7612),(47 2539.458),(48 2514.6824),(49 2546.119),(50 2530.6895),(51 2534.7805),(52 2519.2717),(53 2584.111),(54 2574.2434),(55 2561.7878),(56 2575.1218),(57 2602.0315),(58 2605.2112),(59 2607.8745),(60 2633.3105),(61 2648.5483),(62 2682.0002),(63 2707.9622),(64 2719.814),(65 2727.0747),(66 2748.2249),(67 2773.185),(68 2769.1946),(69 2824.8953),(70 2819.0537),(71 2819.3816),(72 2812.3574),(73 2829.529),(74 2838.2903),(75 2866.5415),(76 2837.049),(77 2856.3616),(78 2865.6887),(79 2861.3574),
(1 1351.3693),(2 1588.0967),(3 1714.4753),(4 1734.248),(5 1758.9106),(6 1797.9574),(7 1801.4401),(8 1868.2865),(9 1921.95),(10 1918.1206),(11 1947.3429),(12 1950.7933),(13 1983.9462),(14 2015.6465),(15 2063.1462),(16 2069.74),(17 2098.7463),(18 2133.2952),(19 2146.0881),(20 2154.3684),(21 2155.8665),(22 2208.916),(23 2209.285),(24 2209.6316),(25 2226.3164),(26 2239.103),(27 2259.2974),(28 2284.6265),(29 2301.9753),(30 2309.0825),(31 2335.4873),(32 2351.6743),(33 2362.982),(34 2389.0017),(35 2404.9063),(36 2440.5403),(37 2446.3733),(38 2481.5686),(39 2496.2817),(40 2496.0144),(41 2525.3188),(42 2520.0618),(43 2485.9702),(44 2494.1794),(45 2483.6614),(46 2470.1042),(47 2434.205),(48 2419.0388),(49 2420.6992),(50 2409.607),(51 2410.9385),(52 2434.4822),(53 2426.3362),(54 2459.517),(55 2487.6938),(56 2493.7822),(57 2475.892),(58 2477.5813),(59 2486.8457),(60 2523.9348),(61 2546.3145),(62 2551.654),(63 2611.6177),(64 2624.2188),(65 2635.8994),(66 2642.7456),(67 2658.423),(68 2673.2878),(69 2731.8723),(70 2711.775),(71 2726.7764),(72 2739.7678),(73 2761.0125),(74 2744.1567),(75 2795.3257),(76 2802.5298),(77 2800.7485),(78 2818.607),(79 2813.6167),
(1 1334.5793),(2 1544.556),(3 1641.3356),(4 1682.7445),(5 1712.704),(6 1723.7643),(7 1777.5457),(8 1782.2756),(9 1824.0536),(10 1857.0804),(11 1890.9231),(12 1931.4918),(13 1976.5079),(14 1968.5396),(15 1982.3926),(16 1976.0103),(17 2024.7612),(18 2048.6938),(19 2067.152),(20 2095.2256),(21 2140.8997),(22 2179.5527),(23 2200.9075),(24 2218.477),(25 2209.999),(26 2223.7283),(27 2235.768),(28 2250.2285),(29 2287.0847),(30 2306.55),(31 2317.0518),(32 2321.7803),(33 2337.6465),(34 2366.3699),(35 2395.5952),(36 2428.9263),(37 2469.939),(38 2498.2913),(39 2512.6797),(40 2500.7637),(41 2490.5552),(42 2508.7014),(43 2496.4333),(44 2484.4807),(45 2477.3997),(46 2473.7402),(47 2480.382),(48 2440.2756),(49 2467.3618),(50 2432.5896),(51 2438.703),(52 2444.3943),(53 2464.9858),(54 2488.9128),(55 2488.0964),(56 2486.222),(57 2485.9512),(58 2472.4844),(59 2475.5337),(60 2523.4832),(61 2512.083),(62 2512.6738),(63 2531.6946),(64 2561.807),(65 2576.214),(66 2586.35),(67 2625.3691),(68 2637.123),(69 2656.9404),(70 2659.7136),(71 2660.2727),(72 2681.6943),(73 2693.2927),(74 2693.2754),(75 2692.7715),(76 2700.4724),(77 2677.8848),(78 2695.5552),(79 2722.001),
(1 1289.7904),(2 1483.8765),(3 1596.7368),(4 1674.8005),(5 1688.1737),(6 1735.917),(7 1747.032),(8 1779.3677),(9 1817.0918),(10 1844.4293),(11 1868.577),(12 1881.7924),(13 1889.2135),(14 1915.7806),(15 1973.9836),(16 1973.34),(17 1988.9397),(18 2032.5851),(19 2047.6033),(20 2094.1077),(21 2109.6416),(22 2158.083),(23 2171.077),(24 2178.0408),(25 2178.0698),(26 2196.7568),(27 2187.9883),(28 2214.3535),(29 2254.0215),(30 2278.9478),(31 2291.028),(32 2297.1086),(33 2313.9739),(34 2360.5684),(35 2384.1038),(36 2393.3745),(37 2412.417),(38 2444.0354),(39 2471.5195),(40 2453.8843),(41 2485.5305),(42 2483.4207),(43 2483.9714),(44 2453.9314),(45 2443.89),(46 2457.8218),(47 2437.5842),(48 2419.206),(49 2417.0325),(50 2411.653),(51 2425.6553),(52 2387.6626),(53 2395.0388),(54 2412.5542),(55 2418.1868),(56 2421.419),(57 2416.9192),(58 2411.9983),(59 2437.9985),(60 2442.2236),(61 2431.5137),(62 2418.8765),(63 2457.281),(64 2492.258),(65 2499.732),(66 2508.4314),(67 2528.8354),(68 2543.3472),(69 2583.3362),(70 2580.7957),(71 2569.2322),(72 2610.2058),(73 2655.4534),(74 2641.9924),(75 2671.8262),(76 2692.2385),(77 2692.2092),(78 2682.6724),(79 2678.3389),
(1 1262.3738),(2 1478.3125),(3 1579.8108),(4 1638.9209),(5 1680.1022),(6 1709.6174),(7 1712.5166),(8 1777.328),(9 1791.4445),(10 1798.7334),(11 1836.1669),(12 1821.0576),(13 1846.5082),(14 1890.7089),(15 1904.9156),(16 1922.5574),(17 1965.7112),(18 1995.2084),(19 2002.5974),(20 2031.4686),(21 2021.3372),(22 2036.266),(23 2083.5635),(24 2118.4854),(25 2117.467),(26 2136.521),(27 2154.6992),(28 2183.7322),(29 2165.7864),(30 2187.05),(31 2204.0361),(32 2262.7002),(33 2294.8296),(34 2321.053),(35 2321.0337),(36 2377.69),(37 2387.2344),(38 2394.2517),(39 2403.7563),(40 2413.1406),(41 2417.7363),(42 2407.9685),(43 2406.7368),(44 2414.9805),(45 2402.2004),(46 2388.108),(47 2340.2222),(48 2342.6985),(49 2325.143),(50 2328.1917),(51 2346.4385),(52 2355.4253),(53 2355.3357),(54 2372.4653),(55 2386.3997),(56 2392.3467),(57 2373.7942),(58 2359.541),(59 2366.43),(60 2399.329),(61 2396.369),(62 2392.4194),(63 2409.337),(64 2403.825),(65 2419.303),(66 2443.1707),(67 2451.8162),(68 2465.086),(69 2491.1042),(70 2489.7656),(71 2504.677),(72 2533.2734),(73 2543.5454),(74 2523.1797),(75 2528.8076),(76 2535.014),(77 2556.2488),(78 2554.5547),(79 2563.2878),
(1 1268.709),(2 1471.6388),(3 1556.2008),(4 1607.1763),(5 1647.1998),(6 1662.8744),(7 1667.6819),(8 1722.6226),(9 1739.824),(10 1763.6587),(11 1768.5231),(12 1767.9412),(13 1786.1637),(14 1829.681),(15 1856.245),(16 1854.4456),(17 1886.5358),(18 1893.7671),(19 1900.0311),(20 1918.452),(21 1941.4034),(22 1983.1766),(23 1992.6958),(24 1997.7823),(25 2016.638),(26 2039.295),(27 2060.1406),(28 2091.301),(29 2116.532),(30 2146.789),(31 2112.5085),(32 2150.1213),(33 2194.7502),(34 2177.5156),(35 2221.6504),(36 2242.7437),(37 2264.0056),(38 2261.093),(39 2278.88),(40 2298.6108),(41 2287.1511),(42 2284.7473),(43 2291.616),(44 2251.2856),(45 2275.243),(46 2233.3528),(47 2230.9873),(48 2212.6538),(49 2197.168),(50 2199.3586),(51 2236.5806),(52 2216.5005),(53 2250.9263),(54 2259.7449),(55 2267.666),(56 2258.374),(57 2254.7068),(58 2249.2202),(59 2238.5906),(60 2254.199),(61 2253.626),(62 2248.8977),(63 2257.413),(64 2244.5745),(65 2297.059),(66 2297.1565),(67 2319.4172),(68 2354.332),(69 2380.5496),(70 2402.658),(71 2427.1758),(72 2454.483),(73 2454.007),(74 2464.7397),(75 2479.891),(76 2481.957),(77 2465.2122),(78 2501.7717),(79 2516.9854),
(1 1247.4635),(2 1437.974),(3 1528.0178),(4 1580.6792),(5 1620.7657),(6 1660.7682),(7 1678.3252),(8 1714.5852),(9 1710.0948),(10 1723.0332),(11 1768.7294),(12 1792.04),(13 1802.9789),(14 1825.2998),(15 1850.6385),(16 1853.0018),(17 1891.6163),(18 1909.9209),(19 1938.0852),(20 1959.8252),(21 1987.4999),(22 2019.4594),(23 2048.9163),(24 2031.592),(25 2021.1602),(26 2039.5181),(27 2071.603),(28 2078.1216),(29 2092.3699),(30 2108.3872),(31 2140.6543),(32 2148.245),(33 2164.0085),(34 2195.3381),(35 2198.3083),(36 2222.746),(37 2234.459),(38 2260.871),(39 2288.7207),(40 2253.6394),(41 2239.7644),(42 2228.2131),(43 2227.9978),(44 2232.9026),(45 2234.209),(46 2229.9167),(47 2225.0237),(48 2214.6052),(49 2219.0935),(50 2186.2913),(51 2200.0015),(52 2197.8179),(53 2224.8027),(54 2255.1545),(55 2222.1519),(56 2241.804),(57 2218.668),(58 2216.7927),(59 2224.152),(60 2239.325),(61 2251.7542),(62 2257.6155),(63 2297.1445),(64 2291.6497),(65 2322.1125),(66 2322.47),(67 2359.544),(68 2381.6292),(69 2378.3628),(70 2377.2393),(71 2399.1208),(72 2400.0442),(73 2416.2786),(74 2426.7805),(75 2436.1072),(76 2430.5151),(77 2417.7444),(78 2442.5076),(79 2458.1572),
(1 1230.6229),(2 1409.1825),(3 1488.3347),(4 1525.5896),(5 1570.9396),(6 1602.2903),(7 1645.3458),(8 1680.8823),(9 1728.3583),(10 1749.4564),(11 1767.2162),(12 1782.6),(13 1795.4551),(14 1797.7322),(15 1812.8729),(16 1824.8479),(17 1848.8604),(18 1893.1785),(19 1928.203),(20 1927.8022),(21 1934.3212),(22 1949.8099),(23 1988.0681),(24 1973.5671),(25 1999.0695),(26 2008.9215),(27 2054.761),(28 2048.727),(29 2054.6445),(30 2063.9788),(31 2106.7314),(32 2125.3801),(33 2131.5098),(34 2157.9668),(35 2171.0403),(36 2195.9316),(37 2237.2007),(38 2271.8335),(39 2251.7776),(40 2249.5156),(41 2239.8254),(42 2239.077),(43 2214.8167),(44 2215.2722),(45 2204.6006),(46 2180.1943),(47 2159.1328),(48 2149.0964),(49 2166.8792),(50 2145.207),(51 2159.8257),(52 2143.8804),(53 2166.3826),(54 2181.0276),(55 2153.1733),(56 2149.0256),(57 2149.705),(58 2152.3018),(59 2146.561),(60 2171.9426),(61 2168.6426),(62 2191.042),(63 2213.9402),(64 2211.8694),(65 2225.4072),(66 2228.2368),(67 2243.6018),(68 2284.3528),(69 2285.6082),(70 2304.5913),(71 2317.483),(72 2346.0435),(73 2336.7646),(74 2334.582),(75 2376.3794),(76 2373.1897),(77 2383.268),(78 2396.1558),(79 2399.61),
(1 1207.8219),(2 1375.8597),(3 1468.6127),(4 1507.7538),(5 1543.6748),(6 1590.971),(7 1593.6973),(8 1625.0895),(9 1638.4069),(10 1665.4315),(11 1679.5001),(12 1702.0085),(13 1712.9382),(14 1740.9138),(15 1792.5088),(16 1808.5208),(17 1799.5677),(18 1823.9453),(19 1835.6464),(20 1829.7646),(21 1840.2969),(22 1864.7925),(23 1908.9452),(24 1901.6656),(25 1915.9949),(26 1921.0819),(27 1944.3184),(28 1970.4188),(29 1960.648),(30 1984.1268),(31 2003.544),(32 2019.1265),(33 2036.3654),(34 2025.3201),(35 2031.9004),(36 2060.2397),(37 2075.3442),(38 2115.0525),(39 2133.1113),(40 2115.9739),(41 2134.796),(42 2124.9617),(43 2104.8667),(44 2099.202),(45 2095.9607),(46 2105.4292),(47 2090.821),(48 2086.3484),(49 2091.4478),(50 2059.6582),(51 2061.8088),(52 2049.1326),(53 2065.6775),(54 2066.675),(55 2074.354),(56 2073.9846),(57 2069.7585),(58 2056.7146),(59 2051.3262),(60 2099.0076),(61 2100.215),(62 2133.3953),(63 2156.8525),(64 2158.3406),(65 2185.716),(66 2181.949),(67 2194.9165),(68 2237.6616),(69 2251.9336),(70 2257.6587),(71 2265.0415),(72 2252.1062),(73 2264.8342),(74 2260.447),(75 2289.2036),(76 2305.0173),(77 2303.2449),(78 2302.5244),(79 2298.4436),
(1 1183.3159),(2 1344.1984),(3 1438.0923),(4 1466.5696),(5 1504.1644),(6 1525.6635),(7 1547.0336),(8 1587.9441),(9 1609.2909),(10 1638.8254),(11 1661.7573),(12 1656.1826),(13 1704.9807),(14 1733.9281),(15 1770.042),(16 1772.4889),(17 1821.3988),(18 1839.6031),(19 1858.3611),(20 1879.2759),(21 1891.267),(22 1924.4375),(23 1947.2069),(24 1945.7638),(25 1956.3401),(26 1984.156),(27 1990.0125),(28 1984.2416),(29 1988.7102),(30 2025.5717),(31 2032.9415),(32 2048.8826),(33 2063.0383),(34 2086.5417),(35 2116.8416),(36 2151.4985),(37 2160.8325),(38 2182.9795),(39 2191.5823),(40 2184.5425),(41 2185.1042),(42 2192.6194),(43 2205.385),(44 2200.8228),(45 2164.4065),(46 2153.6216),(47 2135.571),(48 2137.722),(49 2124.497),(50 2086.2979),(51 2077.1372),(52 2094.6133),(53 2093.101),(54 2097.2634),(55 2077.7454),(56 2084.031),(57 2075.6965),(58 2082.9739),(59 2104.1348),(60 2097.564),(61 2097.5618),(62 2127.2056),(63 2133.8386),(64 2172.0452),(65 2177.3147),(66 2183.2393),(67 2200.3572),(68 2230.482),(69 2252.609),(70 2250.554),(71 2263.0083),(72 2275.3975),(73 2271.8066),(74 2273.7031),(75 2283.965),(76 2299.2551),(77 2307.6792),(78 2315.6313),(79 2314.829),
(1 1163.0804),(2 1331.9135),(3 1417.6244),(4 1478.2578),(5 1474.5408),(6 1498.4679),(7 1526.4438),(8 1587.423),(9 1625.2996),(10 1623.0691),(11 1627.0446),(12 1649.7925),(13 1665.6747),(14 1685.5813),(15 1699.4812),(16 1702.8357),(17 1742.2571),(18 1742.7874),(19 1738.3649),(20 1760.9233),(21 1765.9198),(22 1768.2535),(23 1801.6874),(24 1800.6241),(25 1816.6045),(26 1811.5972),(27 1833.1982),(28 1866.3934),(29 1852.7318),(30 1875.5245),(31 1904.0975),(32 1930.3927),(33 1945.5544),(34 1962.1321),(35 1997.364),(36 2011.5903),(37 2030.7173),(38 2049.1108),(39 2065.2944),(40 2081.6),(41 2061.6265),(42 2078.6038),(43 2066.251),(44 2061.3826),(45 2032.7416),(46 2015.5543),(47 2008.4474),(48 2008.6143),(49 1996.5144),(50 1992.3324),(51 1998.111),(52 1983.0033),(53 1989.5156),(54 1983.3622),(55 1967.2479),(56 1951.8628),(57 1942.3003),(58 1966.0653),(59 1983.5974),(60 1993.6193),(61 1974.0691),(62 1997.9838),(63 2010.7178),(64 2030.4825),(65 2053.403),(66 2059.3909),(67 2062.5024),(68 2086.6333),(69 2088.379),(70 2106.084),(71 2109.521),(72 2117.3445),(73 2116.1255),(74 2133.4492),(75 2138.4006),(76 2151.8364),(77 2154.0251),(78 2145.0398),(79 2160.8079),
(1 1128.2876),(2 1285.26),(3 1388.871),(4 1444.823),(5 1444.1982),(6 1481.7715),(7 1517.5695),(8 1540.7711),(9 1568.4888),(10 1588.7804),(11 1596.2548),(12 1603.076),(13 1630.5088),(14 1641.9794),(15 1666.292),(16 1674.0688),(17 1685.0804),(18 1701.3754),(19 1716.1614),(20 1716.8763),(21 1725.7517),(22 1731.3907),(23 1759.3937),(24 1773.2347),(25 1777.471),(26 1787.476),(27 1801.2997),(28 1814.9313),(29 1828.0753),(30 1852.6211),(31 1861.9279),(32 1888.03),(33 1888.2734),(34 1909.1129),(35 1941.1234),(36 1963.7577),(37 1949.6075),(38 1986.6984),(39 2011.8452),(40 2011.3215),(41 1991.7292),(42 2005.3096),(43 1998.6482),(44 1989.4083),(45 1981.8922),(46 1960.2659),(47 1953.691),(48 1946.1356),(49 1948.6938),(50 1924.9503),(51 1943.8048),(52 1923.8169),(53 1952.2372),(54 1950.0265),(55 1952.7452),(56 1940.8353),(57 1963.2223),(58 1970.7611),(59 1948.9885),(60 1971.7037),(61 1986.3878),(62 1984.9572),(63 1981.0033),(64 1993.6377),(65 1992.99),(66 2014.5115),(67 2014.153),(68 2027.2933),(69 2040.8336),(70 2055.2407),(71 2062.1482),(72 2081.34),(73 2066.1328),(74 2064.698),(75 2081.221),(76 2079.6936),(77 2065.7942),(78 2071.4185),(79 2066.3972),
(1 1132.9761),(2 1285.1685),(3 1371.4576),(4 1420.5698),(5 1429.4331),(6 1467.0819),(7 1489.0782),(8 1525.9965),(9 1562.0189),(10 1569.3235),(11 1569.0547),(12 1571.7386),(13 1601.6539),(14 1630.556),(15 1651.5575),(16 1664.5834),(17 1688.1799),(18 1681.5685),(19 1695.0146),(20 1706.8506),(21 1710.4331),(22 1732.4503),(23 1759.6299),(24 1749.501),(25 1768.9691),(26 1798.8542),(27 1795.299),(28 1796.316),(29 1802.807),(30 1827.8398),(31 1834.1857),(32 1832.1327),(33 1862.2805),(34 1871.9556),(35 1894.0973),(36 1894.8478),(37 1920.4612),(38 1953.8209),(39 1959.2385),(40 1980.6072),(41 1952.1119),(42 1980.2667),(43 1976.6003),(44 1980.5697),(45 1987.303),(46 1972.7925),(47 1951.4235),(48 1949.002),(49 1966.0128),(50 1943.3593),(51 1949.8501),(52 1946.8839),(53 1968.2439),(54 1961.0947),(55 1956.3518),(56 1954.3925),(57 1941.5507),(58 1944.3049),(59 1963.0117),(60 1970.3663),(61 1965.6633),(62 1977.7958),(63 2010.0933),(64 2013.8768),(65 2038.3905),(66 2016.7343),(67 2047.2965),(68 2060.284),(69 2072.3328),(70 2078.7031),(71 2088.708),(72 2092.136),(73 2085.9673),(74 2099.3267),(75 2125.243),(76 2106.2),(77 2110.4893),(78 2126.3672),(79 2135.977),
