1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 105119.85),(2 383542.75),(3 790147.44),(4 1308824.1),(5 1935842),(6 2659544.3),(7 3500682.3),(8 4461846.5),(9 5466402.5),(10 6459394.5),(11 7467367.5),(12 8499078),(13 9580686),(14 10735294),(15 12029451),(16 13484265),(17 15023623),(18 16706335),(19 18399662),(20 19914742),(21 21464154),(22 23073536),(23 24714462),(24 26412838),(25 28266976),(26 30228832),(27 32257658),(28 34150964),(29 35829908),(30 37552224),(31 39402356),(32 41225188),(33 43079420),(34 45046476),(35 46878716),(36 48661790),(37 50211444),(38 51518540),(39 52510060),(40 53373972),(41 54247596),(42 55209250),(43 56150830),(44 56849536),(45 57419716),(46 57703852),(47 57821804),(48 57788796),(49 57971388),(50 58464204),(51 59289268),(52 60248948),(53 61439316),(54 62540450),(55 63855550),(56 65610948),(57 67759304),(58 70289270),(59 72770330),(60 75084230),(61 77504984),(62 79805690),(63 82138200),(64 84417220),(65 87472744),(66 91047070),(67 94609540),(68 98122264),(69 101575720),(70 105442616),(71 109411780),(72 113393704),(73 117048600),(74 120374936),(75 123608200),(76 126455960),(77 128834460),(78 130826696),(79 132405760),
(1 603.30365),(2 755.4469),(3 837.0497),(4 924.3828),(5 996.38727),(6 1059.7189),(7 1112.3503),(8 1198.7816),(9 1259.2423),(10 1301.8339),(11 1330.8512),(12 1371.5756),(13 1397.8354),(14 1422.9435),(15 1437.15),(16 1444.1412),(17 1445.5302),(18 1453.1097),(19 1461.253),(20 1457.3915),(21 1457.3185),(22 1466.1412),(23 1455.9097),(24 1452.2921),(25 1456.3264),(26 1452.2363),(27 1469.2349),(28 1471.8885),(29 1486.8206),(30 1479.7308),(31 1482.9746),(32 1486.5782),(33 1499.3942),(34 1497.3231),(35 1485.5936),(36 1484.9626),(37 1494.9733),(38 1518.6903),(39 1518.5557),(40 1528.9276),(41 1527.7341),(42 1533.5232),(43 1542.7861),(44 1538.6458),(45 1534.6787),(46 1520.0713),(47 1505.2893),(48 1503.6921),(49 1484.4923),(50 1484.0829),(51 1491.0162),(52 1488.1924),(53 1481.9124),(54 1481.633),(55 1477.0781),(56 1468.4568),(57 1463.0052),(58 1461.401),(59 1460.9652),(60 1438.8717),(61 1443.3431),(62 1451.2048),(63 1469.4962),(64 1476.9595),(65 1498.4364),(66 1498.237),(67 1501.2462),(68 1536.5315),(69 1549.5272),(70 1558.0067),(71 1561.26),(72 1545.7462),(73 1531.5278),(74 1531.4058),(75 1535.2987),(76 1536.1597),(77 1524.5101),(78 1510.4741),(79 1515.6835),
(1 592.292),(2 743.7549),(3 827.7666),(4 895.06104),(5 979.4877),(6 1046.2771),(7 1097.3517),(8 1177.6984),(9 1241.9814),(10 1297.6724),(11 1323.3857),(12 1362.8214),(13 1380.0165),(14 1418.1968),(15 1423.6556),(16 1438.5177),(17 1463.6788),(18 1471.819),(19 1462.6405),(20 1470.3058),(21 1462.6887),(22 1460.3718),(23 1472.4121),(24 1465.0499),(25 1470.1548),(26 1479.7981),(27 1487.9359),(28 1488.054),(29 1495.9905),(30 1492.417),(31 1497.1436),(32 1509.2535),(33 1518.8711),(34 1528.3264),(35 1518.8604),(36 1506.7484),(37 1515.5806),(38 1535.5325),(39 1552.5107),(40 1559.9413),(41 1560.0787),(42 1572.7915),(43 1603.2863),(44 1596.7406),(45 1600.8398),(46 1594.311),(47 1571.5951),(48 1568.1332),(49 1552.5801),(50 1546.4934),(51 1523.0642),(52 1503.3445),(53 1505.7279),(54 1495.1888),(55 1489.107),(56 1472.5952),(57 1470.0045),(58 1454.4742),(59 1460.0598),(60 1446.3022),(61 1455.2098),(62 1471.2207),(63 1466.5992),(64 1477.219),(65 1494.9902),(66 1489.8761),(67 1481.3127),(68 1502.1187),(69 1519.4374),(70 1509.1863),(71 1524.3647),(72 1510.787),(73 1511.1116),(74 1516.0219),(75 1500.8711),(76 1510.6198),(77 1506.9727),(78 1507.8221),(79 1497.6823),
(1 584.66284),(2 729.3557),(3 822.7939),(4 884.41833),(5 958.81494),(6 1027.0051),(7 1092.813),(8 1187.4607),(9 1230.7441),(10 1271.1057),(11 1329.7416),(12 1377.252),(13 1414.4596),(14 1449.5721),(15 1463.7413),(16 1464.8385),(17 1468.8049),(18 1484.2529),(19 1489.5652),(20 1504.7635),(21 1488.7709),(22 1492.1465),(23 1491.6266),(24 1480.5249),(25 1479.3896),(26 1477.6465),(27 1468.6147),(28 1457.4601),(29 1455.7668),(30 1470.5782),(31 1474.0448),(32 1475.3257),(33 1482.401),(34 1488.6968),(35 1487.6555),(36 1475.2059),(37 1499.68),(38 1501.2587),(39 1527.2783),(40 1532.8628),(41 1539.9154),(42 1547.6647),(43 1566.0635),(44 1553.837),(45 1546.2161),(46 1548.4656),(47 1517.3534),(48 1511.0278),(49 1500.7312),(50 1488.3687),(51 1466.6072),(52 1445.4885),(53 1437.3292),(54 1412.3702),(55 1413.529),(56 1397.0815),(57 1387.6725),(58 1378.4795),(59 1363.6998),(60 1352.1918),(61 1361.3475),(62 1346.9254),(63 1359.5315),(64 1371.2897),(65 1388.5266),(66 1389.1213),(67 1395.0465),(68 1404.4012),(69 1404.9794),(70 1412.8701),(71 1421.2974),(72 1411.7424),(73 1423.1653),(74 1419.2131),(75 1424.6305),(76 1431.1613),(77 1426.7794),(78 1423.0499),(79 1416.0388),
(1 581.2676),(2 727.0504),(3 808.3289),(4 881.5404),(5 929.75165),(6 1012.43567),(7 1061.438),(8 1157.0377),(9 1203.8735),(10 1237.6421),(11 1285.9512),(12 1309.0957),(13 1345.1276),(14 1363.8795),(15 1388.5049),(16 1392.4327),(17 1390.3915),(18 1417.1069),(19 1433.6162),(20 1444.215),(21 1434.7146),(22 1436.7386),(23 1427.4873),(24 1425.4401),(25 1429.8427),(26 1431.1775),(27 1423.2145),(28 1406.7466),(29 1398.5261),(30 1406.3921),(31 1408.9132),(32 1396.2124),(33 1402.4645),(34 1404.233),(35 1402.8613),(36 1395.0452),(37 1416.0718),(38 1455.3492),(39 1473.5237),(40 1478.7549),(41 1472.7147),(42 1494.397),(43 1514.426),(44 1501.6362),(45 1497.494),(46 1488.695),(47 1480.5269),(48 1462.3514),(49 1458.4805),(50 1463.0261),(51 1458.8065),(52 1455.9457),(53 1462.874),(54 1443.2305),(55 1441.244),(56 1445.7141),(57 1423.7732),(58 1419.2988),(59 1391.4869),(60 1360.8748),(61 1364.2007),(62 1362.7811),(63 1359.2809),(64 1361.2971),(65 1385.8481),(66 1390.4281),(67 1398.1483),(68 1425.34),(69 1417.9353),(70 1408.1053),(71 1420.442),(72 1413.0437),(73 1409.9398),(74 1407.2705),(75 1403.5724),(76 1413.1919),(77 1409.4645),(78 1395.9103),(79 1400.8242),
(1 563.0852),(2 699.99554),(3 783.2494),(4 841.3096),(5 891.97437),(6 945.82666),(7 993.7535),(8 1072.2499),(9 1111.1067),(10 1136.5253),(11 1176.3867),(12 1194.7611),(13 1229.7896),(14 1241.8047),(15 1270.2865),(16 1274.5435),(17 1297.3848),(18 1318.7362),(19 1326.6763),(20 1345.5404),(21 1338.8044),(22 1353.1237),(23 1362.2064),(24 1369.3456),(25 1373.6527),(26 1378.6783),(27 1369.0583),(28 1360.5653),(29 1357.7906),(30 1351.8624),(31 1366.1586),(32 1365.5627),(33 1370.7838),(34 1377.7598),(35 1377.1686),(36 1370.3796),(37 1377.226),(38 1399.1837),(39 1391.4148),(40 1391.2815),(41 1388.7761),(42 1390.961),(43 1393.6836),(44 1398.3217),(45 1400.1825),(46 1389.5013),(47 1383.3636),(48 1373.208),(49 1376.5734),(50 1373.8734),(51 1366.6761),(52 1354.0604),(53 1347.8711),(54 1354.7152),(55 1336.2375),(56 1334.1703),(57 1338.0151),(58 1324.1567),(59 1302.0255),(60 1291.2496),(61 1309.3708),(62 1304.802),(63 1327.9695),(64 1322.9612),(65 1338.1431),(66 1348.612),(67 1357.5691),(68 1358.0623),(69 1354.6932),(70 1355.1688),(71 1352.4932),(72 1340.0802),(73 1349.077),(74 1348.2905),(75 1339.4177),(76 1339.0813),(77 1333.7834),(78 1325.4336),(79 1320.0067),
(1 565.6106),(2 721.66644),(3 797.3833),(4 858.72076),(5 919.3108),(6 955.3565),(7 1014.80304),(8 1067.7173),(9 1110.1345),(10 1137.8428),(11 1178.5236),(12 1201.9423),(13 1217.5563),(14 1221.471),(15 1245.1598),(16 1231.9816),(17 1236.6957),(18 1239.6957),(19 1230.4435),(20 1253.4408),(21 1253.3689),(22 1269.9088),(23 1281.9712),(24 1285.8816),(25 1294.5337),(26 1295.6989),(27 1294.6859),(28 1294.5688),(29 1289.242),(30 1296.1998),(31 1300.879),(32 1318.9999),(33 1325.262),(34 1337.5349),(35 1341.3427),(36 1347.6322),(37 1349.7609),(38 1388.0691),(39 1373.4655),(40 1375.7792),(41 1388.3661),(42 1392.1996),(43 1397.5287),(44 1396.4406),(45 1402.5134),(46 1389.8699),(47 1374.851),(48 1355.8363),(49 1345.884),(50 1342.4097),(51 1330.1642),(52 1310.7137),(53 1308.5292),(54 1300.9558),(55 1279.099),(56 1288.3723),(57 1277.2932),(58 1272.1353),(59 1254.8026),(60 1244.7189),(61 1255.3),(62 1260.1733),(63 1262.876),(64 1268.505),(65 1287.345),(66 1280.9751),(67 1286.6945),(68 1295.1029),(69 1308.6606),(70 1305.3418),(71 1314.0835),(72 1303.3625),(73 1302.974),(74 1295.0872),(75 1294.5538),(76 1285.6903),(77 1285.8684),(78 1290.0687),(79 1298.5529),
(1 553.3108),(2 695.2302),(3 769.2942),(4 829.46405),(5 873.4266),(6 924.19366),(7 978.488),(8 1041.7196),(9 1100.4854),(10 1115.4728),(11 1149.3322),(12 1177.3972),(13 1194.085),(14 1211.7366),(15 1226.0592),(16 1233.3516),(17 1233.6091),(18 1214.6208),(19 1208.2922),(20 1216.2046),(21 1227.8721),(22 1245.258),(23 1243.2562),(24 1242.9215),(25 1236.6008),(26 1236.6621),(27 1238.7552),(28 1230.2458),(29 1224.3605),(30 1232.8372),(31 1232.7655),(32 1263.5399),(33 1277.5277),(34 1257.5242),(35 1270.1483),(36 1286.469),(37 1282.8745),(38 1304.946),(39 1310.5775),(40 1310.7545),(41 1323.0559),(42 1318.575),(43 1320.7053),(44 1317.9537),(45 1322.0187),(46 1315.5044),(47 1304.5632),(48 1303.8383),(49 1306.9006),(50 1292.5605),(51 1305.2701),(52 1312.0535),(53 1301.2981),(54 1302.7037),(55 1286.3484),(56 1287.8475),(57 1282.6008),(58 1268.8855),(59 1254.6877),(60 1253.3396),(61 1248.8591),(62 1261.956),(63 1271.4855),(64 1274.4075),(65 1280.4064),(66 1278.4637),(67 1280.962),(68 1305.0336),(69 1306.0702),(70 1324.7867),(71 1319.1569),(72 1327.2849),(73 1318.8375),(74 1315.9823),(75 1320.3937),(76 1322.3866),(77 1313.5408),(78 1314.2913),(79 1312.446),
(1 542.3653),(2 671.04926),(3 746.0133),(4 807.8728),(5 858.8535),(6 912.96936),(7 967.1969),(8 1029.5609),(9 1079.7692),(10 1109.1918),(11 1149.5557),(12 1166.6301),(13 1195.9785),(14 1206.8302),(15 1212.7787),(16 1213.1252),(17 1235.3201),(18 1236.5562),(19 1221.032),(20 1241.202),(21 1239.8235),(22 1256.3201),(23 1247.5256),(24 1244.4215),(25 1244.9067),(26 1252.3279),(27 1254.6963),(28 1248.4885),(29 1238.2906),(30 1250.3066),(31 1255.4719),(32 1260.1091),(33 1288.22),(34 1275.446),(35 1280.7466),(36 1290.7443),(37 1288.3018),(38 1301.7864),(39 1309.4253),(40 1317.2844),(41 1304.5099),(42 1298.6306),(43 1305.644),(44 1310.6582),(45 1310.0752),(46 1312.8469),(47 1294.7494),(48 1276.7484),(49 1267.581),(50 1259.56),(51 1270.672),(52 1250.631),(53 1271.5663),(54 1261.0663),(55 1258.8093),(56 1247.784),(57 1237.39),(58 1217.197),(59 1202.9779),(60 1217.9954),(61 1214.3829),(62 1221.9923),(63 1240.1655),(64 1243.7421),(65 1246.0933),(66 1257.2985),(67 1255.4346),(68 1271.909),(69 1273.7542),(70 1275.094),(71 1281.9877),(72 1283.4585),(73 1292.0857),(74 1266.6256),(75 1258.7253),(76 1271.2534),(77 1277.6459),(78 1278.236),(79 1276.3789),
(1 544.9086),(2 685.112),(3 760.43256),(4 825.39636),(5 875.28973),(6 936.22375),(7 997.52637),(8 1064.9902),(9 1111.4735),(10 1134.368),(11 1172.9779),(12 1187.4089),(13 1205.8276),(14 1226.142),(15 1237.1329),(16 1224.471),(17 1236.4685),(18 1253.1699),(19 1253.7755),(20 1264.8073),(21 1257.9757),(22 1273.0205),(23 1276.9528),(24 1279.4617),(25 1276.8087),(26 1280.7025),(27 1286.4001),(28 1288.91),(29 1273.9825),(30 1267.9982),(31 1261.7063),(32 1279.3263),(33 1281.2992),(34 1280.625),(35 1292.9153),(36 1293.414),(37 1293.0698),(38 1317.8756),(39 1320.3582),(40 1324.1924),(41 1327.669),(42 1312.2656),(43 1316.1768),(44 1312.024),(45 1318.1971),(46 1302.7953),(47 1286.5023),(48 1273.9758),(49 1260.1354),(50 1261.5322),(51 1262.3093),(52 1243.7302),(53 1246.9781),(54 1246.0204),(55 1227.9232),(56 1216.8744),(57 1205.0873),(58 1187.324),(59 1188.3773),(60 1192.835),(61 1191.9884),(62 1194.2384),(63 1200.6132),(64 1204.5989),(65 1219.6831),(66 1227.6534),(67 1221.5985),(68 1238.3802),(69 1240.6992),(70 1230.285),(71 1237.9869),(72 1239.7017),(73 1236.3147),(74 1226.644),(75 1228.4568),(76 1241.7668),(77 1237.385),(78 1248.9755),(79 1248.5328),
(1 520.96515),(2 654.20404),(3 725.0223),(4 787.05084),(5 840.9795),(6 879.797),(7 932.63434),(8 986.5714),(9 1030.156),(10 1056.296),(11 1087.0586),(12 1119.9987),(13 1134.2561),(14 1139.5284),(15 1140.7073),(16 1141.9335),(17 1148.4767),(18 1159.726),(19 1168.5103),(20 1186.2935),(21 1189.3616),(22 1193.1172),(23 1205.8339),(24 1199.4417),(25 1208.2411),(26 1223.4502),(27 1214.6719),(28 1214.8167),(29 1206.2635),(30 1211.5216),(31 1200.2533),(32 1210.3335),(33 1216.3634),(34 1222.9745),(35 1224.2139),(36 1224.964),(37 1225.9943),(38 1247.0206),(39 1260.2002),(40 1257.204),(41 1259.2173),(42 1255.4382),(43 1261.4082),(44 1252.4408),(45 1256.787),(46 1253.0519),(47 1255.791),(48 1243.8835),(49 1234.5977),(50 1238.238),(51 1244.2761),(52 1240.2347),(53 1241.0818),(54 1231.4568),(55 1214.2498),(56 1220.234),(57 1211.8613),(58 1196.9484),(59 1197.2573),(60 1195.0535),(61 1186.266),(62 1189.1824),(63 1201.1881),(64 1214.3082),(65 1220.2307),(66 1217.3988),(67 1221.4205),(68 1230.4656),(69 1234.7373),(70 1239.789),(71 1232.6461),(72 1227.0927),(73 1235.0277),(74 1222.544),(75 1218.7207),(76 1219.6543),(77 1218.0565),(78 1214.9976),(79 1215.289),
(1 520.84467),(2 652.1037),(3 730.27295),(4 792.07465),(5 844.03436),(6 881.8948),(7 926.3098),(8 981.1413),(9 1025.303),(10 1052.9688),(11 1091.014),(12 1123.3268),(13 1148.9637),(14 1153.3905),(15 1145.7825),(16 1157.5675),(17 1161.7627),(18 1172.6295),(19 1181.0574),(20 1183.4685),(21 1186.1508),(22 1191.2692),(23 1197.7007),(24 1188.1016),(25 1191.1895),(26 1196.1743),(27 1202.5421),(28 1197.1841),(29 1194.0005),(30 1195.2777),(31 1189.5072),(32 1184.3433),(33 1180.0259),(34 1199.378),(35 1187.2239),(36 1192.0289),(37 1187.4016),(38 1199.3033),(39 1207.45),(40 1195.3713),(41 1199.6029),(42 1199.1736),(43 1207.2222),(44 1194.8185),(45 1197.9836),(46 1189.196),(47 1195.39),(48 1178.0459),(49 1188.3844),(50 1184.993),(51 1191.8514),(52 1177.5508),(53 1171.6166),(54 1169.3035),(55 1158.7646),(56 1155.0693),(57 1149.4158),(58 1138.2885),(59 1145.3063),(60 1148.4666),(61 1144.7026),(62 1147.5134),(63 1148.815),(64 1161.4785),(65 1168.0311),(66 1175.4237),(67 1183.3594),(68 1212.6831),(69 1220.9344),(70 1220.2728),(71 1209.2197),(72 1201.7722),(73 1197.1213),(74 1190.947),(75 1192.3585),(76 1189.1763),(77 1198.3129),(78 1198.6368),(79 1201.7852),
(1 505.50677),(2 635.97437),(3 710.65027),(4 764.0811),(5 820.8907),(6 865.8942),(7 903.179),(8 974.6481),(9 1008.7444),(10 1039.7885),(11 1079.1771),(12 1112.5746),(13 1137.2577),(14 1148.586),(15 1160.7906),(16 1155.8341),(17 1167.4279),(18 1175.058),(19 1162.6726),(20 1173.5759),(21 1174.6705),(22 1182.9122),(23 1187.7755),(24 1180.6184),(25 1191.3805),(26 1195.2688),(27 1207.3247),(28 1213.1451),(29 1212.4801),(30 1216.694),(31 1216.6857),(32 1226.7134),(33 1224.0046),(34 1230.6407),(35 1231.1703),(36 1237.6564),(37 1225.8289),(38 1231.2596),(39 1247.1683),(40 1258.3337),(41 1254.8002),(42 1250.8423),(43 1260.1484),(44 1253.179),(45 1243.0692),(46 1233.1464),(47 1232.0553),(48 1219.6537),(49 1203.3698),(50 1198.1008),(51 1201.8496),(52 1190.3973),(53 1196.1105),(54 1191.6451),(55 1181.8888),(56 1176.37),(57 1177.8281),(58 1167.1769),(59 1173.5416),(60 1162.2891),(61 1155.7528),(62 1163.5403),(63 1170.9966),(64 1171.8645),(65 1186.9904),(66 1195.8085),(67 1205.2655),(68 1224.7333),(69 1230.2598),(70 1230.0337),(71 1222.5067),(72 1215.7849),(73 1218.978),(74 1209.9993),(75 1203.56),(76 1200.9481),(77 1197.0626),(78 1178.3146),(79 1185.7096),
(1 498.11954),(2 621.705),(3 700.8825),(4 758.7143),(5 806.2732),(6 851.5556),(7 902.3819),(8 970.8359),(9 1001.5216),(10 1043.0366),(11 1068.4039),(12 1097.7186),(13 1134.633),(14 1139.0518),(15 1152.5142),(16 1141.9944),(17 1158.0664),(18 1152.9469),(19 1143.2813),(20 1151.7273),(21 1146.2612),(22 1152.5721),(23 1146.8431),(24 1139.1997),(25 1150.2142),(26 1153.7369),(27 1162.7542),(28 1158.6487),(29 1166.724),(30 1165.2219),(31 1169.4042),(32 1167.4716),(33 1180.7615),(34 1188.7129),(35 1189.4618),(36 1196.9031),(37 1200.0801),(38 1206.262),(39 1204.9094),(40 1206.5151),(41 1204.3959),(42 1211.1274),(43 1217.7197),(44 1201.7534),(45 1206.4438),(46 1203.0602),(47 1194.8909),(48 1187.3269),(49 1178.5178),(50 1163.4973),(51 1167.3832),(52 1154.6724),(53 1171.5604),(54 1157.6998),(55 1141.9719),(56 1136.9491),(57 1115.5927),(58 1110.899),(59 1106.1567),(60 1093.154),(61 1096.2528),(62 1097.4014),(63 1093.104),(64 1094.2726),(65 1101.583),(66 1105.8662),(67 1119.7961),(68 1134.7334),(69 1131.9619),(70 1125.2557),(71 1127.1729),(72 1126.1648),(73 1124.557),(74 1107.3712),(75 1103.3197),(76 1115.0496),(77 1118.4783),(78 1115.27),(79 1116.6716),
(1 493.3403),(2 629.17236),(3 692.0603),(4 753.262),(5 797.4976),(6 836.4536),(7 882.0442),(8 937.99915),(9 978.00385),(10 1019.1968),(11 1039.3834),(12 1069.0491),(13 1108.2329),(14 1117.9614),(15 1131.5646),(16 1128.4835),(17 1152.2838),(18 1155.8804),(19 1153.1488),(20 1172.5846),(21 1171.7114),(22 1172.3372),(23 1168.5663),(24 1167.2458),(25 1180.2095),(26 1176.2094),(27 1179.6311),(28 1174.9132),(29 1184.4886),(30 1186.1686),(31 1183.5267),(32 1183.9697),(33 1180.2616),(34 1184.6063),(35 1183.8129),(36 1198.6703),(37 1204.96),(38 1214.8727),(39 1212.8492),(40 1215.9524),(41 1212.9464),(42 1230.8119),(43 1228.8468),(44 1234.6705),(45 1239.7339),(46 1232.4453),(47 1222.2583),(48 1216.2716),(49 1209.9077),(50 1183.9125),(51 1174.4263),(52 1171.1771),(53 1178.1603),(54 1172.0361),(55 1161.3002),(56 1159.253),(57 1143.1912),(58 1133.2646),(59 1130.8864),(60 1120.8384),(61 1119.1555),(62 1117.5181),(63 1108.0804),(64 1127.495),(65 1129.643),(66 1125.361),(67 1136.2949),(68 1150.483),(69 1150.8839),(70 1151.1228),(71 1148.4121),(72 1140.1246),(73 1137.7616),(74 1143.9266),(75 1141.0332),(76 1147.7233),(77 1149.8958),(78 1151.8445),(79 1148.086),
(1 472.59808),(2 595.6631),(3 658.9349),(4 714.9029),(5 767.1277),(6 803.70306),(7 854.5118),(8 909.0635),(9 958.0259),(10 988.14),(11 1015.10486),(12 1037.4874),(13 1068.4846),(14 1083.4153),(15 1085.1504),(16 1080.9539),(17 1085.8962),(18 1088.1737),(19 1084.8508),(20 1093.981),(21 1096.7737),(22 1102.318),(23 1113.3087),(24 1114.9583),(25 1119.4412),(26 1130.6876),(27 1125.4915),(28 1129.5702),(29 1127.0049),(30 1125.5082),(31 1122.9293),(32 1130.5558),(33 1128.5077),(34 1122.0946),(35 1119.476),(36 1130.6086),(37 1133.2783),(38 1143.7488),(39 1138.4777),(40 1151.9048),(41 1149.947),(42 1150.8843),(43 1158.3455),(44 1162.3005),(45 1158.0549),(46 1139.1),(47 1143.2523),(48 1137.2241),(49 1131.8705),(50 1125.3613),(51 1118.7694),(52 1110.8555),(53 1107.645),(54 1110.4364),(55 1106.6167),(56 1100.2368),(57 1086.3824),(58 1071.5977),(59 1060.1532),(60 1058.3284),(61 1052.7068),(62 1058.7087),(63 1062.4078),(64 1069.0735),(65 1072.7855),(66 1075.7587),(67 1083.6515),(68 1099.2322),(69 1098.8282),(70 1101.3597),(71 1101.9651),(72 1104.6984),(73 1109.4265),(74 1089.5322),(75 1091.1714),(76 1101.3591),(77 1098.5463),(78 1097.0664),(79 1102.0524),
(1 479.53864),(2 604.08105),(3 677.11505),(4 730.887),(5 775.10474),(6 820.0363),(7 865.10876),(8 929.2784),(9 961.13727),(10 990.82434),(11 1022.7236),(12 1036.53),(13 1058.3569),(14 1073.0339),(15 1083.2924),(16 1083.0631),(17 1089.1306),(18 1092.5586),(19 1094.2808),(20 1101.624),(21 1104.896),(22 1113.9048),(23 1104.4617),(24 1115.5764),(25 1113.4851),(26 1120.3606),(27 1123.6038),(28 1124.0648),(29 1119.0304),(30 1120.6936),(31 1130.5513),(32 1123.8029),(33 1131.4199),(34 1123.3293),(35 1135.55),(36 1136.8564),(37 1147.7408),(38 1162.2131),(39 1172.7932),(40 1180.1586),(41 1184.1221),(42 1186.6305),(43 1182.0988),(44 1190.0637),(45 1188.4346),(46 1176.2856),(47 1168.3749),(48 1160.4316),(49 1153.2523),(50 1155.0848),(51 1144.4087),(52 1127.7001),(53 1142.0237),(54 1127.1583),(55 1127.8169),(56 1124.6925),(57 1112.2496),(58 1097.4774),(59 1085.9464),(60 1084.7269),(61 1076.4944),(62 1080.0043),(63 1082.927),(64 1079.3616),(65 1081.3027),(66 1074.742),(67 1083.5377),(68 1098.434),(69 1100.6633),(70 1105.891),(71 1096.963),(72 1089.9365),(73 1098.693),(74 1078.5363),(75 1080.6212),(76 1087.2428),(77 1098.1268),(78 1097.5967),(79 1106.2937),
