1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 33213.855),(2 75025.195),(3 120688.65),(4 210985.48),(5 305865.03),(6 395674.16),(7 529634.56),(8 673339.56),(9 808799.8),(10 979345.25),(11 1171606.6),(12 1339897.1),(13 1555535),(14 1779933.4),(15 1992041),(16 2225300.8),(17 2447550.3),(18 2629193.8),(19 2851365.3),(20 3061385.3),(21 3249289.3),(22 3479017),(23 3699746),(24 3870466.8),(25 4084592),(26 4271699),(27 4418308.5),(28 4615710),(29 4799177.5),(30 4935028.5),(31 5131132.5),(32 5287699.5),(33 5378388),(34 5507606),(35 5588674.5),(36 5608184),(37 5691800.5),(38 5729198),(39 5730804.5),(40 5777866),(41 5822493.5),(42 5803580),(43 5852676.5),(44 5856010.5),(45 5802332),(46 5817226.5),(47 5820552),(48 5776762.5),(49 5780932.5),(50 5743122.5),(51 5620889.5),(52 5570408),(53 5472834),(54 5318352.5),(55 5250413.5),(56 5164933.5),(57 5052503.5),(58 5030681),(59 4985744.5),(60 4876068),(61 4873158.5),(62 4829730.5),(63 4728872.5),(64 4726144),(65 4714505.5),(66 4633410),(67 4653644),(68 4647045.5),(69 4577639),(70 4593797.5),(71 4631774.5),(72 4605411.5),(73 4688881.5),(74 4762992.5),(75 4761488.5),(76 4863943.5),(77 4998761),(78 5040526.5),(79 5218821.5),
(1 833.0483),(2 965.3492),(3 1043.4749),(4 1074.9706),(5 1115.0801),(6 1139.052),(7 1144.4752),(8 1174.927),(9 1202.6259),(10 1221.2001),(11 1241.8761),(12 1258.964),(13 1269.1515),(14 1288.6311),(15 1286.875),(16 1296.4376),(17 1308.0662),(18 1319.5317),(19 1321.8534),(20 1304.3068),(21 1319.678),(22 1333.3802),(23 1333.2683),(24 1329.6177),(25 1349.7874),(26 1339.5974),(27 1361.4529),(28 1354.5779),(29 1368.0112),(30 1381.4105),(31 1362.8965),(32 1381.8616),(33 1363.4109),(34 1380.411),(35 1359.7262),(36 1354.886),(37 1369.4137),(38 1398.6866),(39 1406.0964),(40 1396.6968),(41 1396.6956),(42 1399.0083),(43 1391.4985),(44 1398.0286),(45 1402.4728),(46 1388.5157),(47 1385.5695),(48 1379.0566),(49 1387.1968),(50 1380.3933),(51 1376.0326),(52 1351.6615),(53 1343.5872),(54 1349.8013),(55 1335.1785),(56 1350.2959),(57 1350.0065),(58 1343.3142),(59 1340.7317),(60 1323.3839),(61 1315.851),(62 1325.9166),(63 1337.7865),(64 1326.6893),(65 1327.4695),(66 1322.5841),(67 1318.0858),(68 1326.6814),(69 1325.6876),(70 1323.978),(71 1339.4382),(72 1346.2407),(73 1342.4392),(74 1376.029),(75 1392.858),(76 1406.2256),(77 1425.6261),(78 1422.9502),(79 1444.7261),
(1 851.6488),(2 973.9489),(3 1061.7246),(4 1076.8889),(5 1131.0555),(6 1156.5514),(7 1163.3713),(8 1203.7762),(9 1225.7345),(10 1238.393),(11 1254.6077),(12 1265.5793),(13 1270.1135),(14 1299.2976),(15 1324.9025),(16 1320.9137),(17 1324.9293),(18 1331.4875),(19 1326.1216),(20 1328.5891),(21 1323.8428),(22 1324.228),(23 1346.1895),(24 1340.2452),(25 1361.2975),(26 1357.0381),(27 1371.2202),(28 1368.7482),(29 1372.654),(30 1392.0209),(31 1386.9463),(32 1386.48),(33 1377.2424),(34 1383.5459),(35 1372.2218),(36 1376.0999),(37 1401.0198),(38 1398.2389),(39 1394.091),(40 1402.1481),(41 1397.1505),(42 1407.2168),(43 1411.3053),(44 1406.0219),(45 1420.6893),(46 1404.5242),(47 1383.6893),(48 1389.3153),(49 1390.4196),(50 1403.7347),(51 1382.9674),(52 1365.7648),(53 1375.4243),(54 1374.684),(55 1379.9575),(56 1363.1125),(57 1375.7094),(58 1375.2195),(59 1374.638),(60 1359.5181),(61 1359.4504),(62 1361.379),(63 1355.7109),(64 1348.0885),(65 1342.906),(66 1346.9248),(67 1336.321),(68 1346.5029),(69 1358.7228),(70 1367.5588),(71 1380.0889),(72 1403.6891),(73 1395.1477),(74 1412.3918),(75 1428.1356),(76 1419.0273),(77 1429.1803),(78 1431.5227),(79 1454.9733),
(1 801.87225),(2 927.5049),(3 1022.8079),(4 1042.6658),(5 1086.0176),(6 1091.755),(7 1122.6052),(8 1131.7675),(9 1171.7129),(10 1188.3625),(11 1182.8401),(12 1205.3694),(13 1235.4781),(14 1247.2297),(15 1253.511),(16 1256.5504),(17 1283.5665),(18 1285.1703),(19 1283.5494),(20 1274.5891),(21 1268.2712),(22 1283.2247),(23 1277.611),(24 1288.4513),(25 1303.6953),(26 1303.3123),(27 1300.4314),(28 1327.1727),(29 1335.4767),(30 1323.1785),(31 1357.7738),(32 1352.7218),(33 1343.0121),(34 1350.3982),(35 1313.2366),(36 1327.7458),(37 1331.1704),(38 1326.9028),(39 1326.9137),(40 1313.2245),(41 1320.2101),(42 1316.4652),(43 1317.958),(44 1317.0336),(45 1316.2648),(46 1328.1442),(47 1322.8854),(48 1300.3119),(49 1313.3364),(50 1320.907),(51 1316.5721),(52 1288.6431),(53 1297.7942),(54 1300.0201),(55 1290.5399),(56 1293.8555),(57 1287.419),(58 1286.7557),(59 1287.8481),(60 1280.8513),(61 1291.2312),(62 1287.6649),(63 1288.0635),(64 1275.228),(65 1277.0775),(66 1281.9773),(67 1291.9402),(68 1292.0502),(69 1297.4819),(70 1306.7761),(71 1311.2251),(72 1317.705),(73 1334.7322),(74 1339.0802),(75 1346.065),(76 1347.8402),(77 1339.1147),(78 1348.2192),(79 1363.9249),
(1 804.2336),(2 934.81024),(3 1027.2775),(4 1051.5345),(5 1088.7537),(6 1102.5026),(7 1134.2522),(8 1151.5676),(9 1186.6709),(10 1212.1962),(11 1216.0474),(12 1217.3694),(13 1231.3661),(14 1229.9797),(15 1250.5167),(16 1266.0463),(17 1285.3655),(18 1283.1932),(19 1271.2845),(20 1281.6838),(21 1289.0541),(22 1288.5712),(23 1291.2107),(24 1293.7864),(25 1293.2799),(26 1301.7004),(27 1321.4989),(28 1323.3185),(29 1332.178),(30 1336.3302),(31 1361.5332),(32 1356.1262),(33 1360.6426),(34 1355.4105),(35 1350.2112),(36 1348.218),(37 1364.4347),(38 1349.053),(39 1369.0498),(40 1348.5831),(41 1358.9214),(42 1353.0741),(43 1349.4739),(44 1344.1716),(45 1338.6117),(46 1354.2577),(47 1358.014),(48 1340.1821),(49 1334.7019),(50 1339.9581),(51 1313.7418),(52 1313.2526),(53 1304.3403),(54 1296.2742),(55 1296.4814),(56 1296.2272),(57 1313.0328),(58 1314.9169),(59 1305.1094),(60 1301.8053),(61 1318.8867),(62 1299.8635),(63 1309.9164),(64 1315.3319),(65 1299.2224),(66 1311.3999),(67 1325.8583),(68 1335.6401),(69 1338.7186),(70 1355.5602),(71 1369.5686),(72 1355.2507),(73 1364.2849),(74 1381.2367),(75 1382.3367),(76 1396.1632),(77 1403.3749),(78 1402.2998),(79 1395.4939),
(1 794.9499),(2 920.56757),(3 993.68884),(4 1022.6932),(5 1052.2367),(6 1052.8508),(7 1095.3212),(8 1107.2466),(9 1134.2737),(10 1139.4865),(11 1150.6052),(12 1168.9998),(13 1197.172),(14 1200.1841),(15 1211.7478),(16 1224.393),(17 1240.2721),(18 1235.2915),(19 1240.6279),(20 1238.6787),(21 1260.5764),(22 1249.4235),(23 1270.2035),(24 1262.375),(25 1259.3137),(26 1270.2817),(27 1287.9452),(28 1286.623),(29 1297.5956),(30 1302.0186),(31 1321.729),(32 1318.5725),(33 1311.4215),(34 1297.912),(35 1297.8951),(36 1279.094),(37 1286.1863),(38 1283.064),(39 1296.7224),(40 1281.9653),(41 1293.8219),(42 1292.994),(43 1302.0519),(44 1299.5504),(45 1295.8057),(46 1299.0406),(47 1305.1163),(48 1275.3761),(49 1265.8763),(50 1272.7533),(51 1268.0762),(52 1271.9454),(53 1266.9031),(54 1267.2656),(55 1246.7281),(56 1246.2216),(57 1250.2084),(58 1248.5288),(59 1249.7911),(60 1255.4082),(61 1253.1837),(62 1259.154),(63 1251.2035),(64 1256.6677),(65 1252.1334),(66 1257.194),(67 1260.1909),(68 1257.7134),(69 1287.2739),(70 1289.2524),(71 1284.8472),(72 1284.9269),(73 1309.0183),(74 1322.912),(75 1336.2897),(76 1335.1996),(77 1334.8125),(78 1351.1873),(79 1351.9803),
(1 780.3746),(2 905.86884),(3 994.0584),(4 1019.5776),(5 1049.0225),(6 1066.4597),(7 1089.0807),(8 1118.3397),(9 1145.2384),(10 1159.0977),(11 1180.0812),(12 1189.3622),(13 1212.3706),(14 1224.3322),(15 1242.0502),(16 1233.8203),(17 1254.5883),(18 1252.9106),(19 1242.23),(20 1243.7019),(21 1274.0115),(22 1261.5216),(23 1277.9578),(24 1265.9851),(25 1261.1077),(26 1266.4696),(27 1273.1353),(28 1274.7847),(29 1282.0566),(30 1305.2072),(31 1329.1849),(32 1297.923),(33 1315.0588),(34 1289.4932),(35 1286.9683),(36 1273.6965),(37 1280.3925),(38 1274.7456),(39 1279.7072),(40 1261.0219),(41 1277.6525),(42 1286.7422),(43 1283.8679),(44 1282.5242),(45 1283.5531),(46 1299.039),(47 1298.9045),(48 1274.8418),(49 1259.4218),(50 1272.8131),(51 1255.6255),(52 1258.4467),(53 1260.1484),(54 1235.7244),(55 1236.4762),(56 1235.2565),(57 1243.2101),(58 1248.5524),(59 1251.6974),(60 1236.704),(61 1241.8821),(62 1227.1959),(63 1224.9814),(64 1253.9437),(65 1255.7333),(66 1239.9192),(67 1253.011),(68 1268.313),(69 1259.6328),(70 1295.9539),(71 1285.8494),(72 1280.1809),(73 1303.7855),(74 1297.3309),(75 1310.7798),(76 1325.1012),(77 1320.1952),(78 1335.7979),(79 1334.0709),
(1 750.0567),(2 870.8227),(3 962.5561),(4 992.02155),(5 1016.62115),(6 1037.6134),(7 1068.4648),(8 1069.5222),(9 1102.7921),(10 1133.0574),(11 1138.668),(12 1144.511),(13 1166.8912),(14 1159.9846),(15 1167.7303),(16 1163.6971),(17 1175.404),(18 1182.235),(19 1174.7606),(20 1182.6654),(21 1187.4178),(22 1204.5422),(23 1210.1005),(24 1212.8079),(25 1219.9669),(26 1221.913),(27 1237.4689),(28 1252.7164),(29 1258.7133),(30 1252.4796),(31 1275.5472),(32 1253.0564),(33 1263.7439),(34 1253.3547),(35 1244.9878),(36 1233.2451),(37 1249.5548),(38 1246.052),(39 1242.5061),(40 1234.1815),(41 1248.4525),(42 1261.7263),(43 1249.057),(44 1244.3928),(45 1251.9288),(46 1248.6207),(47 1244.9856),(48 1234.8369),(49 1227.3301),(50 1236.4706),(51 1227.0756),(52 1209.7733),(53 1219.0234),(54 1211.634),(55 1211.1361),(56 1200.1669),(57 1208.1985),(58 1218.2268),(59 1229.4999),(60 1219.1366),(61 1229.4781),(62 1231.8903),(63 1222.6509),(64 1228.4744),(65 1221.602),(66 1228.7422),(67 1221.8586),(68 1225.0667),(69 1224.5674),(70 1232.6528),(71 1239.7643),(72 1246.7078),(73 1262.6976),(74 1261.6599),(75 1267.6498),(76 1277.7688),(77 1268.0305),(78 1273.0424),(79 1273.1763),
(1 764.4455),(2 866.73883),(3 938.4713),(4 963.8737),(5 981.5751),(6 1003.2053),(7 1036.4012),(8 1044.7625),(9 1066.8281),(10 1093.1602),(11 1086.7195),(12 1110.127),(13 1126.8053),(14 1142.1984),(15 1164.2606),(16 1147.8591),(17 1163.345),(18 1165.0494),(19 1176.1267),(20 1179.2395),(21 1189.7529),(22 1197.3882),(23 1192.1002),(24 1203.325),(25 1198.6178),(26 1212.5281),(27 1214.1815),(28 1224.227),(29 1230.8159),(30 1211.279),(31 1228.9609),(32 1215.5198),(33 1216.5592),(34 1216.601),(35 1219.7516),(36 1212.6467),(37 1219.4231),(38 1224.6376),(39 1229.5812),(40 1210.6688),(41 1239.1757),(42 1224.5795),(43 1213.6067),(44 1210.1552),(45 1203.769),(46 1207.9348),(47 1206.2233),(48 1194.0531),(49 1171.0033),(50 1177.6796),(51 1173.5356),(52 1178.9816),(53 1174.7354),(54 1179.7037),(55 1167.5221),(56 1181.3439),(57 1158.984),(58 1172.4514),(59 1189.0541),(60 1173.3289),(61 1193.2948),(62 1191.6357),(63 1177.1359),(64 1188.328),(65 1178.6124),(66 1176.1255),(67 1193.9514),(68 1180.2052),(69 1194.4893),(70 1190.3005),(71 1209.4412),(72 1196.9794),(73 1223.0701),(74 1210.1626),(75 1225.538),(76 1231.9479),(77 1234.5908),(78 1237.7802),(79 1230.4785),
(1 742.08777),(2 847.0805),(3 926.0187),(4 949.098),(5 961.9294),(6 1002.2002),(7 1028.8214),(8 1025.6287),(9 1051.6544),(10 1053.5447),(11 1070.7251),(12 1087.424),(13 1114.5436),(14 1122.4734),(15 1129.9209),(16 1119.7401),(17 1115.7776),(18 1139.9966),(19 1135.935),(20 1128.2374),(21 1145.3712),(22 1148.669),(23 1142.6207),(24 1143.0046),(25 1144.1143),(26 1166.4437),(27 1195.7095),(28 1200.3386),(29 1189.3346),(30 1190.6224),(31 1204.5865),(32 1190.1758),(33 1196.637),(34 1194.0203),(35 1206.7052),(36 1193.3475),(37 1191.493),(38 1196.1846),(39 1171.5546),(40 1181.7811),(41 1204.7491),(42 1176.4615),(43 1197.5059),(44 1191.2968),(45 1188.3607),(46 1194.9446),(47 1187.1058),(48 1168.1277),(49 1178.2781),(50 1159.789),(51 1164.6665),(52 1152.7067),(53 1160.7034),(54 1153.2142),(55 1152.2588),(56 1163.817),(57 1144.7711),(58 1149.5043),(59 1144.2933),(60 1139.1512),(61 1152.818),(62 1155.4515),(63 1149.2257),(64 1142.8665),(65 1156.0282),(66 1159.1914),(67 1164.8529),(68 1176.2485),(69 1185.9717),(70 1189.4396),(71 1202.0939),(72 1205.5183),(73 1213.2053),(74 1202.0314),(75 1199.8881),(76 1220.839),(77 1214.9941),(78 1209.8689),(79 1227.4105),
(1 716.09784),(2 807.7269),(3 888.11835),(4 924.44415),(5 928.86145),(6 960.11304),(7 987.15906),(8 987.88586),(9 1000.9062),(10 1021.5973),(11 1021.7136),(12 1041.2174),(13 1066.4855),(14 1068.1548),(15 1091.4121),(16 1078.6373),(17 1083.4694),(18 1093.4661),(19 1105.9679),(20 1103.7823),(21 1128.922),(22 1121.1704),(23 1117.9801),(24 1134.1293),(25 1125.1498),(26 1144.5524),(27 1162.2369),(28 1167.5968),(29 1168.3519),(30 1150.6492),(31 1170.1567),(32 1169.4255),(33 1164.9326),(34 1165.7098),(35 1159.9547),(36 1161.4857),(37 1166.4183),(38 1177.4915),(39 1167.1879),(40 1171.9038),(41 1167.3994),(42 1157.0804),(43 1167.7756),(44 1179.6841),(45 1170.6548),(46 1168.2646),(47 1167.899),(48 1154.1191),(49 1150.8844),(50 1152.389),(51 1154.7534),(52 1130.4541),(53 1133.4917),(54 1128.6371),(55 1125.9541),(56 1122.1976),(57 1127.8743),(58 1127.0831),(59 1138.8914),(60 1119.0153),(61 1135.1945),(62 1136.7404),(63 1140.888),(64 1137.1403),(65 1142.13),(66 1142.4502),(67 1145.5038),(68 1143.4271),(69 1160.7993),(70 1165.6313),(71 1165.0065),(72 1174.3306),(73 1171.6189),(74 1181.3385),(75 1184.4503),(76 1186.8378),(77 1182.8923),(78 1186.2644),(79 1188.8848),
(1 734.73804),(2 830.62036),(3 902.5758),(4 919.0913),(5 948.5866),(6 983.4993),(7 1002.60614),(8 1006.56757),(9 1019.2991),(10 1032.355),(11 1038.2546),(12 1054.0085),(13 1080.9806),(14 1078.5547),(15 1086.9977),(16 1097.0739),(17 1091.103),(18 1099.5948),(19 1112.2821),(20 1115.5956),(21 1116.5409),(22 1103.3904),(23 1102.0475),(24 1123.1458),(25 1105.108),(26 1132.024),(27 1144.2466),(28 1143.7216),(29 1132.8525),(30 1146.0753),(31 1151.1407),(32 1166.6803),(33 1162.5889),(34 1150.6661),(35 1156.3677),(36 1172.6962),(37 1175.1329),(38 1175.5862),(39 1164.7283),(40 1170.2124),(41 1173.9801),(42 1148.3792),(43 1160.6051),(44 1160.7081),(45 1167.2639),(46 1152.2386),(47 1160.78),(48 1142.6296),(49 1155.7386),(50 1147.1746),(51 1165.7129),(52 1153.557),(53 1154.0677),(54 1144.8389),(55 1149.8362),(56 1142.7827),(57 1142.0337),(58 1132.7712),(59 1141.0657),(60 1151.477),(61 1139.3523),(62 1159.2952),(63 1162.8123),(64 1152.2313),(65 1157.4185),(66 1142.5737),(67 1152.7695),(68 1150.4248),(69 1155.8959),(70 1153.0402),(71 1165.3726),(72 1167.5493),(73 1177.7955),(74 1169.4342),(75 1181.6976),(76 1190.7147),(77 1193.1),(78 1198.5217),(79 1195.2078),
(1 695.65466),(2 788.51465),(3 881.24164),(4 902.10956),(5 936.1997),(6 952.50446),(7 983.00116),(8 973.2577),(9 998.9651),(10 1011.54224),(11 1026.1733),(12 1036.8668),(13 1038.1554),(14 1042.9204),(15 1069.9386),(16 1059.306),(17 1075.4838),(18 1077.9872),(19 1085.2029),(20 1099.8146),(21 1124.9736),(22 1095.2775),(23 1099.7039),(24 1104.6282),(25 1114.4523),(26 1114.7053),(27 1139.7021),(28 1137.47),(29 1142.2654),(30 1133.4133),(31 1137.8497),(32 1137.3333),(33 1138.4087),(34 1124.4398),(35 1143.6738),(36 1135.8895),(37 1145.0583),(38 1153.3296),(39 1149.7056),(40 1138.8163),(41 1145.6399),(42 1124.6365),(43 1132.6929),(44 1136.8376),(45 1149.8909),(46 1133.7153),(47 1148.5256),(48 1131.9918),(49 1130.2325),(50 1136.8003),(51 1148.7985),(52 1125.5236),(53 1128.3429),(54 1118.2185),(55 1120.5244),(56 1110.8553),(57 1110.455),(58 1106.2117),(59 1100.5903),(60 1097.5046),(61 1102.3646),(62 1096.0518),(63 1123.7721),(64 1116.5858),(65 1119.9946),(66 1109.2426),(67 1112.238),(68 1105.43),(69 1109.4576),(70 1122.0148),(71 1125.8441),(72 1129.4681),(73 1132.1394),(74 1121.8374),(75 1142.9702),(76 1152.1871),(77 1137.1354),(78 1149.7233),(79 1149.3514),
(1 691.5181),(2 776.44196),(3 852.9857),(4 875.8744),(5 902.88965),(6 929.9632),(7 960.01337),(8 963.7857),(9 990.289),(10 977.78546),(11 997.2358),(12 1010.40564),(13 1031.5935),(14 1045.6055),(15 1060.5334),(16 1070.3215),(17 1066.5931),(18 1072.866),(19 1075.7446),(20 1092.8204),(21 1090.0116),(22 1083.9546),(23 1085.7489),(24 1089.0831),(25 1083.9536),(26 1094.66),(27 1108.6129),(28 1087.1226),(29 1097.4441),(30 1091.7957),(31 1108.9509),(32 1108.6187),(33 1103.0107),(34 1092.8468),(35 1103.6023),(36 1095.6744),(37 1108.5247),(38 1115.3181),(39 1101.0288),(40 1116.3446),(41 1097.5441),(42 1100.8756),(43 1101.2068),(44 1112.4369),(45 1116.716),(46 1110.9475),(47 1123.917),(48 1114.2878),(49 1096.2798),(50 1095.1978),(51 1113.87),(52 1098.522),(53 1091.9336),(54 1078.6069),(55 1075.5497),(56 1090.5022),(57 1076.1498),(58 1087.7971),(59 1074.5419),(60 1061.5354),(61 1065.0856),(62 1069.2593),(63 1072.5785),(64 1060.3567),(65 1057.3406),(66 1062.0623),(67 1066.0388),(68 1062.7723),(69 1058.3956),(70 1073.5355),(71 1091.1676),(72 1098.5457),(73 1099.7913),(74 1104.349),(75 1112.288),(76 1123.9196),(77 1124.6864),(78 1132.7501),(79 1116.6656),
(1 687.732),(2 770.63477),(3 853.4557),(4 859.4747),(5 911.0509),(6 921.1368),(7 944.9882),(8 942.3059),(9 961.3056),(10 962.2434),(11 976.0147),(12 1007.9609),(13 1010.7381),(14 1027.8268),(15 1047.5037),(16 1050.4343),(17 1040.839),(18 1058.1229),(19 1066.7297),(20 1097.0599),(21 1075.4229),(22 1063.1521),(23 1079.0183),(24 1078.858),(25 1082.3098),(26 1093.8182),(27 1101.8295),(28 1101.2198),(29 1104.9061),(30 1099.7126),(31 1101.6212),(32 1099.768),(33 1098.5239),(34 1099.334),(35 1108.3759),(36 1097.6707),(37 1108.4728),(38 1119.9484),(39 1115.6669),(40 1125.7794),(41 1115.5504),(42 1120.3562),(43 1117.3801),(44 1118.003),(45 1130.742),(46 1114.352),(47 1108.7542),(48 1104.9205),(49 1078.8844),(50 1080.8656),(51 1089.1915),(52 1079.451),(53 1072.9803),(54 1077.5635),(55 1065.2406),(56 1079.8374),(57 1063.3531),(58 1070.2089),(59 1064.8732),(60 1057.3613),(61 1055.6182),(62 1063.2928),(63 1058.1337),(64 1063.2139),(65 1061.6804),(66 1061.5017),(67 1077.2606),(68 1066.1587),(69 1067.4596),(70 1085.0079),(71 1090.5227),(72 1095.3683),(73 1115.5183),(74 1114.2346),(75 1121.878),(76 1125.7133),(77 1132.3767),(78 1121.6282),(79 1132.0641),
(1 678.1274),(2 758.6343),(3 828.16003),(4 847.2982),(5 890.9906),(6 902.5894),(7 931.66156),(8 926.8087),(9 942.57336),(10 932.28033),(11 959.6732),(12 969.9328),(13 998.375),(14 998.9986),(15 1036.4617),(16 1039.2386),(17 1038.8706),(18 1060.3224),(19 1048.5507),(20 1059.3312),(21 1047.3895),(22 1052.1721),(23 1057.4423),(24 1052.8577),(25 1065.1672),(26 1070.2039),(27 1084.3898),(28 1085.3674),(29 1081.2642),(30 1085.8512),(31 1078.7323),(32 1080.5444),(33 1092.3917),(34 1102.1464),(35 1104.5706),(36 1087.5521),(37 1085.4169),(38 1094.1351),(39 1095.6145),(40 1093.7908),(41 1094.8828),(42 1091.1049),(43 1085.1189),(44 1086.7416),(45 1083.2228),(46 1078.7594),(47 1080.0264),(48 1069.7811),(49 1062.3201),(50 1067.0647),(51 1053.4888),(52 1054.037),(53 1055.8439),(54 1041.5765),(55 1039.1879),(56 1041.4979),(57 1033.3911),(58 1041.6072),(59 1024.7172),(60 1026.5726),(61 1022.99414),(62 1028.0424),(63 1039.335),(64 1045.5322),(65 1037.3864),(66 1045.945),(67 1050.1901),(68 1062.7748),(69 1066.6195),(70 1079.9824),(71 1076.3641),(72 1071.5422),(73 1083.3887),(74 1086.391),(75 1098.8954),(76 1105.5376),(77 1106.401),(78 1127.8116),(79 1130.6641),
(1 669.7581),(2 741.1841),(3 816.48395),(4 833.823),(5 869.8982),(6 896.20856),(7 927.12286),(8 913.6253),(9 924.1062),(10 932.47076),(11 951.0506),(12 966.49084),(13 984.6334),(14 994.3324),(15 1004.9237),(16 1015.7961),(17 1017.1357),(18 1027.3451),(19 1020.2497),(20 1034.0477),(21 1035.8285),(22 1043.2576),(23 1040.7025),(24 1043.0144),(25 1053.6252),(26 1068.0985),(27 1085.5153),(28 1066.2893),(29 1072.2872),(30 1078.7839),(31 1075.295),(32 1069.8037),(33 1070.5304),(34 1079.1848),(35 1070.0203),(36 1076.1962),(37 1074.5062),(38 1080.7919),(39 1077.2114),(40 1089.4856),(41 1092.7626),(42 1093.0137),(43 1082.9807),(44 1086.6602),(45 1065.5546),(46 1074.7535),(47 1067.129),(48 1064.3242),(49 1059.3684),(50 1062.921),(51 1060.9305),(52 1061.7158),(53 1047.581),(54 1050.9384),(55 1059.3182),(56 1049.2523),(57 1053.5741),(58 1052.2758),(59 1048.9751),(60 1047.761),(61 1033.2955),(62 1042.214),(63 1042.1509),(64 1054.2256),(65 1043.1494),(66 1053.2983),(67 1067.3417),(68 1057.8552),(69 1069.181),(70 1065.2316),(71 1071.1881),(72 1078.9707),(73 1097.0936),(74 1103.61),(75 1120.5487),(76 1128.4695),(77 1128.6833),(78 1140.1853),(79 1148.1613),
