1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 8607.441),(2 7899.656),(3 19254.62),(4 20827.072),(5 34392.895),(6 40670.387),(7 54582.28),(8 61098.473),(9 74529.79),(10 81887.12),(11 95592.836),(12 102365.73),(13 115670.03),(14 124087.164),(15 138128.42),(16 148261.98),(17 164537.31),(18 178455.36),(19 195425.86),(20 211153.58),(21 231196.81),(22 248272.73),(23 264608.16),(24 280974.75),(25 299787.84),(26 319305.63),(27 336317.13),(28 357785.16),(29 378062.4),(30 399531.5),(31 424980.53),(32 447419.34),(33 471908.63),(34 491818.4),(35 514752.5),(36 537457.8),(37 570075.7),(38 592280.6),(39 619428.06),(40 642894.3),(41 671999.06),(42 696864.56),(43 725187.75),(44 757542.94),(45 788878.5),(46 825674.5),(47 860361.44),(48 902041.94),(49 939783.5),(50 979713.25),(51 1015989.06),(52 1050481.6),(53 1077785.4),(54 1110968.1),(55 1140014.5),(56 1179218.4),(57 1217184.4),(58 1257957.6),(59 1299306.5),(60 1342713.1),(61 1391372.6),(62 1442536),(63 1500900.1),(64 1553827.6),(65 1611783.1),(66 1671428),(67 1732620.4),(68 1794461.6),(69 1857538),(70 1923619.9),(71 1981188.6),(72 2047835.1),(73 2105914),(74 2172550.8),(75 2250135.3),(76 2319471.8),(77 2385170.8),(78 2446016.3),(79 2510850.8),
(1 84.93121),(2 95.77898),(3 104.84466),(4 106.53401),(5 107.22604),(6 107.55642),(7 108.22823),(8 110.00373),(9 109.88763),(10 111.7476),(11 111.80177),(12 112.42517),(13 111.116554),(14 111.363014),(15 113.35042),(16 109.80565),(17 111.229324),(18 111.95734),(19 111.021034),(20 111.60415),(21 112.27155),(22 110.82544),(23 111.36614),(24 110.81012),(25 111.784004),(26 111.123955),(27 113.94158),(28 112.443726),(29 110.94969),(30 112.02057),(31 113.01205),(32 112.22493),(33 113.124916),(34 112.81313),(35 112.758896),(36 111.75384),(37 112.90991),(38 111.10156),(39 113.37068),(40 112.96671),(41 111.94662),(42 111.0901),(43 111.084984),(44 111.58798),(45 110.770004),(46 111.19435),(47 110.76365),(48 111.36166),(49 110.773094),(50 109.46115),(51 110.586716),(52 111.45684),(53 110.95859),(54 111.05994),(55 110.843605),(56 110.809395),(57 110.1357),(58 110.75966),(59 109.49253),(60 110.365685),(61 110.72066),(62 111.259674),(63 111.49453),(64 110.93451),(65 111.91506),(66 110.72434),(67 109.05703),(68 109.69562),(69 108.7477),(70 109.544495),(71 110.52617),(72 111.493965),(73 111.70061),(74 110.88338),(75 112.335304),(76 112.15616),(77 110.8173),(78 111.423416),(79 111.55617),
(1 83.266884),(2 94.45151),(3 101.21629),(4 104.81615),(5 106.87078),(6 106.42784),(7 108.90196),(8 109.95146),(9 110.46283),(10 112.614494),(11 110.8144),(12 110.60958),(13 109.99338),(14 110.77031),(15 110.52959),(16 109.96922),(17 110.5028),(18 111.04995),(19 112.57708),(20 112.554596),(21 111.61784),(22 111.190865),(23 110.359085),(24 110.5677),(25 110.3801),(26 110.77607),(27 113.01797),(28 111.197586),(29 109.74803),(30 109.73781),(31 110.73289),(32 110.16574),(33 110.30192),(34 110.73504),(35 110.18642),(36 110.01067),(37 110.95348),(38 110.60546),(39 112.269455),(40 111.80545),(41 111.13239),(42 110.90008),(43 111.303314),(44 111.30308),(45 112.09528),(46 109.96177),(47 109.99131),(48 109.66092),(49 108.77429),(50 108.51323),(51 110.70045),(52 109.45816),(53 110.428246),(54 110.94607),(55 109.86025),(56 109.1995),(57 108.523384),(58 109.74799),(59 108.16646),(60 107.63392),(61 107.48011),(62 108.10436),(63 109.91276),(64 108.64086),(65 109.11063),(66 110.74193),(67 109.108925),(68 110.19081),(69 109.91448),(70 109.316696),(71 110.80395),(72 109.957886),(73 109.493866),(74 109.897705),(75 111.92974),(76 110.13608),(77 109.95739),(78 111.52463),(79 110.456116),
(1 78.96963),(2 89.36044),(3 96.36452),(4 98.598785),(5 100.53665),(6 101.79274),(7 102.12183),(8 102.95486),(9 104.438965),(10 105.138336),(11 108.01774),(12 106.58956),(13 106.07346),(14 105.263824),(15 105.35052),(16 105.084946),(17 106.479065),(18 106.60655),(19 106.82322),(20 106.18451),(21 106.01621),(22 106.178696),(23 106.666954),(24 104.53463),(25 104.42159),(26 106.48604),(27 108.79719),(28 108.02841),(29 104.77794),(30 106.62729),(31 107.92358),(32 106.519485),(33 106.63388),(34 105.024925),(35 106.08419),(36 106.31169),(37 106.35821),(38 104.78888),(39 107.13495),(40 106.953),(41 107.11671),(42 107.38785),(43 108.43914),(44 110.25402),(45 108.9418),(46 107.80506),(47 106.388855),(48 105.84931),(49 106.517784),(50 106.40734),(51 106.5446),(52 106.442375),(53 105.601845),(54 105.770874),(55 106.48095),(56 106.19674),(57 106.24969),(58 106.17614),(59 103.958855),(60 102.87447),(61 104.0979),(62 105.36137),(63 105.19772),(64 104.714226),(65 104.10127),(66 104.83977),(67 104.56821),(68 105.27716),(69 103.96906),(70 104.406204),(71 105.20054),(72 102.976944),(73 105.233925),(74 105.93513),(75 106.637115),(76 105.87389),(77 105.81671),(78 106.91452),(79 105.392914),
(1 77.636734),(2 89.83904),(3 96.509346),(4 100.24083),(5 101.393295),(6 101.79685),(7 102.8366),(8 104.30752),(9 106.31796),(10 107.099106),(11 106.93047),(12 106.42813),(13 106.41572),(14 106.45919),(15 107.02756),(16 106.82475),(17 106.230774),(18 105.208176),(19 106.273186),(20 107.34711),(21 106.25828),(22 105.7281),(23 106.140594),(24 105.584885),(25 105.52045),(26 107.309235),(27 108.79925),(28 108.60981),(29 107.63143),(30 107.78277),(31 107.172424),(32 105.698845),(33 105.6625),(34 106.14325),(35 106.68942),(36 106.4517),(37 105.331245),(38 105.87881),(39 106.34766),(40 105.27666),(41 104.93973),(42 106.65231),(43 105.52785),(44 106.55792),(45 106.238144),(46 107.88677),(47 104.670815),(48 104.81808),(49 103.92626),(50 103.33352),(51 103.023346),(52 103.08739),(53 104.39517),(54 104.151955),(55 103.99963),(56 104.806915),(57 104.3887),(58 102.859215),(59 101.96222),(60 103.035965),(61 103.33354),(62 103.56751),(63 104.56914),(64 103.330124),(65 104.43541),(66 104.78516),(67 104.548386),(68 105.15338),(69 102.806404),(70 103.26094),(71 104.27542),(72 103.556114),(73 104.74816),(74 105.25877),(75 106.57151),(76 106.296295),(77 104.8111),(78 105.5577),(79 104.8988),
(1 77.8082),(2 86.99558),(3 94.995094),(4 97.98241),(5 98.52631),(6 99.30869),(7 99.708855),(8 100.12484),(9 101.1117),(10 103.12583),(11 101.93002),(12 102.202354),(13 99.91396),(14 101.22517),(15 102.35223),(16 100.64893),(17 100.15438),(18 101.17991),(19 101.57534),(20 101.971596),(21 102.96676),(22 103.3628),(23 102.402725),(24 103.54833),(25 102.96022),(26 102.383316),(27 103.42483),(28 103.28672),(29 103.83152),(30 102.8797),(31 103.39949),(32 103.29774),(33 102.4495),(34 102.18618),(35 101.2972),(36 101.066574),(37 100.87567),(38 102.21448),(39 103.53594),(40 101.35117),(41 101.38627),(42 101.70948),(43 102.09924),(44 102.52193),(45 102.52723),(46 101.5887),(47 101.99325),(48 102.965904),(49 102.71468),(50 102.20409),(51 101.03296),(52 102.65227),(53 101.732895),(54 101.85729),(55 101.77684),(56 101.193436),(57 100.27422),(58 100.81682),(59 99.38723),(60 100.11999),(61 101.19385),(62 101.291885),(63 101.13557),(64 100.241425),(65 99.65575),(66 99.449814),(67 99.610855),(68 101.11884),(69 100.544716),(70 100.74621),(71 101.265625),(72 100.03281),(73 99.57389),(74 99.55927),(75 101.21094),(76 100.360245),(77 100.80771),(78 100.366104),(79 101.04229),
(1 76.51043),(2 86.81053),(3 93.54365),(4 95.466606),(5 95.38154),(6 96.10493),(7 99.1082),(8 98.349754),(9 99.85132),(10 99.77173),(11 100.66093),(12 100.316124),(13 100.79217),(14 101.6835),(15 102.52303),(16 102.20113),(17 101.12171),(18 100.2302),(19 101.213326),(20 102.22494),(21 102.01047),(22 101.90229),(23 100.91357),(24 100.81258),(25 100.53911),(26 100.750626),(27 101.82293),(28 101.41928),(29 101.14627),(30 101.672005),(31 100.48667),(32 101.2013),(33 101.34263),(34 100.014435),(35 100.54815),(36 100.57225),(37 100.13874),(38 99.09489),(39 99.66274),(40 99.78004),(41 100.94437),(42 100.73336),(43 101.51503),(44 101.84678),(45 100.663025),(46 101.0716),(47 100.31815),(48 100.00756),(49 99.51712),(50 99.10589),(51 98.56908),(52 99.63827),(53 100.135025),(54 101.19242),(55 99.51383),(56 100.36948),(57 99.2354),(58 99.36637),(59 99.18999),(60 99.23836),(61 100.032745),(62 100.59007),(63 100.7544),(64 100.39344),(65 99.776276),(66 100.3215),(67 100.520294),(68 100.26976),(69 99.28167),(70 98.41013),(71 99.87604),(72 98.62423),(73 99.27644),(74 99.35242),(75 100.918686),(76 102.52498),(77 100.49341),(78 101.0864),(79 101.55316),
(1 74.78128),(2 85.889854),(3 91.45527),(4 95.27266),(5 94.44085),(6 95.19577),(7 97.1799),(8 97.47805),(9 97.40947),(10 98.07378),(11 97.74253),(12 97.23745),(13 98.27441),(14 99.23213),(15 100.59669),(16 100.405396),(17 100.4156),(18 100.27085),(19 100.70266),(20 98.55073),(21 98.75162),(22 99.8219),(23 98.89876),(24 99.44016),(25 98.95862),(26 99.29424),(27 99.76883),(28 100.58643),(29 100.838524),(30 99.89744),(31 98.57097),(32 99.64295),(33 99.36326),(34 100.01599),(35 99.62278),(36 99.00088),(37 100.77542),(38 99.170975),(39 99.1261),(40 101.079346),(41 99.73442),(42 99.672264),(43 99.95129),(44 101.22269),(45 100.971146),(46 101.10961),(47 99.71339),(48 99.78631),(49 98.74834),(50 98.53232),(51 98.65085),(52 99.21343),(53 99.17386),(54 99.64511),(55 99.27424),(56 99.02316),(57 98.36889),(58 97.82517),(59 98.102684),(60 97.04294),(61 97.3853),(62 98.05498),(63 97.8403),(64 97.69262),(65 97.940544),(66 97.080246),(67 97.91857),(68 97.19295),(69 98.149536),(70 96.58201),(71 97.88549),(72 98.53281),(73 97.339745),(74 98.36956),(75 98.889915),(76 100.50452),(77 100.59395),(78 100.11379),(79 100.26748),
(1 73.525475),(2 83.84705),(3 89.92341),(4 91.501144),(5 93.28851),(6 94.86093),(7 97.471146),(8 96.16184),(9 97.54205),(10 97.76109),(11 98.18908),(12 98.31721),(13 97.24274),(14 98.09154),(15 98.55557),(16 99.27493),(17 98.44088),(18 98.5091),(19 98.67799),(20 98.43828),(21 98.26255),(22 99.61304),(23 99.94511),(24 99.34969),(25 98.67936),(26 99.65446),(27 98.61768),(28 99.9352),(29 100.29164),(30 99.47247),(31 97.95746),(32 98.09987),(33 98.20214),(34 97.871475),(35 97.82798),(36 97.89632),(37 97.59524),(38 97.994225),(39 98.37116),(40 98.48624),(41 98.979034),(42 99.18825),(43 97.94446),(44 98.55277),(45 98.52742),(46 98.05959),(47 97.9343),(48 97.7975),(49 97.44058),(50 96.96164),(51 97.74385),(52 98.86199),(53 99.00597),(54 97.209076),(55 96.84159),(56 96.14002),(57 97.217926),(58 95.76736),(59 94.60993),(60 95.22291),(61 94.72652),(62 94.81446),(63 96.14717),(64 95.337),(65 94.52042),(66 95.35277),(67 94.40125),(68 95.15277),(69 95.640526),(70 95.046165),(71 96.114265),(72 96.07206),(73 95.76746),(74 96.10796),(75 96.8846),(76 96.62157),(77 97.87847),(78 97.342255),(79 96.701744),
(1 74.58301),(2 83.19069),(3 89.09839),(4 92.412544),(5 93.10928),(6 93.84888),(7 95.243355),(8 93.875626),(9 97.473015),(10 96.54868),(11 98.17786),(12 98.59931),(13 97.27003),(14 96.98538),(15 98.78906),(16 98.911255),(17 98.60456),(18 97.57263),(19 98.27825),(20 98.16829),(21 97.8346),(22 98.17603),(23 98.27905),(24 97.73012),(25 97.738625),(26 97.48178),(27 98.84115),(28 97.017166),(29 98.320435),(30 98.23595),(31 98.75721),(32 96.9785),(33 97.67969),(34 97.392044),(35 97.63998),(36 97.533775),(37 96.76029),(38 97.47542),(39 98.15668),(40 99.46653),(41 98.966194),(42 100.61957),(43 100.358925),(44 99.27542),(45 99.503105),(46 99.04667),(47 98.38361),(48 98.02351),(49 96.98896),(50 97.83096),(51 98.933716),(52 98.50636),(53 98.30624),(54 96.92526),(55 98.28071),(56 96.93284),(57 96.47672),(58 96.54563),(59 96.08364),(60 96.42106),(61 96.705956),(62 95.86237),(63 96.71841),(64 96.13206),(65 94.72833),(66 95.92106),(67 95.85056),(68 95.368355),(69 95.14485),(70 96.29856),(71 95.07883),(72 96.682175),(73 94.692085),(74 95.68451),(75 94.69864),(76 95.263214),(77 95.302704),(78 94.792206),(79 95.23732),
(1 72.14586),(2 80.15401),(3 84.98715),(4 89.009094),(5 89.08161),(6 90.59058),(7 91.169655),(8 92.49646),(9 92.42212),(10 93.27687),(11 94.00698),(12 95.768265),(13 95.24452),(14 94.70787),(15 95.05333),(16 95.52941),(17 96.5517),(18 95.04606),(19 94.130486),(20 93.99662),(21 93.198044),(22 93.95192),(23 93.324814),(24 93.60979),(25 93.05569),(26 92.65853),(27 92.3664),(28 92.36202),(29 93.33093),(30 94.65429),(31 93.950264),(32 93.312874),(33 93.19316),(34 93.89836),(35 94.31064),(36 93.241974),(37 93.59255),(38 94.34217),(39 95.34483),(40 94.8404),(41 95.09009),(42 94.87463),(43 94.75959),(44 95.63333),(45 94.58497),(46 94.28594),(47 93.072174),(48 93.07218),(49 92.3465),(50 92.09931),(51 92.81577),(52 93.69484),(53 93.578964),(54 93.59757),(55 92.630615),(56 92.19565),(57 92.36551),(58 93.421486),(59 92.1491),(60 92.09254),(61 91.95344),(62 92.31347),(63 94.73416),(64 93.643906),(65 91.78749),(66 92.66532),(67 92.587715),(68 93.75749),(69 92.531334),(70 93.252205),(71 93.60725),(72 93.40407),(73 93.64075),(74 93.233986),(75 94.79111),(76 93.939445),(77 93.60149),(78 93.99182),(79 92.83635),
(1 72.17771),(2 79.52416),(3 86.87206),(4 90.16035),(5 91.57729),(6 91.21674),(7 92.10752),(8 92.24633),(9 92.94229),(10 94.45423),(11 93.243095),(12 93.75716),(13 92.698364),(14 94.30611),(15 95.22045),(16 93.976395),(17 93.72737),(18 94.13862),(19 93.96462),(20 93.94012),(21 93.71638),(22 94.28867),(23 94.23402),(24 93.233345),(25 92.35522),(26 92.43464),(27 93.05879),(28 92.982765),(29 92.90106),(30 93.40738),(31 93.60256),(32 93.27979),(33 93.738235),(34 93.14117),(35 94.073456),(36 92.72135),(37 92.23754),(38 92.61264),(39 93.80603),(40 93.06043),(41 92.52387),(42 91.93866),(43 92.54656),(44 94.18909),(45 92.521996),(46 92.39034),(47 92.12253),(48 92.83346),(49 92.5123),(50 92.5111),(51 93.06662),(52 93.03342),(53 91.662056),(54 92.46287),(55 93.42571),(56 91.50071),(57 91.08645),(58 92.216896),(59 89.996735),(60 91.08123),(61 90.48824),(62 91.25113),(63 92.152275),(64 91.5313),(65 90.838875),(66 91.669304),(67 89.89249),(68 91.05996),(69 90.04661),(70 91.02555),(71 91.86672),(72 92.696365),(73 92.24549),(74 92.78448),(75 94.91009),(76 93.154915),(77 92.03146),(78 92.83024),(79 91.74378),
(1 69.27014),(2 78.665565),(3 84.72891),(4 87.137024),(5 88.510124),(6 89.643936),(7 90.41939),(8 90.41912),(9 91.08341),(10 90.04494),(11 90.46855),(12 91.632484),(13 90.69331),(14 90.83727),(15 92.44804),(16 91.787575),(17 91.50989),(18 91.01883),(19 92.997055),(20 92.99252),(21 92.48132),(22 93.93888),(23 93.04957),(24 92.67535),(25 92.98302),(26 92.08259),(27 94.1285),(28 92.3789),(29 91.03737),(30 92.68085),(31 91.66732),(32 92.21762),(33 91.564445),(34 92.9247),(35 92.82899),(36 92.26563),(37 91.61457),(38 91.83443),(39 92.82162),(40 91.86406),(41 92.34821),(42 91.96864),(43 92.300224),(44 93.61419),(45 91.49512),(46 90.85457),(47 89.953636),(48 90.887436),(49 90.42295),(50 88.887215),(51 89.75434),(52 90.60935),(53 91.44751),(54 89.64939),(55 90.4613),(56 89.60783),(57 89.312294),(58 88.71357),(59 89.358505),(60 89.230675),(61 88.08182),(62 90.6493),(63 90.87845),(64 90.81613),(65 90.93277),(66 89.70932),(67 90.520615),(68 89.91862),(69 90.55957),(70 90.19293),(71 91.054245),(72 91.20691),(73 91.39551),(74 90.4792),(75 91.24216),(76 90.948875),(77 90.69308),(78 92.46651),(79 91.87198),
(1 68.37438),(2 75.996796),(3 81.1906),(4 85.255554),(5 84.8949),(6 86.49581),(7 87.9261),(8 87.9251),(9 89.25186),(10 89.72117),(11 89.45857),(12 89.29414),(13 90.70394),(14 90.68849),(15 91.20653),(16 91.016655),(17 89.91918),(18 90.51132),(19 90.48689),(20 90.61317),(21 89.70838),(22 92.19853),(23 91.61121),(24 89.27491),(25 90.24383),(26 90.452126),(27 91.84109),(28 90.753525),(29 90.27209),(30 92.10994),(31 90.53224),(32 90.57623),(33 91.35146),(34 90.6883),(35 91.06165),(36 90.51074),(37 91.20807),(38 92.2963),(39 92.61147),(40 91.4856),(41 92.01555),(42 90.75185),(43 90.13763),(44 91.334),(45 90.36582),(46 91.0308),(47 90.27111),(48 90.63067),(49 88.74434),(50 88.82004),(51 88.454544),(52 90.04923),(53 90.708534),(54 90.38687),(55 89.71467),(56 89.13148),(57 88.24579),(58 88.44376),(59 88.22621),(60 86.89937),(61 86.85688),(62 87.49768),(63 88.40673),(64 87.36481),(65 87.65204),(66 87.05561),(67 86.87005),(68 85.53923),(69 85.8826),(70 86.70259),(71 86.887665),(72 87.55919),(73 88.59181),(74 88.65946),(75 88.35687),(76 87.31279),(77 87.97304),(78 89.73364),(79 89.567055),
(1 68.52023),(2 75.891426),(3 82.484276),(4 84.82174),(5 86.56301),(6 87.34428),(7 88.12145),(8 89.307335),(9 88.804924),(10 88.751),(11 88.447044),(12 88.08872),(13 89.247826),(14 89.90055),(15 90.22443),(16 89.79993),(17 90.58948),(18 90.30079),(19 89.53296),(20 90.64592),(21 90.17703),(22 90.30779),(23 90.00749),(24 88.4923),(25 89.95158),(26 89.52854),(27 90.03886),(28 89.08048),(29 88.94067),(30 89.55736),(31 88.229805),(32 88.70719),(33 90.117645),(34 90.04165),(35 89.737885),(36 89.45287),(37 89.03638),(38 88.879845),(39 89.01415),(40 89.328415),(41 88.99726),(42 88.30482),(43 89.182304),(44 88.998024),(45 88.764046),(46 88.935265),(47 87.09806),(48 88.10746),(49 87.15695),(50 87.963234),(51 88.26142),(52 89.30845),(53 88.56801),(54 87.993614),(55 88.10049),(56 87.98142),(57 87.02116),(58 86.69446),(59 85.344376),(60 85.82248),(61 85.653915),(62 85.431366),(63 86.25445),(64 87.02101),(65 87.628075),(66 85.67781),(67 86.3282),(68 86.639656),(69 86.11129),(70 86.18277),(71 86.92414),(72 87.33486),(73 87.18181),(74 87.8755),(75 88.62677),(76 88.16272),(77 87.96806),(78 89.96428),(79 88.96541),
(1 67.178795),(2 74.58923),(3 79.32137),(4 82.63097),(5 83.87155),(6 84.086044),(7 84.390144),(8 85.49638),(9 86.02192),(10 85.84771),(11 84.33267),(12 85.655594),(13 86.60301),(14 86.96359),(15 86.740486),(16 86.54906),(17 86.62697),(18 86.98535),(19 86.96242),(20 88.258736),(21 86.560135),(22 87.057976),(23 86.33321),(24 85.99085),(25 86.54202),(26 85.818954),(27 87.58136),(28 86.9976),(29 86.68596),(30 86.61222),(31 87.53787),(32 87.112854),(33 87.89166),(34 87.160995),(35 87.109955),(36 87.652435),(37 87.269966),(38 87.61226),(39 87.67821),(40 88.12495),(41 88.104836),(42 87.29416),(43 87.336655),(44 87.200165),(45 87.20781),(46 86.81307),(47 85.71376),(48 85.42627),(49 84.88163),(50 84.9285),(51 85.17438),(52 84.5857),(53 85.121666),(54 85.47303),(55 84.46128),(56 84.85198),(57 85.01757),(58 83.509),(59 83.484085),(60 84.28241),(61 83.40399),(62 82.83238),(63 84.52141),(64 83.32515),(65 82.75166),(66 84.207306),(67 83.251564),(68 82.8461),(69 82.83341),(70 83.27647),(71 84.27612),(72 83.37155),(73 83.87713),(74 82.59712),(75 83.91605),(76 84.05281),(77 83.99019),(78 85.4363),(79 85.005775),
(1 66.30332),(2 73.7215),(3 77.870026),(4 80.412315),(5 81.74616),(6 84.21),(7 82.9304),(8 83.63568),(9 84.55195),(10 85.23299),(11 83.82403),(12 84.40041),(13 85.74343),(14 83.2836),(15 84.75196),(16 84.93624),(17 85.357414),(18 84.985146),(19 84.9621),(20 85.96213),(21 84.9588),(22 85.60351),(23 85.47758),(24 84.89905),(25 84.80381),(26 85.555275),(27 87.269485),(28 85.86659),(29 85.361115),(30 84.10668),(31 83.43778),(32 84.4694),(33 84.23688),(34 84.75468),(35 84.75666),(36 85.06816),(37 84.26642),(38 84.8913),(39 84.971054),(40 84.28235),(41 84.12361),(42 84.289345),(43 85.3004),(44 85.458855),(45 84.933075),(46 84.58846),(47 82.848404),(48 83.664024),(49 83.18861),(50 83.35145),(51 84.002914),(52 83.86301),(53 84.16546),(54 84.62685),(55 86.116646),(56 84.51293),(57 84.36364),(58 85.11683),(59 83.715385),(60 85.24559),(61 83.58263),(62 84.5822),(63 84.53506),(64 84.31664),(65 84.016235),(66 85.18832),(67 83.93164),(68 85.15808),(69 85.0134),(70 83.85521),(71 85.41723),(72 84.82811),(73 84.21564),(74 83.02048),(75 84.54522),(76 84.79123),(77 86.11264),(78 86.39207),(79 86.08716),
(1 66.14845),(2 73.76766),(3 78.279144),(4 80.09676),(5 81.44605),(6 82.977646),(7 83.28322),(8 83.52315),(9 84.05259),(10 84.51972),(11 84.553665),(12 83.973595),(13 84.247734),(14 84.98679),(15 84.80544),(16 85.12762),(17 85.66883),(18 84.54493),(19 84.83955),(20 83.369995),(21 84.89775),(22 84.31109),(23 84.53354),(24 84.0214),(25 84.537155),(26 84.81105),(27 87.008385),(28 85.13076),(29 85.540474),(30 85.09066),(31 85.39817),(32 84.06277),(33 84.748344),(34 84.64911),(35 84.3799),(36 84.24808),(37 83.08157),(38 83.71434),(39 84.128265),(40 83.80455),(41 83.815285),(42 84.138824),(43 84.80851),(44 84.843094),(45 85.391075),(46 84.224815),(47 84.12283),(48 83.74108),(49 83.39968),(50 83.41931),(51 83.26354),(52 83.11263),(53 84.06853),(54 84.14784),(55 83.80798),(56 83.63443),(57 83.381195),(58 82.881035),(59 82.45045),(60 82.27874),(61 83.03082),(62 82.78915),(63 84.892654),(64 83.25012),(65 84.00036),(66 83.49247),(67 82.87762),(68 82.90366),(69 82.78621),(70 83.11546),(71 83.08341),(72 82.20659),(73 82.68101),(74 82.59863),(75 84.27568),(76 83.92713),(77 82.6405),(78 83.35203),(79 82.32189),
