1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 14331.138),(2 47048.375),(3 108961.68),(4 193301.86),(5 291645.9),(6 395172),(7 490260),(8 546727.44),(9 628920.94),(10 726927.06),(11 819044.25),(12 897335.8),(13 980862.5),(14 1078047.6),(15 1225187.9),(16 1353845.6),(17 1462908.6),(18 1583857.6),(19 1720743.4),(20 1855927.6),(21 1995041.4),(22 2162110.3),(23 2306911),(24 2408134.3),(25 2474042),(26 2526092.3),(27 2580363.3),(28 2622453),(29 2680077.3),(30 2739666.3),(31 2803555.3),(32 2877247.3),(33 2958915.3),(34 3047794),(35 3120466),(36 3176410),(37 3219909.8),(38 3240272.3),(39 3249060.8),(40 3233873.3),(41 3214942),(42 3187131.8),(43 3137280.8),(44 3091402.3),(45 3059240.8),(46 3026081.3),(47 3027353.3),(48 3017258.3),(49 3050292.8),(50 3093062.8),(51 3152990.8),(52 3225188),(53 3313617),(54 3386406.8),(55 3454082),(56 3514492.3),(57 3560217.3),(58 3609378.3),(59 3667836.8),(60 3733969.3),(61 3859216.8),(62 4014860.8),(63 4201684),(64 4392871.5),(65 4568252.5),(66 4726569.5),(67 4907238.5),(68 5073629),(69 5251741),(70 5396811),(71 5524692.5),(72 5637458.5),(73 5750578.5),(74 5845965.5),(75 5931730.5),(76 6013621.5),(77 6101237.5),(78 6203814),(79 6319604),
(1 1145.3712),(2 1981.6715),(3 2700.0713),(4 3324.9712),(5 3903.5393),(6 4415.763),(7 4852.1045),(8 5241.0713),(9 5486.269),(10 5697.7554),(11 5824.298),(12 5877.592),(13 5889.7817),(14 5851.7),(15 5755.4263),(16 5718.7056),(17 5704.965),(18 5685.141),(19 5724.1685),(20 5724.4473),(21 5791.3716),(22 5798.391),(23 5815.142),(24 5869.492),(25 5862.9087),(26 5895.54),(27 5964.73),(28 5986.9077),(29 6005.491),(30 6065.7666),(31 6129.5996),(32 6165.1284),(33 6165.2666),(34 6204.278),(35 6204.5327),(36 6251.7813),(37 6300.2173),(38 6295.956),(39 6357.964),(40 6333.2905),(41 6333.28),(42 6333.222),(43 6286.923),(44 6300.4043),(45 6297.27),(46 6272.855),(47 6232.746),(48 6172.7134),(49 6119.928),(50 6103.919),(51 6109.4546),(52 6068.265),(53 6043.787),(54 6021.22),(55 5980.296),(56 5954.142),(57 5943.401),(58 5928.3003),(59 5934.3457),(60 5915.086),(61 6005.759),(62 6046.4907),(63 6086.939),(64 6087.5938),(65 6127.7075),(66 6117.024),(67 6154.2827),(68 6111.1084),(69 6070.7295),(70 6088.395),(71 6070.743),(72 6021.2476),(73 5987.913),(74 5987.9727),(75 5993.471),(76 6010.779),(77 6029.265),(78 6098.592),(79 6081.833),
(1 1125.3497),(2 1919.4775),(3 2617.7788),(4 3241.4333),(5 3821.5369),(6 4343.6904),(7 4720.4946),(8 5114.4517),(9 5340.608),(10 5524.124),(11 5628.8193),(12 5663.547),(13 5660.8447),(14 5604.129),(15 5512.8096),(16 5467.4834),(17 5470.2554),(18 5478.4517),(19 5509.6743),(20 5520.113),(21 5548.876),(22 5580.7007),(23 5634.623),(24 5695.4634),(25 5717.4116),(26 5748.9336),(27 5785.8438),(28 5815.4443),(29 5814.86),(30 5813.7637),(31 5846.517),(32 5877.4995),(33 5847.515),(34 5861.7603),(35 5875.391),(36 5881.6855),(37 5960.228),(38 5982.4814),(39 6029.9883),(40 6044.465),(41 6056.3643),(42 6049.2285),(43 6059.7007),(44 6072.3975),(45 6075.5938),(46 6078.1724),(47 6062.8516),(48 5998.093),(49 5946.2896),(50 5924.0444),(51 5931.6777),(52 5930.761),(53 5942.6855),(54 5938.538),(55 5898.5024),(56 5911.9717),(57 5916.7173),(58 5928.4507),(59 5924.709),(60 5905.36),(61 5929.2354),(62 5954.114),(63 5986.8257),(64 6028.745),(65 6030.9785),(66 6093.0454),(67 6115.14),(68 6093.147),(69 6079.5444),(70 6077.064),(71 6077.083),(72 6070.998),(73 6062.349),(74 6064.1855),(75 6071.8716),(76 6097.465),(77 6067.607),(78 6097.591),(79 6083.9624),
(1 1098.623),(2 1853.7095),(3 2521.371),(4 3101.983),(5 3622.4224),(6 4069.9397),(7 4437.0527),(8 4790.828),(9 4983.0005),(10 5119.3438),(11 5207.947),(12 5276.7603),(13 5311.799),(14 5252.3076),(15 5170.5654),(16 5117.9727),(17 5136.8965),(18 5143.2764),(19 5183.1733),(20 5197.6387),(21 5230.6),(22 5303.678),(23 5346.4893),(24 5399.7036),(25 5442.1206),(26 5464.9834),(27 5521.2793),(28 5556.1846),(29 5583.5264),(30 5606.1567),(31 5599.8086),(32 5582.2827),(33 5541.9233),(34 5541.1187),(35 5548.1387),(36 5545.75),(37 5606.928),(38 5621.8813),(39 5656.502),(40 5629.0474),(41 5628.752),(42 5622.2397),(43 5644.58),(44 5644.8423),(45 5625.0776),(46 5623.6763),(47 5594.586),(48 5571.5635),(49 5518.46),(50 5472.246),(51 5495.6396),(52 5500.9067),(53 5519.3115),(54 5526.9414),(55 5494.754),(56 5465.82),(57 5460.3394),(58 5453.0273),(59 5455.3604),(60 5454.8193),(61 5472.7124),(62 5493.2593),(63 5532.754),(64 5542.3926),(65 5586.4287),(66 5659.8013),(67 5706.3516),(68 5707.22),(69 5706.4873),(70 5696.846),(71 5714.17),(72 5681.3125),(73 5654.8047),(74 5675.41),(75 5684.206),(76 5682.712),(77 5721.5415),(78 5709.3423),(79 5713.3755),
(1 1097.7103),(2 1845.3195),(3 2526.6106),(4 3099.858),(5 3616.6104),(6 4073.0647),(7 4410.304),(8 4742.669),(9 4928.776),(10 5050.5938),(11 5157.2964),(12 5188.712),(13 5215.401),(14 5185.132),(15 5130.483),(16 5098.599),(17 5150.431),(18 5160.3296),(19 5249.828),(20 5323.6284),(21 5395.267),(22 5413.79),(23 5428.4614),(24 5498.164),(25 5495.5913),(26 5537.333),(27 5605.876),(28 5644.802),(29 5678.777),(30 5669.3525),(31 5718.0654),(32 5706.7715),(33 5705.787),(34 5682.761),(35 5654.3447),(36 5648.0195),(37 5662.934),(38 5697.1025),(39 5755.598),(40 5745.087),(41 5750.54),(42 5728.983),(43 5725.86),(44 5706.9556),(45 5682.107),(46 5674.7437),(47 5596.6885),(48 5518.372),(49 5456.3657),(50 5397.5254),(51 5396.2485),(52 5369.8535),(53 5387.4287),(54 5387.9087),(55 5351.2593),(56 5349.4956),(57 5338.5557),(58 5319.423),(59 5316.0146),(60 5320.981),(61 5385.498),(62 5451.827),(63 5531.487),(64 5591.106),(65 5658.8823),(66 5714.3584),(67 5700.4053),(68 5682.165),(69 5685.374),(70 5658.71),(71 5674.4976),(72 5687.6953),(73 5656.2593),(74 5649.084),(75 5655.12),(76 5629.2036),(77 5629.959),(78 5643.35),(79 5633.347),
(1 1086.5333),(2 1843.7008),(3 2520.8962),(4 3097.0242),(5 3614.8433),(6 4089.603),(7 4460.468),(8 4809.2417),(9 5027.512),(10 5220.0264),(11 5342.9185),(12 5369.423),(13 5392.4346),(14 5345.1016),(15 5274.969),(16 5250.769),(17 5283.3896),(18 5301.7725),(19 5336.2036),(20 5384.263),(21 5435.1885),(22 5446.1147),(23 5476.941),(24 5541.0283),(25 5593.544),(26 5664.801),(27 5700.3413),(28 5759.37),(29 5750.9487),(30 5727.4897),(31 5766.7505),(32 5771.632),(33 5782.871),(34 5782.489),(35 5773.1104),(36 5774.9175),(37 5818.8735),(38 5852.991),(39 5902.394),(40 5912.07),(41 5905.203),(42 5891.66),(43 5910.2144),(44 5896.379),(45 5865.5015),(46 5835.399),(47 5734.577),(48 5651.4785),(49 5596.472),(50 5571.153),(51 5534.4995),(52 5521.6367),(53 5537.9766),(54 5510.401),(55 5483.39),(56 5466.54),(57 5475.651),(58 5447.8193),(59 5462.3955),(60 5512.4736),(61 5530.61),(62 5583.415),(63 5674.9517),(64 5747.3013),(65 5820.525),(66 5899.829),(67 5897.193),(68 5897.8413),(69 5912.129),(70 5944.963),(71 5977.422),(72 6002.1587),(73 5998.474),(74 6006.351),(75 6038.533),(76 6023.0205),(77 6042.7188),(78 6017.407),(79 6005.93),
(1 1095.3103),(2 1857.789),(3 2562.0027),(4 3130.855),(5 3678.381),(6 4166.868),(7 4569.898),(8 4957.115),(9 5241.0215),(10 5393.358),(11 5523.7954),(12 5555.5957),(13 5546.087),(14 5484.1724),(15 5391.49),(16 5326.393),(17 5311.513),(18 5264.091),(19 5276.7354),(20 5290.4897),(21 5326.6),(22 5341.0767),(23 5417.4404),(24 5494.6465),(25 5520.0977),(26 5565.282),(27 5632.953),(28 5648.579),(29 5645.7397),(30 5648.149),(31 5646.453),(32 5638.528),(33 5671.7114),(34 5705.163),(35 5690.7114),(36 5727.086),(37 5793.014),(38 5846.956),(39 5917.99),(40 5927.543),(41 5921.4233),(42 5882.928),(43 5871.412),(44 5851.549),(45 5841.595),(46 5824.5635),(47 5745.439),(48 5669.114),(49 5610.951),(50 5602.933),(51 5595.669),(52 5601.596),(53 5640.642),(54 5626.1865),(55 5614.601),(56 5597.858),(57 5603.4478),(58 5586.2275),(59 5590.6016),(60 5630.43),(61 5657.28),(62 5731.073),(63 5798.101),(64 5833.947),(65 5895.882),(66 5915.1753),(67 5946.504),(68 5951.5347),(69 5969.4272),(70 5969.311),(71 5971.9756),(72 5961.2886),(73 5926.7783),(74 5903.557),(75 5861.774),(76 5812.4355),(77 5814.97),(78 5800.26),(79 5804.916),
(1 1045.117),(2 1749.8132),(3 2413.756),(4 2970.982),(5 3487.5908),(6 3949.928),(7 4324.0967),(8 4668.7783),(9 4909.3955),(10 5040.1772),(11 5139.015),(12 5164.583),(13 5171.567),(14 5144.71),(15 5104.712),(16 5057.036),(17 5095.8784),(18 5087.3003),(19 5124.4463),(20 5158.8457),(21 5184.24),(22 5209.6978),(23 5250.228),(24 5301.296),(25 5303.389),(26 5327.281),(27 5366.1187),(28 5424.4346),(29 5440.3574),(30 5455.545),(31 5479.032),(32 5482.9443),(33 5451.6816),(34 5467.3687),(35 5457.2793),(36 5457.0635),(37 5494.638),(38 5484.633),(39 5496.9014),(40 5521.365),(41 5542.954),(42 5532.0903),(43 5498.3735),(44 5494.9526),(45 5480.389),(46 5428.7095),(47 5415.673),(48 5394.0547),(49 5348.9316),(50 5347.5166),(51 5354.4824),(52 5357.6006),(53 5368.0386),(54 5358.7163),(55 5364.223),(56 5340.3633),(57 5309.187),(58 5313.6777),(59 5279.7954),(60 5305.1953),(61 5327.9272),(62 5387.7695),(63 5416.7334),(64 5435.833),(65 5448.3105),(66 5448.818),(67 5446.1343),(68 5464.3677),(69 5419.204),(70 5441.9507),(71 5440.398),(72 5417.829),(73 5404.9863),(74 5381.374),(75 5392.5264),(76 5412.5605),(77 5411.6953),(78 5416.4365),(79 5424.5474),
(1 1015.8565),(2 1687.2231),(3 2297.9978),(4 2819.6394),(5 3300.4463),(6 3710.469),(7 4061.8025),(8 4413.5415),(9 4636.405),(10 4761.813),(11 4875.492),(12 4941.143),(13 4987.188),(14 4994.9907),(15 4982.178),(16 4954.125),(17 4956.982),(18 4952.2056),(19 4960.9307),(20 4978.6167),(21 4987.9834),(22 5030.5884),(23 5060.0996),(24 5063.162),(25 5098.5557),(26 5131.017),(27 5177.2573),(28 5211.686),(29 5237.2754),(30 5252.5576),(31 5245.714),(32 5242.9946),(33 5211.4766),(34 5252.8506),(35 5251.3906),(36 5286.6724),(37 5324.237),(38 5385.6074),(39 5432.3335),(40 5428.724),(41 5425.3066),(42 5397.2324),(43 5376.3574),(44 5368.3765),(45 5366.069),(46 5312.3486),(47 5264.0337),(48 5243.678),(49 5246.709),(50 5247.0503),(51 5242.88),(52 5260.4375),(53 5280.303),(54 5274.781),(55 5264.711),(56 5252.1143),(57 5239.5254),(58 5234.5835),(59 5232.47),(60 5252.062),(61 5274.1733),(62 5304.6675),(63 5339.972),(64 5369.9653),(65 5359.972),(66 5376.0005),(67 5410.0396),(68 5445.7656),(69 5416.142),(70 5426.2495),(71 5441.5444),(72 5445.216),(73 5413.9067),(74 5400.0435),(75 5401.125),(76 5399.02),(77 5397.6313),(78 5394.8174),(79 5396.7993),
(1 1027.5109),(2 1669.6694),(3 2248.8489),(4 2747.6926),(5 3211.8208),(6 3635.6567),(7 3990.5833),(8 4315.0376),(9 4518.182),(10 4666.9854),(11 4789.3438),(12 4857.395),(13 4940.3267),(14 4941.1274),(15 4938.4478),(16 4891.331),(17 4833.3716),(18 4821.5166),(19 4832.3457),(20 4827.608),(21 4840.3687),(22 4856.946),(23 4864.6973),(24 4875.2827),(25 4864.5635),(26 4843.824),(27 4839.4087),(28 4861.209),(29 4867.5215),(30 4877.5073),(31 4872.812),(32 4863.3286),(33 4858.6777),(34 4880.691),(35 4909.471),(36 4941.878),(37 4952.7944),(38 5023.495),(39 5090.448),(40 5070.9673),(41 5097.95),(42 5121.54),(43 5118.486),(44 5119.089),(45 5123.7217),(46 5126.44),(47 5100.0347),(48 5085.8535),(49 5102.3936),(50 5116.2275),(51 5150.755),(52 5139.43),(53 5148.024),(54 5123.3013),(55 5112.1304),(56 5102.5186),(57 5081.869),(58 5083.531),(59 5080.1563),(60 5093.8394),(61 5124.24),(62 5139.243),(63 5176.325),(64 5205.7705),(65 5221.676),(66 5217.3657),(67 5220.4097),(68 5201.7407),(69 5182.228),(70 5188.2373),(71 5202.787),(72 5199.2617),(73 5225.6064),(74 5266.6636),(75 5289.3477),(76 5301.0576),(77 5322.5483),(78 5323.4487),(79 5308.106),
(1 1011.68744),(2 1678.3497),(3 2263.348),(4 2744.1729),(5 3196.9243),(6 3627.4119),(7 3950.5046),(8 4232.089),(9 4427.7104),(10 4580.3496),(11 4681.024),(12 4728.887),(13 4780.4614),(14 4726.6904),(15 4701.7964),(16 4690.4077),(17 4727.6343),(18 4739.9517),(19 4820.095),(20 4874.466),(21 4906.5347),(22 4942.93),(23 4982.8),(24 5023.998),(25 5020.5464),(26 5047.2485),(27 5082.26),(28 5112.0303),(29 5102.8374),(30 5075.1416),(31 5061.9854),(32 5068.156),(33 5064.3657),(34 5077.329),(35 5102.9126),(36 5086.4424),(37 5122.8857),(38 5132.1484),(39 5165.165),(40 5117.2417),(41 5140.012),(42 5147.222),(43 5137.127),(44 5078.556),(45 5041.418),(46 5002.07),(47 4954.105),(48 4928.501),(49 4926.528),(50 4884.959),(51 4891.8706),(52 4872.037),(53 4879.4375),(54 4827.4976),(55 4804.9453),(56 4786.8955),(57 4803.849),(58 4818.2163),(59 4839.1694),(60 4906.001),(61 4995.287),(62 5066.9673),(63 5153.737),(64 5202.329),(65 5211.3857),(66 5228.127),(67 5230.344),(68 5227.866),(69 5211.6714),(70 5249.091),(71 5257.0186),(72 5299.387),(73 5279.631),(74 5288.1187),(75 5304.5503),(76 5319.613),(77 5306.3525),(78 5313.415),(79 5292.762),
(1 987.8232),(2 1636.1096),(3 2183.6516),(4 2666.3472),(5 3084.2659),(6 3469.1099),(7 3783.9187),(8 4081.2854),(9 4284.6016),(10 4453.3184),(11 4546.073),(12 4619.4165),(13 4642.1187),(14 4602.633),(15 4608.9863),(16 4578.4795),(17 4593.9297),(18 4601.135),(19 4661.8745),(20 4675.54),(21 4695.3076),(22 4721.009),(23 4722.0825),(24 4730.1733),(25 4707.9917),(26 4743.822),(27 4740.919),(28 4766.0127),(29 4752.738),(30 4739.507),(31 4726.5874),(32 4703.647),(33 4701.71),(34 4723.583),(35 4776.953),(36 4763.934),(37 4799.5215),(38 4851.662),(39 4862.252),(40 4843.311),(41 4857.198),(42 4892.795),(43 4882.7095),(44 4859.6826),(45 4847.047),(46 4829.447),(47 4752.029),(48 4727.9307),(49 4720.3286),(50 4687.903),(51 4701.0366),(52 4681.003),(53 4686.4077),(54 4646.98),(55 4658.0825),(56 4644.492),(57 4668.935),(58 4684.3345),(59 4706.524),(60 4728.738),(61 4761.88),(62 4795.0493),(63 4844.418),(64 4865.027),(65 4891.606),(66 4924.002),(67 4945.6025),(68 4959.401),(69 4958.406),(70 4955.2305),(71 4972.957),(72 4984.4604),(73 4993.0776),(74 4981.5127),(75 4984.083),(76 4995.0693),(77 4979.6484),(78 4996.241),(79 4957.1816),
(1 991.17694),(2 1640.2595),(3 2187.2173),(4 2653.3418),(5 3082.224),(6 3473.2236),(7 3798.9668),(8 4091.1875),(9 4276.6177),(10 4414.8584),(11 4519.051),(12 4568.293),(13 4588.238),(14 4580.5415),(15 4544.1187),(16 4524.0415),(17 4547.235),(18 4551.8306),(19 4596.7046),(20 4602.3755),(21 4608.404),(22 4600.463),(23 4608.767),(24 4607.692),(25 4570.804),(26 4592.652),(27 4588.2827),(28 4615.4917),(29 4593),(30 4596.9775),(31 4591.402),(32 4600.8267),(33 4587.2915),(34 4609.661),(35 4651.3145),(36 4685.071),(37 4753.5244),(38 4815.7954),(39 4841.7007),(40 4844.849),(41 4850.1265),(42 4874.2905),(43 4881.3794),(44 4872.2085),(45 4858.0356),(46 4859.5483),(47 4831.646),(48 4799.735),(49 4782.955),(50 4771.4004),(51 4751.1563),(52 4747.8296),(53 4769.6714),(54 4770.297),(55 4758.797),(56 4743.8804),(57 4726.2188),(58 4727.491),(59 4739.4253),(60 4749.205),(61 4784.519),(62 4811.856),(63 4846.074),(64 4872.527),(65 4872.877),(66 4879.1006),(67 4914.03),(68 4924.5503),(69 4903.986),(70 4886.49),(71 4872.6104),(72 4900.04),(73 4877.777),(74 4903.7363),(75 4925.2773),(76 4924.309),(77 4940.179),(78 4967.2744),(79 4965.1543),
(1 989.6313),(2 1636.051),(3 2162.6501),(4 2621.4993),(5 3033.6382),(6 3401.7183),(7 3707.7454),(8 3984.791),(9 4161.9385),(10 4310.6104),(11 4392.307),(12 4416.0684),(13 4451.7744),(14 4428.33),(15 4362.5737),(16 4351.3896),(17 4363.204),(18 4372.7964),(19 4393.191),(20 4409.1597),(21 4429.121),(22 4443.448),(23 4483.218),(24 4500.954),(25 4505.8867),(26 4509.6357),(27 4504.5537),(28 4510.8457),(29 4538.3955),(30 4538.905),(31 4557.2427),(32 4568.74),(33 4562.824),(34 4569.477),(35 4602.9854),(36 4649.1553),(37 4694.3237),(38 4750.6597),(39 4805.193),(40 4809.8228),(41 4823.0347),(42 4832.025),(43 4824.6265),(44 4819.4976),(45 4826.6587),(46 4819.786),(47 4794.0894),(48 4754.602),(49 4756.8735),(50 4741.973),(51 4733.27),(52 4712.998),(53 4724.29),(54 4709),(55 4718.906),(56 4701.142),(57 4698.8867),(58 4721.2256),(59 4728.7563),(60 4741.315),(61 4753.673),(62 4757.911),(63 4802.8022),(64 4796.358),(65 4822.4463),(66 4822.631),(67 4830.7427),(68 4849.8027),(69 4827.7817),(70 4802.178),(71 4777.413),(72 4763.6577),(73 4735.2793),(74 4716.523),(75 4727.6777),(76 4695.342),(77 4676.4155),(78 4666.4263),(79 4673.8926),
(1 975.79535),(2 1611.8075),(3 2164.1477),(4 2645.8015),(5 3098.06),(6 3475.641),(7 3750.7913),(8 3979.1672),(9 4167.3193),(10 4278.301),(11 4363.006),(12 4390.565),(13 4414.161),(14 4393.123),(15 4337.6655),(16 4331.3315),(17 4380.464),(18 4394.5464),(19 4448.5913),(20 4497.397),(21 4544.9326),(22 4582.4087),(23 4640.2715),(24 4697.443),(25 4703.471),(26 4731.028),(27 4745.126),(28 4776.4995),(29 4818.792),(30 4824.701),(31 4833.929),(32 4815.537),(33 4789.276),(34 4818.5757),(35 4823.8413),(36 4839.7866),(37 4893.7163),(38 4898.824),(39 4886.6523),(40 4866.529),(41 4861.436),(42 4876.152),(43 4881.256),(44 4875.9326),(45 4873.2495),(46 4879.001),(47 4866.8076),(48 4834.001),(49 4840.978),(50 4839.2095),(51 4872.4307),(52 4855.3374),(53 4873.407),(54 4901.291),(55 4906.785),(56 4919.652),(57 4947.2583),(58 4959.2134),(59 4973.2783),(60 5007.366),(61 5011.406),(62 5064.56),(63 5125.0625),(64 5165.6504),(65 5169.574),(66 5172.2183),(67 5194.3535),(68 5206.815),(69 5190.526),(70 5186.5547),(71 5201.935),(72 5221.4844),(73 5218.65),(74 5194.7847),(75 5166.274),(76 5141.762),(77 5115.64),(78 5133.251),(79 5141.027),
(1 958.01215),(2 1574.032),(3 2117.1287),(4 2563.341),(5 3002.3467),(6 3380.732),(7 3671.474),(8 3929.6738),(9 4110.8496),(10 4245.7534),(11 4330.2607),(12 4380.6445),(13 4395.0054),(14 4376.096),(15 4392.9443),(16 4380.8975),(17 4420.805),(18 4463.218),(19 4503.3613),(20 4536.929),(21 4549.994),(22 4579.062),(23 4612.3613),(24 4671.403),(25 4687.818),(26 4707.822),(27 4715.0835),(28 4741.5244),(29 4764.631),(30 4770.7197),(31 4762.2246),(32 4742.2363),(33 4740.082),(34 4721.938),(35 4742.1055),(36 4758.2783),(37 4812.3164),(38 4841.1074),(39 4841.5913),(40 4839.444),(41 4795.6),(42 4816.079),(43 4824.2295),(44 4808.9634),(45 4806.0894),(46 4785.8286),(47 4753.3267),(48 4717.6743),(49 4711.85),(50 4703.928),(51 4696.2227),(52 4665.3477),(53 4684.7085),(54 4671.951),(55 4653.128),(56 4658.8745),(57 4662.0664),(58 4685.818),(59 4714.334),(60 4736.787),(61 4783.4336),(62 4840.061),(63 4916.8984),(64 4936.2837),(65 4965.586),(66 4987.745),(67 4962.9697),(68 4954.3477),(69 4923.2607),(70 4904.895),(71 4879.353),(72 4904.5264),(73 4877.3105),(74 4870.4673),(75 4860.2573),(76 4846.6196),(77 4838.5527),(78 4836.4004),(79 4838.4126),
(1 956.3088),(2 1537.2944),(3 2052.7463),(4 2490.9648),(5 2905.6792),(6 3272.8105),(7 3563.044),(8 3833.773),(9 4047.9485),(10 4202.9297),(11 4306.985),(12 4361.104),(13 4411.2188),(14 4424.445),(15 4414.4067),(16 4428.619),(17 4475.348),(18 4491.473),(19 4540.1763),(20 4578.162),(21 4555.932),(22 4588.4614),(23 4597.3975),(24 4588.459),(25 4560.459),(26 4603.86),(27 4633.3887),(28 4660.4727),(29 4648.8755),(30 4647.6665),(31 4626.3784),(32 4623.8223),(33 4622.9663),(34 4633.331),(35 4659.1304),(36 4680.9214),(37 4746.4126),(38 4790.4805),(39 4812.257),(40 4846.907),(41 4847.306),(42 4883.5444),(43 4887.6865),(44 4893.661),(45 4904.6445),(46 4913.9287),(47 4913.6113),(48 4877.9478),(49 4876.7505),(50 4875.388),(51 4863.7896),(52 4843.5293),(53 4826.318),(54 4809.986),(55 4788.045),(56 4778.0576),(57 4782.356),(58 4805.7593),(59 4824.3843),(60 4849.941),(61 4886.205),(62 4926.655),(63 4971.567),(64 5023.32),(65 5053.8374),(66 5071.674),(67 5080.2344),(68 5061.306),(69 5054.097),(70 5034.3257),(71 5030.1694),(72 5042.124),(73 5030.9917),(74 5027.2036),(75 5051.483),(76 5044.0854),(77 5038.979),(78 5021.45),(79 5013.2324),
