1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 196009.19),(2 710338.2),(3 1457308),(4 2307633.8),(5 3225780),(6 4162388.8),(7 5049569.5),(8 5923892),(9 6726832),(10 7554110),(11 8528691),(12 9454508),(13 10412235),(14 11324301),(15 11991291),(16 12629123),(17 13236179),(18 13854272),(19 14420005),(20 14823036),(21 15261256),(22 15627435),(23 15709832),(24 15701704),(25 15633560),(26 15628277),(27 15687955),(28 15942365),(29 16379875),(30 17101696),(31 17923294),(32 18790328),(33 19381064),(34 19784264),(35 20170422),(36 20513216),(37 20707066),(38 20883256),(39 21300574),(40 21838496),(41 22642042),(42 23507760),(43 24391958),(44 25365534),(45 26340842),(46 27074362),(47 27673930),(48 27977994),(49 27876198),(50 27612822),(51 27383818),(52 27150726),(53 26992470),(54 26875144),(55 26871834),(56 27006402),(57 27394352),(58 27822848),(59 28306282),(60 28745554),(61 29114554),(62 29454474),(63 29795184),(64 29897630),(65 29971096),(66 29975090),(67 29858208),(68 29891606),(69 29818302),(70 29835526),(71 29963962),(72 30234306),(73 30643246),(74 31080814),(75 31560970),(76 32235830),(77 32982754),(78 33548784),(79 33895852),
(1 208.36897),(2 261.47647),(3 292.03534),(4 308.5569),(5 318.35315),(6 325.67828),(7 331.23828),(8 334.60703),(9 341.8962),(10 343.64313),(11 347.44003),(12 350.91757),(13 353.51266),(14 357.39478),(15 358.6559),(16 360.45462),(17 360.6062),(18 363.8742),(19 363.45535),(20 369.14288),(21 374.92578),(22 375.93628),(23 372.37045),(24 375.37088),(25 376.80298),(26 379.35648),(27 379.13657),(28 380.35608),(29 383.84402),(30 380.49747),(31 379.229),(32 379.26028),(33 381.93808),(34 384.505),(35 385.33896),(36 388.49283),(37 384.5875),(38 388.43143),(39 389.18164),(40 393.06158),(41 396.42487),(42 397.5009),(43 398.74948),(44 398.25217),(45 399.35165),(46 399.63806),(47 403.80887),(48 400.36563),(49 401.93802),(50 400.7093),(51 399.68997),(52 403.06866),(53 406.6726),(54 409.50815),(55 408.3656),(56 402.6762),(57 403.91382),(58 404.99887),(59 402.17035),(60 406.08908),(61 403.7419),(62 402.45163),(63 404.1253),(64 400.60385),(65 396.30508),(66 398.7179),(67 395.87372),(68 393.60666),(69 396.77194),(70 395.90854),(71 396.93793),(72 392.56836),(73 392.39496),(74 392.69113),(75 392.58795),(76 389.67233),(77 389.21558),(78 388.21002),(79 385.94318),
(1 207.22383),(2 258.91885),(3 295.34766),(4 314.9488),(5 323.40305),(6 329.99152),(7 332.74728),(8 335.09225),(9 338.33603),(10 346.26932),(11 347.84302),(12 352.11075),(13 358.5419),(14 362.4222),(15 363.11972),(16 368.10175),(17 369.7701),(18 373.58688),(19 373.83353),(20 374.51538),(21 373.4304),(22 374.58716),(23 375.8751),(24 375.79404),(25 377.84702),(26 381.57864),(27 380.10257),(28 377.04184),(29 376.13135),(30 374.51837),(31 376.28943),(32 379.77484),(33 382.04892),(34 379.21378),(35 381.281),(36 387.02634),(37 383.43143),(38 380.9556),(39 376.90897),(40 384.46942),(41 390.75418),(42 393.4974),(43 393.81027),(44 391.64334),(45 394.44354),(46 394.12997),(47 394.5491),(48 393.77533),(49 397.78622),(50 401.5817),(51 396.28418),(52 396.85403),(53 399.2104),(54 397.71826),(55 400.36972),(56 399.0343),(57 400.50516),(58 402.26556),(59 399.52332),(60 399.0375),(61 397.57025),(62 401.61636),(63 396.63254),(64 393.16354),(65 391.46106),(66 395.2311),(67 395.51236),(68 389.0524),(69 389.44598),(70 388.2643),(71 395.25903),(72 391.95847),(73 395.21597),(74 390.53555),(75 388.41068),(76 387.6571),(77 389.40952),(78 390.98065),(79 387.27408),
(1 198.17474),(2 250.50522),(3 285.72543),(4 300.79578),(5 311.6025),(6 319.3393),(7 326.12604),(8 330.26242),(9 329.70322),(10 332.47043),(11 333.8648),(12 339.07803),(13 341.92975),(14 350.37408),(15 350.18396),(16 356.69196),(17 358.3543),(18 357.8049),(19 353.46057),(20 353.53668),(21 357.15494),(22 359.06638),(23 355.9479),(24 360.7584),(25 362.29367),(26 359.33286),(27 355.5198),(28 358.48444),(29 356.91647),(30 356.66733),(31 354.67484),(32 357.30142),(33 363.29333),(34 366.20544),(35 367.9004),(36 371.8798),(37 370.35794),(38 371.17007),(39 369.85294),(40 370.88385),(41 372.23773),(42 376.75418),(43 374.56442),(44 381.74393),(45 381.68445),(46 380.16965),(47 386.20483),(48 385.31714),(49 385.75476),(50 390.81604),(51 386.28598),(52 387.1789),(53 389.0002),(54 384.7582),(55 389.35504),(56 391.31985),(57 389.79318),(58 388.1618),(59 390.08905),(60 388.15228),(61 387.6923),(62 385.40756),(63 379.57077),(64 380.99835),(65 381.32257),(66 382.7926),(67 377.80325),(68 380.03616),(69 379.98795),(70 382.3564),(71 384.6146),(72 388.87228),(73 390.18372),(74 385.54855),(75 381.69858),(76 383.61557),(77 384.54834),(78 389.8639),(79 383.91736),
(1 198.47052),(2 252.86865),(3 282.28217),(4 293.71655),(5 304.49335),(6 309.2718),(7 321.7388),(8 322.84128),(9 330.356),(10 332.8823),(11 334.49744),(12 335.44843),(13 338.20566),(14 344.64722),(15 345.0788),(16 347.7093),(17 342.95154),(18 348.81198),(19 349.20508),(20 351.44763),(21 351.09525),(22 355.51645),(23 356.11713),(24 362.17877),(25 364.85226),(26 364.4421),(27 358.48703),(28 357.852),(29 361.2408),(30 360.07272),(31 358.49585),(32 362.35596),(33 365.45044),(34 367.43726),(35 370.5969),(36 368.51782),(37 366.13464),(38 370.09528),(39 365.29922),(40 367.1857),(41 367.88168),(42 367.83347),(43 368.55112),(44 375.26553),(45 377.78616),(46 381.13434),(47 384.37),(48 379.88293),(49 383.09726),(50 386.2343),(51 380.819),(52 381.07974),(53 385.65506),(54 384.84702),(55 387.74487),(56 384.66602),(57 378.8178),(58 375.67892),(59 378.395),(60 379.56882),(61 377.26047),(62 374.582),(63 370.86218),(64 375.28732),(65 377.87476),(66 378.76773),(67 374.89053),(68 373.8068),(69 374.76932),(70 375.27557),(71 376.6876),(72 378.47864),(73 384.43707),(74 381.48468),(75 376.4522),(76 377.35614),(77 379.68185),(78 380.36087),(79 378.82303),
(1 195.17168),(2 244.97493),(3 272.67648),(4 288.02435),(5 297.66885),(6 307.38754),(7 312.32376),(8 315.26917),(9 319.7192),(10 323.4599),(11 326.74405),(12 329.2358),(13 327.44968),(14 329.95404),(15 328.9195),(16 330.0809),(17 333.252),(18 343.86893),(19 344.94327),(20 344.20633),(21 343.32028),(22 342.61133),(23 344.2958),(24 344.3474),(25 349.3325),(26 349.58548),(27 345.7168),(28 349.65707),(29 352.15854),(30 347.55594),(31 348.3565),(32 351.44678),(33 353.12167),(34 351.30634),(35 356.25537),(36 359.15643),(37 357.6775),(38 361.02914),(39 355.49902),(40 356.52557),(41 356.15762),(42 356.85995),(43 356.58008),(44 356.9863),(45 359.42468),(46 361.6867),(47 363.2631),(48 366.42987),(49 368.1539),(50 367.94373),(51 366.9463),(52 366.2451),(53 367.31464),(54 369.39685),(55 369.14117),(56 365.20782),(57 360.93906),(58 357.12057),(59 356.5459),(60 356.5981),(61 357.95178),(62 357.6225),(63 356.61096),(64 354.8823),(65 351.89377),(66 353.59137),(67 355.33722),(68 355.50134),(69 357.15173),(70 355.89337),(71 354.1734),(72 354.8082),(73 358.08987),(74 360.27896),(75 357.23453),(76 360.1056),(77 358.55182),(78 357.21906),(79 361.22092),
(1 190.8276),(2 239.9147),(3 272.9763),(4 287.3997),(5 298.57953),(6 307.62613),(7 313.09854),(8 314.9956),(9 316.0834),(10 318.79184),(11 321.8142),(12 324.4671),(13 328.49078),(14 328.72134),(15 327.21832),(16 330.9431),(17 332.52344),(18 337.69107),(19 333.60117),(20 336.82034),(21 336.39386),(22 331.68253),(23 329.80542),(24 327.44244),(25 330.4059),(26 332.76175),(27 328.97763),(28 331.99338),(29 330.23154),(30 327.18622),(31 328.7467),(32 332.92844),(33 334.27502),(34 334.0451),(35 337.52603),(36 339.6099),(37 341.8126),(38 344.5694),(39 336.3389),(40 342.73236),(41 343.8373),(42 342.15073),(43 345.5719),(44 343.64478),(45 345.72943),(46 343.25928),(47 349.88898),(48 352.7105),(49 351.5424),(50 354.65088),(51 352.2289),(52 355.37802),(53 355.3846),(54 358.452),(55 355.27472),(56 354.2364),(57 352.2023),(58 346.35712),(59 345.9163),(60 348.90286),(61 349.10846),(62 348.2021),(63 346.04807),(64 345.34012),(65 339.19772),(66 341.57974),(67 341.33493),(68 341.2192),(69 342.9422),(70 345.96564),(71 350.62817),(72 350.06714),(73 351.23334),(74 352.7859),(75 349.68036),(76 348.7546),(77 351.25482),(78 349.9758),(79 350.7815),
(1 190.32681),(2 232.60965),(3 262.42377),(4 278.6552),(5 288.14288),(6 296.86703),(7 305.30612),(8 307.98233),(9 314.09247),(10 319.3466),(11 320.67252),(12 320.10828),(13 321.77432),(14 322.17776),(15 320.41367),(16 327.70352),(17 328.43137),(18 333.9331),(19 336.1763),(20 335.98328),(21 337.1301),(22 338.0044),(23 334.77472),(24 333.34888),(25 333.54303),(26 336.00146),(27 333.60782),(28 331.83774),(29 332.33704),(30 328.3703),(31 328.3636),(32 328.58093),(33 333.753),(34 334.40497),(35 332.7907),(36 334.16348),(37 335.25708),(38 336.00183),(39 330.2916),(40 335.45874),(41 339.79993),(42 338.194),(43 339.84723),(44 342.05173),(45 348.2761),(46 349.11633),(47 353.70422),(48 354.6019),(49 350.35358),(50 354.7173),(51 354.1133),(52 355.29462),(53 355.74155),(54 357.18994),(55 357.38678),(56 358.89337),(57 355.37634),(58 352.1834),(59 348.78986),(60 351.99393),(61 351.28003),(62 350.03302),(63 348.6873),(64 349.25586),(65 345.06122),(66 346.03464),(67 344.9562),(68 341.48535),(69 344.63977),(70 341.82904),(71 340.29773),(72 338.12732),(73 342.39526),(74 341.1717),(75 341.57687),(76 341.3766),(77 343.6038),(78 344.42474),(79 343.9477),
(1 187.9187),(2 230.93298),(3 258.36563),(4 270.73572),(5 283.3044),(6 291.31485),(7 296.95227),(8 297.78595),(9 303.2943),(10 308.22357),(11 310.6399),(12 313.72876),(13 317.3508),(14 317.66403),(15 314.94223),(16 317.56168),(17 317.94974),(18 323.73395),(19 323.60614),(20 319.25345),(21 322.02002),(22 324.41483),(23 320.96152),(24 322.0758),(25 325.33926),(26 325.4748),(27 327.59097),(28 329.685),(29 328.70953),(30 328.67606),(31 328.6678),(32 325.66708),(33 331.09964),(34 330.78317),(35 330.18735),(36 331.58224),(37 332.84146),(38 334.8293),(39 327.47052),(40 331.93268),(41 332.89078),(42 331.76553),(43 333.79803),(44 337.96732),(45 333.5529),(46 336.31),(47 339.0092),(48 340.9643),(49 339.1732),(50 339.21713),(51 337.85153),(52 340.2322),(53 338.22687),(54 336.96973),(55 340.05087),(56 341.59912),(57 337.8639),(58 337.85202),(59 338.39432),(60 340.77185),(61 338.6143),(62 336.63974),(63 338.9891),(64 340.76068),(65 339.8188),(66 339.98984),(67 341.43567),(68 339.99484),(69 338.42938),(70 339.28992),(71 337.83337),(72 336.194),(73 332.871),(74 333.08572),(75 331.56573),(76 329.5128),(77 331.20465),(78 334.029),(79 328.6635),
(1 186.59546),(2 225.71355),(3 253.14394),(4 266.86847),(5 274.88818),(6 281.19495),(7 286.60342),(8 289.92413),(9 294.62344),(10 298.23505),(11 301.23047),(12 302.6243),(13 306.5067),(14 307.5095),(15 308.80356),(16 308.4747),(17 308.43716),(18 309.97375),(19 311.02652),(20 310.43155),(21 310.12564),(22 310.0185),(23 309.04962),(24 311.42667),(25 312.56985),(26 316.71677),(27 315.58817),(28 315.6414),(29 314.93362),(30 314.90857),(31 317.16626),(32 314.82407),(33 318.59143),(34 319.2066),(35 318.179),(36 321.10342),(37 324.90384),(38 328.3707),(39 327.75192),(40 327.2799),(41 329.73523),(42 332.8401),(43 333.4848),(44 336.71637),(45 332.73584),(46 334.90796),(47 331.37573),(48 337.6238),(49 338.544),(50 340.65042),(51 338.88504),(52 337.59573),(53 337.38672),(54 336.00287),(55 337.64514),(56 340.33148),(57 336.4064),(58 335.1789),(59 333.7573),(60 337.02908),(61 331.87317),(62 332.09164),(63 331.81088),(64 330.44775),(65 330.58347),(66 332.32565),(67 333.53125),(68 335.23862),(69 330.95895),(70 326.90485),(71 327.6164),(72 327.14944),(73 329.66418),(74 328.63174),(75 328.72903),(76 325.01758),(77 321.9271),(78 323.9445),(79 326.3914),
(1 176.4242),(2 216.40916),(3 243.00008),(4 253.87605),(5 261.32797),(6 265.95428),(7 268.93967),(8 277.9311),(9 284.57736),(10 286.31903),(11 289.11267),(12 287.38574),(13 291.64853),(14 295.10553),(15 295.37878),(16 296.44748),(17 293.75748),(18 296.4579),(19 300.60977),(20 304.08783),(21 302.43604),(22 304.3504),(23 302.96503),(24 305.06897),(25 308.11725),(26 306.0953),(27 304.1274),(28 304.5239),(29 305.96683),(30 307.41995),(31 307.04242),(32 309.19324),(33 310.84125),(34 309.8482),(35 309.82675),(36 311.36627),(37 315.24423),(38 318.4233),(39 317.42792),(40 315.63107),(41 317.60458),(42 318.61862),(43 322.9287),(44 320.55292),(45 324.61136),(46 324.16754),(47 324.6759),(48 327.55646),(49 329.23465),(50 326.83377),(51 328.91998),(52 328.44815),(53 328.68985),(54 327.49054),(55 329.31122),(56 326.0628),(57 328.2479),(58 327.807),(59 326.31418),(60 325.97546),(61 323.73926),(62 322.04102),(63 321.1565),(64 320.40247),(65 321.01538),(66 320.98447),(67 324.88583),(68 326.1022),(69 326.6221),(70 322.36722),(71 321.18454),(72 322.11896),(73 321.65118),(74 320.11703),(75 318.5097),(76 321.2653),(77 318.1193),(78 318.71353),(79 322.90607),
(1 177.72456),(2 216.47649),(3 239.62177),(4 253.12817),(5 263.14282),(6 271.26196),(7 273.83408),(8 276.4378),(9 281.0102),(10 282.07642),(11 283.0079),(12 286.83673),(13 290.53687),(14 294.6399),(15 294.87848),(16 297.35333),(17 294.77383),(18 299.01398),(19 297.10312),(20 299.03723),(21 295.27036),(22 299.46582),(23 297.21817),(24 302.03497),(25 302.28848),(26 300.4736),(27 300.3055),(28 303.26068),(29 307.04434),(30 309.37863),(31 308.97003),(32 309.24194),(33 309.23114),(34 312.78265),(35 315.98547),(36 315.47232),(37 316.21158),(38 316.8258),(39 313.39648),(40 317.47354),(41 318.69684),(42 320.01453),(43 320.47174),(44 318.5801),(45 320.5133),(46 322.28564),(47 324.87296),(48 328.17776),(49 329.71863),(50 330.16272),(51 323.3906),(52 324.18835),(53 321.7291),(54 323.15668),(55 326.81168),(56 326.201),(57 324.78476),(58 321.10617),(59 320.54636),(60 322.77744),(61 319.61014),(62 322.3219),(63 318.39096),(64 321.55997),(65 321.60883),(66 319.34348),(67 319.23444),(68 316.44275),(69 317.1633),(70 314.733),(71 317.41702),(72 319.28738),(73 316.96173),(74 316.374),(75 309.8118),(76 313.05307),(77 314.94116),(78 316.73187),(79 315.24405),
(1 174.54314),(2 213.23566),(3 234.45302),(4 251.98355),(5 261.3694),(6 269.05527),(7 270.43283),(8 272.56076),(9 274.44205),(10 278.50372),(11 279.5843),(12 282.74374),(13 286.3892),(14 291.06662),(15 291.98462),(16 294.58273),(17 294.36777),(18 296.0178),(19 295.53793),(20 297.32147),(21 295.39197),(22 298.85745),(23 300.50934),(24 303.58182),(25 302.30246),(26 298.33862),(27 296.79718),(28 294.47296),(29 297.19144),(30 297.4892),(31 295.5612),(32 300.86182),(33 302.4331),(34 300.73978),(35 302.7196),(36 304.2575),(37 306.15332),(38 305.56097),(39 306.2448),(40 304.19183),(41 303.49686),(42 304.6392),(43 306.59012),(44 309.94302),(45 312.8081),(46 312.23636),(47 312.78287),(48 315.46994),(49 315.8111),(50 318.10275),(51 317.57578),(52 317.9761),(53 319.02582),(54 316.3455),(55 319.68747),(56 319.33508),(57 319.20206),(58 318.23523),(59 318.5001),(60 317.57205),(61 318.02707),(62 316.83813),(63 314.45758),(64 313.62897),(65 311.3004),(66 313.15106),(67 311.94608),(68 312.07294),(69 313.42874),(70 314.07993),(71 313.21478),(72 311.89603),(73 312.88312),(74 310.56564),(75 304.92813),(76 305.30685),(77 305.07425),(78 307.9736),(79 306.90982),
(1 171.69095),(2 204.61708),(3 228.74315),(4 244.31189),(5 251.08011),(6 253.11299),(7 258.95108),(8 261.89468),(9 267.12326),(10 270.21652),(11 270.78043),(12 273.72943),(13 275.62888),(14 277.44818),(15 277.34943),(16 276.8551),(17 279.8933),(18 283.90964),(19 279.79916),(20 283.6857),(21 282.7539),(22 283.08417),(23 286.8695),(24 285.77725),(25 284.43918),(26 288.13824),(27 284.3561),(28 287.04352),(29 289.82),(30 290.47458),(31 289.8272),(32 291.52457),(33 291.1412),(34 291.83417),(35 294.69772),(36 294.39957),(37 297.2412),(38 297.88956),(39 294.5954),(40 294.31677),(41 297.72824),(42 298.7975),(43 298.5238),(44 299.5191),(45 301.9654),(46 304.12363),(47 304.13562),(48 303.92868),(49 307.8418),(50 308.2553),(51 305.8081),(52 307.76343),(53 309.67697),(54 308.3155),(55 310.7674),(56 310.0234),(57 306.35382),(58 305.45682),(59 302.42325),(60 301.2326),(61 303.97568),(62 301.4879),(63 298.17987),(64 298.09045),(65 298.84827),(66 300.15833),(67 300.55106),(68 299.04053),(69 301.0818),(70 301.1318),(71 301.0141),(72 300.25824),(73 302.89685),(74 303.12488),(75 301.1443),(76 298.9529),(77 300.1978),(78 300.76364),(79 298.15448),
(1 167.08899),(2 199.44357),(3 217.22604),(4 233.03593),(5 241.9361),(6 248.78452),(7 253.89357),(8 258.51675),(9 262.38748),(10 268.03235),(11 265.34006),(12 269.7902),(13 272.0446),(14 274.09323),(15 272.85645),(16 272.1894),(17 276.4194),(18 282.16187),(19 280.20038),(20 280.8473),(21 279.0647),(22 282.17453),(23 284.59244),(24 286.3201),(25 286.33057),(26 286.31226),(27 282.80276),(28 282.90964),(29 283.1751),(30 285.4139),(31 283.73395),(32 285.09604),(33 286.1469),(34 286.6942),(35 291.66214),(36 294.75082),(37 296.55972),(38 298.50552),(39 296.06964),(40 299.27972),(41 300.56097),(42 301.79474),(43 301.08658),(44 300.441),(45 300.28488),(46 302.49954),(47 299.90112),(48 302.34863),(49 303.299),(50 303.6512),(51 300.9163),(52 299.523),(53 299.64157),(54 297.3583),(55 300.26373),(56 300.612),(57 300.1159),(58 299.63165),(59 299.06235),(60 299.54437),(61 300.19913),(62 302.37067),(63 297.1735),(64 297.5178),(65 296.33435),(66 297.5965),(67 296.20874),(68 295.2602),(69 296.1705),(70 297.70758),(71 293.91376),(72 296.966),(73 297.20938),(74 296.05087),(75 293.58237),(76 293.35312),(77 295.9332),(78 295.80667),(79 292.31607),
(1 164.73703),(2 198.07915),(3 218.15405),(4 232.67715),(5 242.4586),(6 248.76308),(7 254.73495),(8 257.58218),(9 266.63187),(10 265.38324),(11 266.2963),(12 274.35388),(13 275.8164),(14 273.04987),(15 272.83234),(16 272.0217),(17 274.78156),(18 279.12344),(19 278.29587),(20 279.51477),(21 278.50244),(22 280.32825),(23 277.37723),(24 277.4216),(25 277.99518),(26 278.8245),(27 275.28125),(28 281.4293),(29 278.67786),(30 279.419),(31 279.99023),(32 282.2768),(33 281.10358),(34 277.329),(35 279.85965),(36 279.64795),(37 281.29227),(38 283.1385),(39 280.89117),(40 288.14856),(41 290.28128),(42 289.84317),(43 288.0044),(44 288.72076),(45 294.11407),(46 295.3737),(47 298.82443),(48 303.6124),(49 304.25916),(50 305.54776),(51 299.82),(52 298.8092),(53 300.95346),(54 298.2396),(55 300.66656),(56 299.01596),(57 299.4906),(58 297.67828),(59 294.57764),(60 297.91345),(61 295.72076),(62 294.5313),(63 293.2155),(64 294.03592),(65 295.72452),(66 296.94955),(67 298.96933),(68 295.80908),(69 293.25687),(70 293.63666),(71 294.14322),(72 294.0544),(73 295.44003),(74 293.9804),(75 292.51083),(76 293.81897),(77 295.59033),(78 294.7537),(79 294.6614),
(1 165.00574),(2 196.43301),(3 218.5796),(4 233.34322),(5 241.94058),(6 247.84294),(7 251.31465),(8 253.93146),(9 259.41153),(10 259.44397),(11 260.2564),(12 264.11737),(13 270.26215),(14 266.32693),(15 266.96207),(16 267.8656),(17 269.60266),(18 276.87387),(19 277.51337),(20 276.9819),(21 275.50046),(22 274.6178),(23 273.63776),(24 275.03845),(25 277.8852),(26 278.3211),(27 275.843),(28 279.3837),(29 282.22235),(30 281.30957),(31 284.64636),(32 285.98807),(33 288.7874),(34 287.71136),(35 289.18234),(36 287.11536),(37 287.23306),(38 290.95288),(39 289.4577),(40 292.16132),(41 289.40988),(42 290.53503),(43 290.3896),(44 290.9761),(45 294.8275),(46 294.3192),(47 296.7288),(48 297.89124),(49 298.121),(50 300.7749),(51 297.47552),(52 298.11215),(53 298.84976),(54 298.30606),(55 295.28836),(56 297.6907),(57 299.11563),(58 295.2975),(59 296.57025),(60 297.41534),(61 299.25098),(62 296.1396),(63 292.03238),(64 294.45267),(65 296.366),(66 296.0561),(67 293.20114),(68 291.93015),(69 292.59286),(70 293.46115),(71 292.68198),(72 292.88977),(73 294.06384),(74 297.57907),(75 293.62753),(76 292.27786),(77 292.37067),(78 292.53787),(79 291.24838),
(1 161.51817),(2 194.17694),(3 216.95668),(4 230.4988),(5 240.45494),(6 245.98303),(7 249.91437),(8 256.4678),(9 257.1266),(10 258.50616),(11 258.14792),(12 264.76764),(13 268.84222),(14 268.2712),(15 265.4735),(16 268.948),(17 269.21014),(18 269.0559),(19 270.01355),(20 268.39432),(21 266.27567),(22 268.26807),(23 267.82672),(24 265.7845),(25 270.1571),(26 268.60486),(27 267.0713),(28 268.0563),(29 269.79642),(30 267.2964),(31 269.56497),(32 268.86554),(33 270.2605),(34 270.34082),(35 272.9264),(36 273.64786),(37 273.2171),(38 273.56012),(39 271.7172),(40 275.168),(41 276.6929),(42 279.59158),(43 278.77173),(44 282.82065),(45 280.5821),(46 284.22885),(47 286.85425),(48 288.77252),(49 291.4055),(50 291.157),(51 287.633),(52 291.31885),(53 290.52255),(54 291.29645),(55 292.37204),(56 291.20184),(57 290.25983),(58 286.65726),(59 289.02225),(60 290.03558),(61 286.5616),(62 287.61533),(63 284.58554),(64 281.9825),(65 282.89108),(66 284.6127),(67 285.95132),(68 286.55157),(69 285.65375),(70 284.63217),(71 283.29758),(72 284.12805),(73 284.74017),(74 283.32983),(75 281.26422),(76 281.2058),(77 281.15927),(78 282.61813),(79 282.54282),
(1 158.2776),(2 188.37982),(3 206.71179),(4 217.22096),(5 226.69048),(6 232.96121),(7 238.87125),(8 241.22346),(9 244.62215),(10 247.7755),(11 249.26086),(12 250.8478),(13 254.46152),(14 257.67673),(15 255.1841),(16 255.01685),(17 254.17764),(18 259.9768),(19 254.3297),(20 256.3529),(21 254.67862),(22 256.21506),(23 259.5632),(24 262.80966),(25 265.348),(26 266.87637),(27 264.04825),(28 264.86136),(29 264.4383),(30 264.10452),(31 261.9549),(32 263.93008),(33 261.90512),(34 260.9116),(35 263.64087),(36 260.8513),(37 265.42612),(38 266.67984),(39 266.1431),(40 268.0801),(41 270.34772),(42 272.89465),(43 274.15646),(44 273.71338),(45 272.93027),(46 274.29794),(47 277.4929),(48 279.76547),(49 282.43472),(50 282.4085),(51 278.46234),(52 279.84372),(53 280.00916),(54 281.05826),(55 283.24872),(56 277.85812),(57 278.1238),(58 274.7318),(59 272.32132),(60 277.9125),(61 276.0193),(62 275.1175),(63 272.01813),(64 273.11368),(65 270.21716),(66 271.8675),(67 269.89212),(68 268.5271),(69 269.17065),(70 267.7441),(71 266.26938),(72 265.42255),(73 266.61035),(74 267.63535),(75 262.40976),(76 261.17004),(77 259.46027),(78 262.56107),(79 265.03754),
