1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 59226.395),(2 83237.734),(3 196077.77),(4 272423.97),(5 396472.38),(6 493458.75),(7 627808.94),(8 751736.2),(9 894881.2),(10 1041486.8),(11 1206857.4),(12 1389469.6),(13 1581972),(14 1780224.9),(15 1991879.4),(16 2218068),(17 2430253.3),(18 2667893.8),(19 2894398.3),(20 3123809.8),(21 3358099.8),(22 3596132.8),(23 3838154.8),(24 4073779.3),(25 4309484),(26 4561691),(27 4814727.5),(28 5089818),(29 5380584),(30 5693463.5),(31 6049341.5),(32 6435304),(33 6835269.5),(34 7264499.5),(35 7717470),(36 8128674.5),(37 8526569),(38 8895612),(39 9207722),(40 9581803),(41 9938000),(42 10326504),(43 10700145),(44 11118923),(45 11551663),(46 12116312),(47 12605713),(48 13169005),(49 13693857),(50 14248869),(51 14748007),(52 15215896),(53 15578781),(54 15921837),(55 16164896),(56 16438051),(57 16762893),(58 17092018),(59 17436006),(60 17828254),(61 18258194),(62 18695842),(63 19134890),(64 19559092),(65 19987466),(66 20412732),(67 20800344),(68 21218506),(69 21573024),(70 21982746),(71 22376262),(72 22773208),(73 23135864),(74 23534608),(75 23916406),(76 24362142),(77 24770346),(78 25165856),(79 25524630),
(1 1682.4412),(2 2163.8877),(3 2666.335),(4 2764.543),(5 3244.078),(6 3336.2954),(7 3680.888),(8 3828.6636),(9 4137.085),(10 4353.7363),(11 4694.2397),(12 4947.1206),(13 5182.1274),(14 5383.4688),(15 5491.207),(16 5599.9204),(17 5627.6836),(18 5712.9336),(19 5745.304),(20 5740.7393),(21 5772.451),(22 5745.66),(23 5639.4214),(24 5622.5303),(25 5557.0513),(26 5447.1353),(27 5388.8623),(28 5214.744),(29 5100.8174),(30 4935.92),(31 4841.134),(32 4648.112),(33 4549.502),(34 4408.402),(35 4437.9995),(36 4409.221),(37 4459.2334),(38 4483.4805),(39 4596.546),(40 4665.597),(41 4804.8755),(42 4946.257),(43 4999.541),(44 5139.367),(45 5204.6187),(46 5310.889),(47 5258.857),(48 5298.3374),(49 5234.689),(50 5162.1943),(51 5148.384),(52 5033.1724),(53 4938.0366),(54 4739.475),(55 4735.549),(56 4547.3174),(57 4652.071),(58 4476.3677),(59 4641.1987),(60 4457.8394),(61 4688.316),(62 4514.0254),(63 4811.9785),(64 4662.8975),(65 4946.8545),(66 4843.899),(67 5112.5815),(68 5020.408),(69 5287.2495),(70 5166.355),(71 5404.018),(72 5262.7856),(73 5466.18),(74 5326.747),(75 5534.704),(76 5311.5913),(77 5479.16),(78 5237.047),(79 5327.998),
(1 1731.6254),(2 2241.4412),(3 2772.0789),(4 2870.382),(5 3351.0405),(6 3442.2551),(7 3790.166),(8 3919.9277),(9 4261.575),(10 4505.7607),(11 4833.835),(12 5064.6245),(13 5283.5703),(14 5480.6387),(15 5579.487),(16 5692.8013),(17 5751.623),(18 5834.1157),(19 5888.8833),(20 5928.409),(21 5982.279),(22 5941.577),(23 5824.456),(24 5828.966),(25 5730.451),(26 5628.5986),(27 5548.299),(28 5378.363),(29 5235.409),(30 5058.9736),(31 4899.4385),(32 4707.5435),(33 4602.7217),(34 4477.485),(35 4493.7573),(36 4500.595),(37 4562.1387),(38 4628.0493),(39 4777.8857),(40 4865.217),(41 5031.5166),(42 5162.277),(43 5250.923),(44 5390.8223),(45 5490.0747),(46 5616.016),(47 5537.6167),(48 5565.812),(49 5525.2104),(50 5466.6216),(51 5412.613),(52 5254.5225),(53 5169.341),(54 4964.6104),(55 4913.151),(56 4689.013),(57 4747.7617),(58 4499.332),(59 4647.383),(60 4482.6226),(61 4711.5234),(62 4575.29),(63 4892.774),(64 4766.063),(65 5075.9434),(66 5024.4355),(67 5316.716),(68 5210.4033),(69 5508.392),(70 5404.4106),(71 5670.0063),(72 5550.2188),(73 5823.22),(74 5626.018),(75 5846.632),(76 5703.9688),(77 5823.549),(78 5559.1055),(79 5684.0425),
(1 1662.4218),(2 2111.5818),(3 2663.2954),(4 2770.593),(5 3233.4507),(6 3346.566),(7 3716.3801),(8 3905.803),(9 4202.909),(10 4392.3125),(11 4662.6216),(12 4844.0454),(13 5006.2886),(14 5168.141),(15 5260.041),(16 5333.798),(17 5345.96),(18 5420.022),(19 5431.899),(20 5429.089),(21 5401.9927),(22 5361.7993),(23 5279.205),(24 5240.8267),(25 5155.1123),(26 5032.0127),(27 4925.644),(28 4736.0513),(29 4615.18),(30 4455.897),(31 4333.4385),(32 4185.083),(33 4137.894),(34 4080.303),(35 4168.1484),(36 4195.105),(37 4323.282),(38 4471.23),(39 4678.5483),(40 4803.011),(41 4984.1133),(42 5128.3174),(43 5226.553),(44 5368.7583),(45 5416.633),(46 5484.606),(47 5395.1113),(48 5373.6064),(49 5264.8975),(50 5131.558),(51 5012.577),(52 4786.771),(53 4702.432),(54 4480.229),(55 4474.6943),(56 4266.47),(57 4376.954),(58 4154.6465),(59 4342.8096),(60 4170.802),(61 4423.3945),(62 4252.99),(63 4610.7573),(64 4513.482),(65 4837.728),(66 4748.2676),(67 5057.6226),(68 4962.412),(69 5242.186),(70 5171.13),(71 5461.764),(72 5325.925),(73 5586.596),(74 5388.803),(75 5608.813),(76 5387.6255),(77 5489.4063),(78 5202.8677),(79 5319.295),
(1 1661.3102),(2 2138.6853),(3 2643.0657),(4 2706.311),(5 3098.734),(6 3203.5757),(7 3556.2415),(8 3730.719),(9 4030.2778),(10 4205.818),(11 4474.8906),(12 4654.813),(13 4832.7017),(14 4963.104),(15 5040.9717),(16 5130.863),(17 5155.7183),(18 5252.162),(19 5255.584),(20 5242.0264),(21 5239.048),(22 5215.337),(23 5159.016),(24 5132.2656),(25 5086.3564),(26 4999.8667),(27 4936.6577),(28 4829.894),(29 4762.237),(30 4628.267),(31 4588.3896),(32 4448.4146),(33 4378.931),(34 4313.324),(35 4324.0337),(36 4338.0273),(37 4447.073),(38 4529.385),(39 4654.0854),(40 4722.631),(41 4865.088),(42 5004.855),(43 5068.5337),(44 5172.003),(45 5235.3735),(46 5310.8564),(47 5290.326),(48 5233.0923),(49 5186.6304),(50 5088.7666),(51 5022.363),(52 4797.68),(53 4761.142),(54 4520.9263),(55 4550.0747),(56 4288.5854),(57 4381.2183),(58 4122.139),(59 4335.5806),(60 4161.9097),(61 4450.603),(62 4234.681),(63 4572.2085),(64 4443.4077),(65 4783.4805),(66 4670.9824),(67 4965.762),(68 4810.943),(69 5101.799),(70 4957.4316),(71 5209.424),(72 5077.166),(73 5279.9956),(74 5053.385),(75 5263.878),(76 5001.718),(77 5159.0244),(78 4879.0786),(79 5026.1694),
(1 1599.0051),(2 2020.3582),(3 2532.323),(4 2578.5745),(5 2965.1958),(6 3078.5845),(7 3417.9573),(8 3574.7861),(9 3870.9868),(10 4051.24),(11 4302.0815),(12 4470.4917),(13 4638.9575),(14 4768.9287),(15 4817.752),(16 4937.33),(17 4993.9863),(18 5064.9707),(19 5091.262),(20 5101.9604),(21 5084.2817),(22 5061.092),(23 4982.7363),(24 4944.2095),(25 4858.594),(26 4766.885),(27 4661.27),(28 4530.194),(29 4441.4907),(30 4321.266),(31 4249.6895),(32 4126.032),(33 4061.8804),(34 3995.4417),(35 4027.196),(36 4044.5117),(37 4128.1377),(38 4220.374),(39 4357.7104),(40 4463.071),(41 4602.539),(42 4748.4824),(43 4857.347),(44 4927.946),(45 4966.629),(46 5008.8213),(47 4978.0923),(48 4989.9033),(49 4919.129),(50 4818.2144),(51 4774.1797),(52 4563.534),(53 4506.714),(54 4330.9526),(55 4365.392),(56 4145.87),(57 4244.519),(58 4039.7546),(59 4221.4917),(60 4059.1326),(61 4283.672),(62 4085.0757),(63 4415.9355),(64 4268.678),(65 4552.533),(66 4412.1626),(67 4676.705),(68 4554.07),(69 4795.5605),(70 4678.658),(71 4920.0396),(72 4753.7153),(73 4977.6714),(74 4790.373),(75 4983.792),(76 4761.587),(77 4897.531),(78 4665.2207),(79 4781.822),
(1 1605.4095),(2 2065.836),(3 2555.5537),(4 2598.041),(5 3005.3137),(6 3109.1646),(7 3445.0784),(8 3608.405),(9 3905.3887),(10 4070.4204),(11 4342.93),(12 4510.8745),(13 4717.7065),(14 4883.1606),(15 4948.248),(16 5045.481),(17 5074.4673),(18 5113.7715),(19 5128.1646),(20 5128.1855),(21 5154.0405),(22 5082.806),(23 4983.408),(24 4949.714),(25 4853.159),(26 4752.0005),(27 4699.9927),(28 4531.2837),(29 4442.5513),(30 4302.9805),(31 4210.1826),(32 4046.2563),(33 3984.8096),(34 3934.8364),(35 3974.8079),(36 3975.7393),(37 4062.2659),(38 4136.2095),(39 4267.88),(40 4383.41),(41 4530.4766),(42 4679.7583),(43 4771.551),(44 4892.475),(45 4948.8657),(46 5069.083),(47 4978.675),(48 5005.861),(49 4871.079),(50 4811.252),(51 4736.3555),(52 4575.0093),(53 4523.648),(54 4349.84),(55 4301.3633),(56 4112.485),(57 4180.2886),(58 3983.2554),(59 4172.934),(60 4008.163),(61 4235.2373),(62 4091.5703),(63 4369.92),(64 4254.452),(65 4531.3354),(66 4457.6763),(67 4729.8203),(68 4661.9624),(69 4908.408),(70 4842.0063),(71 5072.7134),(72 4936.361),(73 5091.882),(74 4965.4775),(75 5147.339),(76 4948.927),(77 5007.796),(78 4779.157),(79 4910.8745),
(1 1617.0585),(2 2048.751),(3 2520.2803),(4 2585.678),(5 3006.345),(6 3068.1304),(7 3398.8616),(8 3510.3481),(9 3778.4768),(10 3934.33),(11 4178.277),(12 4358.4224),(13 4556.287),(14 4710.508),(15 4782.5845),(16 4879.304),(17 4893.2974),(18 4949.0425),(19 4943.5327),(20 4937.072),(21 4924.0005),(22 4915.2095),(23 4818.0127),(24 4767.271),(25 4654.0347),(26 4565.376),(27 4498.082),(28 4348.6553),(29 4248.55),(30 4107.49),(31 4008.9124),(32 3876.0076),(33 3828.3892),(34 3754.1619),(35 3789.489),(36 3800.5613),(37 3885.386),(38 3962.8015),(39 4091.676),(40 4213.422),(41 4364.273),(42 4467.714),(43 4502.874),(44 4621.2964),(45 4626.3687),(46 4710.3545),(47 4605.8447),(48 4616.2695),(49 4520.494),(50 4466.127),(51 4400.99),(52 4262.338),(53 4209.9985),(54 4042.8613),(55 4099.628),(56 3909.0762),(57 4049.8052),(58 3881.0234),(59 4098.8535),(60 3943.1243),(61 4219.2114),(62 4092.05),(63 4441.79),(64 4336.3477),(65 4631.42),(66 4513.0864),(67 4751.5854),(68 4639.3677),(69 4903.0063),(70 4742.344),(71 4932.0586),(72 4779.3853),(73 4971.509),(74 4765.579),(75 4919.426),(76 4663.2725),(77 4740.1943),(78 4507.517),(79 4627.056),
(1 1543.6393),(2 1948.4711),(3 2422.7231),(4 2479.325),(5 2887.0056),(6 2975.2615),(7 3259.9387),(8 3351.1943),(9 3591.7163),(10 3747.3684),(11 3983.8716),(12 4155.8594),(13 4319.9624),(14 4457.97),(15 4547.821),(16 4626.947),(17 4647.594),(18 4699.09),(19 4722.6514),(20 4720.448),(21 4699.738),(22 4661.0894),(23 4578.033),(24 4515.2153),(25 4389.9043),(26 4266.825),(27 4186.9966),(28 4042.4304),(29 3928.8179),(30 3786.896),(31 3714.958),(32 3581.843),(33 3549.515),(34 3512.2292),(35 3546.3303),(36 3545.3047),(37 3648.334),(38 3714.5806),(39 3884.6516),(40 3982.172),(41 4162.0894),(42 4249.318),(43 4309.227),(44 4384.926),(45 4423.133),(46 4494.134),(47 4420.55),(48 4460.6533),(49 4420.358),(50 4340.059),(51 4266.6543),(52 4103.514),(53 4045.1687),(54 3902.0447),(55 3961.2422),(56 3792.1626),(57 3897.6902),(58 3701.8474),(59 3904.8062),(60 3728.1914),(61 3964.8154),(62 3781.644),(63 4093.5925),(64 3968.673),(65 4228.839),(66 4110.367),(67 4350.018),(68 4214.298),(69 4474.4326),(70 4344.6606),(71 4559.8354),(72 4402.118),(73 4587.551),(74 4405.713),(75 4594.469),(76 4346.5205),(77 4467.458),(78 4263.878),(79 4403.349),
(1 1515.9663),(2 1923.3555),(3 2426.7595),(4 2461.8486),(5 2864.3828),(6 2960.0999),(7 3244.0024),(8 3343.0107),(9 3609.805),(10 3798.6807),(11 4031.068),(12 4175.3936),(13 4337.3833),(14 4452.082),(15 4535.6714),(16 4586.4688),(17 4597.703),(18 4643.3936),(19 4650.02),(20 4635.119),(21 4612.281),(22 4556.95),(23 4484.136),(24 4444.5576),(25 4375.1543),(26 4262.3066),(27 4193.546),(28 4021.6155),(29 3897.5955),(30 3744.3647),(31 3657.7249),(32 3547.7358),(33 3503.6836),(34 3453.9346),(35 3527.7693),(36 3548.2861),(37 3655.782),(38 3756.9053),(39 3874.2236),(40 3992.153),(41 4131.7896),(42 4236.878),(43 4299.0234),(44 4412.2456),(45 4455.7036),(46 4513.731),(47 4430.5723),(48 4424.8975),(49 4336.8413),(50 4221.6816),(51 4166.8945),(52 4020.3804),(53 3949.3813),(54 3776.9453),(55 3840.05),(56 3655.4578),(57 3759.5437),(58 3598.8186),(59 3804.8428),(60 3649.7888),(61 3912.9639),(62 3746.615),(63 4070.7236),(64 3949.9138),(65 4234.1216),(66 4099.8247),(67 4355.557),(68 4219.546),(69 4447.726),(70 4308.141),(71 4528.2417),(72 4334.9683),(73 4529.752),(74 4303.166),(75 4482.386),(76 4206.5103),(77 4301.295),(78 4057.903),(79 4158.164),
(1 1456.4628),(2 1815.6589),(3 2256.1877),(4 2311.3477),(5 2722.0972),(6 2809.2034),(7 3095.9822),(8 3211.649),(9 3503.0483),(10 3663.53),(11 3868.7458),(12 4015.5994),(13 4177.4453),(14 4320.1606),(15 4385.0015),(16 4433.6724),(17 4453.658),(18 4483.6343),(19 4491.027),(20 4476.086),(21 4450.8696),(22 4413.6084),(23 4348.2324),(24 4321.9707),(25 4223.3916),(26 4123.258),(27 4059.6543),(28 3907.5566),(29 3799.7136),(30 3648.0137),(31 3569.4954),(32 3493.3137),(33 3467.892),(34 3434.054),(35 3491.8809),(36 3516.3176),(37 3610.0566),(38 3723.6565),(39 3885.1436),(40 3962.7388),(41 4073.9749),(42 4155.3535),(43 4197.926),(44 4293.4336),(45 4317.1143),(46 4390.3774),(47 4272.1665),(48 4267.1084),(49 4114.4893),(50 4009.6453),(51 3958.976),(52 3805.1636),(53 3773.421),(54 3598.029),(55 3645.4111),(56 3505.9275),(57 3608.2813),(58 3485.0725),(59 3697.9517),(60 3563.957),(61 3831.3945),(62 3688.388),(63 3987.445),(64 3901.741),(65 4160.2515),(66 4064.951),(67 4305.54),(68 4198.7393),(69 4400.384),(70 4233.419),(71 4424.597),(72 4228.8374),(73 4395.2085),(74 4216.549),(75 4384.9985),(76 4151.896),(77 4244.1025),(78 4019.7712),(79 4119.861),
(1 1449.9868),(2 1790.24),(3 2255.2437),(4 2283.2288),(5 2658.6633),(6 2716.269),(7 2996.9246),(8 3092.536),(9 3348.8728),(10 3504.593),(11 3725.8264),(12 3879.253),(13 4021.3633),(14 4138.132),(15 4211.7754),(16 4290.423),(17 4293.9473),(18 4346.377),(19 4380.576),(20 4392.3145),(21 4399.631),(22 4334.8706),(23 4272.5728),(24 4233.2324),(25 4151.1167),(26 4075.8137),(27 4000.2764),(28 3852.8394),(29 3767.0127),(30 3626.4172),(31 3560.542),(32 3479.7542),(33 3454.071),(34 3408.6292),(35 3453.1057),(36 3466.7795),(37 3562.156),(38 3632.574),(39 3756.8665),(40 3850.402),(41 3977.528),(42 4035.04),(43 4086.8577),(44 4163.0215),(45 4153.624),(46 4248.9526),(47 4131.156),(48 4107.6973),(49 4009.1648),(50 3937.2454),(51 3886.8423),(52 3740.2388),(53 3696.953),(54 3544.2166),(55 3589.1177),(56 3456.5637),(57 3560.1313),(58 3387.8242),(59 3593.2668),(60 3456.0623),(61 3717.8994),(62 3560.7246),(63 3852.7053),(64 3700.2415),(65 3959.9858),(66 3857.6147),(67 4082.6184),(68 3954.4314),(69 4161.7427),(70 4002.6682),(71 4196.6787),(72 4045.0854),(73 4210.5234),(74 4018.5264),(75 4180.3047),(76 3961.149),(77 4068.9592),(78 3843.7112),(79 3966.394),
(1 1417.2095),(2 1757.9956),(3 2226.1936),(4 2263.907),(5 2615.4438),(6 2667.1719),(7 2970.5737),(8 3065.6602),(9 3277.582),(10 3432.6997),(11 3647.2913),(12 3768.9065),(13 3901.1885),(14 4008.799),(15 4077.6147),(16 4116.6084),(17 4087.5461),(18 4110.4995),(19 4123.002),(20 4124.7915),(21 4117.093),(22 4097.194),(23 4023.7224),(24 4005.7583),(25 3959.3074),(26 3882.611),(27 3843.1104),(28 3727.3408),(29 3648.7866),(30 3533.8037),(31 3483.8765),(32 3380.799),(33 3362.643),(34 3306.1377),(35 3326.3118),(36 3309.815),(37 3394.3735),(38 3452.7441),(39 3574.7637),(40 3667.0266),(41 3761.596),(42 3824.8647),(43 3851.5789),(44 3913.8901),(45 3938.838),(46 4019.3364),(47 3960.929),(48 3929.8098),(49 3856.6206),(50 3789.8066),(51 3770.428),(52 3623.7336),(53 3638.2405),(54 3494.7107),(55 3580.236),(56 3412.8586),(57 3562.1873),(58 3382.5598),(59 3627.107),(60 3445.404),(61 3691.5913),(62 3512.8083),(63 3807.1116),(64 3643.343),(65 3912.7952),(66 3780.1555),(67 4001.2854),(68 3840.4973),(69 4076.6604),(70 3923.9038),(71 4125.83),(72 3945.4155),(73 4154.962),(74 3932.6218),(75 4093.5823),(76 3842.8538),(77 3996.6824),(78 3756.4395),(79 3927.7065),
(1 1390.3314),(2 1705.4756),(3 2153.1167),(4 2150.8157),(5 2473.2576),(6 2532.9568),(7 2809.2583),(8 2910.1047),(9 3127.6465),(10 3278.414),(11 3473.3257),(12 3598.053),(13 3721.041),(14 3836.4177),(15 3901.0696),(16 3988.757),(17 4006.689),(18 4031.7454),(19 4041.5427),(20 4019.709),(21 4000.8877),(22 3965.6455),(23 3907.9104),(24 3881.0771),(25 3800.118),(26 3708.2256),(27 3636.6748),(28 3492.7324),(29 3419.8975),(30 3311.8267),(31 3258.8743),(32 3179.868),(33 3178.629),(34 3113.412),(35 3155.1316),(36 3166.917),(37 3261.7302),(38 3342.4124),(39 3455.7085),(40 3518.2483),(41 3637.4668),(42 3712.9075),(43 3755.0742),(44 3841.6045),(45 3860.6367),(46 3898.1074),(47 3797.508),(48 3736.945),(49 3692.0095),(50 3604.4656),(51 3578.8296),(52 3465.6294),(53 3460.8442),(54 3300.0842),(55 3377.9946),(56 3230.4102),(57 3369.8823),(58 3204.5854),(59 3421.7698),(60 3252.097),(61 3498.0012),(62 3329.1665),(63 3629.7222),(64 3486.6206),(65 3775.9187),(66 3650.7332),(67 3892.8027),(68 3717.5479),(69 3946.888),(70 3784.7378),(71 3964.7476),(72 3756.828),(73 3921.299),(74 3712.6345),(75 3866.4456),(76 3621.7021),(77 3737.0464),(78 3511.2993),(79 3628.0261),
(1 1424.3285),(2 1761.0065),(3 2217.0422),(4 2209.349),(5 2553.387),(6 2614.6877),(7 2895.3347),(8 3004.0435),(9 3271.4253),(10 3396.518),(11 3611.4536),(12 3722.305),(13 3855.834),(14 3970.5876),(15 4019.4526),(16 4064.9302),(17 4061.2874),(18 4064.7656),(19 4045.055),(20 3995.424),(21 3997.3315),(22 3935.726),(23 3870.5452),(24 3830.083),(25 3780.7932),(26 3660.0667),(27 3589.1125),(28 3456.3718),(29 3379.723),(30 3253.7673),(31 3198.0667),(32 3119.347),(33 3120.4707),(34 3105.1733),(35 3152.7678),(36 3187.6157),(37 3268.7507),(38 3358.5505),(39 3503.0784),(40 3569.2332),(41 3715.4294),(42 3823.1104),(43 3866.5603),(44 3948.2114),(45 3950.9868),(46 3986.145),(47 3886.2058),(48 3864.7773),(49 3783.2717),(50 3686.505),(51 3638.0046),(52 3471.6687),(53 3430.0234),(54 3313.822),(55 3356.1267),(56 3219.5588),(57 3371.7468),(58 3213.6667),(59 3419.374),(60 3287.3853),(61 3534.777),(62 3381.4084),(63 3731.9634),(64 3607.1853),(65 3904.1746),(66 3784.7214),(67 4022.3596),(68 3853.746),(69 4075.4255),(70 3924.909),(71 4130.5483),(72 3924.11),(73 4084.4517),(74 3876.4915),(75 4036.848),(76 3783.3936),(77 3876.714),(78 3661.5273),(79 3765.6055),
(1 1380.7861),(2 1681.8044),(3 2099.3792),(4 2115.6462),(5 2442.5085),(6 2486.6873),(7 2770.1206),(8 2854.4958),(9 3110.6257),(10 3241.4624),(11 3441.2078),(12 3537.9783),(13 3672.2576),(14 3773.1855),(15 3831.6323),(16 3882.0276),(17 3842.3618),(18 3851.3936),(19 3855.2046),(20 3839.7803),(21 3839.0134),(22 3816.124),(23 3767.6487),(24 3743.6853),(25 3680.3345),(26 3587.0723),(27 3502.0493),(28 3399.1418),(29 3312.9583),(30 3185.2268),(31 3128.3801),(32 3038.422),(33 3051.907),(34 3017.6719),(35 3089.823),(36 3105.2056),(37 3221.573),(38 3304.0388),(39 3455.2134),(40 3531.224),(41 3652.5125),(42 3751.245),(43 3785.5396),(44 3867.724),(45 3890.1467),(46 3935.3547),(47 3793.813),(48 3767.3438),(49 3681.1418),(50 3606.2837),(51 3544.0896),(52 3416.0505),(53 3389.3525),(54 3277.9155),(55 3328.0007),(56 3201.5212),(57 3333.8994),(58 3201.8413),(59 3415.77),(60 3275.5464),(61 3501.198),(62 3370.828),(63 3709.6392),(64 3595.9116),(65 3854.676),(66 3733.1057),(67 3958.1904),(68 3795.6284),(69 3991.2097),(70 3846.4097),(71 4002.0706),(72 3804.2964),(73 3931.704),(74 3703.8706),(75 3824.7441),(76 3597.2834),(77 3684.0906),(78 3462.9038),(79 3564.8547),
(1 1341.3333),(2 1655.2839),(3 2041.9578),(4 2055.7913),(5 2368.5247),(6 2399.0237),(7 2683.713),(8 2759.0537),(9 2996.5623),(10 3111.615),(11 3302.1677),(12 3385.1538),(13 3485.3894),(14 3584.15),(15 3648.8157),(16 3682.8286),(17 3677.005),(18 3680.236),(19 3675.0896),(20 3623.7217),(21 3600.6206),(22 3585.501),(23 3528.3296),(24 3496.1907),(25 3436.8835),(26 3349.9883),(27 3302.226),(28 3203.6497),(29 3135.502),(30 3035.5293),(31 3018.4531),(32 2964.8323),(33 2976.4253),(34 2969.356),(35 3042.0342),(36 3032.1516),(37 3125.0037),(38 3184.9543),(39 3300.6885),(40 3370.618),(41 3453.9065),(42 3503.6797),(43 3511.7468),(44 3563.1438),(45 3575.102),(46 3625.6558),(47 3497.6472),(48 3497.5),(49 3417.6711),(50 3344.3247),(51 3306.4707),(52 3179.894),(53 3169.4229),(54 3055.0974),(55 3107.6504),(56 2985.8174),(57 3131.3525),(58 3017.776),(59 3223.9617),(60 3087.8936),(61 3330.1003),(62 3175.5042),(63 3484.3718),(64 3346.361),(65 3614.4434),(66 3518.6453),(67 3724.7979),(68 3570.6746),(69 3742.564),(70 3584.8735),(71 3754.2542),(72 3584.7039),(73 3734.1814),(74 3522.782),(75 3659.1404),(76 3431.9202),(77 3541.3398),(78 3322.56),(79 3459.7578),
