1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 76868.48),(2 94049.18),(3 59496.09),(4 155310.77),(5 189477.67),(6 177662.56),(7 288586.53),(8 335287.53),(9 333109.72),(10 447847),(11 516985.16),(12 523105.1),(13 637128.75),(14 733638),(15 754731.75),(16 895260.25),(17 1034139.2),(18 1060840.9),(19 1191611.5),(20 1342071),(21 1378674.9),(22 1520409),(23 1699419),(24 1739688.4),(25 1883056.4),(26 2050391),(27 2070666),(28 2165428.8),(29 2316615.5),(30 2386037),(31 2499383.8),(32 2661469.3),(33 2683064.8),(34 2794855.3),(35 2938288.3),(36 2954333),(37 3027799.8),(38 3174979),(39 3180323),(40 3280059.8),(41 3408339.3),(42 3422759.8),(43 3493558.8),(44 3590593),(45 3583102.8),(46 3633538),(47 3703838),(48 3664378.8),(49 3718100.8),(50 3791939.8),(51 3747732.3),(52 3788770),(53 3857529.3),(54 3825960.3),(55 3884529.8),(56 3976998.8),(57 3959526.3),(58 3985380.8),(59 4079953),(60 4089348.8),(61 4151066.8),(62 4240202.5),(63 4237106),(64 4321174.5),(65 4472502.5),(66 4542913.5),(67 4687810.5),(68 4954552.5),(69 5091730.5),(70 5292711.5),(71 5602012),(72 5747410),(73 5885100),(74 6171166.5),(75 6268314.5),(76 6463388.5),(77 6717905.5),(78 6844988),(79 7016463.5),
(1 688.50354),(2 1005.53986),(3 1161.9532),(4 1231.2797),(5 1286.4651),(6 1344.7297),(7 1398.6881),(8 1430.5452),(9 1460.0634),(10 1473.4597),(11 1515.7391),(12 1518.3215),(13 1550.7758),(14 1570.8322),(15 1572.2272),(16 1587.689),(17 1578.4718),(18 1577.877),(19 1581.2323),(20 1589.8768),(21 1612.771),(22 1621.9178),(23 1617.3137),(24 1633.5974),(25 1647.3751),(26 1673.0293),(27 1666.5479),(28 1680.6683),(29 1682.305),(30 1685.4948),(31 1687.1224),(32 1691.8375),(33 1705.9338),(34 1715.962),(35 1738.4319),(36 1748.8372),(37 1736.4976),(38 1741.904),(39 1757.5872),(40 1763.153),(41 1770.1409),(42 1760.0479),(43 1769.9666),(44 1767.1467),(45 1769.0737),(46 1761.8201),(47 1762.2446),(48 1766.3624),(49 1772.8885),(50 1770.9548),(51 1765.3848),(52 1748.7361),(53 1738.5114),(54 1734.4319),(55 1743.419),(56 1758.6617),(57 1754.9037),(58 1771.64),(59 1777.4403),(60 1800.5048),(61 1796.8906),(62 1769.5541),(63 1755.2379),(64 1751.064),(65 1729.7764),(66 1735.2142),(67 1751.5817),(68 1748.4667),(69 1741.8732),(70 1730.8816),(71 1727.1362),(72 1722.6151),(73 1762.5201),(74 1772.0201),(75 1787.3563),(76 1804.8624),(77 1813.989),(78 1818.4634),(79 1809.6563),
(1 671.64014),(2 978.11456),(3 1119.5592),(4 1187.5466),(5 1243.0172),(6 1290.2284),(7 1350.6794),(8 1366.2216),(9 1393.499),(10 1406.3799),(11 1437.6082),(12 1448.8135),(13 1474.9071),(14 1487.8964),(15 1488.9911),(16 1491.185),(17 1494.3822),(18 1506.9988),(19 1515.1157),(20 1514.6481),(21 1529.4343),(22 1550.4535),(23 1554.3452),(24 1573.6805),(25 1591.2461),(26 1595.5975),(27 1614.9491),(28 1626.5167),(29 1619.2985),(30 1623.3348),(31 1631.5077),(32 1639.7589),(33 1644.2356),(34 1643.149),(35 1656.269),(36 1673.4299),(37 1669.6464),(38 1659.7316),(39 1670.2468),(40 1695.401),(41 1690.4015),(42 1697.0446),(43 1715.0946),(44 1715.7709),(45 1720.0648),(46 1710.7246),(47 1711.3844),(48 1703.753),(49 1708.1714),(50 1696.2898),(51 1692.9797),(52 1670.31),(53 1662.5752),(54 1656.1375),(55 1666.6571),(56 1655.7299),(57 1660.8212),(58 1678.7156),(59 1675.6898),(60 1667.5044),(61 1671.1094),(62 1661.4402),(63 1686.7894),(64 1681.2307),(65 1686.7474),(66 1705.1688),(67 1724.6224),(68 1710.9307),(69 1707.6351),(70 1724.7479),(71 1719.0809),(72 1708.6677),(73 1717.385),(74 1709.8265),(75 1718.7206),(76 1716.4952),(77 1720.2623),(78 1735.2877),(79 1729.2433),
(1 673.37695),(2 979.5762),(3 1131.2029),(4 1193.5686),(5 1244.5409),(6 1284.7306),(7 1328.6813),(8 1344.2109),(9 1350.1907),(10 1367.7203),(11 1409.465),(12 1436.2312),(13 1461.3091),(14 1473.9987),(15 1472.2825),(16 1461.9397),(17 1468.7886),(18 1482.6791),(19 1492.4595),(20 1507.9011),(21 1521.0022),(22 1539.412),(23 1545.5093),(24 1548.9946),(25 1561.7935),(26 1569.6898),(27 1573.2297),(28 1577.5743),(29 1583.7349),(30 1603.7765),(31 1607.5416),(32 1610.0092),(33 1617.2317),(34 1602.0192),(35 1618.9733),(36 1640.4796),(37 1642.2734),(38 1633.178),(39 1639.5319),(40 1641.2854),(41 1663.1522),(42 1660.2255),(43 1669.8973),(44 1669.4784),(45 1678.4097),(46 1683.8058),(47 1673.8165),(48 1675.7954),(49 1670.6072),(50 1667.6664),(51 1660.7737),(52 1633.9585),(53 1634.016),(54 1650.0046),(55 1643.308),(56 1637.0973),(57 1631.3705),(58 1652.9696),(59 1656.0208),(60 1660.0427),(61 1623.8898),(62 1633.9637),(63 1651.7544),(64 1667.3868),(65 1672.3278),(66 1681.2172),(67 1697.4109),(68 1710.2031),(69 1715.8127),(70 1723.1968),(71 1728.8591),(72 1715.8578),(73 1723.8318),(74 1732.6855),(75 1742.3823),(76 1743.9766),(77 1741.0496),(78 1753.7278),(79 1743.7203),
(1 656.92676),(2 950.2523),(3 1097.9563),(4 1165.1505),(5 1197.3647),(6 1234.7595),(7 1283.9818),(8 1322.2653),(9 1335.3583),(10 1356.8499),(11 1379.1157),(12 1391.7472),(13 1417.991),(14 1434.7062),(15 1436.1235),(16 1430.0747),(17 1432.0189),(18 1450.2963),(19 1472.2607),(20 1493.7813),(21 1504.6366),(22 1510.2693),(23 1520.0275),(24 1538.2389),(25 1561.2421),(26 1582.8246),(27 1588.766),(28 1606.9792),(29 1599.8248),(30 1617.3395),(31 1633.606),(32 1626.2013),(33 1624.8422),(34 1616.6583),(35 1632.3827),(36 1639.2754),(37 1633.4261),(38 1623.382),(39 1636.4446),(40 1622.9703),(41 1630.2512),(42 1630.8622),(43 1629.6794),(44 1644.3457),(45 1646.6302),(46 1651.85),(47 1648.8794),(48 1652.1688),(49 1652.2244),(50 1649.1265),(51 1651.3611),(52 1647.5192),(53 1641.4402),(54 1625.1691),(55 1614.2002),(56 1610.1229),(57 1603.0714),(58 1622.5073),(59 1629.1189),(60 1620.3939),(61 1623.6523),(62 1640.0211),(63 1677.3123),(64 1689.6354),(65 1693.4739),(66 1696.2067),(67 1696.8226),(68 1679.8679),(69 1685.8418),(70 1688.7996),(71 1696.9493),(72 1690.2971),(73 1702.2733),(74 1705.0105),(75 1711.9485),(76 1711.6978),(77 1712.0613),(78 1723.1467),(79 1732.9053),
(1 643.0911),(2 926.5664),(3 1061.6033),(4 1134.1035),(5 1173.0956),(6 1214.8582),(7 1266.3479),(8 1305.3838),(9 1310.091),(10 1324.5121),(11 1365.7726),(12 1381.9702),(13 1409.3285),(14 1420.0157),(15 1438.808),(16 1431.5276),(17 1442.0145),(18 1452.1951),(19 1470.8663),(20 1474.7897),(21 1480.326),(22 1490.6456),(23 1512.6934),(24 1526.844),(25 1543.7798),(26 1569.1719),(27 1576.11),(28 1574.4365),(29 1594.3806),(30 1613.7202),(31 1620.6678),(32 1614.4672),(33 1627.0388),(34 1615.8414),(35 1618.1824),(36 1624.8469),(37 1613.7169),(38 1611.695),(39 1636.7682),(40 1636.0662),(41 1628.2507),(42 1633.2382),(43 1619.2524),(44 1619.2281),(45 1624.9235),(46 1641.0627),(47 1646.8453),(48 1656.6915),(49 1663.0732),(50 1662.0691),(51 1655.6719),(52 1656.5553),(53 1651.196),(54 1638.4506),(55 1650.9573),(56 1641.1766),(57 1648.4465),(58 1660.9462),(59 1662.8092),(60 1650.3724),(61 1652.2589),(62 1669.4352),(63 1694.2953),(64 1696.2434),(65 1688.0353),(66 1684.8579),(67 1652.3099),(68 1641.5103),(69 1631.4469),(70 1640.3124),(71 1653.5991),(72 1654.8989),(73 1665.6965),(74 1660.4834),(75 1677.2153),(76 1679.5913),(77 1669.3899),(78 1672.9197),(79 1692.363),
(1 632.4807),(2 933.77936),(3 1079.105),(4 1145.8135),(5 1180.1029),(6 1227.7384),(7 1250.2302),(8 1281.9111),(9 1301.1674),(10 1315.9098),(11 1329.8875),(12 1345.7264),(13 1377.6094),(14 1399.2025),(15 1416.4357),(16 1432.7526),(17 1430.8151),(18 1428.2251),(19 1423.8789),(20 1439.1956),(21 1448.0547),(22 1460.5485),(23 1462.9446),(24 1460.7307),(25 1474.916),(26 1486.3561),(27 1491.6696),(28 1500.4606),(29 1512.6002),(30 1522.5367),(31 1535.6901),(32 1547.4177),(33 1536.3563),(34 1534.0472),(35 1557.5709),(36 1571.0754),(37 1565.1097),(38 1565.6277),(39 1600.5294),(40 1608.8799),(41 1604.531),(42 1608.1039),(43 1614.623),(44 1618.4833),(45 1619.6113),(46 1620.3081),(47 1618.8917),(48 1621.3605),(49 1621.0569),(50 1633.8046),(51 1630.7739),(52 1637.9285),(53 1633.9862),(54 1634.761),(55 1629.5137),(56 1621.1198),(57 1634.4924),(58 1663.7793),(59 1656.8389),(60 1650.8583),(61 1643.6842),(62 1656.1271),(63 1661.0359),(64 1676.6766),(65 1689.8093),(66 1674.6436),(67 1678.5664),(68 1662.4645),(69 1640.6523),(70 1652.2942),(71 1660.1506),(72 1655.6877),(73 1679.2179),(74 1706.5352),(75 1725.3773),(76 1709.2168),(77 1694.5339),(78 1708.4026),(79 1711.0701),
(1 631.15137),(2 911.2832),(3 1059.4274),(4 1129.1809),(5 1180.9891),(6 1232.6416),(7 1273.2976),(8 1306.5663),(9 1313.9105),(10 1342.3241),(11 1358.9274),(12 1365.9255),(13 1383.1891),(14 1378.9705),(15 1397.8414),(16 1420.5468),(17 1422.1462),(18 1436.8121),(19 1438.5706),(20 1450.5876),(21 1461.9811),(22 1471.2565),(23 1465.0072),(24 1466.5962),(25 1464.5704),(26 1471.8329),(27 1474.7277),(28 1495.0519),(29 1502.6245),(30 1499.107),(31 1516.3348),(32 1523.9672),(33 1514.0133),(34 1533.254),(35 1560.1791),(36 1569.5035),(37 1592.6322),(38 1588.4183),(39 1603.6686),(40 1625.2821),(41 1599.8733),(42 1581.1914),(43 1592.6641),(44 1600.1145),(45 1605.1852),(46 1613.5972),(47 1620.4053),(48 1612.7163),(49 1607.9385),(50 1617.233),(51 1623.6288),(52 1613.987),(53 1617.0222),(54 1631.8179),(55 1636.6305),(56 1630.9673),(57 1638.9572),(58 1669.6217),(59 1665.3448),(60 1647.6804),(61 1645.3408),(62 1656.1162),(63 1662.0092),(64 1644.3445),(65 1643.579),(66 1646.4913),(67 1651.1797),(68 1652.4365),(69 1662.0739),(70 1676.6543),(71 1680.2015),(72 1677.8937),(73 1702.1957),(74 1713.2764),(75 1731.9741),(76 1708.4286),(77 1702.8141),(78 1695.607),(79 1692.8445),
(1 627.84375),(2 889.97156),(3 1027.5424),(4 1083.3381),(5 1139.7017),(6 1191.622),(7 1231.7722),(8 1253.5848),(9 1262.2854),(10 1282.8561),(11 1305.3022),(12 1320.6113),(13 1342.744),(14 1348.1117),(15 1357.8666),(16 1362.229),(17 1368.2736),(18 1399.2794),(19 1408.8373),(20 1412.8951),(21 1421.199),(22 1426.8157),(23 1436.5956),(24 1436.4825),(25 1432.8699),(26 1447.8195),(27 1466.5258),(28 1474.2451),(29 1487.6263),(30 1499.1589),(31 1516.6382),(32 1517.6729),(33 1535.3502),(34 1544.6068),(35 1566.42),(36 1590.0181),(37 1622.6915),(38 1616.8881),(39 1635.4784),(40 1648.051),(41 1631.8271),(42 1628.5264),(43 1625.5117),(44 1608.4039),(45 1621.8685),(46 1632.0421),(47 1642.6477),(48 1624.0251),(49 1606.019),(50 1603.6428),(51 1602.5082),(52 1583.7037),(53 1582.7595),(54 1587.989),(55 1598.4476),(56 1597.4247),(57 1610.9902),(58 1632.4691),(59 1638.164),(60 1621.0098),(61 1604.1836),(62 1606.3033),(63 1611.5436),(64 1599.8588),(65 1603.402),(66 1614.2299),(67 1605.2994),(68 1614.1859),(69 1598.8824),(70 1615.4956),(71 1600.1827),(72 1608.7219),(73 1634.8756),(74 1638.9834),(75 1637.7444),(76 1628.39),(77 1626.4017),(78 1620.2225),(79 1622.1914),
(1 628.411),(2 902.0251),(3 1037.4858),(4 1104.52),(5 1147.7317),(6 1196.3466),(7 1241.6399),(8 1282.0751),(9 1297.3356),(10 1320.2993),(11 1338.3108),(12 1342.9656),(13 1384.1051),(14 1382.8416),(15 1398.1194),(16 1410.473),(17 1414.8414),(18 1432.232),(19 1431.3644),(20 1437.4246),(21 1450.1339),(22 1447.6934),(23 1440.799),(24 1456.6542),(25 1471.4752),(26 1474.4496),(27 1485.6561),(28 1490.1213),(29 1502.2408),(30 1498.3169),(31 1503.3864),(32 1513.6819),(33 1531.7423),(34 1540.6097),(35 1542.3962),(36 1562.5311),(37 1592.135),(38 1596.4125),(39 1591.9376),(40 1590.56),(41 1573.2993),(42 1572.6902),(43 1593.9199),(44 1583.9839),(45 1589.1438),(46 1593.9012),(47 1598.5566),(48 1587.8489),(49 1585.7125),(50 1572.0326),(51 1567.953),(52 1565.5746),(53 1571.5305),(54 1572.3063),(55 1588.4774),(56 1590.3298),(57 1591.6904),(58 1613.319),(59 1610.7128),(60 1618.8154),(61 1620.2393),(62 1618.0688),(63 1629.9153),(64 1644.7643),(65 1639.0706),(66 1641.1593),(67 1648.9237),(68 1639.5272),(69 1621.254),(70 1631.9905),(71 1627.5798),(72 1637.8723),(73 1663.5854),(74 1657.9998),(75 1661.4215),(76 1653.4583),(77 1650.6777),(78 1633.3817),(79 1647.7151),
(1 600.0716),(2 861.1705),(3 987.34534),(4 1048.8029),(5 1088.0625),(6 1146.4108),(7 1179.553),(8 1208.3473),(9 1235.7212),(10 1240.7128),(11 1269.9943),(12 1266.3784),(13 1297.3436),(14 1299.738),(15 1301.7761),(16 1301.8735),(17 1314.7957),(18 1334.0009),(19 1335.1992),(20 1341.5286),(21 1350.0798),(22 1363.7417),(23 1358.2925),(24 1370.9886),(25 1379.9861),(26 1381.8749),(27 1390.7601),(28 1393.5839),(29 1393.198),(30 1395.4733),(31 1415.404),(32 1426.5428),(33 1428.19),(34 1427.4342),(35 1432.8776),(36 1442.515),(37 1457.6255),(38 1466.8738),(39 1477.8898),(40 1480.633),(41 1473.6626),(42 1479.6838),(43 1483.9861),(44 1492.8652),(45 1487.3279),(46 1481.9532),(47 1475.2489),(48 1461.3333),(49 1469.7506),(50 1472.3951),(51 1473.9572),(52 1473.9382),(53 1480.7961),(54 1482.0315),(55 1479.6897),(56 1482.9485),(57 1469.576),(58 1486.759),(59 1493.5586),(60 1498.8656),(61 1491.0741),(62 1498.0256),(63 1514.2766),(64 1510.1984),(65 1513.1282),(66 1511.6124),(67 1511.4446),(68 1514.0713),(69 1515.6879),(70 1515.5276),(71 1507.0798),(72 1517.7484),(73 1548.9407),(74 1540.4727),(75 1559.0211),(76 1550.1123),(77 1543.7659),(78 1537.2843),(79 1541.292),
(1 591.7187),(2 865.879),(3 1008.0681),(4 1061.5248),(5 1102.1216),(6 1135.8911),(7 1160.4877),(8 1190.5712),(9 1208.7485),(10 1228.2263),(11 1254.4447),(12 1254.5068),(13 1284.9332),(14 1291.1134),(15 1301.6614),(16 1310.7178),(17 1328.4045),(18 1344.1259),(19 1370.169),(20 1390.5985),(21 1387.7347),(22 1392.8008),(23 1407.4122),(24 1410.6548),(25 1414.7477),(26 1425.5325),(27 1415.5527),(28 1417.0951),(29 1421.1226),(30 1429.446),(31 1448.5275),(32 1448.8025),(33 1447.019),(34 1441.6973),(35 1450.484),(36 1458.6405),(37 1473.6489),(38 1478.819),(39 1466.9559),(40 1476.4332),(41 1484.0636),(42 1486.4098),(43 1493.056),(44 1496.3293),(45 1513.5481),(46 1518.5729),(47 1506.6754),(48 1497.7156),(49 1502.4119),(50 1504.8931),(51 1512.9418),(52 1511.3411),(53 1509.4336),(54 1507.9557),(55 1505.5095),(56 1512.0625),(57 1519.1211),(58 1527.5116),(59 1528.2128),(60 1539.0433),(61 1537.3601),(62 1532.2942),(63 1539.0347),(64 1537.2382),(65 1528.7924),(66 1537.6083),(67 1537.828),(68 1551.944),(69 1546.4717),(70 1554.1693),(71 1560.5806),(72 1558.3115),(73 1598.5033),(74 1585.1354),(75 1597.4307),(76 1588.9545),(77 1579.8052),(78 1569.7731),(79 1559.6517),
(1 585.20154),(2 841.27356),(3 979.611),(4 1059.7904),(5 1094.2762),(6 1135.0906),(7 1161.7803),(8 1173.2437),(9 1179.2897),(10 1209.8125),(11 1232.3854),(12 1232.1438),(13 1263.4565),(14 1260.7788),(15 1280.695),(16 1296.0637),(17 1304.9286),(18 1320.8738),(19 1329.3644),(20 1339.5828),(21 1360.9652),(22 1365.329),(23 1375.5902),(24 1386.5826),(25 1392.2545),(26 1393.2173),(27 1389.6978),(28 1401.4135),(29 1395.1946),(30 1407.5289),(31 1410.1825),(32 1408.2925),(33 1431.5729),(34 1438.5258),(35 1444.3633),(36 1431.3328),(37 1437.8822),(38 1434.9617),(39 1422.9601),(40 1411.8501),(41 1424.1184),(42 1437.0975),(43 1459.128),(44 1448.993),(45 1471.462),(46 1497.9066),(47 1487.2817),(48 1472.8118),(49 1468.7588),(50 1468.3588),(51 1466.2423),(52 1458.3551),(53 1469.0587),(54 1467.4026),(55 1462.2375),(56 1456.4854),(57 1464.628),(58 1478.0944),(59 1483.9858),(60 1492.0205),(61 1515.0774),(62 1517.3279),(63 1535.9235),(64 1515.1763),(65 1519.4219),(66 1511.992),(67 1507.0156),(68 1505.5607),(69 1500.3258),(70 1504.1875),(71 1506.6012),(72 1509.216),(73 1542.9504),(74 1529.9052),(75 1533.4868),(76 1540.7189),(77 1545.1393),(78 1560.0317),(79 1548.1769),
(1 587.6462),(2 835.52405),(3 969.3905),(4 1030.9792),(5 1079.5197),(6 1096.2898),(7 1123.7505),(8 1159.0768),(9 1166.3486),(10 1171.2333),(11 1185.8044),(12 1199.8992),(13 1239.8567),(14 1247.0985),(15 1259.3442),(16 1275.8561),(17 1274.8151),(18 1289.9049),(19 1295.9657),(20 1302.2463),(21 1310.1711),(22 1311.1489),(23 1317.9556),(24 1329.3135),(25 1331.0117),(26 1334.4911),(27 1354.3346),(28 1369.4299),(29 1371.8717),(30 1385.7709),(31 1398.6172),(32 1405.1301),(33 1410.6885),(34 1411.2844),(35 1421.5189),(36 1409.3813),(37 1417.5038),(38 1413.8424),(39 1414.2474),(40 1403.0581),(41 1406.4031),(42 1418.5607),(43 1433.8832),(44 1428.4803),(45 1433.8448),(46 1458.7612),(47 1456.0802),(48 1461.9846),(49 1428.5173),(50 1419.2488),(51 1425.0684),(52 1431.6674),(53 1423.3442),(54 1407.5199),(55 1410.0602),(56 1413.7635),(57 1421.088),(58 1429.8063),(59 1433.6399),(60 1441.0247),(61 1452.1144),(62 1452.5933),(63 1456.9329),(64 1454.628),(65 1459.5947),(66 1452.0919),(67 1452.0781),(68 1441.9583),(69 1434.0798),(70 1444.0962),(71 1439.8799),(72 1457.8337),(73 1486.4098),(74 1475.8959),(75 1497.1885),(76 1491.7555),(77 1491.3737),(78 1489.3677),(79 1485.3953),
(1 576.7037),(2 836.8759),(3 964.55994),(4 1028.2708),(5 1067.0652),(6 1097.1893),(7 1123.8807),(8 1156.5397),(9 1174.0808),(10 1191.922),(11 1201.8367),(12 1208.3875),(13 1241.9883),(14 1243.847),(15 1242.7784),(16 1251.4763),(17 1263.9728),(18 1278.5503),(19 1278.5355),(20 1290.3937),(21 1300.8894),(22 1303.5789),(23 1318.3689),(24 1327.8042),(25 1332.304),(26 1327.3844),(27 1322.2659),(28 1335.9049),(29 1344.4971),(30 1358.0997),(31 1361.2032),(32 1374.0067),(33 1371.6206),(34 1383.4448),(35 1386.4521),(36 1379.3046),(37 1377.4082),(38 1363.8712),(39 1369.5603),(40 1384.5908),(41 1379.8474),(42 1381.8839),(43 1386.199),(44 1384.9022),(45 1398.2706),(46 1406.7848),(47 1410.5116),(48 1401.9388),(49 1385.2015),(50 1380.5736),(51 1391.0011),(52 1399.8414),(53 1408.8489),(54 1401.531),(55 1397.2148),(56 1409.3594),(57 1417.9799),(58 1416.9044),(59 1429.7848),(60 1435.5803),(61 1429.226),(62 1416.2699),(63 1404.6664),(64 1391.0559),(65 1393.4059),(66 1397.6686),(67 1402.0907),(68 1395.1385),(69 1392.1521),(70 1402.8015),(71 1408.8776),(72 1418.8993),(73 1451.4713),(74 1446.9125),(75 1457.3907),(76 1477.0507),(77 1477.2816),(78 1464.9773),(79 1467.6184),
(1 566.6439),(2 804.976),(3 934.2367),(4 992.2394),(5 1025.3981),(6 1059.8773),(7 1091.1122),(8 1111.7722),(9 1130.45),(10 1149.1378),(11 1170.7166),(12 1174.2813),(13 1194.2695),(14 1196.0522),(15 1218.1986),(16 1234.1678),(17 1242.3595),(18 1245.9946),(19 1243.2001),(20 1256.9667),(21 1248.445),(22 1270.7483),(23 1291.0166),(24 1279.9279),(25 1289.0883),(26 1286.9454),(27 1294.7299),(28 1317.7567),(29 1326.6643),(30 1326.2507),(31 1334.2463),(32 1340.5051),(33 1345.5627),(34 1349.7693),(35 1346.2307),(36 1358.4519),(37 1352.4022),(38 1345.6449),(39 1339.9233),(40 1343.0546),(41 1335.1694),(42 1335.2972),(43 1351.7617),(44 1356.483),(45 1382.9698),(46 1374.6595),(47 1381.7401),(48 1380.6176),(49 1358.1337),(50 1350.6772),(51 1353.088),(52 1353.0931),(53 1356.2198),(54 1356.8969),(55 1367.5135),(56 1368.7368),(57 1384.4061),(58 1383.5665),(59 1376.4171),(60 1379.1794),(61 1385.4108),(62 1389.0629),(63 1379.866),(64 1369.1782),(65 1383.8313),(66 1389.5474),(67 1396.6122),(68 1391.151),(69 1374.8456),(70 1388.29),(71 1392.2896),(72 1400.7604),(73 1428.7708),(74 1423.606),(75 1427.6031),(76 1444.8182),(77 1447.1725),(78 1460.6881),(79 1455.0453),
(1 564.31396),(2 806.192),(3 931.79865),(4 986.0518),(5 1027.7458),(6 1066.0796),(7 1086.1536),(8 1111.6251),(9 1116.5638),(10 1141.7074),(11 1163.8516),(12 1165.2695),(13 1194.7816),(14 1190.9471),(15 1204.8748),(16 1221.3357),(17 1225.539),(18 1232.5062),(19 1226.9756),(20 1238.9076),(21 1244.3381),(22 1261.0415),(23 1270.7692),(24 1280.2229),(25 1286.683),(26 1290.6671),(27 1298.1105),(28 1321.2008),(29 1323.5352),(30 1335.73),(31 1351.5063),(32 1349.7091),(33 1335.6333),(34 1331.1707),(35 1340.0923),(36 1349.4464),(37 1351.7363),(38 1354.3843),(39 1362.0084),(40 1367.3773),(41 1366.0991),(42 1354.099),(43 1366.2855),(44 1377.0912),(45 1402.0248),(46 1395.2406),(47 1383.7402),(48 1379.9243),(49 1378.1049),(50 1373.5587),(51 1362.4349),(52 1360.8853),(53 1362.0863),(54 1365.0696),(55 1370.8271),(56 1386.8394),(57 1384.6958),(58 1379.6681),(59 1378.5068),(60 1368.7927),(61 1359.0123),(62 1353.5579),(63 1365.0403),(64 1363.7897),(65 1364.7677),(66 1370.315),(67 1366.7572),(68 1373.6182),(69 1372.393),(70 1382.6752),(71 1378.6721),(72 1371.8297),(73 1372.6306),(74 1372.0377),(75 1390.922),(76 1402.7877),(77 1414.1707),(78 1406.9827),(79 1396.1561),
