1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 36584.53),(2 52445.51),(3 57100.824),(4 116089.72),(5 145881.28),(6 165328.6),(7 234895.92),(8 265822.94),(9 286273.5),(10 352961.25),(11 379943.4),(12 391519.4),(13 455663.78),(14 471431.84),(15 475169.25),(16 534033.5),(17 536276.06),(18 545563.75),(19 597373.3),(20 587241.44),(21 575146.56),(22 609576.94),(23 584200.9),(24 577258.7),(25 623925.7),(26 600892.8),(27 590330.06),(28 630559.2),(29 608566.1),(30 606228.06),(31 659076.7),(32 652672.06),(33 703129),(34 773393),(35 789624.5),(36 838000.2),(37 937912.75),(38 973965.3),(39 1046399.3),(40 1155124),(41 1217866.9),(42 1319664.6),(43 1468280.6),(44 1539136.4),(45 1660954.4),(46 1816987),(47 1898694.6),(48 2027323.9),(49 2177143.3),(50 2234384.3),(51 2333895),(52 2456230.3),(53 2520535),(54 2615508.5),(55 2758421),(56 2838998.8),(57 2957898),(58 3103662),(59 3201806.8),(60 3311023.3),(61 3490328),(62 3603925.8),(63 3879276),(64 4076531.3),(65 4238932),(66 4483977.5),(67 4768297.5),(68 5162328.5),(69 5568489),(70 5938184),(71 6331193.5),(72 6740951.5),(73 7165580),(74 7560990.5),(75 8036585.5),(76 8465592),(77 8912737),(78 9431413),(79 9922895),
(1 891.6936),(2 1483.5763),(3 1830.5652),(4 1976.1974),(5 2069.1558),(6 2197.8267),(7 2278.6042),(8 2340.7876),(9 2341.3047),(10 2359.5388),(11 2380.9321),(12 2395.4573),(13 2387.1165),(14 2378.7625),(15 2384.1401),(16 2394.1003),(17 2430.596),(18 2466.9407),(19 2474.28),(20 2471.3782),(21 2451.4338),(22 2463.0952),(23 2483.3574),(24 2479.7275),(25 2488.0156),(26 2492.131),(27 2502.2813),(28 2518.1633),(29 2552.5393),(30 2571.1162),(31 2553.2805),(32 2570.7966),(33 2566.999),(34 2581.0251),(35 2610.5806),(36 2621.2996),(37 2618.3042),(38 2605.2043),(39 2578.9277),(40 2545.5369),(41 2528.7742),(42 2542.5066),(43 2557.6165),(44 2587.8857),(45 2607.23),(46 2596.1658),(47 2615.7583),(48 2650.6338),(49 2666.6326),(50 2676.426),(51 2692.6885),(52 2730.157),(53 2747.0251),(54 2739.8237),(55 2752.4182),(56 2773.7576),(57 2791.0398),(58 2800.531),(59 2795.6606),(60 2793.9072),(61 2793.1792),(62 2791.2578),(63 2819.044),(64 2830.5535),(65 2840.147),(66 2821.4277),(67 2847.2742),(68 2862.6072),(69 2872.364),(70 2875.5374),(71 2857.4084),(72 2831.7625),(73 2821.249),(74 2815.5723),(75 2811.772),(76 2793.4336),(77 2786.5754),(78 2803.6006),(79 2815.331),
(1 854.5602),(2 1438.3594),(3 1761.0922),(4 1917.5479),(5 2018.1636),(6 2171.2239),(7 2228.0583),(8 2263.9727),(9 2286.5945),(10 2324.3982),(11 2350.039),(12 2371.545),(13 2397.0972),(14 2440.9272),(15 2447.8352),(16 2450.165),(17 2482.4258),(18 2518.571),(19 2516.5542),(20 2490.001),(21 2498.8152),(22 2516.0444),(23 2517.3906),(24 2503.922),(25 2510.0513),(26 2522.3003),(27 2528.869),(28 2520.6323),(29 2552.0125),(30 2581.6272),(31 2577.7869),(32 2598.8171),(33 2581.9133),(34 2589.4988),(35 2597.736),(36 2592.508),(37 2579.7073),(38 2543.0232),(39 2517.3813),(40 2481.6018),(41 2486.0532),(42 2530.506),(43 2547.73),(44 2594.4736),(45 2617.3184),(46 2611.0566),(47 2618.8804),(48 2623.6804),(49 2613.799),(50 2638.3726),(51 2675.732),(52 2686.6038),(53 2703.2336),(54 2706.8044),(55 2711.6436),(56 2732.4404),(57 2747.8013),(58 2773.7473),(59 2792.7395),(60 2772.2603),(61 2775.7495),(62 2790.8372),(63 2805.6682),(64 2810.632),(65 2814.9912),(66 2833.02),(67 2850.2603),(68 2845.909),(69 2835.8577),(70 2807.3154),(71 2796.8574),(72 2769.0835),(73 2756.579),(74 2752.5413),(75 2778.9082),(76 2791.311),(77 2782.0742),(78 2798.7622),(79 2800.4858),
(1 840.1272),(2 1389.9524),(3 1716.5573),(4 1852.0422),(5 1938.9252),(6 2062.6323),(7 2120.7354),(8 2159.9646),(9 2224.8542),(10 2235.8162),(11 2260.6262),(12 2281.2927),(13 2313.294),(14 2332.6572),(15 2347.851),(16 2366.7415),(17 2397.524),(18 2422.7256),(19 2439.7095),(20 2450.648),(21 2413.789),(22 2424.0332),(23 2441.5247),(24 2448.9888),(25 2471.5483),(26 2483.1877),(27 2509.2026),(28 2553.6902),(29 2581.3167),(30 2565.444),(31 2540.4163),(32 2540.0198),(33 2553.2454),(34 2551.5947),(35 2574.879),(36 2573.1123),(37 2574.4822),(38 2562.1106),(39 2592.7593),(40 2584.085),(41 2592.7534),(42 2589.6777),(43 2580.7798),(44 2616.5288),(45 2639.7813),(46 2678.0369),(47 2683.4087),(48 2704.2068),(49 2720.4448),(50 2758.6514),(51 2786.871),(52 2790.7341),(53 2794.881),(54 2804.6533),(55 2804.624),(56 2809.1152),(57 2858.618),(58 2903.5344),(59 2932.3284),(60 2948.4868),(61 2939.3418),(62 2937.2017),(63 2966.6782),(64 2944.8645),(65 2921.8242),(66 2917.2354),(67 2910.025),(68 2924.7727),(69 2908.0793),(70 2873.158),(71 2843.4517),(72 2840.4097),(73 2799.1917),(74 2787.161),(75 2816.039),(76 2811.2217),(77 2797.2026),(78 2811.8533),(79 2815.8813),
(1 834.5496),(2 1371.5496),(3 1683.9294),(4 1809.8267),(5 1921.0625),(6 2018.8427),(7 2075.3474),(8 2127.5054),(9 2176.9253),(10 2196.0793),(11 2216.561),(12 2238.63),(13 2239.4346),(14 2244.259),(15 2241.204),(16 2239.412),(17 2274.9697),(18 2355.3997),(19 2390.7354),(20 2380.0012),(21 2349.9424),(22 2375.5308),(23 2405.1428),(24 2404.0012),(25 2406.1418),(26 2409.7617),(27 2411.6243),(28 2451.206),(29 2466.0703),(30 2452.6516),(31 2440.7737),(32 2450.2449),(33 2475.9805),(34 2507.6587),(35 2547.1624),(36 2553.2966),(37 2594.367),(38 2592.7656),(39 2612.0671),(40 2620.6458),(41 2625.5208),(42 2637.8054),(43 2630.537),(44 2627.347),(45 2656.8044),(46 2681.6384),(47 2724.7363),(48 2758.8022),(49 2806.4104),(50 2834.38),(51 2863.0386),(52 2856.852),(53 2843.487),(54 2861.1025),(55 2857.5647),(56 2858.0156),(57 2890.38),(58 2910.569),(59 2907.8008),(60 2873.3433),(61 2868.3044),(62 2865.0693),(63 2893.909),(64 2873.4639),(65 2867.2761),(66 2867.494),(67 2862.6663),(68 2874.424),(69 2877.3853),(70 2850.819),(71 2836.4417),(72 2824.5962),(73 2825.6682),(74 2810.4775),(75 2817.593),(76 2862.4058),(77 2843.5168),(78 2836.231),(79 2870.011),
(1 823.6195),(2 1345.3887),(3 1656.5126),(4 1777.9934),(5 1871.7037),(6 1977.3677),(7 2022.593),(8 2079.5635),(9 2129.8208),(10 2142.1824),(11 2168.3833),(12 2174.304),(13 2187.27),(14 2205.5117),(15 2237.565),(16 2247.5994),(17 2262.0261),(18 2282.6345),(19 2281.8286),(20 2294.5696),(21 2323.4517),(22 2350.7705),(23 2361.2537),(24 2364.3071),(25 2357.761),(26 2349.5098),(27 2365.4788),(28 2375.4827),(29 2376.3582),(30 2354.8752),(31 2366.4712),(32 2336.0737),(33 2358.2053),(34 2397.2783),(35 2406.6707),(36 2421.4392),(37 2466.159),(38 2478.7441),(39 2513.0898),(40 2553.7646),(41 2606.4644),(42 2604.6238),(43 2618.1143),(44 2636.2444),(45 2682.0981),(46 2694.1436),(47 2719.341),(48 2735.551),(49 2757.136),(50 2801.4136),(51 2833.1392),(52 2824.3552),(53 2825.1301),(54 2825.9502),(55 2821.2593),(56 2822.635),(57 2839.9177),(58 2857.2463),(59 2854.3672),(60 2846.2136),(61 2860.897),(62 2827.4006),(63 2853.8796),(64 2836.75),(65 2799.5894),(66 2787.1348),(67 2800.0742),(68 2775.2883),(69 2787.1365),(70 2763.2861),(71 2771.1553),(72 2760.1824),(73 2754.3835),(74 2752.6372),(75 2769.3145),(76 2800.5388),(77 2780.5251),(78 2782.79),(79 2803.0352),
(1 805.2267),(2 1312.1335),(3 1610.2507),(4 1704.379),(5 1796.3004),(6 1912.3381),(7 1999.0796),(8 2058.7014),(9 2121.9885),(10 2149.9053),(11 2173.9468),(12 2186.674),(13 2206.4084),(14 2220.0984),(15 2240.5518),(16 2273.4597),(17 2262.5374),(18 2266.689),(19 2254.6143),(20 2252.065),(21 2261.6538),(22 2273.7317),(23 2301.404),(24 2326.8965),(25 2353.1064),(26 2359.5774),(27 2393.8425),(28 2377.3828),(29 2350.9587),(30 2339.2036),(31 2342.9175),(32 2320.204),(33 2336.003),(34 2368.8748),(35 2390.5293),(36 2405.4612),(37 2446.6814),(38 2444.9175),(39 2440.3035),(40 2464.5742),(41 2486.3005),(42 2533.3145),(43 2561.775),(44 2557.8716),(45 2556.0881),(46 2567.2715),(47 2603.3525),(48 2610.1057),(49 2606.2622),(50 2653.5793),(51 2705.6426),(52 2723.6438),(53 2728.899),(54 2732.629),(55 2713.6196),(56 2706.024),(57 2707.7285),(58 2689.962),(59 2674.105),(60 2668.962),(61 2691.858),(62 2682.3347),(63 2708.439),(64 2699.8298),(65 2708.7957),(66 2708.3176),(67 2724.4736),(68 2714.436),(69 2725.161),(70 2714.5498),(71 2726.1292),(72 2705.4539),(73 2696.6108),(74 2724.9924),(75 2747.4382),(76 2752.571),(77 2732.4211),(78 2734.6477),(79 2760.0408),
(1 809.58026),(2 1322.0483),(3 1613.0841),(4 1727.7971),(5 1802.6873),(6 1891.7441),(7 1988.268),(8 2049.5103),(9 2102.1807),(10 2113.556),(11 2156.6338),(12 2183.931),(13 2226.1846),(14 2232.8218),(15 2237.1538),(16 2243.783),(17 2236.6821),(18 2258.1558),(19 2279.906),(20 2278.4536),(21 2302.4387),(22 2303.4985),(23 2294.763),(24 2324.578),(25 2345.6526),(26 2393.5845),(27 2415.5068),(28 2407.071),(29 2376.8428),(30 2347.4421),(31 2337.6902),(32 2331.196),(33 2327.5125),(34 2322.1733),(35 2336.217),(36 2341.2188),(37 2346.0425),(38 2341.3486),(39 2310.8086),(40 2321.49),(41 2344.0586),(42 2377.3904),(43 2398.4976),(44 2418.9902),(45 2423.3308),(46 2450.0813),(47 2467.8499),(48 2488.4736),(49 2507.5967),(50 2533.2258),(51 2558.7349),(52 2566.5293),(53 2561.2969),(54 2556.3525),(55 2554.0183),(56 2558.5808),(57 2569.1565),(58 2582.6216),(59 2597.477),(60 2586.5903),(61 2601.763),(62 2619.8672),(63 2673.7031),(64 2684.7524),(65 2689.4744),(66 2699.3665),(67 2709.6758),(68 2679.9795),(69 2678.8726),(70 2672.3228),(71 2674.6099),(72 2670.0037),(73 2675.5278),(74 2695.819),(75 2715.3015),(76 2727.21),(77 2745.0442),(78 2751.862),(79 2767.9001),
(1 783.871),(2 1264.5411),(3 1544.8817),(4 1677.6924),(5 1769.5175),(6 1864.6088),(7 1948.6647),(8 2000.7141),(9 2038.8954),(10 2062.51),(11 2105.6108),(12 2140.38),(13 2158.5874),(14 2160.6519),(15 2161.1768),(16 2140.7473),(17 2127.2383),(18 2137.99),(19 2156.908),(20 2154.2825),(21 2161.4202),(22 2177.5488),(23 2186.2285),(24 2194.3257),(25 2229.3394),(26 2280.8242),(27 2319.8386),(28 2318.79),(29 2290.417),(30 2272.6267),(31 2265.4797),(32 2268.8965),(33 2289.6375),(34 2293.6797),(35 2303.4856),(36 2288.8647),(37 2307.3582),(38 2284.468),(39 2297.9258),(40 2300.4006),(41 2311.3103),(42 2320.478),(43 2348.737),(44 2369.1804),(45 2378.4045),(46 2371.19),(47 2378.38),(48 2389.5762),(49 2405.1199),(50 2438.4434),(51 2465.9297),(52 2499.4963),(53 2514.6052),(54 2512.8967),(55 2538.7803),(56 2539.5986),(57 2556.8967),(58 2565.4412),(59 2595.0874),(60 2567.609),(61 2563.0005),(62 2580.8247),(63 2615.6335),(64 2649.8386),(65 2680.632),(66 2697.908),(67 2696.9365),(68 2704.896),(69 2699.7524),(70 2690.7175),(71 2699.0518),(72 2705.7751),(73 2736.4026),(74 2742.1714),(75 2792.8118),(76 2808.431),(77 2822.212),(78 2823.2034),(79 2832.646),
(1 780.99384),(2 1276.1316),(3 1582.7858),(4 1703.1998),(5 1780.2021),(6 1859.5859),(7 1938.6089),(8 2010.3551),(9 2035.7845),(10 2037.8788),(11 2064.0469),(12 2079.003),(13 2101.4697),(14 2129.0444),(15 2116.6296),(16 2120.4336),(17 2110.7617),(18 2130.7344),(19 2156.0208),(20 2154.972),(21 2161.1736),(22 2160.2568),(23 2187.1204),(24 2210.508),(25 2229.8416),(26 2235.3086),(27 2243.2505),(28 2238.5964),(29 2227.4966),(30 2235.586),(31 2240.0989),(32 2218.8499),(33 2225.7998),(34 2237.99),(35 2272.3237),(36 2284.3535),(37 2290.2244),(38 2262.337),(39 2258.4998),(40 2275.6267),(41 2294.1711),(42 2316.4255),(43 2312.9143),(44 2316.1328),(45 2333.4631),(46 2333.5493),(47 2353.7659),(48 2401.4038),(49 2412.337),(50 2435.4915),(51 2455.2195),(52 2481.401),(53 2484.9146),(54 2499.1),(55 2519.6963),(56 2514.1758),(57 2527.2595),(58 2518.8662),(59 2539.8853),(60 2555.9827),(61 2559.4832),(62 2553.7217),(63 2602.6316),(64 2609.1792),(65 2624.8135),(66 2657.8748),(67 2676.0557),(68 2699.0383),(69 2708.8477),(70 2714.257),(71 2707.6633),(72 2708.8467),(73 2716.6526),(74 2742.6335),(75 2775.9922),(76 2789.2236),(77 2815.545),(78 2830.229),(79 2838.801),
(1 779.07837),(2 1249.3467),(3 1515.7618),(4 1626.46),(5 1693.5313),(6 1781.6337),(7 1851.6018),(8 1916.6051),(9 1963.1857),(10 1970.6587),(11 1999.5645),(12 2013.0823),(13 2051.0708),(14 2061.8066),(15 2061.7449),(16 2068.7063),(17 2085.0752),(18 2115.1858),(19 2093.2761),(20 2072.939),(21 2092.5981),(22 2117.1304),(23 2128.9248),(24 2133.3792),(25 2154.888),(26 2166.606),(27 2160.0298),(28 2170.9927),(29 2164.8997),(30 2150.6577),(31 2163.3374),(32 2161.608),(33 2201.9094),(34 2202.2002),(35 2200.5676),(36 2214.8599),(37 2231.8455),(38 2212.9487),(39 2207.2034),(40 2224.3088),(41 2248.1348),(42 2265.5024),(43 2275.2178),(44 2279.928),(45 2290.3367),(46 2315.3003),(47 2313.9585),(48 2352.216),(49 2352.4963),(50 2381.6301),(51 2423.5115),(52 2435.6892),(53 2470.5571),(54 2496.5154),(55 2516.9995),(56 2504.8616),(57 2519.983),(58 2532.1167),(59 2527.6125),(60 2516.7659),(61 2530.5022),(62 2557.8752),(63 2582.0408),(64 2590.4673),(65 2591.9514),(66 2609.332),(67 2642.3013),(68 2650.48),(69 2662.1965),(70 2664.987),(71 2662.8186),(72 2658.9224),(73 2662.247),(74 2673.8574),(75 2686.5696),(76 2684.6492),(77 2665.9504),(78 2661.3162),(79 2677.6377),
(1 774.7295),(2 1225.2268),(3 1491.2633),(4 1599.5121),(5 1664.5577),(6 1744.4434),(7 1818.3486),(8 1871.0398),(9 1917.6338),(10 1957.35),(11 1978.1675),(12 1963.5878),(13 1980.7936),(14 1978.9929),(15 1980.7715),(16 1981.3286),(17 2004.4341),(18 2045.2151),(19 2063.7732),(20 2078.209),(21 2083.719),(22 2123.2722),(23 2132.6658),(24 2120.3591),(25 2127.1584),(26 2145.2546),(27 2147.0957),(28 2159.03),(29 2178.736),(30 2190.5105),(31 2206.2695),(32 2217.159),(33 2224.356),(34 2241.1956),(35 2227.6243),(36 2201.8477),(37 2226.861),(38 2238.3079),(39 2240.9922),(40 2234.0251),(41 2262.8735),(42 2284.0122),(43 2297.9983),(44 2289.8599),(45 2287.084),(46 2284.427),(47 2292.6716),(48 2344.3704),(49 2349.6301),(50 2369.5588),(51 2399.3196),(52 2427.0747),(53 2431.4353),(54 2424.4385),(55 2420.3032),(56 2424.5654),(57 2424.4148),(58 2428.3308),(59 2418.0425),(60 2407.0002),(61 2422.929),(62 2460.3535),(63 2470.9934),(64 2485.76),(65 2498.563),(66 2488.6824),(67 2475.617),(68 2486.735),(69 2489.2385),(70 2483.3657),(71 2486.9177),(72 2501.0781),(73 2531.2834),(74 2546.947),(75 2534.749),(76 2531.461),(77 2511.3894),(78 2529.2644),(79 2541.0408),
(1 750.0659),(2 1204.4077),(3 1474.9263),(4 1582.7731),(5 1662.2035),(6 1752.656),(7 1826.2384),(8 1876.0896),(9 1908.0743),(10 1929.7501),(11 1939.2069),(12 1955.4591),(13 1957.0197),(14 1956.797),(15 1958.3192),(16 1975.5283),(17 2000.2965),(18 2040.7736),(19 2047.0228),(20 2077.2732),(21 2109.6606),(22 2139.5352),(23 2121.2283),(24 2092.8406),(25 2081.4128),(26 2086.588),(27 2094.674),(28 2098.2861),(29 2101.2896),(30 2124.633),(31 2120.2517),(32 2116.5625),(33 2137.3833),(34 2145.8032),(35 2146.2004),(36 2119.91),(37 2148.8066),(38 2143.3706),(39 2154.2268),(40 2183.2),(41 2213.1277),(42 2183.5798),(43 2185.435),(44 2229.537),(45 2239.4802),(46 2233.5266),(47 2234.1716),(48 2256.2583),(49 2229.8496),(50 2264.4414),(51 2296.8503),(52 2297.7673),(53 2318.1558),(54 2330.9087),(55 2367.5405),(56 2389.2598),(57 2419.8008),(58 2456.7458),(59 2459.7146),(60 2456.7483),(61 2467.4863),(62 2466.6604),(63 2527.3403),(64 2559.9463),(65 2563.6736),(66 2549.0242),(67 2550.4426),(68 2562.9111),(69 2542.3633),(70 2541.255),(71 2514.8584),(72 2525.996),(73 2525.1147),(74 2530.929),(75 2536.3938),(76 2526.2017),(77 2513.5317),(78 2498.2783),(79 2468.504),
(1 738.2232),(2 1178.285),(3 1428.9268),(4 1536.8788),(5 1609.931),(6 1688.7245),(7 1774.9475),(8 1817.1941),(9 1847.7462),(10 1850.9376),(11 1863.1914),(12 1879.2065),(13 1876.385),(14 1882.1088),(15 1898.454),(16 1913.6099),(17 1944.583),(18 1971.0172),(19 1974.3367),(20 1997.311),(21 2023.1919),(22 2032.3365),(23 2026.6841),(24 2014.6858),(25 2027.3447),(26 2047.9602),(27 2048.401),(28 2053.1091),(29 2056.0952),(30 2066.3025),(31 2053.3357),(32 2061.3914),(33 2072.5342),(34 2046.946),(35 2044.5767),(36 2041.5531),(37 2080.305),(38 2082.5933),(39 2077.585),(40 2078.8806),(41 2104.1794),(42 2112.101),(43 2122.8093),(44 2147.9924),(45 2182.31),(46 2189.8042),(47 2197.9358),(48 2198.0286),(49 2215.7874),(50 2243.419),(51 2253.409),(52 2274.207),(53 2300.0278),(54 2289.24),(55 2311.5764),(56 2331.12),(57 2374.0396),(58 2409.184),(59 2423.916),(60 2427.267),(61 2443.5037),(62 2451.501),(63 2504.2417),(64 2526.678),(65 2549.9338),(66 2562.1614),(67 2543.9915),(68 2545.6926),(69 2570.4749),(70 2547.1858),(71 2523.1),(72 2525.02),(73 2508.853),(74 2492.8965),(75 2480.4326),(76 2452.2231),(77 2446.5967),(78 2452.0076),(79 2433.448),
(1 744.1543),(2 1175.9366),(3 1431.3186),(4 1558.0237),(5 1637.0066),(6 1723.779),(7 1769.178),(8 1805.3933),(9 1858.2543),(10 1871.8724),(11 1897.7274),(12 1904.6812),(13 1912.1398),(14 1918.9065),(15 1949.0045),(16 1955.8689),(17 1975.8787),(18 2007.9706),(19 2004.1531),(20 2007.1392),(21 2009.769),(22 2027.6523),(23 2041.6262),(24 2044.9384),(25 2061.5042),(26 2069.313),(27 2087.7627),(28 2082.4622),(29 2072.7854),(30 2064.6953),(31 2044.8656),(32 2051.4937),(33 2049.9617),(34 2046.8292),(35 2062.5723),(36 2052.1118),(37 2054.9714),(38 2077.7869),(39 2095.1963),(40 2096.3408),(41 2118.4236),(42 2115.687),(43 2134.623),(44 2144.8943),(45 2165.8074),(46 2189.387),(47 2188.142),(48 2213.0188),(49 2225.2212),(50 2245.0698),(51 2236.2537),(52 2276.3657),(53 2298.1636),(54 2284.518),(55 2289.6628),(56 2306.7966),(57 2362.2646),(58 2386.7258),(59 2420.315),(60 2433.2234),(61 2438.361),(62 2438.8635),(63 2486.613),(64 2490.0234),(65 2507.832),(66 2516.6792),(67 2505.5369),(68 2509.8494),(69 2521.3315),(70 2521.742),(71 2489.153),(72 2480.7783),(73 2451.5916),(74 2433.2478),(75 2436.5767),(76 2436.7715),(77 2428.856),(78 2427.3867),(79 2392.725),
(1 711.4815),(2 1120.3999),(3 1394.9751),(4 1506.2783),(5 1570.0195),(6 1646.715),(7 1715.1165),(8 1772.8612),(9 1804.6364),(10 1828.9532),(11 1838.454),(12 1853.2968),(13 1857.3987),(14 1879.2272),(15 1901.2798),(16 1921.964),(17 1924.258),(18 1939.3816),(19 1921.1002),(20 1934.5757),(21 1941.7614),(22 1954.0564),(23 1961.4413),(24 1954.529),(25 1960.2778),(26 1983.7953),(27 2007.7117),(28 1993.1124),(29 2004.3379),(30 2016.1433),(31 2004.1091),(32 1999.0879),(33 2012.9559),(34 2007.0098),(35 1992.8666),(36 1988.9377),(37 1984.6677),(38 1981.4763),(39 2011.6294),(40 2022.0017),(41 2038.8834),(42 2067.3726),(43 2083.4531),(44 2085.3103),(45 2104.6768),(46 2123.3916),(47 2129.6821),(48 2155.9583),(49 2157.205),(50 2156.3037),(51 2185.402),(52 2212.2207),(53 2212.5051),(54 2205.645),(55 2181.9512),(56 2210.3845),(57 2228.5015),(58 2229.5815),(59 2264.5344),(60 2294.1536),(61 2295.6465),(62 2264.4346),(63 2299.5767),(64 2336.8574),(65 2358.1892),(66 2350.6306),(67 2345.1096),(68 2361.8806),(69 2360.2112),(70 2367.2583),(71 2349.348),(72 2364.635),(73 2367.9453),(74 2338.8306),(75 2314.0823),(76 2319.613),(77 2333.5806),(78 2345.205),(79 2330.34),
(1 700.55664),(2 1094.9878),(3 1333.3083),(4 1446.2733),(5 1536.4073),(6 1618.662),(7 1684.8502),(8 1718.3326),(9 1741.7358),(10 1758.9825),(11 1793.0425),(12 1818.0001),(13 1837.6526),(14 1844.213),(15 1854.7391),(16 1874.2015),(17 1875.8834),(18 1886.0425),(19 1883.5415),(20 1891.3658),(21 1893.8441),(22 1916.7056),(23 1918.7161),(24 1908.7433),(25 1903.4941),(26 1919.0546),(27 1933.4899),(28 1937.8804),(29 1978.3263),(30 2001.301),(31 2022.1656),(32 2046.7533),(33 2050.6946),(34 2017.731),(35 2025.8888),(36 2003.406),(37 1987.3943),(38 1985.77),(39 2008.4551),(40 2028.8887),(41 2042.5078),(42 2055.369),(43 2058.4827),(44 2067.4248),(45 2098.6624),(46 2127.5051),(47 2137.532),(48 2157.492),(49 2158.2517),(50 2163.9897),(51 2184.2825),(52 2174.0105),(53 2166.3994),(54 2143.32),(55 2130.805),(56 2146.739),(57 2177.3174),(58 2189.1396),(59 2180.0408),(60 2164.1494),(61 2154.4126),(62 2161.1992),(63 2197.7676),(64 2206.341),(65 2244.2803),(66 2280.7905),(67 2285.0664),(68 2324.4106),(69 2311.446),(70 2314.5842),(71 2313.944),(72 2337.189),(73 2347.713),(74 2344.867),(75 2357.5667),(76 2378.1958),(77 2383.8435),(78 2404.5168),(79 2431.4766),
