1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 150216.56),(2 351625.4),(3 668817.3),(4 1105470.9),(5 1681877.6),(6 2458973.3),(7 3404882),(8 4995461.5),(9 6446648),(10 8088216.5),(11 9964053),(12 12087388),(13 14534379),(14 17646838),(15 20877764),(16 25103184),(17 29062944),(18 33424310),(19 39044316),(20 45574548),(21 51423092),(22 57581180),(23 66247860),(24 73546330),(25 82170570),(26 92526340),(27 102047784),(28 113503400),(29 126283240),(30 140291820),(31 156236720),(32 173664930),(33 192215760),(34 209161810),(35 228090510),(36 248512400),(37 269005380),(38 292841860),(39 311942560),(40 330158530),(41 347391460),(42 364830240),(43 382575740),(44 402556060),(45 421474400),(46 438410900),(47 452797100),(48 465058560),(49 475317340),(50 483931230),(51 488784480),(52 493249300),(53 493713250),(54 496453760),(55 497481470),(56 498741540),(57 497231740),(58 492036960),(59 482907100),(60 472705820),(61 462806940),(62 451392900),(63 438299870),(64 422220960),(65 402410270),(66 380823550),(67 359888400),(68 337136030),(69 315743940),(70 296671600),(71 277393860),(72 259281870),(73 241688450),(74 226701700),(75 211530510),(76 196838190),(77 182248400),(78 168376370),(79 156235060),
(1 1451.7687),(2 1436.584),(3 1611.6315),(4 1668.1354),(5 1716.0315),(6 1787.9666),(7 1824.8835),(8 1859.6893),(9 1863.7643),(10 1918.4861),(11 1983.4272),(12 2041.442),(13 2013.0004),(14 2110.8403),(15 2139.9104),(16 2141.3552),(17 2195.9607),(18 2242.1106),(19 2226.9197),(20 2212.7876),(21 2251.3967),(22 2286.9373),(23 2287.4907),(24 2290.6445),(25 2327.8157),(26 2300.4617),(27 2309.3047),(28 2353.2222),(29 2348.5945),(30 2355.779),(31 2323.5493),(32 2336.0137),(33 2365.915),(34 2321.7886),(35 2344.1501),(36 2302.2412),(37 2324.7007),(38 2324.3174),(39 2342.8923),(40 2334.9102),(41 2345.331),(42 2322.0444),(43 2333.4949),(44 2357.6091),(45 2345.6682),(46 2346.8677),(47 2377.029),(48 2361.6855),(49 2329.0715),(50 2303.139),(51 2314.0134),(52 2286.0522),(53 2261.4465),(54 2222.177),(55 2248.4763),(56 2201.33),(57 2171.659),(58 2159.0452),(59 2141.2292),(60 2115.2441),(61 2086.1277),(62 2070.579),(63 2075.531),(64 2043.3055),(65 2048.4573),(66 2063.1401),(67 2036.7031),(68 1995.7169),(69 1989.1046),(70 2000.9865),(71 1975.0946),(72 1951.4774),(73 1951.4094),(74 1903.617),(75 1951.4282),(76 1929.0704),(77 1876.6155),(78 1908.4142),(79 1915.9652),
(1 1444.3235),(2 1426.9725),(3 1604.7133),(4 1655.5948),(5 1695.6469),(6 1770.268),(7 1771.643),(8 1812.0167),(9 1815.3715),(10 1870.3097),(11 1932.0168),(12 1985.244),(13 1948.2316),(14 2030.328),(15 2038.4204),(16 2060.4353),(17 2075.1865),(18 2143.4717),(19 2147.0537),(20 2131.235),(21 2155.45),(22 2181.1125),(23 2174.27),(24 2197.4177),(25 2239.5303),(26 2226.7478),(27 2221.5593),(28 2264.4744),(29 2212.364),(30 2216.8198),(31 2205.6624),(32 2233.5078),(33 2253.2358),(34 2217.954),(35 2234.5154),(36 2173.0896),(37 2199.4404),(38 2200.804),(39 2209.003),(40 2175.5522),(41 2167.2988),(42 2119.7424),(43 2145.3645),(44 2160.306),(45 2154.8843),(46 2142.5662),(47 2155.275),(48 2131.7283),(49 2137.6685),(50 2107.9763),(51 2110.2932),(52 2107.0874),(53 2081.435),(54 2040.8458),(55 2056.0505),(56 2004.7284),(57 1998.45),(58 1989.7806),(59 1985.5107),(60 1955.9447),(61 1927.7568),(62 1909.1416),(63 1925.2041),(64 1896.4104),(65 1922.9089),(66 1938.4984),(67 1902.8129),(68 1892.496),(69 1869.509),(70 1892.7368),(71 1889.0859),(72 1853.7849),(73 1854.5043),(74 1811.6691),(75 1868.0641),(76 1864.0869),(77 1828.0381),(78 1861.129),(79 1836.3021),
(1 1447.0907),(2 1408.7039),(3 1593.0353),(4 1634.3029),(5 1695.4077),(6 1758.6802),(7 1773.5691),(8 1807.1364),(9 1811.5005),(10 1856.728),(11 1913.1718),(12 1987.018),(13 1939.1573),(14 2029.7032),(15 2039.9742),(16 2059.0786),(17 2054.047),(18 2112.8848),(19 2127.4226),(20 2134.2188),(21 2141.0654),(22 2179.5596),(23 2175.5596),(24 2203.5771),(25 2183.2893),(26 2191.1729),(27 2225.5183),(28 2247.482),(29 2228.6345),(30 2220.6191),(31 2200.2693),(32 2245.5313),(33 2242.2139),(34 2237.4614),(35 2222.4536),(36 2163.364),(37 2196.9011),(38 2190.8115),(39 2205.9336),(40 2153.5212),(41 2159.9875),(42 2160.2246),(43 2171.5486),(44 2155.2222),(45 2155.4658),(46 2143.2556),(47 2127.9583),(48 2119.4626),(49 2108.1365),(50 2080.9849),(51 2065.0527),(52 2053.0315),(53 2062.238),(54 2002.4464),(55 2025.4656),(56 1954.6555),(57 1955.1675),(58 1931.7671),(59 1950.5996),(60 1918.423),(61 1900.7759),(62 1879.2285),(63 1894.2848),(64 1890.4503),(65 1880.0991),(66 1904.28),(67 1873.8246),(68 1847.9386),(69 1860.4097),(70 1849.4706),(71 1863.0962),(72 1851.0142),(73 1840.2157),(74 1831.8169),(75 1840.007),(76 1854.141),(77 1831.1797),(78 1869.0316),(79 1851.1964),
(1 1430.2693),(2 1375.6027),(3 1594.5751),(4 1620.4471),(5 1661.4722),(6 1745.9077),(7 1729.7255),(8 1782.1903),(9 1817.9976),(10 1836.3363),(11 1922.0541),(12 1989.191),(13 1945.8932),(14 2030.1847),(15 2030.471),(16 2079.9517),(17 2054.6033),(18 2117.803),(19 2121.4983),(20 2122.899),(21 2116.6157),(22 2139.1353),(23 2153.8237),(24 2180.008),(25 2140.1343),(26 2157.405),(27 2221.863),(28 2208.252),(29 2220.654),(30 2227.3289),(31 2177.0227),(32 2242.9858),(33 2226.8262),(34 2230.1694),(35 2221.6067),(36 2174.7751),(37 2194.8235),(38 2193.6511),(39 2205.9385),(40 2173.0305),(41 2167.017),(42 2156.5276),(43 2184.4124),(44 2189.369),(45 2201.7664),(46 2218.0115),(47 2211.1748),(48 2179.7773),(49 2190.6487),(50 2193.836),(51 2171.8828),(52 2122.689),(53 2126.2542),(54 2092.9563),(55 2110.7148),(56 2053.627),(57 2048.9302),(58 2010.0311),(59 2018.7047),(60 1982.608),(61 1957.9315),(62 1932.1199),(63 1960.8191),(64 1923.379),(65 1950.9501),(66 1934.6434),(67 1904.7092),(68 1866.9457),(69 1850.972),(70 1896.885),(71 1866.2832),(72 1852.4786),(73 1857.081),(74 1824.0782),(75 1848.865),(76 1844.4231),(77 1805.4391),(78 1820.4918),(79 1856.0294),
(1 1439.594),(2 1375.3617),(3 1597.9674),(4 1618.1396),(5 1639.8934),(6 1751.3296),(7 1723.8743),(8 1775.9098),(9 1804.523),(10 1812.0111),(11 1877.9464),(12 1947.8174),(13 1916.103),(14 1974.6761),(15 1970.1704),(16 2042.958),(17 1987.8641),(18 2053.8723),(19 2083.1477),(20 2069.0469),(21 2090.1147),(22 2099.4792),(23 2096.5115),(24 2115.7563),(25 2100.9092),(26 2124.6914),(27 2153.296),(28 2132.044),(29 2154.243),(30 2140.0146),(31 2112.245),(32 2142.965),(33 2156.527),(34 2179.8665),(35 2160.2068),(36 2129.892),(37 2128.367),(38 2115.4343),(39 2129.959),(40 2122.2285),(41 2114.4065),(42 2093.926),(43 2123.2454),(44 2088.6475),(45 2114.2363),(46 2107.6465),(47 2098.1921),(48 2072.2083),(49 2080.375),(50 2060.374),(51 2091.9485),(52 2024.4734),(53 2028.8623),(54 1996.015),(55 2017.6251),(56 1971.4988),(57 1972.1311),(58 1933.015),(59 1929.7882),(60 1932.4),(61 1906.9851),(62 1855.7673),(63 1886.2141),(64 1851.3951),(65 1874.1193),(66 1863.3462),(67 1847.5192),(68 1821.5935),(69 1792.6868),(70 1825.8956),(71 1809.932),(72 1794.0034),(73 1785.0935),(74 1775.2987),(75 1784.6198),(76 1804.4559),(77 1758.5482),(78 1762.2136),(79 1789.6837),
(1 1386.0413),(2 1355.1412),(3 1558.7466),(4 1561.2975),(5 1565.3822),(6 1677.8846),(7 1665.6202),(8 1715.401),(9 1729.2336),(10 1749.7025),(11 1779.7697),(12 1842.6876),(13 1812.0706),(14 1888.5347),(15 1892.5895),(16 1965.2655),(17 1925.5093),(18 1948.5337),(19 2004.4178),(20 2001.7769),(21 2009.591),(22 2022.3141),(23 2011.0742),(24 2046.9199),(25 2025.2908),(26 2038.6392),(27 2101.2356),(28 2044.396),(29 2068.6028),(30 2061.496),(31 2065.4626),(32 2091.449),(33 2084.193),(34 2104.769),(35 2065.427),(36 2048.252),(37 2058.8545),(38 2081.9294),(39 2076.442),(40 2055.883),(41 2071.8528),(42 2026.0857),(43 2052.7202),(44 2025.2625),(45 2005.2866),(46 2035.8044),(47 2016.0773),(48 1959.4781),(49 1966.8707),(50 1921.7407),(51 1939.4803),(52 1937.9027),(53 1923.1191),(54 1873.1163),(55 1881.5332),(56 1839.2378),(57 1832.1505),(58 1807.8529),(59 1803.8607),(60 1784.6016),(61 1797.1381),(62 1757.7781),(63 1769.6498),(64 1732.82),(65 1750.6469),(66 1721.7289),(67 1713.9094),(68 1673.7577),(69 1694.4308),(70 1701.9657),(71 1712.9724),(72 1690.8124),(73 1707.6943),(74 1704.8654),(75 1695.4116),(76 1727.3927),(77 1711.0322),(78 1672.0792),(79 1707.7719),
(1 1420.9935),(2 1359.608),(3 1600.296),(4 1567.6394),(5 1593.7833),(6 1698.9954),(7 1667.0565),(8 1725.9945),(9 1738.0605),(10 1775.4305),(11 1795.7544),(12 1887.2208),(13 1831.9984),(14 1916.7305),(15 1903.9769),(16 1992.5563),(17 1944.2535),(18 1967.1597),(19 2001.6392),(20 1997.747),(21 2017.8345),(22 2021.4357),(23 2020.1656),(24 2067.2463),(25 2067.5967),(26 2059.4807),(27 2137.783),(28 2096.812),(29 2097.737),(30 2066.0417),(31 2063.877),(32 2086.8782),(33 2090.7332),(34 2132.8523),(35 2092.2283),(36 2072.7107),(37 2083.2065),(38 2086.7988),(39 2099.9333),(40 2095.722),(41 2081.3193),(42 2079.9426),(43 2126.8713),(44 2098.641),(45 2103.3005),(46 2110.0876),(47 2105.3308),(48 2060.2874),(49 2049.3235),(50 2039.4778),(51 2026.17),(52 2018.6031),(53 2022.4396),(54 1976.5616),(55 1969.5208),(56 1935.6805),(57 1911.6667),(58 1908.2196),(59 1892.4259),(60 1887.7253),(61 1882.9578),(62 1843.9711),(63 1881.6138),(64 1839.28),(65 1842.0497),(66 1820.0355),(67 1818.5161),(68 1789.522),(69 1777.4484),(70 1789.9126),(71 1794.0024),(72 1763.4667),(73 1770.4719),(74 1728.095),(75 1703.1147),(76 1729.4952),(77 1731.7528),(78 1713.4474),(79 1720.8469),
(1 1394.0549),(2 1335.7335),(3 1553.7959),(4 1530.0662),(5 1537.7931),(6 1641.9963),(7 1622.6019),(8 1660.4928),(9 1680.5638),(10 1693.0742),(11 1713.4832),(12 1804.5956),(13 1764.2819),(14 1812.3179),(15 1782.1075),(16 1855.4452),(17 1843.5905),(18 1848.7185),(19 1902.6932),(20 1883.8024),(21 1892.2069),(22 1904.9443),(23 1938.7915),(24 1929.334),(25 1957.69),(26 1967.988),(27 1991.5255),(28 2013.1316),(29 2009.6521),(30 1988.8423),(31 1989.7158),(32 2008.9738),(33 1991.9299),(34 2026.9961),(35 2010.3959),(36 1964.1971),(37 1930.6346),(38 1959.0364),(39 1975.7106),(40 1968.123),(41 1961.4086),(42 1951.7504),(43 1961.9037),(44 1959.7693),(45 1965.4653),(46 1959.8693),(47 1938.2815),(48 1921.9562),(49 1919.9948),(50 1917.0754),(51 1900.3915),(52 1896.7969),(53 1911.0536),(54 1879.6101),(55 1884.0508),(56 1861.7511),(57 1861.7233),(58 1857.9541),(59 1852.3761),(60 1834.8267),(61 1816.6709),(62 1788.8287),(63 1815.1674),(64 1785.1378),(65 1783.0935),(66 1729.3416),(67 1744.3495),(68 1719.2467),(69 1701.7698),(70 1702.1052),(71 1715.7021),(72 1679.0496),(73 1688.7782),(74 1703.1891),(75 1656.992),(76 1668.202),(77 1671.1956),(78 1663.0322),(79 1661.9064),
(1 1347.5669),(2 1292.6238),(3 1507.9662),(4 1498.0244),(5 1488.5446),(6 1595.1748),(7 1576.9243),(8 1614.9316),(9 1658.2155),(10 1686.0771),(11 1676.2428),(12 1777.6926),(13 1741.808),(14 1784.99),(15 1769.2961),(16 1841.6461),(17 1836.617),(18 1837.9824),(19 1894.2704),(20 1861.539),(21 1865.7731),(22 1876.299),(23 1889.0896),(24 1897.1472),(25 1942.3578),(26 1964.8088),(27 1970.943),(28 1959.4758),(29 2005.3237),(30 1965.2206),(31 1960.535),(32 1956.6299),(33 1972.5194),(34 1963.9878),(35 2001.3602),(36 1936.7933),(37 1940.2201),(38 1956.3956),(39 1977.0817),(40 1960.7197),(41 1966.3707),(42 1939.3253),(43 1943.9263),(44 1931.2988),(45 1952.2183),(46 1952.6088),(47 1917.281),(48 1912.056),(49 1899.5602),(50 1881.6799),(51 1902.3352),(52 1873.5867),(53 1868.877),(54 1828.9376),(55 1830.6644),(56 1799.1968),(57 1823.6132),(58 1813.0045),(59 1779.7682),(60 1763.9806),(61 1775.0184),(62 1742.5358),(63 1765.5991),(64 1746.1321),(65 1761.8922),(66 1712.8303),(67 1738.903),(68 1696.7278),(69 1706.9606),(70 1676.7587),(71 1711.0282),(72 1667.7375),(73 1672.1676),(74 1691.533),(75 1643.4132),(76 1664.8275),(77 1653.7286),(78 1645.2883),(79 1630.8906),
(1 1326.5947),(2 1278.1697),(3 1486.7606),(4 1469.9199),(5 1464.3411),(6 1557.2039),(7 1537.132),(8 1572.3822),(9 1619.9578),(10 1638.256),(11 1644.9781),(12 1727.702),(13 1681.985),(14 1738.8993),(15 1752.4575),(16 1778.306),(17 1756.3652),(18 1798.3314),(19 1810.3032),(20 1796.7731),(21 1794.0859),(22 1788.888),(23 1831.3451),(24 1813.6794),(25 1867.5903),(26 1879.7037),(27 1882.1752),(28 1872.4884),(29 1896.1567),(30 1873.3455),(31 1885.098),(32 1898.7908),(33 1914.292),(34 1923.4954),(35 1952.7603),(36 1914.4592),(37 1906.1791),(38 1917.6721),(39 1912.4607),(40 1922.3398),(41 1919.743),(42 1910.2007),(43 1916.8647),(44 1919.9297),(45 1954.6182),(46 1939.9113),(47 1906.4816),(48 1880.4713),(49 1915.806),(50 1893.0269),(51 1929.637),(52 1911.4689),(53 1914.9766),(54 1869.2069),(55 1865.6096),(56 1812.013),(57 1834.9841),(58 1820.6503),(59 1797.5746),(60 1783.5024),(61 1774.4149),(62 1726.3726),(63 1754.0698),(64 1737.8964),(65 1735.8),(66 1693.2754),(67 1694.1747),(68 1666.5507),(69 1658.2765),(70 1662.9302),(71 1654.4368),(72 1631.2587),(73 1646.833),(74 1653.234),(75 1620.691),(76 1632.3147),(77 1630.6326),(78 1614.7307),(79 1610.7098),
(1 1291.581),(2 1255.0988),(3 1452.1746),(4 1420.8552),(5 1445.9431),(6 1504.6425),(7 1494.6522),(8 1541.4818),(9 1570.4824),(10 1627.4434),(11 1609.2592),(12 1693.9978),(13 1665.8862),(14 1722.1656),(15 1728.0686),(16 1732.207),(17 1728.9795),(18 1747.8284),(19 1794.4531),(20 1796.1143),(21 1790.7185),(22 1783.3583),(23 1817.4619),(24 1781.6315),(25 1798.3105),(26 1814.3026),(27 1829.5875),(28 1849.5187),(29 1854.6709),(30 1819.5841),(31 1841.6458),(32 1842.6921),(33 1848.7374),(34 1873.6876),(35 1864.1635),(36 1834.1409),(37 1843.438),(38 1839.5361),(39 1847.8208),(40 1856.7112),(41 1843.4585),(42 1838.8713),(43 1834.5122),(44 1839.1855),(45 1845.8579),(46 1860.7848),(47 1815.3557),(48 1793.0499),(49 1822.4935),(50 1793.4596),(51 1802.1036),(52 1798.131),(53 1805.8441),(54 1766.936),(55 1768.7811),(56 1736.3309),(57 1747.9214),(58 1729.7097),(59 1719.307),(60 1712.1968),(61 1696.0637),(62 1682.3384),(63 1693.237),(64 1683.4847),(65 1688.2147),(66 1659.4839),(67 1648.6389),(68 1636.6709),(69 1640.2471),(70 1627.2385),(71 1599.6829),(72 1588.6056),(73 1588.4402),(74 1604.6592),(75 1580.5667),(76 1589.9065),(77 1568.4906),(78 1569.0753),(79 1580.0463),
(1 1332.4772),(2 1276.8784),(3 1467.3756),(4 1458.57),(5 1454.663),(6 1520.742),(7 1519.2637),(8 1551.7349),(9 1573.2593),(10 1651.2482),(11 1604.7482),(12 1685.8059),(13 1675.5411),(14 1708.1638),(15 1714.3732),(16 1732.8314),(17 1736.6166),(18 1770.4899),(19 1801.7002),(20 1790.264),(21 1768.8052),(22 1800.5199),(23 1804.7317),(24 1826.7094),(25 1835.9884),(26 1840.674),(27 1864.9968),(28 1874.2869),(29 1875.5366),(30 1853.7294),(31 1868.9508),(32 1870.8846),(33 1871.6405),(34 1874.2461),(35 1871.5851),(36 1837.9359),(37 1842.917),(38 1847.2753),(39 1840.3708),(40 1837.076),(41 1835.9332),(42 1833.9854),(43 1817.4993),(44 1800.5044),(45 1820.4541),(46 1813.6785),(47 1797.7002),(48 1779.8583),(49 1769.7357),(50 1790.5645),(51 1758.1208),(52 1774.8031),(53 1760.7524),(54 1740.6018),(55 1727.9537),(56 1718.5406),(57 1705.613),(58 1729.5455),(59 1694.6746),(60 1667.6666),(61 1671.431),(62 1635.4677),(63 1675.5841),(64 1646.2616),(65 1659.123),(66 1617.6544),(67 1629.3916),(68 1608.302),(69 1604.9966),(70 1593.059),(71 1572.518),(72 1574.6577),(73 1550.7334),(74 1588.0997),(75 1559.9114),(76 1573.5453),(77 1537.1654),(78 1542.6982),(79 1545.6193),
(1 1291.4061),(2 1225.9137),(3 1411.1724),(4 1410.2771),(5 1414.0865),(6 1490.9722),(7 1480.8917),(8 1501.5789),(9 1528.0167),(10 1609.1497),(11 1538.8927),(12 1617.3636),(13 1610.3066),(14 1656.6627),(15 1655.8168),(16 1664.8298),(17 1649.3843),(18 1669.0474),(19 1710.3154),(20 1711.5093),(21 1704.2686),(22 1723.2665),(23 1721.627),(24 1728.2185),(25 1780.4895),(26 1773.7407),(27 1809.1866),(28 1792.011),(29 1802.7747),(30 1780.0385),(31 1792.4852),(32 1800.2946),(33 1813.2986),(34 1812.9266),(35 1805.6846),(36 1785.8774),(37 1779.1451),(38 1809.0282),(39 1820.3241),(40 1821.0624),(41 1821.8472),(42 1836.2029),(43 1805.555),(44 1821.9132),(45 1841.49),(46 1828.3734),(47 1799.3795),(48 1787.5675),(49 1778.8267),(50 1798.5353),(51 1782.0348),(52 1787.9192),(53 1753.2281),(54 1728.3113),(55 1720.2886),(56 1720.93),(57 1716.1489),(58 1725.5825),(59 1707.2593),(60 1689.5575),(61 1690.5265),(62 1635.3406),(63 1675.406),(64 1666.9731),(65 1664.1085),(66 1631.9554),(67 1635.6224),(68 1600.9454),(69 1597.2811),(70 1594.2849),(71 1554.171),(72 1579.9509),(73 1539.9886),(74 1545.5077),(75 1548.122),(76 1560.5088),(77 1530.216),(78 1518.4141),(79 1531.5966),
(1 1269.1003),(2 1210.0908),(3 1392.9469),(4 1381.6774),(5 1392.7888),(6 1448.0311),(7 1436.7576),(8 1484.4678),(9 1502.9828),(10 1566.5269),(11 1512.077),(12 1612.5502),(13 1597.4435),(14 1626.2103),(15 1632.1283),(16 1643.9028),(17 1650.2251),(18 1648.8364),(19 1678.0664),(20 1688.5441),(21 1679.3044),(22 1692.1777),(23 1667.744),(24 1697.5123),(25 1745.1951),(26 1742.5555),(27 1775.7816),(28 1760.2008),(29 1762.9479),(30 1761.5951),(31 1748.8993),(32 1783.3422),(33 1766.1743),(34 1782.8207),(35 1767.1095),(36 1761.7539),(37 1774.5748),(38 1768.6078),(39 1792.6613),(40 1779.5592),(41 1788.1614),(42 1782.9476),(43 1768.4576),(44 1784.7949),(45 1795.9396),(46 1806.8832),(47 1765.5498),(48 1758.0677),(49 1772.3943),(50 1771.0604),(51 1784.0369),(52 1775.6553),(53 1773.5468),(54 1720.8678),(55 1721.5555),(56 1694.3398),(57 1708.6672),(58 1702.4614),(59 1680.5394),(60 1658.0979),(61 1671.6143),(62 1628.2931),(63 1657.732),(64 1633.372),(65 1655.846),(66 1600.1199),(67 1609.3989),(68 1574.7565),(69 1582.9817),(70 1568.2184),(71 1542.5569),(72 1554.3721),(73 1521.4115),(74 1534.1129),(75 1535.8154),(76 1551.4408),(77 1507.8138),(78 1526.1404),(79 1528.038),
(1 1236.9336),(2 1168.8582),(3 1336.4443),(4 1343.9991),(5 1349.0961),(6 1394.5798),(7 1390.8066),(8 1440.1055),(9 1445.9198),(10 1528.9075),(11 1460.5798),(12 1541.7131),(13 1515.2075),(14 1548.2823),(15 1549.9801),(16 1561.8553),(17 1579.2239),(18 1575.409),(19 1609.8914),(20 1596.0177),(21 1619.0194),(22 1626.1024),(23 1598.0977),(24 1628.7047),(25 1659.8662),(26 1653.7898),(27 1695.3627),(28 1674.308),(29 1675.7198),(30 1683.4299),(31 1694.3147),(32 1717.7446),(33 1697.7943),(34 1690.2262),(35 1691.6777),(36 1686.2056),(37 1696.3213),(38 1680.0615),(39 1673.1411),(40 1700.2849),(41 1700.9952),(42 1677.7893),(43 1678.972),(44 1667.5271),(45 1699.4828),(46 1709.1659),(47 1665.816),(48 1642.4216),(49 1645.5026),(50 1644.923),(51 1654.9833),(52 1645.0292),(53 1634.4781),(54 1596.5497),(55 1604.8036),(56 1582.9229),(57 1572.0906),(58 1577.9738),(59 1558.4836),(60 1552.9597),(61 1533.0015),(62 1517.1259),(63 1537.8014),(64 1515.0426),(65 1526.629),(66 1497.0251),(67 1500.0515),(68 1475.3977),(69 1470.1875),(70 1472.2224),(71 1454.2753),(72 1457.3466),(73 1411.4445),(74 1429.1827),(75 1429.4158),(76 1436.3657),(77 1429.4464),(78 1417.2438),(79 1426.6716),
(1 1194.1869),(2 1134.5441),(3 1298.5741),(4 1313.0803),(5 1307.9683),(6 1344.7617),(7 1347.6652),(8 1406.6779),(9 1412.5684),(10 1487.5984),(11 1427.2048),(12 1484.3114),(13 1488.2561),(14 1525.1624),(15 1518.4824),(16 1528.5192),(17 1519.0524),(18 1527.2166),(19 1569.7415),(20 1567.5444),(21 1591.4719),(22 1605.6481),(23 1582.4528),(24 1612.9954),(25 1610.3737),(26 1616.394),(27 1653.6007),(28 1659.4856),(29 1657.6504),(30 1656.6216),(31 1663.6783),(32 1679.0481),(33 1654.6985),(34 1677.5731),(35 1673.4033),(36 1691.0306),(37 1676.0029),(38 1674.1571),(39 1695.2589),(40 1689.6002),(41 1705.3616),(42 1699.5961),(43 1716.2034),(44 1713.0273),(45 1731.7834),(46 1724.0961),(47 1699.3834),(48 1695.9249),(49 1706.1359),(50 1724.9374),(51 1710.342),(52 1705.5443),(53 1702.125),(54 1670.0029),(55 1672.6393),(56 1657.98),(57 1661.2576),(58 1661.3716),(59 1628.4823),(60 1607.2354),(61 1614.1268),(62 1575.7129),(63 1591.8596),(64 1568.3446),(65 1586.9213),(66 1537.4664),(67 1538.4617),(68 1515.416),(69 1503.4531),(70 1494.502),(71 1482.4623),(72 1476.9923),(73 1437.0557),(74 1454.7179),(75 1438.8312),(76 1446.3278),(77 1453.2103),(78 1438.9093),(79 1455.0525),
