1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 27250.838),(2 61165.25),(3 104545.1),(4 185348.92),(5 265863.97),(6 350038.1),(7 472925.22),(8 587863.94),(9 713500.8),(10 881769.3),(11 1048224.2),(12 1225511.3),(13 1435808.4),(14 1655319.4),(15 1879238.4),(16 2133094),(17 2395378.5),(18 2650415.8),(19 2963627.3),(20 3253355.3),(21 3531192),(22 3842218.3),(23 4139713.3),(24 4401514),(25 4697228.5),(26 5009807.5),(27 5277302),(28 5579734.5),(29 5888609.5),(30 6143188),(31 6407365.5),(32 6658666.5),(33 6866189.5),(34 7108047.5),(35 7317350.5),(36 7481052),(37 7689424.5),(38 7868841.5),(39 8004968.5),(40 8140684.5),(41 8256725.5),(42 8325915.5),(43 8411247),(44 8476451),(45 8495715),(46 8521365),(47 8539363),(48 8516887),(49 8506336),(50 8493224),(51 8450426),(52 8424551),(53 8429122),(54 8384098),(55 8393483),(56 8403060),(57 8409791),(58 8435658),(59 8473579),(60 8498621),(61 8545326),(62 8628368),(63 8715452),(64 8802560),(65 8925683),(66 9052964),(67 9190276),(68 9342509),(69 9488795),(70 9650756),(71 9784952),(72 9924317),(73 10095203),(74 10292992),(75 10509865),(76 10722669),(77 10972943),(78 11254061),(79 11516577),
(1 790.92444),(2 1003.7275),(3 1039.405),(4 1091.9559),(5 1126.7379),(6 1141.7803),(7 1191.1179),(8 1217.8472),(9 1230.846),(10 1262.1584),(11 1304.6047),(12 1333.247),(13 1361.5122),(14 1389.4816),(15 1403.0264),(16 1409.5547),(17 1465.0221),(18 1469.4907),(19 1464.5588),(20 1503.3722),(21 1523.9486),(22 1529.9093),(23 1547.9916),(24 1564.1161),(25 1567.7695),(26 1557.7533),(27 1590.3389),(28 1588.8168),(29 1615.1597),(30 1607.9025),(31 1592.47),(32 1604.2726),(33 1600.4641),(34 1601.9973),(35 1619.9783),(36 1629.5427),(37 1627.56),(38 1618.4417),(39 1629.6921),(40 1613.914),(41 1619.7574),(42 1612.4033),(43 1625.085),(44 1601.4937),(45 1605.7488),(46 1601.0065),(47 1617.7843),(48 1598.0284),(49 1603.8403),(50 1601.6827),(51 1590.5048),(52 1572.0408),(53 1567.4702),(54 1550.3572),(55 1547.616),(56 1551.2885),(57 1534.4238),(58 1528.2441),(59 1529.5557),(60 1527.896),(61 1541.169),(62 1554.7302),(63 1549.8314),(64 1543.4922),(65 1568.9811),(66 1571.126),(67 1580.4319),(68 1579.7004),(69 1593.3074),(70 1575.6046),(71 1574.4581),(72 1574.4943),(73 1581.0751),(74 1601.0238),(75 1623.5214),(76 1612.9354),(77 1622.3036),(78 1622.7195),(79 1624.0067),
(1 787.36926),(2 998.7991),(3 1022.3199),(4 1066.7819),(5 1114.829),(6 1125.2994),(7 1182.2607),(8 1191.8177),(9 1214.5029),(10 1247.1655),(11 1267.4178),(12 1311.0051),(13 1323.453),(14 1350.0387),(15 1377.6038),(16 1406.6512),(17 1413.4001),(18 1432.3442),(19 1440.9309),(20 1455.9452),(21 1460.3735),(22 1479.3892),(23 1488.8885),(24 1509.2965),(25 1512.6003),(26 1497.9336),(27 1511.6201),(28 1504.9565),(29 1523.2174),(30 1523.6095),(31 1509.561),(32 1538.0183),(33 1524.578),(34 1551.3704),(35 1569.5311),(36 1558.7272),(37 1558.9414),(38 1540.0348),(39 1553.3116),(40 1540.7837),(41 1546.9491),(42 1548.7522),(43 1578.2118),(44 1580.3232),(45 1588.8978),(46 1597.1553),(47 1583.1826),(48 1569.0197),(49 1561.0282),(50 1563.14),(51 1559.2935),(52 1572.319),(53 1575.5873),(54 1561.441),(55 1572.0692),(56 1555.9865),(57 1545.7822),(58 1542.7449),(59 1539.6547),(60 1546.7489),(61 1547.299),(62 1549.6703),(63 1555.6069),(64 1559.934),(65 1556.1493),(66 1546.4304),(67 1530.3066),(68 1543.2565),(69 1538.4934),(70 1537.8486),(71 1526.5076),(72 1520.9602),(73 1523.8267),(74 1532.3381),(75 1557.5361),(76 1555.3098),(77 1560.6469),(78 1551.8544),(79 1562.1504),
(1 771.7523),(2 981.6723),(3 1009.4178),(4 1078.3204),(5 1133.269),(6 1112.6083),(7 1164.8939),(8 1196.7924),(9 1233.5319),(10 1273.5688),(11 1300.0498),(12 1333.098),(13 1357.8744),(14 1374.9116),(15 1409.2949),(16 1419.7623),(17 1443.2521),(18 1447.8427),(19 1446.4111),(20 1470.3525),(21 1478.8804),(22 1490.4899),(23 1505.5149),(24 1521.7319),(25 1483.9987),(26 1490.8197),(27 1522.7439),(28 1505.6234),(29 1516.8835),(30 1519.29),(31 1510.02),(32 1509.3169),(33 1491.7609),(34 1504.105),(35 1539.813),(36 1529.8046),(37 1511.0447),(38 1503.467),(39 1538.1204),(40 1519.5099),(41 1514.8746),(42 1513.3608),(43 1520.5797),(44 1513.522),(45 1504.5886),(46 1518.9603),(47 1524.9703),(48 1512.2628),(49 1503.6528),(50 1504.9879),(51 1490.9364),(52 1493.5171),(53 1486.8708),(54 1478.9366),(55 1484.7272),(56 1482.949),(57 1472.2031),(58 1477.7834),(59 1475.8569),(60 1472.3198),(61 1483.0815),(62 1479.5269),(63 1481.1492),(64 1473.2611),(65 1485.7433),(66 1490.2053),(67 1508.9065),(68 1499.3069),(69 1508.8945),(70 1484.6956),(71 1464.7552),(72 1475.7772),(73 1471.2031),(74 1478.5884),(75 1495.456),(76 1496.3798),(77 1507.8887),(78 1506.0411),(79 1500.9385),
(1 747.0814),(2 933.3696),(3 969.2918),(4 1013.2536),(5 1061.2424),(6 1071.0515),(7 1118.4022),(8 1153.5006),(9 1178.9723),(10 1228.6708),(11 1257.8214),(12 1288.6034),(13 1300.8176),(14 1333.693),(15 1371.2292),(16 1371.3779),(17 1392.1191),(18 1416.6636),(19 1412.8232),(20 1436.7532),(21 1451.5251),(22 1462.296),(23 1471.4164),(24 1476.8708),(25 1473.939),(26 1468.9862),(27 1477.0302),(28 1489.2515),(29 1493.1272),(30 1509.0381),(31 1495.8951),(32 1505.7656),(33 1491.5353),(34 1501.0967),(35 1510.2589),(36 1503.5259),(37 1496.074),(38 1510.0272),(39 1519.8499),(40 1494.3497),(41 1494.1262),(42 1508.1013),(43 1517.2153),(44 1507.628),(45 1506.7738),(46 1520.111),(47 1492.3213),(48 1478.3165),(49 1473.2708),(50 1486.6274),(51 1479.4313),(52 1471.1311),(53 1447.9353),(54 1444.1672),(55 1443.9539),(56 1454.5392),(57 1439.4397),(58 1445.4741),(59 1447.1259),(60 1427.379),(61 1437.437),(62 1433.1385),(63 1436.0237),(64 1416.3344),(65 1451.7328),(66 1444.5286),(67 1438.2302),(68 1453.4297),(69 1458.3729),(70 1467.4902),(71 1451.6627),(72 1447.3108),(73 1447.7994),(74 1441.1337),(75 1465.8721),(76 1484.8519),(77 1481.2247),(78 1490.2769),(79 1476.7823),
(1 737.0831),(2 939.21063),(3 978.99615),(4 1017.42694),(5 1057.8167),(6 1056.7891),(7 1120.1407),(8 1159.3206),(9 1181.2515),(10 1209.476),(11 1226.9246),(12 1249.0359),(13 1292.0209),(14 1305.9203),(15 1322.7407),(16 1344.4603),(17 1344.5001),(18 1368.1937),(19 1364.2031),(20 1387.6254),(21 1392.9287),(22 1400.2086),(23 1409.4747),(24 1415.988),(25 1425.5355),(26 1430.3168),(27 1456.7545),(28 1450.7096),(29 1459.7439),(30 1446.8889),(31 1461.0991),(32 1467.2035),(33 1474.0887),(34 1484.998),(35 1492.0311),(36 1484.6743),(37 1473.5422),(38 1496.1973),(39 1493.5759),(40 1490.814),(41 1493.1952),(42 1502.9423),(43 1488.536),(44 1500.1484),(45 1516.5348),(46 1520.7813),(47 1521.382),(48 1524.5137),(49 1518.9587),(50 1520.5405),(51 1525.7944),(52 1498.5326),(53 1476.9316),(54 1477.8314),(55 1489.4813),(56 1492.3381),(57 1485.4324),(58 1498.5427),(59 1479.7299),(60 1456.0557),(61 1496.3499),(62 1480.5626),(63 1478.045),(64 1491.7368),(65 1498.2914),(66 1470.824),(67 1470.6205),(68 1482.7733),(69 1481.984),(70 1482.7546),(71 1474.4169),(72 1464.5978),(73 1463.4872),(74 1476.142),(75 1484.0343),(76 1490.5211),(77 1485.2587),(78 1470.2803),(79 1473.7832),
(1 736.25616),(2 942.05444),(3 958.0113),(4 1004.72876),(5 1055.894),(6 1065.559),(7 1121.6918),(8 1159.1821),(9 1170.0576),(10 1214.7458),(11 1234.1371),(12 1255.2526),(13 1298.2996),(14 1327.6439),(15 1338.4337),(16 1366.6582),(17 1378.41),(18 1388.9865),(19 1393.7928),(20 1411.4365),(21 1434.9323),(22 1445.9286),(23 1461.5232),(24 1456.2767),(25 1460.5636),(26 1471.5914),(27 1481.6829),(28 1476.1897),(29 1499.304),(30 1494.8394),(31 1498.7904),(32 1497.9742),(33 1478.59),(34 1509.0079),(35 1517.4517),(36 1506.8993),(37 1497.4381),(38 1501.4895),(39 1486.7345),(40 1476.6011),(41 1482.457),(42 1478.8392),(43 1482.4935),(44 1473.4536),(45 1473.9502),(46 1467.9376),(47 1463.9285),(48 1466.4231),(49 1459.9775),(50 1437.9609),(51 1433.8197),(52 1437.0751),(53 1409.2554),(54 1419.6204),(55 1436.7576),(56 1455.7067),(57 1452.7428),(58 1441.7822),(59 1431.9641),(60 1419.7924),(61 1431.4894),(62 1428.8883),(63 1431.4362),(64 1433.7653),(65 1454.0835),(66 1456.6339),(67 1469.346),(68 1482.9419),(69 1473.7275),(70 1479.9333),(71 1469.1606),(72 1444.4229),(73 1448.4752),(74 1466.0671),(75 1477.4786),(76 1463.3768),(77 1471.9344),(78 1473.6436),(79 1471.6154),
(1 709.4187),(2 899.2672),(3 920.76666),(4 970.22107),(5 1002.3395),(6 1017.7828),(7 1070.5917),(8 1095.4723),(9 1116.8876),(10 1146.3209),(11 1177.2924),(12 1203.7977),(13 1217.0514),(14 1241.1216),(15 1287.1636),(16 1305.7675),(17 1331.5101),(18 1336.7601),(19 1355.32),(20 1381.9235),(21 1392.2418),(22 1418.721),(23 1398.0801),(24 1403.3824),(25 1394.1309),(26 1414.8303),(27 1410.5059),(28 1427.511),(29 1455.856),(30 1438.4509),(31 1435.9495),(32 1443.6106),(33 1431.8329),(34 1439.5376),(35 1465.1521),(36 1459.3577),(37 1454.8141),(38 1456.0326),(39 1466.266),(40 1467.0846),(41 1467.8878),(42 1479.1177),(43 1464.8217),(44 1471.5549),(45 1464.5073),(46 1458.6516),(47 1469.3811),(48 1468.1859),(49 1453.5104),(50 1437.391),(51 1415.8086),(52 1406.3243),(53 1417.2372),(54 1425.9985),(55 1423.7195),(56 1404.359),(57 1404.6483),(58 1398.645),(59 1378.1594),(60 1387.4514),(61 1389.3115),(62 1377.321),(63 1391.032),(64 1395.6387),(65 1399.3411),(66 1397.5688),(67 1410.5475),(68 1406.4553),(69 1399.4922),(70 1395.4976),(71 1387.3854),(72 1393.4796),(73 1390.4664),(74 1389.4216),(75 1395.3851),(76 1403.9884),(77 1392.5712),(78 1388.4916),(79 1408.5643),
(1 716.664),(2 906.29016),(3 950.37286),(4 993.51263),(5 1034.3402),(6 1041.4894),(7 1046.8965),(8 1097.4175),(9 1112.5624),(10 1150.2523),(11 1165.6143),(12 1197.3898),(13 1210.3002),(14 1212.3182),(15 1240.3488),(16 1273.2065),(17 1302.3928),(18 1299.0796),(19 1288.7181),(20 1324.662),(21 1348.5275),(22 1351.7798),(23 1375.3434),(24 1377.7428),(25 1376.7135),(26 1384.816),(27 1399.8337),(28 1399.9589),(29 1434.9575),(30 1435.4084),(31 1443.7572),(32 1447.8842),(33 1430.1256),(34 1449.5125),(35 1468.1898),(36 1483.6721),(37 1464.996),(38 1470.0212),(39 1473.7839),(40 1462.9025),(41 1468.1906),(42 1477.4199),(43 1464.5547),(44 1473.3802),(45 1470.4113),(46 1470.807),(47 1472.2887),(48 1475.4915),(49 1468.1565),(50 1461.8885),(51 1462.7664),(52 1437.834),(53 1420.4548),(54 1431.868),(55 1439.5142),(56 1433.1453),(57 1428.9105),(58 1407.3179),(59 1414.8749),(60 1412.9563),(61 1418.4216),(62 1403.391),(63 1414.0786),(64 1416.0227),(65 1400.7297),(66 1391.7415),(67 1423.82),(68 1410.24),(69 1421.6185),(70 1406.6614),(71 1391.1062),(72 1379.7103),(73 1389.2175),(74 1387.5292),(75 1411.5417),(76 1401.37),(77 1413.0065),(78 1414.9285),(79 1410.706),
(1 692.46967),(2 880.0242),(3 891.8171),(4 933.9199),(5 979.4377),(6 980.9558),(7 1013.8755),(8 1065.8016),(9 1083.4935),(10 1121.1836),(11 1144.3303),(12 1168.2802),(13 1180.4667),(14 1222.5248),(15 1250.2881),(16 1271.8964),(17 1278.345),(18 1271.9216),(19 1276.479),(20 1306.8704),(21 1329.279),(22 1345.4459),(23 1335.4529),(24 1340.229),(25 1350.6624),(26 1370.5588),(27 1365.6705),(28 1362.0182),(29 1372.4952),(30 1371.8497),(31 1371.8245),(32 1362.5553),(33 1361.9202),(34 1381.2635),(35 1412.9746),(36 1387.689),(37 1396.1786),(38 1409.274),(39 1401.9265),(40 1403.9797),(41 1396.8217),(42 1402.6289),(43 1403.5094),(44 1403.6646),(45 1403.0608),(46 1400.703),(47 1396.1627),(48 1401.4684),(49 1391.806),(50 1376.832),(51 1394.9905),(52 1392.478),(53 1376.9272),(54 1381.8945),(55 1376.5596),(56 1365.8657),(57 1356.6097),(58 1334.9702),(59 1320.501),(60 1331.4119),(61 1327.1097),(62 1330.0826),(63 1326.5416),(64 1338.8527),(65 1334.3102),(66 1336.5565),(67 1327.8976),(68 1329.36),(69 1334.8485),(70 1346.0653),(71 1337.5673),(72 1335.5624),(73 1321.1876),(74 1321.9435),(75 1335.0001),(76 1340.9037),(77 1329.2758),(78 1345.4995),(79 1336.1897),
(1 687.2145),(2 858.8483),(3 860.266),(4 904.57776),(5 936.63513),(6 925.4677),(7 975.83887),(8 1023.92957),(9 1027.7799),(10 1059.3927),(11 1069.361),(12 1099.9761),(13 1121.0634),(14 1154.7397),(15 1172.3223),(16 1189.2129),(17 1212.778),(18 1206.5062),(19 1208.623),(20 1245.5356),(21 1269.6676),(22 1266.8741),(23 1271.1493),(24 1304.21),(25 1289.165),(26 1306.8444),(27 1316.8811),(28 1323.005),(29 1345.3129),(30 1345.2914),(31 1349.6097),(32 1360.4856),(33 1344.0249),(34 1361.8279),(35 1368.6711),(36 1349.717),(37 1354.7546),(38 1347.8208),(39 1364.9907),(40 1376.2915),(41 1367.6306),(42 1368.5315),(43 1367.6716),(44 1367.7466),(45 1369.4608),(46 1379.3948),(47 1380.9137),(48 1389.4734),(49 1391.1241),(50 1372.2354),(51 1365.054),(52 1347.2642),(53 1345.1058),(54 1356.1138),(55 1345.0225),(56 1345.2391),(57 1344.554),(58 1320.8003),(59 1315.3984),(60 1313.2413),(61 1299.815),(62 1319.8448),(63 1318.2661),(64 1317.1809),(65 1318.2506),(66 1310.2804),(67 1320.6543),(68 1312.9318),(69 1321.1849),(70 1328.9984),(71 1313.0189),(72 1326.9934),(73 1322.7802),(74 1327.3793),(75 1339.9042),(76 1325.8962),(77 1312.4207),(78 1320.0205),(79 1312.9934),
(1 667.86176),(2 835.4473),(3 858.89636),(4 908.32654),(5 928.34814),(6 946.77814),(7 972.6461),(8 1027.3075),(9 1036.6548),(10 1051.5903),(11 1061.702),(12 1092.4543),(13 1102.0665),(14 1132.5623),(15 1152.9932),(16 1176.7333),(17 1195.6096),(18 1181.7196),(19 1180.2849),(20 1212.8638),(21 1232.1671),(22 1241.8413),(23 1248.8851),(24 1261.6243),(25 1254.6387),(26 1257.6863),(27 1283.9635),(28 1265.4249),(29 1277.7397),(30 1281.8982),(31 1281.7286),(32 1286.3573),(33 1273.2275),(34 1296.6178),(35 1292.9219),(36 1279.511),(37 1308.0552),(38 1297.1282),(39 1297.0239),(40 1301.4854),(41 1300.2018),(42 1287.4083),(43 1301.0421),(44 1312.4664),(45 1317.9403),(46 1302.617),(47 1295.0107),(48 1288.2727),(49 1286.2914),(50 1274.8011),(51 1280.0277),(52 1272.7505),(53 1268.5531),(54 1286.8951),(55 1269.0826),(56 1254.9027),(57 1239.1102),(58 1226.8215),(59 1233.0712),(60 1224.6055),(61 1211.7301),(62 1225.6279),(63 1229.3542),(64 1227.6582),(65 1215.674),(66 1225.5249),(67 1225.9478),(68 1230.9767),(69 1237.063),(70 1238.9281),(71 1226.0123),(72 1235.9347),(73 1245.9493),(74 1235.5658),(75 1255.4998),(76 1259.9404),(77 1271.2386),(78 1272.0332),(79 1267.1641),
(1 674.83185),(2 850.25287),(3 852.2891),(4 898.08923),(5 927.5073),(6 947.66644),(7 989.64404),(8 1019.9592),(9 1025.4965),(10 1054.1271),(11 1086.7332),(12 1100.1365),(13 1120.9222),(14 1159.5652),(15 1171.0432),(16 1195.5023),(17 1211.8325),(18 1204.7087),(19 1218.918),(20 1237.2657),(21 1241.1898),(22 1278.836),(23 1273.2365),(24 1274.9783),(25 1271.5042),(26 1279.6803),(27 1299.022),(28 1288.4648),(29 1289.8625),(30 1305.8787),(31 1313.0284),(32 1292.7457),(33 1300.2194),(34 1319.7107),(35 1326.1764),(36 1326.4282),(37 1337.5022),(38 1346.9387),(39 1354.472),(40 1353.3875),(41 1346.7838),(42 1346.1774),(43 1355.9924),(44 1361.1086),(45 1361.3599),(46 1355.6578),(47 1341.3574),(48 1337.8005),(49 1330.4526),(50 1325.981),(51 1312.321),(52 1300.9493),(53 1306.3749),(54 1315.7195),(55 1302.3086),(56 1292.7166),(57 1275.5823),(58 1283.481),(59 1294.8783),(60 1274.6311),(61 1263.5745),(62 1268.1666),(63 1280.3206),(64 1287.012),(65 1295.6077),(66 1292.7046),(67 1290.2365),(68 1295.5388),(69 1294.0549),(70 1293.4723),(71 1283.8678),(72 1280.6184),(73 1295.4738),(74 1311.2662),(75 1322.8641),(76 1328.2958),(77 1329.8313),(78 1321.267),(79 1322.9877),
(1 656.29767),(2 830.4966),(3 843.0904),(4 901.8061),(5 933.8659),(6 953.4796),(7 955.65283),(8 996.1075),(9 1024.4409),(10 1059.6797),(11 1083.4314),(12 1097.402),(13 1099.6326),(14 1123.1176),(15 1158.3762),(16 1168.8754),(17 1199.942),(18 1187.6404),(19 1197.0613),(20 1230.047),(21 1230.4404),(22 1247.9875),(23 1242.571),(24 1245.3019),(25 1251.2714),(26 1262.9009),(27 1283.5455),(28 1255.6729),(29 1260.8508),(30 1284.456),(31 1284.6763),(32 1260.3895),(33 1260.767),(34 1288.3148),(35 1276.5503),(36 1267.6553),(37 1285.4983),(38 1287.6954),(39 1292.1923),(40 1298.7228),(41 1283.2927),(42 1264.355),(43 1272.5697),(44 1281.9429),(45 1291.7169),(46 1277.3058),(47 1267.4033),(48 1266.496),(49 1271.475),(50 1264.2993),(51 1254.1382),(52 1257.163),(53 1256.2589),(54 1244.8971),(55 1239.4204),(56 1238.2067),(57 1237.3618),(58 1226.8474),(59 1233.2556),(60 1224.8243),(61 1219.6135),(62 1234.3759),(63 1232.8431),(64 1228.1583),(65 1238.1703),(66 1243.9971),(67 1238.9767),(68 1232.5452),(69 1246.0809),(70 1234.429),(71 1240.5662),(72 1247.8821),(73 1237.312),(74 1238.2058),(75 1244.2661),(76 1235.5109),(77 1251.1646),(78 1247.428),(79 1251.7968),
(1 644.0493),(2 799.69916),(3 821.71295),(4 867.1347),(5 899.274),(6 922.21063),(7 949.72626),(8 977.38763),(9 986.04376),(10 1000.4189),(11 1029.9478),(12 1036.8976),(13 1041.1008),(14 1068.5719),(15 1116.365),(16 1112.6836),(17 1145.5046),(18 1140.6539),(19 1151.379),(20 1169.0277),(21 1175.0897),(22 1182.4762),(23 1187.9188),(24 1200.3367),(25 1199.3931),(26 1220.9537),(27 1230.1627),(28 1217.2959),(29 1225.3619),(30 1222.8672),(31 1241.6125),(32 1220.6659),(33 1231.4889),(34 1254.4485),(35 1242.2861),(36 1245.8524),(37 1251.9286),(38 1244.178),(39 1251.8972),(40 1263.5363),(41 1258.1428),(42 1248.569),(43 1256.1527),(44 1263.3196),(45 1253.14),(46 1250.4248),(47 1251.314),(48 1258.156),(49 1271.4948),(50 1280.5966),(51 1267.1514),(52 1253.4181),(53 1245.7435),(54 1249.5409),(55 1241.4734),(56 1242.6182),(57 1233.6353),(58 1237.149),(59 1231.1404),(60 1226.775),(61 1225.5604),(62 1239.344),(63 1232.9142),(64 1246.697),(65 1246.219),(66 1244.8862),(67 1238.0951),(68 1245.1523),(69 1255.746),(70 1257.5753),(71 1243.6975),(72 1236.2584),(73 1232.5936),(74 1223.5558),(75 1243.7163),(76 1242.3136),(77 1237.3297),(78 1230.523),(79 1240.868),
(1 631.32733),(2 774.736),(3 806.8168),(4 855.4223),(5 879.30597),(6 909.24023),(7 932.9544),(8 959.45764),(9 984.23505),(10 1017.116),(11 1038.7349),(12 1044.8502),(13 1075.9047),(14 1101.888),(15 1122.1923),(16 1124.718),(17 1163.8085),(18 1166.6287),(19 1176.4446),(20 1198.2236),(21 1194.2645),(22 1210.7317),(23 1218.3854),(24 1217.4832),(25 1223.4502),(26 1242.7281),(27 1262.8188),(28 1257.1808),(29 1252.9741),(30 1248.3755),(31 1250.75),(32 1245.2795),(33 1264.6161),(34 1283.57),(35 1279.0703),(36 1292.2278),(37 1300.14),(38 1282.4086),(39 1296.8864),(40 1293.1073),(41 1295.0983),(42 1297.9858),(43 1301.3107),(44 1301.9691),(45 1291.5133),(46 1314.4873),(47 1308.8665),(48 1316.6478),(49 1302.9419),(50 1283.328),(51 1281.3882),(52 1266.841),(53 1262.0067),(54 1260.83),(55 1247.2375),(56 1238.7319),(57 1230.7753),(58 1237.4608),(59 1231.4653),(60 1217.2604),(61 1222.8805),(62 1216.9344),(63 1209.6968),(64 1214.0353),(65 1218.466),(66 1215.3317),(67 1229.3702),(68 1225.5591),(69 1243.9355),(70 1242.648),(71 1237.6013),(72 1233.831),(73 1220.6383),(74 1219.7445),(75 1217.6299),(76 1229.9308),(77 1232.1246),(78 1229.0779),(79 1231.9734),
(1 621.1868),(2 770.236),(3 798.4383),(4 849.7191),(5 877.95337),(6 910.3795),(7 929.79407),(8 958.6012),(9 978.20245),(10 1005.75824),(11 1021.9431),(12 1049.0348),(13 1063.499),(14 1093.1323),(15 1102.5288),(16 1126.3854),(17 1149.4832),(18 1144.9697),(19 1143.7743),(20 1175.3927),(21 1190.6758),(22 1188.397),(23 1189.5308),(24 1188.7944),(25 1198.1396),(26 1204.5736),(27 1204.9131),(28 1218.9546),(29 1221.8905),(30 1228.4207),(31 1225.3313),(32 1228.0823),(33 1212.9415),(34 1231.4688),(35 1214.6498),(36 1216.4813),(37 1238.8303),(38 1249.5479),(39 1257.0303),(40 1252.8297),(41 1249.5924),(42 1245.029),(43 1247.7057),(44 1250.0746),(45 1272.3368),(46 1259.3064),(47 1227.3749),(48 1221.2799),(49 1227.4916),(50 1221.9758),(51 1224.8962),(52 1219.6506),(53 1220.3376),(54 1221.0237),(55 1212.462),(56 1211.5621),(57 1197.7839),(58 1194.0613),(59 1177.4607),(60 1183.3772),(61 1172.4845),(62 1171.0431),(63 1170.3184),(64 1171.647),(65 1165.5013),(66 1168.3839),(67 1182.0254),(68 1169.974),(69 1189.3046),(70 1191.48),(71 1180.1149),(72 1187.8297),(73 1178.3279),(74 1175.4797),(75 1182.7329),(76 1175.2953),(77 1184.5817),(78 1193.7948),(79 1187.2649),
