1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 9481.581),(2 18127.023),(3 39478.32),(4 57872.375),(5 86120.914),(6 111008.336),(7 144494.45),(8 174072.73),(9 213735.77),(10 247733.42),(11 290072.6),(12 328987.44),(13 377512),(14 422453.5),(15 477876.66),(16 529414.9),(17 592132),(18 651562.8),(19 719114.3),(20 786711.8),(21 867741.06),(22 955897.2),(23 1060782.4),(24 1168005.9),(25 1289902.9),(26 1412208),(27 1554034.4),(28 1703572.6),(29 1875565.6),(30 2044097.4),(31 2235660.8),(32 2431278.3),(33 2621840.8),(34 2791202),(35 2964467.3),(36 3134525.3),(37 3309963),(38 3487600.8),(39 3679160),(40 3860073),(41 4051022),(42 4252239.5),(43 4449972.5),(44 4639570.5),(45 4828909),(46 5006564),(47 5205858.5),(48 5392168.5),(49 5579575.5),(50 5769668.5),(51 5958550.5),(52 6143808),(53 6333697.5),(54 6509206),(55 6716504),(56 6917448),(57 7120712),(58 7315674.5),(59 7494668),(60 7661336.5),(61 7842574.5),(62 7968258.5),(63 8093457.5),(64 8211676),(65 8312789.5),(66 8406401),(67 8486261),(68 8543316),(69 8587498),(70 8600792),(71 8612488),(72 8596220),(73 8569201),(74 8515993),(75 8464940),(76 8379668.5),(77 8308587.5),(78 8219953.5),(79 8156474.5),
(1 60.08078),(2 66.53142),(3 67.37834),(4 68.90532),(5 70.521255),(6 74.43808),(7 74.03408),(8 76.81039),(9 76.78304),(10 77.189445),(11 79.56783),(12 79.60041),(13 78.902176),(14 80.000786),(15 81.39218),(16 81.649155),(17 80.72788),(18 82.17637),(19 81.53344),(20 82.22834),(21 82.2132),(22 82.03881),(23 83.49382),(24 83.3356),(25 83.44206),(26 82.94007),(27 84.86787),(28 85.475845),(29 84.62797),(30 84.56044),(31 83.316956),(32 83.616806),(33 84.88867),(34 84.695305),(35 83.92751),(36 83.91274),(37 82.402626),(38 83.009865),(39 83.659744),(40 83.71227),(41 83.87093),(42 83.24156),(43 82.97589),(44 82.5732),(45 83.42897),(46 83.70742),(47 83.101074),(48 81.76381),(49 81.157936),(50 81.660515),(51 81.417946),(52 81.769295),(53 82.714096),(54 82.10863),(55 82.84249),(56 82.72241),(57 81.67678),(58 81.26433),(59 81.12089),(60 80.34521),(61 80.10412),(62 80.76047),(63 81.36684),(64 81.01994),(65 80.14231),(66 79.48101),(67 78.73476),(68 79.44286),(69 80.27887),(70 79.66083),(71 78.80748),(72 78.68894),(73 80.44157),(74 80.49091),(75 81.612236),(76 81.66319),(77 80.54393),(78 81.26331),(79 81.600525),
(1 56.629623),(2 63.751846),(3 65.804245),(4 67.7975),(5 68.995575),(6 71.63371),(7 73.65655),(8 75.119316),(9 75.32377),(10 76.223076),(11 76.91843),(12 77.24269),(13 77.872086),(14 78.152954),(15 78.902565),(16 78.010605),(17 78.53425),(18 78.87308),(19 78.85457),(20 80.53712),(21 79.74214),(22 79.73659),(23 80.781494),(24 80.05438),(25 80.57819),(26 81.35953),(27 81.55198),(28 82.15535),(29 81.5294),(30 81.23656),(31 81.35665),(32 82.26888),(33 82.76041),(34 82.78741),(35 82.79476),(36 82.8417),(37 82.65206),(38 83.50249),(39 83.61611),(40 83.947845),(41 83.41662),(42 82.50861),(43 83.27682),(44 82.77864),(45 82.83201),(46 82.832405),(47 82.708435),(48 81.36995),(49 80.93807),(50 81.79846),(51 80.94488),(52 81.058716),(53 80.27695),(54 80.84891),(55 80.75683),(56 81.63573),(57 80.6755),(58 80.31294),(59 80.44741),(60 79.02864),(61 77.84567),(62 77.986244),(63 79.12119),(64 78.77858),(65 78.11445),(66 78.34419),(67 78.561104),(68 78.843575),(69 78.37508),(70 78.76526),(71 79.07514),(72 78.41127),(73 78.50842),(74 79.37063),(75 79.13475),(76 80.00865),(77 78.98197),(78 78.65349),(79 79.89421),
(1 55.956333),(2 64.31148),(3 65.0233),(4 67.25487),(5 68.58908),(6 71.071724),(7 72.195045),(8 73.67957),(9 73.99461),(10 74.690834),(11 76.99351),(12 75.880035),(13 77.07211),(14 76.208084),(15 77.48726),(16 77.09308),(17 78.08602),(18 78.398),(19 79.256096),(20 78.309875),(21 80.08585),(22 79.828354),(23 79.742165),(24 79.0863),(25 79.35953),(26 80.03264),(27 79.86713),(28 78.775055),(29 79.63733),(30 80.72753),(31 79.809746),(32 79.455666),(33 80.41088),(34 80.3213),(35 79.59091),(36 79.38655),(37 79.45939),(38 79.94),(39 79.909515),(40 80.66639),(41 80.76193),(42 79.73861),(43 79.76711),(44 80.337456),(45 79.65635),(46 80.09727),(47 80.47344),(48 80.49882),(49 79.68055),(50 80.34038),(51 79.25599),(52 79.71139),(53 80.313324),(54 78.73362),(55 80.913826),(56 80.93092),(57 79.77285),(58 79.566246),(59 79.148415),(60 78.746544),(61 78.40068),(62 77.46365),(63 78.30696),(64 78.49283),(65 76.743286),(66 77.54685),(67 77.751976),(68 78.421974),(69 78.40538),(70 78.16612),(71 77.92714),(72 77.18714),(73 77.88505),(74 79.0816),(75 79.22481),(76 79.42195),(77 79.27293),(78 79.33834),(79 79.75463),
(1 56.010254),(2 61.832127),(3 62.645893),(4 66.083435),(5 65.54548),(6 69.2852),(7 69.15205),(8 71.119804),(9 71.48497),(10 71.88861),(11 73.6166),(12 73.43872),(13 74.37873),(14 74.23035),(15 74.37104),(16 75.63698),(17 76.34907),(18 76.71852),(19 76.762596),(20 78.171036),(21 78.93142),(22 77.81078),(23 78.57723),(24 78.29896),(25 76.77996),(26 78.92902),(27 79.353874),(28 79.82348),(29 79.12675),(30 79.5865),(31 80.16912),(32 80.39054),(33 79.24728),(34 80.3148),(35 79.33627),(36 79.063934),(37 79.31793),(38 80.23091),(39 79.3583),(40 78.898674),(41 78.80749),(42 78.84242),(43 78.29576),(44 78.18324),(45 78.96341),(46 78.16906),(47 78.205376),(48 78.24191),(49 76.928085),(50 76.9137),(51 76.89778),(52 77.02455),(53 76.30694),(54 76.28777),(55 76.535706),(56 77.41065),(57 77.0067),(58 76.664),(59 77.58466),(60 77.11803),(61 76.33554),(62 75.23066),(63 75.47369),(64 76.877785),(65 75.503334),(66 75.21222),(67 75.61895),(68 75.26219),(69 75.63758),(70 74.27015),(71 74.371735),(72 75.81929),(73 76.36937),(74 76.045334),(75 77.09144),(76 77.37116),(77 77.01185),(78 75.651245),(79 76.80873),
(1 55.56389),(2 61.362392),(3 62.57724),(4 64.786316),(5 65.70915),(6 67.51904),(7 67.67343),(8 69.16635),(9 70.757774),(10 71.71959),(11 72.61079),(12 72.86207),(13 71.9836),(14 72.28196),(15 73.38137),(16 74.0617),(17 74.68888),(18 74.37604),(19 75.09067),(20 74.83705),(21 75.152016),(22 75.160286),(23 75.37611),(24 76.49533),(25 74.8455),(26 77.176056),(27 76.6505),(28 77.24304),(29 77.47845),(30 77.47182),(31 77.664154),(32 77.98911),(33 77.515335),(34 76.83729),(35 76.92634),(36 76.59904),(37 75.56735),(38 76.50725),(39 76.92084),(40 77.40902),(41 77.537025),(42 76.68553),(43 77.96878),(44 77.62237),(45 76.23313),(46 77.11999),(47 76.065),(48 77.035355),(49 76.70441),(50 76.88026),(51 77.080414),(52 76.18094),(53 77.06679),(54 76.784386),(55 76.33784),(56 77.580765),(57 76.07195),(58 76.19971),(59 76.531334),(60 75.79089),(61 75.56404),(62 75.57352),(63 74.58129),(64 74.80822),(65 74.25507),(66 74.68075),(67 74.494415),(68 74.63765),(69 74.120674),(70 74.058815),(71 74.6269),(72 73.90548),(73 74.091324),(74 73.99102),(75 75.74977),(76 74.89825),(77 74.90512),(78 75.00779),(79 75.66839),
(1 54.840755),(2 60.821053),(3 63.184273),(4 65.17885),(5 67.1197),(6 67.574875),(7 68.03586),(8 69.72964),(9 71.024864),(10 71.657036),(11 72.777725),(12 71.308815),(13 72.011696),(14 71.88727),(15 73.28582),(16 73.51605),(17 73.469604),(18 74.9923),(19 74.98358),(20 75.197914),(21 74.91727),(22 75.75045),(23 75.31155),(24 75.81156),(25 76.401855),(26 76.14929),(27 76.81656),(28 77.94683),(29 77.22308),(30 77.13168),(31 76.7647),(32 76.691414),(33 77.06118),(34 77.23926),(35 77.84535),(36 77.94667),(37 78.44405),(38 77.85501),(39 78.21504),(40 77.59049),(41 77.30853),(42 77.748604),(43 77.43595),(44 77.32964),(45 78.37537),(46 78.01694),(47 77.639885),(48 77.19895),(49 76.85045),(50 76.62409),(51 76.520546),(52 75.308205),(53 76.44766),(54 76.2386),(55 75.91082),(56 76.415245),(57 75.44406),(58 75.380875),(59 75.55905),(60 74.89336),(61 74.978546),(62 73.908714),(63 74.27045),(64 74.36848),(65 74.22621),(66 73.76641),(67 74.45434),(68 73.66352),(69 73.64873),(70 73.58518),(71 73.69447),(72 73.98057),(73 74.881615),(74 74.16427),(75 75.59403),(76 75.8862),(77 76.068596),(78 75.89742),(79 76.79483),
(1 54.39153),(2 60.65725),(3 61.222393),(4 63.41344),(5 64.92733),(6 66.63152),(7 67.08692),(8 69.6267),(9 69.442055),(10 70.12823),(11 70.83566),(12 70.13678),(13 71.65171),(14 72.18199),(15 73.220955),(16 72.76392),(17 73.5158),(18 74.40453),(19 75.20587),(20 75.23617),(21 75.607574),(22 75.84411),(23 75.50267),(24 75.82621),(25 76.268585),(26 76.25518),(27 75.89979),(28 76.703354),(29 76.81034),(30 77.36724),(31 76.55987),(32 77.341194),(33 77.658676),(34 77.37233),(35 76.19599),(36 76.21142),(37 76.079994),(38 76.09063),(39 75.88307),(40 76.531654),(41 77.065674),(42 77.0627),(43 76.089134),(44 75.13348),(45 76.56917),(46 76.35452),(47 75.85959),(48 75.86656),(49 74.578674),(50 75.26217),(51 74.4346),(52 74.02557),(53 74.52289),(54 73.77351),(55 73.604965),(56 73.2243),(57 74.23053),(58 72.93275),(59 74.326904),(60 73.2239),(61 72.72889),(62 72.7797),(63 73.61088),(64 72.133484),(65 73.10781),(66 73.360405),(67 73.17155),(68 72.37451),(69 72.40803),(70 71.93367),(71 71.90047),(72 72.41484),(73 72.63608),(74 72.59608),(75 74.431755),(76 74.25577),(77 73.42998),(78 73.03223),(79 74.4328),
(1 54.30692),(2 60.353577),(3 61.56333),(4 63.959972),(5 65.246864),(6 67.42635),(7 68.242294),(8 69.093994),(9 69.125786),(10 71.09759),(11 71.00255),(12 70.11155),(13 71.483376),(14 71.6911),(15 72.9701),(16 73.65019),(17 73.50335),(18 73.99866),(19 74.255226),(20 73.637),(21 74.10595),(22 74.25291),(23 74.00845),(24 74.32816),(25 74.35727),(26 75.179695),(27 74.94685),(28 74.614456),(29 75.06347),(30 75.86289),(31 75.147766),(32 75.45907),(33 75.907104),(34 75.27661),(35 75.9646),(36 76.068665),(37 75.875984),(38 75.697235),(39 76.67185),(40 75.798744),(41 76.39278),(42 75.07576),(43 75.444),(44 75.61197),(45 76.628044),(46 75.73495),(47 75.41832),(48 76.126144),(49 75.42632),(50 74.90466),(51 75.54687),(52 74.66654),(53 74.99132),(54 74.48977),(55 74.972275),(56 74.756714),(57 75.06582),(58 72.938675),(59 73.84096),(60 73.466965),(61 72.99386),(62 72.766),(63 73.49732),(64 72.09787),(65 72.78416),(66 72.78735),(67 72.94622),(68 72.35001),(69 71.858986),(70 72.60496),(71 72.70059),(72 71.83989),(73 72.012985),(74 71.89834),(75 72.89025),(76 71.926926),(77 71.969086),(78 73.15679),(79 73.724304),
(1 54.270607),(2 60.181927),(3 60.899796),(4 64.05638),(5 64.99684),(6 65.963715),(7 68.09113),(8 68.72569),(9 68.92912),(10 70.27823),(11 70.79686),(12 71.043),(13 72.048965),(14 71.79198),(15 71.382866),(16 72.047165),(17 72.58195),(18 73.93738),(19 74.00591),(20 74.29743),(21 73.958336),(22 75.67341),(23 74.518524),(24 73.76512),(25 74.42776),(26 75.01237),(27 75.70261),(28 75.481575),(29 75.37006),(30 76.33389),(31 76.02913),(32 76.46109),(33 75.36072),(34 74.9357),(35 76.09224),(36 76.35519),(37 75.02381),(38 75.19083),(39 76.18571),(40 76.687),(41 75.92741),(42 75.29881),(43 75.97632),(44 75.91663),(45 74.95918),(46 75.48743),(47 74.807655),(48 75.10429),(49 73.85831),(50 74.30228),(51 74.16373),(52 74.452736),(53 73.6971),(54 74.393524),(55 72.85157),(56 74.29289),(57 73.949196),(58 73.15402),(59 73.01845),(60 73.34747),(61 73.30916),(62 73.287415),(63 72.84473),(64 72.06112),(65 71.41404),(66 72.87724),(67 71.788994),(68 72.065895),(69 71.36686),(70 70.51599),(71 71.829666),(72 70.489494),(73 70.34578),(74 71.34168),(75 71.62738),(76 72.13577),(77 72.318085),(78 72.74686),(79 72.52482),
(1 52.511005),(2 57.699753),(3 59.656578),(4 61.484474),(5 62.784363),(6 63.854965),(7 65.52677),(8 66.24533),(9 66.56461),(10 68.294495),(11 67.87344),(12 69.153496),(13 69.49992),(14 68.81332),(15 69.95165),(16 72.1343),(17 71.65216),(18 71.32226),(19 71.99545),(20 71.99959),(21 71.938896),(22 72.65118),(23 72.27624),(24 72.51783),(25 72.8363),(26 73.8276),(27 74.12168),(28 72.22977),(29 73.173645),(30 73.62242),(31 73.471275),(32 73.46723),(33 72.5553),(34 72.569435),(35 72.686745),(36 72.08523),(37 72.4905),(38 71.95429),(39 71.631714),(40 71.73969),(41 72.93699),(42 73.13862),(43 72.63439),(44 73.352684),(45 73.05113),(46 73.728966),(47 72.93275),(48 72.50688),(49 71.68671),(50 71.76453),(51 71.74321),(52 71.60456),(53 71.83619),(54 70.50011),(55 70.65954),(56 71.110504),(57 71.591286),(58 71.1492),(59 71.01552),(60 71.269196),(61 71.009),(62 70.07358),(63 69.89223),(64 70.43551),(65 70.35014),(66 70.526115),(67 70.382416),(68 70.58541),(69 69.838295),(70 69.250465),(71 69.9137),(72 69.11677),(73 70.253815),(74 70.38148),(75 69.80724),(76 70.23652),(77 70.7197),(78 69.928116),(79 70.77338),
(1 51.63412),(2 58.325344),(3 58.703228),(4 60.63498),(5 63.078487),(6 63.93455),(7 64.17593),(8 65.197716),(9 67.1363),(10 68.06485),(11 68.119896),(12 69.32212),(13 70.71253),(14 69.95299),(15 70.84008),(16 70.481865),(17 70.430244),(18 70.71029),(19 71.2517),(20 71.907776),(21 71.50951),(22 72.6282),(23 72.18218),(24 73.377815),(25 72.88749),(26 72.9432),(27 73.21619),(28 72.723015),(29 74.00408),(30 74.41952),(31 73.52706),(32 74.11991),(33 73.825),(34 74.415504),(35 73.93549),(36 74.08886),(37 74.39654),(38 73.69151),(39 74.50512),(40 74.645096),(41 74.83244),(42 75.165016),(43 74.77833),(44 75.23474),(45 74.92978),(46 74.484955),(47 74.411156),(48 73.91394),(49 74.59851),(50 73.27428),(51 73.285324),(52 72.98861),(53 73.25807),(54 72.450005),(55 71.93199),(56 72.92428),(57 72.53848),(58 72.03251),(59 72.44192),(60 71.76524),(61 70.895294),(62 69.85433),(63 70.40504),(64 69.54002),(65 71.13057),(66 71.08017),(67 69.93811),(68 69.75977),(69 70.29322),(70 69.716484),(71 70.59244),(72 71.08034),(73 70.98365),(74 71.047356),(75 71.33206),(76 71.94326),(77 71.506874),(78 72.163795),(79 72.74582),
(1 50.1874),(2 55.60258),(3 56.897194),(4 59.431606),(5 60.55883),(6 61.288193),(7 61.87973),(8 63.682873),(9 63.69345),(10 65.16671),(11 65.30684),(12 65.46315),(13 66.96342),(14 66.43271),(15 66.59664),(16 67.4131),(17 67.59511),(18 68.18637),(19 68.7954),(20 67.505745),(21 68.32997),(22 68.76355),(23 68.354126),(24 67.88751),(25 68.103195),(26 67.920364),(27 70.07799),(28 69.358826),(29 69.56006),(30 69.42257),(31 70.36794),(32 70.52852),(33 70.858635),(34 71.596306),(35 70.629265),(36 70.98111),(37 70.09612),(38 70.63682),(39 71.107155),(40 70.605515),(41 70.87849),(42 70.94175),(43 70.3884),(44 70.5102),(45 70.00232),(46 70.089165),(47 70.09888),(48 70.227486),(49 70.021774),(50 68.76184),(51 69.41018),(52 69.49116),(53 69.19952),(54 69.30704),(55 69.34842),(56 69.03794),(57 68.43096),(58 67.66535),(59 67.43204),(60 67.53822),(61 66.06083),(62 66.67749),(63 66.536545),(64 67.27989),(65 66.42711),(66 67.21471),(67 66.794785),(68 66.96058),(69 66.26329),(70 67.05917),(71 67.536575),(72 66.67901),(73 66.45646),(74 66.95571),(75 67.801926),(76 66.897255),(77 67.03574),(78 67.70408),(79 69.177284),
(1 50.82251),(2 55.806267),(3 58.31325),(4 59.499744),(5 61.884987),(6 62.393425),(7 63.75986),(8 64.62224),(9 65.24134),(10 66.263145),(11 66.402016),(12 66.12662),(13 66.51989),(14 66.72604),(15 68.429146),(16 69.32335),(17 69.29068),(18 69.98513),(19 70.101074),(20 69.834404),(21 69.84177),(22 70.07173),(23 71.05046),(24 70.99772),(25 70.74917),(26 71.52924),(27 70.57382),(28 70.8536),(29 69.96107),(30 70.2717),(31 71.54833),(32 70.93544),(33 71.18596),(34 70.63444),(35 70.95755),(36 70.87371),(37 71.06708),(38 70.09285),(39 69.99288),(40 70.62689),(41 70.715836),(42 70.636215),(43 69.65853),(44 69.49067),(45 69.9896),(46 69.28349),(47 69.78753),(48 68.99886),(49 68.77365),(50 70.20839),(51 69.00421),(52 69.11023),(53 68.59062),(54 68.046776),(55 67.74349),(56 67.67458),(57 67.184044),(58 67.18799),(59 67.96835),(60 67.40965),(61 66.2689),(62 65.61976),(63 66.62905),(64 66.57572),(65 66.10952),(66 65.450134),(67 64.86824),(68 65.47192),(69 65.12624),(70 65.9843),(71 66.0865),(72 66.31485),(73 66.48289),(74 67.649536),(75 67.61117),(76 67.41535),(77 68.01323),(78 68.31355),(79 68.11211),
(1 49.721836),(2 55.08418),(3 57.002556),(4 57.69933),(5 60.42095),(6 62.37046),(7 62.542305),(8 63.245422),(9 64.49834),(10 65.59814),(11 65.94066),(12 66.50127),(13 66.56116),(14 66.890656),(15 66.578674),(16 68.11717),(17 67.52832),(18 67.72853),(19 68.147385),(20 68.697815),(21 68.01032),(22 69.0482),(23 69.21713),(24 70.378265),(25 68.85383),(26 70.23513),(27 70.079216),(28 70.90903),(29 70.2915),(30 71.33705),(31 70.93543),(32 70.697014),(33 71.18209),(34 71.05149),(35 70.802666),(36 70.95647),(37 71.5328),(38 70.74154),(39 71.10658),(40 71.676605),(41 71.429794),(42 70.254196),(43 71.128624),(44 70.55279),(45 71.026306),(46 70.91764),(47 70.26403),(48 70.278595),(49 70.43581),(50 69.77776),(51 69.09984),(52 69.80143),(53 69.74952),(54 69.34711),(55 69.15461),(56 69.56556),(57 69.77567),(58 68.273796),(59 68.75341),(60 68.707504),(61 68.36648),(62 67.36448),(63 67.37601),(64 67.419754),(65 66.24003),(66 65.619125),(67 66.23753),(68 65.07377),(69 65.94529),(70 65.530365),(71 65.67364),(72 66.271),(73 66.810425),(74 66.62628),(75 67.49748),(76 68.0795),(77 67.61192),(78 69.0374),(79 69.28717),
(1 48.66636),(2 53.744328),(3 55.464077),(4 56.76304),(5 57.969166),(6 60.019806),(7 61.007145),(8 61.562454),(9 62.067467),(10 62.883137),(11 63.443512),(12 63.072796),(13 64.88867),(14 65.80093),(15 66.70349),(16 65.55965),(17 65.67072),(18 66.12411),(19 66.568115),(20 66.86296),(21 66.703255),(22 67.63161),(23 68.10759),(24 68.16404),(25 68.400345),(26 69.30437),(27 68.63144),(28 67.78334),(29 67.73135),(30 68.704475),(31 68.40831),(32 68.202644),(33 67.93348),(34 68.55655),(35 68.03977),(36 66.83116),(37 67.759514),(38 67.92887),(39 67.796936),(40 67.2863),(41 68.721016),(42 67.29953),(43 67.39443),(44 67.99626),(45 67.50822),(46 67.40685),(47 66.404144),(48 66.5099),(49 66.60608),(50 66.50044),(51 66.38328),(52 66.52146),(53 67.04605),(54 66.37801),(55 65.75819),(56 66.424965),(57 66.04731),(58 66.000145),(59 64.977036),(60 65.585144),(61 64.68215),(62 64.64607),(63 64.865814),(64 64.17908),(65 64.02432),(66 63.98126),(67 64.35096),(68 63.45045),(69 64.01767),(70 63.68454),(71 64.34898),(72 64.38422),(73 64.68192),(74 64.81149),(75 64.44886),(76 65.57813),(77 67.090225),(78 66.3975),(79 66.781555),
(1 49.353672),(2 53.934235),(3 55.667267),(4 58.32538),(5 58.71877),(6 60.413265),(7 61.600925),(8 62.799976),(9 63.23493),(10 63.705227),(11 63.571278),(12 63.90211),(13 64.80376),(14 65.50387),(15 65.247635),(16 66.38373),(17 66.71895),(18 67.14565),(19 67.97257),(20 67.37987),(21 67.5557),(22 67.336),(23 68.73011),(24 68.25161),(25 68.37251),(26 69.08702),(27 70.166435),(28 68.68783),(29 68.37847),(30 68.465866),(31 68.50413),(32 67.57168),(33 67.913704),(34 68.38236),(35 68.283165),(36 67.61929),(37 67.81389),(38 68.26125),(39 67.56818),(40 66.98215),(41 67.120544),(42 67.461494),(43 66.45986),(44 67.63698),(45 67.731285),(46 67.54077),(47 66.86178),(48 66.427765),(49 66.40709),(50 65.68031),(51 65.54488),(52 65.9),(53 65.22852),(54 65.52647),(55 66.32512),(56 66.4188),(57 66.549934),(58 65.53126),(59 64.84143),(60 65.08285),(61 65.28494),(62 64.250465),(63 64.71148),(64 64.753204),(65 64.56247),(66 63.615837),(67 63.946823),(68 63.52985),(69 63.948997),(70 63.63737),(71 63.49065),(72 63.816498),(73 63.4382),(74 63.785995),(75 63.30586),(76 62.662247),(77 63.290413),(78 64.13644),(79 64.42056),
(1 47.968323),(2 52.47862),(3 54.91174),(4 55.21779),(5 56.40275),(6 58.220787),(7 59.06083),(8 60.016735),(9 60.34102),(10 61.42763),(11 62.503902),(12 62.515415),(13 63.303158),(14 63.29774),(15 64.51711),(16 65.01362),(17 63.878983),(18 64.09838),(19 64.9161),(20 64.6264),(21 64.64771),(22 65.27969),(23 64.94868),(24 64.400856),(25 65.54593),(26 66.92558),(27 65.736015),(28 65.96724),(29 65.95092),(30 65.56997),(31 65.89566),(32 66.387344),(33 65.07614),(34 65.83361),(35 65.86881),(36 66.14385),(37 66.41856),(38 66.098465),(39 66.42815),(40 65.74324),(41 66.241844),(42 65.853806),(43 65.93701),(44 65.65309),(45 65.35272),(46 65.51291),(47 65.58219),(48 65.00108),(49 65.11881),(50 65.63731),(51 64.67088),(52 64.80989),(53 65.40584),(54 65.516075),(55 64.836716),(56 65.810555),(57 65.6086),(58 65.27588),(59 63.8662),(60 63.83914),(61 63.314457),(62 62.681023),(63 62.737907),(64 62.03681),(65 62.13327),(66 61.740326),(67 62.22999),(68 62.10895),(69 62.972713),(70 61.737724),(71 62.308624),(72 63.334137),(73 63.381992),(74 63.617466),(75 64.22845),(76 64.389595),(77 64.909225),(78 65.697044),(79 65.09895),
