1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 59108.8),(2 78669.65),(3 68071.86),(4 146341.05),(5 201460.89),(6 220042.92),(7 307908.06),(8 381273.4),(9 388765.22),(10 498230.6),(11 642296.44),(12 697813.94),(13 840934.06),(14 960951),(15 1014140.3),(16 1163041.5),(17 1271265.4),(18 1320989.6),(19 1447004),(20 1555239.9),(21 1603558.4),(22 1744504),(23 1876976.4),(24 1929126.5),(25 2075434.4),(26 2195303.3),(27 2249982.8),(28 2398073.8),(29 2495543),(30 2537784.3),(31 2687659.8),(32 2779249.8),(33 2788608.8),(34 2910044.8),(35 2991891.3),(36 3009532),(37 3145074.8),(38 3238131.3),(39 3253845),(40 3396923.8),(41 3507438),(42 3553832),(43 3721439),(44 3825260),(45 3873372.8),(46 4032419.3),(47 4160113.3),(48 4210441.5),(49 4375042),(50 4512070),(51 4597553.5),(52 4797761),(53 4975184.5),(54 5070390),(55 5279804.5),(56 5443605.5),(57 5535370.5),(58 5715626),(59 5864248.5),(60 5947752),(61 6141901.5),(62 6299973.5),(63 6387509.5),(64 6593404),(65 6740702.5),(66 6848274),(67 7052922.5),(68 7229432),(69 7346946.5),(70 7569500.5),(71 7735840),(72 7871044),(73 8088137.5),(74 8240083.5),(75 8381972),(76 8580481),(77 8721629),(78 8860059),(79 9094371),
(1 1215.1603),(2 2080.9546),(3 2585.9868),(4 2970.2292),(5 3279.459),(6 3534.2112),(7 3705.858),(8 3886.666),(9 4021.7322),(10 4171.442),(11 4319.485),(12 4450.1475),(13 4608.1475),(14 4699.4404),(15 4769.656),(16 4788.982),(17 4862.9253),(18 4954.9023),(19 4940.9644),(20 4963.848),(21 5002.3345),(22 5055.7056),(23 5090.2725),(24 5082.2637),(25 5096.58),(26 5171.536),(27 5221.958),(28 5284.6978),(29 5296.3066),(30 5248.903),(31 5185.8296),(32 5144.187),(33 5121.2173),(34 5122.8257),(35 5129.855),(36 5094.924),(37 5070.6143),(38 5063.7095),(39 5054.7866),(40 5026.291),(41 5057.1484),(42 5144.811),(43 5132.6357),(44 5106.1206),(45 5085.0977),(46 5018.609),(47 4969.1816),(48 4953.712),(49 4958.8765),(50 5045.071),(51 5077.919),(52 5122.9966),(53 5159.152),(54 5179.7944),(55 5194.734),(56 5157.0464),(57 5071.057),(58 5077.799),(59 5112.135),(60 5145.062),(61 5178.2856),(62 5185.165),(63 5246.495),(64 5253.388),(65 5204.1523),(66 5165.052),(67 5090.1016),(68 5064.7734),(69 5032.704),(70 5004.152),(71 4987.9067),(72 4926.5757),(73 4931.573),(74 4961.3633),(75 5000.8716),(76 4995.7773),(77 4959.562),(78 4946.2393),(79 4980.3735),
(1 1161.6857),(2 1981.5691),(3 2482.465),(4 2831.9063),(5 3110.901),(6 3308.7886),(7 3498.4067),(8 3687.7068),(9 3858.3738),(10 3970.137),(11 4091.0398),(12 4183.37),(13 4263.827),(14 4329.009),(15 4424.8506),(16 4473.3145),(17 4551.531),(18 4592.3896),(19 4650.8813),(20 4694.1035),(21 4719.6914),(22 4743.834),(23 4753.5845),(24 4791.174),(25 4826.9766),(26 4854.417),(27 4922.7534),(28 4950.9004),(29 4936.568),(30 4893.6377),(31 4848.3237),(32 4879.889),(33 4857.4087),(34 4830.758),(35 4813.524),(36 4730.477),(37 4656.176),(38 4634.0313),(39 4621.56),(40 4612.4326),(41 4633.1733),(42 4668.1616),(43 4728.328),(44 4744.417),(45 4729.4907),(46 4721.964),(47 4681.088),(48 4706.459),(49 4722.115),(50 4801.257),(51 4832.6567),(52 4864.008),(53 4881.0566),(54 4893.322),(55 4886.281),(56 4832.5767),(57 4806.496),(58 4817.286),(59 4869.2793),(60 4894.103),(61 4902.2676),(62 4902.791),(63 4918.6587),(64 4884.619),(65 4819.64),(66 4779.632),(67 4710.8433),(68 4691.8477),(69 4653.2964),(70 4596.5635),(71 4521.7764),(72 4450.92),(73 4422.3403),(74 4411.6636),(75 4371.447),(76 4370.4404),(77 4398.8096),(78 4368.4644),(79 4410.389),
(1 1173.0677),(2 2015.998),(3 2527.5728),(4 2882.8438),(5 3162.8503),(6 3356.6858),(7 3555.4014),(8 3770.0095),(9 3925.0762),(10 4007.0854),(11 4107.093),(12 4163.4463),(13 4234.6997),(14 4289.108),(15 4355.1147),(16 4377.844),(17 4418.903),(18 4454.435),(19 4491.998),(20 4514.984),(21 4540.135),(22 4533.3203),(23 4498.7964),(24 4514.3447),(25 4576.2886),(26 4665.2876),(27 4775.735),(28 4803.978),(29 4812.595),(30 4844.227),(31 4797.494),(32 4778.604),(33 4713.5283),(34 4697.039),(35 4666.238),(36 4601.0313),(37 4559.391),(38 4550.0947),(39 4536.2705),(40 4528.9365),(41 4532.818),(42 4536.9644),(43 4551.426),(44 4568.3706),(45 4577.358),(46 4591.426),(47 4607.7417),(48 4621.685),(49 4667.3647),(50 4725.043),(51 4751.381),(52 4785.41),(53 4771.963),(54 4754.712),(55 4762.7964),(56 4756.308),(57 4773.6),(58 4793.841),(59 4846.9937),(60 4881.561),(61 4867.933),(62 4879.437),(63 4865.969),(64 4856.173),(65 4830.551),(66 4765.729),(67 4717.147),(68 4697.934),(69 4700.661),(70 4648.4766),(71 4586.6357),(72 4564.8867),(73 4503.6826),(74 4468.8403),(75 4505.727),(76 4518.4624),(77 4524.0537),(78 4516.535),(79 4555.323),
(1 1178.5072),(2 2041.7358),(3 2555.7097),(4 2906.7424),(5 3205.48),(6 3427.2083),(7 3605.0488),(8 3798.3076),(9 3953.259),(10 4141.904),(11 4286.1836),(12 4350.732),(13 4446.784),(14 4512.4326),(15 4601.198),(16 4629.627),(17 4676.7705),(18 4698.3994),(19 4734.094),(20 4743.164),(21 4780.74),(22 4811.3936),(23 4831.3823),(24 4868.12),(25 4933.397),(26 4959.304),(27 5058.062),(28 5108.0845),(29 5038.4214),(30 5000.364),(31 4943.127),(32 4843.146),(33 4788.8477),(34 4771.1816),(35 4716.977),(36 4661.8765),(37 4676.8135),(38 4692.746),(39 4671.462),(40 4700.7505),(41 4686.536),(42 4723.054),(43 4754.125),(44 4760.101),(45 4754.283),(46 4755.891),(47 4800.1104),(48 4809.489),(49 4826.4795),(50 4867.7314),(51 4868.1387),(52 4857.58),(53 4833.5513),(54 4837.0146),(55 4858.801),(56 4893.9575),(57 4890.741),(58 4890.5796),(59 4903.9087),(60 4954.8247),(61 4946.313),(62 4903.95),(63 4879.8486),(64 4869.137),(65 4814.9814),(66 4777.151),(67 4735.496),(68 4732.7036),(69 4690.4663),(70 4651.5776),(71 4695.8506),(72 4643.3525),(73 4607.885),(74 4643.714),(75 4683.872),(76 4709.772),(77 4735.426),(78 4726.863),(79 4725.337),
(1 1161.9806),(2 1989.7037),(3 2515.159),(4 2875.267),(5 3119.822),(6 3314.7507),(7 3437.1333),(8 3641.2712),(9 3802.5557),(10 3962.8696),(11 4127.159),(12 4193.084),(13 4301.904),(14 4383.8486),(15 4469.265),(16 4527.788),(17 4575.9004),(18 4622.256),(19 4655.036),(20 4668.747),(21 4702.633),(22 4759.4624),(23 4798.2197),(24 4863.626),(25 4865.169),(26 4888.441),(27 4933.2725),(28 4959.1914),(29 4944.227),(30 4928.6396),(31 4888.7983),(32 4786.52),(33 4720.862),(34 4674.8438),(35 4638.319),(36 4592.757),(37 4583.9023),(38 4536.9844),(39 4504.5464),(40 4490.7017),(41 4469.001),(42 4541.9297),(43 4501.449),(44 4466.1313),(45 4457.444),(46 4451.7197),(47 4453.4634),(48 4458.878),(49 4493.6963),(50 4475.3467),(51 4498.6323),(52 4557.0825),(53 4550.015),(54 4527.3306),(55 4560.587),(56 4585.8994),(57 4645.8027),(58 4716.2915),(59 4722.4883),(60 4713.094),(61 4695.2246),(62 4669.722),(63 4652.401),(64 4662.373),(65 4644.019),(66 4591.6187),(67 4577.878),(68 4572.753),(69 4511.813),(70 4470.5337),(71 4453.919),(72 4447.787),(73 4452.896),(74 4476.9937),(75 4490.4497),(76 4477.8755),(77 4487.397),(78 4444.337),(79 4455.014),
(1 1169.3676),(2 1974.7672),(3 2487.5176),(4 2798.2527),(5 3031.9045),(6 3184.5964),(7 3287.6284),(8 3469.9514),(9 3636.5117),(10 3778.8005),(11 3919.8645),(12 3977.4502),(13 4061.4255),(14 4097.6387),(15 4171.2065),(16 4177.7974),(17 4229.5913),(18 4282.3833),(19 4277.512),(20 4317.73),(21 4343.745),(22 4390.9683),(23 4432.023),(24 4447.3677),(25 4474.2827),(26 4481.4756),(27 4559.147),(28 4626.5654),(29 4690.23),(30 4673.861),(31 4635.0254),(32 4576.9424),(33 4559.243),(34 4535.154),(35 4495.392),(36 4439.0215),(37 4424.954),(38 4432.2803),(39 4435.281),(40 4433.3604),(41 4438.7124),(42 4451.608),(43 4454.0425),(44 4449.8267),(45 4419.609),(46 4389.035),(47 4361.009),(48 4349.8145),(49 4376.379),(50 4341.716),(51 4377.457),(52 4369.181),(53 4356.3706),(54 4373.787),(55 4347.1387),(56 4351.6226),(57 4390.2305),(58 4459.581),(59 4484.895),(60 4437.3857),(61 4424.472),(62 4417.591),(63 4405.62),(64 4410.368),(65 4409.717),(66 4350.6865),(67 4337.8525),(68 4327.986),(69 4285.02),(70 4233.5273),(71 4213.4766),(72 4174.72),(73 4188.686),(74 4204.0313),(75 4190.965),(76 4165.7876),(77 4139.7217),(78 4117.415),(79 4109.2627),
(1 1145.3718),(2 1902.513),(3 2344.5537),(4 2636.6946),(5 2867.9272),(6 3005.5056),(7 3097.3225),(8 3261.0046),(9 3394.79),(10 3496.4226),(11 3589.1582),(12 3640.8188),(13 3715.3108),(14 3770.1057),(15 3855.2031),(16 3878.0667),(17 3901.08),(18 3930.3477),(19 3897.7712),(20 3945.683),(21 3998.4885),(22 4046.5671),(23 4066.4832),(24 4071.1362),(25 4089.351),(26 4110.8516),(27 4215.3174),(28 4302.8794),(29 4280.2944),(30 4239.7764),(31 4219.3296),(32 4233.4604),(33 4250.8086),(34 4205.6353),(35 4173.425),(36 4085.5923),(37 4059.9963),(38 4092.5173),(39 4125.003),(40 4143.711),(41 4135.8896),(42 4123.6143),(43 4105.641),(44 4104.071),(45 4083.5452),(46 4049.0227),(47 4106.7383),(48 4154.8584),(49 4194.0313),(50 4183.4546),(51 4207.0723),(52 4212.0693),(53 4213.1274),(54 4181.8545),(55 4160.7393),(56 4192.1636),(57 4216.8955),(58 4209.6963),(59 4181.9004),(60 4127.0845),(61 4105.4644),(62 4094.8398),(63 4100.439),(64 4057.1306),(65 4066.162),(66 4040.98),(67 3997.3398),(68 3993.725),(69 3989.9475),(70 3998.9087),(71 3974.9065),(72 3968.1113),(73 4006.7002),(74 3998.296),(75 4009.4277),(76 3983.2446),(77 3940.9521),(78 3898.0938),(79 3865.2173),
(1 1130.9011),(2 1879.6404),(3 2369.3115),(4 2678.1743),(5 2914.3425),(6 3072.3267),(7 3209.6152),(8 3368.7917),(9 3508.4458),(10 3629.875),(11 3717.199),(12 3796.8416),(13 3901.799),(14 3992.6501),(15 4100.2725),(16 4116.086),(17 4201.19),(18 4231.1504),(19 4219.214),(20 4238.9272),(21 4226.42),(22 4220.743),(23 4246.3486),(24 4246.9937),(25 4273.437),(26 4286.2266),(27 4345.4746),(28 4393.9453),(29 4401.465),(30 4368.0566),(31 4299.6616),(32 4253.525),(33 4224.4463),(34 4192.1133),(35 4169.924),(36 4134.6724),(37 4076.821),(38 4087.1318),(39 4096.658),(40 4126.958),(41 4176.0938),(42 4155.0786),(43 4116.9883),(44 4136.2563),(45 4148.4937),(46 4154.4756),(47 4193.108),(48 4209.0356),(49 4264.798),(50 4290.6885),(51 4337.243),(52 4346.359),(53 4322.5815),(54 4285.5635),(55 4287.5786),(56 4324.618),(57 4361.625),(58 4417.5435),(59 4403.143),(60 4364.658),(61 4349.326),(62 4326.747),(63 4315.736),(64 4290.0337),(65 4275.469),(66 4231.4863),(67 4191.8647),(68 4174.337),(69 4202.058),(70 4186.886),(71 4185.2),(72 4165.2476),(73 4135.598),(74 4109.832),(75 4113.0854),(76 4076.714),(77 4074.6326),(78 4084.8186),(79 4040.3035),
(1 1120.602),(2 1855.1445),(3 2328.318),(4 2663.5884),(5 2936.8564),(6 3148.7568),(7 3322.0444),(8 3506.9724),(9 3645.8572),(10 3871.5144),(11 4010.094),(12 4081.1877),(13 4202.343),(14 4283.4653),(15 4375.182),(16 4381.962),(17 4417.2656),(18 4443.47),(19 4483.448),(20 4502.918),(21 4485.1436),(22 4518.905),(23 4530.9688),(24 4517.4517),(25 4521.6323),(26 4550.2637),(27 4607.973),(28 4633.329),(29 4651.3267),(30 4636.7773),(31 4539.34),(32 4467.4585),(33 4385.886),(34 4362.4775),(35 4339.8696),(36 4278.148),(37 4228.5747),(38 4291.468),(39 4275.643),(40 4295.1626),(41 4346.222),(42 4380.112),(43 4403.82),(44 4428.15),(45 4417.705),(46 4393.543),(47 4437.423),(48 4439.993),(49 4444.255),(50 4427.736),(51 4433.184),(52 4438.522),(53 4412.7915),(54 4370.572),(55 4389.1772),(56 4374.6743),(57 4362.8403),(58 4383.517),(59 4377.171),(60 4400.2246),(61 4395.3423),(62 4355.0654),(63 4383.698),(64 4365.5483),(65 4356.6953),(66 4307.8486),(67 4286.053),(68 4268.5386),(69 4267.419),(70 4276.2944),(71 4251.114),(72 4259.9473),(73 4207.2637),(74 4184.091),(75 4123.9873),(76 4071.6792),(77 4092.6877),(78 4103.0654),(79 4105.8384),
(1 1081.2302),(2 1808.579),(3 2275.9978),(4 2590.0679),(5 2832.4265),(6 3024.418),(7 3174.9292),(8 3373.797),(9 3528.3662),(10 3694.6868),(11 3796.295),(12 3858.083),(13 3951.899),(14 4012.515),(15 4146.8735),(16 4217.5435),(17 4279.235),(18 4309.9907),(19 4337.326),(20 4356.826),(21 4348.349),(22 4385.9365),(23 4438.46),(24 4400.545),(25 4361.2114),(26 4360.8394),(27 4380.8047),(28 4416.3125),(29 4450.5454),(30 4457.9253),(31 4416.57),(32 4328.406),(33 4271.773),(34 4267.734),(35 4249.993),(36 4224.641),(37 4207.922),(38 4240.4),(39 4255.11),(40 4279.334),(41 4263.962),(42 4268.152),(43 4231.9917),(44 4237.2793),(45 4270.8457),(46 4277.147),(47 4341.217),(48 4378.702),(49 4385.3115),(50 4360.907),(51 4394.282),(52 4385.5874),(53 4358.617),(54 4320.773),(55 4323.202),(56 4319.8203),(57 4283.219),(58 4290.539),(59 4276.267),(60 4272.0083),(61 4255.958),(62 4242.8394),(63 4249.2563),(64 4260.4365),(65 4285.016),(66 4262.543),(67 4251.043),(68 4199.529),(69 4163.846),(70 4126.584),(71 4098.075),(72 4062.2944),(73 3999.623),(74 3938.821),(75 3903.8389),(76 3886.7363),(77 3875.2512),(78 3901.3044),(79 3888.9487),
(1 1083.0521),(2 1800.1259),(3 2250.0933),(4 2538.4204),(5 2759.503),(6 2898.297),(7 3013.0745),(8 3223.3887),(9 3358.4841),(10 3517.282),(11 3605.3176),(12 3647.149),(13 3731.733),(14 3799.8708),(15 3888.2822),(16 3923.1663),(17 3992.6235),(18 4024.5894),(19 4046.0742),(20 4039.9026),(21 4063.342),(22 4080.7688),(23 4147.84),(24 4130.3105),(25 4115.4023),(26 4154.4746),(27 4198.468),(28 4200.4585),(29 4200.701),(30 4195.574),(31 4214.9775),(32 4164.635),(33 4105.622),(34 4096.3413),(35 4086.8462),(36 4077.2556),(37 4075.7236),(38 4110.5723),(39 4126.4004),(40 4113.0234),(41 4100.5693),(42 4086.887),(43 4097.233),(44 4101.6143),(45 4111.906),(46 4123.4287),(47 4169.223),(48 4168.877),(49 4159.765),(50 4155.167),(51 4162.041),(52 4126.0674),(53 4118.086),(54 4152.991),(55 4227.5376),(56 4249.0635),(57 4269.894),(58 4272.9478),(59 4220.82),(60 4193.5645),(61 4162.1846),(62 4120.4634),(63 4148.136),(64 4115.315),(65 4103.011),(66 4096.5815),(67 4076.4114),(68 4056.836),(69 4003.7847),(70 3953.8193),(71 3884.0981),(72 3842.3005),(73 3841.16),(74 3823.2349),(75 3803.658),(76 3760.1323),(77 3763.5356),(78 3780.2957),(79 3744.3894),
(1 1100.8513),(2 1845.3379),(3 2307.9722),(4 2610.6453),(5 2812.467),(6 2942.8823),(7 3042.3237),(8 3220.522),(9 3357.2861),(10 3502.608),(11 3595.762),(12 3669.0403),(13 3754.69),(14 3804.0857),(15 3910.7969),(16 3934.5388),(17 3979.607),(18 3999.1147),(19 4002.7673),(20 4031.3062),(21 4026.549),(22 4034.4224),(23 4062.416),(24 4064.246),(25 4021.8079),(26 4049.177),(27 4093.6987),(28 4125.0645),(29 4177.2695),(30 4189.907),(31 4158.4307),(32 4141.1045),(33 4092.3591),(34 4034.051),(35 4015.9592),(36 4021.6638),(37 4060.0923),(38 4086.714),(39 4082.2551),(40 4073.6187),(41 4053.5571),(42 4027.3203),(43 4030.7813),(44 4013.306),(45 4011.1863),(46 4004.856),(47 4025.4868),(48 4035.298),(49 4018.2327),(50 3965.8914),(51 3921.85),(52 3880.708),(53 3886.4937),(54 3920.9778),(55 4014.967),(56 4081.712),(57 4121.2144),(58 4132.1235),(59 4096.5225),(60 4084.122),(61 4061.591),(62 4073.9673),(63 4124.5444),(64 4104.3115),(65 4051.587),(66 4000.2727),(67 3975.7979),(68 3959.789),(69 3924.4197),(70 3913.007),(71 3901.9072),(72 3898.9368),(73 3882.1528),(74 3826.73),(75 3797.95),(76 3770.3481),(77 3703.56),(78 3698.4412),(79 3685.701),
(1 1084.954),(2 1816.9686),(3 2227.9268),(4 2485.0093),(5 2693.468),(6 2823.1128),(7 2923.9973),(8 3076.7134),(9 3210.9922),(10 3306.22),(11 3398.092),(12 3468.5068),(13 3564.435),(14 3614.6855),(15 3737.685),(16 3731.9788),(17 3751.398),(18 3802.706),(19 3810.2324),(20 3869.8777),(21 3905.582),(22 3929.4678),(23 3931.0251),(24 3954.4634),(25 3986.9683),(26 3989.828),(27 4029.8323),(28 4065.1802),(29 4098.5117),(30 4115.066),(31 4099.1475),(32 4042.5562),(33 4039.7568),(34 4008.5242),(35 3977.477),(36 3957.6558),(37 3960.1309),(38 3982.0173),(39 3998.6697),(40 3970.1477),(41 3982.7036),(42 3940.5374),(43 3907.3245),(44 3876.0952),(45 3892.9492),(46 3911.6921),(47 3853.201),(48 3833.2354),(49 3824.943),(50 3819.6401),(51 3779.8625),(52 3730.9998),(53 3730.3813),(54 3768.3174),(55 3791.938),(56 3813.3723),(57 3841.6792),(58 3820.889),(59 3795.9014),(60 3791.4336),(61 3833.3958),(62 3808.6382),(63 3853.0208),(64 3922.6294),(65 3901.8215),(66 3867.6409),(67 3820.8103),(68 3789.82),(69 3790.5164),(70 3782.4448),(71 3736.3455),(72 3694.258),(73 3679.3992),(74 3661.1707),(75 3666.681),(76 3643.7048),(77 3651.0706),(78 3647.9448),(79 3633.8984),
(1 1037.8068),(2 1699.4237),(3 2095.39),(4 2333.569),(5 2512.8018),(6 2637.2568),(7 2705.8406),(8 2837.1426),(9 2988.9348),(10 3106.36),(11 3214.286),(12 3285.5308),(13 3332.2688),(14 3350.8394),(15 3459.8572),(16 3467.8105),(17 3473.2266),(18 3489.3223),(19 3491.7017),(20 3524.2239),(21 3584.0356),(22 3634.923),(23 3657.485),(24 3669.0725),(25 3663.913),(26 3685.275),(27 3766.0671),(28 3811.7427),(29 3854.2078),(30 3862.7754),(31 3848.9465),(32 3814.2036),(33 3790.9224),(34 3785.2078),(35 3793.8127),(36 3764.7146),(37 3735.2583),(38 3736.8506),(39 3732.6357),(40 3717.1125),(41 3722.1648),(42 3721.3406),(43 3670.779),(44 3655.0032),(45 3643.5916),(46 3663.88),(47 3678.6787),(48 3693.6042),(49 3718.2292),(50 3742.5112),(51 3735.0156),(52 3697.4583),(53 3655.0066),(54 3669.838),(55 3711.8154),(56 3729.346),(57 3761.124),(58 3719.528),(59 3688.4692),(60 3684.7627),(61 3690.788),(62 3674.1694),(63 3677.3008),(64 3677.8816),(65 3640.4243),(66 3613.6492),(67 3606.0627),(68 3605.208),(69 3587.267),(70 3543.6992),(71 3497.8438),(72 3467.8591),(73 3470.235),(74 3455.0662),(75 3476.5627),(76 3464.058),(77 3487.632),(78 3468.2122),(79 3499.3215),
(1 1022.2296),(2 1682.9617),(3 2122.2458),(4 2383.9363),(5 2563.6199),(6 2670.011),(7 2734.585),(8 2873.139),(9 3004.0078),(10 3136.3538),(11 3251.898),(12 3356.2383),(13 3402.6929),(14 3418.667),(15 3446.615),(16 3433.713),(17 3485.7085),(18 3487.7087),(19 3498.6707),(20 3504.9807),(21 3505.2654),(22 3526.2703),(23 3539.6824),(24 3546.7266),(25 3576.8767),(26 3628.8955),(27 3677.5986),(28 3728.366),(29 3759.6697),(30 3775.8718),(31 3753.5103),(32 3724.412),(33 3701.518),(34 3691.098),(35 3682.328),(36 3675.733),(37 3656.5967),(38 3666.974),(39 3654.8394),(40 3617.3293),(41 3628.3699),(42 3609.5996),(43 3576.3015),(44 3563.8713),(45 3553.2795),(46 3580.761),(47 3637.9812),(48 3670.6782),(49 3679.3904),(50 3717.1494),(51 3763.5134),(52 3765.618),(53 3792.4556),(54 3822.365),(55 3839.4053),(56 3813.049),(57 3810.8994),(58 3790.4949),(59 3763.2861),(60 3739.4202),(61 3730.753),(62 3696.8638),(63 3719.002),(64 3680.1409),(65 3649.9705),(66 3621.38),(67 3602.2651),(68 3569.1938),(69 3516.7007),(70 3485.5576),(71 3442.1821),(72 3399.7668),(73 3407.2559),(74 3414.9365),(75 3446.833),(76 3451.4426),(77 3483.0012),(78 3532.4102),(79 3574.5525),
(1 1006.9189),(2 1677.03),(3 2079.2522),(4 2359.8638),(5 2558.4817),(6 2691.7668),(7 2779.7363),(8 2950.9297),(9 3078.4187),(10 3199.4082),(11 3271.7192),(12 3309.8855),(13 3396.8389),(14 3416.087),(15 3466.8394),(16 3492.1978),(17 3548.8186),(18 3553.7188),(19 3585.7244),(20 3595.0427),(21 3600.9316),(22 3620.747),(23 3641.7126),(24 3616.4487),(25 3623.7112),(26 3670.624),(27 3677.9912),(28 3681.7395),(29 3695.0608),(30 3683.9219),(31 3666.1067),(32 3667.5735),(33 3660.7349),(34 3687.5278),(35 3701.668),(36 3704.4727),(37 3686.3062),(38 3668.5923),(39 3675.7612),(40 3655.502),(41 3670.1401),(42 3683.0107),(43 3671.7434),(44 3651.724),(45 3665.6345),(46 3708.6443),(47 3748.8472),(48 3781.7798),(49 3786.1565),(50 3798.0957),(51 3769.7815),(52 3763.287),(53 3795.4854),(54 3835.9407),(55 3830.0798),(56 3787.5315),(57 3781.166),(58 3770.6243),(59 3769.5745),(60 3766.1392),(61 3763.1975),(62 3784.2542),(63 3816.4016),(64 3759.2864),(65 3748.8552),(66 3722.8977),(67 3688.8518),(68 3626.3435),(69 3604.8118),(70 3571.5823),(71 3531.2173),(72 3483.5198),(73 3446.0007),(74 3459.9946),(75 3493.4106),(76 3533.5833),(77 3556.502),(78 3638.3599),(79 3622.873),
