1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11462.945),(2 37147.92),(3 75030.195),(4 119878.445),(5 173397.08),(6 229960.19),(7 291694.9),(8 355182.6),(9 418068.84),(10 476375.25),(11 531091.8),(12 577358.3),(13 614807.06),(14 652565),(15 685591),(16 709644.94),(17 735206),(18 742322.8),(19 759621.75),(20 776791.94),(21 790953.8),(22 804295.5),(23 813030.2),(24 827127.8),(25 848751.06),(26 869630.94),(27 899886),(28 934828.25),(29 990585.2),(30 1044786.2),(31 1104995.4),(32 1172073),(33 1244495.4),(34 1314836.4),(35 1391375.8),(36 1462138.6),(37 1541757.4),(38 1608717),(39 1680000),(40 1744774),(41 1821707.6),(42 1888564),(43 1960652.6),(44 2029661.4),(45 2084975.9),(46 2134579),(47 2170400),(48 2185609.3),(49 2214393.3),(50 2229915.3),(51 2257514.5),(52 2270373.8),(53 2294427.3),(54 2326912.8),(55 2378149.3),(56 2411373),(57 2445587.5),(58 2473102.3),(59 2505991.3),(60 2541535.8),(61 2577868),(62 2617213.5),(63 2646270.3),(64 2684767),(65 2725180.3),(66 2756269.5),(67 2819741.3),(68 2879114),(69 2938201.3),(70 2989674),(71 3040069.8),(72 3073438.8),(73 3111904.3),(74 3145615.3),(75 3167358.8),(76 3184993.3),(77 3209357.8),(78 3217822.8),(79 3248281.3),
(1 876.0315),(2 1387.9696),(3 1817.94),(4 2131.9463),(5 2386.5676),(6 2659.2258),(7 2927.4175),(8 3256.2102),(9 3503.0757),(10 3804.469),(11 4080.735),(12 4395.7344),(13 4753.5107),(14 5034.395),(15 5345.5376),(16 5562.662),(17 5839.345),(18 6096.0234),(19 6284.949),(20 6458.424),(21 6572.47),(22 6631.9453),(23 6636.1416),(24 6598.9595),(25 6492.6245),(26 6405.1953),(27 6305.978),(28 6205.539),(29 6091.942),(30 6054.2734),(31 6027.802),(32 6023.4634),(33 6065.777),(34 6100.0605),(35 6137.32),(36 6140.386),(37 6171.9707),(38 6189.2944),(39 6208.5703),(40 6229.9087),(41 6289.3335),(42 6261.511),(43 6274.089),(44 6318.574),(45 6362.9883),(46 6395.3047),(47 6439.041),(48 6449.3076),(49 6391.085),(50 6358.4385),(51 6347.484),(52 6293.982),(53 6280.227),(54 6243.601),(55 6182.4785),(56 6131.7925),(57 6076.265),(58 6038.4497),(59 6035.1147),(60 6040.012),(61 5988.576),(62 5961.562),(63 5869.3643),(64 5846.7515),(65 5832.857),(66 5765.1196),(67 5784.726),(68 5749.7495),(69 5720.9326),(70 5707.824),(71 5726.2925),(72 5707.2886),(73 5722.4727),(74 5726.467),(75 5742.388),(76 5768.481),(77 5749.043),(78 5782.4434),(79 5804.573),
(1 869.42633),(2 1373.5747),(3 1781.2235),(4 2122.908),(5 2383.126),(6 2641.5967),(7 2909.269),(8 3186.6853),(9 3457.894),(10 3753.787),(11 4042.9783),(12 4348.123),(13 4681.8237),(14 4947.8823),(15 5243.0645),(16 5484.37),(17 5744.7163),(18 5991.3994),(19 6170.2944),(20 6407.943),(21 6551.2505),(22 6640.174),(23 6691.3),(24 6676.608),(25 6610.1367),(26 6544.8813),(27 6425.1665),(28 6378.679),(29 6282.346),(30 6256.63),(31 6209.5024),(32 6199.3926),(33 6257.453),(34 6271.9644),(35 6317.599),(36 6356.475),(37 6382.1113),(38 6403.9165),(39 6421.8174),(40 6475.408),(41 6493.1616),(42 6506.136),(43 6521.184),(44 6526.507),(45 6579.5283),(46 6568.794),(47 6575.8228),(48 6573.936),(49 6544.153),(50 6563.989),(51 6542.3193),(52 6513.715),(53 6465.334),(54 6425.8135),(55 6415.0083),(56 6317.2866),(57 6249.0767),(58 6196.956),(59 6192.907),(60 6141.142),(61 6059.3726),(62 6053.9985),(63 5970.191),(64 5943.953),(65 5919.2603),(66 5832.2236),(67 5806.3403),(68 5755.8374),(69 5731.6104),(70 5716.84),(71 5716.8647),(72 5714.856),(73 5720.0117),(74 5733.5923),(75 5798.735),(76 5805.231),(77 5780.804),(78 5795.315),(79 5776.5767),
(1 840.2074),(2 1333.8586),(3 1752.4917),(4 2065.049),(5 2309.8408),(6 2565.9128),(7 2862.7766),(8 3164.38),(9 3450.6685),(10 3766.1587),(11 4056.0059),(12 4354.7456),(13 4705.395),(14 4980.1563),(15 5262.9873),(16 5493.5854),(17 5755.9507),(18 5997.4756),(19 6138.205),(20 6305.856),(21 6436.246),(22 6523.955),(23 6604.4497),(24 6584.757),(25 6529.1724),(26 6478.222),(27 6406.14),(28 6327.1924),(29 6265.3315),(30 6198.158),(31 6146.809),(32 6110.7725),(33 6137.602),(34 6159.907),(35 6200.9243),(36 6268.3193),(37 6325.3047),(38 6343.4434),(39 6354.626),(40 6388.541),(41 6399.5083),(42 6379.878),(43 6367.0444),(44 6369.529),(45 6395.3164),(46 6330.199),(47 6306.595),(48 6276.7075),(49 6226.329),(50 6222.48),(51 6197.1323),(52 6155.8926),(53 6119.6504),(54 6041.4546),(55 5990.278),(56 5880.974),(57 5807.229),(58 5716.588),(59 5650.209),(60 5622.429),(61 5563.3296),(62 5538.4697),(63 5464.203),(64 5462.2007),(65 5442.6606),(66 5364.24),(67 5361.8516),(68 5345.65),(69 5332.154),(70 5326.3164),(71 5320.0176),(72 5340.633),(73 5353.231),(74 5372.935),(75 5431.0474),(76 5463.6465),(77 5478.786),(78 5492.1523),(79 5499.039),
(1 837.3125),(2 1321.512),(3 1726.7617),(4 2025.5385),(5 2268.6624),(6 2518.3145),(7 2789.3765),(8 3082.6567),(9 3338.0447),(10 3614.9583),(11 3879.1921),(12 4178.941),(13 4480.042),(14 4758.034),(15 5013.8413),(16 5239.934),(17 5426.1284),(18 5621.4707),(19 5772.3335),(20 5924.8623),(21 6058.7837),(22 6125.1084),(23 6152.548),(24 6114.333),(25 6031.59),(26 6000.5063),(27 5949.0073),(28 5898.518),(29 5819.123),(30 5775.7554),(31 5749.7886),(32 5772.818),(33 5784.216),(34 5802.271),(35 5831.2617),(36 5878.851),(37 5938.1343),(38 5956.639),(39 6007.0693),(40 6056.914),(41 6080.455),(42 6049.739),(43 6021.138),(44 6011.236),(45 6021.489),(46 6007.9077),(47 6001.155),(48 5913.596),(49 5824.8584),(50 5809.0264),(51 5776.6133),(52 5731.426),(53 5709.705),(54 5634.2056),(55 5605.921),(56 5548.728),(57 5530.0977),(58 5534.7256),(59 5481.5522),(60 5467.2026),(61 5421.6753),(62 5366.726),(63 5292.0376),(64 5273.793),(65 5245.8584),(66 5196.878),(67 5200.53),(68 5160.14),(69 5128.1714),(70 5095.423),(71 5108.433),(72 5132.399),(73 5148.941),(74 5168.66),(75 5181.9424),(76 5222.711),(77 5252.6187),(78 5342.3755),(79 5386.341),
(1 823.24005),(2 1289.0885),(3 1688.5372),(4 1978.2574),(5 2185.5046),(6 2414.3816),(7 2650.944),(8 2887.8618),(9 3088.5886),(10 3319.2476),(11 3565.1743),(12 3830.0466),(13 4110.1724),(14 4367.181),(15 4629.2666),(16 4821.012),(17 5030.687),(18 5244.2676),(19 5434.8584),(20 5566.091),(21 5687.1187),(22 5747.996),(23 5822.9907),(24 5850.394),(25 5830.5234),(26 5814.144),(27 5774.428),(28 5734.091),(29 5679.6445),(30 5678.724),(31 5676.9014),(32 5680.429),(33 5709.3794),(34 5708.4116),(35 5727.1763),(36 5718.858),(37 5722.513),(38 5745.6484),(39 5758.815),(40 5760.2417),(41 5803.2666),(42 5779.36),(43 5772.8325),(44 5767.2764),(45 5787.0166),(46 5798.0684),(47 5772.4136),(48 5720.588),(49 5653.472),(50 5638.812),(51 5624.995),(52 5592.743),(53 5554.9546),(54 5470.2437),(55 5453.107),(56 5418.352),(57 5407.813),(58 5367.9004),(59 5332.2236),(60 5304.7485),(61 5242.232),(62 5204.5894),(63 5178.353),(64 5158.1855),(65 5114.6494),(66 5048.3247),(67 5048.729),(68 5032.6685),(69 5028.125),(70 5024.0156),(71 5035.612),(72 5054.0654),(73 5055.096),(74 5081.314),(75 5113.207),(76 5148.0156),(77 5144.357),(78 5186.7803),(79 5201.33),
(1 809.8116),(2 1262.9564),(3 1669.3718),(4 1936.97),(5 2157.9143),(6 2367.2957),(7 2615.997),(8 2856.249),(9 3087.8381),(10 3332.7856),(11 3560.1907),(12 3804.458),(13 4116.8984),(14 4363.1504),(15 4622.135),(16 4815.2793),(17 5012.3237),(18 5251.4165),(19 5399.6235),(20 5515.9697),(21 5637.1255),(22 5658.5938),(23 5716.777),(24 5692.2896),(25 5624.5117),(26 5597.4897),(27 5529.5576),(28 5456.919),(29 5444.403),(30 5431.5376),(31 5407.6123),(32 5399.7524),(33 5447.757),(34 5462.631),(35 5482.128),(36 5522.2905),(37 5519.3516),(38 5538.6904),(39 5579.159),(40 5616.817),(41 5610.3613),(42 5609.1978),(43 5615.598),(44 5645.3735),(45 5704.1147),(46 5709.7085),(47 5702.259),(48 5679.283),(49 5666.2227),(50 5673.301),(51 5666.4785),(52 5637.394),(53 5615.1016),(54 5540.286),(55 5504.9575),(56 5449.6387),(57 5405.69),(58 5357.5684),(59 5313.3457),(60 5297.17),(61 5204.921),(62 5171.3423),(63 5121.5137),(64 5088.1333),(65 5063.881),(66 4958.3813),(67 4976.2827),(68 4979.767),(69 4976.9834),(70 4948.9297),(71 4927.7695),(72 4942.2217),(73 4950.8965),(74 4978.705),(75 5007.5215),(76 5019.9785),(77 5013.928),(78 5053.6353),(79 5034.6943),
(1 815.9856),(2 1263.1925),(3 1641.0813),(4 1935.341),(5 2173.5593),(6 2379.579),(7 2624.73),(8 2866.6116),(9 3105.692),(10 3372.0823),(11 3594.2957),(12 3848.2185),(13 4160.5615),(14 4376.4863),(15 4636.9023),(16 4838.598),(17 5088.1187),(18 5302.9927),(19 5423.891),(20 5541.1064),(21 5644.141),(22 5690.627),(23 5707.4136),(24 5674.4146),(25 5598.7534),(26 5577.6865),(27 5502.929),(28 5427.467),(29 5359.586),(30 5328.3506),(31 5301.086),(32 5270.7397),(33 5309.8916),(34 5342.2),(35 5393.212),(36 5425.9414),(37 5438.3403),(38 5457.421),(39 5478.763),(40 5512.6084),(41 5540.9194),(42 5568.1035),(43 5573.1763),(44 5599.596),(45 5638.58),(46 5674.6094),(47 5684.843),(48 5646.2173),(49 5611.431),(50 5569.5605),(51 5554.079),(52 5526.79),(53 5496.54),(54 5442.4214),(55 5404.83),(56 5340.634),(57 5306.053),(58 5247.592),(59 5220.8594),(60 5180.931),(61 5116.603),(62 5065.555),(63 5002.3076),(64 4985.3535),(65 4952.329),(66 4873.197),(67 4882.1543),(68 4875.9604),(69 4850.1597),(70 4838.116),(71 4816.299),(72 4858.481),(73 4865.7964),(74 4882.3154),(75 4919.713),(76 4948.9565),(77 4943.415),(78 4976.7837),(79 5022.9385),
(1 794.08154),(2 1244.8896),(3 1616.8944),(4 1890.9877),(5 2112.068),(6 2326.8914),(7 2538.544),(8 2785.4663),(9 3025.4072),(10 3249.1943),(11 3430.9907),(12 3650.87),(13 3897.3433),(14 4122.4824),(15 4368.121),(16 4539.2124),(17 4779.305),(18 5004.0303),(19 5161.3975),(20 5264.371),(21 5345.08),(22 5361.766),(23 5400.0615),(24 5367.349),(25 5282.4717),(26 5260.177),(27 5189.552),(28 5119.5454),(29 5061.4707),(30 5043.2725),(31 5027.821),(32 5014.4277),(33 5069.5806),(34 5078.9175),(35 5107.3306),(36 5139.79),(37 5171.1),(38 5177.2383),(39 5203.8477),(40 5221.8467),(41 5256.4927),(42 5264.411),(43 5269.8647),(44 5316.16),(45 5330.3525),(46 5370.699),(47 5397.8447),(48 5402.348),(49 5360.2124),(50 5333.6885),(51 5320.9077),(52 5299.8477),(53 5273.231),(54 5206.992),(55 5173.5625),(56 5121.82),(57 5080.066),(58 5024.566),(59 4985.111),(60 4968.5527),(61 4926.7065),(62 4883.153),(63 4826.159),(64 4806.3945),(65 4796.6123),(66 4706.9326),(67 4720.266),(68 4720.947),(69 4706.6055),(70 4704.238),(71 4690.121),(72 4701.276),(73 4695.8354),(74 4707.56),(75 4789.481),(76 4821.3745),(77 4830.205),(78 4844.9854),(79 4856.4707),
(1 777.68787),(2 1220.7091),(3 1570.6721),(4 1815.4406),(5 2026.7307),(6 2242.8953),(7 2452.7678),(8 2688.7935),(9 2906.177),(10 3141.6985),(11 3328.8816),(12 3555.7126),(13 3803.3853),(14 3982.3352),(15 4183.9644),(16 4331.003),(17 4510.2217),(18 4669.512),(19 4812.261),(20 4948.9536),(21 5030.264),(22 5050.6523),(23 5107.713),(24 5097.8677),(25 5035.6514),(26 4997.3706),(27 4969.9375),(28 4938.4214),(29 4892.5107),(30 4852.422),(31 4838.3975),(32 4836.7246),(33 4877.7754),(34 4890.7705),(35 4910.759),(36 4943.584),(37 5010.593),(38 5050.6523),(39 5100.336),(40 5140.8706),(41 5158.6924),(42 5141.6895),(43 5159.458),(44 5150.127),(45 5139.3926),(46 5161.127),(47 5200.437),(48 5180.8887),(49 5129.53),(50 5132.629),(51 5123.0996),(52 5115.837),(53 5117.42),(54 5081.9565),(55 5054.1675),(56 5002.7017),(57 4971.07),(58 4934.671),(59 4892.4937),(60 4873.253),(61 4810.7026),(62 4788.2285),(63 4738.848),(64 4704.51),(65 4699.7676),(66 4641.768),(67 4645.6934),(68 4617.1787),(69 4582.7334),(70 4567.2075),(71 4574.854),(72 4554.673),(73 4542.9033),(74 4555.3086),(75 4561.4653),(76 4577),(77 4556.2134),(78 4595.417),(79 4628.5166),
(1 798.4641),(2 1250.7095),(3 1604.9552),(4 1883.0198),(5 2113.3257),(6 2342.3184),(7 2556.1565),(8 2789.9924),(9 2986.3748),(10 3192.2712),(11 3381.9624),(12 3615.665),(13 3865.7761),(14 4060.2786),(15 4285.2715),(16 4464.2017),(17 4690.4106),(18 4895.5215),(19 5032.6377),(20 5182.5645),(21 5280.6387),(22 5311.5107),(23 5355.4316),(24 5314.9927),(25 5272.5083),(26 5240.7524),(27 5200.2534),(28 5154.6953),(29 5088.641),(30 5081.7173),(31 5056.027),(32 5055.7354),(33 5075.685),(34 5080.054),(35 5117.945),(36 5171.0723),(37 5225.4536),(38 5247.373),(39 5245.421),(40 5245.819),(41 5224.463),(42 5212.1187),(43 5213.596),(44 5179.532),(45 5161.6274),(46 5159.4937),(47 5156.9),(48 5140.4688),(49 5096.115),(50 5070.589),(51 5034.6465),(52 5033.8994),(53 5016.8564),(54 4992.6563),(55 4969.3877),(56 4956.1533),(57 4945.7515),(58 4897.544),(59 4882.4937),(60 4857.932),(61 4820.94),(62 4806.6147),(63 4726.3535),(64 4700.1396),(65 4686.516),(66 4621.526),(67 4637.6445),(68 4605.7085),(69 4587.3955),(70 4581.6406),(71 4581.5864),(72 4579.563),(73 4565.3306),(74 4572.4443),(75 4586.2676),(76 4581.9844),(77 4583.6235),(78 4609.1543),(79 4641.6187),
(1 787.8843),(2 1209.2195),(3 1573.1869),(4 1823.6177),(5 2015.2789),(6 2222.1697),(7 2439.386),(8 2674.1277),(9 2870.4436),(10 3069.3645),(11 3259.51),(12 3482.8027),(13 3715.1458),(14 3902.4995),(15 4087.0798),(16 4241.485),(17 4433.7734),(18 4652.1006),(19 4782.351),(20 4923.9663),(21 5041.845),(22 5053.281),(23 5081.939),(24 5024.9243),(25 4970.23),(26 4920.2705),(27 4867.7866),(28 4803.5703),(29 4765.706),(30 4774.347),(31 4764.834),(32 4791.7104),(33 4837.8857),(34 4853.7813),(35 4893.2617),(36 4943.519),(37 4998.382),(38 5041.319),(39 5043.253),(40 5043.928),(41 5038.703),(42 5023.463),(43 5022.7437),(44 5007.3306),(45 5006.2046),(46 5014.488),(47 5026.562),(48 4983.1787),(49 4957.4756),(50 4912.835),(51 4866.9375),(52 4838.96),(53 4810.5635),(54 4766.0103),(55 4732.91),(56 4712.9585),(57 4720.5806),(58 4700.828),(59 4701.9365),(60 4679.01),(61 4610.0117),(62 4584.488),(63 4571.467),(64 4547.827),(65 4545.472),(66 4473.444),(67 4471.011),(68 4450.7197),(69 4429.7295),(70 4423.115),(71 4395.776),(72 4380.5586),(73 4327.7207),(74 4299.4033),(75 4269.4346),(76 4269.3623),(77 4252.944),(78 4279.0786),(79 4264.799),
(1 765.91583),(2 1194.9783),(3 1542.3219),(4 1780.0394),(5 1982.1278),(6 2188.732),(7 2389.4133),(8 2621.2126),(9 2814.4128),(10 2989.679),(11 3175.6099),(12 3412.2368),(13 3663.1873),(14 3850.23),(15 4044.4226),(16 4193.2827),(17 4384.415),(18 4591.802),(19 4710.614),(20 4843.705),(21 4926.9946),(22 4908.056),(23 4936.471),(24 4902.865),(25 4860.582),(26 4823.6196),(27 4826.2783),(28 4797.0596),(29 4810.701),(30 4829.8213),(31 4793.217),(32 4828.3794),(33 4872.6616),(34 4881.0073),(35 4906.141),(36 4938.7964),(37 4953.1323),(38 4972.09),(39 4972.6904),(40 4978.135),(41 4984.0464),(42 4990.286),(43 4970.109),(44 4953.494),(45 4930.983),(46 4932.4863),(47 4926.739),(48 4909.806),(49 4896.353),(50 4897.607),(51 4874.415),(52 4875.583),(53 4864.6675),(54 4839.8105),(55 4828.817),(56 4801.6455),(57 4782.7715),(58 4761.8237),(59 4744.2305),(60 4744.062),(61 4704.517),(62 4685.8647),(63 4665.585),(64 4630.237),(65 4626.0825),(66 4576.2744),(67 4575.4473),(68 4560.508),(69 4542.5327),(70 4539.356),(71 4496.003),(72 4497.823),(73 4477.9844),(74 4484.148),(75 4483.3237),(76 4477.9893),(77 4491.34),(78 4490.895),(79 4467.659),
(1 758.42255),(2 1166.8845),(3 1511.7615),(4 1764.294),(5 1966.9495),(6 2163.4966),(7 2371.7422),(8 2586.5215),(9 2781.4177),(10 2976.7168),(11 3176.3545),(12 3407.259),(13 3633.3657),(14 3834.3784),(15 4000.779),(16 4112.272),(17 4270.7627),(18 4474.182),(19 4598.738),(20 4708.5913),(21 4798.8545),(22 4851.008),(23 4901.2856),(24 4910.014),(25 4893.4106),(26 4893.537),(27 4889.527),(28 4862.23),(29 4842.8716),(30 4895.21),(31 4909.175),(32 4960.462),(33 5020.1807),(34 5044.1563),(35 5049.3804),(36 5085.671),(37 5110.7124),(38 5170.368),(39 5208.2603),(40 5218.5303),(41 5236.868),(42 5207.218),(43 5194.056),(44 5185.7153),(45 5160.5903),(46 5152.7896),(47 5143.0723),(48 5069.248),(49 5068.2114),(50 5053.788),(51 5018.9087),(52 4997.219),(53 4998.93),(54 4912.304),(55 4869.301),(56 4822.8213),(57 4781.6426),(58 4759.2275),(59 4756.823),(60 4736.7383),(61 4699.2783),(62 4690.644),(63 4712.757),(64 4685.768),(65 4681.4854),(66 4618.8037),(67 4638.5757),(68 4632.334),(69 4641.2813),(70 4652.488),(71 4629.058),(72 4651.3413),(73 4655.0537),(74 4626.2144),(75 4621.818),(76 4624.0215),(77 4629.856),(78 4647.449),(79 4650.8896),
(1 755.5341),(2 1159.3828),(3 1517.3818),(4 1746.4795),(5 1956.394),(6 2166.8672),(7 2375.649),(8 2597.7336),(9 2776.9368),(10 2962.6055),(11 3142.0981),(12 3359.5479),(13 3589.2156),(14 3813.3005),(15 3990.8684),(16 4147.772),(17 4333.5293),(18 4499.294),(19 4637.7),(20 4742.1426),(21 4859.547),(22 4907.8633),(23 4929.336),(24 4954.159),(25 4947.3125),(26 4927.3604),(27 4913.4067),(28 4910.1445),(29 4872.565),(30 4906.137),(31 4932.7896),(32 4982.8164),(33 5022.8716),(34 5051.6196),(35 5064.0444),(36 5090.4897),(37 5114.0127),(38 5122.9946),(39 5113.6387),(40 5109.2246),(41 5127.336),(42 5120.483),(43 5101.096),(44 5115.8315),(45 5124.986),(46 5098.33),(47 5083.874),(48 5061.9097),(49 5025.512),(50 5020.973),(51 5011.74),(52 5007.7803),(53 4984.956),(54 4945.6045),(55 4939.6377),(56 4921.4893),(57 4897.779),(58 4873.202),(59 4854.139),(60 4822.255),(61 4815.2783),(62 4801.419),(63 4798.6587),(64 4770.958),(65 4775.239),(66 4714.207),(67 4713.951),(68 4702.1123),(69 4695.821),(70 4689.5693),(71 4679.3257),(72 4683.8145),(73 4680.2227),(74 4675.977),(75 4644.9175),(76 4637.5166),(77 4640.686),(78 4621.235),(79 4606.377),
(1 743.79193),(2 1122.5238),(3 1463.2725),(4 1714.0581),(5 1904.1455),(6 2101.2698),(7 2324.7183),(8 2534.3245),(9 2741.2104),(10 2953.7617),(11 3125.939),(12 3340.3167),(13 3571.3696),(14 3782.5525),(15 4002.7996),(16 4171.3984),(17 4341.875),(18 4522.782),(19 4665.2407),(20 4793.4565),(21 4877.074),(22 4916.2256),(23 4954.598),(24 4935.9556),(25 4896.1665),(26 4842.0596),(27 4820.2827),(28 4790.711),(29 4750.6484),(30 4776.6104),(31 4760.8906),(32 4809.49),(33 4842.986),(34 4870.393),(35 4916.5454),(36 4932.3286),(37 4942.787),(38 4957.932),(39 4987.738),(40 4993.4575),(41 5006.015),(42 5029.0313),(43 5018.7583),(44 5027.718),(45 5064.1694),(46 5039.52),(47 5027.6885),(48 4975.1143),(49 4957.741),(50 4959.542),(51 4943.625),(52 4936.7354),(53 4897.414),(54 4861.2427),(55 4869.3003),(56 4855.9194),(57 4832.805),(58 4818.6396),(59 4785.307),(60 4753.3677),(61 4733.8843),(62 4727.7554),(63 4718.562),(64 4704.4443),(65 4724.2744),(66 4638.6616),(67 4636.6733),(68 4608.885),(69 4594.993),(70 4558.363),(71 4517.7144),(72 4531.473),(73 4536.7656),(74 4549.8755),(75 4522.853),(76 4515.7935),(77 4516.8706),(78 4502.7393),(79 4487.281),
(1 725.133),(2 1104.8804),(3 1399.9122),(4 1616.9672),(5 1812.6473),(6 1996.5778),(7 2199.909),(8 2386.8083),(9 2561.036),(10 2766.5513),(11 2925.2073),(12 3120.2595),(13 3325.2358),(14 3502.2324),(15 3712.0261),(16 3848.0327),(17 4017.4404),(18 4197.9326),(19 4326.6904),(20 4424.64),(21 4507.774),(22 4542.679),(23 4574.1597),(24 4538.9595),(25 4538.7163),(26 4529.6963),(27 4549.9146),(28 4541.721),(29 4546.0303),(30 4570.569),(31 4567.6646),(32 4607.4443),(33 4661.0415),(34 4693.7505),(35 4751.928),(36 4790.863),(37 4803.38),(38 4802.2773),(39 4817.27),(40 4804.8657),(41 4810.807),(42 4807.1367),(43 4823.1177),(44 4842.24),(45 4859.9634),(46 4828.1733),(47 4793.2046),(48 4737.54),(49 4696.464),(50 4637.3696),(51 4585.608),(52 4559.9844),(53 4524.639),(54 4480.1367),(55 4463.5894),(56 4446.09),(57 4401.8833),(58 4376.334),(59 4337.4927),(60 4294.924),(61 4254.25),(62 4257.5615),(63 4254.961),(64 4211.744),(65 4194.2397),(66 4125.974),(67 4098.9194),(68 4072.4075),(69 4084.4507),(70 4082.5088),(71 4081.9326),(72 4099.6685),(73 4121.2783),(74 4161.3604),(75 4179.7285),(76 4197.2295),(77 4194.7427),(78 4229.0425),(79 4235.926),
