1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 33709.457),(2 109627.336),(3 218473.45),(4 343965.53),(5 475726.72),(6 604158.06),(7 725759.5),(8 837764),(9 926765.8),(10 1006445),(11 1194194.6),(12 1326285),(13 1464932.6),(14 1617598.5),(15 1729854.1),(16 1827081),(17 1930079.6),(18 2016611.6),(19 2117807.3),(20 2262266.3),(21 2451417),(22 2661324.8),(23 2882262.8),(24 3119411.8),(25 3371878),(26 3731075.8),(27 4051103.8),(28 4409172.5),(29 4754698.5),(30 5076185.5),(31 5425989.5),(32 5650046),(33 5904113.5),(34 6089268),(35 6245179.5),(36 6393233.5),(37 6573114.5),(38 6726618.5),(39 6893431.5),(40 7056246),(41 7213167.5),(42 7302340),(43 7365591.5),(44 7373498.5),(45 7360206),(46 7315501.5),(47 7214145.5),(48 7070381.5),(49 6896466.5),(50 6685775.5),(51 6488110),(52 6312979.5),(53 6199714),(54 6070516),(55 6007944),(56 5947950.5),(57 5934900),(58 5895694.5),(59 5905712.5),(60 5891684),(61 5871789.5),(62 5875838.5),(63 5811412.5),(64 5783760),(65 5784414.5),(66 5763920),(67 5747651.5),(68 5653299.5),(69 5624061.5),(70 5550359),(71 5488422.5),(72 5450941.5),(73 5421197.5),(74 5403980),(75 5408117.5),(76 5429833.5),(77 5478410.5),(78 5461153),(79 5425200.5),
(1 152.01128),(2 238.77405),(3 286.66992),(4 323.49023),(5 350.64075),(6 366.7501),(7 382.2046),(8 389.40732),(9 395.78278),(10 399.74063),(11 402.91534),(12 404.6351),(13 407.6692),(14 414.6335),(15 414.83807),(16 417.4306),(17 420.6747),(18 421.5045),(19 423.23343),(20 426.76474),(21 429.145),(22 429.52713),(23 428.84335),(24 429.95392),(25 435.24213),(26 443.91006),(27 445.15094),(28 446.29883),(29 447.14777),(30 450.41434),(31 447.82758),(32 444.51944),(33 442.55713),(34 443.53098),(35 438.96176),(36 441.6458),(37 441.03024),(38 446.01743),(39 449.48065),(40 449.94418),(41 453.71204),(42 455.52618),(43 455.9379),(44 457.40176),(45 455.1738),(46 453.2589),(47 451.06754),(48 453.608),(49 452.9439),(50 458.99908),(51 462.9757),(52 462.02637),(53 463.88025),(54 465.94135),(55 468.88733),(56 468.95297),(57 471.09268),(58 471.37695),(59 468.92932),(60 471.19266),(61 472.0615),(62 474.00366),(63 474.7998),(64 473.9326),(65 477.92996),(66 479.2066),(67 473.11633),(68 472.0338),(69 473.4103),(70 468.9845),(71 473.3278),(72 472.20685),(73 471.6375),(74 479.86862),(75 476.16357),(76 477.81802),(77 479.1987),(78 477.15546),(79 476.39157),
(1 151.27359),(2 235.18445),(3 283.18335),(4 315.7245),(5 339.52768),(6 358.71497),(7 371.4692),(8 380.60556),(9 388.05682),(10 393.26486),(11 400.1238),(12 403.0948),(13 407.72372),(14 411.7275),(15 412.74817),(16 412.38214),(17 415.51282),(18 416.29562),(19 418.0981),(20 426.25653),(21 424.40784),(22 429.91296),(23 433.03278),(24 433.60327),(25 438.123),(26 446.34415),(27 445.29276),(28 445.81937),(29 448.14417),(30 448.1743),(31 446.31183),(32 446.2604),(33 446.40994),(34 449.6155),(35 454.85623),(36 454.25653),(37 454.15152),(38 460.40997),(39 458.88428),(40 458.3651),(41 462.38135),(42 462.2564),(43 461.80853),(44 462.70386),(45 461.01096),(46 464.72083),(47 463.116),(48 461.94037),(49 460.35522),(50 463.30667),(51 459.60962),(52 457.69998),(53 460.8837),(54 462.22015),(55 460.6957),(56 461.84732),(57 464.34503),(58 468.53522),(59 467.98462),(60 472.61746),(61 472.343),(62 480.15216),(63 485.7396),(64 489.24103),(65 486.1575),(66 485.59048),(67 484.94315),(68 485.04987),(69 482.92703),(70 484.47327),(71 486.4026),(72 482.95197),(73 478.77994),(74 483.13547),(75 479.227),(76 480.9107),(77 485.03427),(78 483.265),(79 485.40067),
(1 148.26506),(2 228.59583),(3 274.94485),(4 307.87515),(5 326.87448),(6 345.6184),(7 356.732),(8 365.44412),(9 375.08145),(10 379.21762),(11 387.0202),(12 389.3655),(13 394.17737),(14 399.45483),(15 396.96326),(16 400.09573),(17 401.9584),(18 406.47537),(19 407.10593),(20 414.5126),(21 420.0866),(22 421.68387),(23 421.59247),(24 422.63702),(25 424.4299),(26 430.71582),(27 428.18423),(28 433.40918),(29 432.63467),(30 434.99573),(31 433.74124),(32 433.5018),(33 434.78674),(34 438.06967),(35 440.28625),(36 437.67328),(37 433.8599),(38 439.21304),(39 439.7868),(40 439.87848),(41 440.3417),(42 437.63858),(43 440.37207),(44 442.08356),(45 439.09912),(46 440.89832),(47 440.4515),(48 443.41635),(49 439.93237),(50 450.05978),(51 449.47125),(52 448.9172),(53 450.11475),(54 454.57675),(55 455.12872),(56 453.19666),(57 460.5084),(58 465.9537),(59 468.624),(60 473.41843),(61 472.53625),(62 478.72806),(63 482.0924),(64 484.46255),(65 480.42896),(66 477.88565),(67 477.67136),(68 479.21747),(69 479.99368),(70 487.0174),(71 490.1462),(72 490.70026),(73 489.97818),(74 495.96338),(75 490.93982),(76 486.905),(77 484.52866),(78 480.86472),(79 482.25012),
(1 144.38083),(2 222.52359),(3 267.48114),(4 296.85556),(5 314.79688),(6 331.67798),(7 346.17877),(8 356.16354),(9 364.5012),(10 369.15283),(11 374.73395),(12 375.705),(13 379.05707),(14 388.54443),(15 390.72357),(16 395.54443),(17 405.34274),(18 407.1266),(19 407.80734),(20 408.30045),(21 412.34128),(22 412.66928),(23 413.78336),(24 413.98242),(25 417.5517),(26 423.37198),(27 422.1758),(28 424.5816),(29 429.0571),(30 429.9961),(31 429.29858),(32 427.36935),(33 425.4591),(34 428.21756),(35 426.6947),(36 428.56897),(37 427.10812),(38 429.74463),(39 431.46823),(40 429.14484),(41 428.15494),(42 425.52148),(43 423.09692),(44 426.39883),(45 424.61475),(46 423.923),(47 424.03192),(48 423.9686),(49 422.4637),(50 428.05554),(51 428.0927),(52 424.9384),(53 426.37833),(54 421.36398),(55 426.94125),(56 426.7801),(57 428.8624),(58 433.5521),(59 435.0845),(60 436.22153),(61 437.5563),(62 441.48538),(63 449.85062),(64 449.9204),(65 443.5933),(66 445.80704),(67 445.36337),(68 442.78854),(69 441.378),(70 447.08112),(71 447.81528),(72 447.21106),(73 445.4746),(74 454.11255),(75 455.03024),(76 451.67078),(77 452.01413),(78 451.16733),(79 452.50433),
(1 143.63162),(2 221.62462),(3 266.67422),(4 296.7798),(5 317.20636),(6 336.8055),(7 348.23416),(8 360.1453),(9 365.80804),(10 373.07513),(11 381.641),(12 384.92792),(13 388.17337),(14 394.19852),(15 395.64252),(16 399.28522),(17 402.6269),(18 405.6456),(19 409.71265),(20 413.978),(21 414.44385),(22 416.64258),(23 418.8395),(24 418.714),(25 424.58582),(26 423.3676),(27 426.0532),(28 428.55075),(29 430.98068),(30 435.00452),(31 432.6301),(32 427.2406),(33 429.5081),(34 428.2157),(35 428.2459),(36 432.31543),(37 431.145),(38 435.95596),(39 433.6),(40 433.363),(41 431.8859),(42 428.60184),(43 429.41556),(44 431.2132),(45 429.6966),(46 431.50052),(47 432.46512),(48 431.00034),(49 435.9098),(50 442.84317),(51 441.20892),(52 439.33005),(53 439.13367),(54 440.30994),(55 438.4613),(56 444.33606),(57 449.10727),(58 451.45538),(59 448.40253),(60 449.01645),(61 450.43243),(62 454.51273),(63 454.79422),(64 454.60666),(65 451.07703),(66 449.9),(67 448.80325),(68 446.10825),(69 442.66425),(70 444.04242),(71 444.59912),(72 445.21506),(73 445.98965),(74 445.75754),(75 444.76514),(76 444.83105),(77 445.3182),(78 445.53238),(79 444.1498),
(1 143.31517),(2 218.7716),(3 260.97882),(4 286.45404),(5 308.30112),(6 321.64474),(7 332.34247),(8 342.36472),(9 348.72964),(10 353.8456),(11 359.34033),(12 364.93335),(13 368.0112),(14 375.0256),(15 374.82193),(16 379.61984),(17 384.41693),(18 382.47745),(19 383.93372),(20 386.62183),(21 387.02664),(22 388.089),(23 388.64108),(24 391.22122),(25 393.39822),(26 397.0598),(27 398.85153),(28 401.96286),(29 405.56134),(30 409.33997),(31 413.2947),(32 415.2833),(33 414.9092),(34 417.3341),(35 416.21085),(36 417.02094),(37 417.06992),(38 420.73297),(39 421.90115),(40 426.2167),(41 428.1401),(42 424.83542),(43 423.43927),(44 423.22397),(45 422.11078),(46 426.0724),(47 430.112),(48 430.88205),(49 431.75696),(50 434.91522),(51 431.8195),(52 425.3936),(53 424.49197),(54 423.31308),(55 421.35547),(56 427.358),(57 428.126),(58 427.5478),(59 426.61948),(60 427.2813),(61 431.18076),(62 437.56387),(63 436.94354),(64 436.1717),(65 433.08618),(66 431.5934),(67 430.13525),(68 429.43936),(69 433.0993),(70 437.34372),(71 438.6012),(72 436.9048),(73 435.6602),(74 443.7319),(75 440.17245),(76 439.7274),(77 440.57132),(78 438.91672),(79 437.18777),
(1 138.06349),(2 215.1613),(3 260.20612),(4 288.3096),(5 306.57227),(6 323.69302),(7 334.24118),(8 345.54196),(9 350.19675),(10 357.47568),(11 361.4952),(12 362.75327),(13 361.2779),(14 367.11987),(15 373.518),(16 377.12494),(17 379.57364),(18 382.58508),(19 384.54456),(20 384.51398),(21 389.81332),(22 392.17337),(23 393.83914),(24 398.5165),(25 403.9933),(26 408.0279),(27 409.14575),(28 409.18756),(29 412.9624),(30 417.1281),(31 421.37503),(32 426.3496),(33 424.8481),(34 427.34488),(35 430.32114),(36 425.33014),(37 424.08258),(38 424.08337),(39 426.34433),(40 425.71027),(41 429.32193),(42 424.70575),(43 425.3175),(44 428.4286),(45 426.1912),(46 428.00693),(47 426.63907),(48 427.4056),(49 430.17023),(50 431.61707),(51 431.29688),(52 431.67252),(53 433.24225),(54 429.9025),(55 431.85272),(56 432.4467),(57 433.02832),(58 431.58972),(59 431.41348),(60 430.6464),(61 431.2397),(62 437.7648),(63 436.34735),(64 435.3324),(65 437.15598),(66 436.08737),(67 437.1282),(68 434.87582),(69 433.1997),(70 436.0275),(71 437.80557),(72 437.3765),(73 435.61386),(74 437.5433),(75 434.03336),(76 433.10477),(77 435.68787),(78 433.09473),(79 433.1161),
(1 135.35725),(2 211.94263),(3 254.59656),(4 283.24817),(5 305.00964),(6 320.64114),(7 331.62827),(8 339.8795),(9 347.76886),(10 355.145),(11 355.32193),(12 356.71616),(13 360.7619),(14 364.6315),(15 370.20062),(16 373.11597),(17 377.27463),(18 378.52264),(19 381.7603),(20 383.39377),(21 387.69327),(22 392.65283),(23 391.58566),(24 390.37534),(25 392.60715),(26 398.63815),(27 397.8515),(28 395.58),(29 396.62927),(30 396.19092),(31 398.44302),(32 399.03558),(33 401.1347),(34 403.4708),(35 406.81818),(36 406.96375),(37 406.88965),(38 411.52646),(39 412.28662),(40 409.04465),(41 409.12122),(42 409.3419),(43 411.038),(44 411.28308),(45 412.00006),(46 410.73987),(47 411.5427),(48 414.83267),(49 414.73816),(50 417.37247),(51 413.0844),(52 415.27438),(53 416.36505),(54 415.58923),(55 413.4123),(56 413.53705),(57 417.17578),(58 417.6612),(59 422.41858),(60 423.55563),(61 424.75143),(62 433.08112),(63 430.42667),(64 431.2798),(65 429.25684),(66 425.2978),(67 426.97464),(68 427.04858),(69 429.01813),(70 430.07404),(71 429.52487),(72 430.46295),(73 431.21924),(74 432.90027),(75 432.21213),(76 428.42056),(77 426.07422),(78 427.87),(79 427.69177),
(1 134.45714),(2 203.97295),(3 241.34213),(4 270.3157),(5 290.67255),(6 306.22086),(7 319.7104),(8 328.22214),(9 335.174),(10 340.84607),(11 344.8497),(12 348.28864),(13 352.27994),(14 362.88013),(15 362.82657),(16 365.03323),(17 368.5758),(18 371.88336),(19 374.70944),(20 377.71445),(21 379.86032),(22 379.7487),(23 381.452),(24 382.0217),(25 384.05655),(26 387.02112),(27 388.64523),(28 388.03146),(29 388.94876),(30 388.91913),(31 392.58264),(32 390.2444),(33 389.5327),(34 393.66193),(35 394.0266),(36 396.55777),(37 395.97635),(38 399.12997),(39 398.8275),(40 396.6919),(41 394.61746),(42 394.22223),(43 393.87985),(44 394.1716),(45 392.33487),(46 395.47122),(47 395.08347),(48 396.90225),(49 395.84262),(50 399.131),(51 398.7205),(52 397.8823),(53 399.08276),(54 403.69012),(55 404.4227),(56 408.4061),(57 407.4821),(58 409.49088),(59 406.6833),(60 406.62634),(61 411.019),(62 415.5833),(63 415.4892),(64 414.72968),(65 411.42087),(66 415.89304),(67 410.60257),(68 410.75223),(69 411.0776),(70 410.48795),(71 408.79706),(72 413.0164),(73 414.6608),(74 419.1265),(75 418.5405),(76 420.2515),(77 418.72122),(78 417.6828),(79 420.02765),
(1 133.96208),(2 204.31358),(3 242.15656),(4 272.1564),(5 293.297),(6 311.34705),(7 324.28256),(8 333.32825),(9 339.46533),(10 344.16757),(11 351.6603),(12 354.7535),(13 355.82776),(14 364.19226),(15 361.59286),(16 363.33365),(17 366.3009),(18 368.73904),(19 370.44025),(20 369.349),(21 372.0218),(22 375.76624),(23 380.05783),(24 383.1305),(25 383.61035),(26 389.57782),(27 387.75064),(28 388.58453),(29 389.70148),(30 392.22806),(31 396.10083),(32 395.75128),(33 395.2859),(34 395.25888),(35 393.02676),(36 394.291),(37 394.04703),(38 399.1708),(39 399.84225),(40 400.25964),(41 401.20798),(42 400.15973),(43 400.4496),(44 402.84018),(45 402.3779),(46 406.78677),(47 406.95447),(48 409.0328),(49 409.52975),(50 412.26053),(51 411.50137),(52 409.58624),(53 411.20346),(54 410.73785),(55 410.32797),(56 411.9335),(57 409.44644),(58 412.34973),(59 409.51724),(60 410.1205),(61 411.1178),(62 416.6778),(63 418.23706),(64 420.13834),(65 420.00943),(66 420.93735),(67 417.79156),(68 415.82303),(69 416.4394),(70 414.67404),(71 415.46735),(72 416.09402),(73 420.48962),(74 423.14536),(75 421.60434),(76 419.26825),(77 416.6324),(78 418.295),(79 421.0176),
(1 132.41492),(2 199.06842),(3 237.828),(4 266.49533),(5 282.78104),(6 297.5654),(7 308.08752),(8 313.5202),(9 320.42236),(10 327.56308),(11 332.39682),(12 336.03854),(13 337.9833),(14 344.54178),(15 346.98773),(16 348.9688),(17 353.82477),(18 358.24985),(19 361.31012),(20 365.49307),(21 365.74802),(22 370.99203),(23 373.26178),(24 372.87137),(25 374.69556),(26 377.7118),(27 375.6721),(28 379.66144),(29 380.45123),(30 382.45392),(31 383.82153),(32 385.68552),(33 384.90207),(34 385.56815),(35 383.89902),(36 384.39114),(37 383.60352),(38 389.17963),(39 386.95786),(40 389.84222),(41 389.80225),(42 390.6868),(43 393.23972),(44 395.00116),(45 391.28137),(46 395.1372),(47 395.7106),(48 398.4315),(49 399.27164),(50 405.1492),(51 402.4766),(52 407.6654),(53 408.05188),(54 412.49414),(55 410.13065),(56 408.30246),(57 407.54398),(58 407.53934),(59 411.58044),(60 411.8616),(61 414.01837),(62 420.64136),(63 421.08853),(64 421.36346),(65 421.51843),(66 421.2156),(67 419.74823),(68 416.42816),(69 414.8248),(70 412.57126),(71 411.4548),(72 409.67133),(73 409.38358),(74 413.4068),(75 410.26837),(76 407.30896),(77 407.68146),(78 413.08624),(79 413.84747),
(1 131.05334),(2 199.57823),(3 239.44766),(4 267.7847),(5 287.11758),(6 300.1084),(7 309.81552),(8 315.38327),(9 320.6641),(10 327.78357),(11 329.0198),(12 331.2435),(13 334.76212),(14 344.80743),(15 346.76663),(16 351.89514),(17 351.28903),(18 352.43103),(19 356.01654),(20 358.34305),(21 359.5659),(22 363.22568),(23 360.989),(24 365.69427),(25 366.99707),(26 373.61703),(27 376.22385),(28 374.26733),(29 373.03036),(30 372.81213),(31 377.01834),(32 377.2534),(33 376.62982),(34 377.15686),(35 379.12354),(36 378.4673),(37 378.95825),(38 383.72083),(39 380.83817),(40 382.95132),(41 382.74304),(42 381.36926),(43 384.76926),(44 386.7324),(45 386.0262),(46 384.3643),(47 383.38437),(48 383.87314),(49 385.78415),(50 393.56656),(51 391.2962),(52 392.90823),(53 394.1899),(54 393.7231),(55 393.53824),(56 394.3897),(57 392.42935),(58 392.31506),(59 392.3517),(60 395.84448),(61 399.14508),(62 400.43472),(63 403.645),(64 404.81693),(65 405.28815),(66 405.68207),(67 405.13773),(68 405.1707),(69 403.9902),(70 404.28854),(71 404.47998),(72 401.0442),(73 402.72577),(74 405.29694),(75 404.54434),(76 401.18546),(77 402.81024),(78 404.75067),(79 402.75616),
(1 131.69125),(2 196.87349),(3 234.14685),(4 260.2658),(5 279.20462),(6 293.00034),(7 301.3655),(8 308.99335),(9 315.66727),(10 320.50082),(11 325.15637),(12 324.9062),(13 324.42996),(14 334.6784),(15 338.48502),(16 336.60443),(17 336.69553),(18 335.7862),(19 342.20367),(20 346.35083),(21 346.01532),(22 352.54904),(23 354.97125),(24 355.70166),(25 359.80463),(26 366.32068),(27 366.79584),(28 367.74802),(29 366.86172),(30 368.3612),(31 371.32068),(32 369.5681),(33 370.23138),(34 372.1857),(35 371.2509),(36 371.90213),(37 371.06787),(38 375.65958),(39 373.1956),(40 373.6484),(41 372.07254),(42 370.16977),(43 374.14954),(44 372.1582),(45 372.1949),(46 375.35574),(47 374.83447),(48 376.98553),(49 375.15817),(50 381.75482),(51 373.5329),(52 374.1357),(53 377.5928),(54 379.9982),(55 381.5318),(56 382.06393),(57 382.68927),(58 386.47775),(59 385.48535),(60 385.37943),(61 387.9464),(62 391.21558),(63 393.44922),(64 392.2924),(65 392.4414),(66 391.72052),(67 389.90536),(68 389.25244),(69 388.87628),(70 386.7536),(71 385.43405),(72 382.19357),(73 378.26355),(74 383.44455),(75 379.28418),(76 379.64606),(77 380.15735),(78 382.3239),(79 381.37924),
(1 128.01392),(2 195.6787),(3 230.17822),(4 258.3575),(5 278.61084),(6 294.0204),(7 303.456),(8 309.3771),(9 313.8199),(10 319.35767),(11 322.6867),(12 324.08322),(13 323.83096),(14 329.89813),(15 330.11224),(16 333.70047),(17 335.11832),(18 342.90182),(19 343.3603),(20 346.57626),(21 345.1241),(22 347.45773),(23 351.06503),(24 353.42844),(25 355.70435),(26 362.52792),(27 360.6134),(28 361.5695),(29 364.45807),(30 366.684),(31 366.5274),(32 366.40466),(33 365.9645),(34 366.34775),(35 367.9539),(36 369.094),(37 370.85364),(38 376.0828),(39 375.68616),(40 373.39465),(41 372.5793),(42 367.2856),(43 367.90082),(44 364.5097),(45 363.45917),(46 363.42426),(47 364.80197),(48 366.75024),(49 366.0417),(50 369.4656),(51 365.76816),(52 364.69),(53 363.618),(54 364.63177),(55 362.9854),(56 362.9644),(57 364.06424),(58 364.73608),(59 365.16418),(60 366.58527),(61 367.63446),(62 373.5344),(63 375.67163),(64 375.3199),(65 376.77338),(66 377.22818),(67 379.19168),(68 376.42825),(69 376.12793),(70 374.1721),(71 373.4419),(72 370.23026),(73 371.43472),(74 372.16653),(75 372.16205),(76 371.65994),(77 374.81256),(78 374.41916),(79 373.67444),
(1 126.65642),(2 192.45096),(3 227.76094),(4 253.03168),(5 271.89932),(6 281.4224),(7 290.38483),(8 293.26523),(9 296.31854),(10 302.89944),(11 306.1584),(12 307.9697),(13 310.86237),(14 317.57095),(15 317.40692),(16 320.2264),(17 323.11008),(18 326.6471),(19 328.51593),(20 331.48166),(21 331.7491),(22 331.94376),(23 332.94742),(24 335.19598),(25 336.0644),(26 339.05832),(27 339.20157),(28 338.10376),(29 339.40753),(30 342.896),(31 342.096),(32 343.24753),(33 341.88803),(34 342.658),(35 346.38388),(36 348.92624),(37 348.56546),(38 352.34198),(39 351.61578),(40 352.3578),(41 356.88422),(42 354.6198),(43 355.85196),(44 354.53253),(45 357.5333),(46 360.35138),(47 358.68747),(48 361.49387),(49 363.46448),(50 366.62726),(51 366.39932),(52 368.1608),(53 369.89932),(54 368.5174),(55 365.8432),(56 367.9788),(57 370.5712),(58 374.4339),(59 372.49994),(60 375.2589),(61 379.53705),(62 383.9081),(63 383.1356),(64 380.24728),(65 381.5538),(66 382.63373),(67 379.1741),(68 381.10904),(69 381.59518),(70 380.5938),(71 377.201),(72 374.71512),(73 372.55435),(74 375.53146),(75 377.38184),(76 377.45163),(77 376.63074),(78 377.14767),(79 375.92365),
(1 123.763565),(2 189.98958),(3 226.21852),(4 248.78241),(5 266.2274),(6 278.70102),(7 287.8231),(8 296.04382),(9 300.95166),(10 307.95187),(11 311.42514),(12 312.6537),(13 315.13098),(14 321.82935),(15 321.19827),(16 325.34674),(17 326.9692),(18 330.21313),(19 331.9199),(20 331.77768),(21 330.96432),(22 334.0443),(23 335.86243),(24 335.27722),(25 341.6615),(26 344.034),(27 347.3622),(28 347.61713),(29 347.88336),(30 347.2373),(31 345.95178),(32 345.36734),(33 345.94904),(34 348.1478),(35 345.58167),(36 350.10004),(37 348.41577),(38 351.8787),(39 349.78214),(40 348.7679),(41 352.51843),(42 349.7172),(43 349.28482),(44 348.7739),(45 347.58658),(46 346.3413),(47 347.11838),(48 349.545),(49 350.14154),(50 353.3949),(51 354.08316),(52 356.8374),(53 357.1294),(54 359.93726),(55 359.31323),(56 360.62372),(57 360.4053),(58 364.83655),(59 364.77533),(60 366.47842),(61 369.11273),(62 372.29797),(63 375.63788),(64 375.49756),(65 375.64374),(66 378.99426),(67 379.82034),(68 376.0021),(69 378.88077),(70 375.59412),(71 376.68774),(72 374.4924),(73 371.37833),(74 372.52496),(75 368.06195),(76 367.68378),(77 370.9894),(78 371.0592),(79 370.08353),
(1 121.46871),(2 187.96483),(3 221.3403),(4 245.90036),(5 261.1994),(6 273.89114),(7 283.61826),(8 291.3225),(9 294.84683),(10 299.725),(11 304.56436),(12 306.55356),(13 304.92447),(14 313.06732),(15 316.2323),(16 318.90543),(17 322.5864),(18 323.27988),(19 325.53275),(20 328.3654),(21 326.836),(22 326.09335),(23 328.04398),(24 328.72406),(25 334.69345),(26 337.11746),(27 334.73007),(28 334.72565),(29 333.7405),(30 335.36285),(31 337.72916),(32 339.27045),(33 341.22443),(34 342.92938),(35 341.22116),(36 341.9139),(37 340.5958),(38 343.12292),(39 340.38937),(40 339.7747),(41 338.245),(42 341.66382),(43 340.7692),(44 341.3714),(45 341.48984),(46 342.1858),(47 341.48685),(48 345.6886),(49 344.6711),(50 349.70547),(51 350.2311),(52 351.86792),(53 352.10275),(54 350.9328),(55 351.7534),(56 353.46185),(57 355.61694),(58 358.66354),(59 358.2437),(60 356.7317),(61 359.25546),(62 363.30136),(63 359.56134),(64 361.9746),(65 364.5253),(66 364.37973),(67 363.81473),(68 367.06207),(69 363.96158),(70 363.7625),(71 367.3914),(72 365.97568),(73 365.48816),(74 364.42606),(75 360.5614),(76 362.2752),(77 361.4219),(78 357.90674),(79 355.6505),
(1 119.70631),(2 184.01726),(3 214.0722),(4 235.33795),(5 250.82492),(6 264.2037),(7 270.53494),(8 276.16043),(9 282.50104),(10 287.11267),(11 290.89618),(12 292.24808),(13 293.85498),(14 299.69455),(15 299.87518),(16 304.00812),(17 307.21732),(18 310.87735),(19 315.49023),(20 318.03006),(21 321.3814),(22 321.56436),(23 321.17712),(24 324.04764),(25 326.33463),(26 330.16147),(27 329.17484),(28 333.22314),(29 331.20358),(30 331.84662),(31 333.94943),(32 334.74307),(33 335.68628),(34 333.77094),(35 334.52106),(36 334.14587),(37 336.32135),(38 338.33783),(39 336.35208),(40 339.93884),(41 340.96042),(42 340.16583),(43 341.33707),(44 339.80728),(45 338.4648),(46 339.57007),(47 340.11664),(48 340.19342),(49 337.15448),(50 342.26013),(51 340.38834),(52 341.54642),(53 344.8824),(54 345.85898),(55 344.91553),(56 347.62134),(57 349.15033),(58 348.8967),(59 347.8115),(60 346.59448),(61 345.26944),(62 347.9197),(63 349.88004),(64 352.6507),(65 355.29874),(66 356.78574),(67 355.9139),(68 356.45087),(69 359.52493),(70 358.8948),(71 358.55304),(72 354.08585),(73 355.84113),(74 358.04193),(75 355.36404),(76 354.68524),(77 351.24716),(78 349.39835),(79 349.64374),
