1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11790.065),(2 36594.67),(3 72158.445),(4 110662.43),(5 150138.77),(6 192808.7),(7 236365.92),(8 284523.03),(9 334768.06),(10 384643.16),(11 445370.13),(12 497921.88),(13 562668.3),(14 624126.06),(15 690301.2),(16 756456.06),(17 818312.5),(18 868651.5),(19 911127.56),(20 955635.7),(21 1005083.7),(22 1050274.1),(23 1096230.6),(24 1142843.9),(25 1187309.4),(26 1236738.3),(27 1269800.4),(28 1307204.5),(29 1349311),(30 1384902.4),(31 1416599.5),(32 1435152.4),(33 1464704),(34 1493715.4),(35 1529082),(36 1555532.4),(37 1580274.9),(38 1589772),(39 1604690),(40 1617752),(41 1637327.6),(42 1661101),(43 1684459.4),(44 1687903.6),(45 1704989.6),(46 1718164.6),(47 1742699),(48 1762717.1),(49 1793975.4),(50 1833960.6),(51 1890874.6),(52 1956579.4),(53 2033632.5),(54 2098077.8),(55 2182046.8),(56 2246608.3),(57 2315227),(58 2367534.3),(59 2412108.8),(60 2458222),(61 2511018),(62 2558702.3),(63 2623069.3),(64 2677804),(65 2760106.3),(66 2854778.3),(67 2961093),(68 3084493.3),(69 3212770.8),(70 3329463.3),(71 3452508),(72 3542863),(73 3635067),(74 3689759.8),(75 3740323.8),(76 3778448.3),(77 3817451.3),(78 3840953.8),(79 3882134.3),
(1 454.36713),(2 661.9714),(3 805.7374),(4 890.77997),(5 968.4723),(6 1056.6796),(7 1126.6279),(8 1189.783),(9 1259.84),(10 1315.8423),(11 1371.0272),(12 1431.2144),(13 1490.7563),(14 1523.759),(15 1578.4983),(16 1613.141),(17 1651.8876),(18 1678.9458),(19 1701.1926),(20 1728.8126),(21 1752.7671),(22 1761.717),(23 1755.9811),(24 1779.072),(25 1785.1028),(26 1787.8807),(27 1795.2471),(28 1815.354),(29 1826.5941),(30 1816.6453),(31 1819.093),(32 1818.5648),(33 1826.2804),(34 1819.4802),(35 1813.716),(36 1801.968),(37 1790.0759),(38 1775.4955),(39 1748.4126),(40 1736.6458),(41 1717.9786),(42 1702.4854),(43 1681.9666),(44 1669.2267),(45 1651.9707),(46 1638.309),(47 1630.1633),(48 1614.5355),(49 1597.2778),(50 1588.8153),(51 1574.6465),(52 1559.4231),(53 1544.2692),(54 1518.9049),(55 1498.1565),(56 1483.7026),(57 1503.206),(58 1517.0526),(59 1524.755),(60 1547.8385),(61 1555.9612),(62 1572.8999),(63 1583.1902),(64 1599.949),(65 1606.7626),(66 1631.9141),(67 1653.6204),(68 1680.3988),(69 1715.5581),(70 1745.4448),(71 1773.4083),(72 1808.045),(73 1852.9182),(74 1879.4651),(75 1907.72),(76 1940.8092),(77 1985.8198),(78 2013.7854),(79 2027.966),
(1 452.5595),(2 657.6813),(3 791.32794),(4 877.2206),(5 953.9963),(6 1044.5178),(7 1104.391),(8 1158.4467),(9 1214.1152),(10 1261.0422),(11 1304.4724),(12 1359.2455),(13 1404.7338),(14 1448.9691),(15 1493.5005),(16 1530.0183),(17 1567.9576),(18 1603.5614),(19 1629.1316),(20 1651.1997),(21 1676.122),(22 1687.3478),(23 1698.7616),(24 1712.7665),(25 1719.4038),(26 1731.6818),(27 1737.6512),(28 1757.7404),(29 1755.1268),(30 1772.1207),(31 1776.349),(32 1780.9034),(33 1794.8014),(34 1798.1094),(35 1801.3513),(36 1794.9724),(37 1775.2705),(38 1759.1226),(39 1740.3628),(40 1717.2004),(41 1693.852),(42 1677.5099),(43 1666.8969),(44 1636.5609),(45 1619.3123),(46 1616.46),(47 1604.4252),(48 1593.9238),(49 1580.0911),(50 1574.5376),(51 1561.1278),(52 1543.1364),(53 1528.5582),(54 1500.3351),(55 1472.9806),(56 1464.4155),(57 1472.2417),(58 1488.1313),(59 1501.3884),(60 1513.4946),(61 1513.8895),(62 1524.8715),(63 1541.7645),(64 1552.3297),(65 1571.7456),(66 1603.1349),(67 1624.0275),(68 1644.4817),(69 1678.5737),(70 1698.5588),(71 1718.5679),(72 1740.6157),(73 1776.3752),(74 1815.2817),(75 1848.3982),(76 1882.1941),(77 1928.6692),(78 1962.3495),(79 1993.8068),
(1 435.6522),(2 633.89124),(3 772.59125),(4 863.0073),(5 943.0493),(6 1022.0543),(7 1101.9358),(8 1158.5935),(9 1221.7317),(10 1275.2433),(11 1329.5813),(12 1371.9937),(13 1424.5011),(14 1465.3436),(15 1520.0486),(16 1552.1937),(17 1589.9076),(18 1631.1191),(19 1684.0803),(20 1708.9333),(21 1749.2845),(22 1772.8795),(23 1789.2288),(24 1789.9333),(25 1793.9216),(26 1797.3423),(27 1804.0702),(28 1811.9628),(29 1797.8584),(30 1802.3047),(31 1808.8065),(32 1808.034),(33 1808.5752),(34 1792.9099),(35 1785.6448),(36 1768.8644),(37 1742.0138),(38 1734.2424),(39 1711.2397),(40 1687.7289),(41 1654.4883),(42 1636.373),(43 1620.1704),(44 1583.5073),(45 1570.3634),(46 1549.4628),(47 1541.3999),(48 1534.0767),(49 1516.8297),(50 1518.6522),(51 1514.437),(52 1503.9111),(53 1490.5133),(54 1456.6625),(55 1442.2463),(56 1422.0262),(57 1442.7522),(58 1471.292),(59 1472.0029),(60 1482.8986),(61 1488.84),(62 1514.9624),(63 1526.5815),(64 1531.7849),(65 1560.9963),(66 1578.3766),(67 1596.5298),(68 1622.961),(69 1649.1569),(70 1676.2502),(71 1702.3092),(72 1738.587),(73 1775.6669),(74 1805.5215),(75 1829.1862),(76 1858.1393),(77 1898.3186),(78 1936.3109),(79 1969.3549),
(1 433.36453),(2 633.242),(3 766.1597),(4 846.61426),(5 917.488),(6 998.04254),(7 1066.745),(8 1120.584),(9 1178.4725),(10 1226.2963),(11 1273.4991),(12 1312.7646),(13 1372.0192),(14 1402.8444),(15 1452.4218),(16 1485.1565),(17 1518.6187),(18 1549.8114),(19 1575.0299),(20 1598.8279),(21 1632.8478),(22 1656.7073),(23 1668.0831),(24 1679.3441),(25 1694.1796),(26 1706.4608),(27 1702.4088),(28 1714.2272),(29 1706.6919),(30 1705.1913),(31 1710.9935),(32 1714.4645),(33 1708.2104),(34 1695.708),(35 1681.7452),(36 1682.028),(37 1660.0018),(38 1648.1837),(39 1644.6726),(40 1622.8358),(41 1597.1011),(42 1581.4547),(43 1558.9187),(44 1531.3826),(45 1513.2504),(46 1501.0681),(47 1487.4468),(48 1475.7119),(49 1461.3658),(50 1456.2168),(51 1436.2051),(52 1436.145),(53 1426.0516),(54 1397.3107),(55 1385.9913),(56 1362.1189),(57 1361.3538),(58 1375.0443),(59 1393.1697),(60 1409.6852),(61 1422.678),(62 1429.8486),(63 1438.9448),(64 1442.1582),(65 1456.547),(66 1473.106),(67 1502.481),(68 1523.4172),(69 1549.1353),(70 1564.2117),(71 1585.547),(72 1612.3579),(73 1641.9781),(74 1670.0833),(75 1685.3281),(76 1715.1045),(77 1742.7712),(78 1779.0671),(79 1797.472),
(1 438.44916),(2 644.356),(3 775.7732),(4 854.3197),(5 930.9612),(6 1021.63934),(7 1093.3402),(8 1148.9679),(9 1205.2168),(10 1254.6791),(11 1298.0139),(12 1332.1107),(13 1394.8453),(14 1425.4252),(15 1481.9713),(16 1499.2671),(17 1529.681),(18 1556.7721),(19 1584.3243),(20 1613.0317),(21 1646.3716),(22 1658.681),(23 1666.6707),(24 1685.1932),(25 1703.7548),(26 1721.9176),(27 1707.7446),(28 1716.3806),(29 1710.6089),(30 1714.0812),(31 1711.4705),(32 1702.294),(33 1700.6107),(34 1685.2301),(35 1674.9442),(36 1668.2988),(37 1639.4283),(38 1624.8818),(39 1603.8363),(40 1579.555),(41 1560.8485),(42 1540.5331),(43 1531.6389),(44 1518.928),(45 1509.8846),(46 1494.8593),(47 1482.3555),(48 1468.5614),(49 1444.8593),(50 1445.5963),(51 1433.2826),(52 1435.973),(53 1425.8429),(54 1402.484),(55 1383.1648),(56 1369.6514),(57 1368.1418),(58 1386.8904),(59 1395.9337),(60 1408.25),(61 1417.964),(62 1437.0673),(63 1455.2318),(64 1458.4154),(65 1462.0914),(66 1480.9681),(67 1501.168),(68 1527.8093),(69 1558.3881),(70 1583.5953),(71 1617.6581),(72 1642.6704),(73 1676.4818),(74 1697.1857),(75 1718.169),(76 1741.8884),(77 1761.8633),(78 1775.2882),(79 1794.0438),
(1 421.68976),(2 619.71466),(3 744.1023),(4 826.8764),(5 901.0029),(6 979.6314),(7 1060.5153),(8 1115.6969),(9 1165.2614),(10 1208.1486),(11 1243.3354),(12 1271.8214),(13 1323.6106),(14 1350.9554),(15 1391.709),(16 1411.3575),(17 1443.7642),(18 1470.5348),(19 1497.7128),(20 1521.4491),(21 1545.2628),(22 1561.1973),(23 1569.418),(24 1581.5281),(25 1589.1449),(26 1606.5474),(27 1612.7966),(28 1625.3523),(29 1633.9197),(30 1648.2665),(31 1649.1085),(32 1660.7498),(33 1665.3754),(34 1657.6644),(35 1647.1814),(36 1640.4519),(37 1626.0234),(38 1617.1017),(39 1595.4991),(40 1575.605),(41 1554.6954),(42 1533.8619),(43 1518.3542),(44 1501.3948),(45 1500.7653),(46 1469.0247),(47 1459.1084),(48 1457.1113),(49 1442.6245),(50 1434.2366),(51 1418.008),(52 1409.8796),(53 1398.7598),(54 1353.1274),(55 1348.7151),(56 1329.7562),(57 1327.713),(58 1353.7607),(59 1356.3885),(60 1376.6844),(61 1381.5592),(62 1416.3291),(63 1425.2739),(64 1437.193),(65 1444.5215),(66 1460.8793),(67 1492.9136),(68 1524.3333),(69 1543.9917),(70 1567.3684),(71 1589.1519),(72 1604.9305),(73 1632.1141),(74 1670.842),(75 1708.3969),(76 1730.0836),(77 1752.9381),(78 1776.8607),(79 1788.4219),
(1 419.715),(2 614.7633),(3 744.5908),(4 827.972),(5 909.17786),(6 986.8741),(7 1054.25),(8 1112.8711),(9 1164.6243),(10 1205.01),(11 1254.0425),(12 1291.838),(13 1342.6155),(14 1365.6736),(15 1400.8661),(16 1417.3137),(17 1453.1392),(18 1477.02),(19 1504.1105),(20 1515.1387),(21 1538.2578),(22 1549.733),(23 1561.856),(24 1561.0519),(25 1572.1829),(26 1590.6742),(27 1599.2725),(28 1605.8672),(29 1606.2919),(30 1607.6378),(31 1615.0504),(32 1618.6586),(33 1624.716),(34 1615.5272),(35 1608.2142),(36 1606.4292),(37 1599.7905),(38 1592.1833),(39 1571.6514),(40 1561.0056),(41 1538.3812),(42 1518.8917),(43 1514.4795),(44 1492.1565),(45 1488.2225),(46 1466.0199),(47 1455.1074),(48 1446.5052),(49 1427.4156),(50 1417.8673),(51 1413.5691),(52 1404.5476),(53 1390.0416),(54 1347.136),(55 1335.6448),(56 1324.5582),(57 1324.8856),(58 1345.3086),(59 1345.3263),(60 1357.058),(61 1367.6466),(62 1394.1254),(63 1411.1683),(64 1414.5582),(65 1421.1671),(66 1438.5223),(67 1469.3265),(68 1487.3792),(69 1507.794),(70 1526.2465),(71 1544.0792),(72 1561.78),(73 1590.1537),(74 1609.2936),(75 1633.4581),(76 1680.1741),(77 1703.4052),(78 1723.6947),(79 1740.0514),
(1 409.56485),(2 615.08746),(3 748.96936),(4 828.0851),(5 907.06525),(6 995.49475),(7 1054.7805),(8 1105.1165),(9 1161.0383),(10 1209.659),(11 1246.6467),(12 1285.2443),(13 1326.6489),(14 1355.5305),(15 1388.8248),(16 1414.0704),(17 1441.0547),(18 1466.9152),(19 1494.3743),(20 1503.1764),(21 1532.604),(22 1548.0176),(23 1552.3828),(24 1563.6217),(25 1576.1854),(26 1596.5576),(27 1609.0778),(28 1610.674),(29 1619.4226),(30 1622.6644),(31 1630.6317),(32 1631.7582),(33 1628.7861),(34 1614.0503),(35 1597.0758),(36 1592.8846),(37 1572.7031),(38 1552.2452),(39 1546.2078),(40 1531.2413),(41 1510.7064),(42 1496.2544),(43 1488.5189),(44 1469.168),(45 1457.2666),(46 1442.3289),(47 1435.5433),(48 1423.8159),(49 1396.684),(50 1393.5457),(51 1383.0977),(52 1377.4089),(53 1360.4761),(54 1318.7131),(55 1317.5408),(56 1305.5822),(57 1318.6001),(58 1334.5236),(59 1350.3137),(60 1370.759),(61 1379.8232),(62 1386.2773),(63 1397.9277),(64 1403.2659),(65 1413.7465),(66 1440.6328),(67 1456.3187),(68 1469.5259),(69 1486.203),(70 1504.5587),(71 1512.331),(72 1539.0844),(73 1571.3785),(74 1590.0637),(75 1617.5985),(76 1655.2355),(77 1681.3912),(78 1704.4951),(79 1735.6514),
(1 409.79987),(2 604.4848),(3 725.96674),(4 808.22375),(5 879.4707),(6 955.4978),(7 1020.89716),(8 1069.7131),(9 1129.5145),(10 1177.261),(11 1217.0166),(12 1267.0931),(13 1307.7241),(14 1337.7955),(15 1362.6558),(16 1380.4994),(17 1404.7269),(18 1434.037),(19 1467.3042),(20 1475.2054),(21 1486.1033),(22 1512.7517),(23 1521.7338),(24 1537.2098),(25 1538.3849),(26 1553.8711),(27 1558.8152),(28 1557.1183),(29 1561.5826),(30 1565.2858),(31 1582.1823),(32 1582.6807),(33 1579.0016),(34 1568.3986),(35 1561.0532),(36 1558.4337),(37 1543.5934),(38 1533.6448),(39 1519.4077),(40 1508.4625),(41 1501.65),(42 1487.6565),(43 1469.4968),(44 1438.5471),(45 1424.3123),(46 1408.2941),(47 1390.062),(48 1371.4861),(49 1347.1986),(50 1340.133),(51 1335.2822),(52 1341.3723),(53 1329.7043),(54 1296.2633),(55 1294.4066),(56 1272.7588),(57 1285.1697),(58 1295.7173),(59 1312.1084),(60 1334.3757),(61 1345.5491),(62 1349.1868),(63 1362.1962),(64 1377.814),(65 1385.8743),(66 1399.8824),(67 1414.5768),(68 1433.0924),(69 1455.0626),(70 1471.4995),(71 1478.341),(72 1499.0293),(73 1514.972),(74 1528.3047),(75 1558.6309),(76 1595.7163),(77 1624.132),(78 1647.6487),(79 1666.0447),
(1 411.75354),(2 595.0372),(3 729.0945),(4 808.9386),(5 883.14703),(6 964.0442),(7 1030.9557),(8 1079.866),(9 1143.1675),(10 1188.2656),(11 1214.3491),(12 1251.4618),(13 1301.0016),(14 1328.4415),(15 1349.7307),(16 1359.8127),(17 1393.5652),(18 1421.906),(19 1438.8605),(20 1460.1621),(21 1477.4954),(22 1501.2097),(23 1510.8524),(24 1534.1855),(25 1552.5282),(26 1570.4452),(27 1574.25),(28 1587.597),(29 1600.5724),(30 1599.4993),(31 1603.7126),(32 1602.8044),(33 1608.18),(34 1599.3258),(35 1582.7378),(36 1582.7129),(37 1577.1553),(38 1565.2997),(39 1542.6416),(40 1528.0665),(41 1519.9741),(42 1509.7637),(43 1489.7913),(44 1467.9177),(45 1443.6134),(46 1434.0386),(47 1424.2875),(48 1402.0558),(49 1385.4647),(50 1371.1669),(51 1359.9005),(52 1357.6305),(53 1347.4849),(54 1314.7772),(55 1309.0276),(56 1287.1338),(57 1303.8),(58 1320.7186),(59 1334.6952),(60 1355.4294),(61 1363.7684),(62 1376.4633),(63 1392.8721),(64 1400.5369),(65 1402.3712),(66 1424.6271),(67 1425.7385),(68 1441.044),(69 1463.2269),(70 1488.4595),(71 1505.0018),(72 1519.9249),(73 1531.0294),(74 1545.805),(75 1563.0074),(76 1584.576),(77 1609.6772),(78 1635.226),(79 1643.2692),
(1 409.74957),(2 584.92444),(3 699.84686),(4 785.3779),(5 853.9198),(6 925.8265),(7 982.32556),(8 1023.633),(9 1070.1312),(10 1120.556),(11 1145.1952),(12 1180.742),(13 1232.376),(14 1258.6848),(15 1283.4905),(16 1301.6279),(17 1330.3124),(18 1369.3978),(19 1389.5271),(20 1418.7146),(21 1443.6974),(22 1472.5476),(23 1486.5074),(24 1495.5167),(25 1503.8058),(26 1517.3411),(27 1512.0216),(28 1524.0286),(29 1538.3794),(30 1524.9115),(31 1527.3794),(32 1535.9963),(33 1540.8877),(34 1521.9911),(35 1517.7142),(36 1514.5989),(37 1512.4053),(38 1502.4078),(39 1487.0948),(40 1475.5872),(41 1462.8777),(42 1438.6249),(43 1418.0011),(44 1385.6986),(45 1373.4692),(46 1362.0668),(47 1354.4126),(48 1339.426),(49 1319.9106),(50 1316.3318),(51 1308.6221),(52 1300.7285),(53 1292.1439),(54 1262.978),(55 1257.2323),(56 1246.7137),(57 1246.9905),(58 1253.1353),(59 1261.6307),(60 1274.8674),(61 1283.3685),(62 1311.4069),(63 1324.3495),(64 1331.5906),(65 1346.3319),(66 1362.566),(67 1362.8275),(68 1370.6064),(69 1383.7476),(70 1415.1396),(71 1428.7125),(72 1456.7441),(73 1504.2723),(74 1529.6812),(75 1548.1393),(76 1576.7568),(77 1611.7045),(78 1635.3103),(79 1643.344),
(1 401.03824),(2 580.4286),(3 690.2779),(4 769.93317),(5 838.3271),(6 909.0914),(7 978.12695),(8 1021.1736),(9 1078.2454),(10 1107.6714),(11 1129.3088),(12 1165.4374),(13 1217.7034),(14 1242.2618),(15 1271.8314),(16 1286.6576),(17 1316.2299),(18 1348.282),(19 1384.8931),(20 1418.6826),(21 1447.1968),(22 1473.1036),(23 1481.4584),(24 1488.721),(25 1495.2224),(26 1515.5322),(27 1506.2847),(28 1520.5408),(29 1522.8457),(30 1516.2814),(31 1516.0715),(32 1522.5884),(33 1529.5673),(34 1510.6954),(35 1511.6351),(36 1490.9023),(37 1481.7383),(38 1478.5117),(39 1468.7505),(40 1459.5947),(41 1442.4525),(42 1423.6459),(43 1410.1444),(44 1393.3452),(45 1390.5973),(46 1372.0028),(47 1358.5859),(48 1346.7638),(49 1324.8142),(50 1327.5383),(51 1313.8285),(52 1313.3077),(53 1296.7081),(54 1264.9779),(55 1259.2303),(56 1230.5732),(57 1232.4253),(58 1250.4263),(59 1261.0087),(60 1265.935),(61 1271.2852),(62 1284.318),(63 1300.6119),(64 1309.092),(65 1320.4778),(66 1334.8154),(67 1351.1829),(68 1376.6923),(69 1401.094),(70 1426.2324),(71 1452.7755),(72 1493.4161),(73 1542.9124),(74 1556.726),(75 1601.6235),(76 1647.3097),(77 1687.3634),(78 1711.9917),(79 1736.0009),
(1 386.11658),(2 555.89856),(3 678.12335),(4 753.2718),(5 823.6612),(6 886.173),(7 943.271),(8 995.1562),(9 1042.8928),(10 1084.482),(11 1122.9587),(12 1150.9691),(13 1185.5552),(14 1210.0459),(15 1238.3307),(16 1250.3894),(17 1271.7723),(18 1283.2406),(19 1301.2107),(20 1326.5068),(21 1351.1161),(22 1370.519),(23 1383.1447),(24 1392.7903),(25 1409.5394),(26 1418.0085),(27 1424.876),(28 1429.7637),(29 1433.7509),(30 1430.7996),(31 1427.4574),(32 1437.9985),(33 1439.9917),(34 1430.91),(35 1425.2643),(36 1422.9758),(37 1422.3098),(38 1414.9404),(39 1399.4609),(40 1384.2018),(41 1375.1101),(42 1365.8895),(43 1350.9028),(44 1337.6449),(45 1328.8564),(46 1317.2963),(47 1314.1617),(48 1309.8622),(49 1302.5109),(50 1287.9678),(51 1283.4729),(52 1286.0215),(53 1277.8137),(54 1252.9807),(55 1236.4938),(56 1217.0243),(57 1207.7515),(58 1216.0304),(59 1218.4817),(60 1224.9501),(61 1224.0933),(62 1240.1873),(63 1248.4484),(64 1254.0037),(65 1262.7325),(66 1266.9031),(67 1281.4606),(68 1308.2104),(69 1314.0715),(70 1332.5586),(71 1356.2036),(72 1397.1439),(73 1444.185),(74 1456.8171),(75 1503.1091),(76 1537.8547),(77 1569.1083),(78 1606.206),(79 1635.605),
(1 382.75955),(2 556.8813),(3 667.3243),(4 748.9966),(5 820.44696),(6 891.82715),(7 957.2636),(8 1003.0682),(9 1067.9491),(10 1114.5975),(11 1148.2894),(12 1180.0819),(13 1226.0759),(14 1252.739),(15 1281.8726),(16 1302.9877),(17 1335.8528),(18 1357.3668),(19 1390.1882),(20 1412.1738),(21 1429.3783),(22 1449.578),(23 1457.6829),(24 1469.4476),(25 1494.5928),(26 1502.2162),(27 1494.4319),(28 1497.4098),(29 1500.9044),(30 1498.5925),(31 1493.0239),(32 1491.983),(33 1488.6349),(34 1478.7018),(35 1479.4016),(36 1472.5028),(37 1463.6968),(38 1462.863),(39 1441.3569),(40 1433.0901),(41 1408.5911),(42 1393.9474),(43 1382.4858),(44 1372.0698),(45 1361.9143),(46 1348.6008),(47 1332.8369),(48 1318.722),(49 1302.9542),(50 1301.1752),(51 1279.987),(52 1273.4402),(53 1260.4774),(54 1233.4984),(55 1216.7251),(56 1198.4843),(57 1202.0992),(58 1207.2083),(59 1208.8899),(60 1220.1016),(61 1220.5624),(62 1229.7424),(63 1240.6104),(64 1247.4757),(65 1255.2627),(66 1267.7931),(67 1281.7811),(68 1302.7198),(69 1327.068),(70 1356.9945),(71 1384.7836),(72 1405.993),(73 1441.6797),(74 1473.7274),(75 1509.4884),(76 1528.6678),(77 1563.1117),(78 1592.9678),(79 1615.2726),
(1 383.03412),(2 537.6681),(3 640.64685),(4 710.9123),(5 771.01794),(6 835.5184),(7 896.166),(8 938.45544),(9 982.81805),(10 1026.5652),(11 1062.7782),(12 1096.0814),(13 1139.1327),(14 1178.2618),(15 1196.2926),(16 1218.794),(17 1244.0829),(18 1269.6166),(19 1289.9849),(20 1317.2239),(21 1339.8684),(22 1355.9222),(23 1371.8687),(24 1381.6384),(25 1393.3519),(26 1398.9023),(27 1400.3536),(28 1403.0255),(29 1424.9458),(30 1419.5284),(31 1422.8032),(32 1423.4373),(33 1418.3259),(34 1414.7438),(35 1403.6664),(36 1400.0325),(37 1386.482),(38 1383.2583),(39 1366.776),(40 1359.0737),(41 1340.7931),(42 1328.9603),(43 1315.9496),(44 1302.0347),(45 1292.5336),(46 1280.7086),(47 1269.784),(48 1261.0106),(49 1247.7589),(50 1245.2457),(51 1232.4415),(52 1227.4734),(53 1217.7084),(54 1193.8425),(55 1178.1406),(56 1158.8538),(57 1165.3556),(58 1174.8936),(59 1189.8313),(60 1199.5496),(61 1207.3618),(62 1213.2278),(63 1232.7893),(64 1251.4121),(65 1259.7245),(66 1272.5989),(67 1287.7242),(68 1297.6302),(69 1310.7494),(70 1321.185),(71 1338.762),(72 1351.9691),(73 1382.9636),(74 1409.0756),(75 1438.3281),(76 1460.3965),(77 1500.5562),(78 1535.7786),(79 1554.6487),
(1 375.3815),(2 534.2641),(3 641.45746),(4 715.72504),(5 777.9207),(6 835.74146),(7 894.16797),(8 937.2514),(9 986.9578),(10 1029.4581),(11 1068.5908),(12 1103.07),(13 1143.4755),(14 1180.8018),(15 1208.9027),(16 1225.072),(17 1250.1455),(18 1277.7072),(19 1295.6844),(20 1312.7052),(21 1339.3364),(22 1349.1725),(23 1369.2668),(24 1376.4812),(25 1378.1189),(26 1379.0007),(27 1390.0325),(28 1404.471),(29 1412.1998),(30 1409.1698),(31 1410.1698),(32 1410.2034),(33 1403.0309),(34 1394.801),(35 1385.2854),(36 1372.7762),(37 1363.1968),(38 1361.5901),(39 1352.8273),(40 1349.1903),(41 1328.7162),(42 1330.281),(43 1314.6322),(44 1299.9333),(45 1296.4147),(46 1285.7659),(47 1281.7855),(48 1271.3685),(49 1262.166),(50 1260.8174),(51 1238.6548),(52 1235.5819),(53 1224.1455),(54 1204.9042),(55 1194.0022),(56 1184.596),(57 1202.7537),(58 1202.5321),(59 1215.5653),(60 1223.1653),(61 1231.6711),(62 1246.1464),(63 1266.9181),(64 1272.9225),(65 1277.5417),(66 1284.6804),(67 1297.0919),(68 1314.1202),(69 1330.7051),(70 1341.3358),(71 1361.7542),(72 1379.8079),(73 1426.1637),(74 1440.5472),(75 1474.3274),(76 1505.7284),(77 1532.0588),(78 1558.2201),(79 1586.1887),
