1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 9452.156),(2 10069.163),(3 22993.408),(4 28413.828),(5 47781.83),(6 58589.08),(7 82826.18),(8 95184.76),(9 122192.414),(10 141165.83),(11 172110.14),(12 193896.38),(13 229366.58),(14 254127.83),(15 290725.3),(16 314517.72),(17 354182.16),(18 377816.25),(19 416394.03),(20 448489.9),(21 491644.34),(22 527664.7),(23 569416.2),(24 606584.5),(25 653270.2),(26 689599.8),(27 734017.06),(28 762819.2),(29 815849.7),(30 845444.7),(31 894504.5),(32 931028.8),(33 982442.06),(34 1024556.8),(35 1078376.5),(36 1119294.1),(37 1175103.4),(38 1219534.4),(39 1273574),(40 1326257.6),(41 1377232.4),(42 1417711),(43 1471717.4),(44 1514290.9),(45 1559303.1),(46 1597884.1),(47 1648844),(48 1686964),(49 1743571),(50 1785523),(51 1839427.6),(52 1884216.6),(53 1936114.9),(54 1976501.4),(55 2031311),(56 2072793.4),(57 2127005),(58 2180225.3),(59 2230846.8),(60 2285085.8),(61 2332541.8),(62 2385122.3),(63 2445606.5),(64 2501051.3),(65 2560867),(66 2618065.3),(67 2679763),(68 2737475.3),(69 2798046.8),(70 2853302.3),(71 2928103.3),(72 2993917.3),(73 3073081.3),(74 3136521.3),(75 3210883.3),(76 3280575.8),(77 3365275.3),(78 3450202.8),(79 3530651),
(1 22.167767),(2 24.676725),(3 25.029383),(4 25.356838),(5 25.9995),(6 25.965456),(7 25.98697),(8 26.422789),(9 26.61777),(10 26.097963),(11 26.263092),(12 26.572924),(13 26.48005),(14 26.592539),(15 26.363533),(16 26.424225),(17 26.31736),(18 26.64353),(19 26.699348),(20 26.64156),(21 26.311634),(22 26.467123),(23 26.70842),(24 26.714987),(25 26.843708),(26 26.81383),(27 26.69789),(28 26.579588),(29 26.620905),(30 26.676577),(31 26.590122),(32 26.412884),(33 26.000257),(34 25.998783),(35 26.172903),(36 26.420649),(37 26.753595),(38 26.744299),(39 26.328138),(40 26.504995),(41 26.555313),(42 26.636486),(43 26.335485),(44 26.53759),(45 26.42187),(46 26.377338),(47 26.516323),(48 26.13538),(49 26.333275),(50 26.132383),(51 26.14413),(52 26.631758),(53 26.57004),(54 26.704754),(55 26.810589),(56 26.575127),(57 26.590178),(58 26.670013),(59 26.848768),(60 27.161737),(61 27.547693),(62 27.236212),(63 27.45881),(64 27.301947),(65 27.554209),(66 27.64562),(67 27.82049),(68 28.304392),(69 28.33788),(70 28.60052),(71 28.767973),(72 28.542837),(73 28.580538),(74 28.652615),(75 28.810211),(76 28.737696),(77 28.586237),(78 28.506834),(79 28.437687),
(1 21.472345),(2 24.174238),(3 24.534199),(4 24.911633),(5 25.42414),(6 25.1985),(7 25.921173),(8 25.602005),(9 25.818743),(10 25.760983),(11 25.622295),(12 25.436575),(13 25.62329),(14 25.676352),(15 25.954912),(16 26.127283),(17 26.142412),(18 26.304962),(19 26.22828),(20 26.16004),(21 26.530544),(22 26.38786),(23 26.304434),(24 25.915665),(25 26.280636),(26 26.027418),(27 25.978157),(28 25.84881),(29 26.230282),(30 25.945728),(31 25.866495),(32 25.771975),(33 25.371058),(34 25.47553),(35 25.608717),(36 25.45777),(37 25.347105),(38 25.687561),(39 25.287006),(40 25.620207),(41 25.73238),(42 26.060246),(43 25.955845),(44 25.741217),(45 25.647617),(46 25.932753),(47 25.522352),(48 25.890835),(49 25.58521),(50 25.537886),(51 25.625599),(52 25.742424),(53 26.03673),(54 25.992077),(55 26.40406),(56 26.561066),(57 26.363956),(58 26.521992),(59 26.610914),(60 26.658318),(61 26.957605),(62 26.8456),(63 26.686129),(64 27.398043),(65 27.074602),(66 27.452757),(67 27.800682),(68 27.83662),(69 27.643873),(70 27.879465),(71 27.71146),(72 27.9656),(73 27.79566),(74 28.092287),(75 28.310472),(76 28.142796),(77 28.222889),(78 27.879147),(79 27.90405),
(1 21.780497),(2 24.29365),(3 24.66624),(4 24.83238),(5 25.232967),(6 24.99782),(7 25.822063),(8 25.681896),(9 25.887321),(10 26.01696),(11 25.726555),(12 25.582577),(13 25.754799),(14 25.997625),(15 26.143215),(16 25.935602),(17 26.149466),(18 26.215239),(19 26.526321),(20 26.489916),(21 26.465902),(22 26.425713),(23 26.64247),(24 26.074095),(25 26.137964),(26 26.023659),(27 26.16837),(28 26.47061),(29 26.157362),(30 25.831688),(31 26.024857),(32 25.982935),(33 25.682133),(34 25.730814),(35 25.711357),(36 25.685053),(37 25.457722),(38 25.478125),(39 25.458601),(40 25.603004),(41 25.494215),(42 25.520466),(43 25.332216),(44 25.558773),(45 25.300035),(46 25.131317),(47 25.372536),(48 25.02549),(49 24.94366),(50 25.30001),(51 25.061247),(52 25.593939),(53 25.787699),(54 25.723545),(55 25.789429),(56 25.818779),(57 25.694221),(58 26.04612),(59 26.108278),(60 26.09929),(61 26.336052),(62 26.681845),(63 26.473743),(64 26.769697),(65 27.092358),(66 26.745083),(67 27.128927),(68 27.521431),(69 27.343006),(70 27.582922),(71 27.532408),(72 27.54531),(73 27.651838),(74 27.814308),(75 27.838083),(76 27.533312),(77 27.854717),(78 27.757454),(79 27.741673),
(1 21.589567),(2 23.875797),(3 24.4828),(4 24.475685),(5 24.75938),(6 24.991472),(7 25.276321),(8 25.290155),(9 25.4491),(10 25.428793),(11 25.144615),(12 25.464588),(13 25.23087),(14 25.333172),(15 25.823761),(16 25.770283),(17 25.643185),(18 25.82512),(19 25.960314),(20 25.813227),(21 25.9808),(22 25.85653),(23 26.238514),(24 25.80026),(25 25.718193),(26 25.51832),(27 25.78879),(28 25.546696),(29 25.21961),(30 25.350208),(31 25.44909),(32 25.369175),(33 25.319847),(34 25.251673),(35 25.372128),(36 25.511042),(37 25.418512),(38 25.010967),(39 25.08039),(40 24.936913),(41 25.326513),(42 25.544203),(43 25.149052),(44 25.253445),(45 25.078373),(46 25.035393),(47 24.905241),(48 25.233215),(49 25.394768),(50 25.169691),(51 25.199184),(52 25.424223),(53 25.639412),(54 25.771841),(55 25.821243),(56 25.71005),(57 26.237078),(58 26.10332),(59 26.06528),(60 26.127092),(61 26.327143),(62 26.758314),(63 26.52234),(64 26.525757),(65 26.57518),(66 26.408028),(67 26.849163),(68 26.903189),(69 27.09381),(70 26.969934),(71 26.928444),(72 27.315447),(73 27.161352),(74 27.223846),(75 27.152735),(76 27.058046),(77 27.277443),(78 26.915264),(79 27.174751),
(1 21.15221),(2 23.627914),(3 23.850748),(4 24.359003),(5 24.682354),(6 24.801165),(7 25.08804),(8 25.119947),(9 25.213844),(10 25.548433),(11 25.225985),(12 25.273027),(13 25.063488),(14 25.222383),(15 25.276857),(16 25.146679),(17 25.09785),(18 25.273836),(19 25.370321),(20 25.120451),(21 25.228807),(22 25.076773),(23 25.275967),(24 25.13571),(25 25.608633),(26 25.162737),(27 24.939741),(28 25.013208),(29 25.097841),(30 25.099173),(31 25.185799),(32 25.14859),(33 25.104855),(34 25.56918),(35 24.981117),(36 25.038116),(37 25.51778),(38 24.993923),(39 24.773626),(40 24.906569),(41 24.896791),(42 25.127907),(43 24.98814),(44 24.99248),(45 24.681496),(46 24.448166),(47 24.740273),(48 24.766598),(49 25.066345),(50 25.25475),(51 25.118254),(52 25.24248),(53 25.62948),(54 25.454844),(55 25.570377),(56 25.31488),(57 25.602442),(58 25.927532),(59 25.778328),(60 25.834032),(61 26.058613),(62 26.458498),(63 26.022541),(64 26.170158),(65 26.358582),(66 26.405504),(67 26.62446),(68 26.706234),(69 27.008984),(70 27.187569),(71 26.777035),(72 27.2638),(73 27.004366),(74 27.268702),(75 27.140265),(76 26.883333),(77 27.480139),(78 26.912128),(79 26.665455),
(1 20.63411),(2 22.904184),(3 23.247257),(4 23.957178),(5 24.209404),(6 24.20858),(7 24.591667),(8 24.460896),(9 24.612154),(10 24.807398),(11 24.792341),(12 24.949251),(13 24.847301),(14 24.615643),(15 24.608833),(16 24.641655),(17 24.797989),(18 24.758385),(19 25.240896),(20 25.14588),(21 24.862522),(22 24.87994),(23 24.881786),(24 24.783625),(25 25.161798),(26 25.15646),(27 24.837732),(28 24.737143),(29 24.911858),(30 24.711584),(31 24.348942),(32 24.475702),(33 24.426737),(34 24.354483),(35 24.652153),(36 25.011019),(37 24.768728),(38 24.935217),(39 24.631691),(40 24.675795),(41 24.67506),(42 24.438639),(43 24.560919),(44 24.586758),(45 24.405497),(46 24.3534),(47 24.382187),(48 24.496069),(49 24.799524),(50 24.523027),(51 24.537405),(52 24.903416),(53 24.974342),(54 24.549055),(55 24.74346),(56 24.776644),(57 24.912275),(58 24.907396),(59 25.112516),(60 25.03126),(61 25.051863),(62 25.582293),(63 25.444689),(64 25.405739),(65 25.531721),(66 25.792763),(67 25.770954),(68 25.780338),(69 26.312078),(70 26.340628),(71 26.18624),(72 26.197916),(73 26.377068),(74 26.397104),(75 26.46674),(76 26.433569),(77 26.559206),(78 26.272131),(79 26.278976),
(1 21.221115),(2 23.702553),(3 23.874617),(4 24.158615),(5 24.764595),(6 24.733856),(7 25.176773),(8 25.26486),(9 25.14325),(10 24.762863),(11 24.928627),(12 24.836388),(13 24.951506),(14 25.143627),(15 25.047949),(16 24.848146),(17 24.943148),(18 25.519403),(19 25.56641),(20 25.154528),(21 25.164082),(22 25.28082),(23 25.273283),(24 25.682436),(25 25.235579),(26 25.25619),(27 25.14265),(28 25.146631),(29 24.800127),(30 24.918028),(31 24.813261),(32 24.952715),(33 24.67404),(34 25.009497),(35 25.158144),(36 25.108501),(37 24.980747),(38 24.889967),(39 24.696642),(40 24.653906),(41 24.595778),(42 24.704554),(43 25.00603),(44 24.957682),(45 24.952406),(46 24.736609),(47 24.706139),(48 25.0298),(49 24.950129),(50 25.016907),(51 24.892513),(52 25.236172),(53 25.443113),(54 25.248724),(55 25.19781),(56 25.21716),(57 25.621042),(58 25.47659),(59 25.694471),(60 25.897072),(61 25.889322),(62 26.281906),(63 26.192917),(64 26.338337),(65 26.063442),(66 26.415508),(67 26.503605),(68 26.5509),(69 26.65178),(70 26.825895),(71 26.933496),(72 26.837858),(73 26.603382),(74 27.346224),(75 27.143293),(76 27.20467),(77 26.940159),(78 26.835573),(79 27.12798),
(1 21.126278),(2 23.659456),(3 24.009367),(4 24.281723),(5 24.67809),(6 24.610807),(7 24.976934),(8 25.012962),(9 24.813442),(10 24.91383),(11 24.576704),(12 24.51309),(13 24.776056),(14 25.091068),(15 24.914028),(16 24.725094),(17 24.903646),(18 25.195293),(19 25.208282),(20 25.154734),(21 25.247099),(22 25.36285),(23 25.263878),(24 24.959648),(25 25.161366),(26 24.914537),(27 25.046782),(28 24.984093),(29 25.097326),(30 24.774967),(31 24.626534),(32 24.753563),(33 24.860462),(34 24.877123),(35 24.612791),(36 24.974012),(37 24.545544),(38 24.564497),(39 24.581642),(40 24.321722),(41 24.478868),(42 24.713528),(43 24.6929),(44 24.681513),(45 24.868475),(46 24.659534),(47 24.78505),(48 24.87297),(49 24.776741),(50 24.919022),(51 24.834593),(52 25.021074),(53 25.409414),(54 25.30913),(55 25.089846),(56 25.088251),(57 25.60073),(58 25.275173),(59 25.491404),(60 25.603735),(61 25.546755),(62 25.98815),(63 25.966187),(64 25.860497),(65 25.789408),(66 25.987823),(67 26.033113),(68 26.09117),(69 26.288763),(70 26.224037),(71 26.605457),(72 26.427431),(73 26.377302),(74 26.622364),(75 26.596931),(76 26.558573),(77 26.445305),(78 26.465696),(79 26.313393),
(1 20.614416),(2 22.75449),(3 23.44198),(4 23.877512),(5 23.707737),(6 23.715014),(7 24.226393),(8 23.924044),(9 24.262274),(10 24.49752),(11 24.073408),(12 24.3503),(13 24.384201),(14 24.655346),(15 24.479227),(16 24.713434),(17 24.692223),(18 24.71585),(19 24.929571),(20 24.614655),(21 24.600323),(22 24.348549),(23 24.163841),(24 24.314741),(25 24.414515),(26 24.314945),(27 24.334965),(28 24.357004),(29 24.17878),(30 23.998587),(31 24.027317),(32 23.980085),(33 23.854277),(34 24.122627),(35 23.654531),(36 24.075108),(37 23.91252),(38 24.140554),(39 23.764824),(40 23.850973),(41 23.731314),(42 24.03296),(43 23.942518),(44 23.730297),(45 23.882675),(46 23.666294),(47 23.808468),(48 23.931183),(49 24.03969),(50 23.877762),(51 24.076311),(52 24.423216),(53 24.265196),(54 24.314083),(55 24.22433),(56 24.375452),(57 24.384684),(58 24.47641),(59 24.187614),(60 24.655209),(61 24.395977),(62 24.783241),(63 24.85068),(64 25.121754),(65 24.909481),(66 25.02498),(67 25.4715),(68 25.208338),(69 25.468641),(70 25.585901),(71 25.828156),(72 25.526808),(73 25.657076),(74 25.83848),(75 25.789288),(76 25.673378),(77 25.902296),(78 25.891016),(79 25.780457),
(1 20.688715),(2 22.741974),(3 23.2318),(4 23.57589),(5 23.898165),(6 23.82153),(7 24.25877),(8 24.823296),(9 24.62834),(10 24.665321),(11 24.232492),(12 24.446367),(13 24.273657),(14 24.680277),(15 24.48904),(16 24.257496),(17 24.703405),(18 24.4815),(19 24.67859),(20 24.354967),(21 24.553734),(22 24.545982),(23 24.722193),(24 24.646183),(25 24.852625),(26 24.76039),(27 24.840967),(28 24.787115),(29 24.72128),(30 24.56018),(31 24.422665),(32 24.081085),(33 24.275808),(34 24.407032),(35 24.293787),(36 24.574894),(37 24.658213),(38 24.57929),(39 24.185514),(40 24.300539),(41 24.277407),(42 24.36413),(43 24.47255),(44 24.545025),(45 24.6328),(46 24.212036),(47 24.415726),(48 24.198612),(49 24.401299),(50 24.316587),(51 24.636961),(52 24.616438),(53 24.726553),(54 24.773113),(55 24.863752),(56 24.97596),(57 24.829435),(58 25.06226),(59 24.963398),(60 24.77765),(61 24.987875),(62 25.07612),(63 25.016737),(64 25.11141),(65 25.457388),(66 25.415657),(67 26.11573),(68 25.942986),(69 25.99836),(70 26.380295),(71 26.093159),(72 26.43554),(73 26.219131),(74 26.175201),(75 26.268347),(76 25.974697),(77 25.785393),(78 26.013329),(79 25.986153),
(1 20.996964),(2 23.023697),(3 23.629704),(4 23.92291),(5 24.20832),(6 24.140203),(7 24.102041),(8 24.426714),(9 24.361818),(10 24.439537),(11 24.328653),(12 24.685715),(13 24.591795),(14 24.583778),(15 24.537237),(16 24.762253),(17 24.960915),(18 25.12682),(19 25.060667),(20 25.074657),(21 24.584635),(22 24.559978),(23 24.779501),(24 24.619762),(25 24.664867),(26 24.79437),(27 24.29927),(28 24.594381),(29 24.442213),(30 24.339731),(31 24.391994),(32 24.033806),(33 24.426317),(34 24.519783),(35 24.69084),(36 24.497103),(37 24.34945),(38 24.26267),(39 24.28537),(40 24.160286),(41 23.982372),(42 24.177835),(43 24.315655),(44 24.088177),(45 24.219183),(46 24.144049),(47 24.065529),(48 23.91918),(49 24.205301),(50 24.051397),(51 24.234388),(52 24.649473),(53 24.695665),(54 24.484552),(55 24.857368),(56 24.738186),(57 24.785341),(58 24.8746),(59 24.764797),(60 25.034212),(61 25.057304),(62 25.118904),(63 25.269745),(64 25.06785),(65 25.550785),(66 25.52299),(67 25.558804),(68 25.492252),(69 25.730011),(70 25.546925),(71 25.885887),(72 26.043339),(73 26.34666),(74 26.277023),(75 26.03785),(76 26.253874),(77 26.11457),(78 26.113733),(79 25.954668),
(1 20.839434),(2 22.593428),(3 23.292118),(4 23.316666),(5 23.80615),(6 23.67547),(7 24.203175),(8 24.122694),(9 24.036524),(10 24.39682),(11 23.926163),(12 24.239824),(13 24.24213),(14 24.728508),(15 24.422941),(16 24.968002),(17 24.663378),(18 24.764784),(19 24.462633),(20 24.72766),(21 24.534147),(22 24.641201),(23 24.601093),(24 24.758144),(25 24.632414),(26 24.456776),(27 24.259615),(28 24.466398),(29 24.189152),(30 24.566439),(31 24.078503),(32 23.981087),(33 24.27363),(34 24.539406),(35 24.24602),(36 23.998621),(37 24.110806),(38 24.126114),(39 24.162588),(40 24.000341),(41 23.933),(42 24.324013),(43 24.457506),(44 23.9429),(45 24.025625),(46 23.996407),(47 23.990946),(48 24.075882),(49 24.076143),(50 23.788954),(51 23.93937),(52 23.956179),(53 23.990751),(54 24.335844),(55 24.36581),(56 24.192776),(57 24.206331),(58 24.642855),(59 24.642145),(60 24.564087),(61 24.766071),(62 24.777847),(63 25.078764),(64 25.270979),(65 25.181652),(66 25.1436),(67 25.143818),(68 25.198015),(69 25.330544),(70 25.597519),(71 25.862911),(72 25.89219),(73 25.841457),(74 26.22958),(75 26.407892),(76 25.910856),(77 25.983992),(78 25.925165),(79 25.894447),
(1 20.071915),(2 22.056297),(3 22.518957),(4 22.89225),(5 23.186434),(6 23.148495),(7 23.479862),(8 23.356716),(9 23.315727),(10 23.565937),(11 23.582668),(12 23.477129),(13 23.446432),(14 23.531113),(15 23.55877),(16 23.756872),(17 23.932405),(18 24.071445),(19 23.738695),(20 24.200794),(21 24.256794),(22 23.952612),(23 23.897676),(24 23.794888),(25 23.640333),(26 23.907084),(27 23.980469),(28 24.070145),(29 23.641836),(30 23.642506),(31 23.52357),(32 23.330296),(33 23.610624),(34 23.558552),(35 23.636522),(36 23.336874),(37 23.647963),(38 23.510714),(39 23.387754),(40 23.353264),(41 23.539925),(42 23.473492),(43 23.405594),(44 23.612194),(45 23.396843),(46 23.456404),(47 23.777636),(48 23.75141),(49 23.875881),(50 23.466972),(51 23.332718),(52 23.533457),(53 23.77788),(54 24.0512),(55 23.841219),(56 23.95972),(57 24.060259),(58 24.29301),(59 24.154196),(60 23.95454),(61 24.21286),(62 24.414797),(63 23.991026),(64 24.06195),(65 24.131187),(66 24.608326),(67 24.394459),(68 24.77938),(69 24.673216),(70 24.697575),(71 25.123446),(72 24.82457),(73 24.883825),(74 25.205263),(75 25.352024),(76 25.371931),(77 25.490992),(78 25.664309),(79 25.114748),
(1 20.05045),(2 22.20445),(3 22.401594),(4 22.606005),(5 23.169983),(6 23.609926),(7 23.525356),(8 23.73921),(9 23.596342),(10 23.731014),(11 23.772917),(12 23.583706),(13 23.668318),(14 23.674282),(15 23.53952),(16 23.851719),(17 23.991608),(18 23.840834),(19 23.814579),(20 24.321266),(21 23.93845),(22 23.788553),(23 23.635408),(24 23.855307),(25 24.01462),(26 23.975592),(27 23.817865),(28 23.758005),(29 23.879473),(30 23.545725),(31 23.543192),(32 23.312191),(33 23.438316),(34 23.397736),(35 23.156675),(36 23.254017),(37 23.294292),(38 22.981546),(39 23.169672),(40 23.389893),(41 23.352533),(42 23.063421),(43 23.452314),(44 23.520548),(45 23.20321),(46 23.408615),(47 23.079426),(48 23.063507),(49 22.99536),(50 23.040356),(51 23.391323),(52 23.703276),(53 23.613874),(54 23.963116),(55 23.890066),(56 24.058477),(57 24.249908),(58 24.258333),(59 23.912714),(60 24.117025),(61 24.421146),(62 24.660652),(63 24.441456),(64 24.773153),(65 24.7567),(66 24.89121),(67 25.0721),(68 24.96298),(69 25.411112),(70 25.245733),(71 25.390608),(72 25.167236),(73 25.591766),(74 25.537569),(75 25.429226),(76 25.181662),(77 25.236927),(78 25.226776),(79 25.157663),
(1 20.159931),(2 22.116446),(3 22.41603),(4 22.815342),(5 23.095999),(6 23.308746),(7 23.290485),(8 23.15927),(9 23.490015),(10 23.553974),(11 23.339188),(12 23.440083),(13 23.574636),(14 23.536625),(15 23.41595),(16 23.542006),(17 23.589525),(18 23.511087),(19 23.806301),(20 23.842983),(21 23.899055),(22 23.642618),(23 23.331743),(24 23.540043),(25 23.529902),(26 23.655),(27 23.333078),(28 23.360453),(29 23.526016),(30 23.047243),(31 23.07332),(32 23.229126),(33 23.426878),(34 23.173048),(35 23.39641),(36 23.58929),(37 23.477873),(38 23.475286),(39 23.139975),(40 23.364784),(41 23.179255),(42 23.08706),(43 23.213573),(44 23.33583),(45 23.239775),(46 23.537588),(47 23.167212),(48 23.047962),(49 23.147982),(50 23.290804),(51 23.579334),(52 23.388575),(53 23.554277),(54 23.513964),(55 23.636347),(56 23.839464),(57 24.065468),(58 24.098019),(59 24.295992),(60 23.923367),(61 24.472048),(62 24.44297),(63 24.424448),(64 24.481684),(65 24.521328),(66 24.75026),(67 24.888021),(68 24.840254),(69 25.372902),(70 25.200985),(71 25.653698),(72 25.205761),(73 25.583073),(74 25.413162),(75 25.376692),(76 25.511858),(77 25.47175),(78 25.305216),(79 25.222084),
(1 19.94733),(2 21.70438),(3 21.840841),(4 22.19745),(5 22.61908),(6 22.647312),(7 22.829693),(8 22.892498),(9 22.98733),(10 23.22234),(11 22.828682),(12 23.1585),(13 23.247828),(14 23.3613),(15 23.187595),(16 23.510534),(17 23.52982),(18 23.386997),(19 23.51898),(20 23.749857),(21 23.56552),(22 23.64019),(23 23.371162),(24 23.660538),(25 23.671034),(26 23.59681),(27 23.556194),(28 23.260214),(29 23.37595),(30 23.009779),(31 23.179844),(32 23.215239),(33 23.192337),(34 22.708988),(35 22.93844),(36 22.9639),(37 22.921408),(38 23.046705),(39 22.864855),(40 22.942928),(41 22.849651),(42 23.052246),(43 23.033464),(44 23.111095),(45 23.05306),(46 22.968584),(47 22.992071),(48 22.970322),(49 23.318779),(50 23.208307),(51 23.004896),(52 22.691893),(53 22.840302),(54 23.21536),(55 23.430803),(56 23.16413),(57 23.27448),(58 23.614115),(59 23.27074),(60 23.5022),(61 23.819435),(62 23.941711),(63 23.750795),(64 23.558878),(65 23.935781),(66 23.732122),(67 23.885647),(68 24.171787),(69 24.320017),(70 24.500883),(71 24.274843),(72 24.398174),(73 24.679926),(74 24.671356),(75 24.625744),(76 24.297125),(77 24.128725),(78 24.305042),(79 24.36258),
(1 19.509758),(2 21.303268),(3 21.88618),(4 22.001778),(5 22.676062),(6 22.492313),(7 22.700447),(8 22.477114),(9 22.561228),(10 22.733343),(11 22.53819),(12 22.6266),(13 22.563223),(14 22.856535),(15 22.529167),(16 22.775137),(17 22.710732),(18 23.04647),(19 22.90155),(20 22.79525),(21 22.787916),(22 22.864435),(23 22.594603),(24 22.719383),(25 22.82157),(26 22.780787),(27 22.601469),(28 22.740732),(29 22.605389),(30 22.614353),(31 22.483053),(32 22.369686),(33 22.3189),(34 22.239843),(35 22.132906),(36 22.331362),(37 22.467102),(38 22.465113),(39 22.528238),(40 22.46253),(41 22.752037),(42 22.726778),(43 22.400423),(44 22.350563),(45 22.447653),(46 22.704592),(47 22.549334),(48 22.236788),(49 22.401497),(50 22.42688),(51 22.446598),(52 22.391565),(53 22.591837),(54 22.663853),(55 22.983328),(56 22.99055),(57 23.057545),(58 23.284412),(59 23.271984),(60 23.662003),(61 23.339735),(62 23.54009),(63 23.421013),(64 23.37155),(65 23.696562),(66 23.832436),(67 23.508265),(68 23.951073),(69 23.76606),(70 23.921835),(71 24.041958),(72 24.041077),(73 24.10558),(74 24.31139),(75 24.347063),(76 24.347103),(77 24.371521),(78 24.141357),(79 23.808496),
