1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 37235.387),(2 102886.94),(3 228776.44),(4 382162.1),(5 582398.3),(6 819424.7),(7 1095051.9),(8 1425914),(9 1798262),(10 2209231.3),(11 2657125.8),(12 3154875.8),(13 3696426.8),(14 4287250.5),(15 4929974),(16 5621954.5),(17 6397879.5),(18 7219202.5),(19 8091105.5),(20 8996882),(21 9993415),(22 11000178),(23 12058931),(24 13128681),(25 14199968),(26 15304184),(27 16477683),(28 17617328),(29 18818520),(30 20000930),(31 21211278),(32 22497856),(33 23831264),(34 25193168),(35 26531018),(36 27878618),(37 29350182),(38 30839618),(39 32368114),(40 33953572),(41 35587900),(42 37274196),(43 38915996),(44 40571576),(45 42172830),(46 43656028),(47 45093828),(48 46463264),(49 47779508),(50 49072496),(51 50258156),(52 51366964),(53 52378612),(54 53309984),(55 54127604),(56 54899780),(57 55635840),(58 56349524),(59 56951564),(60 57469844),(61 57853804),(62 58159044),(63 58379772),(64 58514508),(65 58656076),(66 58818560),(67 59001984),(68 59328320),(69 59650564),(70 60035732),(71 60436210),(72 60948770),(73 61538668),(74 62264416),(75 63070932),(76 63903508),(77 64791980),(78 65715490),(79 66682644),
(1 348.6985),(2 468.011),(3 501.23187),(4 511.04822),(5 535.16595),(6 556.2482),(7 568.9961),(8 585.8328),(9 602.30536),(10 601.83295),(11 614.83386),(12 621.8439),(13 623.33997),(14 625.2038),(15 633.61237),(16 629.76056),(17 635.32855),(18 639.18756),(19 644.5437),(20 643.5217),(21 648.93695),(22 647.72626),(23 655.2785),(24 656.2417),(25 658.1444),(26 661.1364),(27 657.3997),(28 660.49713),(29 651.0308),(30 659.22156),(31 657.01483),(32 659.4898),(33 652.42596),(34 658.3363),(35 665.1654),(36 672.21277),(37 679.9672),(38 677.2745),(39 684.50635),(40 685.64246),(41 679.89124),(42 690.4255),(43 696.07196),(44 694.5614),(45 698.20557),(46 698.59576),(47 700.55817),(48 689.46814),(49 685.4343),(50 685.7525),(51 686.7272),(52 672.6547),(53 680.09644),(54 674.242),(55 672.72144),(56 668.70874),(57 667.43854),(58 670.42816),(59 666.9056),(60 656.4976),(61 660.4047),(62 659.41284),(63 655.7566),(64 651.53687),(65 652.7148),(66 637.6183),(67 632.28674),(68 638.4563),(69 639.735),(70 634.77203),(71 631.4732),(72 628.9941),(73 628.4535),(74 633.5404),(75 630.33887),(76 625.9903),(77 616.39124),(78 621.9484),(79 628.59424),
(1 353.9969),(2 475.08725),(3 504.04108),(4 507.14407),(5 532.5647),(6 552.2082),(7 566.1308),(8 581.84125),(9 602.85944),(10 605.6624),(11 618.06744),(12 617.8665),(13 618.8694),(14 621.69794),(15 628.1698),(16 620.24677),(17 624.2812),(18 628.5616),(19 638.79456),(20 637.3529),(21 645.1531),(22 650.401),(23 658.3063),(24 652.63446),(25 650.40125),(26 655.7123),(27 658.0881),(28 660.61755),(29 652.2578),(30 656.1256),(31 660.20215),(32 669.21387),(33 665.42834),(34 659.6598),(35 665.31525),(36 662.8956),(37 667.7309),(38 679.4591),(39 692.22534),(40 694.5268),(41 686.69244),(42 691.8799),(43 701.06177),(44 695.64),(45 702.8653),(46 708.10394),(47 702.7697),(48 698.5199),(49 692.9785),(50 686.2318),(51 693.7312),(52 681.00183),(53 676.47046),(54 682.25024),(55 684.5415),(56 677.8516),(57 685.0625),(58 683.92834),(59 683.20306),(60 681.77234),(61 680.76074),(62 679.0595),(63 682.71747),(64 676.569),(65 677.5971),(66 668.18256),(67 667.559),(68 667.9672),(69 664.53467),(70 662.6203),(71 653.6335),(72 650.855),(73 649.2707),(74 642.2637),(75 635.92883),(76 631.5058),(77 625.66144),(78 627.15704),(79 630.3067),
(1 347.2327),(2 466.96484),(3 500.72845),(4 517.6166),(5 540.84015),(6 561.88666),(7 572.1834),(8 585.7746),(9 610.1981),(10 625.5102),(11 637.76044),(12 633.95984),(13 627.01825),(14 630.96576),(15 638.7893),(16 631.40344),(17 643.2711),(18 641.64087),(19 639.61163),(20 631.8025),(21 634.5339),(22 641.72296),(23 643.79175),(24 647.0709),(25 645.68134),(26 646.6893),(27 653.2417),(28 648.18146),(29 646.88904),(30 653.8431),(31 655.6857),(32 658.304),(33 652.74603),(34 663.2059),(35 669.3116),(36 667.99194),(37 670.0341),(38 664.26935),(39 665.2422),(40 679.07715),(41 673.81323),(42 673.787),(43 672.94977),(44 681.80316),(45 679.5019),(46 691.5093),(47 689.5097),(48 675.8388),(49 673.5589),(50 676.847),(51 677.23096),(52 661.72656),(53 656.58405),(54 665.21643),(55 665.382),(56 656.6794),(57 669.2234),(58 665.6395),(59 661.1888),(60 664.4991),(61 663.2795),(62 657.42865),(63 664.23193),(64 653.05),(65 646.2629),(66 645.0324),(67 645.84717),(68 640.52936),(69 636.2343),(70 631.945),(71 637.8687),(72 631.6464),(73 635.5614),(74 633.7161),(75 626.13257),(76 617.3349),(77 616.5557),(78 615.36444),(79 613.38184),
(1 340.0461),(2 455.29083),(3 488.24567),(4 499.5412),(5 522.6904),(6 536.5954),(7 539.7353),(8 558.4021),(9 574.23224),(10 587.8277),(11 595.0674),(12 589.1709),(13 595.29193),(14 600.43445),(15 606.5364),(16 607.777),(17 611.3639),(18 609.271),(19 610.54663),(20 607.0219),(21 604.9475),(22 610.13544),(23 623.15576),(24 615.4001),(25 619.37415),(26 622.75635),(27 621.29114),(28 622.7202),(29 625.75287),(30 626.3868),(31 639.36127),(32 642.4881),(33 636.4248),(34 639.88806),(35 641.7121),(36 645.58563),(37 654.2967),(38 658.85895),(39 661.8953),(40 661.7189),(41 663.5817),(42 663.9927),(43 670.9271),(44 665.10016),(45 664.1341),(46 679.2594),(47 676.44946),(48 673.4618),(49 665.9086),(50 669.55835),(51 672.16254),(52 664.476),(53 666.49634),(54 665.57684),(55 677.6439),(56 677.5842),(57 664.963),(58 659.11096),(59 654.1881),(60 652.76807),(61 650.71313),(62 645.25574),(63 646.60565),(64 642.00793),(65 633.55835),(66 627.0761),(67 622.03644),(68 629.1064),(69 625.45337),(70 621.8617),(71 620.5112),(72 614.84344),(73 620.6404),(74 625.4347),(75 619.7281),(76 614.6157),(77 612.90796),(78 617.3824),(79 616.9505),
(1 337.308),(2 450.84708),(3 487.858),(4 503.71774),(5 526.00037),(6 543.64197),(7 545.24023),(8 565.0503),(9 584.0366),(10 588.81805),(11 600.56433),(12 598.2917),(13 597.1866),(14 608.48956),(15 613.0581),(16 609.6178),(17 612.5697),(18 619.3687),(19 620.47046),(20 611.9598),(21 611.2271),(22 616.0668),(23 622.04626),(24 626.14746),(25 628.2707),(26 626.89966),(27 627.07825),(28 626.178),(29 629.45154),(30 624.07263),(31 629.4816),(32 634.0864),(33 634.8392),(34 638.9566),(35 642.9055),(36 634.7661),(37 636.49884),(38 638.7152),(39 645.5574),(40 658.7432),(41 656.5782),(42 656.94196),(43 660.6082),(44 657.0523),(45 653.13763),(46 659.68146),(47 658.59753),(48 655.2637),(49 656.7978),(50 662.45166),(51 665.90625),(52 670.03906),(53 671.0128),(54 660.8047),(55 659.86975),(56 667.1282),(57 659.31665),(58 647.03076),(59 643.4603),(60 643.16595),(61 653.07184),(62 645.4777),(63 649.47363),(64 650.38635),(65 643.64166),(66 640.8084),(67 635.4283),(68 642.10944),(69 636.164),(70 634.9622),(71 622.0478),(72 617.80707),(73 618.58575),(74 616.4907),(75 618.5805),(76 615.7444),(77 616.9961),(78 613.9327),(79 607.06555),
(1 316.07596),(2 419.24164),(3 458.9676),(4 472.73972),(5 493.58606),(6 506.39914),(7 518.6799),(8 523.7724),(9 539.65094),(10 549.22327),(11 566.37946),(12 561.64984),(13 563.72125),(14 571.0449),(15 579.0455),(16 574.6391),(17 576.1844),(18 582.8346),(19 592.4538),(20 580.0378),(21 583.8361),(22 588.5239),(23 594.60803),(24 604.088),(25 602.5896),(26 602.91986),(27 602.1874),(28 615.8016),(29 617.0873),(30 613.0243),(31 611.9237),(32 619.35944),(33 616.92804),(34 620.1076),(35 617.21466),(36 616.5181),(37 625.2328),(38 629.30414),(39 621.9165),(40 626.9912),(41 630.2528),(42 631.9044),(43 640.8079),(44 634.8385),(45 635.02234),(46 632.8523),(47 623.42773),(48 619.2566),(49 629.6744),(50 627.4325),(51 626.31903),(52 629.7285),(53 631.05695),(54 618.9582),(55 619.0727),(56 619.4108),(57 620.83777),(58 615.3021),(59 611.4739),(60 608.3264),(61 606.73755),(62 602.4536),(63 610.46765),(64 602.0313),(65 598.32855),(66 603.0273),(67 593.6516),(68 601.70605),(69 601.7273),(70 589.5937),(71 589.64746),(72 590.20825),(73 590.4404),(74 586.34564),(75 592.14),(76 592.34735),(77 588.1781),(78 581.1424),(79 575.1607),
(1 316.0718),(2 423.42703),(3 461.07852),(4 487.2003),(5 499.7656),(6 514.5383),(7 523.3914),(8 534.67737),(9 544.4061),(10 554.411),(11 559.31525),(12 567.6613),(13 570.32135),(14 565.455),(15 568.2158),(16 566.09625),(17 573.4006),(18 573.74774),(19 576.6863),(20 569.2458),(21 578.95624),(22 577.207),(23 586.1592),(24 587.852),(25 585.3726),(26 595.70197),(27 598.9553),(28 608.8493),(29 611.09503),(30 609.36804),(31 610.31024),(32 619.89026),(33 611.8999),(34 606.5061),(35 606.83093),(36 614.54626),(37 628.8099),(38 633.21344),(39 628.9062),(40 635.70953),(41 638.7743),(42 647.1346),(43 649.9755),(44 648.4969),(45 658.81494),(46 650.92255),(47 643.7941),(48 641.3291),(49 642.4726),(50 638.6364),(51 638.68945),(52 646.916),(53 650.6887),(54 641.95746),(55 637.1285),(56 636.25946),(57 634.04816),(58 635.64795),(59 636.25757),(60 629.2339),(61 627.3685),(62 626.5152),(63 619.36505),(64 609.2417),(65 613.54626),(66 616.1162),(67 604.6246),(68 603.18164),(69 598.1546),(70 590.8564),(71 594.24054),(72 592.2608),(73 588.0852),(74 579.0848),(75 588.40857),(76 580.8374),(77 572.574),(78 567.60864),(79 561.5758),
(1 309.25446),(2 409.8955),(3 451.3088),(4 466.115),(5 478.26724),(6 496.96063),(7 500.3747),(8 512.64355),(9 520.07574),(10 534.0426),(11 542.81586),(12 544.8156),(13 547.50854),(14 545.0259),(15 550.9527),(16 553.8819),(17 565.7674),(18 560.08124),(19 560.31024),(20 550.8762),(21 562.7482),(22 556.9866),(23 566.9045),(24 571.9048),(25 567.22626),(26 569.1257),(27 575.6808),(28 575.72437),(29 577.5353),(30 582.2937),(31 578.20154),(32 584.8221),(33 584.9657),(34 583.10693),(35 578.6216),(36 592.88385),(37 600.2715),(38 604.01526),(39 609.53503),(40 609.8023),(41 606.9802),(42 614.28546),(43 622.9507),(44 621.6305),(45 624.7764),(46 626.7382),(47 619.91473),(48 616.6105),(49 611.1787),(50 610.8595),(51 610.05664),(52 613.5907),(53 624.0576),(54 622.93286),(55 626.17535),(56 617.2978),(57 613.857),(58 611.16425),(59 612.7057),(60 612.02856),(61 606.4466),(62 613.9617),(63 608.80566),(64 607.954),(65 606.23615),(66 605.3782),(67 600.2971),(68 594.15466),(69 588.67737),(70 581.608),(71 580.5099),(72 576.09845),(73 574.0705),(74 573.4255),(75 579.70026),(76 571.10974),(77 568.97437),(78 562.02423),(79 563.41986),
(1 311.32825),(2 405.1394),(3 436.79306),(4 457.34332),(5 468.4876),(6 491.43365),(7 501.9382),(8 514.93585),(9 523.5962),(10 531.49023),(11 540.25055),(12 535.55566),(13 535.99976),(14 537.81525),(15 542.5818),(16 550.15356),(17 559.15485),(18 554.43414),(19 552.8014),(20 557.0871),(21 560.9903),(22 557.484),(23 564.4442),(24 571.4548),(25 566.2973),(26 571.7217),(27 577.9946),(28 577.049),(29 580.54675),(30 588.088),(31 586.54395),(32 589.9644),(33 600.2115),(34 602.7144),(35 596.4837),(36 604.5461),(37 608.0426),(38 612.1184),(39 624.22845),(40 617.56976),(41 624.6392),(42 630.0957),(43 632.6871),(44 619.85034),(45 615.1671),(46 620.0418),(47 614.9725),(48 616.9879),(49 615.8596),(50 612.87634),(51 616.1965),(52 613.9043),(53 614.312),(54 613.8464),(55 613.385),(56 605.09265),(57 601.666),(58 596.93933),(59 596.5871),(60 597.152),(61 596.3481),(62 610.4669),(63 597.41565),(64 593.5809),(65 597.6874),(66 597.01227),(67 581.275),(68 593.3891),(69 582.3101),(70 579.1113),(71 582.4807),(72 578.85785),(73 577.16156),(74 578.2726),(75 576.8873),(76 578.72626),(77 583.6034),(78 579.4323),(79 581.0295),
(1 305.03375),(2 396.0926),(3 426.93103),(4 449.23642),(5 469.6145),(6 480.98315),(7 492.90616),(8 504.4541),(9 517.5985),(10 526.0002),(11 534.7036),(12 531.9569),(13 532.18146),(14 541.582),(15 548.94476),(16 544.4548),(17 543.674),(18 541.44965),(19 544.5303),(20 549.97266),(21 545.5783),(22 546.7836),(23 549.7844),(24 555.34406),(25 559.06165),(26 556.31104),(27 559.62256),(28 560.2875),(29 556.1257),(30 558.32227),(31 558.37115),(32 565.3918),(33 573.3939),(34 575.31213),(35 572.91925),(36 571.062),(37 571.64716),(38 581.6143),(39 581.92444),(40 579.8771),(41 580.9602),(42 587.35474),(43 593.2573),(44 587.7799),(45 583.3857),(46 583.2034),(47 584.4967),(48 583.4322),(49 585.10284),(50 582.68854),(51 591.75507),(52 589.13214),(53 585.4025),(54 581.7933),(55 587.48566),(56 587.21204),(57 587.07587),(58 586.917),(59 583.966),(60 577.2227),(61 579.75806),(62 583.1634),(63 577.5207),(64 580.02936),(65 574.96014),(66 580.21765),(67 569.6682),(68 567.3427),(69 556.0351),(70 558.7505),(71 565.25214),(72 566.6793),(73 562.8096),(74 558.16504),(75 562.39886),(76 557.5813),(77 557.614),(78 554.48627),(79 548.0747),
(1 300.5),(2 390.54782),(3 426.3442),(4 439.83893),(5 460.282),(6 475.80875),(7 483.52762),(8 496.18195),(9 510.92227),(10 523.24384),(11 529.2513),(12 533.2926),(13 532.13214),(14 537.6856),(15 542.0829),(16 539.672),(17 539.40814),(18 539.0094),(19 543.4103),(20 540.67487),(21 542.2809),(22 545.8236),(23 554.08704),(24 552.0723),(25 550.6278),(26 552.01135),(27 556.75336),(28 560.8862),(29 560.9828),(30 561.06476),(31 555.729),(32 563.04407),(33 571.07324),(34 571.0344),(35 565.2941),(36 573.2342),(37 573.7151),(38 575.4533),(39 579.53796),(40 582.9922),(41 581.1946),(42 589.25934),(43 593.67035),(44 589.10333),(45 580.4959),(46 578.0196),(47 579.00867),(48 581.0733),(49 577.4841),(50 575.8406),(51 577.1715),(52 578.7986),(53 579.1355),(54 574.33057),(55 571.48987),(56 565.4179),(57 562.2926),(58 564.73517),(59 566.09753),(60 556.6271),(61 558.1642),(62 563.4872),(63 551.12964),(64 549.0593),(65 551.6834),(66 551.67303),(67 551.2594),(68 548.23096),(69 543.0506),(70 547.78546),(71 550.1656),(72 547.9163),(73 546.7563),(74 549.39246),(75 548.8999),(76 546.47205),(77 541.95276),(78 540.7337),(79 539.5098),
(1 294.90662),(2 380.93106),(3 418.89792),(4 431.88248),(5 454.74976),(6 472.77902),(7 474.67026),(8 485.19574),(9 498.9371),(10 505.9756),(11 514.361),(12 516.2661),(13 522.0659),(14 521.8956),(15 529.8687),(16 529.26556),(17 534.06866),(18 537.3892),(19 542.0225),(20 540.7227),(21 546.9339),(22 548.505),(23 560.3583),(24 561.6266),(25 560.5113),(26 558.98846),(27 561.21246),(28 559.3576),(29 564.08594),(30 568.3444),(31 572.68494),(32 581.1342),(33 581.5849),(34 585.4792),(35 582.2325),(36 589.09546),(37 587.4022),(38 597.3586),(39 604.10767),(40 604.6337),(41 602.7842),(42 605.1646),(43 612.80554),(44 606.8428),(45 600.18994),(46 598.5357),(47 597.2484),(48 604.1164),(49 597.76056),(50 595.88855),(51 599.2911),(52 592.12994),(53 594.40454),(54 593.9161),(55 591.2257),(56 590.1413),(57 587.4271),(58 582.0324),(59 582.1612),(60 573.9853),(61 575.41235),(62 566.18604),(63 555.937),(64 553.3029),(65 550.7006),(66 547.3129),(67 551.3161),(68 555.579),(69 547.49274),(70 548.5973),(71 547.88544),(72 550.12354),(73 547.5367),(74 547.4403),(75 551.6599),(76 548.6169),(77 541.69),(78 541.33905),(79 544.9124),
(1 291.3444),(2 373.9943),(3 418.86887),(4 435.87573),(5 452.06375),(6 472.83936),(7 480.2808),(8 487.05252),(9 497.918),(10 496.88788),(11 502.9646),(12 510.7585),(13 514.4484),(14 520.0314),(15 520.4211),(16 521.5611),(17 524.056),(18 525.4082),(19 524.85675),(20 519.2738),(21 527.89526),(22 531.4047),(23 538.6946),(24 535.05396),(25 537.53174),(26 533.9955),(27 536.61597),(28 531.4594),(29 537.2797),(30 544.2114),(31 546.3622),(32 547.18933),(33 553.974),(34 559.01855),(35 557.9745),(36 563.88916),(37 567.581),(38 577.9882),(39 580.62524),(40 572.5524),(41 575.46344),(42 576.60626),(43 583.0646),(44 583.05634),(45 577.6296),(46 585.332),(47 585.37823),(48 582.8889),(49 584.5205),(50 575.5884),(51 577.37823),(52 579.89087),(53 579.91504),(54 573.766),(55 580.28296),(56 580.3485),(57 572.28046),(58 571.07825),(59 565.9594),(60 564.93884),(61 565.7554),(62 562.90497),(63 557.6957),(64 552.7518),(65 549.82825),(66 541.6764),(67 545.36163),(68 550.7386),(69 535.9689),(70 541.54504),(71 538.7514),(72 544.69196),(73 532.5054),(74 536.0032),(75 542.5077),(76 532.2331),(77 523.23804),(78 522.9822),(79 528.3499),
(1 282.68405),(2 371.38522),(3 410.3457),(4 417.60657),(5 433.62567),(6 449.16327),(7 460.09662),(8 469.9412),(9 476.55475),(10 484.45358),(11 491.0358),(12 489.30414),(13 498.9306),(14 502.87567),(15 503.95355),(16 502.42282),(17 508.84302),(18 508.6613),(19 510.99927),(20 511.41592),(21 521.56683),(22 518.56726),(23 521.35254),(24 525.65784),(25 536.6416),(26 531.5144),(27 532.8428),(28 536.80884),(29 537.748),(30 540.7692),(31 539.55457),(32 543.59937),(33 546.5239),(34 545.65216),(35 543.8373),(36 548.1694),(37 557.8144),(38 569.64404),(39 563.83673),(40 564.12885),(41 568.98846),(42 566.0484),(43 567.17004),(44 569.05695),(45 565.1646),(46 576.41406),(47 571.4949),(48 572.73956),(49 568.99274),(50 560.92114),(51 565.21295),(52 567.26013),(53 567.7971),(54 563.2799),(55 565.187),(56 568.07184),(57 556.59296),(58 555.0098),(59 552.48566),(60 546.3098),(61 555.9159),(62 549.8266),(63 549.273),(64 545.3998),(65 542.4596),(66 540.2575),(67 544.16907),(68 540.1664),(69 532.84674),(70 529.575),(71 529.21295),(72 526.64856),(73 519.94745),(74 523.055),(75 530.03326),(76 518.76807),(77 516.81464),(78 512.2114),(79 512.66614),
(1 279.4634),(2 370.52026),(3 400.638),(4 414.055),(5 427.65665),(6 445.1076),(7 452.1167),(8 470.45343),(9 480.54465),(10 483.1872),(11 483.73267),(12 485.42535),(13 489.96228),(14 499.257),(15 510.97046),(16 507.23083),(17 505.10355),(18 512.1322),(19 511.13123),(20 511.10947),(21 515.0618),(22 511.14978),(23 514.99066),(24 524.43475),(25 526.38464),(26 522.75714),(27 534.5095),(28 527.92395),(29 524.26447),(30 520.9926),(31 526.83356),(32 529.45013),(33 532.8633),(34 531.5623),(35 532.59924),(36 540.72705),(37 537.6952),(38 549.68805),(39 553.01434),(40 555.2129),(41 554.49054),(42 556.6591),(43 554.81134),(44 554.37775),(45 559.52856),(46 567.4135),(47 563.4038),(48 562.5223),(49 561.9094),(50 556.38074),(51 557.1623),(52 555.3856),(53 549.7517),(54 545.1429),(55 547.3991),(56 550.8916),(57 549.6437),(58 543.9405),(59 539.8054),(60 531.0556),(61 542.8813),(62 531.76355),(63 535.9865),(64 529.156),(65 528.9885),(66 529.3063),(67 526.7902),(68 517.0057),(69 512.9334),(70 519.0808),(71 514.326),(72 517.63184),(73 516.3473),(74 514.03674),(75 517.32025),(76 508.91663),(77 504.86105),(78 501.3938),(79 491.44006),
(1 275.1738),(2 358.85132),(3 392.8912),(4 403.7085),(5 414.98105),(6 429.90814),(7 449.74057),(8 460.7436),(9 472.1987),(10 476.6891),(11 483.78473),(12 491.16602),(13 492.7071),(14 498.147),(15 497.55325),(16 500.02826),(17 504.92282),(18 505.23096),(19 506.46924),(20 503.46027),(21 509.52222),(22 506.39133),(23 511.95306),(24 516.8476),(25 516.51556),(26 520.27075),(27 532.1355),(28 530.2785),(29 532.13007),(30 534.76306),(31 533.36847),(32 537.15857),(33 533.52094),(34 535.6558),(35 537.47974),(36 539.8386),(37 540.2194),(38 554.04),(39 554.32227),(40 556.7679),(41 561.1222),(42 556.44574),(43 556.5805),(44 550.4051),(45 552.859),(46 556.59436),(47 553.03186),(48 550.8905),(49 547.76086),(50 545.35846),(51 551.5327),(52 546.817),(53 541.71497),(54 538.9467),(55 532.76886),(56 532.2851),(57 523.1511),(58 517.6039),(59 517.56213),(60 506.87308),(61 518.80255),(62 512.2479),(63 517.0158),(64 513.1238),(65 513.72504),(66 517.5312),(67 518.17303),(68 516.9227),(69 508.76294),(70 511.38776),(71 507.9502),(72 512.4513),(73 506.01688),(74 502.60468),(75 500.10922),(76 491.43802),(77 492.34085),(78 488.3624),(79 491.00754),
(1 276.37497),(2 358.74844),(3 395.97778),(4 404.83194),(5 421.45654),(6 439.07916),(7 456.81757),(8 465.51624),(9 470.39175),(10 469.52658),(11 480.31558),(12 486.33276),(13 486.31647),(14 489.92093),(15 489.674),(16 492.01416),(17 506.12964),(18 498.683),(19 504.77713),(20 504.9065),(21 510.6348),(22 505.8955),(23 512.0044),(24 512.6691),(25 515.77094),(26 513.4551),(27 518.40845),(28 522.72833),(29 525.15546),(30 517.0767),(31 523.09717),(32 522.20917),(33 520.6336),(34 521.3239),(35 521.48724),(36 524.2279),(37 531.14386),(38 532.26697),(39 538.73944),(40 532.40985),(41 534.5138),(42 543.17883),(43 540.28625),(44 535.8848),(45 537.0652),(46 544.05817),(47 541.52747),(48 542.81537),(49 537.86554),(50 531.14966),(51 539.2929),(52 541.6478),(53 541.17786),(54 538.99054),(55 538.1092),(56 540.1549),(57 535.58984),(58 526.8227),(59 526.3209),(60 525.21387),(61 525.16125),(62 514.8175),(63 523.07635),(64 523.1316),(65 516.30096),(66 524.53156),(67 522.0498),(68 522.0421),(69 516.0946),(70 515.5209),(71 507.1893),(72 515.38416),(73 515.5094),(74 505.4632),(75 506.205),(76 503.72202),(77 498.87668),(78 502.33618),(79 496.85663),
(1 271.61053),(2 352.66794),(3 384.5916),(4 401.0947),(5 411.9888),(6 422.19028),(7 435.9322),(8 453.95862),(9 460.37442),(10 462.19583),(11 467.61197),(12 473.89822),(13 476.2286),(14 477.81677),(15 476.8884),(16 476.88095),(17 484.17715),(18 481.66275),(19 488.23276),(20 486.5456),(21 488.31082),(22 489.27777),(23 495.01517),(24 502.72275),(25 503.07916),(26 499.00873),(27 506.35538),(28 505.55392),(29 507.92017),(30 501.96674),(31 508.15625),(32 508.95334),(33 508.29126),(34 515.683),(35 512.53503),(36 514.8742),(37 516.2646),(38 521.67883),(39 521.5957),(40 517.88654),(41 517.8172),(42 517.21515),(43 517.37897),(44 519.71204),(45 525.07587),(46 517.4525),(47 515.35614),(48 518.5221),(49 522.4974),(50 513.2521),(51 517.39276),(52 513.82556),(53 523.8528),(54 520.2619),(55 512.81213),(56 506.56445),(57 505.645),(58 505.77307),(59 506.15857),(60 501.20422),(61 496.86258),(62 495.0394),(63 503.623),(64 499.78415),(65 499.3371),(66 497.98492),(67 491.14474),(68 497.35175),(69 489.52472),(70 485.3097),(71 482.50574),(72 482.03827),(73 482.85284),(74 478.5898),(75 480.64603),(76 477.5163),(77 474.1945),(78 476.70462),(79 474.45386),
