1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 76690.66),(2 95744.9),(3 79649.46),(4 177868.75),(5 214952.67),(6 194637.55),(7 373091.34),(8 455458.66),(9 494075.47),(10 618638),(11 699254.06),(12 735061),(13 854533.2),(14 926090.3),(15 975468.2),(16 1130615.1),(17 1238981.1),(18 1328382.6),(19 1493616.5),(20 1622970.6),(21 1703521),(22 1880635),(23 2003346.6),(24 2079502.6),(25 2251832.8),(26 2341640.3),(27 2398095.5),(28 2522905),(29 2569546.3),(30 2580517.3),(31 2713173.8),(32 2771675.3),(33 2831038.8),(34 2988170.8),(35 3090798),(36 3152736.8),(37 3362865.3),(38 3493060),(39 3604169),(40 3830513.3),(41 3998673.8),(42 4159090.8),(43 4435742.5),(44 4643945),(45 4832269.5),(46 5112370.5),(47 5340747.5),(48 5610278),(49 5957070),(50 6222931.5),(51 6508616),(52 6921814.5),(53 7022194.5),(54 7251874.5),(55 7594549.5),(56 7860425.5),(57 8108798.5),(58 8452159),(59 8709208),(60 8927563),(61 9274244),(62 9477505),(63 9744624),(64 10047738),(65 10258910),(66 10470845),(67 10786050),(68 11048595),(69 11289753),(70 11619648),(71 11872603),(72 12109248),(73 12409772),(74 12704303),(75 13001631),(76 13380561),(77 13705952),(78 14029228),(79 14277891),
(1 455.59085),(2 618.7984),(3 730.3936),(4 780.5734),(5 821.7434),(6 850.4749),(7 862.51984),(8 879.8595),(9 884.9979),(10 899.5028),(11 913.1191),(12 937.2849),(13 951.2511),(14 952.3395),(15 963.6313),(16 983.20044),(17 989.19946),(18 1012.5341),(19 1024.5853),(20 1036.6455),(21 1038.7625),(22 1055.6962),(23 1052.8531),(24 1060.1216),(25 1078.7675),(26 1084.4941),(27 1089.8403),(28 1101.6029),(29 1109.5994),(30 1106.9832),(31 1105.8396),(32 1113.854),(33 1105.9545),(34 1094.2694),(35 1091.4388),(36 1091.863),(37 1085.4045),(38 1076.0659),(39 1074.705),(40 1075.2684),(41 1069.5217),(42 1062.816),(43 1053.7104),(44 1032.4218),(45 1041.2404),(46 1030.1683),(47 1027.4858),(48 1031.4679),(49 1025.5017),(50 1011.98755),(51 1000.5968),(52 994.43176),(53 985.4476),(54 975.77637),(55 975.08844),(56 981.6861),(57 982.16876),(58 978.3007),(59 980.0903),(60 982.20807),(61 981.8301),(62 992.2695),(63 1000.24426),(64 1000.69543),(65 1014.1799),(66 1021.5927),(67 1033.8795),(68 1044.5361),(69 1044.5825),(70 1049.5405),(71 1051.566),(72 1058.0085),(73 1053.8453),(74 1054.6682),(75 1052.4194),(76 1064.7604),(77 1059.5435),(78 1090.5227),(79 1105.949),
(1 438.53372),(2 596.9227),(3 699.2531),(4 751.9414),(5 786.2156),(6 813.0659),(7 829.7129),(8 852.85284),(9 853.3593),(10 871.0907),(11 880.2274),(12 897.11694),(13 904.00183),(14 922.1545),(15 937.8715),(16 962.423),(17 974.78723),(18 999.50354),(19 1005.0301),(20 1016.6915),(21 1021.00977),(22 1026.8019),(23 1032.2277),(24 1035.1963),(25 1054.6941),(26 1067.7079),(27 1085.1873),(28 1089.4849),(29 1085.2474),(30 1091.6373),(31 1095.2545),(32 1106.2042),(33 1102.1248),(34 1096.0612),(35 1103.5023),(36 1116.2745),(37 1108.2289),(38 1103.3546),(39 1116.2693),(40 1107.8083),(41 1103.5884),(42 1095.6621),(43 1078.6987),(44 1064.0996),(45 1054.1035),(46 1040.342),(47 1031.7598),(48 1022.1495),(49 1007.6313),(50 991.63745),(51 995.06177),(52 993.9702),(53 982.5234),(54 966.38965),(55 970.8549),(56 971.6309),(57 972.01154),(58 972.8535),(59 972.2901),(60 969.1071),(61 968.03864),(62 965.8139),(63 976.6466),(64 975.21844),(65 984.36945),(66 988.8211),(67 997.3702),(68 1004.72186),(69 1006.7119),(70 1020.1409),(71 1024.8883),(72 1028.5509),(73 1022.75464),(74 1023.44354),(75 1020.5725),(76 1026.8071),(77 1027.3353),(78 1040.7704),(79 1030.5537),
(1 442.86636),(2 599.62634),(3 695.11395),(4 739.0643),(5 772.2825),(6 801.1681),(7 825.13855),(8 845.6248),(9 848.16876),(10 857.85144),(11 874.3046),(12 876.2647),(13 900.23517),(14 908.20874),(15 919.84875),(16 934.89954),(17 940.79407),(18 950.4127),(19 961.8849),(20 974.7545),(21 987.6907),(22 992.8113),(23 997.8944),(24 1002.89606),(25 1018.97034),(26 1021.9384),(27 1032.5609),(28 1037.7507),(29 1037.0508),(30 1032.0623),(31 1034.3016),(32 1024.9612),(33 1031.1323),(34 1028.0956),(35 1032.8159),(36 1039.0629),(37 1041.09),(38 1049.101),(39 1050.4321),(40 1051.3763),(41 1047.3801),(42 1041.6366),(43 1034.6991),(44 1025.2002),(45 1013.73016),(46 1010.6557),(47 998.83923),(48 999.1868),(49 995.79895),(50 991.4838),(51 991.08997),(52 987.9659),(53 984.5028),(54 976.1363),(55 973.0105),(56 955.1862),(57 967.664),(58 955.7038),(59 952.51355),(60 947.78076),(61 948.0463),(62 953.2409),(63 973.6565),(64 965.2988),(65 976.615),(66 983.0877),(67 985.7991),(68 988.8606),(69 995.2557),(70 1002.54016),(71 1007.0415),(72 1000.23236),(73 996.0385),(74 994.1593),(75 996.5763),(76 990.53265),(77 994.8445),(78 1007.7605),(79 1001.90314),
(1 428.22568),(2 594.8071),(3 690.42584),(4 730.20447),(5 757.46796),(6 780.0139),(7 811.6313),(8 827.2186),(9 830.1031),(10 842.8203),(11 857.4611),(12 862.8338),(13 884.7196),(14 902.35736),(15 911.77795),(16 925.2547),(17 924.7979),(18 957.2985),(19 971.6284),(20 978.9044),(21 990.779),(22 1005.0791),(23 1010.28156),(24 1016.7819),(25 1030.9388),(26 1034.0702),(27 1053.7704),(28 1055.2512),(29 1063.7837),(30 1059.0211),(31 1059.5219),(32 1058.3495),(33 1061.7914),(34 1055.4932),(35 1052.4984),(36 1055.2677),(37 1059.3914),(38 1054.3483),(39 1053.2488),(40 1043.6307),(41 1024.9814),(42 1014.1434),(43 1002.8669),(44 1000.12604),(45 994.71655),(46 985.22406),(47 978.83826),(48 984.20166),(49 978.41943),(50 978.474),(51 975.06274),(52 973.91235),(53 974.2178),(54 966.2697),(55 968.66327),(56 967.48315),(57 962.3101),(58 951.0112),(59 946.9646),(60 936.73926),(61 938.105),(62 949.3575),(63 964.60596),(64 955.2837),(65 973.91534),(66 980.53143),(67 986.3313),(68 987.2376),(69 994.43964),(70 994.0552),(71 1000.2227),(72 1000.3052),(73 995.79315),(74 994.8769),(75 1007.19904),(76 1006.848),(77 999.63794),(78 1013.4327),(79 1014.7622),
(1 420.3204),(2 575.45166),(3 671.38873),(4 726.14594),(5 766.9271),(6 796.42444),(7 814.15564),(8 830.49335),(9 835.89545),(10 851.7903),(11 863.89746),(12 875.6545),(13 890.90186),(14 910.3917),(15 916.2918),(16 922.3474),(17 920.005),(18 941.7729),(19 951.6466),(20 955.02185),(21 974.0995),(22 991.81915),(23 991.0913),(24 1000.145),(25 1014.6831),(26 1021.9467),(27 1019.55493),(28 1015.8679),(29 1012.56177),(30 1009.1195),(31 1019.97015),(32 1016.94556),(33 1025.0305),(34 1027.1387),(35 1025.8174),(36 1028.1211),(37 1030.177),(38 1023.64923),(39 1025.6802),(40 1010.66846),(41 1007.17566),(42 995.9676),(43 984.4523),(44 974.16534),(45 970.99786),(46 964.65515),(47 960.27795),(48 974.68835),(49 960.46185),(50 952.37714),(51 950.30066),(52 950.66034),(53 959.74347),(54 952.8028),(55 960.04584),(56 955.5746),(57 955.29913),(58 954.5029),(59 959.44293),(60 948.813),(61 951.1544),(62 956.57904),(63 960.33014),(64 951.86914),(65 956.87),(66 962.05536),(67 972.2942),(68 970.94586),(69 970.7953),(70 981.5701),(71 993.6211),(72 999.47034),(73 999.9765),(74 1003.86816),(75 1002.88556),(76 1001.6182),(77 1002.0333),(78 1007.07697),(79 1019.8167),
(1 426.89178),(2 594.6593),(3 702.3808),(4 749.8021),(5 780.74414),(6 813.5218),(7 827.3349),(8 845.05743),(9 840.56714),(10 852.8213),(11 873.7419),(12 879.94653),(13 894.54614),(14 903.5654),(15 902.4496),(16 913.16223),(17 924.00854),(18 940.1293),(19 954.55035),(20 960.798),(21 968.83075),(22 983.31775),(23 994.3171),(24 990.76794),(25 1012.5685),(26 1017.70197),(27 1023.8028),(28 1016.839),(29 1013.53015),(30 1016.4786),(31 1014.4162),(32 1010.5213),(33 1021.04364),(34 1029.1859),(35 1024.2604),(36 1027.9465),(37 1030.6731),(38 1017.63135),(39 1012.9949),(40 999.8216),(41 992.22595),(42 998.38416),(43 988.42065),(44 981.37756),(45 978.528),(46 976.55786),(47 971.0471),(48 975.888),(49 960.75214),(50 960.3146),(51 961.0057),(52 953.906),(53 967.7154),(54 961.0285),(55 963.8433),(56 955.7976),(57 952.7713),(58 958.71606),(59 959.8985),(60 961.965),(61 963.9778),(62 954.38),(63 964.04144),(64 958.24115),(65 962.5501),(66 960.1175),(67 961.9063),(68 967.54956),(69 971.23914),(70 982.5149),(71 983.75635),(72 977.1037),(73 990.5385),(74 996.50885),(75 996.80054),(76 993.1286),(77 1003.54205),(78 1022.1676),(79 1020.5814),
(1 405.58005),(2 560.9917),(3 660.1744),(4 705.4453),(5 745.9345),(6 777.6179),(7 792.79785),(8 801.85486),(9 811.43866),(10 830.9934),(11 851.18634),(12 864.4923),(13 881.12854),(14 894.18054),(15 903.14746),(16 906.90686),(17 918.9076),(18 941.10736),(19 945.313),(20 948.73413),(21 942.68976),(22 952.433),(23 944.3627),(24 950.82916),(25 960.20514),(26 970.36865),(27 973.4778),(28 962.4527),(29 977.5099),(30 988.89026),(31 976.1994),(32 976.6685),(33 975.76245),(34 973.6603),(35 976.4698),(36 983.6752),(37 983.73773),(38 970.9746),(39 965.7836),(40 955.2102),(41 948.5926),(42 944.2202),(43 940.7102),(44 942.38434),(45 935.8454),(46 943.3591),(47 935.7697),(48 941.79517),(49 934.98145),(50 935.9049),(51 936.30176),(52 934.73615),(53 945.6634),(54 940.9104),(55 942.9747),(56 932.75397),(57 926.9587),(58 921.95496),(59 924.0224),(60 917.35016),(61 911.55023),(62 914.1495),(63 921.7612),(64 908.32416),(65 916.9985),(66 919.2222),(67 925.671),(68 933.58386),(69 928.66864),(70 941.75104),(71 942.11884),(72 941.5182),(73 941.9669),(74 954.8472),(75 959.17),(76 962.05975),(77 964.11835),(78 971.7365),(79 977.625),
(1 405.9123),(2 556.9364),(3 654.6839),(4 692.0553),(5 732.1925),(6 763.4202),(7 777.2758),(8 788.859),(9 790.8159),(10 805.38684),(11 824.8526),(12 843.0557),(13 859.34),(14 880.0613),(15 890.6519),(16 886.53625),(17 887.925),(18 906.7698),(19 913.5714),(20 927.9835),(21 929.4727),(22 938.2707),(23 939.37604),(24 948.6607),(25 957.7422),(26 952.4733),(27 949.93506),(28 938.68646),(29 946.90063),(30 956.6809),(31 952.65643),(32 960.40906),(33 961.1562),(34 963.5904),(35 974.4017),(36 972.994),(37 975.4038),(38 966.76746),(39 968.3307),(40 959.7108),(41 955.9702),(42 955.03357),(43 940.64056),(44 935.8387),(45 931.4181),(46 922.95325),(47 915.51886),(48 921.0301),(49 914.932),(50 907.001),(51 913.0047),(52 916.5508),(53 920.3106),(54 909.2721),(55 908.06696),(56 906.2559),(57 906.1848),(58 896.3032),(59 897.3544),(60 894.4358),(61 899.7751),(62 895.949),(63 909.9572),(64 905.6727),(65 907.7352),(66 924.9575),(67 931.3719),(68 945.9812),(69 936.4297),(70 930.6603),(71 939.9916),(72 940.6077),(73 943.0054),(74 946.6637),(75 941.3365),(76 948.91095),(77 939.1938),(78 948.4397),(79 958.1367),
(1 398.0448),(2 545.7754),(3 647.70734),(4 686.05035),(5 725.93884),(6 754.9409),(7 772.02655),(8 782.33405),(9 801.3811),(10 814.518),(11 823.5294),(12 835.83984),(13 844.56274),(14 850.715),(15 862.9696),(16 861.0482),(17 873.8691),(18 883.7783),(19 893.0851),(20 899.2321),(21 893.5496),(22 902.01184),(23 907.3418),(24 909.0108),(25 917.905),(26 921.0985),(27 924.6135),(28 926.31506),(29 941.3073),(30 945.15283),(31 944.7322),(32 947.50714),(33 947.03357),(34 948.38586),(35 948.53973),(36 949.5616),(37 941.63635),(38 938.63184),(39 932.8261),(40 919.19885),(41 914.0159),(42 907.6597),(43 904.11066),(44 906.79535),(45 908.6855),(46 900.2101),(47 891.8231),(48 893.6384),(49 890.60504),(50 885.77136),(51 877.92615),(52 883.48706),(53 888.9729),(54 887.566),(55 887.5629),(56 873.68524),(57 871.8854),(58 865.34204),(59 874.25006),(60 878.7315),(61 871.9748),(62 884.64667),(63 899.59937),(64 901.2445),(65 909.6186),(66 915.7201),(67 913.4678),(68 917.4738),(69 905.72394),(70 906.67847),(71 926.7473),(72 925.83813),(73 928.5119),(74 927.75494),(75 929.0302),(76 922.6896),(77 916.87756),(78 919.1008),(79 916.57324),
(1 396.1849),(2 532.71173),(3 624.8655),(4 663.2529),(5 702.9084),(6 734.5602),(7 756.0243),(8 768.67413),(9 775.4289),(10 778.1749),(11 792.272),(12 793.32),(13 803.823),(14 828.7597),(15 843.50946),(16 838.5728),(17 841.8475),(18 866.6737),(19 872.23474),(20 877.2082),(21 887.4677),(22 892.45135),(23 894.4433),(24 904.3069),(25 911.042),(26 911.3903),(27 917.2112),(28 908.13873),(29 910.11487),(30 917.34576),(31 919.16064),(32 926.6591),(33 938.9262),(34 946.7918),(35 940.9577),(36 936.7739),(37 929.17773),(38 923.78064),(39 919.49884),(40 910.43756),(41 913.7552),(42 914.3735),(43 910.36536),(44 904.0329),(45 900.46533),(46 900.42316),(47 896.8953),(48 900.77576),(49 890.56195),(50 883.87476),(51 885.1516),(52 894.96783),(53 890.7684),(54 889.2162),(55 888.6017),(56 881.5512),(57 879.4542),(58 880.79474),(59 880.5691),(60 879.18317),(61 883.62915),(62 885.2371),(63 899.5939),(64 898.942),(65 907.36224),(66 913.7443),(67 924.7633),(68 926.3443),(69 914.01355),(70 919.27686),(71 931.1793),(72 941.1241),(73 947.3583),(74 952.85126),(75 941.65717),(76 949.13947),(77 948.282),(78 969.24457),(79 962.39844),
(1 389.7762),(2 534.9673),(3 615.72577),(4 654.5598),(5 682.7994),(6 722.89435),(7 749.44696),(8 763.84076),(9 762.4342),(10 772.59),(11 785.537),(12 802.1495),(13 813.03687),(14 822.3426),(15 833.1059),(16 841.96356),(17 840.3578),(18 858.16626),(19 861.55597),(20 854.7234),(21 860.49835),(22 861.08124),(23 859.2076),(24 866.6494),(25 873.2624),(26 881.6738),(27 886.672),(28 884.7982),(29 890.8817),(30 901.9521),(31 897.53375),(32 897.55634),(33 912.0383),(34 916.728),(35 913.0143),(36 913.0941),(37 908.2645),(38 897.8003),(39 893.1477),(40 883.37836),(41 886.82324),(42 891.383),(43 892.06635),(44 875.77826),(45 871.5065),(46 876.2326),(47 869.87256),(48 881.3027),(49 872.8738),(50 871.65704),(51 867.7694),(52 867.3132),(53 862.74835),(54 850.54755),(55 851.93066),(56 854.6518),(57 858.8307),(58 853.08765),(59 858.2136),(60 853.40845),(61 858.42523),(62 860.77875),(63 875.1408),(64 866.09595),(65 884.5963),(66 884.5487),(67 889.79626),(68 892.1169),(69 888.342),(70 901.88367),(71 905.15155),(72 907.4252),(73 899.44415),(74 899.5411),(75 895.8601),(76 909.54675),(77 903.0794),(78 903.8063),(79 901.12134),
(1 383.2849),(2 518.0411),(3 605.3343),(4 633.5786),(5 665.18335),(6 691.4301),(7 712.95386),(8 723.067),(9 724.44745),(10 730.24164),(11 750.0155),(12 765.9795),(13 776.3),(14 796.91864),(15 797.80566),(16 804.1668),(17 801.7472),(18 814.71063),(19 828.0273),(20 827.7921),(21 831.35724),(22 842.6422),(23 844.55725),(24 843.00806),(25 843.9372),(26 843.0134),(27 851.1957),(28 850.9205),(29 846.3854),(30 850.6416),(31 853.9415),(32 860.1521),(33 872.0975),(34 875.81647),(35 875.69434),(36 882.50653),(37 881.4716),(38 874.6792),(39 874.3707),(40 876.86993),(41 874.5007),(42 876.0367),(43 873.552),(44 864.88776),(45 854.9091),(46 848.1444),(47 843.0896),(48 853.6716),(49 849.6798),(50 843.69104),(51 838.13855),(52 828.45856),(53 824.721),(54 822.5372),(55 820.95886),(56 821.2752),(57 833.2556),(58 829.5806),(59 837.4759),(60 830.1521),(61 833.0225),(62 832.4083),(63 836.1254),(64 828.9814),(65 836.29156),(66 844.5294),(67 840.4802),(68 841.2273),(69 847.12537),(70 852.1964),(71 853.1298),(72 850.8931),(73 857.2895),(74 854.31195),(75 856.17255),(76 862.4533),(77 866.9062),(78 865.6045),(79 864.5521),
(1 382.71066),(2 514.03314),(3 597.49036),(4 632.51465),(5 661.722),(6 690.3196),(7 705.83777),(8 715.78705),(9 715.4931),(10 729.5607),(11 751.0725),(12 768.27826),(13 777.8216),(14 799.5128),(15 805.51013),(16 816.0239),(17 814.53534),(18 831.25653),(19 831.9242),(20 836.881),(21 844.6232),(22 851.6809),(23 850.44336),(24 858.6614),(25 867.53064),(26 871.86487),(27 882.832),(28 879.17413),(29 878.0449),(30 878.6281),(31 887.2195),(32 894.66364),(33 890.6697),(34 895.53076),(35 892.4942),(36 893.0069),(37 889.0147),(38 886.3469),(39 889.0862),(40 879.29645),(41 868.9988),(42 867.20374),(43 868.47217),(44 854.9391),(45 851.36285),(46 851.43353),(47 849.72656),(48 863.1116),(49 844.5907),(50 842.7527),(51 836.0145),(52 820.826),(53 818.2801),(54 823.02203),(55 823.0588),(56 823.98004),(57 823.0341),(58 823.9262),(59 819.54645),(60 808.14496),(61 821.146),(62 816.8984),(63 828.05255),(64 815.6757),(65 827.8904),(66 835.16003),(67 850.179),(68 854.07623),(69 848.70984),(70 852.2008),(71 859.0354),(72 859.469),(73 855.9442),(74 863.47),(75 867.45233),(76 865.7707),(77 870.9499),(78 863.0683),(79 865.0057),
(1 374.37973),(2 509.50702),(3 587.986),(4 624.54376),(5 656.3693),(6 684.1568),(7 710.3052),(8 718.9616),(9 721.59216),(10 731.3279),(11 750.7797),(12 757.769),(13 770.3834),(14 779.83655),(15 792.64233),(16 804.3741),(17 796.8029),(18 831.00824),(19 836.96466),(20 842.619),(21 845.13904),(22 856.092),(23 862.4005),(24 871.2431),(25 886.28723),(26 898.721),(27 907.6887),(28 903.8816),(29 898.5941),(30 897.40955),(31 906.09546),(32 915.223),(33 925.2772),(34 919.204),(35 920.5749),(36 913.38226),(37 912.3836),(38 910.5509),(39 909.3976),(40 903.748),(41 892.381),(42 885.97253),(43 875.5669),(44 872.64557),(45 869.9091),(46 866.26135),(47 867.7956),(48 871.19),(49 856.32196),(50 849.34186),(51 835.9446),(52 831.4268),(53 827.37494),(54 824.575),(55 827.7924),(56 826.68884),(57 817.4128),(58 812.8178),(59 809.06525),(60 800.46106),(61 808.2922),(62 813.3845),(63 829.4732),(64 822.4481),(65 827.13995),(66 832.5516),(67 849.17035),(68 849.6188),(69 853.48804),(70 855.9515),(71 861.6139),(72 858.61035),(73 855.9132),(74 864.8031),(75 867.33386),(76 875.81934),(77 874.1685),(78 883.4655),(79 887.8453),
(1 372.48257),(2 500.1488),(3 576.3759),(4 611.47565),(5 636.49316),(6 664.28015),(7 685.6555),(8 698.76624),(9 702.5026),(10 719.68524),(11 734.18085),(12 740.07153),(13 748.14264),(14 752.9327),(15 758.5716),(16 762.1078),(17 764.10046),(18 771.7466),(19 782.4305),(20 794.3069),(21 803.6482),(22 812.6844),(23 815.2725),(24 819.18036),(25 826.9805),(26 834.0668),(27 831.64386),(28 823.7547),(29 825.13245),(30 829.76697),(31 836.1859),(32 841.2118),(33 857.57385),(34 847.4583),(35 847.33374),(36 844.1334),(37 840.5831),(38 835.7702),(39 838.3447),(40 832.96106),(41 823.00854),(42 823.1714),(43 818.0321),(44 809.9004),(45 803.5213),(46 812.07574),(47 806.8154),(48 814.2452),(49 803.0496),(50 804.6051),(51 786.46075),(52 785.41345),(53 786.2324),(54 786.3389),(55 783.01733),(56 773.45483),(57 778.84033),(58 775.32416),(59 771.44977),(60 773.5615),(61 779.8723),(62 785.4725),(63 801.8585),(64 800.4611),(65 802.0804),(66 812.0654),(67 814.7829),(68 820.6431),(69 822.20764),(70 827.5464),(71 825.98553),(72 825.9432),(73 820.67474),(74 824.5141),(75 837.7741),(76 832.2418),(77 835.72296),(78 849.06915),(79 850.554),
(1 366.90076),(2 497.35345),(3 578.58057),(4 608.45654),(5 636.571),(6 663.13745),(7 680.0112),(8 690.8917),(9 692.14685),(10 709.8558),(11 716.7945),(12 718.3197),(13 717.98846),(14 724.4364),(15 727.98376),(16 744.3146),(17 754.56104),(18 768.7398),(19 779.11255),(20 781.99945),(21 795.91315),(22 808.8731),(23 818.27826),(24 815.94806),(25 825.76215),(26 833.5246),(27 834.49634),(28 835.10944),(29 838.9609),(30 849.69586),(31 850.811),(32 859.9499),(33 879.8132),(34 878.5486),(35 876.95276),(36 872.0438),(37 876.1519),(38 864.3759),(39 863.00824),(40 850.3046),(41 841.59564),(42 831.5983),(43 822.55927),(44 815.14453),(45 813.4096),(46 803.3682),(47 803.4046),(48 803.0539),(49 797.8989),(50 802.8584),(51 796.3648),(52 794.858),(53 787.64246),(54 779.4264),(55 782.71844),(56 779.25806),(57 791.44037),(58 792.31915),(59 793.9554),(60 791.27057),(61 793.0682),(62 801.3987),(63 822.1465),(64 818.3139),(65 824.5102),(66 833.3341),(67 841.5172),(68 839.41693),(69 843.9519),(70 841.747),(71 847.8141),(72 851.53644),(73 848.62946),(74 855.09045),(75 864.09955),(76 867.9356),(77 871.9081),(78 882.1744),(79 884.137),
(1 354.1328),(2 478.164),(3 554.2048),(4 591.68304),(5 616.98346),(6 637.7531),(7 662.9318),(8 680.6846),(9 680.9639),(10 701.3561),(11 715.65454),(12 715.4715),(13 714.0533),(14 722.83966),(15 725.23474),(16 743.7247),(17 747.4401),(18 768.9032),(19 778.9826),(20 786.0441),(21 786.6853),(22 795.2506),(23 805.576),(24 812.7005),(25 826.99554),(26 829.65356),(27 831.61035),(28 828.85925),(29 841.89374),(30 846.84686),(31 849.45685),(32 845.5821),(33 854.9092),(34 849.58954),(35 847.2976),(36 840.4529),(37 839.17224),(38 832.6804),(39 832.6467),(40 819.3364),(41 812.1543),(42 804.69916),(43 803.3248),(44 795.3897),(45 793.85443),(46 787.74023),(47 780.19073),(48 783.7924),(49 777.0416),(50 774.7488),(51 772.91266),(52 767.26965),(53 762.93933),(54 765.62604),(55 766.1684),(56 760.5416),(57 768.0249),(58 763.8066),(59 760.82074),(60 765.7162),(61 764.949),(62 768.97906),(63 781.69055),(64 776.2571),(65 787.1847),(66 794.37524),(67 803.7887),(68 814.9722),(69 815.4343),(70 820.2882),(71 820.71545),(72 817.0925),(73 821.96326),(74 836.45636),(75 848.74255),(76 852.45386),(77 859.9297),(78 870.6063),(79 871.5518),
