1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1470166.4),(2 1670623.1),(3 545811.6),(4 2241146),(5 2622938.8),(6 1570018.6),(7 3263461.3),(8 3768659.3),(9 2870363.3),(10 4408740.5),(11 4980217.5),(12 4202848.5),(13 5655276),(14 6226492),(15 5420386),(16 6855815.5),(17 7361890.5),(18 6592413.5),(19 7787273.5),(20 8232952.5),(21 7237159.5),(22 8232480),(23 8565133),(24 7502405.5),(25 8258808),(26 8543644),(27 7524649.5),(28 8218038.5),(29 8611129),(30 7733113.5),(31 8584483),(32 9135812),(33 8704915),(34 9527925),(35 10249145),(36 9988683),(37 10880884),(38 11760467),(39 11715085),(40 12701293),(41 13711551),(42 13790712),(43 14715293),(44 15541085),(45 15396841),(46 15962120),(47 16566717),(48 16556672),(49 16989018),(50 17559682),(51 17365134),(52 17869224),(53 18510472),(54 18270950),(55 18805756),(56 19384944),(57 19063162),(58 19803854),(59 20509426),(60 20329218),(61 21341146),(62 22283994),(63 22751702),(64 23635704),(65 24761606),(66 25030310),(67 26352656),(68 27723310),(69 27961968),(70 29271878),(71 30453798),(72 30970414),(73 32213198),(74 33401102),(75 33743372),(76 34617710),(77 35695350),(78 36209116),(79 37155612),
(1 1001.4786),(2 1301.2319),(3 1557.0192),(4 1654.2985),(5 1719.2759),(6 1752.7375),(7 1782.5737),(8 1811.6825),(9 1847.032),(10 1887.5),(11 1902.2697),(12 1934.8419),(13 1950.6382),(14 1970.5187),(15 1997.5854),(16 2049.193),(17 2080.3562),(18 2132.3154),(19 2162.8826),(20 2157.3105),(21 2177.6658),(22 2179.3022),(23 2176.6248),(24 2155.0286),(25 2162.7366),(26 2142.5198),(27 2136.2217),(28 2138.464),(29 2126.385),(30 2119.16),(31 2110.9397),(32 2100.377),(33 2145.711),(34 2131.051),(35 2148.4092),(36 2136.334),(37 2147.252),(38 2164.1748),(39 2180.8472),(40 2197.2134),(41 2212.7341),(42 2201.9072),(43 2209.711),(44 2200.5125),(45 2196.1733),(46 2222.0344),(47 2225.7505),(48 2260.9548),(49 2259.4204),(50 2273.8352),(51 2291.595),(52 2315.7798),(53 2314.0552),(54 2303.3245),(55 2300.0532),(56 2256.9338),(57 2251.0764),(58 2250.4585),(59 2264.1555),(60 2234.812),(61 2242.807),(62 2215.883),(63 2228.515),(64 2179.8142),(65 2193.5068),(66 2221.2673),(67 2236.2114),(68 2246.7288),(69 2246.9111),(70 2217.8745),(71 2222.7388),(72 2212.421),(73 2250.9983),(74 2239.539),(75 2240.2588),(76 2276.3882),(77 2279.4875),(78 2309.5842),(79 2322.8296),
(1 983.42175),(2 1266.1788),(3 1489.4476),(4 1580.8967),(5 1621.6223),(6 1652.3483),(7 1664.2451),(8 1700.6399),(9 1746.9237),(10 1775.5092),(11 1787.4247),(12 1810.028),(13 1856.0685),(14 1879.4294),(15 1906.2439),(16 1915.3468),(17 1951.6984),(18 1991.0084),(19 1999.3419),(20 2000.0923),(21 2026.611),(22 2022.3501),(23 2012.7101),(24 2015.9504),(25 2022.6821),(26 2006.7202),(27 2054.6309),(28 2045.6362),(29 2038.2355),(30 2022.1691),(31 2040.3254),(32 2045.571),(33 2087.0005),(34 2091.1494),(35 2086.403),(36 2092.4705),(37 2111.1555),(38 2121.1506),(39 2116.7986),(40 2103.891),(41 2129.4722),(42 2123.5623),(43 2147.1985),(44 2151.0007),(45 2147.7654),(46 2138.1704),(47 2178.8245),(48 2233.5964),(49 2219.147),(50 2229.1223),(51 2259.7341),(52 2241.4072),(53 2257.993),(54 2243.4443),(55 2232.2012),(56 2199.8765),(57 2191.9639),(58 2191.1038),(59 2212.1265),(60 2192.877),(61 2154.5107),(62 2144.2764),(63 2190.7698),(64 2148.045),(65 2117.0454),(66 2134.0059),(67 2149.4788),(68 2140.9155),(69 2112.4065),(70 2096.4717),(71 2068.1147),(72 2044.7787),(73 2067.2842),(74 2085.209),(75 2084.951),(76 2111.056),(77 2127.5283),(78 2157.404),(79 2173.7515),
(1 937.73193),(2 1201.9443),(3 1439.6321),(4 1526.5056),(5 1562.7083),(6 1627.8129),(7 1664.0793),(8 1706.006),(9 1752.269),(10 1782.3713),(11 1813.503),(12 1844.6227),(13 1870.4424),(14 1893.1516),(15 1906.1406),(16 1954.6924),(17 1969.6381),(18 2031.2444),(19 2054.53),(20 2069.9485),(21 2098.8628),(22 2100.8525),(23 2102.5874),(24 2077.1904),(25 2058.1228),(26 2046.1366),(27 2083.4958),(28 2080.1257),(29 2060.192),(30 2040.8162),(31 2053.8633),(32 2043.8439),(33 2078.5564),(34 2071.0718),(35 2088.8591),(36 2086.007),(37 2091.6355),(38 2105.957),(39 2102.6802),(40 2108.5964),(41 2092.9421),(42 2085.9265),(43 2098.8772),(44 2118.9294),(45 2116.7273),(46 2122.7065),(47 2120.7922),(48 2159.524),(49 2159.124),(50 2179.6707),(51 2205.394),(52 2204.0266),(53 2223.7805),(54 2210.0437),(55 2218.9856),(56 2211.609),(57 2193.0027),(58 2186.7793),(59 2187.9385),(60 2181.9182),(61 2175.7385),(62 2176.4001),(63 2206.6577),(64 2155.42),(65 2146.7952),(66 2170.7275),(67 2162.7158),(68 2171.1946),(69 2145.4365),(70 2162.9238),(71 2135.5852),(72 2120.1738),(73 2136.7815),(74 2136.6355),(75 2136.4192),(76 2145.5498),(77 2180.206),(78 2205.261),(79 2196.3716),
(1 931.4069),(2 1223.3757),(3 1468.4462),(4 1535.396),(5 1599.0596),(6 1624.9683),(7 1671.3231),(8 1720.6461),(9 1742.6707),(10 1785.1976),(11 1818.3087),(12 1833.9097),(13 1854.378),(14 1885.0958),(15 1901.8245),(16 1956.4663),(17 1976.1122),(18 2023.6545),(19 2030.8055),(20 2038.569),(21 2033.8558),(22 2037.9348),(23 2025.3502),(24 2019.7471),(25 2012.4689),(26 1999.9701),(27 1973.1464),(28 1978.8967),(29 1981.8031),(30 1974.1317),(31 1984.6232),(32 1979.0374),(33 1996.5485),(34 1996.1771),(35 2009.1106),(36 2008.423),(37 2035.9662),(38 2032.4393),(39 2046.0692),(40 2050.7803),(41 2063.4053),(42 2074.014),(43 2094.6335),(44 2109.0862),(45 2080.8208),(46 2085.6519),(47 2084.2236),(48 2093.2212),(49 2107.0789),(50 2139.3135),(51 2159.5732),(52 2142.2378),(53 2145.2668),(54 2152.1042),(55 2162.0178),(56 2156.291),(57 2151.8242),(58 2151.9683),(59 2174.1162),(60 2125.6594),(61 2137.0422),(62 2132.5437),(63 2142.843),(64 2098.1458),(65 2082.0417),(66 2074.0361),(67 2087.363),(68 2106.9536),(69 2085.9426),(70 2094.932),(71 2072.4197),(72 2077.9011),(73 2067.718),(74 2073.1677),(75 2063.1387),(76 2082.8726),(77 2093.7964),(78 2143.2117),(79 2147.3606),
(1 903.93634),(2 1179.9144),(3 1405.7148),(4 1494.9413),(5 1528.8756),(6 1561.2742),(7 1593.0143),(8 1632.9714),(9 1660.338),(10 1668.2625),(11 1711.8245),(12 1725.806),(13 1747.7402),(14 1774.9667),(15 1781.3978),(16 1800.1777),(17 1824.0529),(18 1871.0823),(19 1884.7816),(20 1887.1223),(21 1881.6747),(22 1884.8573),(23 1868.7261),(24 1865.0717),(25 1851.6779),(26 1862.7675),(27 1854.7098),(28 1854.817),(29 1829.913),(30 1847.6161),(31 1854.4453),(32 1871.4722),(33 1902.9828),(34 1897.7014),(35 1915.8876),(36 1923.4625),(37 1924.0708),(38 1948.0624),(39 1936.0804),(40 1942.501),(41 1955.2157),(42 1951.9596),(43 1974.0657),(44 1982.43),(45 1974.1615),(46 1994.7189),(47 2003.7483),(48 2022.764),(49 2035.8273),(50 2045.4509),(51 2067.7952),(52 2071.3086),(53 2072.817),(54 2083.5923),(55 2084.4888),(56 2060.134),(57 2045.806),(58 2061.7761),(59 2054.4795),(60 2039.9125),(61 2055.2878),(62 2041.6185),(63 2063.854),(64 2046.7124),(65 2046.2173),(66 2033.642),(67 2052.9072),(68 2061.3613),(69 2042.1139),(70 2064.2217),(71 2067.729),(72 2060.99),(73 2056.215),(74 2061.7854),(75 2084.2114),(76 2071.5718),(77 2095.3762),(78 2117.9346),(79 2112.5327),
(1 878.42145),(2 1151.734),(3 1349.879),(4 1440.664),(5 1496.4849),(6 1517.0801),(7 1547.7938),(8 1589.7288),(9 1622.4124),(10 1656.9794),(11 1676.3013),(12 1688.8419),(13 1707.4384),(14 1755.2883),(15 1783.4916),(16 1806.6125),(17 1828.3291),(18 1830.3959),(19 1829.4988),(20 1867.0265),(21 1870),(22 1872.0323),(23 1862.2476),(24 1863.2523),(25 1871.3735),(26 1879.9274),(27 1888.2294),(28 1891.5209),(29 1867.9591),(30 1859.2639),(31 1856.3431),(32 1840.1222),(33 1869.1864),(34 1872.3008),(35 1888.3529),(36 1877.2445),(37 1888.5284),(38 1911.2322),(39 1917.903),(40 1955.5004),(41 1946.3412),(42 1919.8689),(43 1946.2607),(44 1927.568),(45 1927.1309),(46 1942.5228),(47 1975.0686),(48 2011.056),(49 1991.235),(50 1995.6925),(51 2031.9801),(52 2028.0409),(53 2047.9768),(54 2028.6012),(55 2056.981),(56 2051.513),(57 2035.0331),(58 2039.7749),(59 2051.9727),(60 2035.2633),(61 2032.8378),(62 2020.956),(63 2033.1117),(64 1991.6982),(65 2001.601),(66 1994.7429),(67 2005.9706),(68 2010.2094),(69 1995.7954),(70 1987.2986),(71 1971.3789),(72 1975.0151),(73 1983.2068),(74 1953.7357),(75 1996.8268),(76 2025.0577),(77 2045.6273),(78 2071.1782),(79 2060.4128),
(1 842.1273),(2 1087.0776),(3 1305.8771),(4 1380.7139),(5 1428.8289),(6 1475.9932),(7 1529.01),(8 1571.0168),(9 1596.9036),(10 1612.1799),(11 1620.5952),(12 1638.3608),(13 1661.5076),(14 1679.6808),(15 1700.1108),(16 1715.476),(17 1714.9808),(18 1768.2554),(19 1783.2914),(20 1799.9423),(21 1821.6724),(22 1826.6217),(23 1837.5221),(24 1808.9978),(25 1795.3054),(26 1800.8344),(27 1821.1246),(28 1793.7507),(29 1779.4594),(30 1789.9346),(31 1786.513),(32 1799.2836),(33 1821.7467),(34 1822.8573),(35 1843.0021),(36 1848.6224),(37 1847.6967),(38 1849.5919),(39 1842.1091),(40 1862.6727),(41 1852.1193),(42 1852.6934),(43 1878.7969),(44 1870.5017),(45 1851.6283),(46 1865.1163),(47 1860.8915),(48 1865.1812),(49 1863.4225),(50 1899.9266),(51 1930.0328),(52 1910.7086),(53 1904.9485),(54 1907.3851),(55 1900.5496),(56 1897.1606),(57 1885.1208),(58 1896.5542),(59 1914.5737),(60 1906.9026),(61 1906.2145),(62 1889.3015),(63 1912.4594),(64 1895.0436),(65 1885.1381),(66 1898.1255),(67 1912.0106),(68 1922.4479),(69 1895.3313),(70 1916.3191),(71 1915.2896),(72 1887.6355),(73 1884.9089),(74 1896.4006),(75 1902.9489),(76 1920.0559),(77 1935.5286),(78 1957.7982),(79 1940.8904),
(1 849.431),(2 1094.6041),(3 1303.7961),(4 1365.0732),(5 1431.6815),(6 1462.2102),(7 1501.9243),(8 1531.7653),(9 1567.5299),(10 1603.2966),(11 1628.9915),(12 1638.8558),(13 1658.8143),(14 1679.5226),(15 1695.2778),(16 1725.6598),(17 1733.0243),(18 1762.1229),(19 1794.3982),(20 1800.3463),(21 1800.7205),(22 1802.1588),(23 1808.5769),(24 1782.0339),(25 1777.857),(26 1796.3792),(27 1799.7192),(28 1789.478),(29 1769.431),(30 1775.8412),(31 1781.4812),(32 1774.0618),(33 1813.0797),(34 1828.4988),(35 1814.6854),(36 1826.2997),(37 1845.1433),(38 1843.8907),(39 1843.5553),(40 1831.4592),(41 1842.1407),(42 1824.7032),(43 1835.5741),(44 1851.2915),(45 1844.5449),(46 1849.7058),(47 1871.2345),(48 1878.944),(49 1870.2424),(50 1862.7157),(51 1898.7356),(52 1874.0757),(53 1869.7089),(54 1859.8651),(55 1865.4725),(56 1872.6691),(57 1866.914),(58 1881.5433),(59 1876.9777),(60 1854.5128),(61 1868.5211),(62 1859.3094),(63 1857.0493),(64 1844.9164),(65 1843.3158),(66 1836.7671),(67 1859.5245),(68 1859.4727),(69 1848.2089),(70 1883.0397),(71 1864.1086),(72 1871.9996),(73 1854.761),(74 1872.8796),(75 1898.278),(76 1904.0612),(77 1906.4208),(78 1947.1447),(79 1943.8074),
(1 828.7302),(2 1058.7051),(3 1286.2876),(4 1367.2334),(5 1412.2178),(6 1441.9255),(7 1486.6702),(8 1515.8645),(9 1555.6023),(10 1580.9303),(11 1591.5917),(12 1601.6791),(13 1614.4144),(14 1644.7904),(15 1660.0305),(16 1670.9498),(17 1691.0741),(18 1753.3073),(19 1781.1854),(20 1780.7672),(21 1771.1675),(22 1770.5807),(23 1782.4473),(24 1782.8507),(25 1794.2057),(26 1786.4678),(27 1809.5892),(28 1814.7424),(29 1795.8696),(30 1786.652),(31 1790.6991),(32 1805.1705),(33 1837.2074),(34 1830.1614),(35 1826.5824),(36 1812.2577),(37 1818.874),(38 1845.1322),(39 1829.0634),(40 1821.5992),(41 1820.2488),(42 1829.5408),(43 1821.2423),(44 1838.3054),(45 1813.429),(46 1826.4609),(47 1816.3423),(48 1829.1373),(49 1822.6653),(50 1843.8705),(51 1863.1254),(52 1832.9393),(53 1837.2355),(54 1811.4344),(55 1816.9017),(56 1818.179),(57 1818.0602),(58 1817.0399),(59 1813.0771),(60 1834.7249),(61 1849.6643),(62 1822.8467),(63 1840.188),(64 1819.9841),(65 1823.4824),(66 1841.6559),(67 1862.7311),(68 1867.2788),(69 1858.8192),(70 1888.0447),(71 1882.6409),(72 1881.89),(73 1898.8174),(74 1894.4437),(75 1907.3564),(76 1914.4824),(77 1923.8046),(78 1957.7802),(79 1957.0112),
(1 796.8939),(2 1027.8114),(3 1214.073),(4 1278.1207),(5 1312.0559),(6 1362.7751),(7 1402.9891),(8 1446.4326),(9 1461.3474),(10 1475.1959),(11 1511.7725),(12 1519.823),(13 1525.7699),(14 1572.9069),(15 1596.6907),(16 1611.9943),(17 1631.1208),(18 1675.8052),(19 1675.8937),(20 1690.2313),(21 1687.0111),(22 1686.8931),(23 1709.6699),(24 1706.4646),(25 1703.6149),(26 1706.6368),(27 1706.1522),(28 1700.2362),(29 1690.3804),(30 1681.7859),(31 1672.22),(32 1671.1049),(33 1709.1859),(34 1688.6144),(35 1696.0315),(36 1689.1812),(37 1700.3356),(38 1717.0253),(39 1721.4767),(40 1721.1428),(41 1714.2074),(42 1716.3777),(43 1712.7205),(44 1703.2715),(45 1707.9521),(46 1730.811),(47 1742.8286),(48 1763.6307),(49 1771.5667),(50 1763.4877),(51 1784.7299),(52 1782.9666),(53 1772.4419),(54 1745.6985),(55 1738.626),(56 1736.5682),(57 1747.6329),(58 1741.5377),(59 1757.1542),(60 1754.3539),(61 1758.6912),(62 1760.5619),(63 1779.7067),(64 1753.6108),(65 1731.102),(66 1742.1222),(67 1756.2505),(68 1744.6356),(69 1752.1876),(70 1740.7026),(71 1737.6962),(72 1727.1428),(73 1734.3923),(74 1734.2993),(75 1760.051),(76 1778.1614),(77 1786.5278),(78 1824.1786),(79 1818.9456),
(1 777.8609),(2 1023.6538),(3 1225.8802),(4 1300.954),(5 1339.2278),(6 1375.1768),(7 1405.6654),(8 1415.7427),(9 1456.8807),(10 1469.1466),(11 1474.7488),(12 1492.7646),(13 1498.879),(14 1517.8495),(15 1558.9506),(16 1583.4137),(17 1597.3292),(18 1631.6251),(19 1639.828),(20 1650.7389),(21 1662.3165),(22 1673.8484),(23 1682.1224),(24 1683.7721),(25 1657.8104),(26 1646.9862),(27 1661.8983),(28 1645.1364),(29 1626.4843),(30 1633.5901),(31 1637.4867),(32 1662.3457),(33 1702.3265),(34 1717.9261),(35 1707.3525),(36 1707.2375),(37 1728.6788),(38 1749.2928),(39 1745.5642),(40 1746.5272),(41 1724.2434),(42 1733.5637),(43 1733.8438),(44 1743.7628),(45 1750.9275),(46 1742.805),(47 1741.0449),(48 1770.3438),(49 1748.8875),(50 1762.5111),(51 1808.1105),(52 1806.7982),(53 1801.5083),(54 1785.448),(55 1770.0371),(56 1766.4772),(57 1746.1326),(58 1757.2728),(59 1759.4329),(60 1764.3121),(61 1747.3961),(62 1737.2072),(63 1764.6604),(64 1738.4183),(65 1744.1526),(66 1738.7457),(67 1741.318),(68 1741.9453),(69 1716.6885),(70 1709.6718),(71 1701.3218),(72 1694.6971),(73 1700.982),(74 1714.1143),(75 1729.9996),(76 1726.3138),(77 1739.9424),(78 1794.0662),(79 1810.1913),
(1 771.4608),(2 996.78613),(3 1199.9188),(4 1263.3707),(5 1298.0106),(6 1324.1793),(7 1381.1198),(8 1400.8267),(9 1424.211),(10 1433.3044),(11 1449.583),(12 1459.8674),(13 1488.4711),(14 1515.8218),(15 1522.288),(16 1534.8625),(17 1561.4978),(18 1601.6377),(19 1621.1371),(20 1629.6705),(21 1642.9727),(22 1642.2207),(23 1662.1995),(24 1661.0817),(25 1659.3369),(26 1664.6843),(27 1677.4269),(28 1659.0156),(29 1636.707),(30 1639.9808),(31 1635.9672),(32 1653.6321),(33 1688.5387),(34 1696.5288),(35 1700.4197),(36 1704.0457),(37 1696.378),(38 1702.9637),(39 1705.0385),(40 1698.9279),(41 1690.2269),(42 1693.4662),(43 1695.1781),(44 1684.6508),(45 1687.3457),(46 1686.0208),(47 1684.4193),(48 1714.4999),(49 1703.6879),(50 1729.0209),(51 1724.4796),(52 1720.4508),(53 1702.9419),(54 1715.9725),(55 1732.2823),(56 1738.4338),(57 1739.1619),(58 1746.4257),(59 1752.811),(60 1723.2528),(61 1724.6056),(62 1703.1423),(63 1738.9459),(64 1729.4681),(65 1721.7753),(66 1714.1599),(67 1721.4358),(68 1734.0559),(69 1719.1191),(70 1726.4818),(71 1716.3586),(72 1750.406),(73 1767.3995),(74 1771.0762),(75 1804.2465),(76 1787.3627),(77 1801.0151),(78 1825.2909),(79 1829.11),
(1 751.0222),(2 955.89264),(3 1126.4125),(4 1196.4088),(5 1219.3473),(6 1264.2734),(7 1305.0813),(8 1315.6227),(9 1337.8641),(10 1334.6945),(11 1346.1614),(12 1367.2726),(13 1380.5074),(14 1420.7166),(15 1430.5111),(16 1458.0416),(17 1468.0759),(18 1504.4597),(19 1533.0752),(20 1548.8156),(21 1561.1555),(22 1561.5156),(23 1584.9645),(24 1573.0392),(25 1587.9902),(26 1588.5205),(27 1580.4546),(28 1578.1821),(29 1561.8906),(30 1562.7466),(31 1578.6322),(32 1584.8523),(33 1584.4984),(34 1582.4061),(35 1587.7252),(36 1619.823),(37 1620.6866),(38 1636.968),(39 1643.36),(40 1645.4966),(41 1623.1351),(42 1618.5033),(43 1609.323),(44 1604.1428),(45 1589.6692),(46 1593.4519),(47 1601.7223),(48 1634.5112),(49 1630.0917),(50 1638.4476),(51 1632.193),(52 1644.4758),(53 1644.1135),(54 1634.5406),(55 1634.3),(56 1640.4138),(57 1622.4052),(58 1637.5073),(59 1647.8861),(60 1644.9225),(61 1632.8068),(62 1611.7583),(63 1640.9685),(64 1631.2152),(65 1635.4613),(66 1618.0537),(67 1630.631),(68 1642.9114),(69 1632.819),(70 1632.4119),(71 1630.4171),(72 1647.328),(73 1650.0656),(74 1675.4349),(75 1665.6749),(76 1672.0122),(77 1668.9531),(78 1693.1261),(79 1705.2786),
(1 737.5798),(2 963.08105),(3 1141.6847),(4 1213.2493),(5 1227.3119),(6 1246.0665),(7 1293.7266),(8 1294.6344),(9 1330.0142),(10 1352.097),(11 1368.1295),(12 1388.7153),(13 1427.8678),(14 1471.5908),(15 1490.4376),(16 1511.4281),(17 1515.6981),(18 1544.3506),(19 1571.6993),(20 1566.7981),(21 1582.897),(22 1592.8872),(23 1601.4429),(24 1592.8566),(25 1591.959),(26 1581.13),(27 1583.3531),(28 1574.777),(29 1543.0544),(30 1541.9678),(31 1572.052),(32 1567.2994),(33 1599.1427),(34 1597.0215),(35 1590.1339),(36 1624.3447),(37 1622.8804),(38 1634.8251),(39 1645.8036),(40 1658.6747),(41 1650.1752),(42 1647.7627),(43 1657.4883),(44 1659.9835),(45 1663.7281),(46 1657.1254),(47 1650.7247),(48 1671.4055),(49 1645.5502),(50 1662.9912),(51 1685.0642),(52 1689.8362),(53 1685.0901),(54 1671.9775),(55 1667.2965),(56 1666.0632),(57 1641.9451),(58 1654.3153),(59 1661.7947),(60 1652.5613),(61 1632.813),(62 1627.3671),(63 1641.9937),(64 1621.3214),(65 1633.188),(66 1626.7672),(67 1640.1516),(68 1656.8268),(69 1632.774),(70 1621.1743),(71 1603.9509),(72 1626.4849),(73 1636.783),(74 1637.4559),(75 1640.5988),(76 1638.5465),(77 1646.5647),(78 1685.1127),(79 1696.6879),
(1 696.38104),(2 898.5208),(3 1071.171),(4 1137.0043),(5 1153.6604),(6 1187.0757),(7 1214.3121),(8 1223.9054),(9 1254.3271),(10 1268.9624),(11 1293.1295),(12 1293.957),(13 1326.1609),(14 1345.1332),(15 1362.044),(16 1375.478),(17 1390.9297),(18 1431.1445),(19 1429.5609),(20 1444.0055),(21 1452.0006),(22 1456.1306),(23 1474.1324),(24 1463.5496),(25 1461.3195),(26 1458.317),(27 1484.9786),(28 1466.1301),(29 1473.2764),(30 1476.4974),(31 1495.71),(32 1519.425),(33 1535.5087),(34 1526.5457),(35 1543.8721),(36 1548.9304),(37 1540.5686),(38 1544.8668),(39 1537.256),(40 1538.3535),(41 1544.0664),(42 1553.6511),(43 1551.4407),(44 1544.3136),(45 1550.3171),(46 1555.7874),(47 1552.4467),(48 1555.8044),(49 1562.6061),(50 1565.5848),(51 1584.213),(52 1580.4404),(53 1579.9419),(54 1588.3083),(55 1592.4546),(56 1586.7943),(57 1564.5406),(58 1564.9639),(59 1573.689),(60 1563.0275),(61 1534.7855),(62 1530.2944),(63 1541.4036),(64 1510.4749),(65 1520.8164),(66 1523.997),(67 1538.8254),(68 1547.1405),(69 1544.849),(70 1548.5294),(71 1533.0967),(72 1550.9531),(73 1564.855),(74 1561.5514),(75 1564.0071),(76 1561.4958),(77 1570.7296),(78 1599.1746),(79 1596.3174),
(1 699.72766),(2 924.8774),(3 1089.6483),(4 1162.8793),(5 1194.0942),(6 1213.0582),(7 1221.7963),(8 1228.9779),(9 1245.7833),(10 1294.1107),(11 1294.1001),(12 1297.1019),(13 1321.5739),(14 1347.249),(15 1377.2274),(16 1410.4236),(17 1425.8893),(18 1467.9736),(19 1475.8926),(20 1478.1923),(21 1493.6399),(22 1495.978),(23 1522.0015),(24 1516.1105),(25 1514.65),(26 1507.6129),(27 1504.3828),(28 1512.5957),(29 1523.1752),(30 1516.6818),(31 1512.629),(32 1526.7986),(33 1548.689),(34 1549.4423),(35 1560.3275),(36 1584.6504),(37 1576.9586),(38 1587.1489),(39 1587.3453),(40 1595.3925),(41 1586.7156),(42 1607.017),(43 1596.6652),(44 1597.8335),(45 1602.9714),(46 1601.8329),(47 1616.2924),(48 1621.7421),(49 1624.7733),(50 1631.1534),(51 1659.8195),(52 1651.4637),(53 1648.5121),(54 1631.6804),(55 1641.4668),(56 1633.2368),(57 1640.7394),(58 1643.0521),(59 1651.8174),(60 1625.7434),(61 1622.4531),(62 1617.8387),(63 1617.7334),(64 1596.2206),(65 1599.5227),(66 1597.8348),(67 1625.9116),(68 1622.4053),(69 1630.4556),(70 1629.8745),(71 1619.0914),(72 1628.0061),(73 1630.6589),(74 1640.0869),(75 1648.2106),(76 1652.8574),(77 1656.6963),(78 1680.7748),(79 1680.3488),
