1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 43891.28),(2 66007.43),(3 74909.914),(4 141367.5),(5 184815.39),(6 185850.52),(7 246803.88),(8 313454.66),(9 309973.13),(10 412610.13),(11 459639.53),(12 463045.4),(13 550666.5),(14 634484.8),(15 656411.8),(16 802254),(17 920463.5),(18 965466.8),(19 1103558.4),(20 1225542.6),(21 1277080.1),(22 1445458.6),(23 1582513.5),(24 1624952),(25 1786148),(26 1914547.1),(27 1957578.6),(28 2140567.8),(29 2281226.3),(30 2341255),(31 2522289.8),(32 2672555.5),(33 2716915.3),(34 2892246.8),(35 3022980),(36 3092723),(37 3254176.8),(38 3409078),(39 3477534.8),(40 3664103.3),(41 3832965.8),(42 3942700.3),(43 4156728.8),(44 4355818.5),(45 4440533.5),(46 4656583.5),(47 4835585),(48 4921824),(49 5094343.5),(50 5249298.5),(51 5288212),(52 5489221.5),(53 5651610.5),(54 5682782),(55 5811678.5),(56 5948146.5),(57 5969630.5),(58 6126442),(59 6268182.5),(60 6287397.5),(61 6416568),(62 6558341.5),(63 6574737.5),(64 6695389.5),(65 6791903.5),(66 6774688.5),(67 6817296.5),(68 6920456),(69 6880093.5),(70 6945725.5),(71 7011297.5),(72 6978500),(73 7018670.5),(74 7080434),(75 7011388.5),(76 7067264),(77 7106010.5),(78 7066382),(79 7095684.5),
(1 1347.8333),(2 2608.0332),(3 3286.8604),(4 3655.009),(5 3924.2986),(6 4184.3916),(7 4363.369),(8 4501.8164),(9 4549.951),(10 4592.843),(11 4611.445),(12 4570.1255),(13 4559.715),(14 4587.9272),(15 4622.844),(16 4624.3784),(17 4632.7944),(18 4625.67),(19 4578.6436),(20 4588.026),(21 4619.288),(22 4680.2134),(23 4805.2217),(24 4889.5176),(25 4953.773),(26 4962.281),(27 4977.4067),(28 4964.7017),(29 5004.912),(30 5004.5503),(31 5051.274),(32 5077.8906),(33 5150.467),(34 5205.053),(35 5180.408),(36 5115.9536),(37 5138.38),(38 5208.6465),(39 5277.385),(40 5269.59),(41 5239.914),(42 5206.4224),(43 5202.4404),(44 5236.068),(45 5245.079),(46 5335.1313),(47 5425.453),(48 5493.395),(49 5476.92),(50 5489.1978),(51 5546.7725),(52 5540.4927),(53 5518.833),(54 5526.283),(55 5598.2944),(56 5649.3027),(57 5651.585),(58 5608.3613),(59 5621.223),(60 5644.103),(61 5672.5405),(62 5702.789),(63 5773.358),(64 5832.6997),(65 5823.5117),(66 5788.5337),(67 5789.9746),(68 5749.0776),(69 5707.055),(70 5641.5874),(71 5616.0156),(72 5598.116),(73 5570.3774),(74 5550.8345),(75 5527.0117),(76 5556.044),(77 5549.6533),(78 5597.4907),(79 5717.7314),
(1 1352.9248),(2 2581.7017),(3 3189.9668),(4 3486.3137),(5 3722.462),(6 3928.1917),(7 4076.0532),(8 4184.17),(9 4282.165),(10 4307.318),(11 4365.438),(12 4415.9385),(13 4416.2603),(14 4404.1133),(15 4490.3237),(16 4498.9683),(17 4518.829),(18 4467.6353),(19 4416.509),(20 4376.229),(21 4385.1045),(22 4391.0176),(23 4437.253),(24 4511.315),(25 4556.652),(26 4626.0376),(27 4693.285),(28 4734.2944),(29 4817.1255),(30 4798.593),(31 4773.2383),(32 4751.4883),(33 4823.171),(34 4825.965),(35 4827.0938),(36 4802.965),(37 4846.4604),(38 4880.894),(39 4910.5376),(40 4921.0195),(41 4963.912),(42 4973.1543),(43 4981.3853),(44 5005.629),(45 5022.937),(46 5053.6353),(47 5085.582),(48 5114.2085),(49 5163.126),(50 5165.279),(51 5253.5483),(52 5279.7437),(53 5276.3003),(54 5311.844),(55 5427.604),(56 5506.7295),(57 5543.1396),(58 5525.104),(59 5478.7173),(60 5433.973),(61 5458.015),(62 5498.858),(63 5506.51),(64 5499.4473),(65 5470.892),(66 5446.1313),(67 5501.856),(68 5494.773),(69 5467.7476),(70 5450.791),(71 5435.356),(72 5411.8735),(73 5418.491),(74 5468.973),(75 5537.365),(76 5531.068),(77 5553.9233),(78 5567.161),(79 5669.4214),
(1 1294.355),(2 2448.8784),(3 3050.6062),(4 3353.4065),(5 3597.8647),(6 3796.7927),(7 3898.0854),(8 4019.078),(9 4095.0942),(10 4123.418),(11 4153.1035),(12 4168.2324),(13 4157.384),(14 4138.707),(15 4157.8325),(16 4248.223),(17 4306.747),(18 4350.1924),(19 4387.6147),(20 4404.491),(21 4357.9355),(22 4339.2817),(23 4357.0576),(24 4399.616),(25 4413.804),(26 4426.4673),(27 4479.0464),(28 4541.5493),(29 4566.3047),(30 4589.149),(31 4615.0044),(32 4583.366),(33 4615.7744),(34 4642.572),(35 4666.3125),(36 4684.8223),(37 4721.7505),(38 4750.459),(39 4791.1196),(40 4785.187),(41 4873.863),(42 4935.8945),(43 4939.7607),(44 4954.78),(45 4946.1084),(46 4949.0313),(47 4955.4736),(48 5007.319),(49 5111.869),(50 5164.3745),(51 5199.357),(52 5201.463),(53 5157.643),(54 5201.4546),(55 5271.043),(56 5328.4023),(57 5313.5103),(58 5346.3047),(59 5341.8),(60 5309.906),(61 5313.3394),(62 5285.2607),(63 5321.2705),(64 5378.16),(65 5403.7896),(66 5368.181),(67 5339.003),(68 5322.5166),(69 5294.59),(70 5306.777),(71 5341.588),(72 5334.512),(73 5405.894),(74 5450.747),(75 5463.637),(76 5520.6035),(77 5587.5894),(78 5560.3887),(79 5544.2246),
(1 1273.647),(2 2444.326),(3 3030.1394),(4 3351.9722),(5 3607.4285),(6 3827.163),(7 3965.577),(8 4098.893),(9 4165.328),(10 4182.2534),(11 4188.253),(12 4161.8857),(13 4165.6167),(14 4166.7144),(15 4217.617),(16 4293.0786),(17 4323.307),(18 4320.5786),(19 4334.0977),(20 4386.1313),(21 4471.028),(22 4484.216),(23 4455.3887),(24 4465.6045),(25 4467.6846),(26 4445.536),(27 4450.4834),(28 4474.2114),(29 4531.065),(30 4581.054),(31 4659.0093),(32 4678.7285),(33 4723.6563),(34 4737.664),(35 4759.609),(36 4768.5674),(37 4762.154),(38 4758.192),(39 4732.5894),(40 4752.5996),(41 4769.2573),(42 4749.13),(43 4710.558),(44 4694.561),(45 4705.123),(46 4772.678),(47 4862.658),(48 4904.5522),(49 5023.6978),(50 5034.7344),(51 5041.7935),(52 5004.0547),(53 4995.9414),(54 5000.04),(55 5019.714),(56 5037.6646),(57 5029.216),(58 5063.479),(59 5088.9063),(60 5068.5454),(61 5045.7515),(62 5067.098),(63 5073.8286),(64 5107.4297),(65 5154.727),(66 5222.727),(67 5216.1387),(68 5177.037),(69 5182.808),(70 5244.609),(71 5237.483),(72 5235.133),(73 5261.871),(74 5249.7183),(75 5339.8057),(76 5330.243),(77 5375.7334),(78 5382.195),(79 5436.503),
(1 1289.2694),(2 2402.756),(3 2993.2239),(4 3317.5168),(5 3575.3352),(6 3799.6028),(7 3944.2563),(8 4074.5168),(9 4134.7),(10 4184.638),(11 4239.75),(12 4251.69),(13 4275.8413),(14 4249.1914),(15 4260.6377),(16 4305.7153),(17 4314.322),(18 4315.668),(19 4326.816),(20 4396.2734),(21 4471.1987),(22 4493.4233),(23 4522.0547),(24 4547.3086),(25 4565.8467),(26 4581.683),(27 4625.3647),(28 4611.6196),(29 4631.637),(30 4649.1772),(31 4685.265),(32 4678.646),(33 4696.8604),(34 4660.392),(35 4631.9126),(36 4585.991),(37 4580.2925),(38 4561.0313),(39 4596.028),(40 4632.961),(41 4671.3896),(42 4668.582),(43 4685.3315),(44 4702.1997),(45 4765.1772),(46 4825.1855),(47 4840.1597),(48 4881.4214),(49 4987.6084),(50 4969.125),(51 4971.3843),(52 4956.7383),(53 5014.6147),(54 4981.898),(55 4998.7466),(56 5070.0996),(57 5126.12),(58 5178.56),(59 5188.0894),(60 5135.1826),(61 5097.342),(62 5084.395),(63 5076.978),(64 5123.44),(65 5211.183),(66 5303.94),(67 5306.41),(68 5278.304),(69 5262.4507),(70 5323.288),(71 5344.348),(72 5326.881),(73 5307.48),(74 5295.248),(75 5292.377),(76 5293.9663),(77 5323.6274),(78 5316.3794),(79 5349.2773),
(1 1280.9071),(2 2409.3594),(3 3006.793),(4 3319.592),(5 3575.5618),(6 3779.011),(7 3919.4985),(8 4059.9116),(9 4102.009),(10 4170.3965),(11 4225.6875),(12 4188.186),(13 4198.2334),(14 4226.722),(15 4250.8926),(16 4282.9185),(17 4329.7827),(18 4324.2314),(19 4282.9336),(20 4320.467),(21 4347.5957),(22 4424.461),(23 4452.983),(24 4458.6265),(25 4510.9224),(26 4543.5376),(27 4565.544),(28 4585.658),(29 4617.8574),(30 4629.7466),(31 4653.402),(32 4663.6855),(33 4703.1045),(34 4716.2676),(35 4728.2524),(36 4734.07),(37 4799.013),(38 4840.4883),(39 4897.9014),(40 4920.5176),(41 4979.033),(42 4976.1626),(43 4924.5444),(44 4958.599),(45 5036.001),(46 5090.01),(47 5168.747),(48 5234.648),(49 5258.6636),(50 5238.6772),(51 5299.1606),(52 5306.5347),(53 5310.704),(54 5269.0874),(55 5242.649),(56 5288.3896),(57 5329.99),(58 5277.4565),(59 5270.0986),(60 5231.5913),(61 5148.1895),(62 5147.928),(63 5191.575),(64 5287.579),(65 5356.069),(66 5419.308),(67 5378.9683),(68 5272.3506),(69 5254.137),(70 5279.771),(71 5286.534),(72 5289.3716),(73 5286.074),(74 5250.4497),(75 5247.7173),(76 5232.812),(77 5203.9517),(78 5202.3535),(79 5161.8433),
(1 1260.7872),(2 2359.6821),(3 2924.3364),(4 3243.5598),(5 3457.9216),(6 3662.5007),(7 3838.4688),(8 3976.0098),(9 4066.867),(10 4126.5737),(11 4155.232),(12 4193.5674),(13 4221.792),(14 4218.0786),(15 4165.7705),(16 4184.0225),(17 4213.1836),(18 4205.433),(19 4205.253),(20 4267.839),(21 4306.6357),(22 4386.68),(23 4475.25),(24 4510.675),(25 4502.932),(26 4526.0786),(27 4565.1885),(28 4570.8096),(29 4588.2295),(30 4574.0586),(31 4540.443),(32 4531.893),(33 4581.149),(34 4592.5444),(35 4638.8677),(36 4706.159),(37 4754.1665),(38 4777.903),(39 4814.486),(40 4848.349),(41 4892.4116),(42 4805.3965),(43 4745.59),(44 4809.8794),(45 4865.133),(46 4910.706),(47 4990.466),(48 5082.7446),(49 5156.5117),(50 5095.2197),(51 5118.6475),(52 5085.915),(53 5099.9785),(54 5077.8486),(55 5155.2803),(56 5184.6694),(57 5135.377),(58 5131.8003),(59 5153.228),(60 5186.973),(61 5151.8867),(62 5137.6626),(63 5206.014),(64 5274.8613),(65 5325.024),(66 5309.3784),(67 5243.0586),(68 5168.877),(69 5131.7236),(70 5128.9214),(71 5103.8984),(72 5073.639),(73 5043.7393),(74 5031.2876),(75 5124.6104),(76 5091.555),(77 5071.4126),(78 5095.665),(79 5148.776),
(1 1277.0114),(2 2394.7268),(3 2960.3599),(4 3250.5474),(5 3418.8362),(6 3578.956),(7 3738.492),(8 3879.3774),(9 3982.7493),(10 4063.3906),(11 4091.6577),(12 4161.3457),(13 4216.442),(14 4253.667),(15 4248.105),(16 4233.013),(17 4249.4893),(18 4286.583),(19 4299.166),(20 4323.2773),(21 4350.2065),(22 4400.5215),(23 4423.5156),(24 4464.974),(25 4476.4976),(26 4468.023),(27 4494.5117),(28 4513.826),(29 4432.7437),(30 4434.5825),(31 4454.288),(32 4448.4434),(33 4539.854),(34 4637.469),(35 4699.5205),(36 4758.8745),(37 4766.7114),(38 4757.384),(39 4791.481),(40 4787.067),(41 4826.7036),(42 4809.347),(43 4728.518),(44 4743.5166),(45 4759.3833),(46 4837.174),(47 4937.338),(48 4997.268),(49 5036.3633),(50 5001.136),(51 5011.6216),(52 4950.731),(53 4911.758),(54 4918.139),(55 4966.466),(56 4970.044),(57 4977.5093),(58 5008.606),(59 5033.4854),(60 5100.6416),(61 5098.3584),(62 5063.1777),(63 5086.2227),(64 5089.1455),(65 5140.7744),(66 5140.886),(67 5132.921),(68 5093.191),(69 5037.3496),(70 5048.8335),(71 5054.5303),(72 5056.0386),(73 5045.749),(74 5047.431),(75 5084.554),(76 5071.0737),(77 5106.2773),(78 5070.953),(79 5052.3203),
(1 1233.3912),(2 2290.7876),(3 2849.225),(4 3126.7644),(5 3311.4321),(6 3450.3667),(7 3611.193),(8 3798.5376),(9 3886.2727),(10 3936.5554),(11 3998.155),(12 4046.1995),(13 4093.9436),(14 4093.2727),(15 4142.8345),(16 4199.607),(17 4230.5215),(18 4231.075),(19 4222.563),(20 4279.4097),(21 4289.6167),(22 4274.4336),(23 4277.564),(24 4281.698),(25 4302.386),(26 4342.0654),(27 4434.6147),(28 4451.4434),(29 4427.904),(30 4470.2417),(31 4505.073),(32 4528.858),(33 4518.6),(34 4482.9517),(35 4519.643),(36 4538.8774),(37 4522.866),(38 4545.286),(39 4582.4106),(40 4553.6914),(41 4553.074),(42 4529.7266),(43 4481.03),(44 4508.104),(45 4549.6733),(46 4606.114),(47 4624.967),(48 4624.1),(49 4633.1035),(50 4628.115),(51 4655.3745),(52 4604.2866),(53 4654.6045),(54 4668.8525),(55 4671.1245),(56 4702.3335),(57 4715.6455),(58 4746.8228),(59 4811.249),(60 4856.666),(61 4906.5684),(62 4933.948),(63 4990.819),(64 5006.658),(65 5060.4326),(66 5059.1133),(67 5089.0693),(68 5123.022),(69 5111.7705),(70 5113.8257),(71 5079.3423),(72 5087.212),(73 5097.0977),(74 5081.2847),(75 5067.9414),(76 5051.3647),(77 5063.7017),(78 5074.811),(79 5109.973),
(1 1196.4503),(2 2238.7412),(3 2750.2742),(4 3014.3696),(5 3197.189),(6 3349.404),(7 3493.043),(8 3703.6697),(9 3836.0767),(10 3866.0093),(11 3890.195),(12 3857.539),(13 3912.0107),(14 3963.647),(15 4019.152),(16 4049.1978),(17 4041.1729),(18 4026.607),(19 4026.9841),(20 4025.4514),(21 4032.2393),(22 4038.2375),(23 4030.1897),(24 4043.6174),(25 4081.5334),(26 4189.6563),(27 4296.745),(28 4299.0215),(29 4314.2065),(30 4306.1533),(31 4310.131),(32 4301.0527),(33 4284.9707),(34 4212.156),(35 4227.975),(36 4314.425),(37 4346.777),(38 4301.1157),(39 4271.6333),(40 4259.572),(41 4313.762),(42 4293.9165),(43 4318.657),(44 4417.1567),(45 4481.427),(46 4550.726),(47 4538.067),(48 4557.9634),(49 4601.8013),(50 4641.7563),(51 4609.7285),(52 4582.5527),(53 4651.4585),(54 4727.796),(55 4741.335),(56 4781.107),(57 4832.979),(58 4828.9146),(59 4855.5967),(60 4888.3),(61 4901.5684),(62 4907.463),(63 4949.76),(64 4953.481),(65 5013.1187),(66 5068.8467),(67 5072.0005),(68 5049.545),(69 4980.6167),(70 4954.5337),(71 4944.477),(72 4903.5503),(73 4856.2324),(74 4797.5576),(75 4782.0586),(76 4840.9434),(77 4930.7676),(78 4887.0156),(79 4866.7266),
(1 1195.8411),(2 2190.483),(3 2677.001),(4 2918.7627),(5 3064.8025),(6 3217.6887),(7 3336.4224),(8 3490.0244),(9 3562.7903),(10 3638.9885),(11 3676.45),(12 3667.4226),(13 3663.2178),(14 3683.2703),(15 3744.822),(16 3801.3306),(17 3816.796),(18 3827.7324),(19 3858.4285),(20 3889.8018),(21 3882.6038),(22 3888.7637),(23 3909.4927),(24 3939.1372),(25 3970.084),(26 4024.834),(27 4059.1829),(28 4062.4446),(29 4030.7798),(30 4069.3271),(31 4114.3613),(32 4099.5),(33 4100.748),(34 4031.6663),(35 4041.4285),(36 4069.4475),(37 4103.573),(38 4161.3525),(39 4183.8647),(40 4220.118),(41 4240.572),(42 4223.819),(43 4204.8213),(44 4240.019),(45 4308.797),(46 4394.0044),(47 4392.215),(48 4416.3315),(49 4465.2905),(50 4476.1353),(51 4466.242),(52 4447.2417),(53 4488.4756),(54 4500.0386),(55 4513.9116),(56 4544.7075),(57 4597.275),(58 4641.5596),(59 4686.144),(60 4701.736),(61 4733.369),(62 4799.672),(63 4858.758),(64 4869.706),(65 4881.0586),(66 4893.701),(67 4917.79),(68 4923.177),(69 4956.368),(70 4899.8804),(71 4901.614),(72 4837.0215),(73 4805.529),(74 4777.486),(75 4814.9595),(76 4791.0713),(77 4804.452),(78 4780.815),(79 4775.191),
(1 1178.461),(2 2155.6987),(3 2651.295),(4 2910.1216),(5 3083.5874),(6 3216.8247),(7 3271.686),(8 3382.3506),(9 3445.3306),(10 3472.6204),(11 3521.5085),(12 3528.1948),(13 3571.809),(14 3610.417),(15 3648.4124),(16 3647.5288),(17 3665.0884),(18 3724.3872),(19 3768.511),(20 3784.7524),(21 3824.2214),(22 3814.1758),(23 3831.3525),(24 3811.1665),(25 3823.9377),(26 3861.177),(27 3866.899),(28 3874.4182),(29 3890.8528),(30 3941.8784),(31 3971.4497),(32 4016.164),(33 4031.16),(34 4013.624),(35 4060.297),(36 4103.2393),(37 4146.9346),(38 4179.477),(39 4146.026),(40 4127.397),(41 4126.5303),(42 4122.954),(43 4143.598),(44 4184.5674),(45 4223.3213),(46 4287.689),(47 4308.329),(48 4348.3345),(49 4357.482),(50 4320.987),(51 4261.72),(52 4237.185),(53 4300.0337),(54 4354.087),(55 4369.549),(56 4362.0156),(57 4401.2227),(58 4402.2646),(59 4434.9727),(60 4442.349),(61 4411.6836),(62 4474.7393),(63 4541.199),(64 4561.3906),(65 4601.2427),(66 4607.2334),(67 4629.9478),(68 4635.404),(69 4648.25),(70 4669.9253),(71 4672.9),(72 4610.6343),(73 4533.396),(74 4572.1875),(75 4612.1255),(76 4619.61),(77 4593.47),(78 4604.3677),(79 4661.8467),
(1 1179.8422),(2 2187.2224),(3 2680.26),(4 2943.076),(5 3131.0376),(6 3250.215),(7 3319.1257),(8 3393.4275),(9 3435.3384),(10 3506.3398),(11 3622.275),(12 3648.9275),(13 3662.898),(14 3684.1616),(15 3696.9163),(16 3680.4297),(17 3675.9768),(18 3716.1677),(19 3742.9043),(20 3789.0764),(21 3800.402),(22 3818.6697),(23 3817.8218),(24 3820.314),(25 3841.519),(26 3825.5786),(27 3827.5747),(28 3830.9128),(29 3829.3855),(30 3812.3179),(31 3826.0574),(32 3881.9968),(33 3893.0945),(34 3929.8313),(35 3980.7695),(36 4031.635),(37 4069.6663),(38 4074.3254),(39 4059.5256),(40 4061.7688),(41 4072.7703),(42 4057.62),(43 4026.5173),(44 4055.4832),(45 4122.577),(46 4175.005),(47 4172.7554),(48 4211.384),(49 4201.3926),(50 4163.62),(51 4175.17),(52 4189.449),(53 4241.3657),(54 4288.846),(55 4317.612),(56 4352.9253),(57 4342.622),(58 4345.8027),(59 4337.862),(60 4314.0137),(61 4305.331),(62 4287.147),(63 4363.866),(64 4422.6177),(65 4459.452),(66 4500.191),(67 4508.393),(68 4525.972),(69 4514.968),(70 4510.574),(71 4491.6377),(72 4462.785),(73 4428.005),(74 4432.4756),(75 4452.57),(76 4432.039),(77 4428.9507),(78 4435.074),(79 4455.5967),
(1 1176.737),(2 2142.0942),(3 2644.3157),(4 2925.4583),(5 3103.2197),(6 3203.0327),(7 3298.1826),(8 3413.0732),(9 3473.7544),(10 3504.3743),(11 3568.0334),(12 3557.3352),(13 3606.6428),(14 3631.274),(15 3619.2341),(16 3604.2703),(17 3614.936),(18 3639.6184),(19 3639.4924),(20 3685.6934),(21 3771.7434),(22 3806.8777),(23 3837.445),(24 3808.047),(25 3779.7122),(26 3793.0603),(27 3841.1826),(28 3864.8333),(29 3836.7498),(30 3778.5122),(31 3760.9436),(32 3726.0618),(33 3746.5974),(34 3753.7434),(35 3794.3994),(36 3886.1055),(37 3927.448),(38 3985.0164),(39 4005.075),(40 4034.0313),(41 4039.1482),(42 4028.7666),(43 3990.6594),(44 3994.6997),(45 3992.3457),(46 4030.3794),(47 4083.5925),(48 4135.93),(49 4171.3745),(50 4174.681),(51 4163.957),(52 4234.6353),(53 4333.327),(54 4383.0024),(55 4383.295),(56 4389.7827),(57 4368.0864),(58 4353.176),(59 4368.365),(60 4364.046),(61 4370.2104),(62 4369.152),(63 4358.5728),(64 4350.6943),(65 4357.305),(66 4383.906),(67 4426.284),(68 4424.807),(69 4405.6753),(70 4428.221),(71 4382.8584),(72 4331.5957),(73 4305.007),(74 4289.7383),(75 4315.318),(76 4330.064),(77 4375.564),(78 4360.5913),(79 4333.5303),
(1 1108.826),(2 2019.4811),(3 2507.827),(4 2777.203),(5 2980.0002),(6 3119.4426),(7 3229.91),(8 3366.7253),(9 3440.5994),(10 3501.722),(11 3508.109),(12 3497.6196),(13 3555.5752),(14 3583.7393),(15 3575.6104),(16 3576.5464),(17 3562.7207),(18 3595.306),(19 3625.1536),(20 3666.1748),(21 3709.403),(22 3730.8333),(23 3781.7668),(24 3747.2075),(25 3730.5017),(26 3787.6838),(27 3847.7805),(28 3851.267),(29 3850.5872),(30 3827.2786),(31 3795.2622),(32 3759.4028),(33 3774.5154),(34 3764.7778),(35 3752.7385),(36 3752.4583),(37 3770.228),(38 3802.958),(39 3820.629),(40 3816.1973),(41 3781.803),(42 3806.015),(43 3844.2415),(44 3848.0537),(45 3867.6606),(46 3882.2134),(47 3908.4424),(48 3911.1514),(49 3985.4404),(50 4043.3318),(51 4071.5115),(52 4126.835),(53 4234.52),(54 4303.712),(55 4344.1543),(56 4332.028),(57 4327.495),(58 4323.7534),(59 4331.401),(60 4355.7334),(61 4354.844),(62 4354.9624),(63 4364.3223),(64 4357.071),(65 4339.621),(66 4313.9214),(67 4302.364),(68 4341.522),(69 4379.75),(70 4322.036),(71 4253.0146),(72 4229.432),(73 4189.719),(74 4158.7476),(75 4194.6807),(76 4239.237),(77 4226.5527),(78 4218.747),(79 4232.8213),
(1 1121.038),(2 2065.1917),(3 2547.2922),(4 2781.3203),(5 2978.615),(6 3091.9822),(7 3171.677),(8 3297.6218),(9 3376.0493),(10 3482.0637),(11 3533.708),(12 3536.3809),(13 3562.744),(14 3587.4238),(15 3596.9849),(16 3601.3154),(17 3623.21),(18 3660.4424),(19 3620.1667),(20 3574.0125),(21 3574.9868),(22 3611.6006),(23 3677.959),(24 3661.64),(25 3657.4675),(26 3669.746),(27 3720.334),(28 3760.1938),(29 3759.02),(30 3747.8513),(31 3738.135),(32 3749.0288),(33 3757.0278),(34 3789.449),(35 3796.8694),(36 3763.3794),(37 3794.5254),(38 3793.7668),(39 3757.2693),(40 3718.1174),(41 3704.589),(42 3740.109),(43 3747.5117),(44 3730.8596),(45 3756.876),(46 3788.093),(47 3791.5679),(48 3846.5044),(49 3927.9302),(50 3929.1553),(51 3996.891),(52 4010.1584),(53 4085.2466),(54 4124.6655),(55 4157.8604),(56 4161.405),(57 4175.283),(58 4168.3525),(59 4189.346),(60 4248.324),(61 4266.15),(62 4315.717),(63 4384.1294),(64 4369.5347),(65 4373.697),(66 4373.9883),(67 4371.386),(68 4361.7666),(69 4364.728),(70 4297.223),(71 4236.9326),(72 4251.9063),(73 4273.3516),(74 4268.1045),(75 4314.5522),(76 4311.1187),(77 4342.706),(78 4346.9277),(79 4385.6577),
