1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 79968.5),(2 287553.34),(3 640973.9),(4 1111552.9),(5 1710631.1),(6 2453861.8),(7 3313199.8),(8 4320218.5),(9 5494197),(10 6846318.5),(11 8387188),(12 10069677),(13 11898195),(14 13872037),(15 15899707),(16 17921342),(17 20020182),(18 22022088),(19 24213294),(20 26380534),(21 28526650),(22 30733712),(23 33042440),(24 35233404),(25 37494820),(26 39685050),(27 41890860),(28 44160948),(29 46418436),(30 48585196),(31 50680684),(32 52646524),(33 54641876),(34 56541108),(35 58317180),(36 60120212),(37 62060140),(38 63999904),(39 66142196),(40 68131750),(41 70288970),(42 72712776),(43 75359510),(44 78035280),(45 80679704),(46 83507400),(47 86574920),(48 90051800),(49 93386376),(50 96836344),(51 100344310),(52 103803130),(53 107344960),(54 111064260),(55 114724184),(56 118458530),(57 122194090),(58 125825410),(59 129769090),(60 133703144),(61 137699140),(62 141749060),(63 146303000),(64 150635870),(65 154837490),(66 159026510),(67 162896860),(68 166535550),(69 169629860),(70 172510500),(71 175399730),(72 177938050),(73 180311150),(74 182514480),(75 184564420),(76 186591700),(77 188452220),(78 190081740),(79 191178930),
(1 684.0515),(2 791.99646),(3 884.2503),(4 906.00684),(5 955.0063),(6 978.69855),(7 1022.9986),(8 1043.6224),(9 1037.569),(10 1051.5516),(11 1075.8915),(12 1088.3822),(13 1100.2013),(14 1136.0654),(15 1148.5405),(16 1164.1821),(17 1182.7438),(18 1181.7504),(19 1212.6501),(20 1234.3861),(21 1261.9468),(22 1271.479),(23 1291.6654),(24 1324.1439),(25 1340.1827),(26 1356.0803),(27 1387.0048),(28 1411.54),(29 1420.1508),(30 1411.5413),(31 1437.502),(32 1446.3849),(33 1461.606),(34 1472.1729),(35 1474.043),(36 1471.9039),(37 1470.0576),(38 1495.223),(39 1500.0593),(40 1508.3816),(41 1492.8148),(42 1501.9386),(43 1506.0856),(44 1499.3499),(45 1499.2043),(46 1493.829),(47 1486.743),(48 1486.426),(49 1473.6731),(50 1460.7572),(51 1460.9441),(52 1457.8502),(53 1466.9749),(54 1469.4814),(55 1464.6511),(56 1457.7495),(57 1457.0798),(58 1451.5297),(59 1467.9648),(60 1477.3406),(61 1483.8447),(62 1481.4106),(63 1486.4501),(64 1486.0156),(65 1495.7875),(66 1483.3811),(67 1501.6079),(68 1498.0187),(69 1486.3512),(70 1498.4713),(71 1495.4266),(72 1501.4214),(73 1515.8699),(74 1507.9857),(75 1502.9255),(76 1492.2338),(77 1492.652),(78 1491.0397),(79 1493.8768),
(1 642.988),(2 763.51324),(3 841.63464),(4 875.8891),(5 917.59314),(6 954.6025),(7 972.7076),(8 995.01373),(9 1007.82556),(10 1027.2249),(11 1031.2744),(12 1040.6008),(13 1069.3192),(14 1079.5177),(15 1099.9413),(16 1109.149),(17 1110.3738),(18 1120.4277),(19 1132.9169),(20 1149.6704),(21 1173.2084),(22 1200.8115),(23 1203.1825),(24 1225.1542),(25 1246.0566),(26 1269.0496),(27 1298.0922),(28 1318.6069),(29 1315.465),(30 1333.457),(31 1334.584),(32 1351.7896),(33 1380.418),(34 1371.0143),(35 1385.8346),(36 1390.5607),(37 1406.141),(38 1413.5261),(39 1421.8783),(40 1436.7625),(41 1430.1917),(42 1433.126),(43 1439.8805),(44 1423.0112),(45 1428.1228),(46 1437.0825),(47 1439.4517),(48 1436.6267),(49 1426.3428),(50 1424.2715),(51 1416.3914),(52 1399.7617),(53 1399.2765),(54 1402.9012),(55 1399.8434),(56 1385.7802),(57 1394.8456),(58 1394.014),(59 1400.5262),(60 1397.4011),(61 1389.4518),(62 1387.2012),(63 1381.3608),(64 1378.7693),(65 1367.214),(66 1360.4453),(67 1366.3898),(68 1350.0175),(69 1358.0096),(70 1354.6069),(71 1355.1155),(72 1369.4431),(73 1374.005),(74 1376.0416),(75 1383.037),(76 1390.1714),(77 1384.171),(78 1382.9624),(79 1387.1626),
(1 648.42786),(2 779.9367),(3 852.73663),(4 893.41943),(5 933.5583),(6 960.4099),(7 977.4702),(8 1000.15393),(9 1014.6465),(10 1026.898),(11 1038.8225),(12 1046.1088),(13 1057.3202),(14 1083.762),(15 1099.2432),(16 1116.2742),(17 1128.2474),(18 1144.3547),(19 1168.9243),(20 1175.0823),(21 1201.99),(22 1215.3539),(23 1230.1044),(24 1254.1246),(25 1269.2993),(26 1296.6671),(27 1309.8114),(28 1315.6266),(29 1321.3527),(30 1327.8329),(31 1347.1531),(32 1358.2455),(33 1371.105),(34 1370.8043),(35 1386.5824),(36 1391.2139),(37 1392.4707),(38 1395.2699),(39 1406.5682),(40 1401.3262),(41 1409.048),(42 1401.6558),(43 1397.1307),(44 1395.3406),(45 1393.4861),(46 1400.458),(47 1405.6924),(48 1400.9835),(49 1400.1752),(50 1394.8436),(51 1405.8298),(52 1376.9557),(53 1388.1047),(54 1378.3032),(55 1371.0441),(56 1383.3911),(57 1377.2222),(58 1369.9346),(59 1357.8472),(60 1348.254),(61 1346.5012),(62 1352.38),(63 1361.1401),(64 1347.3646),(65 1338.9242),(66 1342.4031),(67 1354.7516),(68 1350.7922),(69 1337.6299),(70 1330.072),(71 1355.0791),(72 1362.4628),(73 1370.5123),(74 1358.2026),(75 1365.6294),(76 1375.5244),(77 1387.7339),(78 1379.2167),(79 1392.504),
(1 613.2346),(2 731.6899),(3 810.8787),(4 841.97437),(5 885.8294),(6 908.0937),(7 939.8732),(8 953.7542),(9 973.26605),(10 990.07336),(11 1013.23035),(12 1021.42755),(13 1009.9655),(14 1041.0421),(15 1059.067),(16 1075.6709),(17 1079.4999),(18 1078.1768),(19 1114.9032),(20 1130.9028),(21 1143.6321),(22 1158.8171),(23 1172.7903),(24 1177.4781),(25 1192.6315),(26 1213.6472),(27 1226.657),(28 1244.9521),(29 1246.1707),(30 1250.61),(31 1251.1871),(32 1261.9255),(33 1266.8436),(34 1266.8579),(35 1272.7521),(36 1286.2008),(37 1287.715),(38 1281.7186),(39 1289.3868),(40 1293.6691),(41 1300.0646),(42 1309.4717),(43 1286.9562),(44 1281.6934),(45 1278.0317),(46 1282.0769),(47 1276.8961),(48 1271.2361),(49 1259.1709),(50 1260.8788),(51 1264.8236),(52 1249.2157),(53 1264.14),(54 1255.8219),(55 1253.9706),(56 1254.749),(57 1266.661),(58 1249.1511),(59 1248.4086),(60 1255.8547),(61 1243.1948),(62 1250.9198),(63 1264.2393),(64 1264.8522),(65 1271.2407),(66 1261.4434),(67 1260.8833),(68 1266.8417),(69 1278.7886),(70 1282.2173),(71 1289.1204),(72 1294.1808),(73 1280.9341),(74 1280.7592),(75 1297.0177),(76 1309.2491),(77 1298.2764),(78 1291.3572),(79 1295.0619),
(1 618.8364),(2 718.3043),(3 804.3901),(4 841.57947),(5 888.15594),(6 912.6296),(7 936.39606),(8 946.88605),(9 959.44476),(10 983.8928),(11 987.1974),(12 993.7413),(13 988.03815),(14 1027.6313),(15 1041.9071),(16 1036.3264),(17 1051.674),(18 1072.4176),(19 1084.5729),(20 1098.4547),(21 1106.4496),(22 1130.539),(23 1142.685),(24 1160.0519),(25 1176.3374),(26 1196.5293),(27 1204.708),(28 1216.0663),(29 1228.6837),(30 1226.901),(31 1228.2766),(32 1251.3701),(33 1259.5502),(34 1250.9008),(35 1272.7534),(36 1266.4012),(37 1257.6091),(38 1264.3773),(39 1278.3506),(40 1278.0372),(41 1281.8916),(42 1285.1193),(43 1288.26),(44 1291.9344),(45 1276.5221),(46 1288.49),(47 1282.105),(48 1280.6016),(49 1274.481),(50 1271.6771),(51 1275.5332),(52 1253.7584),(53 1243.6244),(54 1255.489),(55 1236.8711),(56 1235.8768),(57 1232.1857),(58 1245.1174),(59 1247.9453),(60 1234.4674),(61 1227.6407),(62 1232.7762),(63 1236.5812),(64 1226.2046),(65 1237.5238),(66 1239.6486),(67 1254.3179),(68 1261.5044),(69 1250.5142),(70 1251.2113),(71 1261.5537),(72 1253.4642),(73 1265.9008),(74 1278.9464),(75 1271.9384),(76 1269.0112),(77 1277.4607),(78 1295.6914),(79 1286.1134),
(1 593.7917),(2 705.7839),(3 788.4911),(4 828.67487),(5 874.2957),(6 899.77295),(7 921.921),(8 943.1337),(9 947.37726),(10 972.92395),(11 981.6522),(12 971.9731),(13 989.40497),(14 1025.8224),(15 1018.38916),(16 1025.1559),(17 1046.1532),(18 1054.4296),(19 1070.0643),(20 1071.7451),(21 1084.479),(22 1093.0569),(23 1103.8019),(24 1129.5415),(25 1150.604),(26 1167.5953),(27 1188.142),(28 1189.6161),(29 1205.547),(30 1209.8794),(31 1230.3408),(32 1221.0317),(33 1245.6761),(34 1222.7183),(35 1247.9708),(36 1243.0127),(37 1242.3496),(38 1231.818),(39 1242.9263),(40 1252.0674),(41 1244.7113),(42 1249.2665),(43 1246.0166),(44 1234.7766),(45 1233.9174),(46 1227.0365),(47 1215.9822),(48 1223.4458),(49 1209.5397),(50 1209.8367),(51 1209.6233),(52 1201.4474),(53 1206.0697),(54 1216.2234),(55 1212.8744),(56 1207.0216),(57 1199.7202),(58 1202.3651),(59 1197.983),(60 1190.5138),(61 1188.8026),(62 1190.3944),(63 1209.2505),(64 1205.9032),(65 1208.1781),(66 1202.2407),(67 1200.7189),(68 1199.296),(69 1200.7904),(70 1196.217),(71 1216.0847),(72 1216.2584),(73 1220.0925),(74 1228.0746),(75 1223.7493),(76 1222.0239),(77 1229.0494),(78 1245.5413),(79 1251.4082),
(1 585.5217),(2 701.07465),(3 768.6805),(4 815.7046),(5 844.7646),(6 866.63904),(7 884.9189),(8 899.40247),(9 907.08875),(10 932.1432),(11 939.13434),(12 945.08746),(13 958.00464),(14 995.2572),(15 1019.8195),(16 1015.3873),(17 1020.60944),(18 1036.8517),(19 1047.8099),(20 1056.3285),(21 1058.8202),(22 1073.8497),(23 1093.0203),(24 1103.0189),(25 1114.9023),(26 1133.3964),(27 1161.5499),(28 1178.5028),(29 1188.1569),(30 1199.4349),(31 1224.9613),(32 1235.619),(33 1243.3021),(34 1234.4358),(35 1237.0916),(36 1244.5344),(37 1254.781),(38 1250.9724),(39 1262.0397),(40 1265.8523),(41 1257.0271),(42 1267.9784),(43 1265.0013),(44 1251.9205),(45 1245.8907),(46 1231.9977),(47 1234.8252),(48 1238.0638),(49 1227.4784),(50 1228.2428),(51 1237.1266),(52 1226.836),(53 1229.2258),(54 1225.7183),(55 1229.7615),(56 1209.6422),(57 1215.3973),(58 1205.2767),(59 1209.4999),(60 1210.4648),(61 1211.8965),(62 1227.0403),(63 1226.8501),(64 1229.5311),(65 1231.7974),(66 1243.8971),(67 1241.2769),(68 1242.1329),(69 1246.6326),(70 1241.4521),(71 1243.592),(72 1233.4562),(73 1243.0344),(74 1232.8467),(75 1234.5162),(76 1234.5939),(77 1237.7579),(78 1252.0968),(79 1261.6666),
(1 573.6476),(2 695.0362),(3 766.9443),(4 819.9654),(5 844.80084),(6 884.4374),(7 903.33374),(8 916.74756),(9 940.38324),(10 947.376),(11 960.268),(12 970.18195),(13 991.8309),(14 1012.2559),(15 1027.8003),(16 1030.819),(17 1045.0652),(18 1058.9512),(19 1068.5361),(20 1070.3802),(21 1084.297),(22 1085.3843),(23 1105.8092),(24 1115.3911),(25 1127.5697),(26 1140.5721),(27 1164.8373),(28 1176.0826),(29 1197.8461),(30 1207.2979),(31 1223.2539),(32 1220.2212),(33 1228.1332),(34 1225.0548),(35 1232.9462),(36 1235.5361),(37 1237.4487),(38 1246.7031),(39 1243.3242),(40 1239.926),(41 1238.2091),(42 1256.1112),(43 1247.5609),(44 1242.9987),(45 1246.0352),(46 1246.4476),(47 1244.052),(48 1251.2053),(49 1246.5394),(50 1250.3055),(51 1256.74),(52 1238.5253),(53 1226.9716),(54 1231.699),(55 1227.6918),(56 1214.6765),(57 1216.2559),(58 1226.2292),(59 1224.0629),(60 1227.7472),(61 1221.7389),(62 1230.8037),(63 1234.5999),(64 1232.3619),(65 1226.0538),(66 1231.3099),(67 1224.5853),(68 1223.5646),(69 1228.3246),(70 1228.0625),(71 1226.9908),(72 1221.2463),(73 1230.2537),(74 1217.8232),(75 1222.567),(76 1227.605),(77 1225.2258),(78 1224.0688),(79 1220.5823),
(1 548.4133),(2 671.8092),(3 742.1746),(4 776.59015),(5 808.2264),(6 831.2348),(7 857.402),(8 868.6317),(9 867.1897),(10 891.098),(11 904.2357),(12 926.83575),(13 941.4297),(14 960.2623),(15 959.81573),(16 970.8795),(17 969.86456),(18 979.7822),(19 982.7436),(20 995.5654),(21 1018.42944),(22 1034.1483),(23 1053.7339),(24 1071.0514),(25 1068.4283),(26 1082.881),(27 1099.6693),(28 1110.3848),(29 1125.6129),(30 1140.1655),(31 1134.4655),(32 1140.7858),(33 1167.2515),(34 1169.9307),(35 1172.3733),(36 1164.7985),(37 1186.1764),(38 1178.803),(39 1170.8151),(40 1177.0822),(41 1177.5311),(42 1178.8812),(43 1180.6526),(44 1196.2815),(45 1184.9357),(46 1185.4209),(47 1178.7379),(48 1188.5901),(49 1178.5537),(50 1187.1837),(51 1184.1245),(52 1186.179),(53 1168.2855),(54 1156.1481),(55 1144.1545),(56 1142.8964),(57 1139.92),(58 1138.0232),(59 1148.4822),(60 1135.7789),(61 1152.6272),(62 1147.6062),(63 1164.5089),(64 1164.3608),(65 1169.754),(66 1164.8622),(67 1158.9298),(68 1156.0286),(69 1163.7806),(70 1163.1418),(71 1162.2089),(72 1164.1753),(73 1159.7584),(74 1176.6115),(75 1180.7507),(76 1170.8871),(77 1170.7264),(78 1175.821),(79 1170.1334),
(1 551.12427),(2 670.09564),(3 739.05804),(4 783.1662),(5 823.0121),(6 846.2016),(7 876.3376),(8 887.1083),(9 897.9428),(10 912.56506),(11 923.9084),(12 934.15955),(13 947.4865),(14 966.8467),(15 980.37946),(16 993.7259),(17 999.9033),(18 1005.8764),(19 1014.2487),(20 1032.3588),(21 1045.2225),(22 1061.0082),(23 1067.5529),(24 1080.1733),(25 1084.8076),(26 1107.2338),(27 1107.5803),(28 1129.5774),(29 1139.8843),(30 1148.9952),(31 1160.7764),(32 1159.3134),(33 1177.8658),(34 1187.8031),(35 1177.9844),(36 1182.9537),(37 1205.8823),(38 1202.4373),(39 1213.1077),(40 1223.3059),(41 1231.717),(42 1230.0208),(43 1225.8544),(44 1228.3796),(45 1227.0968),(46 1229.0984),(47 1227.3318),(48 1235.3196),(49 1228.5427),(50 1223.2245),(51 1229.4143),(52 1224.9521),(53 1225.5381),(54 1219.1599),(55 1212.451),(56 1200.3755),(57 1198.1208),(58 1199.3091),(59 1209.4735),(60 1200.4176),(61 1214.8842),(62 1203.8705),(63 1219.229),(64 1218.5714),(65 1214.4757),(66 1216.8732),(67 1215.1205),(68 1206.2665),(69 1216.2957),(70 1205.7008),(71 1199.2502),(72 1217.2737),(73 1214.3502),(74 1216.1714),(75 1221.4092),(76 1214.5116),(77 1206.9495),(78 1224.3372),(79 1228.4591),
(1 535.45074),(2 641.9327),(3 706.68225),(4 766.82245),(5 790.99115),(6 817.4891),(7 836.2725),(8 847.76227),(9 852.3172),(10 876.31287),(11 883.3576),(12 902.5091),(13 911.5192),(14 932.51587),(15 952.5674),(16 965.8043),(17 973.4386),(18 983.7637),(19 991.59564),(20 993.9385),(21 1007.3039),(22 1036.4004),(23 1042.1323),(24 1059.2074),(25 1075.6064),(26 1076.2184),(27 1085.6588),(28 1093.427),(29 1091.099),(30 1104.4281),(31 1119.5135),(32 1112.718),(33 1121.4597),(34 1130.0613),(35 1142.9205),(36 1134.2561),(37 1139.3489),(38 1138.1411),(39 1145.4089),(40 1154.3126),(41 1154.7623),(42 1151.7087),(43 1147.4364),(44 1145.8365),(45 1145.248),(46 1150.0433),(47 1139.0374),(48 1139.978),(49 1138.0868),(50 1135.5759),(51 1132.6045),(52 1127.9915),(53 1112.5682),(54 1116.4479),(55 1117.4149),(56 1102.8328),(57 1107.9835),(58 1103.9899),(59 1094.0319),(60 1105.043),(61 1094.8552),(62 1101.2177),(63 1109.3936),(64 1100.4955),(65 1116.4922),(66 1121.8563),(67 1116.7296),(68 1116.4475),(69 1126.82),(70 1128.3157),(71 1134.5814),(72 1151.6848),(73 1137.3898),(74 1130.1191),(75 1147.4568),(76 1140.8218),(77 1156.3859),(78 1152.0175),(79 1164.6895),
(1 531.8051),(2 643.2336),(3 710.3494),(4 758.33826),(5 783.78577),(6 800.65314),(7 829.84094),(8 842.8726),(9 855.2133),(10 882.9314),(11 881.0711),(12 886.72394),(13 905.8917),(14 921.6039),(15 947.1761),(16 945.8284),(17 957.0171),(18 980.0453),(19 991.29224),(20 984.89905),(21 1004.7255),(22 1015.49207),(23 1030.2356),(24 1021.6579),(25 1034.8633),(26 1031.0376),(27 1045.8419),(28 1068.2189),(29 1080.955),(30 1090.2815),(31 1099.3534),(32 1109.7603),(33 1120.0236),(34 1134.0918),(35 1138.0717),(36 1148.7878),(37 1149.9978),(38 1142.6241),(39 1139.6279),(40 1148.2131),(41 1136.5333),(42 1151.3885),(43 1147.3972),(44 1143.9468),(45 1150.3142),(46 1144.15),(47 1144.3479),(48 1169.9338),(49 1166.3033),(50 1161.1248),(51 1148.7896),(52 1154.586),(53 1139.8231),(54 1132.7928),(55 1133.0803),(56 1123.109),(57 1133.2185),(58 1124.7649),(59 1129.2959),(60 1121.6058),(61 1130.7604),(62 1138.4451),(63 1141.8932),(64 1140.4578),(65 1153.7623),(66 1149.7631),(67 1158.5043),(68 1152.3378),(69 1160.0424),(70 1156.1622),(71 1165.7451),(72 1180.8546),(73 1175.9911),(74 1169.1089),(75 1172.4231),(76 1183.4808),(77 1188.0624),(78 1199.9268),(79 1192.8894),
(1 529.68463),(2 647.5112),(3 705.4104),(4 736.3019),(5 777.6213),(6 793.4321),(7 812.6063),(8 816.99005),(9 835.9289),(10 856.89856),(11 879.5279),(12 885.86194),(13 907.77466),(14 914.5616),(15 933.95703),(16 924.16113),(17 928.05725),(18 958.458),(19 965.9485),(20 971.8876),(21 979.707),(22 996.38153),(23 1003.33685),(24 1018.91077),(25 1017.63385),(26 1031.0538),(27 1046.7468),(28 1071.1779),(29 1073.9663),(30 1087.0837),(31 1087.732),(32 1089.8967),(33 1102.404),(34 1098.3142),(35 1104.0535),(36 1107.754),(37 1120.9192),(38 1111.3085),(39 1109.9584),(40 1100.2208),(41 1097.7814),(42 1106.6531),(43 1105.6637),(44 1106.9542),(45 1102.543),(46 1106.4237),(47 1114.3978),(48 1112.362),(49 1110.4408),(50 1116.4386),(51 1122.3778),(52 1117.7534),(53 1112.6892),(54 1108.2759),(55 1112.7751),(56 1122.9357),(57 1115.7489),(58 1116.7045),(59 1123.9196),(60 1118.9784),(61 1109.963),(62 1115.3384),(63 1126.1858),(64 1123.6475),(65 1115.7152),(66 1116.4232),(67 1108.7048),(68 1111.638),(69 1106.6453),(70 1113.9476),(71 1128.2261),(72 1142.8457),(73 1136.7668),(74 1140.873),(75 1138.3243),(76 1128.946),(77 1139.2953),(78 1143.0934),(79 1143.3002),
(1 521.2673),(2 618.4778),(3 681.6215),(4 712.7901),(5 755.3153),(6 768.78503),(7 789.1972),(8 802.5459),(9 814.65735),(10 823.62415),(11 842.1656),(12 854.61774),(13 874.50476),(14 877.4191),(15 897.9356),(16 905.56683),(17 911.74506),(18 933.94995),(19 933.85565),(20 943.50116),(21 948.5333),(22 953.342),(23 956.1088),(24 964.6397),(25 977.2617),(26 992.38513),(27 1000.1321),(28 1020.3104),(29 1025.8668),(30 1033.159),(31 1041.747),(32 1050.3856),(33 1054.8333),(34 1053.4354),(35 1061.0187),(36 1060.1573),(37 1061.5883),(38 1054.7943),(39 1055.3802),(40 1050.3625),(41 1043.5215),(42 1047.6119),(43 1047.7668),(44 1038.0465),(45 1045.3417),(46 1050.9722),(47 1046.9891),(48 1066.823),(49 1064.5406),(50 1053.4579),(51 1064.48),(52 1058.1416),(53 1053.4227),(54 1036.6901),(55 1046.9288),(56 1053.4346),(57 1043.5725),(58 1040.6069),(59 1047.9503),(60 1047.0963),(61 1042.962),(62 1027.7428),(63 1050.0758),(64 1042.221),(65 1046.1407),(66 1035.3969),(67 1034.3773),(68 1034.7542),(69 1042.7389),(70 1039.4972),(71 1034.2783),(72 1037.2915),(73 1043.9493),(74 1039.1667),(75 1057.8342),(76 1055.7201),(77 1070.0813),(78 1087.118),(79 1077.885),
(1 517.40204),(2 615.1013),(3 673.5431),(4 704.4117),(5 734.45734),(6 763.2094),(7 786.7845),(8 797.66327),(9 809.98755),(10 827.2942),(11 838.03406),(12 843.4402),(13 860.0484),(14 870.7327),(15 888.3972),(16 894.0338),(17 902.06177),(18 913.6992),(19 920.2777),(20 930.411),(21 941.9121),(22 951.7017),(23 954.3072),(24 950.85004),(25 972.7941),(26 969.4319),(27 986.4527),(28 993.5579),(29 1004.02527),(30 1017.5771),(31 1022.9699),(32 1026.5668),(33 1040.3937),(34 1037.3582),(35 1037.4355),(36 1051.9026),(37 1042.2047),(38 1046.7668),(39 1045.1993),(40 1039.1193),(41 1048.9532),(42 1053.1685),(43 1052.0803),(44 1051.4011),(45 1047.2317),(46 1057.3259),(47 1053.437),(48 1054.6134),(49 1058.1842),(50 1055.9968),(51 1072.5955),(52 1060.524),(53 1051.5541),(54 1049.0452),(55 1048.4049),(56 1057.8356),(57 1050.1675),(58 1041.8417),(59 1051.8834),(60 1063.8175),(61 1061.5056),(62 1051.261),(63 1071.1431),(64 1064.0221),(65 1055.4498),(66 1053.3075),(67 1069.9598),(68 1061.1426),(69 1057.5977),(70 1059.7249),(71 1063.4786),(72 1066.449),(73 1073.3529),(74 1064.1686),(75 1066.636),(76 1070.3705),(77 1075.3307),(78 1085.1447),(79 1082.022),
(1 515.0851),(2 618.7907),(3 674.2848),(4 707.41144),(5 737.0017),(6 749.1153),(7 778.19635),(8 793.7859),(9 801.8583),(10 815.70245),(11 820.71106),(12 839.04913),(13 845.96985),(14 857.7296),(15 873.66046),(16 879.61456),(17 891.39984),(18 900.38165),(19 911.75934),(20 926.9991),(21 930.43097),(22 942.25446),(23 954.2184),(24 944.17975),(25 962.8382),(26 960.19403),(27 984.145),(28 981.5157),(29 989.96),(30 995.41864),(31 1006.2838),(32 1007.6741),(33 1027.2738),(34 1015.4613),(35 1025.6996),(36 1026.8972),(37 1032.8556),(38 1030.2698),(39 1042.1947),(40 1035.429),(41 1051.5752),(42 1049.5717),(43 1059.5535),(44 1050.5269),(45 1050.8965),(46 1050.0779),(47 1050.4468),(48 1060.8257),(49 1057.056),(50 1056.3326),(51 1061.3872),(52 1058.9552),(53 1043.9104),(54 1051.6527),(55 1051.2733),(56 1050.0616),(57 1056.3959),(58 1053.1716),(59 1057.8187),(60 1061.6936),(61 1064.2832),(62 1052.2771),(63 1065.7572),(64 1056.628),(65 1051.9768),(66 1049.7118),(67 1060.5216),(68 1053),(69 1054.4061),(70 1059.5443),(71 1062.1832),(72 1060.9694),(73 1056.5201),(74 1067.0989),(75 1057.0791),(76 1069.4297),(77 1075.4142),(78 1077.4325),(79 1068.6335),
