1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 118.61839),(2 148.2222),(3 166.60971),(4 176.71063),(5 185.59918),(6 193.78598),(7 197.19226),(8 203.74055),(9 211.38954),(10 213.23662),(11 217.36517),(12 220.46826),(13 223.38188),(14 225.91266),(15 226.85689),(16 229.89134),(17 233.251),(18 233.91072),(19 236.94058),(20 238.79097),(21 240.46051),(22 243.543),(23 248.02626),(24 247.83426),(25 251.57628),(26 255.17282),(27 260.83356),(28 265.953),(29 268.62997),(30 273.08646),(31 278.74756),(32 282.12427),(33 285.6421),(34 289.48203),(35 292.23468),(36 296.06485),(37 300.4574),(38 306.23444),(39 309.78128),(40 313.7049),(41 316.915),(42 320.71362),(43 325.00168),(44 330.37186),(45 331.9892),(46 337.59467),(47 340.14075),(48 337.27368),(49 335.59473),(50 338.60526),(51 340.16727),(52 337.25345),(53 335.8968),(54 334.05435),(55 332.41223),(56 333.76285),(57 334.71167),(58 336.1272),(59 335.82693),(60 332.74985),(61 333.76877),(62 333.6059),(63 333.2445),(64 332.27206),(65 330.13382),(66 331.9824),(67 332.69116),(68 334.67957),(69 336.49225),(70 336.838),(71 337.38657),(72 339.01218),(73 339.5238),(74 341.75262),(75 342.43625),(76 344.83902),(77 346.9305),(78 348.31345),(79 348.10895),
(1 117.21721),(2 145.81502),(3 164.6364),(4 175.44655),(5 184.80963),(6 190.99939),(7 196.69003),(8 201.97101),(9 205.67445),(10 208.13884),(11 212.78824),(12 214.06631),(13 218.95752),(14 221.90152),(15 224.7657),(16 227.82849),(17 229.00578),(18 232.4955),(19 235.34851),(20 238.18483),(21 242.42015),(22 245.81606),(23 247.97543),(24 251.30173),(25 253.97284),(26 257.24854),(27 260.6924),(28 263.07706),(29 266.8246),(30 271.18243),(31 274.36108),(32 280.22354),(33 284.2477),(34 287.68094),(35 292.11057),(36 294.57248),(37 297.9773),(38 305.08743),(39 307.89575),(40 310.1561),(41 315.6924),(42 319.51126),(43 320.93488),(44 323.85107),(45 328.78854),(46 332.52716),(47 336.8239),(48 338.78876),(49 339.22412),(50 342.46695),(51 343.56607),(52 342.8173),(53 343.43768),(54 341.91132),(55 342.38226),(56 345.11035),(57 343.88126),(58 345.68207),(59 346.28976),(60 345.626),(61 345.72308),(62 344.06818),(63 343.1731),(64 342.47534),(65 346.16028),(66 344.97775),(67 345.4234),(68 345.20804),(69 345.13608),(70 345.66888),(71 344.38022),(72 345.91116),(73 348.15292),(74 351.53162),(75 353.45895),(76 353.8137),(77 356.01187),(78 356.7011),(79 355.7759),
(1 114.85162),(2 142.51698),(3 158.22441),(4 171.688),(5 181.40715),(6 188.82),(7 193.23984),(8 197.67615),(9 202.57965),(10 207.43596),(11 212.02922),(12 214.70216),(13 220.95358),(14 221.56108),(15 221.77269),(16 225.8838),(17 228.89836),(18 231.10597),(19 234.25606),(20 235.82388),(21 240.14262),(22 241.97977),(23 244.32863),(24 247.64041),(25 251.58827),(26 252.97705),(27 255.58717),(28 259.94305),(29 267.51706),(30 273.38794),(31 278.07098),(32 283.42355),(33 288.52423),(34 292.92526),(35 295.0367),(36 301.85364),(37 305.78305),(38 313.8483),(39 318.13776),(40 323.227),(41 326.70538),(42 331.27707),(43 334.86572),(44 338.77408),(45 340.95468),(46 344.22705),(47 349.97043),(48 350.84705),(49 352.07053),(50 353.67044),(51 353.7238),(52 353.74088),(53 353.72238),(54 354.3144),(55 353.2371),(56 354.94055),(57 353.68494),(58 356.17194),(59 357.222),(60 356.05844),(61 354.74527),(62 355.4171),(63 353.89545),(64 352.51926),(65 354.04474),(66 352.23056),(67 354.8538),(68 354.98154),(69 355.053),(70 355.61255),(71 355.3808),(72 357.45395),(73 358.21948),(74 361.9357),(75 363.195),(76 363.78415),(77 363.8262),(78 366.6108),(79 366.34564),
(1 114.695076),(2 144.42696),(3 159.75711),(4 169.11961),(5 179.99576),(6 188.33072),(7 193.56033),(8 197.22917),(9 202.53963),(10 207.58727),(11 211.07114),(12 213.8788),(13 217.82765),(14 217.39845),(15 218.1299),(16 223.02621),(17 226.07399),(18 229.11394),(19 230.68675),(20 235.01337),(21 238.31346),(22 244.63837),(23 245.75235),(24 249.9758),(25 254.31375),(26 258.27332),(27 263.06784),(28 269.4354),(29 272.60248),(30 278.0176),(31 283.0665),(32 286.05054),(33 291.3175),(34 296.02197),(35 301.13632),(36 307.39822),(37 312.11392),(38 317.6332),(39 319.5479),(40 325.16675),(41 329.00656),(42 333.07156),(43 338.0409),(44 339.47894),(45 340.57886),(46 344.9435),(47 345.64575),(48 344.66382),(49 346.72247),(50 351.043),(51 348.35672),(52 346.3817),(53 346.77496),(54 345.59744),(55 346.79248),(56 347.9435),(57 346.43686),(58 348.5993),(59 350.15942),(60 348.90494),(61 347.40668),(62 348.66574),(63 349.74774),(64 348.5655),(65 347.4407),(66 348.72565),(67 349.639),(68 350.37216),(69 353.47607),(70 354.97644),(71 351.45282),(72 353.2758),(73 354.56073),(74 357.38858),(75 361.2558),(76 363.07886),(77 363.26004),(78 364.55402),(79 367.98477),
(1 112.36112),(2 142.26497),(3 159.30908),(4 170.04135),(5 179.23473),(6 188.20595),(7 192.53354),(8 199.3579),(9 206.04755),(10 211.0143),(11 217.89084),(12 221.62457),(13 226.92566),(14 227.8958),(15 232.08333),(16 235.6132),(17 237.91783),(18 238.55075),(19 240.92921),(20 242.6515),(21 246.06688),(22 250.02946),(23 252.52626),(24 256.51703),(25 258.499),(26 263.06662),(27 269.7885),(28 274.10715),(29 278.29086),(30 284.4054),(31 288.32553),(32 293.43808),(33 297.44116),(34 302.8098),(35 307.5481),(36 311.933),(37 317.05832),(38 322.5501),(39 327.56912),(40 332.66635),(41 338.50742),(42 345.65857),(43 349.66623),(44 352.77032),(45 355.5039),(46 358.48862),(47 361.58624),(48 361.81924),(49 364.00815),(50 365.68024),(51 367.41443),(52 368.05695),(53 368.6134),(54 367.60034),(55 366.1241),(56 367.68515),(57 368.30734),(58 366.88666),(59 365.00742),(60 366.9466),(61 368.41992),(62 368.70068),(63 369.80188),(64 371.63998),(65 371.70758),(66 373.4759),(67 374.726),(68 374.08115),(69 374.46402),(70 376.79044),(71 375.17575),(72 376.38745),(73 373.99774),(74 375.19382),(75 378.64413),(76 380.32562),(77 380.79382),(78 380.61102),(79 380.3066),
(1 113.15297),(2 141.38533),(3 159.06361),(4 170.64102),(5 179.34041),(6 186.72105),(7 190.18687),(8 196.3541),(9 202.1277),(10 206.23088),(11 212.68736),(12 215.63672),(13 218.78825),(14 220.6054),(15 225.67293),(16 227.51154),(17 230.4538),(18 233.69836),(19 238.17702),(20 239.77574),(21 243.34238),(22 247.95378),(23 250.69131),(24 253.12521),(25 254.29713),(26 257.78265),(27 262.2858),(28 266.00922),(29 270.43393),(30 272.34015),(31 275.8305),(32 283.10016),(33 289.03046),(34 294.1485),(35 299.58078),(36 307.0405),(37 312.38126),(38 321.3175),(39 326.4743),(40 330.84982),(41 334.38712),(42 341.54047),(43 344.0381),(44 349.17438),(45 352.13678),(46 355.12384),(47 357.01257),(48 357.47614),(49 359.6889),(50 360.86526),(51 365.43243),(52 366.01456),(53 367.97382),(54 367.7813),(55 365.48822),(56 367.03186),(57 364.38922),(58 364.564),(59 363.93826),(60 363.28824),(61 363.43384),(62 362.56693),(63 361.67194),(64 358.63306),(65 355.23264),(66 354.02597),(67 354.76697),(68 355.11752),(69 357.35016),(70 356.64362),(71 359.7227),(72 360.27185),(73 362.24875),(74 365.94867),(75 370.80753),(76 371.56778),(77 369.91434),(78 370.98193),(79 370.27927),
(1 109.65848),(2 137.89948),(3 154.66458),(4 165.693),(5 175.24008),(6 181.80525),(7 185.77504),(8 191.53918),(9 196.67871),(10 200.11409),(11 204.85994),(12 208.27754),(13 209.93584),(14 212.30789),(15 214.89365),(16 218.82042),(17 224.14824),(18 226.32866),(19 228.1433),(20 229.35658),(21 230.24213),(22 233.36305),(23 239.20132),(24 242.10504),(25 245.0215),(26 250.52556),(27 257.28098),(28 261.65076),(29 271.1161),(30 274.44272),(31 280.47498),(32 287.00937),(33 295.5306),(34 301.73392),(35 307.63882),(36 315.2176),(37 321.1302),(38 327.78583),(39 333.60425),(40 339.04105),(41 343.87775),(42 350.66205),(43 355.21085),(44 356.20276),(45 359.2944),(46 362.5887),(47 367.99057),(48 368.97845),(49 373.33246),(50 374.19574),(51 373.05722),(52 374.36084),(53 376.045),(54 375.1522),(55 375.07928),(56 375.5311),(57 375.3481),(58 376.2435),(59 374.7581),(60 376.2304),(61 375.25412),(62 375.34497),(63 373.23837),(64 371.19415),(65 369.02136),(66 366.2198),(67 366.06647),(68 364.92603),(69 366.04),(70 368.56104),(71 369.95255),(72 369.49258),(73 369.09018),(74 368.89352),(75 371.81494),(76 371.4274),(77 373.723),(78 372.1194),(79 371.46808),
(1 110.56085),(2 139.03873),(3 154.39053),(4 167.77585),(5 178.86809),(6 184.73706),(7 189.48512),(8 194.45013),(9 200.88243),(10 206.81514),(11 208.95732),(12 213.65219),(13 217.56094),(14 218.42377),(15 220.68333),(16 223.55449),(17 224.42418),(18 229.65044),(19 231.14232),(20 233.76611),(21 238.09146),(22 241.83116),(23 245.89246),(24 249.28003),(25 251.33878),(26 256.63586),(27 262.3105),(28 266.66492),(29 274.14108),(30 279.87143),(31 284.81274),(32 291.5304),(33 298.35812),(34 302.71338),(35 311.3265),(36 315.71844),(37 321.008),(38 329.61728),(39 333.14548),(40 336.814),(41 343.45276),(42 347.75732),(43 351.58456),(44 351.7753),(45 355.72873),(46 357.93854),(47 362.2143),(48 366.6751),(49 366.9396),(50 365.35657),(51 365.1206),(52 367.3435),(53 366.72476),(54 366.59476),(55 366.86365),(56 366.51096),(57 366.6409),(58 366.33203),(59 364.72708),(60 365.4501),(61 365.7273),(62 365.88788),(63 364.0401),(64 363.4921),(65 364.80038),(66 363.06665),(67 363.65536),(68 363.95547),(69 365.30392),(70 367.2807),(71 370.1164),(72 371.32562),(73 372.9673),(74 372.17624),(75 375.11243),(76 374.3447),(77 377.82928),(78 375.41608),(79 375.02335),
(1 107.95817),(2 136.70842),(3 151.47955),(4 163.00912),(5 172.18002),(6 178.36089),(7 182.3413),(8 188.04584),(9 194.67712),(10 200.13046),(11 205.24683),(12 207.34709),(13 211.35721),(14 212.5167),(15 214.85304),(16 219.87888),(17 223.98164),(18 226.27196),(19 228.80977),(20 231.84447),(21 234.07217),(22 236.11359),(23 239.21254),(24 244.23416),(25 246.79968),(26 252.68199),(27 258.3878),(28 261.4616),(29 267.37643),(30 270.1388),(31 276.53738),(32 281.23938),(33 286.8921),(34 292.0144),(35 297.48373),(36 303.2052),(37 310.30008),(38 316.7344),(39 320.91238),(40 325.72406),(41 329.60007),(42 336.32568),(43 339.4299),(44 343.2235),(45 345.60852),(46 347.1706),(47 351.06253),(48 355.97455),(49 355.98917),(50 359.14053),(51 357.59805),(52 358.0442),(53 359.85147),(54 360.97537),(55 358.95105),(56 360.82578),(57 360.8211),(58 359.62735),(59 358.55716),(60 358.33746),(61 357.14438),(62 357.5516),(63 357.46124),(64 356.67395),(65 356.8863),(66 357.9159),(67 357.7152),(68 356.06393),(69 356.53577),(70 356.6674),(71 357.41846),(72 356.0558),(73 357.4313),(74 356.41278),(75 359.70535),(76 358.46573),(77 359.84628),(78 358.48828),(79 357.4154),
(1 107.75045),(2 134.58261),(3 150.52068),(4 160.57158),(5 168.2712),(6 173.4157),(7 178.23146),(8 182.77264),(9 188.46529),(10 193.48224),(11 199.74748),(12 202.5249),(13 206.07314),(14 207.86246),(15 211.15453),(16 215.36974),(17 219.68498),(18 222.5953),(19 223.89236),(20 226.41414),(21 228.07568),(22 232.09406),(23 236.19128),(24 240.15585),(25 242.86722),(26 248.635),(27 255.04588),(28 260.28397),(29 267.2739),(30 272.9504),(31 277.93436),(32 282.8546),(33 288.11765),(34 291.8145),(35 297.18774),(36 302.0738),(37 309.00027),(38 315.0935),(39 317.5591),(40 321.53653),(41 324.19257),(42 328.9752),(43 332.1736),(44 337.4717),(45 339.9443),(46 342.80328),(47 341.51395),(48 344.27945),(49 342.63687),(50 344.63098),(51 342.84772),(52 341.4283),(53 343.68146),(54 344.80832),(55 345.6404),(56 346.1529),(57 342.04837),(58 342.29944),(59 342.96786),(60 344.33026),(61 342.10223),(62 343.81705),(63 344.9506),(64 343.99854),(65 345.09784),(66 342.7463),(67 341.8915),(68 341.90866),(69 343.76563),(70 343.2968),(71 345.51517),(72 344.99356),(73 348.96796),(74 351.2614),(75 355.5699),(76 351.30356),(77 355.21982),(78 353.33356),(79 354.01746),
(1 103.57146),(2 131.58476),(3 147.01628),(4 156.93098),(5 164.17465),(6 170.91977),(7 174.4716),(8 179.6018),(9 188.51534),(10 191.08675),(11 196.2029),(12 200.0878),(13 203.5665),(14 207.2872),(15 209.31448),(16 212.06241),(17 214.50719),(18 216.23796),(19 219.0411),(20 220.78798),(21 226.5056),(22 230.21463),(23 234.74069),(24 237.18484),(25 240.47581),(26 245.2317),(27 249.66034),(28 252.97392),(29 260.76437),(30 264.4264),(31 269.94888),(32 274.9453),(33 280.39594),(34 286.6382),(35 292.4944),(36 296.93185),(37 299.85815),(38 304.911),(39 308.8469),(40 312.38818),(41 314.87814),(42 320.1711),(43 323.18356),(44 326.27097),(45 329.57852),(46 332.6839),(47 333.00928),(48 337.3042),(49 336.5353),(50 338.84796),(51 337.53885),(52 336.57788),(53 335.7187),(54 332.9995),(55 333.72055),(56 332.12253),(57 329.88144),(58 328.64624),(59 325.95865),(60 325.16068),(61 323.3107),(62 321.75885),(63 320.15692),(64 319.93243),(65 320.16193),(66 320.26242),(67 317.95737),(68 318.00708),(69 318.0843),(70 315.71805),(71 317.1244),(72 316.64142),(73 317.12604),(74 317.87296),(75 320.32565),(76 322.16196),(77 324.51166),(78 325.45844),(79 325.26804),
(1 104.52239),(2 130.70193),(3 145.95087),(4 155.10469),(5 164.82512),(6 171.19437),(7 175.62997),(8 181.43806),(9 188.43355),(10 192.04834),(11 195.66327),(12 199.88448),(13 204.42967),(14 207.67601),(15 212.38022),(16 217.48969),(17 219.07164),(18 222.00813),(19 226.59732),(20 228.90163),(21 231.8721),(22 236.99097),(23 241.95331),(24 244.84424),(25 248.49692),(26 252.08655),(27 256.78543),(28 260.65854),(29 267.1954),(30 269.4206),(31 277.7558),(32 283.01996),(33 287.98962),(34 292.01822),(35 295.44867),(36 299.7169),(37 305.452),(38 312.13736),(39 317.97125),(40 321.77597),(41 324.8721),(42 329.73468),(43 333.4855),(44 335.92447),(45 338.0445),(46 340.67404),(47 342.04498),(48 341.78308),(49 339.74774),(50 342.29547),(51 341.8344),(52 339.26315),(53 340.84662),(54 338.765),(55 338.663),(56 338.46902),(57 335.0374),(58 335.87573),(59 332.6589),(60 331.03732),(61 331.04587),(62 329.1506),(63 326.79327),(64 324.31488),(65 325.02548),(66 324.48724),(67 322.17368),(68 322.73148),(69 322.3902),(70 321.23907),(71 321.58167),(72 321.98694),(73 321.089),(74 322.72153),(75 324.98978),(76 326.7456),(77 328.6032),(78 330.36087),(79 330.30984),
(1 104.247246),(2 130.19681),(3 145.29015),(4 156.11832),(5 165.3655),(6 171.52325),(7 177.09792),(8 182.4519),(9 188.63553),(10 191.08305),(11 196.02834),(12 199.67307),(13 204.51921),(14 205.8524),(15 209.66489),(16 213.05818),(17 217.24695),(18 219.69226),(19 223.1755),(20 225.96298),(21 229.28885),(22 233.49445),(23 239.0601),(24 241.54605),(25 243.70181),(26 247.58981),(27 253.30128),(28 260.7604),(29 263.7523),(30 269.04227),(31 275.4686),(32 280.5016),(33 286.02582),(34 291.96118),(35 295.10995),(36 299.92346),(37 306.64737),(38 313.24652),(39 319.20703),(40 322.5766),(41 326.41898),(42 329.3867),(43 330.19992),(44 330.85425),(45 329.97952),(46 333.5263),(47 332.92908),(48 333.1756),(49 329.04947),(50 328.72986),(51 327.30954),(52 325.32),(53 323.59958),(54 324.039),(55 320.57483),(56 319.60693),(57 318.42355),(58 318.4466),(59 314.4745),(60 311.06354),(61 310.11417),(62 308.38028),(63 306.347),(64 305.20197),(65 302.5938),(66 303.76984),(67 301.14084),(68 302.12836),(69 303.21332),(70 303.17896),(71 304.1643),(72 304.254),(73 308.36215),(74 308.2975),(75 311.0305),(76 312.22644),(77 310.66635),(78 312.37445),(79 311.71954),
(1 100.95861),(2 127.905594),(3 142.6923),(4 152.13892),(5 160.95444),(6 168.02078),(7 172.71765),(8 177.23901),(9 182.60419),(10 185.6938),(11 191.3569),(12 195.977),(13 197.83577),(14 202.06699),(15 206.74615),(16 209.65178),(17 212.99614),(18 216.34447),(19 220.77893),(20 222.22754),(21 225.2662),(22 228.71875),(23 231.4424),(24 234.97333),(25 237.69983),(26 239.82233),(27 246.51604),(28 252.63057),(29 257.52423),(30 262.087),(31 265.80243),(32 270.84576),(33 275.62518),(34 280.0459),(35 283.4482),(36 288.78177),(37 294.4624),(38 299.80225),(39 304.35953),(40 307.06912),(41 309.52444),(42 311.84238),(43 313.46674),(44 315.3642),(45 316.90723),(46 321.4331),(47 318.50244),(48 319.84753),(49 318.79672),(50 316.11142),(51 312.9323),(52 313.3658),(53 311.09906),(54 311.31018),(55 308.48965),(56 307.83673),(57 304.3842),(58 305.29077),(59 304.41693),(60 302.58228),(61 301.61703),(62 300.83984),(63 298.03098),(64 298.33707),(65 297.71738),(66 296.689),(67 293.67212),(68 293.8578),(69 296.5426),(70 297.46365),(71 298.0602),(72 300.6041),(73 299.22397),(74 300.92688),(75 303.8132),(76 302.38632),(77 301.88693),(78 303.0964),(79 302.13834),
(1 99.62779),(2 125.68876),(3 140.28387),(4 149.59256),(5 159.10722),(6 163.76233),(7 167.45305),(8 173.61855),(9 177.8629),(10 181.64136),(11 187.05132),(12 189.91284),(13 194.55045),(14 197.06476),(15 198.07393),(16 199.74168),(17 203.74533),(18 205.85571),(19 206.51085),(20 208.0108),(21 210.65135),(22 213.98721),(23 218.82573),(24 221.0182),(25 224.74825),(26 227.81241),(27 233.91043),(28 238.35645),(29 242.8664),(30 247.43927),(31 252.1716),(32 258.5329),(33 264.71533),(34 268.43924),(35 271.66302),(36 274.67633),(37 278.77798),(38 285.8285),(39 289.6038),(40 291.55566),(41 295.1605),(42 299.42157),(43 302.88907),(44 306.1304),(45 306.8587),(46 309.41013),(47 307.98856),(48 309.26718),(49 309.3987),(50 306.65207),(51 304.70822),(52 301.44266),(53 299.09106),(54 298.52148),(55 297.3329),(56 294.46472),(57 292.9007),(58 293.0125),(59 289.3291),(60 288.4005),(61 286.36395),(62 284.04727),(63 283.6316),(64 281.7501),(65 281.11783),(66 280.42126),(67 279.19125),(68 280.03397),(69 279.44583),(70 281.07486),(71 280.33215),(72 280.7253),(73 281.86334),(74 281.64948),(75 282.81323),(76 284.42343),(77 286.54065),(78 288.32764),(79 286.12698),
(1 99.13303),(2 123.5645),(3 138.93002),(4 148.52147),(5 156.35223),(6 163.26895),(7 166.74213),(8 172.363),(9 177.5772),(10 181.68845),(11 185.96954),(12 190.60005),(13 194.3324),(14 194.98228),(15 199.13097),(16 200.7969),(17 203.19765),(18 204.53316),(19 208.39943),(20 210.80765),(21 215.32277),(22 218.12746),(23 223.22232),(24 223.2239),(25 225.47285),(26 228.94133),(27 234.07745),(28 240.58653),(29 243.35066),(30 245.7702),(31 250.36313),(32 254.237),(33 256.61185),(34 258.98553),(35 259.69064),(36 262.67624),(37 267.5952),(38 273.14862),(39 276.4048),(40 279.36984),(41 282.47256),(42 285.63702),(43 286.0376),(44 287.00485),(45 288.66364),(46 290.09683),(47 289.72162),(48 291.4519),(49 287.04538),(50 286.8009),(51 286.57635),(52 286.53354),(53 285.17957),(54 282.6666),(55 279.2084),(56 279.1956),(57 277.95844),(58 278.8014),(59 277.3034),(60 276.12628),(61 275.92023),(62 275.2058),(63 275.33508),(64 276.344),(65 277.3404),(66 277.75723),(67 277.2749),(68 277.0897),(69 276.05148),(70 277.41373),(71 277.79266),(72 278.19888),(73 278.44745),(74 277.93018),(75 278.82745),(76 277.53928),(77 278.89853),(78 280.03305),(79 279.37115),
(1 100.40598),(2 125.08094),(3 140.81192),(4 150.25081),(5 157.46017),(6 164.53421),(7 169.11067),(8 173.78136),(9 179.94052),(10 182.56464),(11 184.22649),(12 187.10199),(13 190.09053),(14 190.20578),(15 194.40529),(16 194.95204),(17 197.35493),(18 197.64764),(19 203.40343),(20 205.01868),(21 205.75943),(22 209.66287),(23 216.29492),(24 218.56227),(25 221.36414),(26 226.16045),(27 231.2881),(28 234.37077),(29 237.43488),(30 242.35225),(31 247.58638),(32 252.75476),(33 255.9416),(34 259.72617),(35 263.54242),(36 266.0874),(37 269.19278),(38 274.62018),(39 279.01703),(40 280.79895),(41 280.99432),(42 283.18765),(43 286.4048),(44 287.49747),(45 286.65863),(46 288.3062),(47 287.41687),(48 289.67902),(49 291.11768),(50 289.11246),(51 289.15347),(52 287.34277),(53 287.2673),(54 286.65448),(55 285.0912),(56 283.48337),(57 282.22662),(58 280.84482),(59 279.61118),(60 277.59473),(61 278.1315),(62 279.17242),(63 278.02118),(64 278.61154),(65 280.66946),(66 281.9465),(67 281.18326),(68 281.48685),(69 280.7683),(70 280.69913),(71 279.89215),(72 279.32034),(73 279.8101),(74 278.3712),(75 279.28488),(76 279.3444),(77 279.8031),(78 282.7168),(79 283.32465),
(1 98.29307),(2 123.44487),(3 138.80785),(4 148.50041),(5 156.22408),(6 162.56769),(7 166.77069),(8 173.00291),(9 177.54709),(10 181.61884),(11 182.94583),(12 187.40968),(13 190.83255),(14 192.40186),(15 195.57913),(16 197.27342),(17 199.49974),(18 200.93251),(19 205.66655),(20 206.47978),(21 208.99504),(22 211.50035),(23 213.75189),(24 214.34703),(25 216.92328),(26 220.51103),(27 223.56616),(28 226.40634),(29 230.17958),(30 231.99124),(31 235.66675),(32 240.49583),(33 244.03078),(34 247.31781),(35 250.5698),(36 253.69397),(37 256.89688),(38 262.10718),(39 264.18167),(40 265.2403),(41 266.83304),(42 267.53436),(43 270.59494),(44 271.6517),(45 273.86047),(46 275.16058),(47 275.15845),(48 276.44348),(49 275.40033),(50 275.32474),(51 274.87433),(52 273.0745),(53 272.16245),(54 269.27893),(55 266.82697),(56 268.01117),(57 266.14682),(58 267.91693),(59 267.4622),(60 266.50058),(61 265.12155),(62 264.34714),(63 262.3439),(64 260.56564),(65 261.141),(66 262.91653),(67 262.1599),(68 261.88217),(69 261.20032),(70 262.19217),(71 264.22644),(72 263.35645),(73 262.53043),(74 262.8975),(75 264.99875),(76 265.68314),(77 266.8286),(78 271.11417),(79 271.80103),
(1 95.84881),(2 120.249825),(3 134.17688),(4 142.50266),(5 151.35461),(6 157.40977),(7 161.32242),(8 165.28178),(9 170.23923),(10 174.73808),(11 178.53769),(12 181.3845),(13 184.12668),(14 184.71402),(15 188.09853),(16 189.37086),(17 193.55821),(18 196.6678),(19 197.55334),(20 198.56232),(21 200.47308),(22 202.55363),(23 206.20515),(24 207.79231),(25 211.38896),(26 215.39899),(27 218.49422),(28 221.40913),(29 227.31563),(30 231.24596),(31 232.63498),(32 235.76172),(33 238.93842),(34 242.6227),(35 244.09048),(36 245.86713),(37 248.59164),(38 254.59483),(39 258.19656),(40 260.17084),(41 261.73325),(42 262.9654),(43 264.8922),(44 266.2346),(45 267.7516),(46 269.8755),(47 270.60846),(48 269.3865),(49 268.5965),(50 266.16745),(51 266.32153),(52 264.7564),(53 264.3613),(54 262.69785),(55 259.8558),(56 258.81378),(57 259.0291),(58 259.94995),(59 260.52362),(60 260.60602),(61 258.66864),(62 257.6661),(63 256.60745),(64 256.88693),(65 256.19955),(66 256.32202),(67 258.39294),(68 257.07584),(69 255.27391),(70 255.4257),(71 256.6813),(72 256.3462),(73 255.16716),(74 256.0557),(75 257.27124),(76 259.20477),(77 259.5227),(78 261.4455),(79 262.75098),
