1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 98721.94),(2 313428.53),(3 603777.25),(4 1044225.8),(5 1569419.9),(6 2139041),(7 2855123.3),(8 3632546),(9 4405339.5),(10 5258122),(11 6173908),(12 7028678.5),(13 8030824),(14 9090117),(15 10144415),(16 11349228),(17 12656679),(18 13979643),(19 15467091),(20 16954530),(21 18352778),(22 19885558),(23 21423966),(24 22869914),(25 24445974),(26 25995136),(27 27518016),(28 29200104),(29 30834558),(30 32485632),(31 34309770),(32 36077844),(33 37871468),(34 39862944),(35 41839796),(36 43758852),(37 45844348),(38 47982092),(39 50173012),(40 52614412),(41 54924000),(42 57132304),(43 59596256),(44 62082212),(45 64613664),(46 67396890),(47 70260376),(48 73048910),(49 75982040),(50 78823656),(51 81557816),(52 84470264),(53 87417224),(54 90346500),(55 93538090),(56 96676070),(57 99820136),(58 103334460),(59 106500760),(60 109241690),(61 112163336),(62 114945960),(63 117415896),(64 119901530),(65 122258280),(66 124300010),(67 126604440),(68 128702330),(69 130628860),(70 133108310),(71 135513020),(72 137577010),(73 140024320),(74 142373650),(75 144344900),(76 146694640),(77 149026900),(78 151196260),(79 153763600),
(1 1875.0405),(2 2503.7163),(3 2763.6177),(4 2925.7795),(5 3053.9885),(6 3151.788),(7 3255.2117),(8 3359.6016),(9 3455.1008),(10 3525.3877),(11 3568.325),(12 3591.6077),(13 3713.7236),(14 3749.8213),(15 3837.6055),(16 3798.7217),(17 3806.8877),(18 3949.61),(19 3986.8367),(20 3971.349),(21 3972.4768),(22 4043.1602),(23 4054.6626),(24 4101.142),(25 4071.0667),(26 4088.289),(27 4085.572),(28 4110.382),(29 4136.0796),(30 4105.4775),(31 4128.1953),(32 4128.9824),(33 4057.8127),(34 4148.82),(35 4205.297),(36 4234.6206),(37 4251.683),(38 4254.647),(39 4200.95),(40 4149.262),(41 4249.4053),(42 4287.8296),(43 4340.9106),(44 4354.7275),(45 4388.282),(46 4447.23),(47 4572.522),(48 4546.115),(49 4591.498),(50 4577.109),(51 4606.805),(52 4666.3496),(53 4681.3184),(54 4664.2104),(55 4678.02),(56 4704.4443),(57 4699.283),(58 4773.8203),(59 4695.6406),(60 4699.0684),(61 4684.3677),(62 4689.4595),(63 4625.191),(64 4508.7393),(65 4488.8296),(66 4438.127),(67 4522.443),(68 4511.2715),(69 4524.4146),(70 4503.262),(71 4480.4263),(72 4423.2217),(73 4485.35),(74 4529.391),(75 4556.791),(76 4565.5723),(77 4561.4375),(78 4559.0234),(79 4597.5083),
(1 1842.231),(2 2529.6614),(3 2737.3933),(4 2917.559),(5 3058.479),(6 3128.1394),(7 3265.8406),(8 3367.6191),(9 3472.749),(10 3523.924),(11 3553.63),(12 3611.3162),(13 3646.0283),(14 3707.201),(15 3750.3054),(16 3734.7874),(17 3722.7607),(18 3753.7813),(19 3776.7256),(20 3804.5815),(21 3759.0862),(22 3788.1897),(23 3834.4414),(24 3877.7441),(25 3918.0728),(26 3894.546),(27 3975.9783),(28 3975.9897),(29 3976.4736),(30 3993.6958),(31 4054.168),(32 4057.375),(33 4063.0022),(34 4126.612),(35 4099.4424),(36 4176.434),(37 4181.5786),(38 4176.724),(39 4182.546),(40 4246.0513),(41 4268.175),(42 4287.5107),(43 4347.438),(44 4392.4844),(45 4453.14),(46 4525.8477),(47 4592.2964),(48 4583.3306),(49 4610.8643),(50 4588.5933),(51 4658.1997),(52 4751.9624),(53 4755.9917),(54 4699.0303),(55 4606.0063),(56 4608.5107),(57 4623.2344),(58 4606.2334),(59 4577.545),(60 4521.6265),(61 4447.3916),(62 4439.8804),(63 4381.2817),(64 4370.763),(65 4410.6563),(66 4402.8975),(67 4419.3125),(68 4463.2847),(69 4375.8457),(70 4388.44),(71 4393.067),(72 4401.6714),(73 4374.3613),(74 4410.4434),(75 4376.353),(76 4350.908),(77 4441.686),(78 4465.37),(79 4453.5293),
(1 1879.9),(2 2542.7764),(3 2727.0383),(4 2891.864),(5 3027.583),(6 3090.058),(7 3184.6194),(8 3283.0469),(9 3396.9219),(10 3488.6575),(11 3554.8752),(12 3595.9736),(13 3630.8916),(14 3675.6367),(15 3704.0015),(16 3724.6152),(17 3741.881),(18 3788.243),(19 3830.238),(20 3854.4458),(21 3860.431),(22 3888.0261),(23 3921.7993),(24 3983.4373),(25 3956.884),(26 3954.975),(27 4068.2021),(28 3998.3042),(29 3993.5269),(30 4020.6677),(31 4043.805),(32 4113.89),(33 4090.325),(34 4097.0327),(35 4117.7915),(36 4120.145),(37 4138.517),(38 4191.5366),(39 4197.9063),(40 4152.545),(41 4219.7383),(42 4251.9697),(43 4258.3535),(44 4322.4697),(45 4400.9663),(46 4454.8687),(47 4547.925),(48 4578.475),(49 4565.618),(50 4603.454),(51 4606.638),(52 4654.9565),(53 4639.238),(54 4628.9897),(55 4681.966),(56 4732.8594),(57 4743.9063),(58 4748.527),(59 4688.57),(60 4649.2593),(61 4635.637),(62 4665.1836),(63 4593.6416),(64 4621.486),(65 4631.8965),(66 4651.1284),(67 4653.3804),(68 4602.6396),(69 4593.9214),(70 4642.817),(71 4637.416),(72 4628.547),(73 4617.6533),(74 4579.175),(75 4633.689),(76 4573.3994),(77 4603.359),(78 4624.366),(79 4549.9688),
(1 1787.7169),(2 2475.187),(3 2693.0562),(4 2835.6738),(5 2968.088),(6 3011.1062),(7 3064.631),(8 3134.0232),(9 3220.2224),(10 3312.8884),(11 3355.514),(12 3372.963),(13 3406.9155),(14 3432.447),(15 3534.0366),(16 3590.13),(17 3574.8218),(18 3673.3345),(19 3716.375),(20 3733.495),(21 3785.7078),(22 3770.5605),(23 3760.9614),(24 3823.6106),(25 3821.2253),(26 3799.589),(27 3912.3237),(28 3926.0066),(29 3837.9202),(30 3922.891),(31 3935.2998),(32 3962.681),(33 3943.2878),(34 3987.1165),(35 3982.9102),(36 3941.1912),(37 3998.905),(38 3983.598),(39 3991.4468),(40 3948.8032),(41 4038.4014),(42 4129.4766),(43 4140.021),(44 4134.638),(45 4222.586),(46 4246.6006),(47 4292.3633),(48 4318.3784),(49 4295.5366),(50 4274.236),(51 4347.9536),(52 4327.9307),(53 4366.2983),(54 4330.403),(55 4358.6167),(56 4358.446),(57 4332.111),(58 4334.4517),(59 4315.85),(60 4292.337),(61 4245.267),(62 4262.527),(63 4262.6084),(64 4298.766),(65 4348.487),(66 4302.72),(67 4318.362),(68 4324.9883),(69 4355.4336),(70 4335.885),(71 4362.323),(72 4370.075),(73 4401.498),(74 4394.106),(75 4370.6484),(76 4367.184),(77 4438.928),(78 4425.85),(79 4388.9053),
(1 1772.0908),(2 2381.4978),(3 2597.7495),(4 2753.0085),(5 2870.4688),(6 2965.2957),(7 3076.2156),(8 3171.2197),(9 3237.7603),(10 3303.8223),(11 3381.7463),(12 3407.5488),(13 3434.1655),(14 3449.004),(15 3545.573),(16 3561.3025),(17 3580.8926),(18 3623.9285),(19 3650.0647),(20 3719.4697),(21 3780.8562),(22 3845.618),(23 3817.223),(24 3825.2954),(25 3822.2437),(26 3838.2778),(27 3878.9631),(28 3889.7979),(29 3868.2869),(30 3887.137),(31 3869.874),(32 3908.4238),(33 3890.328),(34 3934.9426),(35 3902.5566),(36 3907.8562),(37 3896.227),(38 3907.8892),(39 3987.3826),(40 3998.0232),(41 4033.722),(42 4087.1526),(43 4094.787),(44 4082.728),(45 4133.689),(46 4169.1133),(47 4203.1523),(48 4278.7095),(49 4230.755),(50 4285.009),(51 4313.589),(52 4323.3774),(53 4308.9346),(54 4310.0005),(55 4318.2114),(56 4304.4463),(57 4271.306),(58 4273.1543),(59 4259.141),(60 4191.7866),(61 4192.7744),(62 4220.5703),(63 4201.233),(64 4184.774),(65 4202.988),(66 4233.884),(67 4245.9536),(68 4258.0874),(69 4246.8013),(70 4256.795),(71 4227.396),(72 4226.6616),(73 4224.2354),(74 4285.0947),(75 4299.111),(76 4267.0303),(77 4248.6367),(78 4286.332),(79 4282.8213),
(1 1689.6257),(2 2331.178),(3 2584.137),(4 2765.8691),(5 2862.5317),(6 2951.902),(7 3065.9224),(8 3151.4185),(9 3237.58),(10 3331.4294),(11 3373.5186),(12 3431.4287),(13 3479.1118),(14 3526.9548),(15 3555.3223),(16 3586.0833),(17 3660.0437),(18 3678.072),(19 3724.2456),(20 3804.6),(21 3828.9912),(22 3837.1338),(23 3799.7292),(24 3849.0178),(25 3893.9524),(26 3842.379),(27 3907.3782),(28 3933.7607),(29 3908.382),(30 3881.245),(31 3841.869),(32 3939.7407),(33 3929.9858),(34 3920.6243),(35 3887.6963),(36 3883.3076),(37 3895.1274),(38 3884.424),(39 3971.3594),(40 3947.1826),(41 4005.7686),(42 4065.9744),(43 4083.1614),(44 4134.3047),(45 4169.4614),(46 4244.8545),(47 4223.531),(48 4278.279),(49 4317.2544),(50 4379.5703),(51 4386.0464),(52 4432.0796),(53 4447.093),(54 4486.972),(55 4464.2114),(56 4474.4624),(57 4494.3506),(58 4457.5244),(59 4415.857),(60 4386.6533),(61 4385.744),(62 4368.877),(63 4372.952),(64 4340.216),(65 4335.421),(66 4353.4287),(67 4363.2114),(68 4370.314),(69 4378.2373),(70 4393.02),(71 4423.0063),(72 4425.0405),(73 4465.1123),(74 4481.6616),(75 4448.0703),(76 4409.79),(77 4396.2964),(78 4377.0894),(79 4378.214),
(1 1684.1423),(2 2266.261),(3 2523.8467),(4 2671.6423),(5 2768.8743),(6 2835.3103),(7 2924.5212),(8 3028.4033),(9 3096.1023),(10 3162.496),(11 3202.1074),(12 3298.5173),(13 3276.72),(14 3300.5427),(15 3382.3232),(16 3409.1277),(17 3382.0579),(18 3421.9756),(19 3421.563),(20 3462.8743),(21 3465.921),(22 3463.7473),(23 3524.417),(24 3530.9446),(25 3511.377),(26 3498.8115),(27 3556.074),(28 3544.625),(29 3533.761),(30 3553.261),(31 3578.5696),(32 3589.6143),(33 3614.8113),(34 3611.333),(35 3582.104),(36 3590.6345),(37 3643.5923),(38 3680.5166),(39 3715.583),(40 3696.959),(41 3767.0159),(42 3788.7683),(43 3851.7048),(44 3893.0386),(45 3912.765),(46 3965.2761),(47 3975.129),(48 3955.957),(49 3986.699),(50 4045.406),(51 4116.691),(52 4149.7744),(53 4158.705),(54 4116.2813),(55 4120.465),(56 4104.3003),(57 4158.9106),(58 4133.935),(59 4119.825),(60 4068.4338),(61 4068.6843),(62 4093.7673),(63 4138.212),(64 4081.042),(65 4083.3416),(66 4112.1753),(67 4159.9063),(68 4201.016),(69 4230.804),(70 4235.3354),(71 4227.966),(72 4266.5825),(73 4223.2285),(74 4270.4756),(75 4248.5327),(76 4144.7993),(77 4141.252),(78 4159.991),(79 4138.057),
(1 1698.9773),(2 2264.2878),(3 2493.6833),(4 2684.401),(5 2792.4238),(6 2851.5906),(7 2993.2517),(8 3080.6997),(9 3175.4407),(10 3216.1626),(11 3260.827),(12 3318.862),(13 3351.549),(14 3393.726),(15 3456.977),(16 3466.4832),(17 3463.1052),(18 3501.9292),(19 3529.4888),(20 3564.9502),(21 3578.7087),(22 3537.3196),(23 3549.315),(24 3616.2112),(25 3614.3066),(26 3588.0225),(27 3645.8638),(28 3626.6655),(29 3578.8105),(30 3610.4258),(31 3623.1106),(32 3616.5935),(33 3679.1343),(34 3683.3276),(35 3692.0845),(36 3704.5872),(37 3644.069),(38 3720.7363),(39 3707.328),(40 3730.403),(41 3762.9104),(42 3827.3425),(43 3881.804),(44 3934.0923),(45 3992.7004),(46 4095.2834),(47 4095.8801),(48 4133.4043),(49 4140.1577),(50 4170.797),(51 4195.604),(52 4228.2275),(53 4184.1323),(54 4120.8486),(55 4179.5913),(56 4178.035),(57 4190.6333),(58 4215.7983),(59 4201.5327),(60 4175.5737),(61 4169.091),(62 4173.6675),(63 4170.0767),(64 4188.9927),(65 4201.501),(66 4189.0156),(67 4231.4526),(68 4245.1855),(69 4279.596),(70 4298.154),(71 4323.0947),(72 4315.1543),(73 4300.1406),(74 4286.404),(75 4302.3403),(76 4279.5435),(77 4304.373),(78 4295.0273),(79 4230.51),
(1 1668.1431),(2 2240.4214),(3 2477.0867),(4 2598.6213),(5 2696.7368),(6 2785.85),(7 2962.5857),(8 3058.8086),(9 3151.389),(10 3244.322),(11 3270.6372),(12 3334.819),(13 3372.0808),(14 3391.8916),(15 3473.226),(16 3498.771),(17 3560.0796),(18 3583.4583),(19 3621.1418),(20 3651.3167),(21 3637.054),(22 3635.1304),(23 3659.8193),(24 3701.319),(25 3679.1267),(26 3669.9165),(27 3711.5115),(28 3739.368),(29 3681.471),(30 3696.9346),(31 3722.2075),(32 3676.3599),(33 3699.6643),(34 3706.3096),(35 3785.3008),(36 3754.4111),(37 3825.7332),(38 3856.624),(39 3925.203),(40 3912.2822),(41 3926.4353),(42 4019.9302),(43 4124.812),(44 4148.449),(45 4166.1504),(46 4210.646),(47 4224.64),(48 4232.558),(49 4238.359),(50 4297.9526),(51 4333.4395),(52 4345.1084),(53 4410.188),(54 4389.1387),(55 4420.4253),(56 4441.895),(57 4450.3105),(58 4413.9165),(59 4366.705),(60 4361.961),(61 4341.71),(62 4338.08),(63 4308.7744),(64 4248.2104),(65 4258.0464),(66 4283.188),(67 4280.6636),(68 4254.967),(69 4216.667),(70 4230.2007),(71 4235.3047),(72 4221.1807),(73 4292.402),(74 4288.071),(75 4313.3257),(76 4309.2236),(77 4275.846),(78 4262.605),(79 4215.08),
(1 1618.958),(2 2185.1765),(3 2429.7966),(4 2557.719),(5 2670.6326),(6 2708.5793),(7 2842.0242),(8 2917.1323),(9 3021.2698),(10 3089.0515),(11 3093.292),(12 3149.6526),(13 3174.8767),(14 3203.0977),(15 3245.437),(16 3209.104),(17 3239.8713),(18 3310.5564),(19 3353.4006),(20 3400.4475),(21 3364.6309),(22 3361.6433),(23 3404.1104),(24 3418.3645),(25 3451.6648),(26 3401.8562),(27 3402.0754),(28 3467.0774),(29 3465.813),(30 3507.186),(31 3537.852),(32 3528.5059),(33 3520.5144),(34 3524.5818),(35 3557.3193),(36 3588.7651),(37 3572.5198),(38 3576.8433),(39 3609.9517),(40 3596.9727),(41 3628.2598),(42 3665.0466),(43 3657.6765),(44 3683.6746),(45 3701.5117),(46 3758.8235),(47 3800.4736),(48 3819.7854),(49 3868.9458),(50 3872.0295),(51 3965.2727),(52 3956.147),(53 3919.101),(54 3918.7856),(55 3911.859),(56 3932.5742),(57 3921.5217),(58 3872.5012),(59 3913.149),(60 3896.206),(61 3850.6128),(62 3833.0505),(63 3816.5972),(64 3872.2383),(65 3859.2512),(66 3864.7424),(67 3934.9036),(68 3875.0266),(69 3883.8733),(70 3846.9187),(71 3878.497),(72 3873.2668),(73 3831.0127),(74 3883.9448),(75 3911.4248),(76 3893.127),(77 3908.523),(78 3903.9915),(79 3913.4846),
(1 1602.9758),(2 2201.3816),(3 2422.127),(4 2556.715),(5 2673.3303),(6 2742.141),(7 2870.9102),(8 2940.0757),(9 3045.8599),(10 3078.8984),(11 3088.1135),(12 3130.2974),(13 3151.306),(14 3218.498),(15 3303.7844),(16 3329.4578),(17 3347.6902),(18 3400.8547),(19 3407.5706),(20 3470.9648),(21 3494.8826),(22 3490.6643),(23 3504.068),(24 3515.8784),(25 3494.7822),(26 3529.22),(27 3605.7043),(28 3558.6106),(29 3563.4253),(30 3574.706),(31 3579.4592),(32 3598.345),(33 3574.5068),(34 3617.0466),(35 3642.3943),(36 3642.0598),(37 3624.6553),(38 3653.3694),(39 3736.0076),(40 3741.8252),(41 3722.3064),(42 3710.624),(43 3779.286),(44 3828.4968),(45 3828.6985),(46 3901.6533),(47 3944.9392),(48 3959.5144),(49 3941.195),(50 3980.565),(51 4046.791),(52 4031.5532),(53 3979.4944),(54 3988.4814),(55 3978.9277),(56 4059.4395),(57 4073.14),(58 4057.6443),(59 4027.4434),(60 4004.8777),(61 4018.9756),(62 3979.4534),(63 3956.4292),(64 3973.5266),(65 4008.8235),(66 4022.3381),(67 4070.9875),(68 4033.436),(69 4020.4675),(70 4045.577),(71 4030.8157),(72 4044.079),(73 4046.9214),(74 4062.2043),(75 4070.7976),(76 4057.383),(77 4035.1423),(78 3997.5068),(79 4007.1174),
(1 1567.1681),(2 2174.3152),(3 2390.9883),(4 2531.801),(5 2626.1553),(6 2657.7544),(7 2749.8408),(8 2799.325),(9 2886.0193),(10 2937.9841),(11 2917.2334),(12 2974.4353),(13 3073.4653),(14 3086.3035),(15 3161.7307),(16 3193.8677),(17 3222.7515),(18 3256.7732),(19 3254.3662),(20 3304.091),(21 3291.5708),(22 3316.6084),(23 3313.5754),(24 3346.3345),(25 3291.4841),(26 3330.9985),(27 3369.57),(28 3297.1836),(29 3324.3376),(30 3346.986),(31 3396.9292),(32 3361.0159),(33 3367.1125),(34 3387.8865),(35 3407.0684),(36 3420.9014),(37 3485.463),(38 3524.474),(39 3552.9124),(40 3571.2375),(41 3579.298),(42 3610.6604),(43 3693.3423),(44 3731.6873),(45 3683.5247),(46 3715.2944),(47 3793.0168),(48 3737.978),(49 3748.9893),(50 3801.0125),(51 3822.3118),(52 3848.525),(53 3858.9023),(54 3782.2651),(55 3776.4087),(56 3794.1975),(57 3802.7388),(58 3795.171),(59 3782.3218),(60 3723.7827),(61 3729.7107),(62 3740.5654),(63 3723.6199),(64 3754.335),(65 3768.1072),(66 3763.2612),(67 3815.1833),(68 3774.2556),(69 3841.8584),(70 3855.3237),(71 3852.4326),(72 3866.8704),(73 3863.2803),(74 3850.711),(75 3828.9744),(76 3820.8447),(77 3809.407),(78 3815.5283),(79 3828.2312),
(1 1519.1333),(2 2065.704),(3 2244.0884),(4 2356.8218),(5 2433.733),(6 2506.8274),(7 2583.8354),(8 2641.459),(9 2719.3528),(10 2792.4575),(11 2821.5938),(12 2868.228),(13 2980.9902),(14 2994.776),(15 3077.987),(16 3097.96),(17 3172.0205),(18 3162.397),(19 3165.6648),(20 3220.5679),(21 3204.3418),(22 3209.656),(23 3218.623),(24 3239.5852),(25 3261.87),(26 3300.1687),(27 3313.4285),(28 3270.498),(29 3261.391),(30 3285.3137),(31 3296.754),(32 3295.0107),(33 3333.1736),(34 3316.054),(35 3339.2432),(36 3393.1184),(37 3405.942),(38 3402.489),(39 3448.706),(40 3459.251),(41 3511.9373),(42 3535.3933),(43 3595.9063),(44 3636.515),(45 3641.0496),(46 3697.3826),(47 3705.0308),(48 3721.8826),(49 3785.768),(50 3786.1553),(51 3794.383),(52 3821.6028),(53 3781.343),(54 3741.5415),(55 3728.6802),(56 3758.0618),(57 3749.869),(58 3752.1567),(59 3760.553),(60 3699.5889),(61 3676.0967),(62 3648.2036),(63 3648.6907),(64 3636.7483),(65 3663.142),(66 3668.342),(67 3636.3975),(68 3613.3064),(69 3629.763),(70 3629.8708),(71 3665.485),(72 3662.6946),(73 3648.4253),(74 3655.971),(75 3663.0671),(76 3649.7173),(77 3656.4438),(78 3661.9116),(79 3677.8708),
(1 1501.8176),(2 2035.1534),(3 2225.1516),(4 2309.8105),(5 2417.542),(6 2514.427),(7 2624.226),(8 2708.2896),(9 2788.1482),(10 2834.3462),(11 2890.4004),(12 2937.1367),(13 3009.9045),(14 3068.1658),(15 3090.027),(16 3096.395),(17 3087.4797),(18 3100.7637),(19 3139.733),(20 3182.899),(21 3219.5374),(22 3186.8232),(23 3196.4368),(24 3261.708),(25 3280.9773),(26 3317.4148),(27 3321.7463),(28 3328.7021),(29 3356.081),(30 3386.088),(31 3375.705),(32 3371.1958),(33 3393.0928),(34 3398.4922),(35 3368.082),(36 3382.4246),(37 3374.0532),(38 3395.0583),(39 3425.7502),(40 3395.3057),(41 3422.7915),(42 3480.5288),(43 3510.535),(44 3458.57),(45 3468.289),(46 3490.6594),(47 3531.1387),(48 3542.0068),(49 3531.2231),(50 3570.311),(51 3585.8606),(52 3604.8765),(53 3597.4668),(54 3616.0913),(55 3642.8545),(56 3638.8875),(57 3659.6877),(58 3706.6553),(59 3700.8127),(60 3684.8608),(61 3678.9248),(62 3708.6892),(63 3735.43),(64 3792.6318),(65 3775.2373),(66 3775.1611),(67 3736.2249),(68 3723.9749),(69 3721.4626),(70 3737.0557),(71 3743.7273),(72 3700.0466),(73 3703.1775),(74 3734.967),(75 3736.0454),(76 3680.7659),(77 3614.5513),(78 3670.1323),(79 3627.6108),
(1 1465.246),(2 1948.925),(3 2091.5547),(4 2158.182),(5 2305.5527),(6 2357.0613),(7 2436.6855),(8 2539.9683),(9 2606.1125),(10 2681.975),(11 2722.0037),(12 2757.7737),(13 2849.0828),(14 2855.553),(15 2898.785),(16 2933.5237),(17 2941.0942),(18 2983.5872),(19 2982.969),(20 3009.544),(21 3015.377),(22 3022.449),(23 3031.2131),(24 3034.514),(25 3052.1702),(26 3042.2007),(27 3054.356),(28 3079.452),(29 3052.773),(30 3080.673),(31 3089.4954),(32 3106.0242),(33 3111.253),(34 3125.3657),(35 3151.6682),(36 3148.0032),(37 3187.3223),(38 3162.2803),(39 3194.8318),(40 3197.9114),(41 3231.4272),(42 3248.071),(43 3296.547),(44 3271.9988),(45 3294.8042),(46 3338.4077),(47 3364.1902),(48 3412.376),(49 3401.263),(50 3430.5122),(51 3425.2627),(52 3425.849),(53 3442.5757),(54 3428.8843),(55 3472.2031),(56 3463.9478),(57 3430.2244),(58 3416.3462),(59 3355.8801),(60 3353.5083),(61 3343.6318),(62 3303.6543),(63 3363.942),(64 3390.5332),(65 3379.9102),(66 3372.4177),(67 3411.2532),(68 3398.2007),(69 3342.459),(70 3354.8633),(71 3352.6787),(72 3373.2058),(73 3366.0933),(74 3387.573),(75 3375.9197),(76 3381.8367),(77 3343.5798),(78 3349.0703),(79 3305.5088),
(1 1430.7471),(2 1950.0392),(3 2105.8896),(4 2254.0134),(5 2345.453),(6 2421.9265),(7 2489.2344),(8 2553.5112),(9 2619.9526),(10 2676.7278),(11 2753.9478),(12 2797.0876),(13 2789.5999),(14 2842.5874),(15 2892.7249),(16 2910.0034),(17 2887.8584),(18 2897.348),(19 2938.8818),(20 2982.0264),(21 2993.3875),(22 3023.2683),(23 3035.7388),(24 3040.1685),(25 3053.1782),(26 3012.5107),(27 3004.8618),(28 3036.127),(29 3044.7034),(30 3043.0706),(31 3033.9097),(32 3099.4548),(33 3112.7666),(34 3119.9722),(35 3117.3464),(36 3134.794),(37 3131.3618),(38 3097.576),(39 3133.3088),(40 3142.216),(41 3152.5889),(42 3178.9492),(43 3245.314),(44 3244.7964),(45 3282.693),(46 3309.5613),(47 3400.258),(48 3380.5322),(49 3361.1309),(50 3375.9224),(51 3390.5408),(52 3414.307),(53 3428.3687),(54 3446.9502),(55 3436.1853),(56 3412.5588),(57 3447.8835),(58 3443.6853),(59 3441.5347),(60 3364.758),(61 3361.4797),(62 3371.7456),(63 3378.9126),(64 3377.863),(65 3444.1738),(66 3454.368),(67 3476.231),(68 3452.0989),(69 3446.341),(70 3456.9106),(71 3476.873),(72 3483.4338),(73 3450.445),(74 3429.2585),(75 3479.93),(76 3460.5796),(77 3419.9634),(78 3403.9258),(79 3350.5972),
