1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 3688.8962),(2 9294.407),(3 15611.237),(4 22432.25),(5 29780.666),(6 37683.86),(7 47253.24),(8 57758.965),(9 70020.586),(10 82446.164),(11 94369.23),(12 107312.68),(13 123683.21),(14 140292.83),(15 158418.48),(16 178718.38),(17 196260.2),(18 217242.31),(19 242310.5),(20 265022.84),(21 287613.9),(22 315614.75),(23 345011.53),(24 368343.25),(25 399978.88),(26 425003.03),(27 447532.66),(28 469306.78),(29 485618.34),(30 500332.34),(31 510392.25),(32 520801.53),(33 531118.25),(34 537778.1),(35 544912),(36 550306.56),(37 549189.56),(38 548283.2),(39 543884),(40 538470.94),(41 530782.56),(42 523282.25),(43 509458.9),(44 499308.34),(45 489112.25),(46 476881.16),(47 460892.84),(48 442004.72),(49 420440.16),(50 403067.9),(51 385499.78),(52 371585.6),(53 358970.53),(54 349765.25),(55 346954.56),(56 346899.5),(57 351344.25),(58 347647.13),(59 355690),(60 368246.72),(61 385505.16),(62 403931.1),(63 422198.03),(64 451976.34),(65 478305.84),(66 505318),(67 538502.06),(68 572933.75),(69 613231.44),(70 650179.44),(71 691681.44),(72 736318.3),(73 782400.94),(74 818518.25),(75 858887.7),(76 904604.06),(77 941821.44),(78 969749),(79 999842),
(1 501.90216),(2 782.92523),(3 1013.4101),(4 1143.6638),(5 1260.4421),(6 1361.5157),(7 1454.0769),(8 1534.7114),(9 1613.0723),(10 1693.1289),(11 1752.358),(12 1799.9158),(13 1897.675),(14 1940.9352),(15 2009.984),(16 2026.8923),(17 2053.898),(18 2074.7773),(19 2100.8237),(20 2129.8015),(21 2157.3704),(22 2169.1782),(23 2171.109),(24 2171.8438),(25 2202.807),(26 2231.6138),(27 2244.0032),(28 2246.0186),(29 2251.3154),(30 2257.7764),(31 2277.0022),(32 2285.16),(33 2297.3076),(34 2315.3809),(35 2332.777),(36 2356.3606),(37 2375.1333),(38 2378.4758),(39 2410.4077),(40 2424.8186),(41 2436.845),(42 2452.6206),(43 2457.5894),(44 2457.347),(45 2469.5605),(46 2483.4072),(47 2491.1797),(48 2490.591),(49 2486.4365),(50 2480.5432),(51 2498.6545),(52 2515.1494),(53 2527.6162),(54 2536.1448),(55 2539.3638),(56 2539.7014),(57 2545.0867),(58 2529.3743),(59 2530.2124),(60 2530.777),(61 2521.308),(62 2527.9885),(63 2537.841),(64 2535.5017),(65 2529.2915),(66 2540.7432),(67 2538.7576),(68 2545.5115),(69 2556.7742),(70 2552.7192),(71 2546.7275),(72 2524.9194),(73 2507.3918),(74 2510.819),(75 2517.568),(76 2514.9187),(77 2522.6035),(78 2521.7239),(79 2522.2412),
(1 501.12006),(2 790.0176),(3 1014.9703),(4 1147.1383),(5 1268.7511),(6 1371.4232),(7 1463.1409),(8 1535.4103),(9 1612.3533),(10 1689.7826),(11 1743.8302),(12 1798.9172),(13 1890.8314),(14 1945.5267),(15 2011.7748),(16 2026.1968),(17 2046.5629),(18 2067.8691),(19 2084.7793),(20 2114.9075),(21 2139.936),(22 2159.4485),(23 2177.7607),(24 2181.8484),(25 2202.0928),(26 2218.4678),(27 2245.528),(28 2235.5042),(29 2254.4495),(30 2259.8433),(31 2275.0972),(32 2279.2576),(33 2281.014),(34 2290.8113),(35 2303.8506),(36 2306.6602),(37 2308.5671),(38 2310.1113),(39 2331.2874),(40 2337.3423),(41 2352.7236),(42 2351.098),(43 2362.3857),(44 2368.2288),(45 2373.942),(46 2387.4856),(47 2413.7622),(48 2419.2002),(49 2424.927),(50 2426.7473),(51 2455.5857),(52 2465.1653),(53 2466.8496),(54 2467.3481),(55 2479.1426),(56 2482.7732),(57 2496.2068),(58 2501.3887),(59 2508.453),(60 2507.4133),(61 2505.4485),(62 2513.8013),(63 2529.0447),(64 2537.2332),(65 2533.6401),(66 2533.4646),(67 2523.8),(68 2533.8755),(69 2540.4128),(70 2539.1594),(71 2536.142),(72 2533.0005),(73 2532.0935),(74 2530.8928),(75 2536.2876),(76 2534.668),(77 2531.2664),(78 2536.3567),(79 2538.9436),
(1 490.87347),(2 763.8041),(3 990.9025),(4 1126.829),(5 1235.4077),(6 1338.2892),(7 1424.1288),(8 1491.2325),(9 1569.167),(10 1634.2529),(11 1679.353),(12 1736.8915),(13 1832.2832),(14 1885.3795),(15 1944.3307),(16 1954.7043),(17 1971.5073),(18 1994.0933),(19 2012.3444),(20 2047.548),(21 2074.3464),(22 2092.1208),(23 2104.3914),(24 2130.6638),(25 2141.8777),(26 2153.604),(27 2172.428),(28 2158.292),(29 2161.9233),(30 2169.3071),(31 2186.179),(32 2198.694),(33 2210.9497),(34 2220.463),(35 2226.0322),(36 2228.8496),(37 2239.7722),(38 2246.6648),(39 2259.5918),(40 2271.7131),(41 2273.327),(42 2262.0984),(43 2290.6365),(44 2304.0425),(45 2314.3245),(46 2327.0635),(47 2362.6953),(48 2378.6191),(49 2394.0884),(50 2408.8489),(51 2423.5696),(52 2421.8982),(53 2424.6978),(54 2423.6084),(55 2429.775),(56 2443.3008),(57 2456.8684),(58 2457.113),(59 2458.4167),(60 2457.6467),(61 2465.569),(62 2475.3206),(63 2518.894),(64 2524.7603),(65 2538.058),(66 2542.1514),(67 2548.5776),(68 2552.467),(69 2547.8108),(70 2555.9822),(71 2557.5388),(72 2543.8591),(73 2542.9917),(74 2542.3652),(75 2558.1838),(76 2566.5269),(77 2563.279),(78 2564.1301),(79 2566.572),
(1 477.5041),(2 752.46436),(3 971.8018),(4 1098.0846),(5 1202.8274),(6 1292.9144),(7 1373.065),(8 1442.5018),(9 1509.6483),(10 1571.0361),(11 1619.0897),(12 1673.337),(13 1764.0806),(14 1814.3218),(15 1864.702),(16 1884.4744),(17 1917.0458),(18 1936.7678),(19 1967.4846),(20 1987.2498),(21 1999.1597),(22 2018.1056),(23 2023.8262),(24 2040.0941),(25 2058.6729),(26 2075.8386),(27 2095.3022),(28 2096.0198),(29 2086.8613),(30 2102.4434),(31 2106.175),(32 2115.0276),(33 2135.2002),(34 2143.5586),(35 2133.2446),(36 2133.076),(37 2126.2002),(38 2129.8315),(39 2142.4119),(40 2152.7117),(41 2163.7288),(42 2172.024),(43 2188.6563),(44 2197.0012),(45 2211.814),(46 2212.7178),(47 2211.9631),(48 2211.4885),(49 2229.4285),(50 2244.34),(51 2256.407),(52 2262.0603),(53 2270.381),(54 2281.4614),(55 2287.617),(56 2296.8782),(57 2305.079),(58 2292.3708),(59 2280.357),(60 2275.7366),(61 2275.8801),(62 2297.0808),(63 2320.3816),(64 2325.0925),(65 2326.8804),(66 2339.6992),(67 2346.4949),(68 2360.9292),(69 2371.9312),(70 2376.5854),(71 2371.5657),(72 2374.7837),(73 2370.693),(74 2358.1938),(75 2364.7407),(76 2368.341),(77 2355.2021),(78 2359.1738),(79 2368.4463),
(1 481.57254),(2 757.11115),(3 976.89856),(4 1104.1382),(5 1215.5723),(6 1309.43),(7 1387.4377),(8 1462.8073),(9 1529.5236),(10 1580.9221),(11 1637.699),(12 1682.7333),(13 1792.5078),(14 1840.0579),(15 1895.6538),(16 1928.3959),(17 1959.1416),(18 1972.118),(19 2001.1711),(20 2018.8),(21 2039.8322),(22 2065.4294),(23 2071.8606),(24 2069.284),(25 2088.871),(26 2087.9363),(27 2098.3875),(28 2079.85),(29 2078.5544),(30 2074.4307),(31 2089.5146),(32 2090.994),(33 2115.5046),(34 2126.9185),(35 2127.6052),(36 2133.3198),(37 2139.5469),(38 2146.1484),(39 2160.6826),(40 2167.1448),(41 2178.3872),(42 2179.7874),(43 2188.609),(44 2197.7188),(45 2214.259),(46 2219.0342),(47 2222.4246),(48 2211.6946),(49 2225.5862),(50 2226.1772),(51 2242.7278),(52 2261.123),(53 2269.1792),(54 2275.3784),(55 2277.9766),(56 2276.4229),(57 2284.9192),(58 2295.717),(59 2307.1538),(60 2317.7424),(61 2324.8064),(62 2342.5764),(63 2365.0315),(64 2364.301),(65 2361.5232),(66 2360.9849),(67 2357.1301),(68 2369.07),(69 2382.1965),(70 2385.1118),(71 2372.5298),(72 2367.9446),(73 2350.9744),(74 2353.4834),(75 2367.3394),(76 2359.5955),(77 2366.2876),(78 2365.0894),(79 2374.82),
(1 474.30402),(2 736.60046),(3 943.5806),(4 1074.4104),(5 1184.3593),(6 1277.7085),(7 1353.5732),(8 1428.8214),(9 1501.5336),(10 1557.4652),(11 1619.2756),(12 1682.579),(13 1771.7844),(14 1823.8905),(15 1877.5609),(16 1908.3406),(17 1930.4034),(18 1942.3939),(19 1961.1808),(20 1982.9232),(21 2001.0797),(22 1999.2856),(23 2023.2539),(24 2029.0477),(25 2042.6411),(26 2042.5118),(27 2050.303),(28 2052.908),(29 2054.7793),(30 2057.6677),(31 2071.5784),(32 2081.888),(33 2079.9785),(34 2090.923),(35 2095.9194),(36 2102.1821),(37 2100.499),(38 2108.2632),(39 2117.225),(40 2121.9631),(41 2135.9722),(42 2142.169),(43 2153.1484),(44 2176.898),(45 2185.3894),(46 2205.9736),(47 2204.2258),(48 2223.4148),(49 2227.053),(50 2224.779),(51 2247.8123),(52 2250.0596),(53 2244.798),(54 2251.5225),(55 2260.428),(56 2268.73),(57 2263.5122),(58 2267.7705),(59 2275.7456),(60 2270.4307),(61 2277.4138),(62 2272.4214),(63 2289.5874),(64 2304.8567),(65 2307.5125),(66 2328.1838),(67 2330.5425),(68 2338.553),(69 2346.5737),(70 2353.8535),(71 2350.3484),(72 2359.3054),(73 2349.636),(74 2351.815),(75 2366.3135),(76 2366.7239),(77 2369.1563),(78 2385.153),(79 2387.459),
(1 471.67398),(2 739.9614),(3 943.9204),(4 1067.0178),(5 1183.0159),(6 1283.267),(7 1360.9783),(8 1425.0498),(9 1497.609),(10 1552.2223),(11 1604.2164),(12 1644.951),(13 1736.0486),(14 1788.1637),(15 1845.3063),(16 1865.623),(17 1902.7037),(18 1926.7577),(19 1941.6752),(20 1959.6583),(21 1966.3795),(22 1973.0459),(23 1979.669),(24 1981.9274),(25 1982.2734),(26 1999.886),(27 2009.049),(28 2021.4335),(29 2019.1162),(30 2033.2133),(31 2046.2002),(32 2062.7385),(33 2083.3445),(34 2097.0813),(35 2110.8179),(36 2126.818),(37 2131.911),(38 2140.657),(39 2153.7222),(40 2156.2832),(41 2158.6094),(42 2155.1086),(43 2140.7747),(44 2137.9426),(45 2136.1235),(46 2152.6655),(47 2155.3867),(48 2156.4211),(49 2156.3984),(50 2159.2102),(51 2172.3235),(52 2181.0662),(53 2186.3445),(54 2199.8315),(55 2210.6885),(56 2213.0964),(57 2223.7874),(58 2222.8364),(59 2228.6826),(60 2227.046),(61 2232.1921),(62 2230.434),(63 2239.9849),(64 2237.1448),(65 2238.6995),(66 2238.7922),(67 2234.721),(68 2228.9875),(69 2231.8413),(70 2241.7432),(71 2254.8928),(72 2257.1145),(73 2258.2522),(74 2255.979),(75 2266.8284),(76 2268.5986),(77 2274.7236),(78 2274.675),(79 2288.0374),
(1 468.5184),(2 723.3381),(3 922.2823),(4 1043.2124),(5 1148.7225),(6 1233.0771),(7 1307.43),(8 1371.8735),(9 1441.3278),(10 1497.1841),(11 1552.244),(12 1597.7872),(13 1687.837),(14 1741.794),(15 1800.7562),(16 1826.5415),(17 1856.5752),(18 1880.9456),(19 1911.9231),(20 1942.0007),(21 1981.1404),(22 1996.1304),(23 2011.3608),(24 2013.7627),(25 2028.6884),(26 2035.9326),(27 2058.0151),(28 2044.6588),(29 2044.8062),(30 2055.7083),(31 2079.4287),(32 2088.1235),(33 2099.0176),(34 2102.8752),(35 2103.7517),(36 2114.3699),(37 2104.8835),(38 2101.9663),(39 2106.431),(40 2114.5498),(41 2111.4587),(42 2113.3943),(43 2116.2356),(44 2114.1973),(45 2116.4026),(46 2124.699),(47 2132.1196),(48 2136.5427),(49 2137.86),(50 2144.0444),(51 2162.095),(52 2169.423),(53 2161.985),(54 2175.2808),(55 2183.8867),(56 2188.7788),(57 2199.9324),(58 2203.34),(59 2210.5989),(60 2211.0452),(61 2201.7236),(62 2198.3474),(63 2215.505),(64 2211.69),(65 2219.2217),(66 2217.3154),(67 2217.285),(68 2215.9316),(69 2222.7954),(70 2219.8103),(71 2218.511),(72 2225.2314),(73 2213.688),(74 2207.6406),(75 2204.3455),(76 2204.6714),(77 2197.4712),(78 2197.752),(79 2213.1685),
(1 467.36118),(2 718.888),(3 926.724),(4 1054.3182),(5 1161.9933),(6 1247.6759),(7 1326.9264),(8 1397.2958),(9 1461.1433),(10 1517.0635),(11 1573.6531),(12 1618.127),(13 1687.0057),(14 1733.4546),(15 1799.2643),(16 1818.8953),(17 1837.4225),(18 1845.2963),(19 1857.4501),(20 1869.9513),(21 1887.1947),(22 1901.2395),(23 1912.4071),(24 1919.9033),(25 1926.316),(26 1941.5398),(27 1949.0999),(28 1941.386),(29 1949.1512),(30 1951.9031),(31 1979.6776),(32 1996.646),(33 2004.2439),(34 2015.3635),(35 2030.7006),(36 2043.7908),(37 2042.8611),(38 2050.4644),(39 2060.935),(40 2069.408),(41 2065.0522),(42 2070.9634),(43 2087.4722),(44 2098.331),(45 2102.4827),(46 2113.7573),(47 2121.4011),(48 2121.3628),(49 2127.1196),(50 2146.3916),(51 2146.8018),(52 2150.9658),(53 2150.8545),(54 2166.5862),(55 2169.4343),(56 2172.1208),(57 2163.9497),(58 2157.3022),(59 2155.5537),(60 2142.5154),(61 2140.571),(62 2155.4053),(63 2170.4148),(64 2170.0872),(65 2182.3071),(66 2168.576),(67 2175.421),(68 2177.535),(69 2178.2666),(70 2186.892),(71 2186.7124),(72 2185.148),(73 2164.8035),(74 2154.8804),(75 2156.106),(76 2159.952),(77 2161.816),(78 2161.9248),(79 2167.502),
(1 453.88663),(2 696.84314),(3 887.5551),(4 1009.16644),(5 1109.4377),(6 1193.4475),(7 1273.5712),(8 1345.4396),(9 1406.838),(10 1470.7893),(11 1518.2058),(12 1553.6798),(13 1622.9506),(14 1665.4795),(15 1724.1437),(16 1753.966),(17 1773.7976),(18 1794.4054),(19 1805.7509),(20 1815.771),(21 1822.6592),(22 1839.9246),(23 1864.2871),(24 1885.6515),(25 1896.2216),(26 1899.5135),(27 1926.3965),(28 1925.5898),(29 1926.4122),(30 1942.9299),(31 1967.5109),(32 1975.9489),(33 2001.3456),(34 2019.527),(35 2039.229),(36 2045.5664),(37 2057.4595),(38 2068.6409),(39 2081.4844),(40 2087.0266),(41 2097.0688),(42 2108.3013),(43 2112.2766),(44 2116.4514),(45 2118.489),(46 2132.6543),(47 2137.1343),(48 2138.787),(49 2140.541),(50 2152.7422),(51 2170.2068),(52 2167.1165),(53 2174.318),(54 2188.5662),(55 2192.2678),(56 2189.077),(57 2199.2512),(58 2179.3164),(59 2173.5608),(60 2163.3235),(61 2150.1343),(62 2158.1868),(63 2175.6033),(64 2178.841),(65 2189.35),(66 2175.4607),(67 2172.9285),(68 2165.981),(69 2154.523),(70 2145.6775),(71 2132.3643),(72 2115),(73 2111.6108),(74 2099.498),(75 2110.4487),(76 2111.5562),(77 2120.285),(78 2125.4019),(79 2137.2622),
(1 457.0561),(2 705.1855),(3 892.6384),(4 1003.96405),(5 1105.4387),(6 1191.2712),(7 1270.2314),(8 1334.4637),(9 1388.7885),(10 1441.1797),(11 1471.5837),(12 1515.842),(13 1579.9626),(14 1621.4271),(15 1684.9402),(16 1703.7942),(17 1726.004),(18 1757.305),(19 1772.4493),(20 1782.5317),(21 1794.9906),(22 1805.2501),(23 1824.138),(24 1840.5192),(25 1848.1853),(26 1856.5009),(27 1876.2316),(28 1873.4122),(29 1884.93),(30 1894.5889),(31 1913.7635),(32 1916.3102),(33 1926.588),(34 1930.0144),(35 1941.7787),(36 1943.8446),(37 1948.9124),(38 1949.3553),(39 1956.8682),(40 1966.1353),(41 1969.7549),(42 1983.0925),(43 1990.6367),(44 1996.802),(45 1996.7264),(46 2004.0455),(47 2015.0879),(48 2015.9406),(49 2018.7922),(50 2018.5715),(51 2045.1995),(52 2056.7715),(53 2069.9802),(54 2091.7798),(55 2099.4395),(56 2104.6707),(57 2110.8494),(58 2119.317),(59 2113.626),(60 2120.2434),(61 2114.0613),(62 2130.3328),(63 2156.231),(64 2169.5925),(65 2187.4363),(66 2191.4392),(67 2189.5918),(68 2210.1006),(69 2207.8188),(70 2206.5195),(71 2210.0088),(72 2198.9458),(73 2196.5435),(74 2203.308),(75 2206.2734),(76 2215.7283),(77 2228.178),(78 2232.8386),(79 2242.4138),
(1 455.5629),(2 703.13104),(3 897.093),(4 1002.03485),(5 1091.8793),(6 1170.8752),(7 1249.5582),(8 1320.1654),(9 1367.283),(10 1422.0602),(11 1463.7968),(12 1510.9464),(13 1586.1436),(14 1630.4124),(15 1690.6895),(16 1711.2444),(17 1731.9521),(18 1747.4415),(19 1765.0535),(20 1767.9729),(21 1784.8431),(22 1799.7473),(23 1812.0624),(24 1816.7366),(25 1843.4463),(26 1853.2338),(27 1864.7098),(28 1860.4104),(29 1876.8048),(30 1870.7677),(31 1898.2025),(32 1900.6782),(33 1901.9153),(34 1907.9829),(35 1914.9761),(36 1923.0621),(37 1936.7567),(38 1948.521),(39 1961.5574),(40 1956.7767),(41 1958.6659),(42 1961.2295),(43 1970.8884),(44 1971.272),(45 1981.2484),(46 1991.5574),(47 2007.2793),(48 2013.4203),(49 2027.3254),(50 2023.7206),(51 2044.7421),(52 2061.4788),(53 2075.9912),(54 2089.9922),(55 2095.4397),(56 2104.5933),(57 2118.4148),(58 2124.0234),(59 2124.1335),(60 2124.1646),(61 2118.6987),(62 2112.7183),(63 2117.97),(64 2114.4026),(65 2118.4326),(66 2126.106),(67 2133.7295),(68 2150.801),(69 2157.6094),(70 2161.8328),(71 2163.583),(72 2157.5916),(73 2148.5767),(74 2153.0093),(75 2155.5615),(76 2154.0835),(77 2154.044),(78 2149.7046),(79 2154.8755),
(1 451.4289),(2 697.2226),(3 888.9316),(4 996.16095),(5 1100.5054),(6 1177.7378),(7 1253.205),(8 1317.9681),(9 1372.9501),(10 1428.3629),(11 1472.2561),(12 1507.0023),(13 1591.0239),(14 1629.4127),(15 1688.7214),(16 1704.0991),(17 1712.9799),(18 1734.4313),(19 1758.8424),(20 1780.9955),(21 1807.4231),(22 1820.1906),(23 1828.5657),(24 1835.8165),(25 1842.4429),(26 1857.64),(27 1869.0762),(28 1861.3469),(29 1852.6548),(30 1853.898),(31 1869.5837),(32 1880.119),(33 1891.9547),(34 1893.8209),(35 1898.1442),(36 1913.3655),(37 1928.6417),(38 1934.7644),(39 1947.037),(40 1947.5313),(41 1960.2084),(42 1962.0308),(43 1962.1335),(44 1964.0314),(45 1968.2466),(46 1969.9156),(47 1992.7339),(48 2010.8778),(49 2022.6375),(50 2037.719),(51 2048.5813),(52 2058.6072),(53 2070.1528),(54 2078.9473),(55 2091.3445),(56 2097.7722),(57 2119.808),(58 2119.3079),(59 2123.1936),(60 2116.3455),(61 2118.5264),(62 2115.795),(63 2137.2422),(64 2140.0376),(65 2151.7534),(66 2163.7996),(67 2158.9402),(68 2170.2183),(69 2175.4773),(70 2171.6177),(71 2161.6306),(72 2156.61),(73 2148.3372),(74 2140.8887),(75 2144.4172),(76 2147.8972),(77 2149.2178),(78 2160.5151),(79 2165.5327),
(1 438.66428),(2 672.79645),(3 845.00964),(4 957.83484),(5 1061.3499),(6 1139.0615),(7 1215.0413),(8 1277.3901),(9 1334.5872),(10 1381.1921),(11 1424.9966),(12 1460.4941),(13 1539.3665),(14 1581.512),(15 1640.9197),(16 1650.6512),(17 1661.8694),(18 1679.7563),(19 1697.9816),(20 1724.718),(21 1753.7362),(22 1760.7936),(23 1776.1984),(24 1784.9213),(25 1787.8031),(26 1800.9696),(27 1829.5474),(28 1830.5941),(29 1833.8263),(30 1844.7012),(31 1858.6951),(32 1862.8118),(33 1862.2295),(34 1870.5892),(35 1876.021),(36 1885.3257),(37 1900.8966),(38 1908.8818),(39 1925.3046),(40 1923.0682),(41 1929.492),(42 1937.1145),(43 1928.6538),(44 1929.5574),(45 1934.2318),(46 1936.5313),(47 1962.3566),(48 1972.8068),(49 1982.4019),(50 1982.0748),(51 2001.2074),(52 2003.1256),(53 2004.4053),(54 2010.556),(55 2012.7751),(56 2032.08),(57 2035.506),(58 2026.6451),(59 2029.8523),(60 2013.5936),(61 2013.319),(62 2000.1091),(63 2025.375),(64 2034.1564),(65 2046.8518),(66 2052.2998),(67 2050.2388),(68 2053.3203),(69 2041.8857),(70 2037.0757),(71 2029.6096),(72 2022.9816),(73 2013.5146),(74 2008.1827),(75 2021.3041),(76 2018.4111),(77 2029.4353),(78 2034.0719),(79 2040.6602),
(1 433.49634),(2 670.1714),(3 844.00824),(4 958.6226),(5 1058.2084),(6 1143.5767),(7 1208.032),(8 1272.0933),(9 1323.6168),(10 1373.125),(11 1417.9753),(12 1461.9462),(13 1540.8337),(14 1579.7045),(15 1634.0704),(16 1649.8057),(17 1665.3448),(18 1682.666),(19 1691.1372),(20 1707.6014),(21 1719.5647),(22 1726.762),(23 1744.732),(24 1753.6979),(25 1766.6855),(26 1776.4056),(27 1783.3881),(28 1778.6245),(29 1784.0563),(30 1780.9071),(31 1793.4943),(32 1797.9055),(33 1809.0973),(34 1812.5027),(35 1820.6917),(36 1834.7487),(37 1840.5801),(38 1855.6686),(39 1858.0723),(40 1860.0239),(41 1863.042),(42 1874.7435),(43 1871.3931),(44 1867.6741),(45 1874.7834),(46 1889.9293),(47 1901.5184),(48 1911.6229),(49 1926.8832),(50 1930.5195),(51 1946.2272),(52 1958.1484),(53 1954.4874),(54 1959.5043),(55 1966.0251),(56 1970.8077),(57 1966.1298),(58 1967.5193),(59 1978.9247),(60 1962.8958),(61 1966.5089),(62 1971.5731),(63 1991.5741),(64 1988.4011),(65 1995.9424),(66 2010.3997),(67 2024.8839),(68 2032.447),(69 2038.9325),(70 2033.1617),(71 2025.0803),(72 2028.9128),(73 2015.3649),(74 2021.7013),(75 2046.5542),(76 2050.3489),(77 2048.0442),(78 2043.2317),(79 2049.8616),
(1 435.42953),(2 667.4356),(3 838.39825),(4 944.7575),(5 1044.1051),(6 1117.887),(7 1180.595),(8 1234.0742),(9 1284.1951),(10 1330.7931),(11 1377.5504),(12 1406.3545),(13 1465.1995),(14 1507.0535),(15 1544.9747),(16 1557.8414),(17 1572.298),(18 1584.8716),(19 1607.4856),(20 1621.5613),(21 1645.3774),(22 1661.2286),(23 1675.917),(24 1688.8575),(25 1699.8048),(26 1712.9563),(27 1732.0784),(28 1725.3868),(29 1735.7455),(30 1744.0651),(31 1756.9932),(32 1760.623),(33 1770.8322),(34 1783.0538),(35 1784.4272),(36 1784.1791),(37 1780.7096),(38 1788.2311),(39 1801.3909),(40 1805.2783),(41 1817.3479),(42 1821.214),(43 1818.5355),(44 1828.969),(45 1835.7272),(46 1853.2463),(47 1857.3671),(48 1858.3411),(49 1864.6663),(50 1879.2363),(51 1908.8439),(52 1924.2173),(53 1921.3048),(54 1930.6447),(55 1938.6453),(56 1943.6013),(57 1953.2714),(58 1965.0444),(59 1970),(60 1964.474),(61 1972.8739),(62 1976.3362),(63 1990.2361),(64 1980.8192),(65 1984.2538),(66 1997.6555),(67 2008.3262),(68 2005.2893),(69 2005.9569),(70 2003.0802),(71 2000.7993),(72 2004.1819),(73 2005.3043),(74 2011.3497),(75 2025.7155),(76 2023.1776),(77 2017.1038),(78 2024.7607),(79 2028.06),
