1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 66292.805),(2 84721.9),(3 49769.49),(4 127652.75),(5 155575.83),(6 124768.9),(7 203755.67),(8 246352.5),(9 205140.06),(10 283483.72),(11 311983.22),(12 283493.25),(13 372274.34),(14 382246.13),(15 346697.78),(16 424197.9),(17 452925.6),(18 421610.72),(19 504061.84),(20 528511.7),(21 496923.47),(22 577643),(23 647810.5),(24 598639.2),(25 694920.06),(26 752571.3),(27 727022.94),(28 837315.94),(29 898859.7),(30 863505.8),(31 979123.8),(32 1052100.4),(33 1031276.44),(34 1143472.8),(35 1238548.5),(36 1215229.6),(37 1349159.6),(38 1494794),(39 1470079.5),(40 1604021.1),(41 1719586.9),(42 1708392),(43 1855952),(44 1971279.4),(45 1985034),(46 2142359.5),(47 2289405.3),(48 2313432.3),(49 2479145.8),(50 2640170.3),(51 2685763),(52 2881170),(53 3109619.8),(54 3153779.8),(55 3367962),(56 3553165.8),(57 3631363),(58 3781772.8),(59 3942202.3),(60 4002759.3),(61 4187044),(62 4366251.5),(63 4446550),(64 4633640),(65 4813984.5),(66 4894544),(67 5062742.5),(68 5282247.5),(69 5336976.5),(70 5491710.5),(71 5633272.5),(72 5663090.5),(73 5800301.5),(74 5888817.5),(75 5895992.5),(76 5993356),(77 6108322.5),(78 6098696.5),(79 6238019.5),
(1 1556.4529),(2 2789.5383),(3 3193.913),(4 3421.958),(5 3692.54),(6 3938.0308),(7 4013.587),(8 4098.815),(9 4177.301),(10 4323.4995),(11 4393.8945),(12 4423.709),(13 4496.336),(14 4588.1924),(15 4632.369),(16 4628.381),(17 4670.8853),(18 4670.0195),(19 4634.575),(20 4581.567),(21 4517.5293),(22 4519.4077),(23 4516.0337),(24 4484.979),(25 4440.152),(26 4455.893),(27 4481.437),(28 4424.5947),(29 4429.2314),(30 4487.9087),(31 4578.7036),(32 4639.2935),(33 4654.4185),(34 4733.618),(35 4825.7793),(36 4861.9707),(37 4912.1406),(38 4902.363),(39 4913.202),(40 4940.952),(41 4982.197),(42 4915.7505),(43 4882.443),(44 4886.802),(45 4902.6616),(46 4885.5728),(47 4904.4346),(48 4902.8),(49 4935.4507),(50 4942.162),(51 4965.7207),(52 4978.5894),(53 5004.422),(54 5033.6914),(55 5067.389),(56 5118.19),(57 5174.4985),(58 5266.8125),(59 5295.3936),(60 5341.9546),(61 5379.698),(62 5387.5356),(63 5350.7236),(64 5307.5903),(65 5306.7827),(66 5331.548),(67 5398.5757),(68 5456.9424),(69 5557.965),(70 5582.8745),(71 5589.6914),(72 5590.92),(73 5625.384),(74 5630.5005),(75 5629.723),(76 5626.9683),(77 5627.857),(78 5651.362),(79 5566.0337),
(1 1511.0494),(2 2737.513),(3 3142.605),(4 3381.431),(5 3648.3323),(6 3792.5757),(7 3879.3552),(8 3989.8782),(9 4097.2886),(10 4201.07),(11 4230.3096),(12 4308.047),(13 4374.0913),(14 4425.803),(15 4472.128),(16 4479.8965),(17 4514.504),(18 4443.272),(19 4405.4414),(20 4406.435),(21 4428.2534),(22 4442.336),(23 4436.916),(24 4394.5205),(25 4376.5557),(26 4436.413),(27 4456.549),(28 4458.42),(29 4454.9336),(30 4400.93),(31 4428.2036),(32 4439.131),(33 4473.303),(34 4495.618),(35 4480.6455),(36 4584.6006),(37 4627.523),(38 4606.079),(39 4690.6333),(40 4728.6973),(41 4752.058),(42 4700.2593),(43 4693.7373),(44 4728.271),(45 4779.0757),(46 4801.78),(47 4785.8726),(48 4844.5522),(49 4888.156),(50 4866.7676),(51 4913.64),(52 4965.286),(53 4987.8994),(54 5038.526),(55 5070.1133),(56 5043.899),(57 4992.494),(58 4977.897),(59 5027.48),(60 5049.317),(61 5080.014),(62 5113.6587),(63 5141.488),(64 5180.9375),(65 5186.6616),(66 5154.5283),(67 5188.737),(68 5263.646),(69 5298.711),(70 5363.4985),(71 5432.483),(72 5467.571),(73 5515.5576),(74 5478.001),(75 5470.4634),(76 5429.882),(77 5457.3613),(78 5552.3477),(79 5501.233),
(1 1508.8257),(2 2746.5667),(3 3167.261),(4 3352.2734),(5 3633.8218),(6 3793.822),(7 3870.9553),(8 3996.9294),(9 4083.7024),(10 4185.6543),(11 4267.1045),(12 4332.134),(13 4374.127),(14 4425.033),(15 4411.3384),(16 4406.6978),(17 4415.5435),(18 4408.757),(19 4458.1084),(20 4504.7104),(21 4526.9473),(22 4556.59),(23 4564.819),(24 4494.489),(25 4417.9033),(26 4402.559),(27 4447.7075),(28 4431.9604),(29 4443.369),(30 4432.1714),(31 4385.1616),(32 4373.7456),(33 4368.6777),(34 4368.4224),(35 4380.9443),(36 4427.1025),(37 4483.2),(38 4522.9863),(39 4569.6543),(40 4653.3477),(41 4680.923),(42 4653.709),(43 4622.8105),(44 4643.0625),(45 4607.8203),(46 4638.6943),(47 4676.104),(48 4811.5264),(49 4807.127),(50 4821.401),(51 4850.7065),(52 4834.0234),(53 4864.914),(54 4948.8374),(55 4996.364),(56 4971.2065),(57 4961.1294),(58 4974.481),(59 5065.4937),(60 5095.5566),(61 5146.324),(62 5123.6763),(63 5173.704),(64 5185.223),(65 5173.7314),(66 5140.76),(67 5115.996),(68 5125.6567),(69 5131.3433),(70 5188.5684),(71 5249.7725),(72 5252.0566),(73 5326.6313),(74 5401.093),(75 5474.097),(76 5476.748),(77 5468.2813),(78 5503.6396),(79 5527.83),
(1 1484.9102),(2 2678.2036),(3 3115.8403),(4 3351.4946),(5 3635.999),(6 3791.8179),(7 3876.1514),(8 4002.5266),(9 4113.3237),(10 4169.9463),(11 4243.952),(12 4263.548),(13 4344.361),(14 4398.984),(15 4429.4053),(16 4418.186),(17 4446.938),(18 4440.6367),(19 4485.421),(20 4498.1704),(21 4496.5796),(22 4506.5166),(23 4463.59),(24 4448.91),(25 4366.8804),(26 4323.4033),(27 4321.2236),(28 4342.4355),(29 4397.6885),(30 4436.94),(31 4429.1963),(32 4422.065),(33 4408.148),(34 4407.1045),(35 4427.575),(36 4438.2656),(37 4419.458),(38 4429.442),(39 4513.1025),(40 4557.197),(41 4565.0083),(42 4528.4443),(43 4558.8403),(44 4603.369),(45 4642.0205),(46 4688.6514),(47 4737.4917),(48 4785.9336),(49 4809.207),(50 4777.455),(51 4803.6675),(52 4832.5874),(53 4841.824),(54 4836.6826),(55 4901.8784),(56 4930.6255),(57 4988.1064),(58 4998.6196),(59 5052.158),(60 5075.52),(61 5092.342),(62 5111.3164),(63 5167.3125),(64 5147.1875),(65 5162.358),(66 5194.483),(67 5205.404),(68 5216.7046),(69 5174.6733),(70 5188.4736),(71 5213.1426),(72 5251.4336),(73 5266.8066),(74 5259.433),(75 5298.0806),(76 5345.8633),(77 5355.1987),(78 5377.476),(79 5363.5337),
(1 1435.2703),(2 2596.2634),(3 3019.425),(4 3270.9258),(5 3537.5503),(6 3720.5457),(7 3794.4116),(8 3966.9963),(9 4090.774),(10 4188.26),(11 4233.8823),(12 4232.4487),(13 4285.5396),(14 4352.2354),(15 4357.959),(16 4284.15),(17 4260.359),(18 4234.3657),(19 4334.5093),(20 4377.375),(21 4402.94),(22 4429.4106),(23 4410.034),(24 4431.3657),(25 4358.897),(26 4333.752),(27 4320.0537),(28 4332.9756),(29 4337.494),(30 4341.3354),(31 4352.113),(32 4323.5527),(33 4296.6606),(34 4252.361),(35 4286.747),(36 4313.9165),(37 4361.534),(38 4341.717),(39 4340.6494),(40 4362.4434),(41 4396.912),(42 4469.4126),(43 4558.793),(44 4607.279),(45 4642.2114),(46 4660.4336),(47 4709.9478),(48 4703.9126),(49 4734.5093),(50 4743.645),(51 4751.404),(52 4763.992),(53 4748.0034),(54 4761.2085),(55 4853.433),(56 4919.4966),(57 4966.2715),(58 5058.1934),(59 5138.002),(60 5135.713),(61 5141.71),(62 5180.2856),(63 5166.424),(64 5113.974),(65 5074.994),(66 5059.3506),(67 5070.195),(68 5103.9775),(69 5163.135),(70 5182.22),(71 5169.1035),(72 5204.422),(73 5216.3877),(74 5207.7124),(75 5256.1826),(76 5257.41),(77 5265.828),(78 5276.0024),(79 5253.185),
(1 1466.3252),(2 2598.551),(3 2983.8523),(4 3148.2727),(5 3358.9905),(6 3544.9373),(7 3640.76),(8 3790.98),(9 3879.964),(10 3995.6074),(11 4086.7363),(12 4115.3066),(13 4206.331),(14 4232.304),(15 4186.0103),(16 4135.962),(17 4120.1216),(18 4133.461),(19 4172.676),(20 4240.8657),(21 4233.4404),(22 4251.1396),(23 4314.6113),(24 4314.4316),(25 4288.386),(26 4293.1055),(27 4304.5903),(28 4271.3203),(29 4231.648),(30 4216.538),(31 4214.007),(32 4188.301),(33 4167.066),(34 4141.457),(35 4157.8696),(36 4213.6377),(37 4215.966),(38 4249.122),(39 4269.115),(40 4282.2407),(41 4300.0474),(42 4299.3735),(43 4352.8604),(44 4373.358),(45 4453.278),(46 4535.4595),(47 4621.6143),(48 4730.3955),(49 4786.632),(50 4774.863),(51 4755.7573),(52 4803.447),(53 4797.042),(54 4788.1104),(55 4823.5254),(56 4829.6274),(57 4828.489),(58 4912.3193),(59 4992.0283),(60 4992.923),(61 5029.8774),(62 4999.278),(63 4972.8843),(64 4977.537),(65 5003.349),(66 4962.6606),(67 4966.74),(68 5041.5366),(69 5042.99),(70 5041.7886),(71 5064.314),(72 5088.1255),(73 5090.005),(74 5125.3296),(75 5135.0596),(76 5074.197),(77 5065.361),(78 5074.434),(79 5084.8394),
(1 1430.3911),(2 2527.379),(3 2927.7925),(4 3166.3906),(5 3368.8096),(6 3541.343),(7 3608.6204),(8 3674.0334),(9 3752.571),(10 3904.8584),(11 3957.212),(12 4033.8323),(13 4119.695),(14 4147.3784),(15 4168.985),(16 4145.1235),(17 4144.5),(18 4199.7046),(19 4231.6997),(20 4290.3794),(21 4304.8945),(22 4306.656),(23 4306.1685),(24 4277.592),(25 4227.217),(26 4240.8013),(27 4209.2197),(28 4217.456),(29 4232.2163),(30 4235.901),(31 4223.345),(32 4279.168),(33 4264.3335),(34 4211.8037),(35 4274.0137),(36 4313.5215),(37 4300.729),(38 4291.939),(39 4302.954),(40 4264.755),(41 4270.2515),(42 4261.5635),(43 4272.8174),(44 4323.8047),(45 4336.979),(46 4396.7847),(47 4462.1563),(48 4478.565),(49 4504.389),(50 4561.024),(51 4550.848),(52 4528.346),(53 4537.8076),(54 4550.795),(55 4568.7134),(56 4599.503),(57 4638.537),(58 4662.55),(59 4648.461),(60 4674.0205),(61 4672.92),(62 4641.6147),(63 4694.178),(64 4690.9146),(65 4670.6934),(66 4696.1587),(67 4740.402),(68 4706.612),(69 4701.361),(70 4735.7734),(71 4815.378),(72 4892.02),(73 4902.945),(74 4903.48),(75 4965.952),(76 4945.156),(77 4938.18),(78 4939.852),(79 4922.925),
(1 1411.6969),(2 2487.901),(3 2866.1382),(4 3092.0088),(5 3292.772),(6 3373.8235),(7 3423.5522),(8 3549.6646),(9 3670.1418),(10 3842.8267),(11 3887.5938),(12 3916.6135),(13 3990.7336),(14 4033.7556),(15 4085.2483),(16 4083.774),(17 4110.4536),(18 4174.4536),(19 4214.585),(20 4219.831),(21 4232.123),(22 4162.6714),(23 4182.836),(24 4173.49),(25 4160.438),(26 4131.341),(27 4026.7373),(28 3940.2717),(29 3981.933),(30 4026.62),(31 4083.3743),(32 4139.294),(33 4165.066),(34 4172.5835),(35 4222.116),(36 4248.5586),(37 4260.1274),(38 4339.1787),(39 4316.4336),(40 4299.3193),(41 4291.6245),(42 4289.5737),(43 4283.534),(44 4279.516),(45 4307.724),(46 4384.315),(47 4430.8003),(48 4484.775),(49 4465.953),(50 4487.2573),(51 4536.201),(52 4535.7803),(53 4543.524),(54 4548.1387),(55 4529.148),(56 4507.9746),(57 4547.0986),(58 4588.605),(59 4648.523),(60 4667.783),(61 4675.3687),(62 4667.51),(63 4756.113),(64 4725.5776),(65 4684.9907),(66 4661.4995),(67 4673.189),(68 4690.568),(69 4702.044),(70 4722.568),(71 4745.46),(72 4810.238),(73 4860.4326),(74 4860.0215),(75 4932.889),(76 4925.669),(77 4910.878),(78 4859.965),(79 4886.5034),
(1 1387.5948),(2 2435.3206),(3 2818.124),(4 3054.3472),(5 3267.4656),(6 3396.732),(7 3473.8972),(8 3618.7468),(9 3748.3071),(10 3858.7427),(11 3895.8955),(12 3938.637),(13 3998.8074),(14 4020.0964),(15 4020.6638),(16 4022.1204),(17 4050.2964),(18 4084.7227),(19 4156.497),(20 4187.7305),(21 4157.0493),(22 4133.6377),(23 4150.022),(24 4172.6646),(25 4175.6353),(26 4154.902),(27 4062.388),(28 4032.686),(29 4047.7913),(30 4076.2156),(31 4083.4087),(32 4097.7886),(33 4120.6055),(34 4121.6685),(35 4165.474),(36 4247.726),(37 4220.9653),(38 4251.1636),(39 4262.6147),(40 4282.8896),(41 4291.4233),(42 4308.454),(43 4357.171),(44 4321.964),(45 4330.26),(46 4376.8477),(47 4355.3945),(48 4369.11),(49 4364.5107),(50 4372.0244),(51 4383.92),(52 4441.7456),(53 4439.437),(54 4388.5737),(55 4399.01),(56 4431.4575),(57 4471.7163),(58 4505.9717),(59 4515.5728),(60 4552.0933),(61 4575.5957),(62 4606.213),(63 4706.281),(64 4741.3174),(65 4706.7695),(66 4692.734),(67 4689.795),(68 4766.095),(69 4844.812),(70 4904.3696),(71 4941.0303),(72 4981.255),(73 4946.3037),(74 4977.4653),(75 5043.4106),(76 5011.5845),(77 4922.744),(78 4877.502),(79 4872.482),
(1 1348.7251),(2 2337.1116),(3 2701.5105),(4 2926.9153),(5 3158.7004),(6 3326.4822),(7 3433.3123),(8 3572.4548),(9 3655.2773),(10 3784.8408),(11 3835.286),(12 3895.8757),(13 3990.861),(14 3961.9583),(15 3886.2415),(16 3885.2656),(17 3909.0645),(18 3873.7834),(19 3901.9795),(20 3994.2832),(21 4003.6514),(22 4021.3037),(23 4061.376),(24 4059.7695),(25 4051.72),(26 4044.3462),(27 4027.5623),(28 4005.5095),(29 3980.772),(30 3964.9304),(31 3919.8975),(32 3922.911),(33 3966.064),(34 3932.7903),(35 3983.0352),(36 4030.261),(37 4014.3896),(38 4035.1667),(39 4075.0884),(40 4141.0107),(41 4142.9414),(42 4124.1865),(43 4141.5083),(44 4146.3174),(45 4171.3394),(46 4163.3203),(47 4142.587),(48 4176.188),(49 4198.7954),(50 4209.4746),(51 4208.3315),(52 4220.3633),(53 4186.129),(54 4225.2695),(55 4280.3096),(56 4325.205),(57 4345.085),(58 4371.7383),(59 4378.221),(60 4400.405),(61 4396.9463),(62 4394.3),(63 4423.794),(64 4483.816),(65 4537.5376),(66 4480.596),(67 4482.684),(68 4568.2197),(69 4588.4023),(70 4588.5205),(71 4578.869),(72 4609.907),(73 4597.8384),(74 4595.759),(75 4635.365),(76 4642.9424),(77 4634.3867),(78 4623.8335),(79 4641.3584),
(1 1343.182),(2 2327.1775),(3 2698.0513),(4 2915.4426),(5 3126.5771),(6 3226.623),(7 3317.0444),(8 3424.0972),(9 3490.9314),(10 3612.624),(11 3683.6233),(12 3719.3096),(13 3760.5427),(14 3805.0188),(15 3752.9556),(16 3723.321),(17 3750.023),(18 3787.4832),(19 3864.2122),(20 3897.1716),(21 3879.192),(22 3866.861),(23 3859.3657),(24 3816.716),(25 3811.4766),(26 3832.297),(27 3803.8892),(28 3807.8184),(29 3797.611),(30 3783.8555),(31 3787.052),(32 3793.6455),(33 3808.199),(34 3800.4602),(35 3818.0889),(36 3811.4592),(37 3822.4104),(38 3854.801),(39 3876.5388),(40 3931.172),(41 3952.6804),(42 3960.8584),(43 4014.8853),(44 4034.2188),(45 4023.5547),(46 3994.6287),(47 3976.3872),(48 3977.0054),(49 3963.7192),(50 3971.7112),(51 4035.6465),(52 4020.9001),(53 4010.8157),(54 4010.7703),(55 4046.9553),(56 4112.7124),(57 4173.756),(58 4227.5986),(59 4248.4136),(60 4209.678),(61 4244.5283),(62 4278.182),(63 4341.2173),(64 4389.271),(65 4390.1973),(66 4407.9976),(67 4447.93),(68 4510.9253),(69 4509.64),(70 4531.1523),(71 4557.4053),(72 4578.1187),(73 4561.544),(74 4590.1333),(75 4597.3535),(76 4599.1323),(77 4592.5293),(78 4612.6294),(79 4627.861),
(1 1356.6558),(2 2317.7358),(3 2680.868),(4 2931.1162),(5 3162.9968),(6 3320.3337),(7 3402.0876),(8 3472.1667),(9 3572.8057),(10 3681.5728),(11 3741.1555),(12 3796.2622),(13 3843.2065),(14 3937.0088),(15 3896.9583),(16 3865.286),(17 3877.0425),(18 3906.1257),(19 3948.608),(20 3971.497),(21 3981.218),(22 3917.0344),(23 3863.243),(24 3850.89),(25 3861.4404),(26 3880.1855),(27 3903.3967),(28 3882.8423),(29 3926.3845),(30 3931.41),(31 3876.8066),(32 3850.3977),(33 3830.716),(34 3843.3572),(35 3850.8945),(36 3881.776),(37 3957.1418),(38 4009.432),(39 4011.642),(40 3999.8347),(41 4031.9038),(42 4056.7524),(43 4093.4365),(44 4104.5283),(45 4069.1858),(46 4049.9397),(47 4068.6453),(48 4051.766),(49 4042.2773),(50 4065.62),(51 4095.7786),(52 4146.359),(53 4133.843),(54 4158.9927),(55 4180.8877),(56 4221.4507),(57 4250.846),(58 4266.61),(59 4296.4824),(60 4298.5776),(61 4332.2334),(62 4376.687),(63 4420.8984),(64 4483.357),(65 4482.843),(66 4490.153),(67 4536.0093),(68 4565.657),(69 4563.747),(70 4529.9243),(71 4548.76),(72 4567.595),(73 4517.165),(74 4475.276),(75 4542.242),(76 4571.627),(77 4605.134),(78 4613.3677),(79 4609.169),
(1 1325.511),(2 2263.2197),(3 2659.3247),(4 2883.1982),(5 3078.1482),(6 3233.8298),(7 3301.1702),(8 3404.3918),(9 3491.718),(10 3596.2288),(11 3633.619),(12 3673.0798),(13 3725.7976),(14 3753.427),(15 3759.2222),(16 3740.5125),(17 3756.6592),(18 3828.0586),(19 3838.6333),(20 3829.2769),(21 3840.1575),(22 3846.3584),(23 3794.5603),(24 3782.7517),(25 3747.9849),(26 3818.969),(27 3874.8455),(28 3872.548),(29 3838.2542),(30 3822.7651),(31 3818.4495),(32 3805.6462),(33 3816.1316),(34 3855.157),(35 3909.8782),(36 3887.7473),(37 3896.4421),(38 3923.4653),(39 3933.8257),(40 3924.761),(41 3933.7686),(42 3962.1843),(43 3994.3757),(44 3976.6584),(45 3958.124),(46 3987.2239),(47 3991.2498),(48 4055.5847),(49 4040.4043),(50 4082.2397),(51 4104.306),(52 4084.1577),(53 4076.5496),(54 4094.9849),(55 4088.3967),(56 4091.0078),(57 4132.3735),(58 4146.059),(59 4138.496),(60 4136.8477),(61 4119.685),(62 4157.9434),(63 4262.142),(64 4281.2554),(65 4270.492),(66 4306.5967),(67 4320.3945),(68 4339.1675),(69 4359.8545),(70 4360.2095),(71 4367.2446),(72 4326.9434),(73 4320.1665),(74 4271.767),(75 4315.3394),(76 4377.2183),(77 4429.323),(78 4432.127),(79 4399.8516),
(1 1323.3733),(2 2298.2449),(3 2678.4348),(4 2897.1711),(5 3083.465),(6 3235.4832),(7 3372.0403),(8 3466.019),(9 3521.8237),(10 3565.806),(11 3598.1672),(12 3670.6458),(13 3703.8442),(14 3716.6602),(15 3734.5564),(16 3731.547),(17 3742.6584),(18 3797.728),(19 3833.7869),(20 3806.2424),(21 3795.3296),(22 3792.5042),(23 3802.9844),(24 3808.8594),(25 3762.9128),(26 3792.7388),(27 3790.481),(28 3752.7166),(29 3759.13),(30 3784.9607),(31 3784.1248),(32 3757.2578),(33 3750.8186),(34 3805.1838),(35 3857.2014),(36 3825.2695),(37 3805.3972),(38 3845.439),(39 3868.0486),(40 3933.444),(41 3969.6099),(42 3986.072),(43 4044.0713),(44 4057.8748),(45 3984.353),(46 4030.6099),(47 4018.151),(48 4055.2656),(49 4023.6992),(50 4038.0574),(51 4024.8218),(52 4047.556),(53 4115.4404),(54 4212.729),(55 4229.2954),(56 4180.6074),(57 4164.265),(58 4167.7925),(59 4123.9395),(60 4107.1753),(61 4099.1543),(62 4090.142),(63 4154.2744),(64 4200.1807),(65 4238.278),(66 4244.5737),(67 4232.817),(68 4256.0737),(69 4243.7744),(70 4307.4795),(71 4334.0996),(72 4286.297),(73 4271.084),(74 4247.325),(75 4257.2144),(76 4257.302),(77 4345.6167),(78 4392.51),(79 4395.904),
(1 1279.1072),(2 2195.245),(3 2559.9932),(4 2787.3752),(5 2941.049),(6 3087.2642),(7 3232.7732),(8 3383.8147),(9 3433.5764),(10 3465.641),(11 3514.5366),(12 3577.783),(13 3596.5242),(14 3604.557),(15 3637.9077),(16 3682.3271),(17 3707.7888),(18 3761.2585),(19 3760.8884),(20 3747.186),(21 3743.6045),(22 3770.8208),(23 3736.6187),(24 3700.608),(25 3667.2622),(26 3682.213),(27 3694.3281),(28 3684.9888),(29 3706.5422),(30 3716.9133),(31 3730.08),(32 3741.0115),(33 3707.3916),(34 3689.951),(35 3724.5708),(36 3744.5522),(37 3713.2864),(38 3749.507),(39 3800.3965),(40 3834.865),(41 3834.6345),(42 3883.407),(43 3940.7688),(44 3927.9575),(45 3879.151),(46 3879.8035),(47 3914.9263),(48 3976.498),(49 4001.538),(50 3999.3394),(51 4009.5144),(52 3979.9622),(53 3986.5212),(54 4067.0232),(55 4115.469),(56 4108.5493),(57 4107.0903),(58 4141.367),(59 4144.2036),(60 4122.095),(61 4037.756),(62 4023.2002),(63 4024.2063),(64 4030.5542),(65 4040.8032),(66 4020.9949),(67 4014.3625),(68 4069.001),(69 4094.2224),(70 4154.833),(71 4215.0938),(72 4256.263),(73 4254.76),(74 4252.3623),(75 4288.8027),(76 4305.517),(77 4350.8174),(78 4348.269),(79 4352.1235),
(1 1235.5399),(2 2104.7266),(3 2459.8394),(4 2658.5933),(5 2818.9092),(6 2910.419),(7 2987.852),(8 3125.6768),(9 3170.0662),(10 3234.0217),(11 3259.5032),(12 3310.4417),(13 3405.416),(14 3423.6204),(15 3482.2454),(16 3501.775),(17 3535.4246),(18 3580.6938),(19 3612.9102),(20 3605.8428),(21 3605.5867),(22 3577.3923),(23 3575.1606),(24 3490.5264),(25 3464.7634),(26 3471.3472),(27 3481.5037),(28 3517.6404),(29 3549.4407),(30 3529.2527),(31 3471.895),(32 3502.3867),(33 3514.5889),(34 3508.4883),(35 3520.543),(36 3527.7832),(37 3524.5063),(38 3557.391),(39 3571.3713),(40 3591.0715),(41 3628.3066),(42 3600.9316),(43 3641.8347),(44 3662.2107),(45 3679.6982),(46 3722.4297),(47 3791.0505),(48 3846.688),(49 3842.8977),(50 3817.7422),(51 3850.6753),(52 3830.9597),(53 3868.3176),(54 3849.5544),(55 3846.4097),(56 3857.2185),(57 3936.6313),(58 3993.3757),(59 3947.2068),(60 3917.772),(61 3888.7583),(62 3862.686),(63 3855.4324),(64 3863.478),(65 3861.1028),(66 3845.6018),(67 3841.7002),(68 3855.2969),(69 3884.4387),(70 3922.6228),(71 3993.501),(72 4081.1228),(73 4126.731),(74 4143.5337),(75 4186.31),(76 4207.6055),(77 4242.679),(78 4247.8354),(79 4271.0835),
