1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 80120.06),(2 216411.8),(3 407789.34),(4 701719.7),(5 985827.8),(6 1287097.6),(7 1648004),(8 1994989),(9 2330686.5),(10 2710764.8),(11 3060194.8),(12 3384686.8),(13 3726406.3),(14 4049348.8),(15 4348848),(16 4681786.5),(17 5017947.5),(18 5311162),(19 5681136.5),(20 6096229.5),(21 6520672),(22 7045890.5),(23 7600447.5),(24 8136474),(25 8756471),(26 9427535),(27 10135456),(28 11002026),(29 11832800),(30 12629225),(31 13489179),(32 14402467),(33 15250984),(34 16210903),(35 17147934),(36 18048524),(37 19011562),(38 20028058),(39 20950142),(40 21856258),(41 22783054),(42 23608494),(43 24395552),(44 25322922),(45 26202378),(46 27085514),(47 28008694),(48 28843970),(49 29712954),(50 30743736),(51 31686352),(52 32726040),(53 34060080),(54 35329092),(55 36885760),(56 38683080),(57 40417412),(58 42374236),(59 44374390),(60 46251132),(61 48325540),(62 50453120),(63 52368400),(64 54520588),(65 56727004),(66 58775332),(67 60861492),(68 62826804),(69 64252492),(70 65734484),(71 67286840),(72 68697704),(73 70319800),(74 71872616),(75 73099290),(76 74409390),(77 75625610),(78 76544050),(79 77440024),
(1 905.8165),(2 1160.7904),(3 1295.1837),(4 1388.1276),(5 1456.3184),(6 1535.7754),(7 1564.1746),(8 1613.4606),(9 1670.6453),(10 1707.2374),(11 1686.0708),(12 1671.7129),(13 1672.2898),(14 1667.1492),(15 1676.7928),(16 1666.7465),(17 1677.0563),(18 1708.4487),(19 1713.666),(20 1711.2637),(21 1718.3113),(22 1743.242),(23 1747.0657),(24 1720.8184),(25 1737.7008),(26 1741.8649),(27 1759.0039),(28 1786.3717),(29 1767.2175),(30 1767.0896),(31 1766.396),(32 1777.6134),(33 1795.1727),(34 1821.6807),(35 1821.3214),(36 1853.3584),(37 1857.3964),(38 1887.5024),(39 1881.232),(40 1929.2462),(41 1938.1282),(42 1954.1958),(43 1966.9008),(44 1973.6969),(45 1981.8143),(46 1984.6243),(47 1983.9198),(48 1985.2175),(49 1998.1924),(50 2003.4941),(51 2000.9934),(52 2022.7427),(53 2036.055),(54 2039.3938),(55 2047.992),(56 2038.6362),(57 2023.9562),(58 2031.5089),(59 2052.796),(60 2056.2852),(61 2043.5894),(62 2026.403),(63 2038.5275),(64 2041.3671),(65 2047.824),(66 2050.4766),(67 2026.6582),(68 2044.5342),(69 2057.8438),(70 2054.2625),(71 2059.837),(72 2041.9543),(73 2069.4675),(74 2085.6924),(75 2111.4753),(76 2119.7246),(77 2099.154),(78 2100.21),(79 2108.9631),
(1 894.9736),(2 1115.5564),(3 1257.8641),(4 1337.8981),(5 1406.4421),(6 1467.8118),(7 1531.9169),(8 1583.8678),(9 1612.3093),(10 1638.7266),(11 1664.3196),(12 1647.5204),(13 1656.8354),(14 1658.3699),(15 1661.912),(16 1666.394),(17 1703.5925),(18 1713.2157),(19 1725.9332),(20 1720.7513),(21 1728.3601),(22 1734.6375),(23 1744.7653),(24 1770.564),(25 1747.4794),(26 1791.9432),(27 1785.35),(28 1791.5713),(29 1765.6221),(30 1785.4868),(31 1818.9265),(32 1858.5569),(33 1887.2454),(34 1907.3442),(35 1927.4263),(36 1955.1471),(37 1942.6111),(38 1963.0085),(39 1965.3665),(40 1958.2172),(41 1987.1459),(42 2003.738),(43 2025.5515),(44 2006.017),(45 2017.8987),(46 2012.5978),(47 2026.8124),(48 2022.5293),(49 2041.9137),(50 2052.9468),(51 2061.3203),(52 2062.6333),(53 2083.4365),(54 2096.1887),(55 2110.0032),(56 2098.5105),(57 2115.2996),(58 2122.7942),(59 2124.2761),(60 2113.883),(61 2114.0186),(62 2093.666),(63 2092.6838),(64 2078.87),(65 2087.0784),(66 2075.2156),(67 2059.6313),(68 2072.2708),(69 2089.4736),(70 2070.2551),(71 2054.5454),(72 2061.4438),(73 2056.935),(74 2051.1624),(75 2081.2405),(76 2064.638),(77 2058.8733),(78 2049.5251),(79 2056.9583),
(1 862.7815),(2 1102.8739),(3 1241.7863),(4 1307.3622),(5 1383.8696),(6 1458.604),(7 1504.3751),(8 1546.9717),(9 1568.0284),(10 1588.0116),(11 1612.3274),(12 1604.7163),(13 1593.025),(14 1597.1372),(15 1605.2753),(16 1599.7198),(17 1622.4637),(18 1648.1959),(19 1661.7983),(20 1656.4282),(21 1659.3018),(22 1679.1228),(23 1695.973),(24 1689.3181),(25 1671.3309),(26 1692.0101),(27 1696.5773),(28 1714.5107),(29 1687.7461),(30 1711.1262),(31 1723.939),(32 1748.8289),(33 1726.9886),(34 1734.5101),(35 1779.1344),(36 1822.7539),(37 1851.3884),(38 1891.9735),(39 1902.5414),(40 1914.9537),(41 1954.7394),(42 1973.488),(43 1965.6014),(44 1988.4152),(45 1983.65),(46 1973.5045),(47 1972.0614),(48 1999.9092),(49 2023.5211),(50 2053.8955),(51 2057.0408),(52 2075.7827),(53 2039.024),(54 2057.8894),(55 2071.6768),(56 2064.6938),(57 2038.4844),(58 2031.2474),(59 2029.4655),(60 2018.9152),(61 2026.8209),(62 2026.7314),(63 2009.9335),(64 2007.6305),(65 1994.2152),(66 1987.1509),(67 1967.542),(68 1990.7723),(69 1988.3779),(70 1982.7747),(71 1998.7402),(72 1987.9425),(73 1979.9631),(74 1963.9559),(75 1984.6025),(76 1966.076),(77 1953.974),(78 1959.6644),(79 1973.8551),
(1 863.7446),(2 1105.1117),(3 1253.5022),(4 1321.6218),(5 1381.5245),(6 1441.7106),(7 1484.6935),(8 1543.3945),(9 1569.4658),(10 1563.9567),(11 1595.5192),(12 1592.437),(13 1577.7008),(14 1577.4388),(15 1573.9009),(16 1576.8561),(17 1589.1158),(18 1614.1718),(19 1621.7495),(20 1622.2452),(21 1605.4331),(22 1624.4331),(23 1665.8561),(24 1660.5476),(25 1659.8885),(26 1669.7412),(27 1690.573),(28 1710.3231),(29 1686.5541),(30 1694.695),(31 1707.2338),(32 1725.4725),(33 1725.7948),(34 1754.1804),(35 1770.0675),(36 1794.2982),(37 1796.4907),(38 1847.2242),(39 1848.7175),(40 1852.095),(41 1854.1544),(42 1852.673),(43 1858.7601),(44 1893.2843),(45 1920.1346),(46 1928.5579),(47 1954.9653),(48 1966.4939),(49 1992.5583),(50 1987.7836),(51 1976.4458),(52 1990.3801),(53 1999.6313),(54 2005.2158),(55 2011.4547),(56 2029.6963),(57 2005.8531),(58 1999.0487),(59 1991.0554),(60 1990.2612),(61 2031.1902),(62 2033.7886),(63 2067.539),(64 2047.0625),(65 2019.2098),(66 2020.6895),(67 2003.7158),(68 2030.6176),(69 2033.084),(70 2044.7649),(71 2039.2853),(72 2041.2653),(73 2052.3396),(74 2026.7185),(75 2033.0698),(76 2035.3307),(77 2004.0717),(78 2030.2947),(79 2042.7593),
(1 853.0589),(2 1083.9401),(3 1210.9646),(4 1283.9948),(5 1335.5193),(6 1378.4108),(7 1430.026),(8 1502.8905),(9 1512.7738),(10 1536.1906),(11 1536.5447),(12 1546.3497),(13 1528.308),(14 1524.3429),(15 1542.8704),(16 1545.7368),(17 1544.6761),(18 1538.734),(19 1545.3389),(20 1543.0586),(21 1543.7108),(22 1549.4628),(23 1584.063),(24 1582.1006),(25 1583.8141),(26 1597.1963),(27 1593.7272),(28 1607.3832),(29 1602.8365),(30 1586.9507),(31 1573.4244),(32 1598.8984),(33 1619.2827),(34 1649.9275),(35 1681.9338),(36 1710.3616),(37 1731.556),(38 1762.1559),(39 1793.2897),(40 1815.3575),(41 1815.663),(42 1823.6746),(43 1824.5449),(44 1846.2439),(45 1869.0062),(46 1878.2289),(47 1895.419),(48 1893.7883),(49 1883.7896),(50 1902.8741),(51 1900.682),(52 1923.6234),(53 1926.7074),(54 1930.0055),(55 1931.2909),(56 1925.8297),(57 1897.6703),(58 1896.5471),(59 1927.1858),(60 1908.346),(61 1921.4268),(62 1927.5374),(63 1915.579),(64 1923.1206),(65 1922.7856),(66 1938.4469),(67 1909.4979),(68 1928.8809),(69 1915.4783),(70 1947.6305),(71 1932.4133),(72 1950.2405),(73 1960.5037),(74 1963.4205),(75 1951.8851),(76 1941.2358),(77 1943.0358),(78 1937.6992),(79 1951.5255),
(1 840.94995),(2 1073.7397),(3 1212.9731),(4 1302.7457),(5 1356.9231),(6 1404.6484),(7 1455.6091),(8 1487.4318),(9 1527.5085),(10 1551.988),(11 1546.7144),(12 1543.1221),(13 1526.38),(14 1521.1832),(15 1548.9026),(16 1536.4769),(17 1535.1754),(18 1545.9882),(19 1573.9065),(20 1560.9806),(21 1548.1201),(22 1564.2852),(23 1588.9929),(24 1587.1803),(25 1578.9368),(26 1591.2627),(27 1622.9385),(28 1606.1245),(29 1602.5012),(30 1605.1968),(31 1623.6262),(32 1625.1938),(33 1646.837),(34 1653.7909),(35 1689.6296),(36 1727.1787),(37 1747.9065),(38 1777.1228),(39 1796.3049),(40 1794.2932),(41 1793.5421),(42 1788.954),(43 1802.9266),(44 1803.1492),(45 1815.0828),(46 1817.0894),(47 1848.5923),(48 1829.2953),(49 1842.0195),(50 1846.6697),(51 1862.6771),(52 1885.5348),(53 1886.7449),(54 1889.4576),(55 1887.8508),(56 1909.0708),(57 1908.7386),(58 1942.221),(59 1935.9419),(60 1926.2079),(61 1923.0096),(62 1939.2822),(63 1926.4023),(64 1919.5651),(65 1910.3021),(66 1937.0056),(67 1901.3871),(68 1895.6077),(69 1906.1451),(70 1909.7118),(71 1939.9706),(72 1936.1478),(73 1913.96),(74 1917.915),(75 1931.7642),(76 1935.7985),(77 1942.7407),(78 1923.5261),(79 1901.7004),
(1 809.1299),(2 1029.1024),(3 1156.7084),(4 1236.395),(5 1285.3558),(6 1324.923),(7 1363.0739),(8 1375.5372),(9 1405.599),(10 1415.2847),(11 1447.8315),(12 1449.1888),(13 1438.7389),(14 1440.2268),(15 1464.739),(16 1462.3918),(17 1475.0529),(18 1490.7859),(19 1503.2758),(20 1511.7655),(21 1508.6123),(22 1517.0934),(23 1549.731),(24 1539.285),(25 1545.3275),(26 1557.1047),(27 1575.3152),(28 1564.0995),(29 1551.3418),(30 1553.92),(31 1559.7839),(32 1548.953),(33 1572.5164),(34 1593.9993),(35 1631.7675),(36 1666.1855),(37 1663.7432),(38 1662.901),(39 1674.9156),(40 1671.5482),(41 1699.3441),(42 1716.5148),(43 1722.7755),(44 1732.4536),(45 1742.2681),(46 1748.2598),(47 1768.3839),(48 1757.4471),(49 1738.9598),(50 1773.2266),(51 1775.7745),(52 1791.026),(53 1814.7886),(54 1851.4362),(55 1851.2872),(56 1865.0505),(57 1882.3436),(58 1904.3663),(59 1894.5381),(60 1910.7577),(61 1926.7028),(62 1926.1349),(63 1906.9604),(64 1905.5273),(65 1897.8527),(66 1907.1329),(67 1887.7423),(68 1909.9226),(69 1889.8225),(70 1900.3965),(71 1907.4789),(72 1917.2583),(73 1927.2344),(74 1924.8047),(75 1909.4529),(76 1916.3191),(77 1923.3707),(78 1938.3712),(79 1933.4242),
(1 812.33264),(2 1024.0137),(3 1139.6901),(4 1208.1226),(5 1270.512),(6 1306.0438),(7 1355.8828),(8 1381.2357),(9 1422.7532),(10 1412.598),(11 1437.2722),(12 1441.0616),(13 1451.7524),(14 1433.2805),(15 1435.0834),(16 1440.7692),(17 1469.4966),(18 1461.0286),(19 1476.8147),(20 1461.4058),(21 1461.9104),(22 1470.8439),(23 1518.0891),(24 1512.4624),(25 1521.5044),(26 1544.4775),(27 1550.5881),(28 1523.4491),(29 1540.8561),(30 1543.7805),(31 1570.974),(32 1565.913),(33 1602.0403),(34 1606.5502),(35 1635.5339),(36 1670.9984),(37 1672.1161),(38 1693.2778),(39 1707.2085),(40 1695.2019),(41 1714.518),(42 1734.9293),(43 1762.4147),(44 1779.7572),(45 1782.0123),(46 1789.5835),(47 1837.6566),(48 1846.8339),(49 1840.6417),(50 1855.3412),(51 1877.3467),(52 1873.5148),(53 1886.5197),(54 1898.0242),(55 1900.2916),(56 1931.1025),(57 1933.8588),(58 1931.9414),(59 1932.51),(60 1924.2205),(61 1920.3224),(62 1933.0237),(63 1953.8052),(64 1967.3994),(65 1948.3231),(66 1952.5236),(67 1959.5347),(68 1959.5015),(69 1968.3451),(70 1967.2904),(71 1972.4408),(72 1956.6115),(73 1975.2225),(74 1967.0657),(75 1992.9441),(76 1993.6064),(77 1996.0322),(78 1997.8256),(79 2003.2404),
(1 789.4186),(2 992.7254),(3 1105.7249),(4 1178.7852),(5 1237.3092),(6 1281.3627),(7 1325.7651),(8 1350.4513),(9 1387.6776),(10 1386.0709),(11 1410.3428),(12 1401.4276),(13 1410.2522),(14 1401.1935),(15 1405.6279),(16 1432.712),(17 1437.3049),(18 1452.9377),(19 1477.1055),(20 1476.5679),(21 1470.0546),(22 1487.8579),(23 1534.6837),(24 1525.1572),(25 1532.461),(26 1526.6256),(27 1511.1176),(28 1503.9269),(29 1489.6509),(30 1510.1172),(31 1525.5549),(32 1547.1395),(33 1554.2932),(34 1578.7195),(35 1591.7833),(36 1629.7554),(37 1635.6844),(38 1674.8168),(39 1680.9954),(40 1657.0414),(41 1692.9003),(42 1697.8412),(43 1701.1299),(44 1697.7655),(45 1715.6564),(46 1716.8954),(47 1726.5453),(48 1728.5996),(49 1735.5237),(50 1739.052),(51 1775.6991),(52 1777.5217),(53 1774.2773),(54 1771.2834),(55 1799.549),(56 1809.2313),(57 1819.0547),(58 1801.4432),(59 1835.8475),(60 1856.0204),(61 1854.6606),(62 1849.1436),(63 1862.8744),(64 1849.8351),(65 1842.3752),(66 1874.8467),(67 1872.6049),(68 1896.5374),(69 1891.2379),(70 1905.6688),(71 1923.0594),(72 1902.4562),(73 1917.8694),(74 1914.0461),(75 1928.5823),(76 1925.1935),(77 1929.1069),(78 1925.3312),(79 1919.0105),
(1 768.1096),(2 961.06647),(3 1081.1228),(4 1147.9243),(5 1213.4463),(6 1257.061),(7 1282.7545),(8 1338.9338),(9 1348.6199),(10 1362.2133),(11 1397.0966),(12 1379.8765),(13 1391.3076),(14 1384.7927),(15 1384.5404),(16 1404.5906),(17 1423.8079),(18 1430.5383),(19 1437.8043),(20 1433.8169),(21 1422.6572),(22 1440.8138),(23 1469.9551),(24 1476.3215),(25 1474.9803),(26 1464.6514),(27 1455.6484),(28 1452.9281),(29 1450.4044),(30 1454.0209),(31 1480.5833),(32 1490.1241),(33 1511.2487),(34 1533.923),(35 1562.2452),(36 1558.3875),(37 1555.1987),(38 1580.8407),(39 1583.7517),(40 1579.3776),(41 1611.0093),(42 1621.3805),(43 1658.7751),(44 1675.1921),(45 1692.3541),(46 1710.9346),(47 1706.5374),(48 1723.0481),(49 1727.7468),(50 1733.3131),(51 1749.0369),(52 1759.1525),(53 1761.1703),(54 1773.2869),(55 1787.737),(56 1794.2485),(57 1818.8276),(58 1818.3688),(59 1842.945),(60 1853.3363),(61 1863.6802),(62 1870.622),(63 1886.2769),(64 1875.3221),(65 1884.0723),(66 1899.349),(67 1883.6289),(68 1865.4396),(69 1849.2249),(70 1844.9534),(71 1861.221),(72 1845.6802),(73 1847.7087),(74 1840.8468),(75 1858.5503),(76 1860.4988),(77 1851.1537),(78 1845.3496),(79 1866.3047),
(1 752.75824),(2 938.6941),(3 1060.3562),(4 1105.5516),(5 1144.9631),(6 1199.1898),(7 1234.9568),(8 1257.7543),(9 1276.8583),(10 1310.5322),(11 1330.3733),(12 1326.5115),(13 1332.3304),(14 1323.1968),(15 1309.4027),(16 1318.3145),(17 1321.7433),(18 1359.4786),(19 1369.4818),(20 1349.1558),(21 1360.3726),(22 1375.1108),(23 1382.6815),(24 1392.2542),(25 1414.8252),(26 1412.005),(27 1410.8961),(28 1407.863),(29 1422.4569),(30 1425.2949),(31 1439.8137),(32 1449.5786),(33 1466.2035),(34 1472.3722),(35 1509.2),(36 1501.7362),(37 1517.7682),(38 1538.7684),(39 1561.9515),(40 1544.1133),(41 1583.439),(42 1595.3091),(43 1637.6627),(44 1652.0568),(45 1646.3365),(46 1632.3998),(47 1644.3486),(48 1638.6788),(49 1648.6735),(50 1619.3455),(51 1632.8822),(52 1636.7324),(53 1653.0626),(54 1656.5782),(55 1674.5906),(56 1693.5693),(57 1692.8567),(58 1696.2568),(59 1693.3282),(60 1703.6353),(61 1719.8926),(62 1733.9333),(63 1722.1199),(64 1721.4567),(65 1724.1208),(66 1732.9904),(67 1752.4796),(68 1770.5742),(69 1753.5918),(70 1756.4186),(71 1753.236),(72 1733.6958),(73 1736.7338),(74 1728.4087),(75 1743.5919),(76 1745.5776),(77 1764.7446),(78 1769.156),(79 1773.5199),
(1 727.2229),(2 915.6241),(3 1039.357),(4 1101.2059),(5 1145.1027),(6 1190.2241),(7 1224.2681),(8 1265.1917),(9 1294.1885),(10 1312.704),(11 1315.1295),(12 1285.388),(13 1295.9692),(14 1292.0273),(15 1276.8324),(16 1300.6577),(17 1296.545),(18 1309.7028),(19 1330.4312),(20 1345.9856),(21 1365.8889),(22 1395.8837),(23 1408.3267),(24 1400.7308),(25 1401.9391),(26 1403.45),(27 1407.2977),(28 1379.6074),(29 1384.8575),(30 1370.0933),(31 1380.4565),(32 1396.4563),(33 1408.8113),(34 1427.2742),(35 1452.6791),(36 1475.6027),(37 1486.4884),(38 1506.8625),(39 1528.3323),(40 1534.0851),(41 1538.2178),(42 1548.2118),(43 1576.6611),(44 1583.8285),(45 1562.5203),(46 1581.5818),(47 1583.391),(48 1589.1062),(49 1597.7399),(50 1617.4933),(51 1625.5253),(52 1642.9767),(53 1653.9309),(54 1663.8013),(55 1679.0819),(56 1696.0459),(57 1707.3892),(58 1707.4172),(59 1713.3118),(60 1708.2374),(61 1701.4181),(62 1708.7991),(63 1715.9734),(64 1691.134),(65 1722.77),(66 1730.1012),(67 1709.0953),(68 1719.219),(69 1723.2083),(70 1738.2687),(71 1742.7057),(72 1730.992),(73 1708.6134),(74 1692.3674),(75 1716.9508),(76 1709.5587),(77 1709.2692),(78 1721.9366),(79 1731.1727),
(1 741.88574),(2 948.1346),(3 1065.0579),(4 1142.5383),(5 1183.1869),(6 1236.2722),(7 1261.193),(8 1328.443),(9 1360.7678),(10 1371.5232),(11 1368.4678),(12 1377.895),(13 1374.125),(14 1361.7909),(15 1371.2794),(16 1379.9604),(17 1391.2709),(18 1397.0638),(19 1400.0343),(20 1412.0632),(21 1423.0339),(22 1427.3926),(23 1438.4092),(24 1438.6814),(25 1445.6841),(26 1446.5608),(27 1464.3245),(28 1457.1902),(29 1456.2783),(30 1457.7571),(31 1464.7341),(32 1456.0006),(33 1472.3716),(34 1481.6207),(35 1501.3617),(36 1512.1635),(37 1555.6882),(38 1569.9672),(39 1585.0298),(40 1568.8184),(41 1595.2761),(42 1600.422),(43 1613.7743),(44 1618.3755),(45 1616.7449),(46 1636.9237),(47 1633.2466),(48 1632.9468),(49 1637.7759),(50 1660.4148),(51 1683.522),(52 1691.8528),(53 1706.9968),(54 1711.4431),(55 1704.9794),(56 1729.2517),(57 1733.984),(58 1734.234),(59 1741.4159),(60 1744.7554),(61 1782.4015),(62 1782.1664),(63 1764.2295),(64 1781.3699),(65 1793.5319),(66 1794.1686),(67 1791.2645),(68 1797.9061),(69 1797.5812),(70 1810.0059),(71 1803.9161),(72 1776.583),(73 1772.9233),(74 1764.225),(75 1782.5544),(76 1774.2848),(77 1763.2057),(78 1771.727),(79 1769.7322),
(1 727.7525),(2 927.32495),(3 1047.309),(4 1119.7928),(5 1176.9926),(6 1233.01),(7 1275.7153),(8 1316.2955),(9 1356.7405),(10 1373.0563),(11 1391.353),(12 1388.0188),(13 1386.3038),(14 1381.0343),(15 1378.2882),(16 1393.843),(17 1398.3706),(18 1405.6794),(19 1402.5217),(20 1407.1886),(21 1426.914),(22 1423.7063),(23 1434.7062),(24 1427.8777),(25 1429.987),(26 1431.6462),(27 1454.1653),(28 1438.8066),(29 1433.4666),(30 1451.0607),(31 1454.1948),(32 1448.3805),(33 1484.3293),(34 1493.9514),(35 1530.6376),(36 1536.279),(37 1563.3077),(38 1599.4966),(39 1609.2211),(40 1609.8251),(41 1620.9307),(42 1620.291),(43 1634.9272),(44 1655.63),(45 1656.3926),(46 1649.5204),(47 1656.4706),(48 1668.5248),(49 1691.6144),(50 1681.0116),(51 1691.9314),(52 1680.1873),(53 1703.4891),(54 1713.135),(55 1703.3223),(56 1730.2449),(57 1738.8986),(58 1730.5573),(59 1726.5688),(60 1748.767),(61 1764.0977),(62 1761.9077),(63 1755.1134),(64 1759.9255),(65 1761.4471),(66 1749.0706),(67 1767.4884),(68 1765.917),(69 1760.3192),(70 1769.1918),(71 1740.0822),(72 1734.6531),(73 1720.5111),(74 1734.8518),(75 1758.2039),(76 1762.0719),(77 1752.1498),(78 1751.8828),(79 1744.0469),
(1 714.3117),(2 898.19836),(3 1022.6013),(4 1089.3221),(5 1150.5942),(6 1204.8433),(7 1241.9285),(8 1272.1559),(9 1306.7073),(10 1306.6862),(11 1333.0251),(12 1328.4879),(13 1328.0374),(14 1319.03),(15 1320.8696),(16 1328.499),(17 1346.1113),(18 1355.7051),(19 1347.1644),(20 1352.9397),(21 1363.1531),(22 1370.4945),(23 1386.1654),(24 1402.976),(25 1424.4502),(26 1436.3325),(27 1440.9723),(28 1461.322),(29 1466.9191),(30 1473.2705),(31 1487.1427),(32 1492.0947),(33 1524.7993),(34 1530.322),(35 1540.0375),(36 1543.9242),(37 1564.9928),(38 1576.3997),(39 1586.0906),(40 1594.751),(41 1629.748),(42 1660.5137),(43 1653.9729),(44 1682.5133),(45 1691.5189),(46 1688.5458),(47 1708.1648),(48 1712.3042),(49 1718.7006),(50 1726.3768),(51 1713.3523),(52 1719.5762),(53 1732.5498),(54 1739.608),(55 1733.002),(56 1739.9319),(57 1735.3243),(58 1739.5834),(59 1724.3435),(60 1731.119),(61 1738.0281),(62 1733.4734),(63 1727.8448),(64 1717.2133),(65 1731.7639),(66 1723.9882),(67 1707.6567),(68 1707.4072),(69 1700.201),(70 1721.6921),(71 1721.6115),(72 1724.6252),(73 1721.6259),(74 1721.5144),(75 1731.6333),(76 1730.046),(77 1745.883),(78 1757.3102),(79 1755.5076),
(1 697.6194),(2 880.27435),(3 998.32385),(4 1066.1855),(5 1114.0137),(6 1156.3748),(7 1198.1742),(8 1248.172),(9 1287.895),(10 1284.0518),(11 1280.1284),(12 1277.4164),(13 1276.5546),(14 1263.2004),(15 1279.5485),(16 1285.3909),(17 1309.6747),(18 1320.1854),(19 1317.6857),(20 1335.0354),(21 1353.0287),(22 1362.0929),(23 1364.6483),(24 1369.0458),(25 1374.7567),(26 1390.4178),(27 1389.1779),(28 1414.0752),(29 1404.9797),(30 1430.3549),(31 1436.4285),(32 1438.925),(33 1467.1455),(34 1479.614),(35 1507.311),(36 1501.8448),(37 1528.1514),(38 1541.9443),(39 1551.2019),(40 1569.4409),(41 1567.593),(42 1598.5856),(43 1601.3035),(44 1621.9647),(45 1632.4105),(46 1648.3721),(47 1650.1656),(48 1640.381),(49 1633.2902),(50 1631.6469),(51 1649.7828),(52 1655.2101),(53 1652.0313),(54 1652.337),(55 1661.1954),(56 1665.1449),(57 1673.23),(58 1668.1077),(59 1674.6155),(60 1691.1866),(61 1692.5402),(62 1681.7836),(63 1681.5964),(64 1696.8004),(65 1684.9016),(66 1693.1638),(67 1681.7965),(68 1679.8756),(69 1671.7158),(70 1684.0546),(71 1695.9374),(72 1685.182),(73 1676.5685),(74 1676.7888),(75 1681.2633),(76 1670.8389),(77 1686.2576),(78 1692.298),(79 1690.8875),
