1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 42341.215),(2 106031.77),(3 187498.2),(4 334413.94),(5 457536),(6 561103.1),(7 713420.8),(8 842559.7),(9 950493.3),(10 1118661),(11 1261395.5),(12 1364443.3),(13 1545466.6),(14 1663956.9),(15 1747325),(16 1891197),(17 2008959.9),(18 2084653.4),(19 2213228),(20 2299776.3),(21 2344918),(22 2431261.3),(23 2500110.5),(24 2567575),(25 2704037.5),(26 2781727.3),(27 2810967),(28 2885865.3),(29 2856628.3),(30 2842329.3),(31 2891229),(32 2926582),(33 2945759.3),(34 3024022.3),(35 3100941.3),(36 3157066.8),(37 3291659),(38 3426352.3),(39 3548850),(40 3728788.3),(41 3888046),(42 4045450),(43 4263612.5),(44 4477150.5),(45 4694108.5),(46 4993481),(47 5297154),(48 5588166),(49 5897877.5),(50 6115136),(51 6291810.5),(52 6515204.5),(53 6744616),(54 6957790.5),(55 7210856),(56 7414677.5),(57 7571718.5),(58 7757826.5),(59 7901765.5),(60 8032308.5),(61 8234576),(62 8426380),(63 8574485),(64 8757423),(65 8913925),(66 9027705),(67 9199450),(68 9372607),(69 9490606),(70 9630286),(71 9746984),(72 9794416),(73 9923972),(74 10052617),(75 10154375),(76 10330055),(77 10497743),(78 10651109),(79 10857039),
(1 1228.0818),(2 1558.2522),(3 1577.1829),(4 1581.4718),(5 1621.0332),(6 1648.1473),(7 1684.1573),(8 1723.0319),(9 1757.6378),(10 1799.6147),(11 1841.4093),(12 1890.493),(13 1906.6677),(14 1925.882),(15 1972.6796),(16 2026.3137),(17 2042.2424),(18 2067.0002),(19 2100.4094),(20 2075.2966),(21 2101.535),(22 2127.2358),(23 2159.2295),(24 2148.7668),(25 2175.6208),(26 2208.763),(27 2224.6807),(28 2214.4019),(29 2222.185),(30 2212.5442),(31 2219.0562),(32 2233.6475),(33 2219.9346),(34 2219.5151),(35 2219.473),(36 2195.4524),(37 2193.442),(38 2164.8552),(39 2188.1062),(40 2195.7214),(41 2175.9182),(42 2167.053),(43 2156.3564),(44 2149.5818),(45 2176.7476),(46 2169.8552),(47 2168.0361),(48 2163.8562),(49 2132.3123),(50 2142.174),(51 2177.0872),(52 2192.8755),(53 2179.541),(54 2154.3184),(55 2168.3843),(56 2159.3315),(57 2163.3806),(58 2146.7756),(59 2160.127),(60 2186.0918),(61 2199.0027),(62 2181.4692),(63 2212.0012),(64 2205.2976),(65 2201.8293),(66 2200),(67 2246.599),(68 2244.6538),(69 2266.9868),(70 2248.7302),(71 2251.9019),(72 2266.9924),(73 2263.0198),(74 2266.8242),(75 2298.316),(76 2324.746),(77 2326.4802),(78 2333.6614),(79 2321.2861),
(1 1275.7778),(2 1606.6672),(3 1645.187),(4 1660.0164),(5 1696.163),(6 1707.7458),(7 1720.7229),(8 1779.0972),(9 1815.0148),(10 1866.9266),(11 1911.7997),(12 1940.9313),(13 1947.9576),(14 1956.6285),(15 1988.7736),(16 2048.868),(17 2090.628),(18 2083.5325),(19 2093.1123),(20 2120.076),(21 2120.7585),(22 2155.2668),(23 2144.0461),(24 2143.6997),(25 2188.0798),(26 2224.058),(27 2256.5466),(28 2264.4495),(29 2298.353),(30 2271.9297),(31 2277.7014),(32 2276.5247),(33 2268.617),(34 2280.4292),(35 2268.9116),(36 2272.247),(37 2267.5627),(38 2259.132),(39 2262.6838),(40 2265.015),(41 2261.6624),(42 2259.9644),(43 2245.5076),(44 2232.69),(45 2235.2627),(46 2248.699),(47 2221.9482),(48 2220.0303),(49 2240.388),(50 2222.5059),(51 2219.985),(52 2212.533),(53 2206.0425),(54 2215.269),(55 2194.1582),(56 2213.4097),(57 2236.409),(58 2247.6694),(59 2227.2751),(60 2241.763),(61 2251.3145),(62 2239.6523),(63 2222.22),(64 2225.35),(65 2235.3801),(66 2230.443),(67 2263.0942),(68 2270.8433),(69 2272.5437),(70 2251.6177),(71 2254.5085),(72 2265.916),(73 2269.688),(74 2270.3206),(75 2279.6567),(76 2288.3604),(77 2309.0212),(78 2329.5698),(79 2352.7458),
(1 1243.3418),(2 1562.5062),(3 1570.201),(4 1594.6058),(5 1675.3041),(6 1705.6418),(7 1705.026),(8 1741.4783),(9 1793.8948),(10 1820.1191),(11 1857.0422),(12 1897.4504),(13 1912.8545),(14 1906.7865),(15 1942.0751),(16 1986.5267),(17 2018.1825),(18 2028.1099),(19 2045.5599),(20 2062.2493),(21 2064.535),(22 2079.327),(23 2078.5637),(24 2097.035),(25 2120.9924),(26 2157.9067),(27 2211.5288),(28 2218.4832),(29 2194.8792),(30 2192.3567),(31 2194.2725),(32 2175.8538),(33 2194.0247),(34 2187.078),(35 2185.755),(36 2202.3206),(37 2177.439),(38 2147.362),(39 2159.925),(40 2146.806),(41 2134.3464),(42 2090.7773),(43 2096.9395),(44 2109.5654),(45 2087.4692),(46 2114.495),(47 2120.0098),(48 2072.7634),(49 2081.631),(50 2120.0137),(51 2112.9873),(52 2106.2417),(53 2127.2124),(54 2137.6794),(55 2134.6448),(56 2132.818),(57 2133.4548),(58 2138.7576),(59 2147.8406),(60 2148.5352),(61 2127.6453),(62 2151.7844),(63 2138.8145),(64 2163.515),(65 2155.126),(66 2166.8752),(67 2168.4536),(68 2184.8665),(69 2167.1),(70 2179.7986),(71 2182.3723),(72 2204.064),(73 2191.3757),(74 2222.9985),(75 2231.525),(76 2271.9407),(77 2288.8828),(78 2302.051),(79 2298.9595),
(1 1260.7737),(2 1569.818),(3 1579.0271),(4 1581.2263),(5 1655.1404),(6 1665.6515),(7 1668.3235),(8 1717.9669),(9 1729.4028),(10 1766.6793),(11 1828.6708),(12 1841.5024),(13 1839.42),(14 1870.8556),(15 1907.0917),(16 1940.6185),(17 1976.364),(18 2000.3539),(19 2006.8027),(20 2009.8798),(21 2027.6892),(22 2018.7568),(23 2032.1742),(24 2055.688),(25 2098.484),(26 2122.55),(27 2157.0005),(28 2115.062),(29 2115.7031),(30 2127.6504),(31 2165.986),(32 2152.3374),(33 2143.5508),(34 2156.7617),(35 2144.3384),(36 2171.3567),(37 2138.4866),(38 2121.51),(39 2124.139),(40 2139.643),(41 2130.5051),(42 2105.7356),(43 2094.6267),(44 2090.1484),(45 2076.8838),(46 2090.3176),(47 2094.6768),(48 2085.6714),(49 2112.272),(50 2135.565),(51 2132.2612),(52 2113.9417),(53 2131.2327),(54 2116.886),(55 2118.5686),(56 2111.6638),(57 2115.0857),(58 2128.6628),(59 2126.8555),(60 2118.0205),(61 2131.2725),(62 2117.6487),(63 2133.2554),(64 2165.513),(65 2180.5837),(66 2169.9338),(67 2178.5752),(68 2190.199),(69 2161.4866),(70 2183.5093),(71 2187.4944),(72 2201.4282),(73 2193.8118),(74 2222.3677),(75 2239.3782),(76 2275.4792),(77 2286.8066),(78 2300.9624),(79 2314.32),
(1 1192.9785),(2 1499.8064),(3 1534.3702),(4 1539.3671),(5 1614.3662),(6 1588.2184),(7 1596.7584),(8 1664.2205),(9 1674.3054),(10 1720.973),(11 1770.0536),(12 1826.2406),(13 1841.0612),(14 1845.4542),(15 1850.5903),(16 1922.2303),(17 1984.9618),(18 1993.9858),(19 1993.5646),(20 2007.3094),(21 2013.2194),(22 2021.663),(23 2055.9324),(24 2053.0974),(25 2085.041),(26 2113.209),(27 2143.8816),(28 2155.1948),(29 2166.3433),(30 2177.8574),(31 2164.4775),(32 2163.9844),(33 2161.988),(34 2174.3267),(35 2175.5754),(36 2160.5608),(37 2173.4182),(38 2154.1038),(39 2154.265),(40 2139.1648),(41 2101.1736),(42 2110.3213),(43 2110.4182),(44 2116.828),(45 2106.1536),(46 2123.8823),(47 2100.687),(48 2126.5444),(49 2136.5378),(50 2118.5105),(51 2093.2874),(52 2078.9019),(53 2097.1057),(54 2089.8428),(55 2084.3774),(56 2088.814),(57 2082.3518),(58 2102.1064),(59 2106.203),(60 2103.5513),(61 2124.8953),(62 2131.9128),(63 2104.8792),(64 2106.3616),(65 2085.3289),(66 2109.5774),(67 2115.6016),(68 2109.2617),(69 2096.1882),(70 2102.0183),(71 2130.9873),(72 2127.7476),(73 2142.2102),(74 2139.7007),(75 2174.74),(76 2184.021),(77 2177.1257),(78 2194.5806),(79 2228.6692),
(1 1153.7632),(2 1463.4934),(3 1492.5951),(4 1493.2819),(5 1559.8691),(6 1593.1831),(7 1560.6282),(8 1617.7839),(9 1660.8854),(10 1713.2948),(11 1758.0548),(12 1783.8398),(13 1802.2231),(14 1818.5548),(15 1834.6246),(16 1850.73),(17 1894.2831),(18 1922.1896),(19 1934.3414),(20 1922.7423),(21 1906.4996),(22 1910.8441),(23 1938.728),(24 1941.3455),(25 1982.1074),(26 2017.6279),(27 2059.8862),(28 2072.9397),(29 2057.7603),(30 2066.3835),(31 2040.8446),(32 2048.2559),(33 2075.3591),(34 2073.473),(35 2075.4966),(36 2063.7122),(37 2067.5583),(38 2069.6543),(39 2077.819),(40 2077.593),(41 2056.2263),(42 2043.0004),(43 2034.7261),(44 2025.4137),(45 2038.4984),(46 2040.4714),(47 2026.3179),(48 2024.7515),(49 2054.0007),(50 2043.0955),(51 2025.2219),(52 2032.115),(53 2041.4647),(54 2057.8928),(55 2047.8026),(56 2050.2158),(57 2051.0625),(58 2064.2512),(59 2049.66),(60 2039.7773),(61 2020.1073),(62 2028.0834),(63 2033.8254),(64 2012.4967),(65 2016.5166),(66 2062.9958),(67 2060.6833),(68 2079.0977),(69 2066.5474),(70 2089.5388),(71 2074.7068),(72 2107.5613),(73 2124.563),(74 2144.8389),(75 2134.7666),(76 2124.5544),(77 2151.9663),(78 2186.1838),(79 2197.0361),
(1 1161.8529),(2 1443.1693),(3 1462.9662),(4 1467.9729),(5 1538.3513),(6 1549.0767),(7 1558.5313),(8 1623.6953),(9 1675.717),(10 1710.147),(11 1753.5105),(12 1784.8099),(13 1796.4554),(14 1779.1458),(15 1820.557),(16 1854.4158),(17 1879.106),(18 1890.1355),(19 1894.6599),(20 1920.2529),(21 1922.0225),(22 1920.9539),(23 1962.7631),(24 1970.9459),(25 2002.1042),(26 2042.233),(27 2082.709),(28 2079.2825),(29 2064.1135),(30 2038.2996),(31 2055.29),(32 2067.7463),(33 2062.216),(34 2050.0361),(35 2071.0054),(36 2065.5432),(37 2057.5051),(38 2031.4294),(39 2046.0162),(40 2035.5808),(41 2037.4275),(42 2017.7263),(43 2004.0105),(44 2015.1641),(45 2027.5245),(46 2035.4724),(47 2020.9392),(48 2003.7838),(49 2005.8872),(50 2037.8491),(51 2064.9521),(52 2040.6842),(53 2042.4397),(54 2048.528),(55 2072.6724),(56 2052.9465),(57 2034.8884),(58 2062.9583),(59 2074.318),(60 2076.014),(61 2065.1406),(62 2069.4202),(63 2066.9863),(64 2055.4456),(65 2076.474),(66 2088.0254),(67 2127.7244),(68 2098.438),(69 2108.478),(70 2139.7043),(71 2126.3098),(72 2117.0132),(73 2124.291),(74 2136.1309),(75 2153.682),(76 2175.9512),(77 2173.8967),(78 2201.9495),(79 2167.2903),
(1 1137.5247),(2 1378.0212),(3 1419.1476),(4 1423.688),(5 1501.1613),(6 1503.2668),(7 1503.0398),(8 1586.3533),(9 1621.0101),(10 1661.0887),(11 1678.6882),(12 1708.4478),(13 1758.5758),(14 1745.1827),(15 1786.2246),(16 1814.0927),(17 1850.242),(18 1843.2067),(19 1853.0519),(20 1876.777),(21 1900.6471),(22 1887.1068),(23 1915.1167),(24 1909.0017),(25 1946.5966),(26 1967.4441),(27 1986.9784),(28 1995.4543),(29 2003.2195),(30 1976.2745),(31 1984.5212),(32 1998.9392),(33 2001.1521),(34 2008.8654),(35 2010.2404),(36 1995.2135),(37 2022.262),(38 1991.034),(39 1986.8616),(40 1998.6149),(41 1992.0093),(42 1994.8578),(43 1998.914),(44 2008.2074),(45 2024.4437),(46 2025.909),(47 2040.3802),(48 2018.9857),(49 2007.1024),(50 2021.9441),(51 2008.5101),(52 2004.2339),(53 2016.4087),(54 2039.7576),(55 2007.3191),(56 2001.3757),(57 2001.5181),(58 2007.7765),(59 2020.9092),(60 2019.763),(61 2032.342),(62 2020.926),(63 2012.9432),(64 1977.4677),(65 2001.2756),(66 2017.0012),(67 2012.7509),(68 2049.0862),(69 2004.1956),(70 2025.4331),(71 2037.8029),(72 2079.9404),(73 2049.9075),(74 2068.3735),(75 2078.0403),(76 2077.3523),(77 2100.1233),(78 2114.2556),(79 2135.0007),
(1 1139.2173),(2 1400.7278),(3 1415.0457),(4 1416.508),(5 1495.8213),(6 1485.4316),(7 1484.0891),(8 1573.3848),(9 1612.192),(10 1660.0974),(11 1681.7634),(12 1701.5188),(13 1729.0319),(14 1715.8068),(15 1727.5018),(16 1776.2617),(17 1796.0571),(18 1820.3688),(19 1822.255),(20 1836.743),(21 1848.152),(22 1882.9767),(23 1870.022),(24 1885.931),(25 1930.556),(26 1918.2516),(27 1935.3221),(28 1951.3594),(29 1955.5281),(30 1937.2745),(31 1966.273),(32 1955.8365),(33 1967.1089),(34 1947.4036),(35 1976.7911),(36 1943.9854),(37 1922.6534),(38 1917.0358),(39 1953.8701),(40 1949.0731),(41 1939.6375),(42 1937.7539),(43 1946.1859),(44 1949.2225),(45 1956.0707),(46 1953.8958),(47 1971.443),(48 1987.5527),(49 1967.929),(50 1963.4344),(51 1976.2758),(52 1954.0199),(53 1960.7874),(54 1938.8606),(55 1974.0503),(56 1943.129),(57 1956.4264),(58 1993.4478),(59 1956.212),(60 1952.5687),(61 1996.1411),(62 1988.6968),(63 1997.417),(64 2007.3657),(65 2013.9734),(66 2030.2356),(67 2018.0555),(68 2037.5533),(69 2027.8812),(70 2067.772),(71 2050.957),(72 2079.068),(73 2073.396),(74 2092.2024),(75 2092.6726),(76 2072.7468),(77 2090.2192),(78 2115.3777),(79 2132.7358),
(1 1111.0681),(2 1380.4084),(3 1378.8513),(4 1379.258),(5 1465.74),(6 1471.5363),(7 1487.7821),(8 1550.2767),(9 1587.4999),(10 1629.7244),(11 1660.7163),(12 1676.4718),(13 1691.3611),(14 1689.7938),(15 1730.0898),(16 1769.4397),(17 1795.1576),(18 1796.6832),(19 1796.7784),(20 1809.3248),(21 1836.5392),(22 1849.2655),(23 1862.2373),(24 1876.3303),(25 1914.3973),(26 1935.3835),(27 1935.3395),(28 1955.0028),(29 1969.1511),(30 1963.3118),(31 1944.9264),(32 1964.9502),(33 1952.3956),(34 1946.082),(35 1963.9991),(36 1958.4237),(37 1917.7395),(38 1896.1584),(39 1918.3936),(40 1922.1896),(41 1911.821),(42 1902.8534),(43 1918.2368),(44 1914.626),(45 1952.5565),(46 1925.8042),(47 1936.3104),(48 1936.4789),(49 1946.69),(50 1958.4695),(51 1946.5803),(52 1960.4767),(53 1967.2382),(54 1955.4072),(55 1944.9574),(56 1949.2513),(57 1960.3315),(58 1978.4359),(59 1981.04),(60 1987.3804),(61 1993.9312),(62 2012.6246),(63 2011.1443),(64 2002.5895),(65 2013.7205),(66 2014.467),(67 2021.2537),(68 1992.5126),(69 2029.3365),(70 2060.1423),(71 2015.4235),(72 2013.2023),(73 2024.979),(74 2023.1348),(75 2028.606),(76 2022.593),(77 2047.9081),(78 2038.2799),(79 2054.921),
(1 1084.8394),(2 1324.7516),(3 1355.9343),(4 1355.4519),(5 1429.2637),(6 1445.059),(7 1452.264),(8 1498.0261),(9 1518.9023),(10 1572.0509),(11 1627.8741),(12 1639.2477),(13 1626.4509),(14 1626.8513),(15 1665.6237),(16 1675.8811),(17 1678.4711),(18 1697.3171),(19 1695.0566),(20 1716.048),(21 1737.8284),(22 1746.2291),(23 1754.4913),(24 1771.3832),(25 1787.9152),(26 1799.117),(27 1819.2095),(28 1858.3744),(29 1870.9846),(30 1852.8976),(31 1834.9951),(32 1871.336),(33 1885.0502),(34 1883.3469),(35 1890.9545),(36 1897.6344),(37 1874.883),(38 1883.4539),(39 1926.4275),(40 1919.2422),(41 1880.3916),(42 1870.0284),(43 1870.7529),(44 1886.7931),(45 1886.6041),(46 1869.573),(47 1865.3477),(48 1863.584),(49 1848.7642),(50 1847.7141),(51 1855.0415),(52 1886.1693),(53 1908.1556),(54 1887.0165),(55 1887.982),(56 1876.241),(57 1885.2335),(58 1866.1031),(59 1868.9414),(60 1888.8419),(61 1904.4078),(62 1912.708),(63 1908.698),(64 1877.153),(65 1875.3434),(66 1901.7959),(67 1928.8088),(68 1921.138),(69 1935.8668),(70 1957.2341),(71 1983.894),(72 1963.4164),(73 1991.5881),(74 2016.671),(75 2025.9348),(76 2032.3169),(77 2064.8743),(78 2025.2549),(79 2049.0159),
(1 1063.5214),(2 1306.965),(3 1334.2767),(4 1341.7015),(5 1410.8685),(6 1415.0559),(7 1426.2689),(8 1516.082),(9 1502.66),(10 1556.9056),(11 1618.4283),(12 1604.6511),(13 1617.0376),(14 1624.3654),(15 1665.5734),(16 1683.6033),(17 1695.7898),(18 1731.7893),(19 1748.2142),(20 1742.0532),(21 1756.1941),(22 1769.1528),(23 1770.499),(24 1789.9934),(25 1815.183),(26 1840.418),(27 1843.7316),(28 1890.0015),(29 1865.0005),(30 1852.2368),(31 1843.822),(32 1854.9791),(33 1841.3759),(34 1859.0403),(35 1851.8628),(36 1816.8239),(37 1831.7832),(38 1833.5668),(39 1838.9661),(40 1840.2588),(41 1823.329),(42 1815.9767),(43 1799.0629),(44 1814.3638),(45 1823.4111),(46 1839.1998),(47 1839.558),(48 1809.9095),(49 1817.8164),(50 1832.4672),(51 1818.9943),(52 1850.7369),(53 1856.4794),(54 1857.4149),(55 1860.4835),(56 1851.643),(57 1864.3701),(58 1862.0309),(59 1866.5867),(60 1880.4636),(61 1857.7501),(62 1866.7822),(63 1875.1604),(64 1883.7396),(65 1893.4133),(66 1914.583),(67 1937.1611),(68 1933.7177),(69 1952.6202),(70 1956.6649),(71 1963.9319),(72 1962.4891),(73 1985.049),(74 1989.3135),(75 1988.5687),(76 1984.7351),(77 2031.4742),(78 2010.5491),(79 1996.8821),
(1 1006.82764),(2 1243.32),(3 1281.618),(4 1281.8063),(5 1327.8845),(6 1328.5834),(7 1333.9984),(8 1405.2344),(9 1411.0665),(10 1447.5211),(11 1520.9757),(12 1522.4271),(13 1513.74),(14 1529.3992),(15 1576.6256),(16 1596.0133),(17 1622.6196),(18 1652.0673),(19 1687.519),(20 1687.9967),(21 1675.6199),(22 1700.7197),(23 1716.696),(24 1708.4838),(25 1738.8785),(26 1786.6671),(27 1802.3387),(28 1814.3833),(29 1784.5026),(30 1816.4447),(31 1821.3157),(32 1819.6146),(33 1812.7462),(34 1812.0332),(35 1807.1835),(36 1775.939),(37 1755.7162),(38 1762.3077),(39 1771.6516),(40 1773.9207),(41 1746.3925),(42 1758.1359),(43 1759.8785),(44 1753.5519),(45 1781.413),(46 1754.9873),(47 1755.0338),(48 1731.4795),(49 1748.6125),(50 1742.3267),(51 1752.6954),(52 1771.5463),(53 1805.2255),(54 1803.0653),(55 1797.983),(56 1790.0188),(57 1799.6277),(58 1793.9495),(59 1792.5375),(60 1816.2979),(61 1787.9331),(62 1803.8762),(63 1836.5642),(64 1833.1965),(65 1836.2538),(66 1853.2483),(67 1856.1842),(68 1891.8556),(69 1884.915),(70 1874.7788),(71 1878.7323),(72 1861.2437),(73 1880.9447),(74 1889.0042),(75 1882.3136),(76 1903.5299),(77 1914.2987),(78 1915.5813),(79 1919.908),
(1 1025.774),(2 1212.1372),(3 1279.7136),(4 1292.08),(5 1339.6982),(6 1338.0842),(7 1378.8593),(8 1415.9646),(9 1421.8754),(10 1476.4575),(11 1515.916),(12 1543.3574),(13 1529.5299),(14 1537.5414),(15 1582.017),(16 1635.3019),(17 1651.9386),(18 1663.0085),(19 1696.1074),(20 1716.0332),(21 1730.576),(22 1734.4366),(23 1743.3673),(24 1741.2317),(25 1763.9119),(26 1806.2948),(27 1835.6559),(28 1850.1519),(29 1849.1228),(30 1829.0696),(31 1829.635),(32 1835.462),(33 1833.5977),(34 1835.6007),(35 1852.2065),(36 1835.2242),(37 1833.0574),(38 1826.2535),(39 1820.2252),(40 1822.8257),(41 1800.779),(42 1820.3273),(43 1815.7913),(44 1825.9603),(45 1822.8927),(46 1814.6946),(47 1810.529),(48 1794.511),(49 1802.7681),(50 1810.7983),(51 1808.4277),(52 1816.3759),(53 1805.5514),(54 1814.7513),(55 1811.4565),(56 1819.5162),(57 1810.3856),(58 1840.8196),(59 1830.6678),(60 1831.0334),(61 1833.6194),(62 1823.7932),(63 1841.3456),(64 1843.3834),(65 1849.8263),(66 1847.9636),(67 1822.8893),(68 1876.9384),(69 1865.3579),(70 1861.4009),(71 1854.2712),(72 1855.931),(73 1879.637),(74 1907.6315),(75 1920.5847),(76 1917.0095),(77 1917.0299),(78 1934.6617),(79 1936.497),
(1 1019.1455),(2 1199.0233),(3 1231.8041),(4 1254.1237),(5 1316.4886),(6 1323.4143),(7 1348.3373),(8 1416.7749),(9 1417.0735),(10 1462.2467),(11 1506.2858),(12 1513.0032),(13 1504.8041),(14 1530.2095),(15 1554.3198),(16 1589.3506),(17 1599.856),(18 1648.1802),(19 1667.6771),(20 1664.3978),(21 1697.5453),(22 1687.2144),(23 1697.8546),(24 1695.9237),(25 1737.1738),(26 1770.3464),(27 1796.1058),(28 1786.4386),(29 1768.9213),(30 1777.4803),(31 1774.9734),(32 1757.6017),(33 1749.5027),(34 1778.0758),(35 1797.8053),(36 1776.8599),(37 1769.8959),(38 1774.1821),(39 1738.0502),(40 1747.0043),(41 1744.6447),(42 1741.8153),(43 1730.0239),(44 1766.4895),(45 1762.8756),(46 1745.0576),(47 1740.7139),(48 1738.177),(49 1746.2358),(50 1749.637),(51 1755.1637),(52 1756.3923),(53 1753.7731),(54 1728.4391),(55 1729.8429),(56 1730.9779),(57 1752.2175),(58 1764.0483),(59 1751.3134),(60 1750.4471),(61 1759.0972),(62 1755.8408),(63 1756.148),(64 1784.0807),(65 1774.8336),(66 1786.8844),(67 1813.5194),(68 1816.7344),(69 1836.6473),(70 1839.7548),(71 1827.8441),(72 1834.5435),(73 1861.8102),(74 1859.3458),(75 1868.3907),(76 1892.5812),(77 1904.6134),(78 1903.7408),(79 1928.4495),
(1 976.17426),(2 1170.1017),(3 1204.6068),(4 1215.7241),(5 1268.8739),(6 1282.953),(7 1309.1376),(8 1373.5892),(9 1379.0508),(10 1413.3434),(11 1468.1115),(12 1454.9799),(13 1459.9885),(14 1484.5897),(15 1509.9841),(16 1521.3475),(17 1579.0386),(18 1607.2861),(19 1591.3934),(20 1608.5809),(21 1637.3506),(22 1608.3888),(23 1609.6354),(24 1647.4768),(25 1653.0594),(26 1682.4684),(27 1705.4214),(28 1701.1057),(29 1691.3557),(30 1681.6624),(31 1678.0453),(32 1700.1533),(33 1701.3615),(34 1719.4601),(35 1709.9629),(36 1707.5651),(37 1698.4617),(38 1689.9126),(39 1695.281),(40 1699.4017),(41 1678.3854),(42 1672.5422),(43 1674.6277),(44 1691.7697),(45 1700.252),(46 1679.3832),(47 1676.7832),(48 1681.654),(49 1668.503),(50 1681.1626),(51 1696.3339),(52 1675.6523),(53 1688.8823),(54 1689.4677),(55 1674.61),(56 1704.8708),(57 1713.1833),(58 1699.5079),(59 1731.6962),(60 1715.7139),(61 1721.8636),(62 1730.1582),(63 1737.1742),(64 1750.4198),(65 1753.4033),(66 1754.5929),(67 1759.1665),(68 1785.8342),(69 1801.737),(70 1782.8271),(71 1766.8677),(72 1777.8632),(73 1783.6606),(74 1796.5216),(75 1786.8503),(76 1791.1473),(77 1795.876),(78 1822.6215),(79 1813.0222),
