1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 80683.2),(2 142426.64),(3 170870.75),(4 327259.16),(5 462068.13),(6 564329.44),(7 802569.2),(8 1001106.2),(9 1136308),(10 1436710.1),(11 1683298.6),(12 1887292.1),(13 2277041.3),(14 2613894.3),(15 2878750.8),(16 3310506.8),(17 3709327),(18 4005518),(19 4461050),(20 4875692.5),(21 5195545.5),(22 5660862.5),(23 6128000.5),(24 6459972),(25 6909380),(26 7350064),(27 7702360.5),(28 8153977.5),(29 8596518),(30 8994322),(31 9491741),(32 10045294),(33 10469315),(34 10949291),(35 11454373),(36 11871784),(37 12312545),(38 12794285),(39 13180248),(40 13667821),(41 14176733),(42 14564155),(43 15043376),(44 15552733),(45 15966580),(46 16434584),(47 16974210),(48 17413576),(49 17941954),(50 18555270),(51 19055898),(52 19631928),(53 20265432),(54 20737538),(55 21367408),(56 22033968),(57 22535072),(58 23179104),(59 23861638),(60 24410742),(61 25062486),(62 25775890),(63 26413098),(64 27175334),(65 27978966),(66 28623002),(67 29479562),(68 30398568),(69 31113648),(70 32014126),(71 32962982),(72 33769404),(73 34642416),(74 35638630),(75 36481376),(76 37411908),(77 38378950),(78 39251236),(79 40203670),
(1 540.3522),(2 694.7129),(3 782.0941),(4 816.265),(5 849.8713),(6 874.0581),(7 914.48065),(8 940.09436),(9 966.8822),(10 985.6039),(11 1011.92017),(12 1028.2676),(13 1049.9177),(14 1070.1163),(15 1084.9534),(16 1084.1992),(17 1091.562),(18 1109.0358),(19 1139.3153),(20 1154.1547),(21 1178.1565),(22 1195.9645),(23 1207.8749),(24 1215.9113),(25 1216.995),(26 1234.3276),(27 1245.5371),(28 1247.8551),(29 1258.3143),(30 1266.3566),(31 1284.3708),(32 1288.1746),(33 1298.707),(34 1322.6952),(35 1329.2026),(36 1334.1857),(37 1347.8915),(38 1333.5115),(39 1337.5396),(40 1354.1965),(41 1356.5074),(42 1357.1025),(43 1373.2156),(44 1374.5908),(45 1368.3772),(46 1361.7317),(47 1346.3595),(48 1328.9613),(49 1322.4427),(50 1310.3698),(51 1281.3505),(52 1254.3866),(53 1238.8644),(54 1231.6849),(55 1210.697),(56 1204.8129),(57 1188.2412),(58 1177.1027),(59 1169.2494),(60 1158.5232),(61 1157.5808),(62 1148.576),(63 1152.6909),(64 1157.0186),(65 1155.578),(66 1157.3918),(67 1162.0281),(68 1174.2871),(69 1189.2854),(70 1192.9904),(71 1206.8967),(72 1212.2502),(73 1224.9993),(74 1240.9741),(75 1236.9634),(76 1254.5897),(77 1264.9886),(78 1275.2277),(79 1289.9543),
(1 530.6587),(2 687.84515),(3 751.7082),(4 784.73376),(5 825.2007),(6 851.7614),(7 881.59265),(8 919.254),(9 948.28845),(10 968.32074),(11 977.3235),(12 987.74774),(13 1014.3398),(14 1035.4247),(15 1050.2976),(16 1059.7985),(17 1074.4341),(18 1080.5746),(19 1112.9781),(20 1127.9539),(21 1138.042),(22 1150.7701),(23 1157.403),(24 1161.7611),(25 1166.7712),(26 1189.9163),(27 1192.7776),(28 1201.6232),(29 1206.849),(30 1223.2062),(31 1231.852),(32 1232.5363),(33 1259.2781),(34 1262.1783),(35 1268.3516),(36 1272.4675),(37 1269.6812),(38 1264.1106),(39 1276.9877),(40 1278.309),(41 1279.3712),(42 1277.2324),(43 1280.1967),(44 1283.1539),(45 1295.7361),(46 1288.2004),(47 1281.1721),(48 1275.445),(49 1266.0618),(50 1248.9255),(51 1229.7638),(52 1211.609),(53 1194.3737),(54 1183.4443),(55 1171.1821),(56 1153.6936),(57 1132.9543),(58 1130.336),(59 1116.9785),(60 1103.4668),(61 1097.2566),(62 1095.6141),(63 1082.0736),(64 1091.8488),(65 1092.8611),(66 1105.7607),(67 1121.94),(68 1119.9108),(69 1134.3899),(70 1123.9044),(71 1133.4753),(72 1135.2495),(73 1152.4349),(74 1153.3031),(75 1161.2502),(76 1180.082),(77 1199.7593),(78 1217.9751),(79 1228.3397),
(1 521.1383),(2 680.2771),(3 752.8948),(4 789.9942),(5 822.2933),(6 855.68555),(7 888.60077),(8 930.1288),(9 944.883),(10 967.31104),(11 981.23083),(12 992.72754),(13 1014.72534),(14 1029.455),(15 1055.2194),(16 1059.3433),(17 1061.2494),(18 1076.1694),(19 1101.6224),(20 1107.7368),(21 1112.6046),(22 1126.4304),(23 1139.6089),(24 1147.942),(25 1150.375),(26 1163.0045),(27 1171.3594),(28 1175.859),(29 1191.7404),(30 1191.1536),(31 1204.4774),(32 1208.0925),(33 1227.0365),(34 1236.466),(35 1243.8406),(36 1246.7345),(37 1252.9751),(38 1246.9008),(39 1253.3619),(40 1262.1514),(41 1258.6338),(42 1263.9619),(43 1270.4552),(44 1271.6453),(45 1288.5072),(46 1283.73),(47 1288.2605),(48 1265.3649),(49 1248.1066),(50 1229.1171),(51 1215.2468),(52 1186.6586),(53 1186.3715),(54 1168.6738),(55 1151.7225),(56 1132.9875),(57 1119.7208),(58 1111.3663),(59 1089.6038),(60 1073.1545),(61 1064.5911),(62 1060.3956),(63 1054.5558),(64 1044.945),(65 1057.6328),(66 1061.4084),(67 1071.4725),(68 1081.9951),(69 1080.3969),(70 1084.6222),(71 1101.4146),(72 1108.0658),(73 1115.5577),(74 1134.3931),(75 1149.2454),(76 1155.5979),(77 1162.6558),(78 1171.2858),(79 1183.5587),
(1 512.29626),(2 659.1245),(3 733.43494),(4 768.56384),(5 795.659),(6 822.4935),(7 854.51184),(8 895.40405),(9 911.9496),(10 937.66626),(11 951.3683),(12 961.7556),(13 988.41986),(14 1011.2361),(15 1020.0227),(16 1020.4072),(17 1028.9792),(18 1047.459),(19 1075.8936),(20 1087.1779),(21 1086.405),(22 1097.4672),(23 1111.9626),(24 1110.4862),(25 1117.2262),(26 1126.2006),(27 1141.7849),(28 1135.0679),(29 1145.8467),(30 1148.7864),(31 1161.2803),(32 1155.8641),(33 1173.9841),(34 1185.168),(35 1183.4392),(36 1190.0541),(37 1193.2806),(38 1196.5787),(39 1200.5933),(40 1194.0242),(41 1198.62),(42 1199.7067),(43 1205.0634),(44 1197.7081),(45 1216.313),(46 1216.3181),(47 1200.1588),(48 1195.928),(49 1198.4895),(50 1181.9757),(51 1170.8727),(52 1160.5813),(53 1137.5006),(54 1120.5067),(55 1110.7124),(56 1099.3452),(57 1091.956),(58 1082.0531),(59 1061.7301),(60 1052.7871),(61 1043.7432),(62 1039.3286),(63 1039.6537),(64 1038.3385),(65 1045.418),(66 1042.9551),(67 1051.4799),(68 1066.2233),(69 1062.7783),(70 1073.744),(71 1083.8572),(72 1083.3668),(73 1086.3333),(74 1094.4099),(75 1099.8624),(76 1106.5142),(77 1114.4071),(78 1128.5632),(79 1141.2703),
(1 504.8456),(2 655.9492),(3 715.19214),(4 757.6325),(5 795.0036),(6 823.83386),(7 849.11273),(8 885.4952),(9 898.66986),(10 927.34894),(11 946.3893),(12 956.3533),(13 972.5185),(14 995.0157),(15 1015.6236),(16 1020.5621),(17 1022.6376),(18 1033.3356),(19 1072.0493),(20 1067.1661),(21 1068.4949),(22 1074.1469),(23 1090.796),(24 1100.4246),(25 1108.405),(26 1117.7043),(27 1120.9868),(28 1114.3547),(29 1128.1498),(30 1145.8983),(31 1144.9888),(32 1147.2214),(33 1161.2716),(34 1180.2712),(35 1166.7399),(36 1169.0419),(37 1171.3531),(38 1169.6631),(39 1177.7322),(40 1162.8102),(41 1174.7773),(42 1180.1139),(43 1181.0774),(44 1181.9585),(45 1184.7937),(46 1179.4725),(47 1168.943),(48 1169.7754),(49 1155.7115),(50 1136.3896),(51 1126.5269),(52 1128.0474),(53 1111.3843),(54 1089.0084),(55 1079.815),(56 1065.8356),(57 1054.7959),(58 1046.6707),(59 1036.965),(60 1028.9598),(61 1017.7491),(62 1020.36237),(63 1019.59235),(64 1014.1421),(65 1017.20764),(66 1022.27167),(67 1037.0374),(68 1043.3997),(69 1049.4198),(70 1057.2654),(71 1072.5355),(72 1078.3278),(73 1073.2351),(74 1091.0315),(75 1099.87),(76 1115.1831),(77 1120.3003),(78 1120.2618),(79 1135.9032),
(1 492.3514),(2 644.22064),(3 714.43634),(4 758.0232),(5 791.1768),(6 814.2049),(7 845.6586),(8 890.4455),(9 905.52655),(10 926.5835),(11 945.87787),(12 960.9897),(13 984.6101),(14 1000.2684),(15 1022.12415),(16 1025.7921),(17 1028.2705),(18 1053.8533),(19 1087.2443),(20 1086.1005),(21 1109.0952),(22 1109.2),(23 1125.8818),(24 1138.1572),(25 1140.7645),(26 1152.3241),(27 1157.8661),(28 1151.1869),(29 1160.4657),(30 1167.6259),(31 1177.1881),(32 1177.775),(33 1183.5897),(34 1187.8496),(35 1190.9362),(36 1198.9496),(37 1195.7032),(38 1194.473),(39 1195.4355),(40 1187.9463),(41 1197.2297),(42 1212.0898),(43 1213.8607),(44 1195.9775),(45 1200.7256),(46 1194.698),(47 1187.6346),(48 1181.0819),(49 1162.1184),(50 1134.3997),(51 1119.7493),(52 1101.1453),(53 1077.2415),(54 1061.999),(55 1045.899),(56 1033.1809),(57 1020.9948),(58 1010.0229),(59 1006.8293),(60 994.15826),(61 992.353),(62 1002.8217),(63 1008.06445),(64 1005.7409),(65 1002.81366),(66 1018.247),(67 1032.7129),(68 1043.7539),(69 1052.8882),(70 1061.5879),(71 1073.7148),(72 1084.9961),(73 1091.5022),(74 1111.0629),(75 1125.6078),(76 1142.7673),(77 1148.6069),(78 1169.0913),(79 1174.0569),
(1 490.4961),(2 646.6027),(3 714.7386),(4 754.6484),(5 788.146),(6 816.4074),(7 849.7221),(8 872.2047),(9 897.7683),(10 922.0711),(11 926.51),(12 941.81586),(13 967.6344),(14 991.4532),(15 998.05554),(16 1005.55774),(17 1006.5756),(18 1017.76385),(19 1046.2994),(20 1050.2853),(21 1055.7637),(22 1064.0914),(23 1076.6439),(24 1076.2725),(25 1081.9186),(26 1092.6783),(27 1101.848),(28 1104.5059),(29 1107.002),(30 1115.2012),(31 1120.9385),(32 1120.6597),(33 1137.0801),(34 1138.497),(35 1142.3158),(36 1137.1301),(37 1132.9604),(38 1138.072),(39 1147.7651),(40 1146.6686),(41 1155.7194),(42 1155.1031),(43 1150.8217),(44 1152.2391),(45 1152.2303),(46 1141.9861),(47 1131.808),(48 1121.6791),(49 1114.4595),(50 1101.9532),(51 1092.8983),(52 1081.8915),(53 1073.3627),(54 1049.5635),(55 1028.7977),(56 1025.3378),(57 1022.8699),(58 1018.34454),(59 1008.4428),(60 994.53015),(61 997.7918),(62 1004.3006),(63 1004.1117),(64 1009.3713),(65 1000.978),(66 1021.69196),(67 1020.5437),(68 1035.604),(69 1035.3821),(70 1040.3091),(71 1046.9001),(72 1046.0878),(73 1053.2317),(74 1064.3402),(75 1072.6991),(76 1081.7596),(77 1093.1683),(78 1106.1776),(79 1121.4026),
(1 483.99963),(2 636.3457),(3 706.22424),(4 744.0521),(5 779.85315),(6 808.8759),(7 832.3799),(8 862.90735),(9 878.4817),(10 898.58545),(11 916.3868),(12 931.92773),(13 951.7299),(14 966.07996),(15 972.40753),(16 980.00635),(17 989.9581),(18 998.95734),(19 1029.4359),(20 1028.2468),(21 1045.4878),(22 1050.6927),(23 1056.73),(24 1062.7394),(25 1064.557),(26 1077.0535),(27 1092.61),(28 1085.711),(29 1096.243),(30 1104.3053),(31 1107.9054),(32 1108.4469),(33 1110.9557),(34 1118.0967),(35 1116.4893),(36 1120.4263),(37 1121.2921),(38 1129.1133),(39 1138.8143),(40 1135.4233),(41 1140.8745),(42 1148.019),(43 1139.6327),(44 1136.6942),(45 1143.5266),(46 1139.9688),(47 1125.8691),(48 1121.7113),(49 1114.7261),(50 1104.1637),(51 1098.2722),(52 1091.2632),(53 1089.0651),(54 1074.8427),(55 1055.5901),(56 1049.6257),(57 1037.5906),(58 1029.1989),(59 1014.77234),(60 1011.40326),(61 999.0138),(62 993.3933),(63 993.3023),(64 997.3139),(65 985.055),(66 1000.67523),(67 1017.5628),(68 1025.3046),(69 1031.9557),(70 1032.0884),(71 1050.5525),(72 1062.1677),(73 1062.7483),(74 1060.5707),(75 1071.7423),(76 1079.5942),(77 1092.5833),(78 1106.461),(79 1117.2676),
(1 464.28046),(2 622.7885),(3 698.53687),(4 728.1445),(5 761.5979),(6 782.1234),(7 814.54333),(8 837.76373),(9 861.9907),(10 883.679),(11 888.8695),(12 903.5937),(13 917.6803),(14 936.8671),(15 934.2434),(16 934.1986),(17 939.6611),(18 964.33563),(19 988.7964),(20 988.0848),(21 1004.26807),(22 999.5852),(23 1008.2629),(24 1009.56616),(25 1007.2065),(26 1010.5714),(27 1022.48016),(28 1026.5303),(29 1027.245),(30 1043.2858),(31 1058.2069),(32 1065.334),(33 1074.4562),(34 1077.649),(35 1068.6776),(36 1079.1808),(37 1082.2238),(38 1082.8977),(39 1098.6353),(40 1096.5242),(41 1097.5392),(42 1099.5862),(43 1106.7164),(44 1110.1453),(45 1107.9635),(46 1095.8499),(47 1094.8132),(48 1089.5734),(49 1070.4342),(50 1061.6013),(51 1048.2047),(52 1047.3292),(53 1040.8988),(54 1024.6576),(55 1004.165),(56 1007.5041),(57 994.8513),(58 986.7428),(59 981.1797),(60 985.37085),(61 976.58295),(62 971.89667),(63 987.35767),(64 1003.14166),(65 991.1578),(66 993.53973),(67 1006.09564),(68 1012.58356),(69 1020.27277),(70 1013.543),(71 1030.5731),(72 1035.3813),(73 1048.3738),(74 1056.203),(75 1062.116),(76 1062.2821),(77 1067.8362),(78 1070.7225),(79 1085.3433),
(1 465.0458),(2 616.5082),(3 677.48956),(4 718.771),(5 750.49963),(6 771.95325),(7 793.92114),(8 822.1528),(9 841.0569),(10 856.9979),(11 866.57715),(12 878.59424),(13 882.15216),(14 906.1022),(15 917.3509),(16 925.7403),(17 931.32446),(18 944.83276),(19 964.7286),(20 966.64026),(21 977.7393),(22 969.0323),(23 985.13983),(24 985.13544),(25 989.278),(26 999.6445),(27 1014.0164),(28 1012.4141),(29 1018.077),(30 1032.7184),(31 1039.5107),(32 1043.994),(33 1040.7438),(34 1040.9486),(35 1050.768),(36 1055.4404),(37 1052.5405),(38 1058.8264),(39 1066.888),(40 1065.2908),(41 1074.3658),(42 1077.5359),(43 1075.6271),(44 1077.4132),(45 1081.0526),(46 1073.7546),(47 1052.7798),(48 1038.0872),(49 1028.808),(50 1014.91254),(51 999.22363),(52 994.564),(53 992.27435),(54 990.0825),(55 977.9632),(56 963.37494),(57 958.9828),(58 951.56616),(59 950.58344),(60 942.37866),(61 945.816),(62 944.1643),(63 951.4533),(64 948.0164),(65 954.9399),(66 966.7372),(67 971.955),(68 989.343),(69 1001.29877),(70 984.3963),(71 996.57306),(72 998.76666),(73 1014.1844),(74 1026.3044),(75 1027.7174),(76 1025.7141),(77 1040.3689),(78 1043.2366),(79 1049.5078),
(1 460.0675),(2 611.4567),(3 681.172),(4 719.91376),(5 757.9663),(6 774.5409),(7 792.95667),(8 834.0564),(9 852.7424),(10 878.34143),(11 893.9713),(12 913.1395),(13 927.5576),(14 947.3694),(15 965.64374),(16 967.3773),(17 980.80615),(18 986.7738),(19 1011.4407),(20 1017.7123),(21 1040.0459),(22 1039.2396),(23 1049.3984),(24 1057.9204),(25 1061.3774),(26 1073.6823),(27 1079.667),(28 1091.6738),(29 1099.2039),(30 1102.1893),(31 1112.1764),(32 1117.1206),(33 1124.8333),(34 1120.6091),(35 1127.2305),(36 1138.4623),(37 1144.5751),(38 1142.8036),(39 1153.5131),(40 1148.4758),(41 1150.2495),(42 1151.2838),(43 1156.9987),(44 1149.0607),(45 1151.4581),(46 1142.4778),(47 1123.115),(48 1119.8345),(49 1105.9655),(50 1086.7351),(51 1062.5707),(52 1035.676),(53 1027.2101),(54 1010.18353),(55 991.8524),(56 967.7881),(57 960.5145),(58 949.021),(59 940.25244),(60 933.8366),(61 931.92676),(62 921.721),(63 937.889),(64 936.4607),(65 954.30597),(66 954.67413),(67 976.9034),(68 991.0765),(69 998.7924),(70 1000.1018),(71 1013.52576),(72 1021.5828),(73 1036.107),(74 1056.5226),(75 1074.6018),(76 1080.6786),(77 1101.9069),(78 1116.8275),(79 1113.8976),
(1 444.8232),(2 591.99603),(3 665.1039),(4 699.1486),(5 739.18396),(6 763.88776),(7 780.2834),(8 791.84814),(9 818.46405),(10 834.27625),(11 846.43054),(12 856.98724),(13 886.1064),(14 906.4908),(15 917.5961),(16 920.42975),(17 920.8274),(18 932.5303),(19 963.37006),(20 961.8249),(21 964.2306),(22 970.4697),(23 979.96674),(24 985.62714),(25 988.69244),(26 991.8131),(27 1006.3124),(28 1005.4884),(29 1011.51636),(30 1013.70624),(31 1017.3021),(32 1024.6538),(33 1022.7791),(34 1023.38586),(35 1023.98376),(36 1035.1144),(37 1034.0692),(38 1030.8081),(39 1032.9691),(40 1029.7937),(41 1036.6859),(42 1033.8313),(43 1041.222),(44 1040.6376),(45 1034.6617),(46 1036.8131),(47 1024.9955),(48 1014.33673),(49 1010.8985),(50 997.5646),(51 978.6079),(52 964.7613),(53 961.0601),(54 937.90466),(55 929.9792),(56 915.303),(57 908.1351),(58 903.0089),(59 893.91156),(60 894.5212),(61 882.7503),(62 874.1441),(63 881.1708),(64 882.49066),(65 886.8776),(66 886.7818),(67 891.1015),(68 909.8947),(69 920.9506),(70 931.71136),(71 934.563),(72 937.8032),(73 948.1296),(74 965.4642),(75 967.0945),(76 971.68414),(77 980.0353),(78 994.8984),(79 999.3584),
(1 446.5211),(2 597.6466),(3 669.09906),(4 704.5082),(5 741.9904),(6 761.1689),(7 778.44965),(8 802.0329),(9 813.8105),(10 836.80005),(11 851.82086),(12 863.23425),(13 871.4921),(14 891.40924),(15 898.63965),(16 908.9512),(17 911.51514),(18 927.7939),(19 958.64667),(20 955.03076),(21 968.21454),(22 964.8245),(23 972.619),(24 973.1438),(25 968.6586),(26 975.88257),(27 985.1669),(28 986.77704),(29 1002.0853),(30 999.3628),(31 1007.08813),(32 1012.8595),(33 1008.47845),(34 1010.0141),(35 1000.35645),(36 1002.6774),(37 1006.00073),(38 998.10956),(39 999.64703),(40 990.25775),(41 992.35474),(42 995.95593),(43 1002.4516),(44 1009.423),(45 1004.5519),(46 1003.3453),(47 994.9289),(48 975.5393),(49 974.30145),(50 961.14026),(51 946.4099),(52 937.6125),(53 934.87616),(54 920.9262),(55 914.7045),(56 907.1561),(57 894.3984),(58 889.2116),(59 885.15424),(60 881.4879),(61 874.33777),(62 869.70953),(63 875.1289),(64 885.1523),(65 890.9755),(66 892.02844),(67 897.1028),(68 912.76385),(69 916.94885),(70 924.07635),(71 925.0725),(72 933.7977),(73 944.6136),(74 950.46295),(75 952.92645),(76 963.8219),(77 970.85016),(78 970.9137),(79 978.2372),
(1 427.58636),(2 573.7511),(3 647.7495),(4 685.3047),(5 720.9233),(6 739.16077),(7 759.37274),(8 769.5678),(9 793.9688),(10 815.3986),(11 821.4924),(12 841.05176),(13 864.56104),(14 875.72003),(15 891.1687),(16 902.87555),(17 910.818),(18 922.5538),(19 937.44257),(20 939.5819),(21 948.92096),(22 948.86194),(23 955.80164),(24 969.56177),(25 970.78766),(26 963.79456),(27 977.14),(28 987.3146),(29 987.36584),(30 990.55896),(31 992.76904),(32 1010.8659),(33 1012.31006),(34 1020.9583),(35 1018.6577),(36 1025.1339),(37 1015.8382),(38 1015.79333),(39 1018.6163),(40 1017.72754),(41 1014.462),(42 1006.3551),(43 1022.9204),(44 1023.16815),(45 1019.476),(46 1018.26855),(47 1001.5156),(48 988.5555),(49 984.33887),(50 971.33636),(51 959.2529),(52 940.6865),(53 929.36285),(54 923.6442),(55 923.38153),(56 906.3205),(57 900.7241),(58 890.1807),(59 887.0231),(60 897.2091),(61 889.49115),(62 891.3489),(63 900.90765),(64 900.5605),(65 892.56305),(66 902.181),(67 906.34814),(68 930.89655),(69 931.73267),(70 940.3637),(71 942.1145),(72 946.1481),(73 953.5346),(74 968.79266),(75 971.5832),(76 986.3248),(77 992.32263),(78 1004.08563),(79 1004.2705),
(1 421.63486),(2 567.4426),(3 640.5098),(4 682.07916),(5 714.5354),(6 738.55316),(7 750.3846),(8 767.22235),(9 777.45984),(10 794.49835),(11 793.5167),(12 803.0229),(13 812.6306),(14 834.834),(15 851.70465),(16 858.1453),(17 853.9151),(18 872.84503),(19 889.8054),(20 893.0865),(21 899.4835),(22 900.0038),(23 907.89465),(24 921.8118),(25 929.8551),(26 935.4386),(27 935.29297),(28 939.8141),(29 946.1325),(30 954.8783),(31 957.9611),(32 973.1494),(33 965.1604),(34 972.6792),(35 969.8771),(36 965.1123),(37 970.2015),(38 968.2376),(39 970.8561),(40 975.6862),(41 972.30707),(42 962.9863),(43 970.1488),(44 965.4611),(45 969.6133),(46 970.63525),(47 959.438),(48 951.2529),(49 953.88153),(50 939.0603),(51 932.64636),(52 914.27466),(53 907.33),(54 903.07294),(55 891.8956),(56 879.1563),(57 873.45526),(58 873.9016),(59 878.1488),(60 882.1507),(61 885.923),(62 883.2234),(63 890.2915),(64 891.93365),(65 894.79913),(66 894.2103),(67 897.47095),(68 918.8076),(69 934.20593),(70 941.82983),(71 932.10474),(72 933.58167),(73 933.0985),(74 948.5984),(75 960.75885),(76 969.4261),(77 979.0776),(78 976.92944),(79 969.0886),
(1 425.92438),(2 570.3683),(3 643.8385),(4 679.62415),(5 715.21545),(6 737.19824),(7 760.5625),(8 778.7),(9 796.2918),(10 814.9396),(11 830.13403),(12 846.78516),(13 855.3816),(14 876.2206),(15 891.0279),(16 901.23975),(17 895.43994),(18 917.64044),(19 931.97424),(20 932.3521),(21 938.51074),(22 945.7924),(23 958.767),(24 962.2427),(25 964.6583),(26 972.6936),(27 982.08417),(28 993.6975),(29 998.01965),(30 999.2809),(31 1006.94946),(32 1011.6655),(33 1019.9754),(34 1028.7162),(35 1030.2648),(36 1032.989),(37 1032.1766),(38 1020.3474),(39 1022.1653),(40 1024.1654),(41 1018.8508),(42 1021.0637),(43 1031.0746),(44 1034.3633),(45 1027.5177),(46 1026.4972),(47 1021.44415),(48 1010.06866),(49 1005.4144),(50 988.2454),(51 973.47705),(52 956.7324),(53 950.5409),(54 942.0332),(55 932.89343),(56 921.03864),(57 900.54364),(58 898.2078),(59 895.4976),(60 892.7155),(61 888.4436),(62 894.8292),(63 903.73114),(64 912.145),(65 911.62726),(66 917.5822),(67 928.10596),(68 953.56256),(69 966.4335),(70 971.66046),(71 979.7517),(72 979.9879),(73 997.6479),(74 1009.73505),(75 1019.8643),(76 1028.8112),(77 1036.973),(78 1052.5364),(79 1054.7223),
(1 417.3442),(2 560.1161),(3 631.2091),(4 666.9211),(5 693.9049),(6 714.4375),(7 729.48236),(8 754.13214),(9 775.1132),(10 797.037),(11 804.6249),(12 815.4683),(13 833.8371),(14 840.7052),(15 854.1633),(16 861.72064),(17 863.9576),(18 874.26245),(19 899.5179),(20 891.8969),(21 902.45795),(22 907.4744),(23 917.0218),(24 912.89844),(25 917.03577),(26 925.6048),(27 923.2318),(28 930.50055),(29 940.8436),(30 938.59485),(31 949.72015),(32 963.9549),(33 965.6365),(34 967.79974),(35 963.8786),(36 959.4186),(37 964.8149),(38 964.64813),(39 972.8299),(40 968.5704),(41 969.31384),(42 963.6284),(43 959.8262),(44 959.7948),(45 961.6875),(46 966.50195),(47 948.0542),(48 944.7215),(49 939.2908),(50 926.70166),(51 918.63116),(52 911.61096),(53 904.31866),(54 901.81335),(55 892.08636),(56 885.277),(57 877.4016),(58 870.9194),(59 865.4124),(60 861.6087),(61 861.9916),(62 864.2182),(63 869.55255),(64 884.44855),(65 887.0459),(66 890.8573),(67 896.1351),(68 913.5636),(69 924.0664),(70 926.91364),(71 931.46375),(72 942.3657),(73 957.7658),(74 955.9772),(75 962.3685),(76 968.15094),(77 969.728),(78 981.10736),(79 982.5874),
