1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 23605.787),(2 72787.46),(3 162424.63),(4 289664.94),(5 452663.16),(6 635920.56),(7 831765),(8 1088119.9),(9 1371996.1),(10 1714618.6),(11 2062223.5),(12 2444639.8),(13 2802780.8),(14 3227706.8),(15 3670809),(16 4189693),(17 4757907),(18 5318257.5),(19 5873426),(20 6503410.5),(21 7090739.5),(22 7637389.5),(23 8151447.5),(24 8665360),(25 9156417),(26 9587495),(27 9960185),(28 10324380),(29 10672530),(30 10960183),(31 11265160),(32 11529933),(33 11744993),(34 11944572),(35 12163400),(36 12321011),(37 12514629),(38 12665331),(39 12855416),(40 13009523),(41 13168099),(42 13277316),(43 13436917),(44 13563517),(45 13756460),(46 13935985),(47 14153251),(48 14459723),(49 14873275),(50 15348220),(51 15828349),(52 16304764),(53 16786882),(54 17324678),(55 17852662),(56 18331030),(57 18710896),(58 19002200),(59 19190656),(60 19282264),(61 19313226),(62 19288280),(63 19220580),(64 19160142),(65 19140144),(66 19253634),(67 19404546),(68 19646074),(69 19851960),(70 20003564),(71 20071152),(72 20097362),(73 20210848),(74 20377510),(75 20528328),(76 20646752),(77 20785226),(78 21035666),(79 21373644),
(1 49.907764),(2 60.189087),(3 64.59803),(4 68.14092),(5 71.159134),(6 72.6642),(7 74.327805),(8 75.95709),(9 76.98195),(10 77.45406),(11 78.60286),(12 78.79144),(13 80.61621),(14 81.08534),(15 81.16961),(16 81.46021),(17 80.39699),(18 82.16847),(19 83.19194),(20 83.28178),(21 83.94369),(22 84.82367),(23 84.7422),(24 84.61713),(25 86.02893),(26 86.61788),(27 85.39259),(28 86.158745),(29 85.4565),(30 87.93764),(31 87.265366),(32 88.13559),(33 88.08475),(34 88.439865),(35 87.36413),(36 87.42414),(37 89.0254),(38 89.55942),(39 89.51603),(40 90.0577),(41 89.80624),(42 90.53726),(43 89.45336),(44 89.447914),(45 88.95056),(46 90.3425),(47 89.068275),(48 88.133766),(49 89.91911),(50 89.93251),(51 90.029854),(52 90.130295),(53 92.908134),(54 94.66749),(55 94.91497),(56 96.1136),(57 97.86016),(58 97.18008),(59 98.10119),(60 98.98638),(61 100.97402),(62 102.032),(63 102.134605),(64 103.38684),(65 105.27146),(66 106.63243),(67 105.70327),(68 106.65459),(69 110.22027),(70 108.67381),(71 109.45988),(72 110.75147),(73 110.614296),(74 110.92018),(75 110.19254),(76 110.37501),(77 109.44628),(78 110.53307),(79 110.148476),
(1 48.856853),(2 57.448753),(3 62.596474),(4 65.81921),(5 68.517494),(6 70.6227),(7 71.60885),(8 72.92392),(9 73.873314),(10 74.65619),(11 75.58152),(12 74.2221),(13 77.17768),(14 77.45517),(15 78.388596),(16 78.72843),(17 78.70992),(18 80.500145),(19 81.553505),(20 80.16857),(21 81.02314),(22 81.94319),(23 82.14155),(24 81.75711),(25 82.44607),(26 82.99069),(27 82.133675),(28 82.4324),(29 82.712074),(30 83.96356),(31 83.59262),(32 83.868675),(33 84.51347),(34 84.54958),(35 83.73959),(36 82.378716),(37 84.607086),(38 85.1915),(39 85.07122),(40 86.18195),(41 85.81626),(42 86.50073),(43 86.45699),(44 86.001755),(45 85.82433),(46 86.48371),(47 85.84356),(48 84.651596),(49 85.53563),(50 85.57561),(51 85.921196),(52 86.19629),(53 87.64792),(54 89.38677),(55 90.872795),(56 91.07222),(57 91.95081),(58 91.989),(59 93.73657),(60 94.423294),(61 96.592316),(62 97.64394),(63 97.449295),(64 98.87581),(65 99.839226),(66 100.14061),(67 100.89123),(68 102.77709),(69 104.64656),(70 104.10226),(71 104.93013),(72 105.57993),(73 106.590126),(74 106.44358),(75 105.37458),(76 105.02231),(77 105.10394),(78 105.40982),(79 104.61183),
(1 48.76978),(2 56.78718),(3 62.264137),(4 64.45896),(5 67.0664),(6 70.527115),(7 71.671684),(8 73.13404),(9 73.90413),(10 74.94246),(11 76.04643),(12 75.93056),(13 77.97785),(14 78.84883),(15 79.264565),(16 80.04563),(17 80.15542),(18 80.77824),(19 81.65491),(20 81.33834),(21 82.1993),(22 82.55623),(23 82.6505),(24 82.56032),(25 83.59686),(26 83.756905),(27 82.85662),(28 83.76361),(29 83.931885),(30 84.454575),(31 84.26268),(32 84.250275),(33 84.859764),(34 84.949265),(35 84.21605),(36 82.963905),(37 84.1559),(38 84.99669),(39 85.78985),(40 85.896515),(41 86.15959),(42 86.35565),(43 87.2484),(44 87.60037),(45 87.16018),(46 86.93221),(47 86.01416),(48 85.35351),(49 86.02054),(50 85.87959),(51 85.37561),(52 85.687004),(53 87.574905),(54 88.95536),(55 89.92978),(56 90.73545),(57 90.41534),(58 91.57679),(59 93.720276),(60 93.19167),(61 95.52473),(62 95.71955),(63 95.84612),(64 96.67895),(65 98.327835),(66 97.79836),(67 99.04016),(68 101.98376),(69 103.4835),(70 103.96967),(71 105.047585),(72 105.9644),(73 105.78285),(74 105.05856),(75 103.38579),(76 102.86268),(77 102.83807),(78 104.33876),(79 103.382385),
(1 47.69308),(2 56.27376),(3 60.64803),(4 64.07441),(5 65.94329),(6 68.75865),(7 70.25589),(8 71.9809),(9 73.610695),(10 73.98075),(11 74.53344),(12 74.546394),(13 76.55843),(14 78.39107),(15 78.66758),(16 78.42747),(17 79.52684),(18 80.2356),(19 80.975914),(20 80.25991),(21 81.56004),(22 81.2396),(23 80.44909),(24 80.852806),(25 82.1867),(26 82.1317),(27 82.6969),(28 82.75675),(29 82.74469),(30 83.480156),(31 83.14645),(32 82.96609),(33 83.36975),(34 82.76841),(35 82.31951),(36 81.540405),(37 83.42881),(38 83.65988),(39 83.94804),(40 84.44268),(41 84.57542),(42 85.92879),(43 85.75418),(44 86.14222),(45 85.865326),(46 85.22878),(47 84.925354),(48 84.88687),(49 85.756744),(50 85.451744),(51 85.335884),(52 85.733894),(53 88.31463),(54 89.883446),(55 91.8386),(56 92.5208),(57 93.2598),(58 95.4589),(59 95.876175),(60 96.38737),(61 99.11337),(62 100.86187),(63 100.22269),(64 100.97584),(65 101.52841),(66 103.12729),(67 103.956696),(68 105.13952),(69 107.32496),(70 106.64716),(71 107.804535),(72 108.19512),(73 107.96344),(74 107.49912),(75 106.3922),(76 106.1651),(77 105.48514),(78 106.13752),(79 106.57738),
(1 47.49736),(2 56.548252),(3 61.543385),(4 64.1231),(5 66.538315),(6 69.61985),(7 70.44621),(8 71.2444),(9 73.10861),(10 73.192726),(11 73.70248),(12 72.97973),(13 75.40267),(14 77.360756),(15 76.7372),(16 77.47243),(17 78.079285),(18 79.40239),(19 79.495316),(20 80.09025),(21 81.427864),(22 81.451706),(23 79.72323),(24 79.64142),(25 80.24517),(26 81.06708),(27 80.7947),(28 82.0388),(29 83.026276),(30 83.97108),(31 83.286476),(32 82.73743),(33 83.35489),(34 83.39823),(35 82.68137),(36 82.11663),(37 83.86341),(38 84.66732),(39 84.330925),(40 84.23368),(41 85.68535),(42 85.98964),(43 85.44254),(44 85.65739),(45 85.35927),(46 85.580795),(47 84.0088),(48 83.90246),(49 84.90772),(50 85.167366),(51 84.955894),(52 85.50419),(53 87.01779),(54 88.96885),(55 89.717064),(56 91.14339),(57 92.936874),(58 92.74582),(59 92.444916),(60 93.08149),(61 94.81081),(62 95.85252),(63 94.445854),(64 96.06668),(65 95.251144),(66 98.33396),(67 99.35771),(68 100.75743),(69 101.88952),(70 101.41891),(71 102.77622),(72 105.09091),(73 104.67501),(74 104.60705),(75 102.868546),(76 103.15472),(77 102.36311),(78 103.24144),(79 103.87388),
(1 45.87545),(2 54.598022),(3 59.153503),(4 62.063187),(5 65.3694),(6 67.91449),(7 68.61451),(8 69.73494),(9 72.39654),(10 72.16575),(11 73.38323),(12 73.38145),(13 74.64594),(14 76.23412),(15 75.829704),(16 76.099945),(17 76.978836),(18 77.74146),(19 78.131355),(20 77.5663),(21 79.12009),(22 78.664856),(23 77.30239),(24 77.51583),(25 77.90891),(26 78.78194),(27 78.05865),(28 78.923325),(29 80.05337),(30 81.14317),(31 80.263374),(32 80.462875),(33 80.96223),(34 80.676),(35 81.20815),(36 80.899025),(37 82.30722),(38 83.03166),(39 82.16304),(40 83.754684),(41 84.58217),(42 85.63747),(43 84.96807),(44 85.18712),(45 84.56122),(46 83.67189),(47 83.78984),(48 82.33156),(49 83.67471),(50 82.784386),(51 83.52537),(52 83.3219),(53 85.077995),(54 86.24752),(55 88.367226),(56 90.65628),(57 92.72579),(58 92.93897),(59 93.36874),(60 93.64355),(61 95.15862),(62 96.23931),(63 96.773186),(64 98.09067),(65 97.67189),(66 99.886154),(67 100.7033),(68 102.46117),(69 104.5852),(70 104.47285),(71 105.378685),(72 105.54094),(73 105.87366),(74 105.61025),(75 103.581696),(76 103.8091),(77 103.80358),(78 104.39724),(79 104.568695),
(1 46.03776),(2 54.762424),(3 58.475124),(4 61.698185),(5 63.589943),(6 67.033424),(7 67.46179),(8 68.56799),(9 70.56325),(10 71.44229),(11 72.13751),(12 71.67373),(13 72.88381),(14 74.299164),(15 72.72715),(16 73.869644),(17 75.21892),(18 75.3852),(19 76.46959),(20 76.594986),(21 77.55706),(22 77.9958),(23 78.076164),(24 78.312416),(25 79.246605),(26 78.65125),(27 78.477776),(28 78.89976),(29 79.0152),(30 80.16441),(31 79.545364),(32 80.18228),(33 81.0168),(34 80.530624),(35 80.59574),(36 80.03055),(37 81.58166),(38 82.298294),(39 80.835236),(40 82.02292),(41 82.45017),(42 83.10629),(43 83.22828),(44 83.97405),(45 82.9584),(46 83.07858),(47 82.67013),(48 81.719986),(49 82.85783),(50 82.55943),(51 81.73635),(52 82.42873),(53 85.03652),(54 86.131805),(55 87.614624),(56 88.71775),(57 89.88088),(58 90.18475),(59 91.53633),(60 91.71312),(61 93.57123),(62 94.2085),(63 94.93898),(64 96.60231),(65 96.99937),(66 99.69424),(67 100.53771),(68 102.14062),(69 104.410355),(70 104.843506),(71 105.560455),(72 106.86223),(73 106.28201),(74 106.96149),(75 104.71343),(76 104.68291),(77 103.81453),(78 104.44775),(79 104.52584),
(1 46.847656),(2 55.2024),(3 58.931084),(4 62.550465),(5 64.32263),(6 67.41827),(7 67.85364),(8 69.045235),(9 70.31389),(10 70.901566),(11 72.330284),(12 71.93607),(13 74.34796),(14 74.48722),(15 73.79313),(16 74.86747),(17 75.83535),(18 77.060905),(19 77.74262),(20 76.44889),(21 77.432526),(22 78.331604),(23 79.37082),(24 78.92433),(25 78.14055),(26 79.63351),(27 79.43186),(28 80.21834),(29 80.23077),(30 80.92384),(31 80.95226),(32 80.54546),(33 81.04497),(34 81.13875),(35 80.566956),(36 80.58389),(37 82.17756),(38 82.43688),(39 82.04374),(40 82.54517),(41 82.89544),(42 83.05723),(43 84.45284),(44 84.306076),(45 82.95728),(46 83.362595),(47 82.98173),(48 82.073326),(49 83.48909),(50 83.371124),(51 81.72421),(52 82.67064),(53 84.181145),(54 86.5731),(55 86.827934),(56 87.98313),(57 89.06715),(58 89.81104),(59 90.00056),(60 89.81754),(61 90.87946),(62 92.48644),(63 93.18051),(64 93.854195),(65 94.51514),(66 96.0638),(67 96.782814),(68 98.88877),(69 98.840904),(70 99.500404),(71 99.726105),(72 100.78866),(73 101.43209),(74 100.865746),(75 99.75826),(76 100.239975),(77 100.0878),(78 100.655655),(79 100.52898),
(1 45.83371),(2 54.244556),(3 58.324223),(4 61.388863),(5 63.830307),(6 66.3099),(7 66.93977),(8 68.87571),(9 69.65647),(10 69.80203),(11 71.505806),(12 71.70725),(13 73.31004),(14 74.31814),(15 73.18201),(16 74.64519),(17 75.320946),(18 76.219795),(19 76.91094),(20 75.81324),(21 76.63563),(22 76.87826),(23 77.50198),(24 76.52715),(25 76.3082),(26 78.86927),(27 77.20013),(28 77.58179),(29 77.43274),(30 79.17653),(31 79.68554),(32 79.518974),(33 78.720116),(34 79.677765),(35 79.60186),(36 79.29824),(37 79.78534),(38 79.99594),(39 79.73513),(40 80.44071),(41 80.35045),(42 80.29379),(43 81.89912),(44 82.89679),(45 82.12589),(46 80.86949),(47 81.121284),(48 80.55098),(49 82.50925),(50 82.52949),(51 82.44021),(52 82.84922),(53 84.80719),(54 86.6237),(55 87.806694),(56 87.85441),(57 87.72129),(58 89.12109),(59 89.95506),(60 89.56173),(61 92.21157),(62 92.5362),(63 92.87621),(64 92.656876),(65 94.853424),(66 94.84078),(67 96.17466),(68 97.84015),(69 99.4554),(70 99.93597),(71 100.437256),(72 101.3777),(73 101.54487),(74 101.96897),(75 101.191795),(76 101.10439),(77 101.10207),(78 101.55776),(79 101.92227),
(1 45.16582),(2 53.881927),(3 58.127605),(4 60.751045),(5 62.99331),(6 66.466324),(7 67.294685),(8 68.94257),(9 70.2561),(10 69.794495),(11 71.51742),(12 72.292725),(13 73.38252),(14 73.98209),(15 73.412094),(16 74.18925),(17 75.27281),(18 76.867615),(19 76.5548),(20 75.91581),(21 76.48879),(22 77.24453),(23 77.6174),(24 76.5154),(25 77.330124),(26 78.54861),(27 77.22239),(28 77.63424),(29 78.78784),(30 80.06602),(31 79.78888),(32 79.75277),(33 78.99711),(34 79.05793),(35 78.52115),(36 78.21889),(37 78.781876),(38 80.29842),(39 79.393394),(40 80.44928),(41 81.42149),(42 81.91783),(43 81.10799),(44 81.49828),(45 80.643936),(46 79.0565),(47 79.55038),(48 78.581474),(49 79.17152),(50 79.57615),(51 79.804596),(52 80.160385),(53 82.1589),(54 83.80459),(55 84.82181),(56 84.98548),(57 85.27902),(58 86.702065),(59 87.71648),(60 88.479095),(61 90.68707),(62 90.86721),(63 91.40251),(64 91.72762),(65 93.33586),(66 93.91138),(67 95.628624),(68 96.429535),(69 96.796265),(70 97.11499),(71 97.39651),(72 99.07313),(73 98.7061),(74 98.27724),(75 97.218475),(76 97.74304),(77 97.09681),(78 98.36368),(79 97.7237),
(1 43.772568),(2 53.214115),(3 57.02849),(4 59.67452),(5 61.01935),(6 63.737015),(7 65.08438),(8 66.60638),(9 67.97858),(10 68.14712),(11 69.89006),(12 70.35821),(13 71.281624),(14 71.435425),(15 71.927475),(16 71.95597),(17 73.31082),(18 74.32937),(19 74.61653),(20 74.41535),(21 74.60767),(22 75.31973),(23 75.48317),(24 75.14471),(25 76.40248),(26 76.77439),(27 75.766785),(28 76.20341),(29 76.48596),(30 77.02476),(31 76.9766),(32 77.768135),(33 77.56845),(34 76.72924),(35 77.01824),(36 76.33477),(37 77.60149),(38 78.84533),(39 78.0806),(40 79.14145),(41 80.06175),(42 80.841354),(43 80.67828),(44 79.758804),(45 79.02231),(46 80.03658),(47 79.77928),(48 79.780495),(49 80.362305),(50 80.503624),(51 79.821815),(52 79.61006),(53 81.337),(54 82.24372),(55 83.30317),(56 83.936195),(57 84.92201),(58 86.14834),(59 85.60577),(60 86.45458),(61 88.12087),(62 89.268265),(63 89.241646),(64 89.82944),(65 89.52744),(66 91.0883),(67 92.92557),(68 93.13111),(69 94.5582),(70 94.287155),(71 95.076996),(72 96.3735),(73 96.56919),(74 97.37393),(75 96.104935),(76 96.575195),(77 96.0683),(78 95.682396),(79 96.546005),
(1 42.587337),(2 51.577072),(3 55.567352),(4 57.5236),(5 59.450405),(6 62.460064),(7 63.57881),(8 64.88287),(9 65.736595),(10 66.35374),(11 67.51415),(12 66.957726),(13 68.42041),(14 68.90666),(15 68.98839),(16 68.99659),(17 70.51768),(18 71.80993),(19 72.543526),(20 71.91789),(21 73.85893),(22 73.47768),(23 73.12924),(24 73.33855),(25 73.61076),(26 74.06048),(27 73.89276),(28 73.96532),(29 74.41063),(30 74.62623),(31 74.763115),(32 76.13447),(33 76.01421),(34 75.83894),(35 75.84204),(36 74.3944),(37 75.628746),(38 76.79498),(39 76.615875),(40 77.08331),(41 78.30095),(42 79.42519),(43 79.55472),(44 78.60173),(45 78.336555),(46 76.80076),(47 76.52771),(48 76.42844),(49 76.884155),(50 77.42406),(51 77.43412),(52 78.138985),(53 78.83683),(54 79.18276),(55 80.32212),(56 80.77653),(57 82.31457),(58 81.820625),(59 83.68537),(60 82.874954),(61 85.07915),(62 86.09523),(63 85.92783),(64 86.51393),(65 87.42686),(66 89.15156),(67 91.04145),(68 91.82618),(69 93.0319),(70 93.898476),(71 94.52693),(72 95.195305),(73 95.74789),(74 95.772545),(75 93.353386),(76 94.13039),(77 94.46381),(78 94.54102),(79 94.87459),
(1 43.5565),(2 51.671104),(3 55.632584),(4 58.075016),(5 60.13504),(6 62.222706),(7 63.143192),(8 64.24203),(9 64.37449),(10 65.88377),(11 67.251396),(12 65.67168),(13 68.08333),(14 69.558556),(15 68.84199),(16 69.5955),(17 70.42268),(18 71.174),(19 71.998116),(20 72.243),(21 73.9024),(22 73.46063),(23 73.0619),(24 72.908844),(25 73.798004),(26 74.01545),(27 73.4324),(28 73.850555),(29 74.3306),(30 74.788574),(31 75.477135),(32 76.293304),(33 76.03339),(34 76.11586),(35 75.40234),(36 74.596405),(37 75.86088),(38 76.478714),(39 76.0116),(40 76.70504),(41 77.63908),(42 78.084045),(43 78.10418),(44 77.5894),(45 77.5918),(46 76.990944),(47 76.3853),(48 76.936195),(49 77.462685),(50 77.56872),(51 75.80555),(52 76.55944),(53 77.37397),(54 78.32823),(55 79.440605),(56 79.76663),(57 81.89612),(58 82.51964),(59 83.339806),(60 83.83823),(61 85.01448),(62 85.29242),(63 84.42902),(64 84.75493),(65 86.634186),(66 88.109505),(67 89.34167),(68 90.27258),(69 90.99047),(70 92.3987),(71 92.62046),(72 93.35026),(73 93.12241),(74 94.55351),(75 92.45298),(76 92.67241),(77 93.46982),(78 92.99997),(79 92.80539),
(1 43.293915),(2 51.07735),(3 55.285976),(4 58.167778),(5 59.93762),(6 62.622696),(7 63.222923),(8 64.69019),(9 65.42235),(10 66.17041),(11 67.078316),(12 66.18046),(13 67.98232),(14 69.33036),(15 69.034546),(16 69.43612),(17 70.50645),(18 70.63679),(19 70.72602),(20 71.40194),(21 72.26815),(22 71.85462),(23 71.946495),(24 71.75016),(25 71.90452),(26 72.61345),(27 71.94517),(28 72.27883),(29 72.42117),(30 73.95744),(31 73.400055),(32 73.68605),(33 73.69253),(34 73.43118),(35 73.05248),(36 73.30475),(37 73.75484),(38 74.664314),(39 73.62466),(40 74.15153),(41 74.795265),(42 75.33487),(43 74.97141),(44 76.00894),(45 75.6276),(46 75.36474),(47 75.31858),(48 74.9903),(49 75.10248),(50 76.15126),(51 75.66822),(52 76.26836),(53 77.235016),(54 77.93606),(55 79.13528),(56 80.047554),(57 82.04912),(58 82.07432),(59 81.391426),(60 82.15465),(61 83.2432),(62 84.71239),(63 84.70696),(64 85.587746),(65 86.156624),(66 87.509094),(67 88.39465),(68 88.96777),(69 89.26223),(70 90.93524),(71 91.53575),(72 92.46302),(73 92.62908),(74 93.10796),(75 91.80897),(76 91.66009),(77 91.80702),(78 92.0014),(79 90.80732),
(1 43.08916),(2 51.034184),(3 54.618015),(4 57.023155),(5 59.688435),(6 61.883938),(7 62.90558),(8 64.274574),(9 64.812454),(10 66.06408),(11 66.83024),(12 66.70817),(13 68.69483),(14 69.386086),(15 69.78146),(16 69.253975),(17 70.00848),(18 70.44859),(19 70.1936),(20 71.34301),(21 71.4999),(22 71.135895),(23 71.20238),(24 71.052315),(25 71.584145),(26 71.2398),(27 70.825066),(28 71.60201),(29 72.11315),(30 72.79101),(31 72.9799),(32 73.05252),(33 72.92956),(34 72.53578),(35 72.82234),(36 72.57854),(37 72.91626),(38 74.18669),(39 73.31892),(40 74.04059),(41 74.77313),(42 75.47922),(43 75.38085),(44 74.928535),(45 74.595245),(46 74.70427),(47 75.02145),(48 74.772934),(49 75.45617),(50 74.92831),(51 75.13426),(52 75.79768),(53 76.59474),(54 77.14228),(55 78.033394),(56 78.85208),(57 79.67022),(58 80.286156),(59 81.316635),(60 81.82564),(61 83.465004),(62 83.78662),(63 83.23943),(64 85.0189),(65 84.745766),(66 86.55729),(67 87.06325),(68 87.54194),(69 87.94621),(70 89.73091),(71 89.97571),(72 90.625824),(73 90.8018),(74 90.38837),(75 89.1425),(76 89.47269),(77 88.90196),(78 88.97877),(79 88.420334),
(1 42.542107),(2 50.563675),(3 53.823284),(4 56.185886),(5 58.474308),(6 60.088345),(7 61.425686),(8 62.447723),(9 63.473927),(10 64.85609),(11 66.39165),(12 65.32404),(13 66.956894),(14 66.91784),(15 67.12318),(16 66.26705),(17 67.13254),(18 68.65184),(19 68.785515),(20 69.7062),(21 70.20448),(22 70.53099),(23 70.64051),(24 70.39338),(25 71.3392),(26 72.12394),(27 71.12189),(28 71.22641),(29 71.21722),(30 72.40466),(31 72.25581),(32 72.744064),(33 73.04117),(34 73.0073),(35 72.36164),(36 72.26725),(37 72.94248),(38 74.492294),(39 73.98501),(40 74.1246),(41 75.17234),(42 76.575356),(43 75.61813),(44 75.69928),(45 75.831955),(46 74.35015),(47 74.11502),(48 74.44247),(49 75.688156),(50 74.702225),(51 74.71415),(52 75.18449),(53 76.53838),(54 77.04446),(55 78.742516),(56 79.94389),(57 80.75618),(58 80.822624),(59 81.93188),(60 82.41004),(61 84.16099),(62 84.33003),(63 82.57486),(64 83.9735),(65 85.46631),(66 87.690605),(67 88.43322),(68 88.70946),(69 89.32275),(70 89.15114),(71 89.823784),(72 91.05258),(73 91.37443),(74 90.53383),(75 90.35822),(76 90.64162),(77 89.6083),(78 90.05785),(79 90.6282),
(1 42.269318),(2 49.941563),(3 53.945972),(4 56.327953),(5 58.584324),(6 60.70324),(7 61.83786),(8 63.00114),(9 63.784214),(10 64.87929),(11 66.19229),(12 65.763596),(13 67.42111),(14 67.34631),(15 67.50076),(16 67.49444),(17 67.907265),(18 68.549286),(19 69.45113),(20 69.391495),(21 69.78402),(22 69.93147),(23 70.9829),(24 69.78293),(25 70.585464),(26 71.59305),(27 70.419014),(28 70.51924),(29 70.55978),(30 72.7582),(31 71.80694),(32 71.759895),(33 72.44585),(34 71.36082),(35 71.811295),(36 72.001396),(37 72.840324),(38 73.70812),(39 73.21838),(40 73.13319),(41 74.298004),(42 75.54296),(43 75.35741),(44 75.58701),(45 75.6651),(46 74.92116),(47 75.1224),(48 75.162735),(49 76.52208),(50 75.853),(51 74.841286),(52 75.5047),(53 77.54191),(54 78.102875),(55 79.479904),(56 79.49997),(57 79.21153),(58 79.07045),(59 80.46661),(60 80.58597),(61 82.22676),(62 82.53586),(63 82.23393),(64 83.06493),(65 83.59921),(66 85.589836),(67 86.14085),(68 86.01967),(69 85.973694),(70 86.64338),(71 86.61942),(72 87.521225),(73 87.396385),(74 86.369934),(75 86.58793),(76 86.95854),(77 86.42643),(78 87.00936),(79 86.14155),
(1 40.784378),(2 49.00124),(3 52.33077),(4 54.6232),(5 56.72365),(6 58.79931),(7 59.741028),(8 61.45983),(9 62.66959),(10 63.53367),(11 63.416622),(12 63.256943),(13 65.35716),(14 65.8599),(15 65.70263),(16 65.43513),(17 65.892845),(18 67.91098),(19 69.24523),(20 67.97506),(21 68.29342),(22 68.28086),(23 69.0057),(24 68.47779),(25 69.8376),(26 70.531265),(27 70.25883),(28 70.53354),(29 70.17191),(30 72.30754),(31 70.81275),(32 71.47612),(33 71.43945),(34 69.88903),(35 70.84688),(36 71.42347),(37 71.27225),(38 72.07524),(39 71.69055),(40 72.62979),(41 73.402725),(42 74.1493),(43 73.84366),(44 74.126656),(45 73.15643),(46 73.09283),(47 72.6527),(48 72.08487),(49 73.19258),(50 73.10847),(51 72.33014),(52 72.45713),(53 75.3357),(54 76.018135),(55 76.38249),(56 77.30367),(57 78.671616),(58 79.589066),(59 80.7242),(60 80.25116),(61 81.1114),(62 81.99038),(63 82.67695),(64 82.33178),(65 82.719955),(66 84.39995),(67 85.31035),(68 86.046715),(69 86.102585),(70 86.10544),(71 86.53474),(72 87.57835),(73 87.71527),(74 87.00254),(75 85.9316),(76 86.793915),(77 85.81081),(78 86.05317),(79 84.88726),
