1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 169254.83),(2 463810),(3 793416.5),(4 1202980.1),(5 1608182.4),(6 1952046.6),(7 2324070.3),(8 2698090.8),(9 2980483.8),(10 3275501.8),(11 3561113.3),(12 3661250.3),(13 3694328.3),(14 3741347.3),(15 3764650.3),(16 3737022.8),(17 3633175.3),(18 3565280.3),(19 3613369.3),(20 3590779.3),(21 3555647),(22 3601955.3),(23 3725123.8),(24 3764456),(25 3757916.8),(26 3974414),(27 4404733),(28 4807266.5),(29 5313965.5),(30 6221090),(31 7017115.5),(32 7441190),(33 8296191.5),(34 9248479),(35 9921252),(36 10229265),(37 10864444),(38 11471333),(39 12285363),(40 12906000),(41 13272815),(42 13745216),(43 14366565),(44 14823520),(45 15255299),(46 15536581),(47 15815309),(48 16133863),(49 16187720),(50 16302328),(51 16563779),(52 16467932),(53 16451052),(54 16368004),(55 16093925),(56 16009619),(57 15957296),(58 15663072),(59 15474136),(60 15442187),(61 15341469),(62 15102357),(63 14836495),(64 14571216),(65 14340851),(66 14031439),(67 13701924),(68 13408855),(69 13290828),(70 13283196),(71 13130261),(72 13072416),(73 13400485),(74 13393333),(75 13190360),(76 13655515),(77 14685699),(78 15888173),(79 17221778),
(1 46.091415),(2 50.97962),(3 53.12449),(4 54.032253),(5 54.70543),(6 54.446827),(7 55.561543),(8 56.17718),(9 56.589844),(10 56.385635),(11 56.697186),(12 56.081627),(13 57.188805),(14 57.33204),(15 56.935863),(16 57.471302),(17 57.514973),(18 57.013786),(19 56.988216),(20 57.08401),(21 57.43838),(22 56.639526),(23 56.56775),(24 56.2702),(25 57.015656),(26 56.482433),(27 55.63236),(28 55.91705),(29 56.664864),(30 55.61635),(31 55.774284),(32 55.49542),(33 56.2158),(34 55.808678),(35 56.418076),(36 55.75788),(37 56.245262),(38 56.217308),(39 56.527847),(40 57.483723),(41 56.827244),(42 57.041298),(43 57.844986),(44 57.181854),(45 57.332405),(46 56.69678),(47 57.212357),(48 58.170017),(49 57.639072),(50 58.059498),(51 57.44882),(52 56.889256),(53 57.50201),(54 55.995697),(55 56.583866),(56 56.87804),(57 57.59901),(58 57.243587),(59 57.408813),(60 57.4608),(61 58.449665),(62 58.027195),(63 57.044582),(64 56.598057),(65 57.51198),(66 57.169025),(67 57.156517),(68 57.33531),(69 57.558247),(70 57.74991),(71 58.040775),(72 58.04464),(73 58.14863),(74 58.321896),(75 57.37662),(76 57.89218),(77 57.599716),(78 57.49823),(79 58.70401),
(1 45.126965),(2 50.877716),(3 53.12684),(4 53.64844),(5 54.339252),(6 53.838703),(7 54.927486),(8 55.265903),(9 56.337418),(10 54.993916),(11 56.35431),(12 55.99118),(13 56.56045),(14 56.472446),(15 56.458393),(16 56.862473),(17 56.903126),(18 56.213566),(19 56.56874),(20 55.96966),(21 56.29611),(22 55.760994),(23 55.928246),(24 55.652817),(25 56.278522),(26 55.924232),(27 56.069424),(28 56.276295),(29 56.953594),(30 56.86287),(31 56.49776),(32 56.350006),(33 56.800293),(34 56.31696),(35 56.86563),(36 56.14709),(37 56.53843),(38 56.654022),(39 56.999256),(40 56.93374),(41 58.386883),(42 57.775543),(43 58.44754),(44 57.069866),(45 57.773785),(46 57.503597),(47 57.650864),(48 57.655525),(49 57.692287),(50 57.642258),(51 56.862614),(52 56.113083),(53 57.046494),(54 56.30305),(55 57.28597),(56 57.63201),(57 58.383774),(58 58.099525),(59 57.322216),(60 56.17434),(61 57.177055),(62 57.379887),(63 56.74579),(64 55.781826),(65 57.271076),(66 57.01347),(67 57.351738),(68 56.52316),(69 55.802746),(70 56.582817),(71 56.886547),(72 56.74252),(73 57.035156),(74 57.874134),(75 57.137203),(76 57.341293),(77 56.9637),(78 56.973785),(79 57.812157),
(1 44.042072),(2 49.984055),(3 51.71869),(4 52.57269),(5 53.522057),(6 53.42648),(7 54.388214),(8 54.201668),(9 55.59587),(10 54.673817),(11 55.889626),(12 54.92314),(13 55.140522),(14 54.440716),(15 54.54323),(16 55.242466),(17 55.983177),(18 55.477875),(19 55.137447),(20 54.81496),(21 55.665607),(22 54.654037),(23 55.8336),(24 55.123745),(25 54.427338),(26 54.43861),(27 53.898643),(28 54.627617),(29 54.14563),(30 54.89417),(31 54.09622),(32 53.725746),(33 54.557125),(34 54.450573),(35 54.192257),(36 55.014984),(37 55.11322),(38 54.77869),(39 55.391476),(40 54.93623),(41 56.075787),(42 55.863617),(43 55.89356),(44 55.493526),(45 55.91451),(46 55.92187),(47 55.485363),(48 55.973415),(49 56.43108),(50 56.08202),(51 56.253956),(52 55.40841),(53 55.499714),(54 55.15936),(55 56.004852),(56 55.989166),(57 56.447147),(58 55.86727),(59 56.39687),(60 55.5527),(61 55.80238),(62 55.963146),(63 55.179703),(64 55.581825),(65 55.632656),(66 54.84764),(67 55.474155),(68 55.063572),(69 55.172443),(70 55.190556),(71 56.72142),(72 55.792946),(73 56.46609),(74 56.187122),(75 55.911427),(76 55.815987),(77 55.84536),(78 55.7412),(79 55.561592),
(1 44.334473),(2 48.815388),(3 51.228508),(4 52.500885),(5 53.091797),(6 53.66745),(7 53.270325),(8 53.980366),(9 54.605347),(10 53.53087),(11 54.970478),(12 55.290924),(13 54.96165),(14 54.215183),(15 55.188976),(16 54.411415),(17 54.411842),(18 53.796066),(19 53.942165),(20 54.173958),(21 54.663292),(22 53.697906),(23 54.053013),(24 53.56304),(25 54.04714),(26 53.309746),(27 53.272263),(28 53.349297),(29 53.208374),(30 53.809177),(31 53.49018),(32 53.643406),(33 53.331215),(34 52.833447),(35 53.22779),(36 53.324722),(37 54.011456),(38 54.729164),(39 54.401917),(40 54.720173),(41 54.84756),(42 54.908684),(43 54.935715),(44 54.658207),(45 55.05402),(46 54.82412),(47 54.714405),(48 55.355328),(49 56.178272),(50 56.24749),(51 55.3131),(52 55.053387),(53 55.891426),(54 54.838215),(55 55.42826),(56 55.349724),(57 54.96084),(58 54.49529),(59 54.98729),(60 54.950993),(61 54.90658),(62 55.40479),(63 54.193672),(64 54.779076),(65 54.87472),(66 54.10926),(67 54.602505),(68 54.173885),(69 54.393353),(70 53.678562),(71 55.451794),(72 54.860905),(73 55.043365),(74 55.427185),(75 55.13191),(76 55.0296),(77 55.32101),(78 55.281433),(79 55.56724),
(1 43.620983),(2 49.151714),(3 51.18354),(4 52.300156),(5 52.388447),(6 53.5686),(7 53.578175),(8 53.978065),(9 55.04285),(10 54.401737),(11 54.989536),(12 55.14636),(13 55.650345),(14 55.06323),(15 54.620914),(16 54.57013),(17 55.033016),(18 54.93333),(19 54.455315),(20 54.314194),(21 54.797188),(22 54.25413),(23 53.700542),(24 53.953663),(25 53.7458),(26 53.56613),(27 53.892773),(28 53.615562),(29 54.054874),(30 54.265594),(31 53.904076),(32 54.77864),(33 54.688816),(34 53.667034),(35 53.671402),(36 53.8406),(37 54.897335),(38 54.923176),(39 55.229465),(40 55.503025),(41 56.041393),(42 56.13428),(43 56.406513),(44 56.907925),(45 55.758347),(46 55.372253),(47 55.38058),(48 55.794273),(49 56.329315),(50 55.617302),(51 55.911507),(52 55.537655),(53 56.238403),(54 55.84244),(55 56.346996),(56 56.877636),(57 57.01303),(58 56.544353),(59 56.390404),(60 55.862896),(61 55.758476),(62 56.076286),(63 56.094204),(64 55.485146),(65 56.248405),(66 55.435677),(67 55.109093),(68 55.35017),(69 55.993473),(70 55.689022),(71 55.23289),(72 55.683872),(73 55.907425),(74 55.824398),(75 55.955315),(76 56.122353),(77 55.620518),(78 55.605206),(79 56.03383),
(1 43.59957),(2 48.616386),(3 51.47457),(4 51.995102),(5 51.58019),(6 52.534786),(7 53.04966),(8 53.0819),(9 53.79383),(10 52.921726),(11 53.543854),(12 53.67818),(13 54.075092),(14 53.862415),(15 54.058655),(16 54.695244),(17 54.202827),(18 54.77152),(19 54.03359),(20 53.47021),(21 53.979176),(22 53.08272),(23 54.01077),(24 53.358315),(25 53.81775),(26 53.362263),(27 53.31247),(28 53.377293),(29 53.67544),(30 53.222652),(31 53.1157),(32 53.02865),(33 53.220684),(34 52.875114),(35 53.08053),(36 53.557255),(37 53.853325),(38 54.472046),(39 53.43535),(40 54.135666),(41 55.294857),(42 54.575993),(43 54.552982),(44 54.685543),(45 54.64302),(46 54.58798),(47 54.333134),(48 55.279285),(49 54.744724),(50 55.44551),(51 54.253357),(52 54.261356),(53 54.282967),(54 54.171097),(55 54.70788),(56 55.0974),(57 55.206944),(58 54.612614),(59 54.851395),(60 54.155205),(61 54.852898),(62 54.56344),(63 53.707947),(64 53.352715),(65 53.974594),(66 53.987713),(67 53.78755),(68 53.80079),(69 54.06389),(70 54.077934),(71 54.84354),(72 54.796356),(73 55.3525),(74 55.046955),(75 54.978855),(76 54.79907),(77 54.27004),(78 54.503513),(79 54.975388),
(1 42.823864),(2 48.175575),(3 50.596306),(4 51.202835),(5 51.435852),(6 50.957825),(7 52.719055),(8 52.429867),(9 52.553432),(10 52.57614),(11 53.191044),(12 53.539593),(13 54.32458),(14 54.19263),(15 53.415413),(16 53.750847),(17 54.068684),(18 53.716873),(19 53.53162),(20 53.751465),(21 53.8195),(22 53.45184),(23 53.25821),(24 52.56954),(25 53.30234),(26 52.868965),(27 53.159122),(28 52.65745),(29 53.02543),(30 52.362347),(31 52.874794),(32 52.170967),(33 52.211338),(34 52.91434),(35 52.703484),(36 53.218605),(37 53.80115),(38 53.43701),(39 53.534576),(40 54.253532),(41 54.81997),(42 54.08739),(43 53.963684),(44 54.336292),(45 53.88882),(46 54.354755),(47 53.878693),(48 54.481163),(49 55.37343),(50 54.922035),(51 54.033348),(52 53.36176),(53 54.43804),(54 53.042744),(55 53.644024),(56 54.5596),(57 54.185852),(58 53.65402),(59 53.918343),(60 53.720554),(61 53.55386),(62 54.58799),(63 53.48835),(64 53.331898),(65 53.162186),(66 52.788),(67 53.20268),(68 53.551723),(69 54.176727),(70 54.192314),(71 54.127903),(72 53.713943),(73 55.02113),(74 55.07761),(75 54.554634),(76 54.091812),(77 54.325134),(78 54.091507),(79 54.329082),
(1 42.412266),(2 47.485233),(3 49.643524),(4 50.135223),(5 51.203728),(6 50.881462),(7 51.50672),(8 51.982586),(9 51.92984),(10 51.984238),(11 51.927437),(12 52.7076),(13 53.04991),(14 53.049187),(15 51.86493),(16 52.551487),(17 53.12145),(18 52.944244),(19 52.559814),(20 52.579697),(21 53.080917),(22 52.117905),(23 51.654507),(24 52.219097),(25 52.550053),(26 52.298073),(27 52.14547),(28 51.35922),(29 52.38949),(30 52.00573),(31 52.896248),(32 52.319668),(33 53.32507),(34 52.661465),(35 52.31869),(36 52.46737),(37 52.312656),(38 52.274933),(39 52.813057),(40 52.86341),(41 53.536274),(42 52.91443),(43 53.64829),(44 53.413303),(45 53.35608),(46 53.15805),(47 53.21038),(48 53.87992),(49 53.328438),(50 53.012703),(51 52.700684),(52 52.106102),(53 52.867325),(54 52.790962),(55 53.73677),(56 54.474648),(57 53.567135),(58 53.592056),(59 53.865757),(60 53.601173),(61 53.56177),(62 54.170116),(63 53.891937),(64 53.57937),(65 53.655884),(66 53.257446),(67 53.445374),(68 52.955486),(69 53.339077),(70 53.23955),(71 53.220497),(72 53.1812),(73 53.707527),(74 53.30689),(75 52.79542),(76 53.10392),(77 52.599792),(78 53.44652),(79 52.71962),
(1 41.45935),(2 46.361057),(3 49.282364),(4 50.0785),(5 50.23189),(6 49.81555),(7 50.257275),(8 50.021458),(9 51.0247),(10 50.567055),(11 50.947487),(12 51.712887),(13 51.884098),(14 51.88905),(15 51.079933),(16 51.559544),(17 50.965298),(18 50.613125),(19 51.09495),(20 50.551865),(21 51.42474),(22 50.98348),(23 50.17562),(24 51.0446),(25 50.66657),(26 50.572792),(27 50.459236),(28 50.48133),(29 50.789898),(30 50.64316),(31 50.69799),(32 50.6388),(33 50.5094),(34 50.512127),(35 50.948174),(36 50.439472),(37 50.956158),(38 51.152622),(39 51.378876),(40 51.432846),(41 51.889908),(42 51.931927),(43 52.03368),(44 50.970074),(45 52.097977),(46 51.84933),(47 51.583496),(48 51.665417),(49 52.26509),(50 51.944828),(51 51.78272),(52 51.447903),(53 51.966568),(54 51.51433),(55 52.016254),(56 51.805923),(57 51.93341),(58 51.827454),(59 51.510475),(60 51.27556),(61 51.55177),(62 52.39186),(63 52.16514),(64 52.394432),(65 52.107212),(66 51.85017),(67 52.303486),(68 51.650368),(69 51.892212),(70 52.080376),(71 52.460358),(72 52.68849),(73 53.109467),(74 52.58559),(75 52.603947),(76 52.135937),(77 52.308636),(78 52.273533),(79 52.63639),
(1 42.102043),(2 47.146057),(3 49.414284),(4 49.782127),(5 50.664803),(6 50.217953),(7 51.143185),(8 51.111595),(9 51.96961),(10 51.78893),(11 52.22851),(12 52.47756),(13 52.52322),(14 51.902428),(15 52.09828),(16 51.726875),(17 52.098957),(18 51.663128),(19 52.214195),(20 51.835228),(21 52.1738),(22 51.204662),(23 51.942345),(24 51.778),(25 52.143322),(26 52.05491),(27 51.912125),(28 51.93901),(29 52.596382),(30 51.69027),(31 52.11393),(32 52.09627),(33 52.72004),(34 52.4952),(35 52.937218),(36 51.998302),(37 52.91219),(38 52.68007),(39 54.071587),(40 53.000126),(41 53.949657),(42 53.54065),(43 53.912075),(44 52.64036),(45 53.767487),(46 54.116444),(47 54.14685),(48 54.26195),(49 54.32317),(50 53.436874),(51 53.137264),(52 52.865543),(53 53.12348),(54 52.486244),(55 52.413254),(56 52.599155),(57 51.790443),(58 51.83845),(59 51.928715),(60 52.69578),(61 52.61719),(62 52.97071),(63 52.254482),(64 52.561882),(65 52.38331),(66 51.722847),(67 52.588158),(68 52.241703),(69 52.30112),(70 52.199875),(71 52.892345),(72 53.45711),(73 53.545383),(74 52.5161),(75 52.928978),(76 53.396408),(77 53.24996),(78 53.776104),(79 54.10241),
(1 41.46244),(2 46.329338),(3 49.129498),(4 49.45561),(5 49.496796),(6 48.535294),(7 49.370586),(8 49.506607),(9 51.44086),(10 51.089146),(11 51.026333),(12 50.72698),(13 51.565983),(14 51.254715),(15 51.378914),(16 51.139484),(17 51.389057),(18 50.944324),(19 51.390617),(20 51.120533),(21 51.78845),(22 50.559036),(23 50.864784),(24 51.289215),(25 51.636284),(26 49.874744),(27 51.012302),(28 50.294178),(29 50.184452),(30 50.387802),(31 50.78603),(32 50.27195),(33 50.484932),(34 50.093258),(35 50.171566),(36 50.080997),(37 50.542458),(38 51.013863),(39 51.225822),(40 51.408897),(41 51.765205),(42 51.703804),(43 51.842396),(44 51.24434),(45 51.691864),(46 51.537792),(47 51.64601),(48 51.87825),(49 52.51664),(50 52.93875),(51 51.784027),(52 51.314507),(53 51.105766),(54 51.49842),(55 52.019352),(56 52.83389),(57 52.152008),(58 52.0325),(59 51.513813),(60 52.536304),(61 52.276623),(62 52.185936),(63 52.048344),(64 52.269558),(65 52.142635),(66 51.29399),(67 51.796257),(68 51.33795),(69 51.38858),(70 51.915947),(71 52.09256),(72 51.799034),(73 51.72206),(74 51.648026),(75 51.281185),(76 51.967396),(77 51.904243),(78 51.9169),(79 51.737297),
(1 40.58377),(2 44.995743),(3 47.0757),(4 47.50868),(5 47.78221),(6 48.349773),(7 48.503193),(8 48.716778),(9 49.155132),(10 49.02384),(11 49.197834),(12 49.194637),(13 49.527954),(14 48.7352),(15 49.136192),(16 48.940548),(17 49.19584),(18 49.501522),(19 49.98596),(20 49.3123),(21 49.259113),(22 48.222637),(23 48.850605),(24 49.12147),(25 49.81758),(26 49.049988),(27 49.02035),(28 49.150368),(29 49.350872),(30 49.0556),(31 49.389904),(32 49.788532),(33 48.96117),(34 49.537518),(35 49.959812),(36 50.238148),(37 50.783234),(38 50.577477),(39 50.97269),(40 50.648563),(41 50.813545),(42 51.000557),(43 50.600605),(44 50.35036),(45 50.54525),(46 50.98135),(47 50.562958),(48 51.26682),(49 51.81983),(50 51.461067),(51 51.011063),(52 51.34275),(53 51.55908),(54 50.847565),(55 50.894344),(56 50.795418),(57 51.146065),(58 50.969574),(59 50.51654),(60 51.021835),(61 50.88418),(62 50.724644),(63 50.733997),(64 50.41366),(65 50.6881),(66 50.556538),(67 49.921055),(68 50.261677),(69 49.975677),(70 50.394268),(71 50.677326),(72 51.07029),(73 50.58703),(74 50.620453),(75 50.675472),(76 51.105335),(77 50.69893),(78 49.850624),(79 50.968),
(1 40.241425),(2 44.606674),(3 46.865025),(4 47.580814),(5 47.870842),(6 47.955334),(7 48.649193),(8 48.65909),(9 48.859886),(10 49.03907),(11 49.850624),(12 50.218605),(13 50.223934),(14 49.380108),(15 49.574413),(16 49.551113),(17 50.567657),(18 49.81459),(19 50.4574),(20 49.64532),(21 50.09497),(22 49.13507),(23 49.42409),(24 49.422985),(25 49.858994),(26 49.739494),(27 49.314064),(28 48.93345),(29 49.046986),(30 49.091095),(31 48.852943),(32 49.162006),(33 48.587147),(34 49.413597),(35 49.650723),(36 49.315292),(37 49.432632),(38 50.09765),(39 50.303707),(40 50.720768),(41 51.24412),(42 50.705273),(43 51.17326),(44 50.57353),(45 50.66734),(46 50.829277),(47 50.787434),(48 51.80608),(49 51.5995),(50 51.441784),(51 51.283066),(52 51.242474),(53 50.9268),(54 50.572777),(55 50.42845),(56 51.195698),(57 50.441376),(58 50.711006),(59 50.786716),(60 50.38028),(61 51.220776),(62 50.746086),(63 50.4175),(64 50.44389),(65 50.785576),(66 50.57934),(67 50.17723),(68 49.82427),(69 49.626842),(70 50.048775),(71 50.495308),(72 50.416256),(73 50.493397),(74 50.91894),(75 50.20949),(76 50.611786),(77 50.52759),(78 50.661915),(79 51.642845),
(1 39.629467),(2 44.75858),(3 46.959377),(4 47.90119),(5 48.200172),(6 48.131943),(7 49.10161),(8 50.12656),(9 50.53367),(10 49.7238),(11 49.83641),(12 49.510506),(13 50.035004),(14 50.390175),(15 50.384098),(16 50.1972),(17 50.473583),(18 49.55792),(19 48.99724),(20 49.86797),(21 49.47704),(22 48.501995),(23 48.990078),(24 49.438187),(25 49.713066),(26 49.31101),(27 49.065765),(28 49.341213),(29 49.165855),(30 49.369606),(31 49.09686),(32 48.69155),(33 48.426487),(34 49.474884),(35 49.835384),(36 49.561295),(37 50.084873),(38 49.51172),(39 49.93774),(40 50.669643),(41 50.669247),(42 50.949768),(43 51.26525),(44 50.65393),(45 50.8357),(46 50.85638),(47 50.42443),(48 50.564167),(49 50.972977),(50 50.152267),(51 49.931126),(52 50.070656),(53 50.21506),(54 49.815533),(55 50.401062),(56 50.29067),(57 50.142338),(58 50.08058),(59 50.60539),(60 50.847954),(61 50.999195),(62 50.372044),(63 49.90038),(64 50.167377),(65 49.888752),(66 49.136715),(67 49.713818),(68 49.77045),(69 49.148727),(70 49.37468),(71 49.802372),(72 49.9256),(73 50.538853),(74 50.726776),(75 49.632374),(76 49.882618),(77 50.397457),(78 50.31154),(79 50.422302),
(1 39.110794),(2 44.43764),(3 45.857056),(4 47.370663),(5 47.904655),(6 47.540558),(7 47.77625),(8 47.64805),(9 48.632034),(10 48.504543),(11 48.95047),(12 48.577305),(13 49.063324),(14 49.356407),(15 49.137745),(16 48.950027),(17 49.138416),(18 48.275124),(19 48.67627),(20 48.867943),(21 49.50847),(22 49.039543),(23 49.251366),(24 49.308964),(25 48.45156),(26 48.00926),(27 47.858288),(28 48.28569),(29 48.355114),(30 48.500668),(31 48.54181),(32 48.393883),(33 48.108276),(34 48.33742),(35 49.14037),(36 48.344955),(37 49.48888),(38 49.247265),(39 50.12297),(40 50.91165),(41 50.631084),(42 50.393444),(43 50.077526),(44 49.94345),(45 50.002724),(46 50.430653),(47 50.5733),(48 49.826256),(49 50.60503),(50 50.236286),(51 49.185764),(52 49.816463),(53 49.995502),(54 49.420166),(55 49.97674),(56 49.971127),(57 49.89901),(58 50.01818),(59 49.486897),(60 49.784916),(61 49.748253),(62 49.35587),(63 48.746937),(64 48.498753),(65 48.859623),(66 48.763027),(67 48.704006),(68 48.614067),(69 49.030872),(70 48.731113),(71 49.883205),(72 49.859375),(73 50.34703),(74 50.368835),(75 49.555237),(76 49.357655),(77 49.51369),(78 49.26585),(79 49.9382),
(1 38.353092),(2 43.267307),(3 44.450104),(4 45.395603),(5 46.066315),(6 46.82787),(7 47.45185),(8 46.984573),(9 47.651417),(10 47.079376),(11 47.96657),(12 47.591618),(13 47.890663),(14 47.531826),(15 47.234184),(16 48.078712),(17 47.949883),(18 47.570442),(19 48.24839),(20 47.64079),(21 48.192318),(22 47.80154),(23 47.861885),(24 47.81545),(25 47.694134),(26 47.91899),(27 47.696976),(28 47.152412),(29 46.560253),(30 46.332626),(31 47.014534),(32 47.429577),(33 47.54338),(34 47.555576),(35 47.77575),(36 47.801456),(37 48.01754),(38 48.07116),(39 47.831993),(40 48.635906),(41 49.2782),(42 48.668266),(43 48.306133),(44 47.936417),(45 48.611435),(46 49.10095),(47 48.478317),(48 48.7566),(49 49.926567),(50 49.15021),(51 48.627228),(52 48.749386),(53 48.71261),(54 48.34975),(55 48.58788),(56 48.208427),(57 48.900608),(58 47.872356),(59 48.335217),(60 47.77225),(61 48.57121),(62 48.64009),(63 48.19041),(64 47.892796),(65 48.303852),(66 47.71744),(67 48.545567),(68 48.30908),(69 49.08455),(70 48.579872),(71 49.5996),(72 49.126476),(73 49.30012),(74 49.612743),(75 48.85891),(76 48.972927),(77 48.96523),(78 49.141586),(79 49.184143),
(1 39.0995),(2 43.44556),(3 45.194904),(4 45.912434),(5 45.99949),(6 45.36775),(7 46.4998),(8 47.409966),(9 47.412426),(10 47.756226),(11 47.77827),(12 47.37802),(13 48.320335),(14 48.618805),(15 47.997486),(16 48.160133),(17 47.65521),(18 47.758854),(19 48.24793),(20 47.845554),(21 48.227577),(22 47.619125),(23 47.077667),(24 47.43216),(25 47.20807),(26 47.263695),(27 47.35078),(28 47.095512),(29 47.428574),(30 46.893833),(31 47.233673),(32 47.36479),(33 46.909786),(34 46.622528),(35 47.690144),(36 47.812744),(37 48.272114),(38 48.643223),(39 48.160694),(40 48.663475),(41 49.10268),(42 48.758995),(43 48.734608),(44 48.44846),(45 48.489433),(46 48.05428),(47 48.213657),(48 48.45788),(49 49.18135),(50 48.47358),(51 47.949196),(52 47.862373),(53 48.430058),(54 48.221806),(55 49.16368),(56 48.451603),(57 48.809975),(58 48.411484),(59 48.65834),(60 48.628384),(61 48.875923),(62 48.227882),(63 48.36626),(64 48.147984),(65 48.712395),(66 48.653328),(67 49.06556),(68 48.211823),(69 49.219658),(70 49.083553),(71 49.029713),(72 48.89556),(73 49.5456),(74 49.372826),(75 49.258884),(76 48.880547),(77 48.73857),(78 48.764896),(79 49.497177),
(1 37.694866),(2 42.462578),(3 44.968513),(4 45.070435),(5 45.495808),(6 45.293713),(7 45.6728),(8 46.812958),(9 46.802757),(10 46.821556),(11 47.037376),(12 46.6624),(13 47.325832),(14 48.00375),(15 46.362846),(16 47.278496),(17 47.492508),(18 46.887497),(19 46.992054),(20 47.021957),(21 47.42665),(22 46.45293),(23 46.2284),(24 46.12494),(25 46.36817),(26 46.369118),(27 46.020966),(28 46.06984),(29 46.627323),(30 46.609135),(31 46.594677),(32 46.34143),(33 46.639187),(34 47.58055),(35 47.06313),(36 46.95702),(37 47.579834),(38 47.530743),(39 47.742313),(40 48.6525),(41 48.34819),(42 48.44434),(43 47.948807),(44 48.071945),(45 48.024292),(46 48.14005),(47 48.620285),(48 48.357292),(49 49.02198),(50 48.55552),(51 48.17346),(52 47.59948),(53 48.181797),(54 48.223217),(55 48.98222),(56 48.66758),(57 48.66367),(58 47.796432),(59 48.194473),(60 48.07327),(61 48.46387),(62 48.372696),(63 46.86053),(64 47.016598),(65 47.413094),(66 47.50617),(67 47.53322),(68 47.521385),(69 47.657787),(70 47.61012),(71 47.74814),(72 47.897583),(73 48.713795),(74 47.866756),(75 47.608807),(76 46.832954),(77 47.803806),(78 47.46918),(79 47.797256),
