1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 593453.94),(2 950048.44),(3 998595.7),(4 2030403),(5 2780571.8),(6 3026946.3),(7 4125187.3),(8 4949871),(9 5065904.5),(10 6050705.5),(11 6645439.5),(12 6639856),(13 7521234.5),(14 8094774.5),(15 8071955.5),(16 8886381),(17 9493634),(18 9443013),(19 10290120),(20 10894497),(21 10880333),(22 11806005),(23 12433465),(24 12400719),(25 13332564),(26 14006139),(27 14051208),(28 14959291),(29 15575796),(30 15611368),(31 16392444),(32 17196360),(33 17445462),(34 18408126),(35 19522938),(36 19887472),(37 20989826),(38 22327468),(39 22576120),(40 23577866),(41 24712608),(42 24951878),(43 25735282),(44 26581290),(45 26631234),(46 27188072),(47 27940566),(48 27846744),(49 28315498),(50 28921614),(51 28706810),(52 29054448),(53 29653334),(54 29394182),(55 29797208),(56 30334018),(57 30028634),(58 30318678),(59 30733766),(60 30384646),(61 30454838),(62 30928976),(63 30641046),(64 30661050),(65 31272346),(66 31088202),(67 31307088),(68 32161750),(69 32166554),(70 32366256),(71 33169702),(72 33171994),(73 33487926),(74 34427744),(75 34730188),(76 35134624),(77 36400444),(78 37262580),(79 38032268),
(1 5674.597),(2 6316.5625),(3 6523.8125),(4 6916.8237),(5 7074.027),(6 7307.3853),(7 7331.3022),(8 7342.3657),(9 7422.4927),(10 7247.2905),(11 7507.5356),(12 7644.0767),(13 7683.1797),(14 7774.9805),(15 7834.3135),(16 8047.2007),(17 8012.261),(18 8134.223),(19 8144.282),(20 8202.856),(21 8374.982),(22 8400.041),(23 8462.027),(24 8475.34),(25 8474.919),(26 8423.615),(27 8291.2705),(28 8319.448),(29 8299.1),(30 8199.103),(31 8098.692),(32 8124.4224),(33 7940.3813),(34 7716.017),(35 7583.952),(36 7462.9565),(37 7447.6187),(38 7436.0703),(39 7390.244),(40 7542.2007),(41 7603.6387),(42 7676.7935),(43 7834.3433),(44 7931.674),(45 7882.621),(46 7863.548),(47 8071.089),(48 8162.798),(49 8279.372),(50 8349.412),(51 8158.112),(52 8249.577),(53 8417.91),(54 8383.431),(55 8539.428),(56 8493.944),(57 8542.574),(58 8637.844),(59 8462.719),(60 8486.226),(61 8382.7295),(62 8311.306),(63 8478.235),(64 8470.586),(65 8399.682),(66 8296.714),(67 8276.485),(68 8332.223),(69 8341.748),(70 8350.737),(71 8147.592),(72 8100.569),(73 8059.1978),(74 8034.952),(75 8149.366),(76 7999.126),(77 8068.01),(78 7948.194),(79 7918.9536),
(1 5453.928),(2 6067.592),(3 6323.0425),(4 6630.479),(5 6744.422),(6 7062.927),(7 7193.723),(8 7313.9),(9 7355.09),(10 7171.6216),(11 7339.3926),(12 7360.464),(13 7457.677),(14 7445.67),(15 7581.633),(16 7716.1357),(17 7783.61),(18 7886.837),(19 7743.081),(20 7889.357),(21 7969.6143),(22 8058.9014),(23 7981.653),(24 7957.3667),(25 8037.658),(26 8013.0933),(27 7918.991),(28 7896.5347),(29 7781.3115),(30 7667.7686),(31 7656.3154),(32 7701.274),(33 7549.2456),(34 7505.6772),(35 7360.017),(36 7343.7427),(37 7394.5444),(38 7241.612),(39 7088.126),(40 7201.0327),(41 7351.879),(42 7376.54),(43 7525.976),(44 7585.1196),(45 7691.072),(46 7636.7603),(47 7826.01),(48 7875.92),(49 7856.6514),(50 7967.6084),(51 7886.356),(52 7977.201),(53 8055.8247),(54 8105.9375),(55 8093.8867),(56 8125.1387),(57 8215.579),(58 8195.626),(59 8191.52),(60 8249.801),(61 8197.482),(62 8121.739),(63 8166.11),(64 8041.9546),(65 8022.286),(66 8157.2446),(67 8096.4326),(68 8140.3647),(69 8010.5356),(70 7970.771),(71 7889.034),(72 7912.552),(73 7876.8433),(74 7915.198),(75 7827.757),(76 7756.7827),(77 7820.6816),(78 7799.4155),(79 7766.24),
(1 5497.023),(2 6200.4844),(3 6550.699),(4 6790.04),(5 6790.7935),(6 7196.6665),(7 7193.285),(8 7320.2456),(9 7407.127),(10 7285.4854),(11 7470.38),(12 7514.419),(13 7643.4277),(14 7577.3438),(15 7789.9453),(16 7833.655),(17 7972.8984),(18 7930.29),(19 7887.942),(20 8019.135),(21 8028.1),(22 7962.2354),(23 8043.467),(24 8111.2886),(25 8059.509),(26 8090.4873),(27 8053.611),(28 8032.76),(29 7950.1445),(30 7801.1646),(31 7824.4106),(32 7699.834),(33 7788.233),(34 7585.8438),(35 7486.028),(36 7409.812),(37 7383.0415),(38 7213.4766),(39 7335.5264),(40 7291.7456),(41 7377.604),(42 7463.3955),(43 7693.975),(44 7798.5264),(45 7932.139),(46 8054.9453),(47 8182.5576),(48 8147.49),(49 8359.649),(50 8357.066),(51 8446.511),(52 8361.679),(53 8490.563),(54 8585.57),(55 8588.057),(56 8615.907),(57 8588.095),(58 8644.789),(59 8644.664),(60 8586.173),(61 8560.943),(62 8461.828),(63 8471.616),(64 8522.564),(65 8543.0205),(66 8421.111),(67 8266.809),(68 8257.592),(69 8324.096),(70 8291.348),(71 8231.179),(72 8081.2583),(73 8082.9478),(74 7942.237),(75 7926.0503),(76 7847.892),(77 7957.8306),(78 7846.314),(79 7885.1113),
(1 5293.928),(2 5954.777),(3 6335.9194),(4 6467.8726),(5 6703.471),(6 6930.7183),(7 6972.2954),(8 7096.122),(9 7285.671),(10 7182.5903),(11 7324.882),(12 7210.792),(13 7465.2456),(14 7489.168),(15 7649.096),(16 7725.826),(17 7772.213),(18 7820.446),(19 7781.085),(20 7790.4595),(21 7850.2983),(22 7811.3164),(23 7865.1504),(24 7768.0586),(25 7864.9053),(26 7830.1265),(27 7733.2017),(28 7719.7183),(29 7715.361),(30 7652.3115),(31 7664.158),(32 7592.3516),(33 7686.5693),(34 7639.0405),(35 7417.9336),(36 7332.165),(37 7111.578),(38 6952.164),(39 6937.2),(40 7078.935),(41 7072.4517),(42 7070.1846),(43 7205.1523),(44 7253.679),(45 7323.285),(46 7492.6943),(47 7775.89),(48 7709.746),(49 7790.3833),(50 7843.5254),(51 8036.118),(52 7979.157),(53 8025.086),(54 8024.903),(55 8111.561),(56 8274.508),(57 8385.39),(58 8492.856),(59 8528.593),(60 8472.462),(61 8531.551),(62 8405.21),(63 8443.287),(64 8530.995),(65 8571.735),(66 8485.021),(67 8387.032),(68 8368.011),(69 8265.502),(70 8300.522),(71 8301.869),(72 8181.325),(73 8123.522),(74 8110.9775),(75 8061.2983),(76 7887.754),(77 7921.9863),(78 7882.781),(79 7842.856),
(1 5226.0723),(2 5887.8306),(3 6132.2065),(4 6533.6997),(5 6450.196),(6 6770.712),(7 6857.7095),(8 6961.3423),(9 7114.9424),(10 7007.1367),(11 7244.7695),(12 7333.139),(13 7353.974),(14 7356.768),(15 7626.531),(16 7657.9863),(17 7738.5806),(18 7833.4414),(19 7761.2744),(20 7859.915),(21 7786.8955),(22 7883.1406),(23 8164.6035),(24 8222.551),(25 8115.059),(26 8054.964),(27 7938.868),(28 7927.358),(29 7798.0864),(30 7785.303),(31 7745.8574),(32 7646.318),(33 7543.652),(34 7408.8755),(35 7361.07),(36 7151.235),(37 7044.8677),(38 7050.056),(39 7104.701),(40 7015.827),(41 7051.803),(42 7180.1807),(43 7253.1484),(44 7419.244),(45 7473.6987),(46 7488.7773),(47 7486.067),(48 7637.7695),(49 7679.9697),(50 7827.312),(51 7866.1865),(52 7930.156),(53 7992.241),(54 7980.311),(55 7952.924),(56 8074.9653),(57 8151.1377),(58 8137.6626),(59 8153.245),(60 8133.459),(61 8266.887),(62 8207.561),(63 8276.886),(64 8269.402),(65 8237.175),(66 8273.598),(67 8152.8384),(68 8173.9346),(69 8148.0957),(70 8191.6514),(71 8065.8906),(72 7903.1016),(73 7835.513),(74 7923.498),(75 8002.5186),(76 7782.3193),(77 7667.157),(78 7652.8047),(79 7713.954),
(1 5244.211),(2 5888.3164),(3 6168.738),(4 6560.66),(5 6592.4746),(6 6929.771),(7 6922.586),(8 7089.1304),(9 7199.5938),(10 7238.862),(11 7400.3374),(12 7484.371),(13 7627.386),(14 7659.4136),(15 7761.1787),(16 7745.9907),(17 7844.145),(18 7899.006),(19 7914.359),(20 7983.6353),(21 7946.65),(22 7975.3096),(23 8051.467),(24 8136.201),(25 8170.712),(26 8007.894),(27 7993.2563),(28 7875.1323),(29 7833.3213),(30 7955.8413),(31 7907.634),(32 7735.407),(33 7610.335),(34 7427.0996),(35 7307.7075),(36 7151.5293),(37 7075.7754),(38 6990.598),(39 7032.121),(40 6946.971),(41 6976.571),(42 7018.855),(43 7100.356),(44 7175.62),(45 7222.491),(46 7350.762),(47 7336.343),(48 7484.5503),(49 7530.817),(50 7733.532),(51 7757.8213),(52 7664.2305),(53 7820.58),(54 7758.3525),(55 7852.9033),(56 7968.429),(57 8083.1514),(58 8048.5015),(59 8118.8457),(60 8165.5786),(61 8287.666),(62 8431.464),(63 8441.785),(64 8401.882),(65 8341.164),(66 8295.683),(67 8269.427),(68 8190.012),(69 8145.2534),(70 8205.375),(71 8147.013),(72 8140.9785),(73 8076.917),(74 8107.7095),(75 7954.988),(76 7981.4595),(77 7784.9253),(78 7803.114),(79 7680.5474),
(1 5372.333),(2 6007.162),(3 6273.6895),(4 6743.081),(5 6712.4175),(6 7189.3394),(7 7116.8745),(8 7265.7383),(9 7542.53),(10 7480.5327),(11 7738.512),(12 7714.9365),(13 7804.678),(14 7850.634),(15 8008.2437),(16 8164.7085),(17 8173.069),(18 8337.254),(19 8328.24),(20 8316.869),(21 8408.152),(22 8540.184),(23 8588.825),(24 8594.014),(25 8591.886),(26 8615.272),(27 8512.625),(28 8504.487),(29 8435.735),(30 8488.626),(31 8357.908),(32 8227.914),(33 8042.4077),(34 7867.0703),(35 7643.7104),(36 7609.1113),(37 7328.391),(38 7196.1235),(39 7270.4854),(40 7137.6777),(41 7175.021),(42 7163.5366),(43 7269.2354),(44 7273.3677),(45 7461.9604),(46 7462.7217),(47 7566.466),(48 7591.709),(49 7644.4795),(50 7753.9487),(51 7827.848),(52 7846.731),(53 7954.303),(54 8056.5586),(55 8152.7827),(56 8271.585),(57 8453.806),(58 8386.691),(59 8439.4375),(60 8386.69),(61 8560.376),(62 8766.01),(63 8785.007),(64 8851.384),(65 8856.783),(66 8799.862),(67 8849.757),(68 8845.405),(69 8776.853),(70 8778.598),(71 8683.164),(72 8620.024),(73 8497.015),(74 8567.246),(75 8463.126),(76 8472.344),(77 8481.475),(78 8489.255),(79 8417.841),
(1 4893.7964),(2 5469.2896),(3 5753.218),(4 6131.554),(5 6305.853),(6 6605.5156),(7 6698.727),(8 6823.008),(9 7014.718),(10 6998.1577),(11 7185.432),(12 7172.9995),(13 7288.096),(14 7319.0654),(15 7428.7793),(16 7539.1133),(17 7769.2793),(18 7837.927),(19 7879.4434),(20 7946.37),(21 7944.346),(22 8084.998),(23 8049.318),(24 8028.0977),(25 8047.902),(26 8026.0522),(27 7924.7236),(28 7782.2407),(29 7709.043),(30 7813.0215),(31 7774.4575),(32 7775.167),(33 7772.27),(34 7546.411),(35 7420.043),(36 7328.101),(37 7198.7056),(38 7052.7163),(39 6917.874),(40 6861.977),(41 6803.896),(42 6877.0015),(43 6844.9844),(44 6926.7485),(45 6977.1675),(46 6908.4014),(47 7083.4326),(48 7258.9507),(49 7275.069),(50 7288.3784),(51 7336.7925),(52 7305.7534),(53 7432.3545),(54 7393.271),(55 7444.5933),(56 7521.7974),(57 7521.4805),(58 7683.0317),(59 7897.6455),(60 7928.321),(61 8008.022),(62 8203.016),(63 8275.982),(64 8351.927),(65 8411.085),(66 8333.246),(67 8198.964),(68 8098.6045),(69 8156.186),(70 8183.244),(71 8121.2163),(72 8127.4277),(73 8095.285),(74 8106.9785),(75 8054.394),(76 8106.229),(77 7945.838),(78 8023.959),(79 8070.443),
(1 4657.4146),(2 5283.227),(3 5652.729),(4 5953.815),(5 6113.218),(6 6387.8945),(7 6474.6006),(8 6527.506),(9 6715.403),(10 6657.033),(11 6917.8477),(12 6910.777),(13 7081.349),(14 7297.4224),(15 7337.0005),(16 7284.9443),(17 7368.971),(18 7470.839),(19 7503.739),(20 7455.8135),(21 7537.4893),(22 7645.0737),(23 7687.9346),(24 7642.147),(25 7665.0435),(26 7686.1353),(27 7584.2485),(28 7606.0464),(29 7383.5664),(30 7360.5557),(31 7247.478),(32 7278.0464),(33 7111.7075),(34 7077.0366),(35 6933.378),(36 6783.248),(37 6751.312),(38 6576.909),(39 6584.314),(40 6596.7256),(41 6579.4287),(42 6478.164),(43 6572.393),(44 6644.186),(45 6597.3594),(46 6525.8647),(47 6613.5576),(48 6848.946),(49 6891.771),(50 6797.0874),(51 6871.0425),(52 6947.693),(53 7047.245),(54 7029.097),(55 7145.022),(56 7141.1323),(57 7182.6763),(58 7229.3696),(59 7424.771),(60 7381.425),(61 7497.3184),(62 7669.6226),(63 7723.1846),(64 7769.0244),(65 7779.436),(66 7813.245),(67 7763.984),(68 7795.715),(69 7778.4604),(70 7824.0337),(71 7798.762),(72 7690.7676),(73 7622.8667),(74 7649.755),(75 7671.1606),(76 7715.45),(77 7563.838),(78 7545.476),(79 7525.648),
(1 4659.456),(2 5182.5513),(3 5516.72),(4 5890.852),(5 6079.141),(6 6374.7373),(7 6395.7686),(8 6649.553),(9 6789.9604),(10 6788.636),(11 7037.947),(12 7048.175),(13 7269.0483),(14 7372.3677),(15 7346.8745),(16 7370.2515),(17 7510.1714),(18 7590.947),(19 7574.069),(20 7651.9517),(21 7717.1343),(22 7750.713),(23 7944.031),(24 7885.6733),(25 7826.019),(26 7850.3667),(27 7861.998),(28 7745.5264),(29 7641.8145),(30 7567.5454),(31 7420.1187),(32 7501.4683),(33 7223.216),(34 7101.209),(35 6993.7954),(36 6943.683),(37 6724.186),(38 6670.385),(39 6609.102),(40 6549.023),(41 6539.2026),(42 6559.0093),(43 6577.878),(44 6575.486),(45 6670.736),(46 6681.4077),(47 6725.169),(48 6766.675),(49 6827.4346),(50 6930.544),(51 7071.322),(52 7131.6094),(53 7174.536),(54 7168.948),(55 7215.4033),(56 7147.177),(57 7270.644),(58 7357.1333),(59 7547.847),(60 7610.8667),(61 7681.02),(62 7738.0625),(63 7797.7266),(64 7830.6763),(65 7811.089),(66 7773.033),(67 7723.0483),(68 7857.169),(69 7845.1167),(70 7942.769),(71 7853.571),(72 7758.071),(73 7724.18),(74 7790.6826),(75 7785.3125),(76 7809.637),(77 7761.6895),(78 7748.931),(79 7808.394),
(1 4726.673),(2 5202.2183),(3 5635.744),(4 5861.913),(5 5924.8),(6 6208.977),(7 6329.1157),(8 6454.4336),(9 6539.035),(10 6535.409),(11 6718.645),(12 6720.977),(13 6883.5366),(14 6872.8066),(15 6960.639),(16 7081.161),(17 7187.186),(18 7360.549),(19 7366.09),(20 7382.755),(21 7408.153),(22 7426.882),(23 7432.7505),(24 7381.7246),(25 7438.871),(26 7404.04),(27 7329.5317),(28 7163.742),(29 7124.409),(30 7112.4673),(31 6943.802),(32 6907.2754),(33 6878.351),(34 6778.5645),(35 6747.524),(36 6725.2075),(37 6676.71),(38 6499.0264),(39 6468.4624),(40 6424.9805),(41 6472.7617),(42 6532.514),(43 6698.132),(44 6767.3027),(45 6824.1597),(46 6862.7163),(47 6932.7344),(48 6933.2676),(49 6961.9634),(50 6982.829),(51 7072.503),(52 7134.003),(53 7249.456),(54 7188.5034),(55 7204.1777),(56 7256.852),(57 7412.3086),(58 7444.3726),(59 7505.89),(60 7532.331),(61 7616.089),(62 7711.3467),(63 7687.058),(64 7531.9937),(65 7601.013),(66 7546.592),(67 7441.318),(68 7423.7285),(69 7479.93),(70 7536.8916),(71 7488.574),(72 7617.4893),(73 7516.045),(74 7558.9834),(75 7499.617),(76 7495.698),(77 7431.7295),(78 7495.2866),(79 7539.648),
(1 4561.9478),(2 5196.047),(3 5424.7866),(4 5741.7876),(5 5809.596),(6 6054.341),(7 6071.955),(8 6137.648),(9 6308.801),(10 6303.051),(11 6474.971),(12 6559.3096),(13 6579.8154),(14 6669.136),(15 6767.09),(16 6721.064),(17 6862.7466),(18 6970.4717),(19 6991.359),(20 6977.234),(21 7021.8384),(22 7067.727),(23 7145.955),(24 7079.961),(25 7088.497),(26 7063.1143),(27 7137.9014),(28 6970.6943),(29 6940.4683),(30 7000.7876),(31 6874.6675),(32 6948.4053),(33 6838.8247),(34 6794.9507),(35 6713.6494),(36 6481.8296),(37 6336.695),(38 6414.838),(39 6453.6494),(40 6418.7007),(41 6454.3857),(42 6463.801),(43 6537.142),(44 6619.6855),(45 6633.7217),(46 6674.4775),(47 6772.245),(48 6849.5854),(49 7002.7383),(50 6934.995),(51 6870.964),(52 6988.8013),(53 7044.079),(54 7080.187),(55 7042.045),(56 7124.3604),(57 7141.567),(58 7213.7666),(59 7199.4116),(60 7141.481),(61 7162.245),(62 7201.988),(63 7216.051),(64 7165.1523),(65 7235.0493),(66 7178.029),(67 7113.6494),(68 7084.63),(69 6988.934),(70 7100.8),(71 7088.3784),(72 6932.3413),(73 6917.326),(74 6960.897),(75 7066.365),(76 7036.2563),(77 7039.4956),(78 6967.9414),(79 6936.777),
(1 4506.109),(2 4963.4585),(3 5144.8003),(4 5563.8486),(5 5597.019),(6 5947.4307),(7 5956.2095),(8 6065.719),(9 6167.06),(10 6102.7935),(11 6213.4854),(12 6180.0483),(13 6270.1323),(14 6454.426),(15 6449.856),(16 6563.0615),(17 6593.582),(18 6699.5356),(19 6693.8643),(20 6638.85),(21 6777.3613),(22 6798.3037),(23 6892.631),(24 6828.67),(25 6787.489),(26 6821.4116),(27 6772.057),(28 6737.208),(29 6684.671),(30 6658.701),(31 6567.4985),(32 6540.3555),(33 6464.169),(34 6277.927),(35 6281.128),(36 6181.15),(37 6117.3677),(38 6122.1875),(39 6123.58),(40 6083.2466),(41 6147.427),(42 6138.414),(43 6167.783),(44 6193.8125),(45 6371.8174),(46 6406.219),(47 6411.0776),(48 6382.1035),(49 6355.0723),(50 6525.6494),(51 6464.7856),(52 6624.573),(53 6565.6035),(54 6676.3877),(55 6790.557),(56 6806.045),(57 6822.92),(58 6794.176),(59 6841.3403),(60 6826.654),(61 6808.9697),(62 6855.705),(63 6813.232),(64 6796.051),(65 6845.1187),(66 6787.3267),(67 6756.2715),(68 6719.461),(69 6744.515),(70 6727.6035),(71 6689.0215),(72 6665.0386),(73 6653.3154),(74 6651.4937),(75 6630.8774),(76 6768.0483),(77 6676.3643),(78 6665.0684),(79 6632.4063),
(1 4443.9434),(2 4937.6826),(3 5142.57),(4 5516.7427),(5 5567.459),(6 5797.741),(7 5758.5386),(8 5861.0825),(9 5910.6177),(10 5909.482),(11 6012.0723),(12 6005.4277),(13 6073.541),(14 6112.23),(15 6149.441),(16 6274.385),(17 6335.51),(18 6350.3354),(19 6412.1895),(20 6355.2876),(21 6389.091),(22 6434.277),(23 6499.8794),(24 6559.552),(25 6591.8013),(26 6509.1323),(27 6506.302),(28 6427.014),(29 6358.1284),(30 6474.3535),(31 6398.784),(32 6365.167),(33 6223.3823),(34 6199.569),(35 6120.9033),(36 6051.6733),(37 6013.1675),(38 5972.2974),(39 5949.7505),(40 5983.2573),(41 5969.117),(42 6066.936),(43 6136.8667),(44 6209.53),(45 6152.273),(46 6214.175),(47 6338.897),(48 6275.109),(49 6257.0044),(50 6296.369),(51 6326.581),(52 6331.062),(53 6318.153),(54 6439.451),(55 6391.9795),(56 6460.5684),(57 6613.808),(58 6445.82),(59 6422.9033),(60 6474.681),(61 6476.15),(62 6531.1924),(63 6530.3013),(64 6607.937),(65 6606.622),(66 6523.592),(67 6447.4814),(68 6472.836),(69 6519.334),(70 6518.286),(71 6547.7876),(72 6466.4785),(73 6474.1284),(74 6496.9175),(75 6471.159),(76 6540.0874),(77 6412.8613),(78 6373.245),(79 6448.1533),
(1 4296.039),(2 4753.8926),(3 4973.1064),(4 5351.3804),(5 5273.8096),(6 5476.2666),(7 5445.166),(8 5441.032),(9 5602.416),(10 5540.517),(11 5773.6523),(12 5651.2124),(13 5752.2305),(14 5852.7983),(15 5877.6543),(16 5931.0806),(17 5941.9004),(18 6100.9673),(19 6116.7065),(20 6006.548),(21 6129.5425),(22 6154.1997),(23 6221.0537),(24 6273.378),(25 6191.074),(26 6171.6084),(27 6118.1274),(28 6045.3164),(29 6069.1177),(30 6120.6245),(31 6107.814),(32 6068.863),(33 6010.6567),(34 5971.4277),(35 5942.897),(36 5958.2905),(37 5870.863),(38 5860.7476),(39 5900.484),(40 5909.995),(41 5930.405),(42 6012.66),(43 6004.9473),(44 6090.173),(45 6198.112),(46 6212.882),(47 6185.5127),(48 6239.152),(49 6156.1543),(50 6136.7515),(51 6192.51),(52 6275.5215),(53 6207.711),(54 6243.0327),(55 6236.4116),(56 6282.598),(57 6311.2144),(58 6346.785),(59 6371.626),(60 6364.7744),(61 6262.347),(62 6351.4487),(63 6317.4204),(64 6209.052),(65 6310.821),(66 6216.8613),(67 6162.048),(68 6285.634),(69 6199.087),(70 6193.6143),(71 6150.3306),(72 6104.6924),(73 6238.9614),(74 6081.2954),(75 6132.7085),(76 6195),(77 6226.0146),(78 6246.7485),(79 6206.112),
(1 4267.669),(2 4736.224),(3 4977.76),(4 5245.953),(5 5352.309),(6 5538.866),(7 5511.603),(8 5563.8584),(9 5672.6772),(10 5653.2544),(11 5885.1333),(12 5858.4614),(13 5947.95),(14 5941.26),(15 5958.2256),(16 6051.374),(17 6093.127),(18 6154.465),(19 6197.4185),(20 6229.9526),(21 6407.5674),(22 6416.021),(23 6465.7754),(24 6434.4443),(25 6372.6436),(26 6465.9185),(27 6475.298),(28 6480.31),(29 6402.3325),(30 6398.6387),(31 6352.4727),(32 6222.1914),(33 6159.7754),(34 6110.1514),(35 6017.5337),(36 6058.2),(37 5977.565),(38 5884.9106),(39 5869.9424),(40 5915.922),(41 5894.3096),(42 5996.079),(43 5870.4287),(44 5914.9175),(45 5881.715),(46 5996.5923),(47 6012.498),(48 6093.9316),(49 6151.603),(50 6065.268),(51 6161.6895),(52 6126.9224),(53 6156.6787),(54 6223.4766),(55 6276.6514),(56 6397.271),(57 6353.959),(58 6306.035),(59 6342.7256),(60 6300.024),(61 6302.3105),(62 6243.786),(63 6356.102),(64 6364.5225),(65 6438.9297),(66 6385.8994),(67 6355.392),(68 6430.438),(69 6464.471),(70 6420.884),(71 6418.6914),(72 6379.8154),(73 6419.8237),(74 6297.6577),(75 6325.8413),(76 6404.4443),(77 6393.728),(78 6312.576),(79 6315.212),
(1 4171.5557),(2 4620.14),(3 4824.5313),(4 5070.26),(5 5118.3936),(6 5329.5493),(7 5333.286),(8 5405.239),(9 5499.589),(10 5401.462),(11 5529.581),(12 5489.358),(13 5546.963),(14 5664.1733),(15 5783.338),(16 5783.358),(17 5881.936),(18 5958.282),(19 5917.27),(20 5932.4985),(21 6057.3423),(22 6060.998),(23 6209.187),(24 6250.4365),(25 6243.496),(26 6213.082),(27 6162.887),(28 6171.44),(29 6157.077),(30 6059.978),(31 6050.3496),(32 6068.985),(33 6003.101),(34 6036.1563),(35 5877.6587),(36 5856.4385),(37 5890.38),(38 5817.537),(39 5839.955),(40 5766.036),(41 5711.0073),(42 5784.4487),(43 5721.7896),(44 5733.593),(45 5660.847),(46 5702.1514),(47 5697.922),(48 5816.6167),(49 5749.3574),(50 5699.5815),(51 5828.678),(52 5715.579),(53 5745.3325),(54 5763.629),(55 5863.866),(56 5834.788),(57 5896.502),(58 5954.6885),(59 6027.541),(60 6085.5117),(61 6088.8135),(62 6069.096),(63 6128.301),(64 6130.111),(65 6127.4775),(66 6190.8184),(67 6180.128),(68 6250.046),(69 6201.3174),(70 6171.401),(71 6178.176),(72 6249.438),(73 6298.228),(74 6379.428),(75 6335.8403),(76 6358.1494),(77 6318.5977),(78 6290.8716),(79 6368.1577),
