1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 53551.7),(2 179695.52),(3 358648.25),(4 562285.25),(5 791010.2),(6 1000508.94),(7 1229753.6),(8 1440713.6),(9 1611287.4),(10 1760649),(11 1854072),(12 1950039),(13 2033855.9),(14 2105444.8),(15 2284217),(16 2653960.5),(17 3008713.3),(18 3378676.8),(19 3762382),(20 4158821),(21 4512551.5),(22 4802816),(23 5059641.5),(24 5284879.5),(25 5526219.5),(26 5736603.5),(27 6001191.5),(28 6223210.5),(29 6451521.5),(30 6710024.5),(31 7036650.5),(32 7398201.5),(33 7798350.5),(34 8242756),(35 8694999),(36 9192993),(37 9688970),(38 10215493),(39 10688216),(40 11115823),(41 11556985),(42 12027191),(43 12494609),(44 12833445),(45 13158324),(46 13446283),(47 13671059),(48 13906087),(49 14185849),(50 14506573),(51 14795493),(52 15082093),(53 15429695),(54 15697668),(55 16003416),(56 16320860),(57 16677840),(58 16946464),(59 17139166),(60 17281418),(61 17424518),(62 17524648),(63 17624480),(64 17714786),(65 17891592),(66 18145606),(67 18416818),(68 18809938),(69 19169236),(70 19478564),(71 19742354),(72 19944274),(73 20124260),(74 20217728),(75 20385674),(76 20476494),(77 20554824),(78 20582712),(79 20565698),
(1 2881.5686),(2 4788.4146),(3 5124.808),(4 5488.41),(5 5991.0674),(6 6277.681),(7 6547.984),(8 7086.9824),(9 7587.6426),(10 7979.4014),(11 8350.551),(12 8620.44),(13 8916.847),(14 9214.656),(15 9527.526),(16 9820.933),(17 10136.335),(18 10575.643),(19 11055.328),(20 11275.583),(21 11726.04),(22 12046.346),(23 12411.909),(24 12751.652),(25 13046.049),(26 13256.517),(27 13540.68),(28 13755.314),(29 13736.28),(30 13841.029),(31 13963.4375),(32 14132.035),(33 14293.681),(34 14403.935),(35 14425.026),(36 14496.372),(37 14551.218),(38 14404.298),(39 14350.054),(40 14234.286),(41 13934.826),(42 13747.813),(43 13547.103),(44 13323.369),(45 13185.495),(46 12995.568),(47 12719.008),(48 12522.095),(49 12558.123),(50 12423.532),(51 12282.752),(52 12159.76),(53 11814.405),(54 11524.531),(55 11399.461),(56 11238.449),(57 11127.355),(58 11010.497),(59 10892.966),(60 10673.561),(61 10582.693),(62 10441.35),(63 10369.221),(64 10302.048),(65 10248.926),(66 10183.508),(67 10208.738),(68 10043.5625),(69 10030.295),(70 10025.464),(71 9817.807),(72 9673.204),(73 9751.743),(74 9939.848),(75 10129.374),(76 10054.974),(77 10041.004),(78 10116.184),(79 10111.239),
(1 2760.9565),(2 4550.4907),(3 4986.8813),(4 5372.588),(5 5866.6763),(6 6182.5693),(7 6516.4106),(8 7029.814),(9 7547.9707),(10 7972.1504),(11 8377.994),(12 8732.134),(13 8974.601),(14 9290.846),(15 9693.696),(16 10025.884),(17 10255.926),(18 10648.604),(19 11132.847),(20 11359.125),(21 11737.595),(22 12014.624),(23 12291.922),(24 12543.59),(25 13013.953),(26 13263.933),(27 13482.809),(28 13732.164),(29 13871.694),(30 14107.772),(31 14158.546),(32 14264.68),(33 14375.197),(34 14572.099),(35 14467.936),(36 14474.553),(37 14488.391),(38 14415.11),(39 14325.43),(40 14291.64),(41 14110.303),(42 13965.537),(43 13716.761),(44 13480.596),(45 13299.67),(46 13099.341),(47 12830.562),(48 12683.333),(49 12635.815),(50 12481.348),(51 12273.15),(52 12080.533),(53 11761.332),(54 11501.706),(55 11427.282),(56 11345.866),(57 11196.501),(58 11090.399),(59 10984.383),(60 10779.207),(61 10693.928),(62 10625.304),(63 10594.02),(64 10437.566),(65 10284.041),(66 10208.697),(67 10133.147),(68 10000.129),(69 9836.324),(70 9723.978),(71 9649.328),(72 9399.572),(73 9426.031),(74 9560.91),(75 9647.529),(76 9691.197),(77 9783.685),(78 9758.953),(79 9741.08),
(1 2821.2234),(2 4647.586),(3 5114.471),(4 5457.835),(5 5817.2095),(6 6178.436),(7 6447.928),(8 7023.1),(9 7508.4233),(10 8050.665),(11 8515.667),(12 8843.011),(13 9201.9375),(14 9568.619),(15 9937.976),(16 10339.3545),(17 10736.937),(18 11216.926),(19 11706.278),(20 11917.837),(21 12313.715),(22 12579.892),(23 12828.294),(24 13133.742),(25 13575.528),(26 13808.409),(27 13985.949),(28 14193.475),(29 14236.934),(30 14259.092),(31 14353.816),(32 14447.389),(33 14441.644),(34 14516.894),(35 14566.202),(36 14525.726),(37 14439.637),(38 14310.853),(39 14231.472),(40 14031.889),(41 13834.345),(42 13676.37),(43 13484.447),(44 13229.536),(45 12979.75),(46 12767.414),(47 12533.709),(48 12414.886),(49 12365.691),(50 12166.938),(51 11902.917),(52 11636.668),(53 11455.279),(54 11293.841),(55 11137.403),(56 10949.054),(57 10761.619),(58 10615.653),(59 10479.626),(60 10337.031),(61 10265.8545),(62 10149.456),(63 10060.986),(64 9957.735),(65 9890.463),(66 9880.885),(67 9768.742),(68 9627.678),(69 9399.03),(70 9265.519),(71 9152.094),(72 9035.091),(73 9064.166),(74 9153.477),(75 9172.839),(76 9302.755),(77 9516.814),(78 9513.656),(79 9555.681),
(1 2771.34),(2 4573.167),(3 5022.398),(4 5335.505),(5 5753.951),(6 6099.2607),(7 6398.8784),(8 6854.6274),(9 7415.6973),(10 7873.9775),(11 8312.336),(12 8680.763),(13 9038.588),(14 9486.672),(15 9770.366),(16 10191.191),(17 10565.378),(18 10959.833),(19 11392.232),(20 11744.444),(21 12174.245),(22 12428.727),(23 12629.801),(24 12956.418),(25 13202.424),(26 13468.892),(27 13528.938),(28 13665.897),(29 13831.784),(30 13775.251),(31 13762.463),(32 13892.53),(33 14017.611),(34 14128.991),(35 14063.885),(36 14153.625),(37 13917.098),(38 13763.967),(39 13692.196),(40 13474.264),(41 13290.509),(42 12983.736),(43 12744.589),(44 12578.098),(45 12400.801),(46 12129.545),(47 11941.251),(48 11866.215),(49 11787.672),(50 11571.257),(51 11413.719),(52 11204.155),(53 11020.484),(54 10809.513),(55 10581.392),(56 10387.085),(57 10210.61),(58 10060.765),(59 9943.806),(60 9803.01),(61 9658.531),(62 9502.401),(63 9425.545),(64 9415.261),(65 9336.221),(66 9309.624),(67 9214.377),(68 9074.557),(69 8953.281),(70 8882.634),(71 8793.419),(72 8729.353),(73 8778.048),(74 8796.905),(75 8892.147),(76 8989.207),(77 9143.491),(78 9177.758),(79 9217.019),
(1 2743.1328),(2 4524.8716),(3 4932.2793),(4 5236.8003),(5 5619.495),(6 5927.4424),(7 6191.733),(8 6684.765),(9 7189.5474),(10 7624.095),(11 7974.9653),(12 8320.853),(13 8749.957),(14 9075.869),(15 9401),(16 9842.839),(17 10032.858),(18 10457.727),(19 10873.642),(20 11150.346),(21 11537.507),(22 11772.5205),(23 11965.391),(24 12201.605),(25 12411.725),(26 12650.588),(27 12844.416),(28 12897.295),(29 12965.8125),(30 13048.239),(31 13098.941),(32 13132.533),(33 13218.361),(34 13351.064),(35 13294.824),(36 13291.01),(37 13210.908),(38 13072.149),(39 12975.506),(40 12734.18),(41 12461.427),(42 12164.937),(43 11906.706),(44 11671.004),(45 11533.56),(46 11376.124),(47 11193.204),(48 11150.045),(49 11005.958),(50 10683.957),(51 10505.906),(52 10349.998),(53 10186.917),(54 10065.837),(55 9847.065),(56 9678.599),(57 9549.002),(58 9446.541),(59 9329.796),(60 9244.8545),(61 9171.267),(62 9037.395),(63 8930.512),(64 8858.163),(65 8887.094),(66 8828.663),(67 8748.867),(68 8661.514),(69 8504.489),(70 8459.746),(71 8452.296),(72 8447.679),(73 8481.267),(74 8592.386),(75 8753.901),(76 8942.227),(77 9009.455),(78 8971.091),(79 9007.81),
(1 2794.8157),(2 4651.9966),(3 5110.341),(4 5458.7603),(5 5829.182),(6 6106.315),(7 6358.3335),(8 6870.687),(9 7342.9736),(10 7743.1284),(11 8079.516),(12 8426.321),(13 8855.66),(14 9165.251),(15 9434.493),(16 9946.493),(17 10269.133),(18 10686.156),(19 11106.726),(20 11447.38),(21 11708.352),(22 11998.235),(23 12241.609),(24 12439.567),(25 12783.229),(26 12991.227),(27 13171.97),(28 13271.702),(29 13405.094),(30 13539.518),(31 13482.4),(32 13358.153),(33 13447.895),(34 13498.054),(35 13420.342),(36 13424.617),(37 13374.241),(38 13286.988),(39 13135.582),(40 12995.182),(41 12748.418),(42 12525.765),(43 12252.318),(44 12138.183),(45 11942.142),(46 11644.862),(47 11418.31),(48 11297.768),(49 11186.228),(50 10953.652),(51 10772.136),(52 10582.918),(53 10391.283),(54 10265.875),(55 10134.736),(56 9989.812),(57 9871.24),(58 9826.819),(59 9648.386),(60 9467.385),(61 9344.717),(62 9189.111),(63 9118.726),(64 9026.055),(65 8943.341),(66 8860.499),(67 8657.379),(68 8580.324),(69 8497.849),(70 8458.98),(71 8478.226),(72 8468.416),(73 8479.836),(74 8579.905),(75 8758.587),(76 8872.199),(77 9043.147),(78 9040.63),(79 8893.546),
(1 2646.1418),(2 4296.2095),(3 4715.997),(4 5038.5073),(5 5409.713),(6 5763.4946),(7 6032.9014),(8 6501.534),(9 6938.0947),(10 7333.7393),(11 7646.735),(12 8073.319),(13 8376.011),(14 8672.59),(15 8935.63),(16 9429.679),(17 9765.3),(18 10161.252),(19 10514.538),(20 10856.82),(21 11225.241),(22 11464.937),(23 11632.046),(24 11847.309),(25 12187.619),(26 12391.305),(27 12555.063),(28 12729.853),(29 12911.496),(30 13027.393),(31 13084.356),(32 13094.329),(33 13272.224),(34 13290.714),(35 13133.346),(36 13207.899),(37 13250.553),(38 13143.55),(39 13074.135),(40 12950.914),(41 12796.255),(42 12696.668),(43 12397.456),(44 12158.043),(45 12017.143),(46 11798.713),(47 11587.457),(48 11450.119),(49 11282.31),(50 11030.007),(51 10816.328),(52 10594.783),(53 10371.265),(54 10157.538),(55 10015.663),(56 9993.426),(57 9795.908),(58 9672.678),(59 9627.711),(60 9526.8125),(61 9389.738),(62 9253.612),(63 9184.153),(64 9060.642),(65 8988.669),(66 8927.482),(67 8767.365),(68 8570.7705),(69 8465.166),(70 8360.797),(71 8298.709),(72 8247.711),(73 8230.873),(74 8371.41),(75 8499.547),(76 8640.404),(77 8683.687),(78 8717.865),(79 8654.64),
(1 2572.2642),(2 4127.096),(3 4535.1167),(4 4841.646),(5 5161.5396),(6 5377.6763),(7 5655.3594),(8 6075.5737),(9 6404.526),(10 6767.1113),(11 7006.46),(12 7247.6953),(13 7543.855),(14 7711.616),(15 7910.8604),(16 8210.907),(17 8391.926),(18 8687.219),(19 9056.875),(20 9383.576),(21 9774.516),(22 10076.056),(23 10274.582),(24 10489.332),(25 10779.259),(26 10959.191),(27 11148.18),(28 11323.212),(29 11409.48),(30 11565.581),(31 11695.481),(32 11751.511),(33 11877.242),(34 12015.176),(35 11954.305),(36 11960.342),(37 12052.296),(38 11956.827),(39 11866.799),(40 11768.881),(41 11576.822),(42 11480.972),(43 11343.479),(44 11248.733),(45 11120.014),(46 10937.022),(47 10794.058),(48 10746.734),(49 10681.312),(50 10412.72),(51 10219.096),(52 10028.676),(53 9784.139),(54 9590.432),(55 9348.441),(56 9214.683),(57 9168.673),(58 9194.922),(59 9111.148),(60 9011.495),(61 8942.008),(62 8853.769),(63 8950.298),(64 8876.161),(65 8843.062),(66 8788.168),(67 8662.564),(68 8579.129),(69 8465.077),(70 8350.02),(71 8341.125),(72 8284.353),(73 8280.57),(74 8442.051),(75 8612.473),(76 8685.353),(77 8717.736),(78 8707.176),(79 8641.312),
(1 2540.0667),(2 4137.366),(3 4545.958),(4 4827.564),(5 5185.067),(6 5453.458),(7 5716.0474),(8 6142.233),(9 6490.95),(10 6847.511),(11 7084.2754),(12 7418.533),(13 7674.7104),(14 7838.18),(15 8062.6895),(16 8357.284),(17 8569.247),(18 8894.848),(19 9225.564),(20 9468.435),(21 9784.319),(22 10089.402),(23 10390.234),(24 10629.291),(25 10910.568),(26 11047.888),(27 11252.319),(28 11328.57),(29 11399.973),(30 11446.555),(31 11512.47),(32 11594.522),(33 11723.121),(34 11790.2705),(35 11770.304),(36 11737.095),(37 11737.621),(38 11737.76),(39 11618.29),(40 11478.504),(41 11343.335),(42 11200.657),(43 11028.337),(44 10894.304),(45 10762.728),(46 10533.213),(47 10362.955),(48 10331.313),(49 10165.073),(50 9924.536),(51 9821.508),(52 9759.516),(53 9549.093),(54 9383.05),(55 9185.52),(56 9001.007),(57 9004.694),(58 9045.8955),(59 9005.009),(60 8862.854),(61 8851.349),(62 8825.433),(63 8921.649),(64 8881.103),(65 8798.454),(66 8661.76),(67 8547.957),(68 8502.401),(69 8359.712),(70 8278.743),(71 8312.157),(72 8275.838),(73 8243.073),(74 8458.951),(75 8466.993),(76 8506.492),(77 8584.713),(78 8523.262),(79 8564.204),
(1 2522.2412),(2 4063.3325),(3 4455.882),(4 4732.7134),(5 5051.3306),(6 5281.7227),(7 5518.096),(8 5940.5107),(9 6219.591),(10 6519.9126),(11 6857.8447),(12 7143.476),(13 7412.5737),(14 7636.077),(15 7736.7505),(16 8027.5596),(17 8241.007),(18 8452.944),(19 8737.407),(20 9019.754),(21 9270.402),(22 9448.652),(23 9692.873),(24 9873.133),(25 10042.117),(26 10237.551),(27 10429.263),(28 10647.432),(29 10825.718),(30 10836.223),(31 10842.633),(32 10791.7),(33 10833.981),(34 10931.158),(35 10911.486),(36 10891.553),(37 10883.129),(38 10833.231),(39 10726.615),(40 10663.139),(41 10648.281),(42 10557.995),(43 10431.813),(44 10259.335),(45 10135.876),(46 9920.454),(47 9768.348),(48 9789.004),(49 9644.776),(50 9389.859),(51 9286.022),(52 9243.054),(53 8972.949),(54 8868.019),(55 8728.637),(56 8707.223),(57 8748.654),(58 8656.058),(59 8622.559),(60 8558.085),(61 8578.95),(62 8523.399),(63 8629.147),(64 8645.826),(65 8500.33),(66 8422.882),(67 8330.688),(68 8388.675),(69 8251.7),(70 8201.854),(71 8309.621),(72 8313.947),(73 8277.259),(74 8409.229),(75 8511.612),(76 8601.641),(77 8595.497),(78 8581.734),(79 8569.751),
(1 2488.1426),(2 4087.0217),(3 4499.314),(4 4756.9473),(5 5066.4595),(6 5325.062),(7 5654.7427),(8 6165.8745),(9 6554.8027),(10 6915.362),(11 7252.738),(12 7506.9346),(13 7899.174),(14 8107.9517),(15 8380.156),(16 8744.637),(17 9017.913),(18 9251.083),(19 9628.396),(20 9940.8125),(21 10104.907),(22 10154.513),(23 10399.032),(24 10552.142),(25 10755.754),(26 10949.803),(27 11051.861),(28 11124.532),(29 11187.068),(30 11205.569),(31 11251.924),(32 11285.125),(33 11305.568),(34 11264.369),(35 11235.9),(36 11220.656),(37 11110.835),(38 11072.625),(39 10998.807),(40 10801.49),(41 10675.072),(42 10515.078),(43 10406.242),(44 10198.341),(45 10092.338),(46 9919.493),(47 9791.852),(48 9763.94),(49 9668.393),(50 9431.812),(51 9454.465),(52 9315.293),(53 8984.721),(54 8828.403),(55 8697.068),(56 8571.313),(57 8441.829),(58 8361.519),(59 8299.441),(60 8238.465),(61 8180.8174),(62 8103.1123),(63 8138.494),(64 8122.4146),(65 8042.1313),(66 7939.5654),(67 7874.9624),(68 7913.6963),(69 7859.2324),(70 7857.064),(71 7835.413),(72 7825.8516),(73 7780.2593),(74 7885.2456),(75 7976.7505),(76 7960.5444),(77 8114.668),(78 8181.356),(79 8263.81),
(1 2408.1042),(2 3899.0288),(3 4285.073),(4 4600.1494),(5 4870.1914),(6 5111.097),(7 5410.5723),(8 5859.657),(9 6137.073),(10 6469.277),(11 6836.317),(12 7175.4424),(13 7434.4116),(14 7633.7397),(15 7901.004),(16 8242.492),(17 8496.226),(18 8720.533),(19 8989.328),(20 9322.127),(21 9574.692),(22 9693.363),(23 9971.48),(24 10116.295),(25 10352.269),(26 10626.3),(27 10791.258),(28 10907.887),(29 10987.419),(30 11005.515),(31 11031.791),(32 11101.389),(33 11113.032),(34 11102.192),(35 10973.982),(36 10890.108),(37 10850.779),(38 10767.651),(39 10782.115),(40 10678.568),(41 10510.831),(42 10353.685),(43 10143.919),(44 10012.106),(45 9910.286),(46 9628.536),(47 9399.744),(48 9300.377),(49 9246.654),(50 9002.362),(51 8917.093),(52 8703.024),(53 8426.513),(54 8206.742),(55 8176.24),(56 8126.102),(57 8120.9165),(58 8138.5405),(59 8043.073),(60 7851.4526),(61 7786.9517),(62 7740.726),(63 7729.8926),(64 7694.3857),(65 7675.6807),(66 7573.754),(67 7472.193),(68 7466.198),(69 7394.487),(70 7377.7236),(71 7355.488),(72 7390.3115),(73 7330.065),(74 7363.782),(75 7499.9463),(76 7495.0903),(77 7593.881),(78 7591.8325),(79 7556.8706),
(1 2381.872),(2 3812.2927),(3 4218.045),(4 4571.171),(5 4890.267),(6 5098.145),(7 5416.2686),(8 5889.0527),(9 6163.8813),(10 6581.7207),(11 7010.887),(12 7304.595),(13 7613.248),(14 7841.727),(15 8130.2715),(16 8512.999),(17 8821.828),(18 9137.682),(19 9566.191),(20 9875.892),(21 10145.788),(22 10299.145),(23 10551.77),(24 10734.935),(25 10959.655),(26 11163.794),(27 11455.76),(28 11583.489),(29 11649.19),(30 11735.037),(31 11831.358),(32 11888.473),(33 11931.85),(34 11910.204),(35 11905.079),(36 11764.488),(37 11680.675),(38 11569.796),(39 11449.92),(40 11255.46),(41 11013.867),(42 10817.702),(43 10568.032),(44 10387.671),(45 10326.677),(46 9968.35),(47 9778.76),(48 9581.788),(49 9473.457),(50 9268.315),(51 9093.476),(52 8760.662),(53 8534.843),(54 8317.905),(55 8225.249),(56 8126.361),(57 8053.8296),(58 7994.6094),(59 7869.127),(60 7765.8423),(61 7681.9067),(62 7681.408),(63 7624.7925),(64 7594.9404),(65 7628.8765),(66 7575.898),(67 7477.9736),(68 7411.2886),(69 7322.111),(70 7329.3438),(71 7310.8833),(72 7239.697),(73 7261.1675),(74 7374.8877),(75 7478.2314),(76 7530.2935),(77 7585.2188),(78 7641.1455),(79 7593.955),
(1 2404.8748),(2 3838.3708),(3 4206.357),(4 4481.6553),(5 4808.194),(6 5070.6875),(7 5344.6157),(8 5797.3574),(9 6104.718),(10 6474.8237),(11 6877.068),(12 7245.105),(13 7451.414),(14 7682.629),(15 7931.395),(16 8290.139),(17 8548.281),(18 8893.907),(19 9247.594),(20 9561.447),(21 9860.077),(22 10073.018),(23 10336.116),(24 10573.996),(25 10817.259),(26 10972.172),(27 11242.152),(28 11363.116),(29 11370.702),(30 11361.518),(31 11440.264),(32 11505.677),(33 11598.423),(34 11723.383),(35 11678.588),(36 11713.986),(37 11712.203),(38 11508.686),(39 11396.425),(40 11228.734),(41 11019.546),(42 10767.666),(43 10564.152),(44 10362.754),(45 10214.91),(46 9925.701),(47 9692.435),(48 9514.959),(49 9422.394),(50 9332.766),(51 9222.153),(52 9021.642),(53 8751.81),(54 8536.061),(55 8322.736),(56 8207.904),(57 8116.489),(58 8029.8726),(59 7932.8433),(60 7809.2495),(61 7700.074),(62 7630.6553),(63 7610.39),(64 7524.5405),(65 7503.0615),(66 7567.2046),(67 7542.766),(68 7468.2607),(69 7379.044),(70 7363.01),(71 7373.2817),(72 7332.842),(73 7372.0596),(74 7473.2676),(75 7433.6953),(76 7533.7227),(77 7633.341),(78 7701.737),(79 7655.645),
(1 2368.6807),(2 3739.7896),(3 4091.4697),(4 4321.4644),(5 4664.708),(6 4941.931),(7 5220.4814),(8 5620.1494),(9 5912.564),(10 6254.738),(11 6552.6924),(12 6873.6724),(13 7063.35),(14 7282.349),(15 7501.8633),(16 7840.2485),(17 8071.11),(18 8366.31),(19 8569.683),(20 8798.953),(21 9073.166),(22 9229.945),(23 9510.357),(24 9674.154),(25 9948.044),(26 10057.079),(27 10274.308),(28 10411.731),(29 10404.564),(30 10436.485),(31 10512.618),(32 10627.156),(33 10693.574),(34 10741.726),(35 10741.716),(36 10722.44),(37 10656.109),(38 10542.966),(39 10433.024),(40 10297.587),(41 10113.157),(42 9929.305),(43 9737.092),(44 9596.897),(45 9512.789),(46 9325.649),(47 9138.224),(48 8954.991),(49 8818.694),(50 8718.19),(51 8649.904),(52 8406.982),(53 8137.8945),(54 7948.6587),(55 7808.556),(56 7597.6978),(57 7525.1255),(58 7570.6055),(59 7489.9014),(60 7473.896),(61 7390.3677),(62 7302.065),(63 7210.1606),(64 7126.6387),(65 7113.7104),(66 7182.762),(67 7144.769),(68 7084.655),(69 7009.6465),(70 6991.662),(71 7036.5415),(72 7029.4775),(73 7146.4263),(74 7339.881),(75 7386.645),(76 7478.03),(77 7551.9336),(78 7661.936),(79 7637.2915),
(1 2318.4014),(2 3631.5054),(3 4025.2185),(4 4265.794),(5 4545.102),(6 4721.3433),(7 4981.9136),(8 5412.645),(9 5672.072),(10 6029.4517),(11 6277.996),(12 6551.644),(13 6816.337),(14 6983.4697),(15 7175.0464),(16 7517.009),(17 7821.721),(18 8107.8833),(19 8379.937),(20 8605.036),(21 8898.315),(22 9059.838),(23 9236.876),(24 9435.183),(25 9725.494),(26 9779.437),(27 9998.122),(28 10124.285),(29 10132.474),(30 10153.994),(31 10224.522),(32 10337.219),(33 10256.323),(34 10324.922),(35 10402.595),(36 10352.428),(37 10385.335),(38 10232.754),(39 10155.973),(40 9985.411),(41 9812.108),(42 9650.73),(43 9488.878),(44 9303.724),(45 9143.571),(46 8860.92),(47 8646.753),(48 8485.904),(49 8302.662),(50 8208.313),(51 8093.3906),(52 7946.4077),(53 7837.7036),(54 7734.321),(55 7621.8237),(56 7468.0825),(57 7379.1885),(58 7371.051),(59 7312.003),(60 7209.0923),(61 7165.712),(62 7129.329),(63 7094.101),(64 7018.2905),(65 6951.0474),(66 6938.6777),(67 6855.3643),(68 6834.806),(69 6808.3203),(70 6808.971),(71 6858.637),(72 6880.5615),(73 6918.45),(74 6971.5303),(75 7076.546),(76 7125.113),(77 7125.1143),(78 7184.8564),(79 7172.3643),
(1 2289.2275),(2 3595.573),(3 3983.1177),(4 4304.32),(5 4568.9736),(6 4764.405),(7 5013.9297),(8 5438.794),(9 5684.3726),(10 6019.007),(11 6228.963),(12 6455.9556),(13 6697.61),(14 6820.131),(15 7095.122),(16 7408.6987),(17 7682.2764),(18 7906.696),(19 8199.297),(20 8359.478),(21 8658.213),(22 8878.35),(23 8960.604),(24 9089.528),(25 9359.21),(26 9460.092),(27 9634.855),(28 9685.004),(29 9731.716),(30 9738.669),(31 9771.047),(32 9813.952),(33 9782.518),(34 9809.829),(35 9818.913),(36 9792.049),(37 9797.71),(38 9703.399),(39 9544.016),(40 9392.284),(41 9255.907),(42 9123.499),(43 8981.932),(44 8861.542),(45 8746.103),(46 8533.912),(47 8376.308),(48 8246.451),(49 8173.1235),(50 8088.263),(51 7954.4297),(52 7851.5117),(53 7714.084),(54 7634.255),(55 7503.6167),(56 7441.213),(57 7365.8516),(58 7315.626),(59 7174.374),(60 7137.561),(61 7117.9976),(62 6973.063),(63 6968.6855),(64 6918.67),(65 6891.733),(66 6933.409),(67 6866.766),(68 6844.6855),(69 6805.4795),(70 6727.695),(71 6749.189),(72 6743.6284),(73 6741.326),(74 6781.8203),(75 6812.18),(76 6864.2427),(77 6858.63),(78 6908.696),(79 6909.6235),
