1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 88144.18),(2 308513),(3 689130.25),(4 1203762.8),(5 1868418.4),(6 2669820.5),(7 3606745),(8 4688546.5),(9 5933285.5),(10 7275392),(11 8762200),(12 10375569),(13 12136365),(14 13960424),(15 15881539),(16 17828814),(17 19785106),(18 21798664),(19 23862830),(20 25932278),(21 28030930),(22 30172610),(23 32368448),(24 34553460),(25 36735156),(26 38917084),(27 41096840),(28 43351650),(29 45674516),(30 47965236),(31 50346508),(32 52743840),(33 55261630),(34 57751790),(35 60299316),(36 62935460),(37 65705716),(38 68621780),(39 71686970),(40 74789050),(41 78087200),(42 81526216),(43 85256776),(44 89271850),(45 93489150),(46 97820030),(47 102430760),(48 107355096),(49 112512490),(50 117558616),(51 122864280),(52 128178296),(53 133492936),(54 138916380),(55 144401230),(56 150159280),(57 156289490),(58 162548880),(59 168815090),(60 175454740),(61 182059710),(62 188474240),(63 195209840),(64 202094670),(65 209052240),(66 216186110),(67 223221390),(68 230142320),(69 236450130),(70 242968770),(71 248935760),(72 254723970),(73 260590930),(74 266666690),(75 272770600),(76 279272300),(77 285785300),(78 292492200),(79 298787940),
(1 495.4701),(2 600.6753),(3 661.76105),(4 695.112),(5 705.6493),(6 725.4117),(7 725.0073),(8 750.3905),(9 762.37915),(10 754.0862),(11 769.0451),(12 789.71875),(13 794.72766),(14 798.7306),(15 812.171),(16 815.9186),(17 840.53784),(18 863.9201),(19 868.4967),(20 875.3026),(21 888.2826),(22 907.30853),(23 910.2122),(24 919.31964),(25 931.1178),(26 937.126),(27 953.6503),(28 966.347),(29 977.7703),(30 994.6442),(31 1008.3201),(32 1005.3612),(33 1023.0989),(34 1031.1592),(35 1042.6216),(36 1053.534),(37 1053.5449),(38 1062.944),(39 1076.0963),(40 1058.1285),(41 1067.1183),(42 1070.2719),(43 1072.1736),(44 1072.2035),(45 1077.6362),(46 1066.4431),(47 1064.048),(48 1066.4438),(49 1058.7183),(50 1045.8862),(51 1045.7462),(52 1042.3422),(53 1048.9097),(54 1052.8479),(55 1048.7935),(56 1042.1455),(57 1041.1382),(58 1046.5476),(59 1039.3915),(60 1040.5001),(61 1034.034),(62 1040.8687),(63 1046.2174),(64 1033.0521),(65 1041.2875),(66 1044.2269),(67 1033.126),(68 1050.452),(69 1054.3451),(70 1051.1781),(71 1055.4939),(72 1048.9512),(73 1059.8336),(74 1049.5038),(75 1060.001),(76 1049.672),(77 1055.7848),(78 1050.448),(79 1042.3059),
(1 487.21365),(2 586.56903),(3 641.726),(4 667.11816),(5 696.9607),(6 704.20953),(7 719.8148),(8 734.72516),(9 741.0302),(10 735.73193),(11 750.32556),(12 769.474),(13 774.6261),(14 768.97815),(15 789.6382),(16 790.83307),(17 798.49347),(18 821.6936),(19 821.8831),(20 829.21326),(21 851.4592),(22 870.1112),(23 875.64294),(24 901.5458),(25 905.9307),(26 917.1731),(27 932.3472),(28 951.36957),(29 960.1432),(30 964.5834),(31 990.51337),(32 997.87054),(33 1001.2884),(34 1027.6329),(35 1033.1462),(36 1038.8566),(37 1050.2393),(38 1044.1862),(39 1068.598),(40 1065.9692),(41 1050.8794),(42 1056.487),(43 1064.1405),(44 1053.484),(45 1054.7386),(46 1044.5157),(47 1038.7065),(48 1034.4938),(49 1026.326),(50 1022.2518),(51 1021.91437),(52 1021.2882),(53 1017.83765),(54 1015.68036),(55 1019.4886),(56 1015.4451),(57 999.3314),(58 995.9704),(59 992.5081),(60 984.22394),(61 983.10815),(62 984.8895),(63 990.5674),(64 979.3294),(65 982.4901),(66 988.9986),(67 989.95276),(68 986.2526),(69 981.8139),(70 984.78815),(71 985.7484),(72 977.5706),(73 985.7506),(74 989.95184),(75 991.28955),(76 988.4826),(77 993.47565),(78 993.8427),(79 985.3345),
(1 480.10706),(2 579.07544),(3 630.7622),(4 673.94275),(5 699.53613),(6 720.30176),(7 735.2292),(8 746.7478),(9 741.9794),(10 741.3901),(11 744.9189),(12 753.6543),(13 757.0485),(14 762.0872),(15 793.0379),(16 793.3089),(17 801.58746),(18 812.8871),(19 808.4293),(20 818.81506),(21 831.0707),(22 847.80035),(23 862.2374),(24 870.3507),(25 887.7771),(26 895.8239),(27 914.86676),(28 941.838),(29 948.42346),(30 956.5026),(31 967.62085),(32 963.2879),(33 976.64),(34 995.738),(35 991.6235),(36 998.1826),(37 1016.4258),(38 1025.6063),(39 1032.7969),(40 1036.6931),(41 1031.3116),(42 1050.3572),(43 1049.3016),(44 1060.224),(45 1061.0972),(46 1052.24),(47 1043.9976),(48 1044.839),(49 1037.3113),(50 1037.0822),(51 1037.4386),(52 1031.3807),(53 1034.3909),(54 1050.7959),(55 1041.6172),(56 1036.6194),(57 1028.3265),(58 1027.2626),(59 1022.7604),(60 1024.4639),(61 1025.0977),(62 1018.13416),(63 1022.7672),(64 1018.74567),(65 1014.1995),(66 1015.3625),(67 1028.2487),(68 1024.2151),(69 1024.4597),(70 1027.5568),(71 1022.49255),(72 1022.7277),(73 1027.3281),(74 1028.398),(75 1034.5931),(76 1023.9019),(77 1029.544),(78 1023.431),(79 1021.7876),
(1 478.5898),(2 575.58295),(3 625.6331),(4 654.28705),(5 682.2716),(6 688.3647),(7 701.89124),(8 707.6879),(9 729.5101),(10 730.4005),(11 727.03455),(12 744.1984),(13 761.4467),(14 753.79724),(15 770.003),(16 774.4042),(17 789.4066),(18 804.05493),(19 812.3062),(20 819.5483),(21 826.74634),(22 833.52856),(23 843.07513),(24 866.16974),(25 881.87787),(26 906.0673),(27 907.7669),(28 926.6147),(29 926.3741),(30 935.7511),(31 945.58905),(32 935.76227),(33 939.6528),(34 950.1585),(35 946.8875),(36 963.2932),(37 965.1435),(38 975.077),(39 975.3493),(40 991.95795),(41 983.68756),(42 984.1526),(43 990.02747),(44 1002.12897),(45 995.9609),(46 993.1558),(47 983.47906),(48 986.91876),(49 972.82886),(50 976.0385),(51 975.73065),(52 959.4168),(53 959.9893),(54 965.5815),(55 962.03125),(56 960.96515),(57 958.7178),(58 965.2163),(59 953.2604),(60 953.626),(61 950.2359),(62 951.7942),(63 963.25214),(64 952.1422),(65 965.47296),(66 958.7243),(67 960.23114),(68 959.3114),(69 965.8171),(70 976.6057),(71 977.1117),(72 984.6521),(73 992.25433),(74 978.86835),(75 978.239),(76 974.94714),(77 969.8491),(78 975.27277),(79 978.7241),
(1 471.97717),(2 570.1438),(3 611.098),(4 644.66315),(5 664.10565),(6 685.2225),(7 687.31213),(8 704.3001),(9 728.6627),(10 731.1378),(11 736.5576),(12 740.04443),(13 759.62805),(14 754.40826),(15 778.0689),(16 782.8645),(17 792.50635),(18 796.7157),(19 808.269),(20 811.42773),(21 816.6361),(22 826.7372),(23 839.3857),(24 853.7681),(25 870.6097),(26 876.2968),(27 885.99133),(28 889.2765),(29 901.82764),(30 907.11206),(31 921.7201),(32 938.0807),(33 944.01196),(34 945.55615),(35 953.29724),(36 959.84546),(37 966.16907),(38 974.33813),(39 980.94586),(40 977.3124),(41 977.2337),(42 980.20026),(43 985.33057),(44 988.8613),(45 988.7255),(46 981.2984),(47 983.7103),(48 989.55286),(49 980.99164),(50 989.955),(51 989.38306),(52 988.7847),(53 992.76086),(54 985.07666),(55 976.6855),(56 972.3597),(57 964.5876),(58 960.39734),(59 959.05316),(60 964.98944),(61 953.3795),(62 970.4673),(63 978.62976),(64 972.80646),(65 960.68335),(66 967.93756),(67 959.94867),(68 962.2507),(69 950.60626),(70 961.9048),(71 970.4547),(72 960.8685),(73 974.1893),(74 969.8235),(75 968.6043),(76 962.1381),(77 972.94543),(78 969.1339),(79 964.5837),
(1 460.5389),(2 555.7827),(3 603.3494),(4 628.34326),(5 646.83466),(6 674.4806),(7 679.8715),(8 692.3353),(9 710.04736),(10 708.12134),(11 729.9647),(12 725.2204),(13 742.6608),(14 732.6253),(15 754.9942),(16 765.68677),(17 767.58405),(18 778.7369),(19 792.8379),(20 801.0674),(21 814.191),(22 820.5369),(23 823.5162),(24 834.7725),(25 838.79517),(26 856.09143),(27 859.4907),(28 866.5401),(29 883.6048),(30 881.30096),(31 896.5996),(32 907.401),(33 902.5255),(34 911.94507),(35 926.7604),(36 931.6276),(37 931.353),(38 934.6615),(39 933.2811),(40 939.9606),(41 938.27124),(42 943.413),(43 943.159),(44 939.6911),(45 942.9498),(46 941.7642),(47 939.63135),(48 943.8621),(49 933.44464),(50 939.3973),(51 929.6734),(52 930.248),(53 930.2037),(54 928.6194),(55 924.669),(56 915.27075),(57 904.9397),(58 906.30414),(59 906.0774),(60 913.2877),(61 897.5521),(62 903.45776),(63 894.871),(64 906.5867),(65 897.9943),(66 895.3053),(67 885.152),(68 882.5249),(69 890.00836),(70 892.50275),(71 888.38055),(72 887.86755),(73 894.9653),(74 910.4367),(75 910.62067),(76 918.43866),(77 920.9705),(78 915.86676),(79 923.44055),
(1 457.14172),(2 565.5161),(3 619.44116),(4 641.50934),(5 664.94275),(6 679.58606),(7 685.4019),(8 692.75214),(9 697.978),(10 709.0464),(11 722.75085),(12 719.25726),(13 739.3371),(14 736.22363),(15 743.5019),(16 751.74097),(17 760.1415),(18 772.1517),(19 761.3933),(20 773.30225),(21 784.47406),(22 799.22406),(23 808.6878),(24 814.8442),(25 825.2319),(26 840.8118),(27 853.21985),(28 860.15015),(29 874.3628),(30 886.97516),(31 886.0226),(32 906.8716),(33 905.5918),(34 904.8282),(35 922.8654),(36 921.26434),(37 933.66205),(38 937.28204),(39 944.30145),(40 949.4694),(41 951.6717),(42 955.4306),(43 966.4428),(44 968.48303),(45 956.07996),(46 967.7244),(47 964.5986),(48 957.9496),(49 952.69696),(50 953.5606),(51 959.5606),(52 945.4597),(53 939.6418),(54 932.65283),(55 933.119),(56 935.0533),(57 941.48486),(58 939.4634),(59 932.89557),(60 929.1412),(61 928.45575),(62 924.6867),(63 930.8068),(64 936.0192),(65 931.5292),(66 923.18097),(67 919.65576),(68 916.7342),(69 909.52936),(70 915.03235),(71 924.424),(72 926.6208),(73 933.30414),(74 937.60376),(75 935.4801),(76 937.3964),(77 936.33563),(78 936.0214),(79 926.114),
(1 449.48636),(2 553.0858),(3 598.9715),(4 619.16077),(5 639.6615),(6 649.1692),(7 659.2384),(8 673.6739),(9 685.4973),(10 695.4962),(11 711.08844),(12 712.48663),(13 731.27057),(14 724.0919),(15 732.17535),(16 740.76117),(17 756.7488),(18 768.11487),(19 761.3348),(20 766.4192),(21 778.1983),(22 785.21173),(23 779.8007),(24 797.4216),(25 810.6935),(26 820.63446),(27 838.37024),(28 843.634),(29 857.2131),(30 875.9128),(31 876.7976),(32 884.6422),(33 896.9821),(34 902.82635),(35 898.514),(36 906.6966),(37 913.8271),(38 918.20544),(39 923.999),(40 931.55597),(41 934.7911),(42 930.6962),(43 941.0234),(44 949.28204),(45 939.17566),(46 944.669),(47 940.24554),(48 934.3094),(49 931.0524),(50 926.1995),(51 917.8137),(52 919.14716),(53 914.62317),(54 911.5956),(55 904.72064),(56 896.41095),(57 894.7036),(58 902.2031),(59 894.5235),(60 887.65045),(61 882.7989),(62 889.88385),(63 890.7824),(64 885.58466),(65 883.1622),(66 882.3934),(67 867.2008),(68 870.49084),(69 873.0997),(70 867.07556),(71 871.21625),(72 864.0169),(73 875.1571),(74 887.6922),(75 884.0573),(76 875.45526),(77 885.88336),(78 886.4511),(79 884.0772),
(1 436.85373),(2 529.90234),(3 581.19727),(4 604.65955),(5 618.7514),(6 645.5334),(7 649.0902),(8 658.3538),(9 653.7333),(10 660.49054),(11 679.84357),(12 683.2139),(13 700.3395),(14 696.51404),(15 706.11786),(16 706.7546),(17 719.1913),(18 723.3988),(19 721.84906),(20 722.0028),(21 730.9924),(22 749.04865),(23 745.8008),(24 757.6279),(25 769.7359),(26 777.8497),(27 797.36847),(28 805.0328),(29 818.1849),(30 833.5665),(31 838.65186),(32 842.3523),(33 864.3224),(34 867.33594),(35 872.55524),(36 870.5894),(37 878.63055),(38 895.14734),(39 902.3193),(40 902.3091),(41 900.8724),(42 911.45984),(43 912.91504),(44 916.6865),(45 905.78015),(46 910.5148),(47 911.6569),(48 912.85004),(49 907.941),(50 913.80304),(51 908.99225),(52 915.9486),(53 912.7519),(54 902.73303),(55 902.8055),(56 905.9109),(57 901.0569),(58 913.5247),(59 899.81805),(60 884.71387),(61 884.3704),(62 892.01245),(63 891.1836),(64 887.9597),(65 890.5581),(66 895.4389),(67 881.21094),(68 890.97504),(69 880.7514),(70 878.19385),(71 874.7637),(72 873.44415),(73 889.6435),(74 887.875),(75 885.23096),(76 875.6608),(77 878.5968),(78 875.65283),(79 875.1455),
(1 437.1759),(2 535.0841),(3 589.19275),(4 605.83307),(5 624.7283),(6 646.4504),(7 662.5411),(8 665.67694),(9 675.89655),(10 675.03656),(11 693.67194),(12 703.81195),(13 710.3561),(14 710.2222),(15 715.8037),(16 726.13214),(17 739.59985),(18 741.523),(19 746.6973),(20 757.7601),(21 765.97),(22 773.1317),(23 774.2915),(24 790.26),(25 794.87427),(26 811.4551),(27 830.919),(28 845.72327),(29 842.4987),(30 846.3461),(31 865.27234),(32 868.60254),(33 873.3684),(34 874.20465),(35 890.253),(36 894.2338),(37 888.3943),(38 901.5114),(39 916.4889),(40 916.62616),(41 920.70593),(42 921.1805),(43 944.13306),(44 932.9624),(45 935.0359),(46 932.32117),(47 939.2063),(48 931.59155),(49 935.4576),(50 929.8364),(51 936.213),(52 931.5881),(53 924.4776),(54 923.7892),(55 919.2254),(56 926.0032),(57 921.3083),(58 918.3596),(59 915.58624),(60 907.02734),(61 899.6116),(62 907.9539),(63 898.3776),(64 901.06506),(65 890.8839),(66 894.395),(67 891.0192),(68 888.5066),(69 881.55347),(70 892.0899),(71 893.0266),(72 893.498),(73 908.0491),(74 900.3224),(75 900.1621),(76 899.6533),(77 902.6979),(78 887.5837),(79 898.1554),
(1 411.45618),(2 508.40326),(3 549.25464),(4 568.5914),(5 587.04486),(6 609.1377),(7 622.65826),(8 624.36816),(9 623.9639),(10 631.05225),(11 650.484),(12 658.9057),(13 664.92926),(14 660.71173),(15 682.1585),(16 683.42303),(17 702.33246),(18 708.768),(19 703.4504),(20 718.3579),(21 721.68506),(22 726.6553),(23 743.5188),(24 756.17114),(25 767.00336),(26 773.5387),(27 791.6916),(28 808.18414),(29 816.2874),(30 834.0818),(31 846.6008),(32 847.7302),(33 861.25653),(34 869.1907),(35 872.149),(36 880.35266),(37 882.1427),(38 891.5112),(39 901.2837),(40 908.73444),(41 909.89636),(42 908.8954),(43 915.8825),(44 907.9416),(45 903.64166),(46 904.5665),(47 900.641),(48 906.0291),(49 905.3278),(50 907.5018),(51 913.0012),(52 909.30096),(53 913.03564),(54 910.8069),(55 908.6306),(56 904.9073),(57 896.76746),(58 910.9305),(59 903.5498),(60 903.43),(61 899.4311),(62 895.81464),(63 891.31384),(64 891.1672),(65 892.6984),(66 896.6935),(67 892.1752),(68 900.7329),(69 893.0629),(70 895.06244),(71 888.4243),(72 889.2262),(73 896.3758),(74 889.4521),(75 893.20483),(76 883.5602),(77 885.4767),(78 883.9997),(79 883.6974),
(1 423.9341),(2 524.14185),(3 573.17017),(4 585.8294),(5 603.49786),(6 626.5371),(7 638.98364),(8 643.14386),(9 642.66693),(10 645.2854),(11 668.50385),(12 685.96265),(13 687.7885),(14 683.2978),(15 697.39325),(16 709.25256),(17 722.9615),(18 726.15045),(19 724.55646),(20 744.6907),(21 756.5847),(22 765.24396),(23 780.7305),(24 794.1945),(25 802.9484),(26 808.2108),(27 826.27515),(28 833.64264),(29 840.61475),(30 849.9424),(31 859.4629),(32 858.07355),(33 864.24255),(34 863.9844),(35 880.5132),(36 892.9477),(37 890.7025),(38 895.33795),(39 893.8939),(40 894.18677),(41 900.27203),(42 901.2909),(43 911.8397),(44 903.15845),(45 901.6145),(46 883.9916),(47 893.1382),(48 887.44604),(49 888.2757),(50 881.3006),(51 882.6481),(52 884.5066),(53 879.78296),(54 876.26276),(55 879.6823),(56 876.51715),(57 879.8289),(58 884.03937),(59 879.1552),(60 874.07855),(61 878.76276),(62 878.64734),(63 878.79614),(64 873.1308),(65 863.7752),(66 872.8514),(67 875.67523),(68 872.27246),(69 870.2374),(70 876.54095),(71 870.6091),(72 870.86523),(73 888.8291),(74 884.7489),(75 885.11755),(76 875.96783),(77 877.37115),(78 874.69904),(79 875.7724),
(1 401.19116),(2 495.437),(3 541.30005),(4 565.8527),(5 585.8653),(6 598.8708),(7 613.0994),(8 618.33624),(9 622.5779),(10 628.4188),(11 637.2734),(12 642.74036),(13 652.58545),(14 656.5951),(15 670.1224),(16 675.3442),(17 677.85114),(18 688.09357),(19 686.87396),(20 696.32465),(21 708.8668),(22 717.693),(23 732.26385),(24 745.75464),(25 754.3416),(26 757.89343),(27 774.5492),(28 793.67175),(29 795.6848),(30 808.04706),(31 823.6187),(32 832.96765),(33 840.897),(34 846.4347),(35 850.1825),(36 864.5468),(37 849.7917),(38 854.9117),(39 871.15686),(40 873.45795),(41 879.89905),(42 883.6402),(43 889.9141),(44 901.1348),(45 891.5316),(46 886.8261),(47 880.10443),(48 884.28357),(49 872.8998),(50 879.4205),(51 886.8099),(52 884.0556),(53 877.7023),(54 878.365),(55 874.3224),(56 881.6539),(57 872.376),(58 887.1646),(59 873.3811),(60 868.63),(61 869.9177),(62 870.43427),(63 866.73755),(64 863.4081),(65 861.2087),(66 868.8489),(67 874.5376),(68 869.9386),(69 875.39343),(70 878.3125),(71 874.41473),(72 868.7629),(73 882.2206),(74 877.42737),(75 887.22327),(76 873.42236),(77 873.2669),(78 865.8038),(79 859.9331),
(1 395.26773),(2 489.3731),(3 532.47943),(4 551.44037),(5 574.04156),(6 582.0109),(7 594.80414),(8 596.5286),(9 607.0138),(10 609.8997),(11 625.02423),(12 619.97),(13 627.44885),(14 624.1648),(15 634.61774),(16 644.23486),(17 651.6601),(18 662.2927),(19 663.48895),(20 668.1419),(21 673.8732),(22 683.67944),(23 697.43005),(24 718.693),(25 721.59406),(26 723.20715),(27 738.63574),(28 756.2906),(29 766.5638),(30 777.02747),(31 791.3706),(32 803.67993),(33 808.98047),(34 825.72504),(35 829.06036),(36 833.48456),(37 833.23773),(38 836.3846),(39 836.6473),(40 843.0709),(41 842.27045),(42 834.82135),(43 843.8878),(44 854.3009),(45 846.1669),(46 848.2137),(47 845.88574),(48 852.5196),(49 855.7408),(50 854.14124),(51 854.0501),(52 851.97797),(53 844.181),(54 854.5724),(55 845.40765),(56 845.4941),(57 843.36365),(58 854.5208),(59 849.22626),(60 844.23535),(61 848.0577),(62 842.44006),(63 839.8176),(64 841.66327),(65 846.1233),(66 850.5272),(67 855.21625),(68 844.95105),(69 846.2798),(70 846.80066),(71 855.4215),(72 852.50745),(73 856.4779),(74 845.99884),(75 846.66833),(76 839.36835),(77 836.3787),(78 835.0641),(79 822.2509),
(1 389.14536),(2 480.8589),(3 535.121),(4 554.8028),(5 577.601),(6 585.23285),(7 596.5477),(8 591.68823),(9 609.1946),(10 616.2758),(11 629.9919),(12 634.3193),(13 642.0807),(14 641.3674),(15 652.57544),(16 655.0253),(17 660.294),(18 673.62),(19 676.31946),(20 690.1149),(21 693.4406),(22 700.0155),(23 720.86633),(24 735.5368),(25 745.85614),(26 759.5936),(27 778.4219),(28 782.62585),(29 795.07544),(30 802.33813),(31 805.54956),(32 816.9902),(33 824.266),(34 833.2771),(35 835.60834),(36 845.74567),(37 848.63446),(38 844.2485),(39 861.2387),(40 869.6717),(41 864.5623),(42 871.94214),(43 864.3153),(44 860.9904),(45 868.6116),(46 866.9678),(47 853.7694),(48 856.17145),(49 848.84686),(50 854.9949),(51 857.4905),(52 856.4569),(53 842.7728),(54 852.62244),(55 852.14703),(56 848.57135),(57 846.4318),(58 850.26886),(59 852.12067),(60 846.62115),(61 842.04926),(62 840.1943),(63 842.6942),(64 832.15497),(65 829.1283),(66 831.44037),(67 829.0036),(68 828.34174),(69 838.69666),(70 830.5629),(71 838.7443),(72 843.0035),(73 839.7133),(74 835.3422),(75 837.1993),(76 832.6184),(77 822.8285),(78 813.7041),(79 816.498),
(1 373.63757),(2 460.7229),(3 509.77625),(4 524.1288),(5 546.93146),(6 562.8346),(7 566.66626),(8 571.88885),(9 574.4338),(10 585.8032),(11 587.9887),(12 589.43475),(13 601.4028),(14 607.1984),(15 618.89856),(16 617.66266),(17 622.60266),(18 636.2578),(19 643.6644),(20 648.6398),(21 653.32947),(22 665.69073),(23 689.4955),(24 697.7624),(25 709.9254),(26 717.3077),(27 746.02106),(28 757.154),(29 763.2818),(30 765.00586),(31 769.24164),(32 775.9296),(33 785.2259),(34 780.61725),(35 784.22626),(36 796.55597),(37 807.18744),(38 800.97473),(39 804.68256),(40 811.1543),(41 804.3645),(42 799.16815),(43 795.8842),(44 803.47925),(45 805.71),(46 803.73004),(47 797.69617),(48 793.7284),(49 792.4551),(50 793.8032),(51 794.738),(52 792.39417),(53 788.0078),(54 787.09735),(55 781.9462),(56 772.7789),(57 770.9251),(58 773.1235),(59 774.43085),(60 779.66833),(61 781.4988),(62 772.9375),(63 769.01166),(64 774.23706),(65 769.20374),(66 767.9795),(67 767.3931),(68 777.44135),(69 775.9104),(70 775.0746),(71 776.09436),(72 782.31946),(73 791.94446),(74 790.54443),(75 789.5642),(76 794.4919),(77 789.90894),(78 786.8833),(79 788.58044),
(1 373.26202),(2 455.71222),(3 508.61243),(4 525.73694),(5 548.31335),(6 552.82996),(7 560.3613),(8 574.93884),(9 579.00726),(10 586.7825),(11 586.6053),(12 585.45856),(13 607.50726),(14 607.4243),(15 605.0034),(16 612.98),(17 622.2661),(18 628.4704),(19 635.344),(20 646.6937),(21 648.4627),(22 658.9852),(23 665.19543),(24 691.06683),(25 695.0843),(26 712.60657),(27 728.9636),(28 733.1756),(29 737.385),(30 759.8393),(31 767.705),(32 773.15137),(33 785.2166),(34 788.0443),(35 802.7327),(36 808.0559),(37 818.7947),(38 821.2684),(39 818.5629),(40 830.95074),(41 829.7971),(42 836.5226),(43 835.9984),(44 842.30396),(45 842.2157),(46 838.0256),(47 832.53),(48 830.0385),(49 824.88403),(50 816.56555),(51 822.2735),(52 827.30804),(53 817.74677),(54 811.80725),(55 811.39014),(56 800.63654),(57 788.31866),(58 788.2591),(59 791.9729),(60 785.6063),(61 776.8884),(62 780.3188),(63 781.5101),(64 784.73987),(65 787.33014),(66 787.35834),(67 789.713),(68 782.45856),(69 774.6489),(70 777.0597),(71 779.38275),(72 778.53625),(73 788.65875),(74 789.9405),(75 783.9751),(76 784.45355),(77 782.49445),(78 782.263),(79 777.8727),
(1 367.59766),(2 457.2552),(3 508.3556),(4 523.9255),(5 543.0996),(6 547.3352),(7 550.71344),(8 563.4827),(9 576.0476),(10 573.4689),(11 577.2285),(12 582.01904),(13 586.59503),(14 592.89465),(15 603.39215),(16 608.0856),(17 618.6432),(18 627.3789),(19 639.28986),(20 644.4399),(21 646.66064),(22 661.99774),(23 671.92035),(24 689.6824),(25 701.73676),(26 715.11163),(27 733.4103),(28 734.9638),(29 738.1092),(30 751.457),(31 760.61847),(32 762.3433),(33 763.27026),(34 770.19305),(35 782.62006),(36 796.25757),(37 796.74854),(38 804.31934),(39 802.57495),(40 801.95575),(41 806.9284),(42 809.0341),(43 818.27527),(44 817.1922),(45 814.1628),(46 820.89545),(47 812.2838),(48 810.1546),(49 794.9296),(50 796.6134),(51 794.9495),(52 795.2815),(53 796.11273),(54 785.0605),(55 786.50525),(56 775.78),(57 772.83636),(58 772.4694),(59 772.3512),(60 766.6335),(61 768.4785),(62 767.8655),(63 766.65137),(64 765.60504),(65 773.47144),(66 769.1445),(67 768.5174),(68 762.27264),(69 767.1905),(70 765.22095),(71 769.625),(72 772.15826),(73 778.7599),(74 771.0466),(75 769.71686),(76 774.28564),(77 776.7117),(78 764.04095),(79 756.74915),
