1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 104311.1),(2 363182.25),(3 747010),(4 1212910.9),(5 1734508.4),(6 2279816.3),(7 2838491.8),(8 3425482.8),(9 3996716.8),(10 4560220.5),(11 5004389.5),(12 5398804.5),(13 5851177.5),(14 6421761.5),(15 6962084.5),(16 7644797.5),(17 8363402.5),(18 9093172),(19 9909956),(20 10789461),(21 11480489),(22 12240003),(23 13182911),(24 13992868),(25 14850648),(26 15664239),(27 16439163),(28 17264180),(29 18094420),(30 18875762),(31 19744838),(32 20711004),(33 21555930),(34 22503784),(35 23348682),(36 24184150),(37 24992848),(38 25768776),(39 26603608),(40 27575834),(41 28585590),(42 29479770),(43 30558648),(44 31695030),(45 32593352),(46 33603060),(47 34656484),(48 35564990),(49 36408068),(50 37170664),(51 37997092),(52 38653236),(53 39268140),(54 39724270),(55 40187150),(56 40815516),(57 41293836),(58 41689176),(59 41900790),(60 41744350),(61 41494210),(62 41086100),(63 40648896),(64 40306412),(65 40020330),(66 39850116),(67 39796400),(68 39678852),(69 39453924),(70 39405580),(71 39417876),(72 39443444),(73 39663148),(74 40195212),(75 40917884),(76 41783732),(77 42864136),(78 43763584),(79 44736836),
(1 950.9448),(2 1308.4384),(3 1477.5659),(4 1584.5797),(5 1701.5991),(6 1755.5791),(7 1819.7761),(8 1873.4807),(9 1894.6509),(10 1932.514),(11 1937.5995),(12 1969.654),(13 1980.309),(14 2039.7876),(15 2061.1929),(16 2071.3833),(17 2059.2144),(18 2047.6436),(19 2076.4673),(20 2098.1196),(21 2137.971),(22 2147.4805),(23 2193.3328),(24 2198.552),(25 2246.6042),(26 2289.6357),(27 2289.055),(28 2261.082),(29 2256.0305),(30 2283.033),(31 2300.81),(32 2291.214),(33 2312.603),(34 2344.1938),(35 2379.989),(36 2387.9648),(37 2366.0044),(38 2407.609),(39 2412.7456),(40 2404.3352),(41 2407.506),(42 2451.2483),(43 2470.9414),(44 2463.1235),(45 2453.0803),(46 2480.2007),(47 2470.4402),(48 2464.3984),(49 2457.257),(50 2473.178),(51 2481.2432),(52 2492.6829),(53 2521.8835),(54 2496.6829),(55 2517.7874),(56 2525.3884),(57 2487.0146),(58 2490.7056),(59 2484.1594),(60 2462.8108),(61 2454.1206),(62 2433.464),(63 2425.9043),(64 2421.6865),(65 2419.941),(66 2411.2595),(67 2420.1255),(68 2436.1294),(69 2417.863),(70 2459.37),(71 2440.5615),(72 2460.7659),(73 2447.905),(74 2421.6938),(75 2428.9287),(76 2447.482),(77 2420.567),(78 2436.156),(79 2433.0554),
(1 897.81354),(2 1202.208),(3 1356.8314),(4 1482.7362),(5 1594.7408),(6 1647.4954),(7 1729.8325),(8 1783.3536),(9 1775.0554),(10 1801.7025),(11 1839.4979),(12 1871.0286),(13 1874.4702),(14 1899.6564),(15 1947.1951),(16 1942.9076),(17 1939.2183),(18 1977.5327),(19 1965.8431),(20 1976.3092),(21 2018.4642),(22 2057.911),(23 2114.4902),(24 2105.6812),(25 2106.457),(26 2137.7307),(27 2167.485),(28 2155.0154),(29 2171.3772),(30 2175.6182),(31 2226.473),(32 2228.3367),(33 2240.7139),(34 2265.7732),(35 2303.3733),(36 2313.9775),(37 2325.1797),(38 2355.7822),(39 2358.6445),(40 2354.4456),(41 2377.62),(42 2396.924),(43 2451.041),(44 2463.5547),(45 2460.8894),(46 2462.2183),(47 2458.104),(48 2435.47),(49 2429.9895),(50 2447.39),(51 2452.9026),(52 2451.668),(53 2487.2917),(54 2488.8447),(55 2503.2048),(56 2488.328),(57 2480.012),(58 2469.2446),(59 2448.432),(60 2426.0032),(61 2415.0422),(62 2387.2505),(63 2398.0981),(64 2402.4614),(65 2400.5154),(66 2398.9043),(67 2390.5942),(68 2410.1511),(69 2383.1206),(70 2388.863),(71 2401.7656),(72 2387.501),(73 2386.005),(74 2370.349),(75 2382.1467),(76 2362.2813),(77 2323.0686),(78 2315.0095),(79 2339.7185),
(1 889.174),(2 1177.4683),(3 1329.0419),(4 1432.4303),(5 1514.9421),(6 1591.899),(7 1627.962),(8 1700.2465),(9 1728.9215),(10 1765.5012),(11 1805.9178),(12 1863.7432),(13 1857.242),(14 1862.6738),(15 1886.9755),(16 1889.485),(17 1883.7981),(18 1892.7244),(19 1901.8031),(20 1921.5027),(21 1947.2039),(22 1940.8578),(23 2004.6326),(24 2019.4371),(25 2044.556),(26 2052.9478),(27 2066.79),(28 2064.1873),(29 2076.1843),(30 2102.1882),(31 2136.2861),(32 2165.0178),(33 2169.7854),(34 2186.6133),(35 2195.1213),(36 2204.6716),(37 2213.3774),(38 2217.0625),(39 2253.7695),(40 2283.1394),(41 2267.6646),(42 2291.5679),(43 2314.5708),(44 2363.3752),(45 2356.3179),(46 2365.6973),(47 2409.8838),(48 2403.8318),(49 2424.2869),(50 2421.3918),(51 2413.3538),(52 2403.7969),(53 2409.9558),(54 2401.7837),(55 2409.1707),(56 2412.7964),(57 2408.5051),(58 2402.2021),(59 2396.125),(60 2377.37),(61 2373.2524),(62 2391.908),(63 2414.2424),(64 2389.7998),(65 2375.4695),(66 2377.4417),(67 2383.8286),(68 2385.0906),(69 2380.9163),(70 2374.0906),(71 2376.5156),(72 2353.3367),(73 2343.7559),(74 2345.9795),(75 2361.7012),(76 2331.5603),(77 2318.4119),(78 2330.4326),(79 2336.2285),
(1 864.7287),(2 1170.688),(3 1329.3423),(4 1437.4033),(5 1515.4645),(6 1587.2797),(7 1626.936),(8 1703.622),(9 1720.8365),(10 1757.668),(11 1782.0416),(12 1784.9854),(13 1804.3417),(14 1835.57),(15 1860.7687),(16 1873.3156),(17 1880.2765),(18 1912.2891),(19 1934.3444),(20 1938.9912),(21 1944.868),(22 1954.0134),(23 1986.8),(24 1991.9642),(25 2014.6862),(26 2035.0007),(27 2015.8315),(28 2036.6844),(29 2028.648),(30 2060.197),(31 2096.9294),(32 2112.554),(33 2113.4158),(34 2108.4019),(35 2115.6814),(36 2111.397),(37 2110.3616),(38 2109.077),(39 2135.2307),(40 2137.2927),(41 2144.0957),(42 2134.3647),(43 2141.407),(44 2167.31),(45 2149.7224),(46 2143.6719),(47 2174.0334),(48 2196.9531),(49 2220.6465),(50 2221.2598),(51 2192.3694),(52 2205.8645),(53 2208.5942),(54 2231.7673),(55 2236.4204),(56 2231.2234),(57 2228.6404),(58 2253.0671),(59 2241.8135),(60 2260.0928),(61 2275.0144),(62 2278.129),(63 2287.145),(64 2283.9248),(65 2297.1868),(66 2291.889),(67 2289.405),(68 2315.5925),(69 2319.929),(70 2313.3633),(71 2306.4873),(72 2306.1436),(73 2310.458),(74 2326.9375),(75 2325.878),(76 2286.3074),(77 2287.4941),(78 2292.936),(79 2275.623),
(1 815.22974),(2 1120.4617),(3 1276.2961),(4 1367.4904),(5 1450.0326),(6 1493.0864),(7 1544.6351),(8 1639.3168),(9 1695.2656),(10 1715.7533),(11 1721.0383),(12 1733.4231),(13 1732.8579),(14 1752.2169),(15 1799.1619),(16 1806.1068),(17 1846.6487),(18 1853.5396),(19 1869.7987),(20 1846.7352),(21 1879.008),(22 1884.875),(23 1923.3976),(24 1920.9814),(25 1940.3239),(26 1939.8983),(27 1960.477),(28 1962.3649),(29 1988.0997),(30 1985.6161),(31 1996.2947),(32 1992.6035),(33 1999.147),(34 1989.7313),(35 1983.0856),(36 1995.1847),(37 2004.9849),(38 2024.3163),(39 2036.8024),(40 2017.228),(41 2032.8878),(42 2029.3994),(43 2039.3041),(44 2050.5532),(45 2059.3523),(46 2095.6282),(47 2118.5093),(48 2095.7798),(49 2119.06),(50 2117.7463),(51 2131.7239),(52 2140.6677),(53 2153.9116),(54 2175.544),(55 2182.8452),(56 2188.5354),(57 2169.7493),(58 2170.5535),(59 2169.3997),(60 2175.7556),(61 2184.2617),(62 2171.1252),(63 2176.9592),(64 2168.4578),(65 2152.1687),(66 2181.9297),(67 2184.3982),(68 2191.3032),(69 2211.1821),(70 2222.4717),(71 2229.7766),(72 2229.8232),(73 2233.0151),(74 2221.4534),(75 2228.6184),(76 2218.3577),(77 2215.8103),(78 2202.4407),(79 2182.608),
(1 813.71875),(2 1113.8854),(3 1274.8911),(4 1361.7457),(5 1428.4707),(6 1481.8026),(7 1523.0916),(8 1606.1091),(9 1630.4126),(10 1650.1293),(11 1670.3633),(12 1696.9966),(13 1698.4418),(14 1723.1216),(15 1748.4075),(16 1750.222),(17 1741.3495),(18 1772.3058),(19 1782.1617),(20 1760.6558),(21 1817.3643),(22 1839.8236),(23 1868.0571),(24 1872.3599),(25 1906.6549),(26 1897.9354),(27 1925.873),(28 1915.512),(29 1924.357),(30 1933.7893),(31 1943.3247),(32 1943.0479),(33 1941.6476),(34 1960.3094),(35 1968.5895),(36 1953.5095),(37 1978.6975),(38 2008.4226),(39 2038.0647),(40 2024.3824),(41 2045.4095),(42 2014.6349),(43 2009.4395),(44 2031.8787),(45 2055.2915),(46 2037.534),(47 2072.03),(48 2062.3782),(49 2075.3555),(50 2079.8074),(51 2105.709),(52 2114.345),(53 2148.0732),(54 2175.1548),(55 2187.957),(56 2197.5405),(57 2177.46),(58 2163.199),(59 2186.034),(60 2181.685),(61 2212.2234),(62 2206.701),(63 2220.3857),(64 2208.7893),(65 2210.0356),(66 2207.5579),(67 2240.6448),(68 2269.3594),(69 2266.484),(70 2266.6047),(71 2267.109),(72 2259.0374),(73 2259.3774),(74 2224.3198),(75 2221.9834),(76 2209.3137),(77 2198.3523),(78 2208.801),(79 2179.0166),
(1 808.24915),(2 1105.7214),(3 1236.4846),(4 1342.5618),(5 1436.0004),(6 1478.7051),(7 1533.9963),(8 1588.5001),(9 1587.0518),(10 1608.905),(11 1638.5167),(12 1661.5604),(13 1670.9214),(14 1694.6503),(15 1705.7642),(16 1717.1646),(17 1734.688),(18 1751.2982),(19 1767.9108),(20 1780.8315),(21 1828.1517),(22 1847.4904),(23 1865.6641),(24 1888.4769),(25 1926.3049),(26 1936.5789),(27 1956.1139),(28 1944.7151),(29 1951.9513),(30 1959.026),(31 1958.243),(32 1964.7047),(33 1986.992),(34 1990.6604),(35 2023.0504),(36 2008.1729),(37 2039.9006),(38 2053.677),(39 2052.1768),(40 2046.731),(41 2040.2301),(42 2026.6686),(43 2058.4346),(44 2055.4114),(45 2082.6643),(46 2055.5898),(47 2065.8438),(48 2071.5217),(49 2093.9497),(50 2107.4583),(51 2118.6318),(52 2127.7402),(53 2130.7197),(54 2137.685),(55 2157.4822),(56 2156.7878),(57 2138.1216),(58 2148.1602),(59 2160.0762),(60 2167.4514),(61 2175.6155),(62 2174.7432),(63 2196.3142),(64 2178.8167),(65 2172.1558),(66 2165.2415),(67 2167.8623),(68 2184.3208),(69 2194.0232),(70 2186.7454),(71 2168.2178),(72 2176.4993),(73 2206.8787),(74 2171.2773),(75 2183.5176),(76 2170.7456),(77 2143.4038),(78 2135.1184),(79 2125.0344),
(1 772.00757),(2 1066.602),(3 1194.0944),(4 1296.8379),(5 1390.2297),(6 1428.9698),(7 1469.5793),(8 1521.5112),(9 1526.353),(10 1572.043),(11 1607.4961),(12 1638.0868),(13 1628.2605),(14 1631.6472),(15 1646.2642),(16 1658.8087),(17 1667.1503),(18 1691.4089),(19 1684.1554),(20 1668.2089),(21 1686.7804),(22 1715.5034),(23 1734.3453),(24 1754.5548),(25 1788.0707),(26 1839.5059),(27 1863.5005),(28 1856.4073),(29 1858.9987),(30 1880.187),(31 1880.6831),(32 1874.2554),(33 1867.2767),(34 1886.7789),(35 1916.4524),(36 1912.4905),(37 1913.8905),(38 1957.4434),(39 1969.7748),(40 1952.6876),(41 1960.8634),(42 1968.2405),(43 1984.0215),(44 1991.9788),(45 1977.6565),(46 1985.7235),(47 1961.1945),(48 1965.995),(49 1989.367),(50 2004.4698),(51 2013.8688),(52 2019.7673),(53 2035.9026),(54 2018.7896),(55 2041.489),(56 2037.9819),(57 2050.0244),(58 2068.4604),(59 2052.898),(60 2080.2246),(61 2046.3446),(62 2047.8245),(63 2073.8762),(64 2050.6726),(65 2042.9221),(66 2036.0922),(67 2043.4733),(68 2081.9365),(69 2087.4795),(70 2091.8142),(71 2074.545),(72 2095.5752),(73 2119.4536),(74 2112.7139),(75 2088.0603),(76 2090.225),(77 2067.6545),(78 2074.5872),(79 2046.707),
(1 767.86755),(2 1061.5385),(3 1196.8226),(4 1322.3182),(5 1396.128),(6 1448.2991),(7 1490.1399),(8 1572.6796),(9 1580.6437),(10 1617.3527),(11 1663.5587),(12 1697.0764),(13 1717.7799),(14 1721.8185),(15 1725.6445),(16 1711.9674),(17 1711.9261),(18 1719.1896),(19 1732.4614),(20 1713.5823),(21 1714.7678),(22 1724.1384),(23 1747.0393),(24 1758.2935),(25 1796.4431),(26 1811.9393),(27 1829.5022),(28 1858.1968),(29 1859.4341),(30 1856.1432),(31 1863.5253),(32 1850.0728),(33 1844.1711),(34 1840.9976),(35 1858.294),(36 1857.421),(37 1858.7968),(38 1869.1466),(39 1882.7275),(40 1900.9104),(41 1911.1396),(42 1922.0854),(43 1949.755),(44 1951.9633),(45 1945.1757),(46 1955.8293),(47 1959.7273),(48 1980.2281),(49 1984.6118),(50 1966.954),(51 1977.5405),(52 1975.8142),(53 1987.5659),(54 1991.245),(55 2007.1912),(56 2027.647),(57 2017.8925),(58 2021.8918),(59 2029.8884),(60 2015.2657),(61 2015.7014),(62 2031.1787),(63 2046.1533),(64 2031.3472),(65 2034.9579),(66 2033.6434),(67 2021.3682),(68 2021.1702),(69 2027.7931),(70 2029.3931),(71 2041.5874),(72 2015.6765),(73 2024.6837),(74 2025.3458),(75 2015.2482),(76 2013.2316),(77 1986.1564),(78 1970.2354),(79 1966.5706),
(1 723.14343),(2 1002.769),(3 1155.1105),(4 1245.6144),(5 1318.7421),(6 1374.4086),(7 1411.758),(8 1468.0443),(9 1505.5858),(10 1547.3837),(11 1574.0065),(12 1593.2374),(13 1593.0316),(14 1576.533),(15 1601.724),(16 1620.7471),(17 1607.2335),(18 1608.357),(19 1626.613),(20 1634.125),(21 1637.4781),(22 1638.4265),(23 1683.5547),(24 1705.9474),(25 1720.1936),(26 1728.5604),(27 1761.0898),(28 1751.5205),(29 1769.9181),(30 1764.826),(31 1763.6323),(32 1776.5807),(33 1791.1189),(34 1800.4149),(35 1819.8276),(36 1824.2355),(37 1809.4178),(38 1809.5685),(39 1844.4429),(40 1848.9911),(41 1847.3649),(42 1873.6888),(43 1906.2809),(44 1915.5015),(45 1914.9019),(46 1905.5604),(47 1930.105),(48 1920.394),(49 1900.5891),(50 1918.6409),(51 1913.1519),(52 1908.6447),(53 1932.7659),(54 1939.7955),(55 1946.8427),(56 1938.6082),(57 1930.8326),(58 1918.083),(59 1936.1332),(60 1953.8069),(61 1973.1965),(62 1955.211),(63 1994.792),(64 1980.6799),(65 1972.5948),(66 1943.8134),(67 1955.4524),(68 1976.3335),(69 1975.5557),(70 2009.318),(71 2029.4966),(72 2025.0596),(73 2035.6001),(74 2027.4904),(75 2030.6013),(76 1997.6638),(77 1976.001),(78 1961.9609),(79 1930.1783),
(1 716.4823),(2 1013.84094),(3 1143.2982),(4 1223.8179),(5 1289.8779),(6 1347.5836),(7 1416.7758),(8 1477.9208),(9 1502.816),(10 1536.663),(11 1553.4205),(12 1574.2058),(13 1598.3323),(14 1604.8622),(15 1636.6655),(16 1645.4445),(17 1647.5577),(18 1654.6967),(19 1659.9617),(20 1670.5886),(21 1659.9077),(22 1663.6534),(23 1726.2303),(24 1715.3121),(25 1711.6494),(26 1740.5715),(27 1743.1128),(28 1727.4116),(29 1750.6923),(30 1766.6362),(31 1763.5054),(32 1760.5851),(33 1764.3308),(34 1774.996),(35 1762.1796),(36 1789.4725),(37 1775.2173),(38 1783.0552),(39 1837.08),(40 1831.5056),(41 1840.4747),(42 1848.4),(43 1861.3246),(44 1856.5178),(45 1860.2006),(46 1880.8087),(47 1904.541),(48 1919.9387),(49 1915.9382),(50 1929.7604),(51 1945.9332),(52 1959.3738),(53 1962.6744),(54 1962.1625),(55 1988.1633),(56 1977.3771),(57 1990.9764),(58 2021.7383),(59 2004.7366),(60 2019.1897),(61 2012.3517),(62 1997.2952),(63 1984.0676),(64 1981.5836),(65 2001.192),(66 2005.7457),(67 2021.494),(68 1994.3239),(69 1989.9225),(70 2006.1846),(71 2009.9484),(72 2019.7561),(73 2016.6985),(74 2026.5759),(75 2042.3015),(76 2028.496),(77 1984.5925),(78 1982.5939),(79 1946.3707),
(1 679.8015),(2 928.21936),(3 1056.4049),(4 1140.5226),(5 1229.3364),(6 1303.6538),(7 1352.4786),(8 1391.5535),(9 1422.0935),(10 1452.368),(11 1450.8483),(12 1477.1267),(13 1494.1366),(14 1480.0457),(15 1488.7626),(16 1507.0188),(17 1514.5375),(18 1521.4108),(19 1524.9962),(20 1505.5939),(21 1499.5178),(22 1514.7888),(23 1561.3445),(24 1564.6335),(25 1579.1797),(26 1604.8615),(27 1588.4801),(28 1591.7048),(29 1608.0461),(30 1628.907),(31 1628.5261),(32 1623.7401),(33 1636.0859),(34 1659.5939),(35 1677.854),(36 1705.25),(37 1700.5736),(38 1702.3131),(39 1738.6371),(40 1750.3866),(41 1761.2274),(42 1786.3073),(43 1790.5101),(44 1794.1498),(45 1793.2885),(46 1810.666),(47 1849.8796),(48 1836.53),(49 1853.502),(50 1861.0754),(51 1858.779),(52 1863.9009),(53 1855.0372),(54 1860.9717),(55 1873.1418),(56 1872.9857),(57 1881.9259),(58 1896.2826),(59 1885.2048),(60 1884.3625),(61 1899.9061),(62 1891.6068),(63 1903.3928),(64 1901.8794),(65 1907.6625),(66 1915.0905),(67 1920.1592),(68 1892.8649),(69 1901.8462),(70 1910.2826),(71 1893.2131),(72 1889.2017),(73 1912.934),(74 1921.1067),(75 1908.7709),(76 1872.179),(77 1849.6703),(78 1850.8881),(79 1843.3029),
(1 677.57806),(2 965.5692),(3 1078.0879),(4 1171.7592),(5 1278.765),(6 1321.6625),(7 1358.4204),(8 1397.9575),(9 1430.7675),(10 1452.3273),(11 1456.7848),(12 1484.079),(13 1503.8176),(14 1497.6171),(15 1511.1794),(16 1538.7026),(17 1557.1768),(18 1565.9606),(19 1555.8356),(20 1558.4623),(21 1559.6229),(22 1580.3534),(23 1629.0072),(24 1639.5034),(25 1655.0651),(26 1669.6538),(27 1683.7283),(28 1676.9321),(29 1691.9694),(30 1693.7764),(31 1694.193),(32 1709.9082),(33 1719.2731),(34 1716.8088),(35 1725.3782),(36 1745.5931),(37 1743.7759),(38 1765.2494),(39 1770.548),(40 1796.987),(41 1809.9313),(42 1801.4437),(43 1814.4447),(44 1841.8992),(45 1836.0576),(46 1859.4355),(47 1872.4056),(48 1846.9774),(49 1851.5042),(50 1852.2843),(51 1854.4625),(52 1846.0042),(53 1853.4119),(54 1861.4204),(55 1840.855),(56 1835.805),(57 1841.4442),(58 1839.6351),(59 1833.2777),(60 1854.5958),(61 1859.374),(62 1862.9601),(63 1852.798),(64 1830.1049),(65 1845.057),(66 1856.6085),(67 1854.8822),(68 1851.1224),(69 1862.1118),(70 1875.5757),(71 1876.329),(72 1879.1652),(73 1868.4563),(74 1873.242),(75 1865.989),(76 1843.9365),(77 1850.8502),(78 1835.8839),(79 1820.7909),
(1 657.2403),(2 919.72107),(3 1028.5367),(4 1104.27),(5 1194.8287),(6 1229.9784),(7 1261.0825),(8 1324.7814),(9 1339.477),(10 1370.0369),(11 1393.4623),(12 1424.5758),(13 1436.0001),(14 1465.2632),(15 1479.8245),(16 1500.7279),(17 1505.877),(18 1498.9703),(19 1498.5548),(20 1494.6504),(21 1497.0863),(22 1512.4429),(23 1534.9956),(24 1545.5596),(25 1577.6654),(26 1583.9941),(27 1580.584),(28 1574.044),(29 1593.1318),(30 1614.8258),(31 1617.2814),(32 1615.2767),(33 1618.2174),(34 1639.3474),(35 1680.3422),(36 1693.9426),(37 1672.6163),(38 1695.3362),(39 1707.4841),(40 1700.2714),(41 1716.541),(42 1734.7109),(43 1742.5487),(44 1748.5295),(45 1753.4144),(46 1770.0472),(47 1783.6842),(48 1805.9895),(49 1800.5118),(50 1795.4968),(51 1808.3696),(52 1824.4424),(53 1834.7261),(54 1849.4232),(55 1841.489),(56 1845.7169),(57 1845.8745),(58 1821.3054),(59 1838.7491),(60 1861.4261),(61 1855.2958),(62 1869.5521),(63 1864.3884),(64 1830.1732),(65 1831.6609),(66 1836.061),(67 1835.7384),(68 1835.2031),(69 1827.3053),(70 1836.9705),(71 1844.5267),(72 1832.0815),(73 1838.2949),(74 1835.9465),(75 1867.5186),(76 1861.3744),(77 1880.3239),(78 1878.7164),(79 1868.7614),
(1 629.2563),(2 884.99414),(3 988.5203),(4 1072.5337),(5 1155.5057),(6 1197.1238),(7 1222.4344),(8 1249.3857),(9 1257.1156),(10 1278.2653),(11 1293.4554),(12 1312.1256),(13 1329.0212),(14 1341.472),(15 1369.6595),(16 1370.0868),(17 1372.4164),(18 1371.0001),(19 1381.9219),(20 1387.224),(21 1401.1256),(22 1426.5022),(23 1451.1177),(24 1446.4783),(25 1450.5417),(26 1465.154),(27 1491.1711),(28 1510.9485),(29 1519.9059),(30 1524.8021),(31 1541.4385),(32 1550.1967),(33 1557.0238),(34 1576.816),(35 1580.2754),(36 1588.794),(37 1595.5192),(38 1623.5553),(39 1621.6575),(40 1606.1636),(41 1622.3947),(42 1645.4381),(43 1630.1925),(44 1633.9706),(45 1637.174),(46 1663.9799),(47 1673.1394),(48 1683.989),(49 1680.1808),(50 1677.723),(51 1697.3217),(52 1712.8059),(53 1719.5874),(54 1724.766),(55 1713.0775),(56 1729.6122),(57 1726.6879),(58 1718.841),(59 1751.7369),(60 1758.7323),(61 1748.7386),(62 1764.6442),(63 1746.301),(64 1738.6884),(65 1736.1791),(66 1756.5435),(67 1755.8363),(68 1790.7623),(69 1796.8306),(70 1808.6073),(71 1799.233),(72 1779.0825),(73 1781.1742),(74 1814.535),(75 1799.7479),(76 1778.47),(77 1782.316),(78 1782.4937),(79 1780.8271),
(1 626.8377),(2 858.1649),(3 974.41907),(4 1069.9104),(5 1143.1287),(6 1182.0966),(7 1216.8302),(8 1256.036),(9 1278.8958),(10 1294.0962),(11 1307.6136),(12 1327.2937),(13 1336.9088),(14 1332.6196),(15 1356.0195),(16 1368.942),(17 1376.5353),(18 1395.4222),(19 1419.1434),(20 1444.0956),(21 1464.6985),(22 1485.5239),(23 1504.2974),(24 1488.5685),(25 1501.2524),(26 1513.2085),(27 1541.9521),(28 1553.246),(29 1566.1704),(30 1543.366),(31 1552.0767),(32 1577.2626),(33 1578.4436),(34 1599.3939),(35 1608.6042),(36 1608.9135),(37 1599.9277),(38 1624.5336),(39 1637.1632),(40 1624.7513),(41 1630.8062),(42 1640.7579),(43 1646.0397),(44 1641.8768),(45 1652.2986),(46 1689.3785),(47 1685.1938),(48 1668.3805),(49 1664.9835),(50 1681.6724),(51 1677.6506),(52 1690.381),(53 1705.8442),(54 1687.998),(55 1686.0798),(56 1706.2115),(57 1715.6322),(58 1703.5331),(59 1716.0994),(60 1732.7577),(61 1734.1205),(62 1722.3755),(63 1735.5419),(64 1747.4861),(65 1751.6725),(66 1743.598),(67 1749.5175),(68 1795.5286),(69 1822.6884),(70 1835.3713),(71 1814.1967),(72 1823.2836),(73 1840.7876),(74 1829.8827),(75 1810.8796),(76 1806.2665),(77 1812.9622),(78 1794.9415),(79 1791.2013),
