1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 48267.06),(2 165405.81),(3 347365.97),(4 569806.6),(5 837131.44),(6 1124428.6),(7 1423176.4),(8 1725143.5),(9 2052629.6),(10 2359891.8),(11 2728530.8),(12 3092787.3),(13 3481482.8),(14 3893740.8),(15 4352427.5),(16 4796895),(17 5286959.5),(18 5784850.5),(19 6337949.5),(20 6853946),(21 7327737.5),(22 7815158.5),(23 8235018),(24 8628091),(25 9099600),(26 9464595),(27 9861925),(28 10220423),(29 10605292),(30 10932141),(31 11253272),(32 11508144),(33 11751643),(34 11981581),(35 12190925),(36 12373203),(37 12624000),(38 12825563),(39 13120701),(40 13383477),(41 13767593),(42 14249787),(43 14828133),(44 15379808),(45 16055317),(46 16715811),(47 17538330),(48 18376800),(49 19388250),(50 20327944),(51 21279414),(52 22264630),(53 23363686),(54 24616032),(55 25957806),(56 27192722),(57 28541246),(58 29810296),(59 31077414),(60 32147744),(61 33106266),(62 33900324),(63 34793348),(64 35510948),(65 36268510),(66 36840244),(67 37412188),(68 37800124),(69 38103440),(70 38363120),(71 38636850),(72 38840784),(73 39018052),(74 39219150),(75 39275364),(76 39337710),(77 39376308),(78 39297116),(79 39149340),
(1 93.08756),(2 113.68419),(3 121.40713),(4 127.94311),(5 136.243),(6 141.1045),(7 143.37038),(8 145.15402),(9 148.88542),(10 150.22379),(11 150.04889),(12 151.26791),(13 150.60745),(14 157.06464),(15 154.49573),(16 155.59969),(17 155.00226),(18 155.14568),(19 155.82101),(20 155.82497),(21 158.66463),(22 158.12514),(23 158.84068),(24 158.68059),(25 159.93007),(26 163.90556),(27 165.94702),(28 167.313),(29 166.95174),(30 170.87152),(31 171.71259),(32 171.67662),(33 172.25089),(34 173.91623),(35 172.68137),(36 174.52496),(37 175.39944),(38 178.59444),(39 177.2353),(40 177.53723),(41 178.9941),(42 177.24947),(43 177.8103),(44 177.2789),(45 178.9899),(46 176.60033),(47 175.55164),(48 176.79192),(49 176.46011),(50 179.91606),(51 176.46082),(52 178.74896),(53 177.0938),(54 175.96147),(55 174.97702),(56 174.23601),(57 173.32304),(58 173.4611),(59 172.31491),(60 173.98927),(61 175.48169),(62 178.1379),(63 176.82121),(64 177.2646),(65 178.33554),(66 178.26195),(67 178.61424),(68 176.83046),(69 178.2036),(70 177.19952),(71 177.45615),(72 178.16179),(73 179.26413),(74 183.44496),(75 183.99274),(76 183.93562),(77 185.86714),(78 187.01672),(79 189.35722),
(1 91.854225),(2 111.08276),(3 118.453354),(4 126.389565),(5 131.75893),(6 135.07387),(7 137.86073),(8 140.90662),(9 143.79485),(10 145.00803),(11 146.65968),(12 148.08078),(13 150.34528),(14 154.8952),(15 152.22469),(16 153.8488),(17 155.77109),(18 157.9788),(19 158.76857),(20 157.54327),(21 158.34479),(22 157.04385),(23 158.0805),(24 157.33366),(25 158.30458),(26 161.10254),(27 162.18266),(28 163.09856),(29 165.62245),(30 166.66495),(31 168.78964),(32 168.81839),(33 171.47725),(34 172.23329),(35 172.67233),(36 171.06963),(37 173.01416),(38 174.74483),(39 173.20384),(40 171.89207),(41 171.49776),(42 171.1925),(43 171.04344),(44 171.38335),(45 172.1381),(46 172.3897),(47 169.87312),(48 170.4752),(49 169.69739),(50 170.9621),(51 170.83746),(52 168.67856),(53 168.08469),(54 170.30109),(55 168.76932),(56 168.42123),(57 170.70822),(58 171.65671),(59 169.9133),(60 173.71886),(61 173.73647),(62 176.0112),(63 175.94196),(64 176.99464),(65 177.47046),(66 177.7725),(67 177.54892),(68 178.23322),(69 179.56212),(70 180.49486),(71 181.52129),(72 183.99957),(73 184.10458),(74 186.39317),(75 185.10774),(76 185.18007),(77 186.25247),(78 185.13177),(79 185.6731),
(1 90.11723),(2 108.59185),(3 115.36125),(4 123.190956),(5 129.04893),(6 133.80347),(7 137.78992),(8 139.90552),(9 142.74791),(10 144.5762),(11 144.97244),(12 147.24225),(13 148.32169),(14 152.03174),(15 150.78528),(16 150.92229),(17 152.4863),(18 151.07025),(19 153.10175),(20 152.7582),(21 154.34293),(22 154.13068),(23 154.15588),(24 154.09857),(25 155.7379),(26 157.72746),(27 158.02039),(28 160.49915),(29 161.87535),(30 163.50964),(31 163.83957),(32 164.96184),(33 166.75806),(34 166.13945),(35 167.31546),(36 167.55959),(37 168.96046),(38 170.26793),(39 166.90439),(40 168.364),(41 166.38185),(42 167.23346),(43 168.95679),(44 167.37117),(45 167.6662),(46 166.93863),(47 165.5172),(48 164.6837),(49 164.15604),(50 168.61362),(51 165.14865),(52 164.97298),(53 164.89676),(54 163.92418),(55 162.9927),(56 161.6212),(57 161.48389),(58 161.79425),(59 162.69447),(60 164.32855),(61 165.45781),(62 168.33534),(63 166.05351),(64 167.64426),(65 167.67892),(66 167.05063),(67 166.79642),(68 167.34254),(69 168.45166),(70 168.69629),(71 169.13487),(72 169.79448),(73 170.975),(74 172.20518),(75 171.2882),(76 173.58221),(77 173.6561),(78 175.60832),(79 177.81367),
(1 88.39938),(2 107.19789),(3 114.39771),(4 121.335556),(5 128.04944),(6 130.9604),(7 133.0932),(8 137.39098),(9 138.50781),(10 141.39844),(11 141.46933),(12 145.22005),(13 145.05922),(14 148.98903),(15 147.7738),(16 148.59177),(17 149.06076),(18 149.04764),(19 150.34296),(20 150.60402),(21 150.88751),(22 151.60678),(23 151.41093),(24 151.90147),(25 153.23874),(26 157.80536),(27 155.74832),(28 157.80692),(29 157.7726),(30 159.67348),(31 159.39323),(32 160.7467),(33 160.91481),(34 161.19946),(35 161.26884),(36 164.38072),(37 164.66864),(38 166.83424),(39 165.3324),(40 165.5347),(41 166.43175),(42 166.90787),(43 166.68156),(44 167.98383),(45 167.58067),(46 166.60744),(47 166.15106),(48 164.81418),(49 164.89001),(50 166.79857),(51 165.74284),(52 165.09021),(53 165.64433),(54 165.68262),(55 164.71846),(56 164.01244),(57 164.99565),(58 164.16478),(59 163.76715),(60 164.38417),(61 165.54985),(62 168.1356),(63 168.28038),(64 170.09874),(65 170.7328),(66 171.2923),(67 170.07947),(68 169.62608),(69 171.1275),(70 174.13065),(71 173.03922),(72 173.31259),(73 173.92953),(74 175.1364),(75 173.6979),(76 175.17224),(77 176.48003),(78 178.53152),(79 179.10248),
(1 87.42967),(2 105.56753),(3 111.54702),(4 118.13145),(5 123.39822),(6 128.24371),(7 131.72891),(8 134.35573),(9 136.0081),(10 138.90086),(11 139.68402),(12 142.10649),(13 143.6144),(14 146.75237),(15 146.01706),(16 147.0814),(17 147.67868),(18 148.93854),(19 150.7602),(20 150.89484),(21 149.84473),(22 150.1067),(23 149.9041),(24 151.1577),(25 151.88219),(26 154.46071),(27 151.98796),(28 153.9399),(29 154.7729),(30 158.16731),(31 159.66415),(32 160.44693),(33 161.61539),(34 162.6439),(35 162.45605),(36 162.35028),(37 161.13156),(38 163.9364),(39 162.63368),(40 164.93208),(41 161.73396),(42 162.0792),(43 162.04822),(44 162.31194),(45 163.55534),(46 164.7782),(47 163.9315),(48 164.20415),(49 164.5376),(50 167.42133),(51 165.63338),(52 165.1172),(53 167.18823),(54 165.04979),(55 164.78665),(56 164.03542),(57 162.83838),(58 164.08405),(59 163.1152),(60 164.36241),(61 167.2803),(62 170.93317),(63 169.0919),(64 170.19527),(65 170.30838),(66 171.2024),(67 171.62),(68 172.22653),(69 171.5871),(70 173.59157),(71 173.44301),(72 174.45654),(73 176.11559),(74 176.36742),(75 176.98929),(76 178.73283),(77 180.91815),(78 179.68057),(79 179.87442),
(1 90.026665),(2 109.03391),(3 116.51255),(4 123.67001),(5 129.60522),(6 134.99036),(7 137.65744),(8 140.85402),(9 144.12413),(10 145.39583),(11 145.55893),(12 147.69533),(13 149.74043),(14 152.903),(15 151.00577),(16 152.22168),(17 151.82724),(18 152.43024),(19 152.74576),(20 154.1326),(21 154.82684),(22 155.30508),(23 155.30217),(24 154.90384),(25 156.57387),(26 160.07716),(27 158.20543),(28 159.49289),(29 160.00333),(30 163.21704),(31 163.51797),(32 164.37073),(33 164.02446),(34 165.55664),(35 166.59631),(36 168.0839),(37 168.90955),(38 171.34308),(39 168.75162),(40 168.06412),(41 167.02621),(42 168.18797),(43 167.46324),(44 167.31017),(45 169.15935),(46 167.01357),(47 166.3565),(48 166.28561),(49 165.55373),(50 168.37677),(51 165.43846),(52 164.83154),(53 164.1696),(54 163.2521),(55 161.71198),(56 162.48975),(57 161.43448),(58 163.2251),(59 162.82617),(60 163.53043),(61 166.07057),(62 169.36066),(63 170.33174),(64 171.0421),(65 170.63823),(66 169.37164),(67 169.41249),(68 170.12408),(69 169.91107),(70 170.73114),(71 171.10529),(72 170.95242),(73 171.47984),(74 173.21954),(75 173.28725),(76 174.79037),(77 176.94237),(78 177.32095),(79 178.59694),
(1 85.764404),(2 102.52238),(3 109.169655),(4 115.19301),(5 121.24328),(6 124.26219),(7 127.19407),(8 129.84933),(9 132.09224),(10 132.38329),(11 131.9455),(12 133.34727),(13 135.56871),(14 138.98288),(15 137.62541),(16 140.15302),(17 141.17548),(18 142.49922),(19 144.05116),(20 143.857),(21 143.59174),(22 143.12744),(23 143.74666),(24 147.04736),(25 148.21208),(26 150.5744),(27 150.67104),(28 150.04117),(29 150.82874),(30 152.58257),(31 152.58081),(32 153.67844),(33 156.3605),(34 155.79683),(35 156.27437),(36 157.68712),(37 156.32484),(38 160.19473),(39 157.70685),(40 157.96448),(41 156.65555),(42 158.33304),(43 158.61815),(44 158.79726),(45 158.93002),(46 158.54631),(47 157.32101),(48 157.59137),(49 157.36852),(50 158.96947),(51 157.20125),(52 158.11086),(53 157.62022),(54 157.2593),(55 156.95998),(56 157.54076),(57 157.32597),(58 157.13696),(59 157.16046),(60 157.0556),(61 157.0745),(62 160.92209),(63 160.86447),(64 162.00175),(65 160.64758),(66 162.8923),(67 162.13548),(68 163.20735),(69 163.6916),(70 164.1308),(71 164.86171),(72 165.72763),(73 165.27065),(74 165.83434),(75 167.00122),(76 168.54024),(77 169.9232),(78 168.91565),(79 170.86925),
(1 84.38474),(2 103.86719),(3 109.66441),(4 116.452324),(5 123.76922),(6 125.97547),(7 128.63739),(8 131.30138),(9 133.60034),(10 135.25648),(11 134.67128),(12 139.26617),(13 140.05981),(14 145.09995),(15 143.03229),(16 143.82025),(17 145.96811),(18 145.90848),(19 146.16861),(20 146.68532),(21 148.45767),(22 148.77486),(23 148.20084),(24 148.83003),(25 150.1965),(26 154.10858),(27 153.6028),(28 155.51775),(29 156.64867),(30 158.25676),(31 159.71594),(32 159.86809),(33 160.37694),(34 162.34639),(35 163.26587),(36 164.44502),(37 164.19168),(38 165.99878),(39 163.11023),(40 161.29121),(41 161.43933),(42 161.83025),(43 162.84064),(44 163.1223),(45 163.12012),(46 164.96283),(47 163.907),(48 164.3964),(49 164.0655),(50 166.49312),(51 167.39867),(52 165.5346),(53 166.02242),(54 165.55943),(55 163.22919),(56 163.39882),(57 162.89384),(58 163.33498),(59 163.65833),(60 163.87314),(61 162.45155),(62 166.04611),(63 165.25783),(64 164.75816),(65 164.52635),(66 166.1959),(67 165.84998),(68 166.93817),(69 168.0746),(70 170.61864),(71 170.29718),(72 169.98305),(73 171.41158),(74 173.42416),(75 174.25185),(76 177.27621),(77 177.45679),(78 179.42648),(79 179.23038),
(1 84.86266),(2 103.36788),(3 108.779366),(4 115.98949),(5 122.04032),(6 127.448),(7 129.02449),(8 132.94565),(9 133.53018),(10 135.15622),(11 135.12022),(12 137.38483),(13 139.29628),(14 142.78362),(15 142.66037),(16 143.93971),(17 144.76431),(18 145.51671),(19 144.73718),(20 144.30437),(21 144.06042),(22 144.6345),(23 142.80309),(24 145.02393),(25 144.7647),(26 148.84947),(27 148.27481),(28 149.28873),(29 151.72432),(30 151.97574),(31 154.55678),(32 156.30556),(33 156.81987),(34 156.12683),(35 155.28429),(36 157.31845),(37 157.2327),(38 160.34964),(39 158.75014),(40 158.00917),(41 158.98888),(42 161.08688),(43 161.40321),(44 160.44041),(45 159.98103),(46 158.89719),(47 158.2094),(48 157.19846),(49 156.89928),(50 158.65369),(51 156.72629),(52 155.80042),(53 154.95547),(54 154.53778),(55 152.20126),(56 152.56602),(57 152.60027),(58 153.10115),(59 153.83646),(60 154.3122),(61 155.32275),(62 158.53552),(63 158.81851),(64 160.52792),(65 161.65166),(66 162.83205),(67 162.81195),(68 164.10318),(69 163.98975),(70 164.79645),(71 165.45709),(72 166.24529),(73 166.63928),(74 167.14046),(75 166.94151),(76 168.44159),(77 169.0239),(78 170.18678),(79 169.27328),
(1 84.10841),(2 101.16719),(3 106.32783),(4 114.22173),(5 118.20497),(6 121.62285),(7 125.709206),(8 126.91439),(9 130.60324),(10 132.23088),(11 133.73349),(12 136.38397),(13 136.4723),(14 140.12706),(15 138.90067),(16 140.46544),(17 140.27176),(18 141.48239),(19 140.70013),(20 140.63893),(21 140.55959),(22 141.91812),(23 139.96432),(24 142.52853),(25 144.72176),(26 147.99884),(27 146.8193),(28 147.80885),(29 149.45598),(30 150.19958),(31 149.17212),(32 151.28981),(33 151.33945),(34 153.5554),(35 153.08127),(36 155.0634),(37 156.10272),(38 159.13531),(39 158.89716),(40 158.73785),(41 158.8628),(42 158.62834),(43 158.87881),(44 159.70926),(45 159.94295),(46 161.77834),(47 159.26915),(48 160.17705),(49 159.84033),(50 160.56595),(51 158.68964),(52 160.39816),(53 161.50465),(54 161.69351),(55 160.00923),(56 158.82028),(57 158.46861),(58 159.8552),(59 158.24644),(60 158.31584),(61 158.12103),(62 161.74327),(63 161.0033),(64 162.08794),(65 162.06317),(66 163.12166),(67 162.29099),(68 162.41196),(69 164.94844),(70 166.06174),(71 164.9007),(72 165.64935),(73 166.1265),(74 168.63708),(75 167.54768),(76 170.95523),(77 171.42448),(78 170.59084),(79 172.94618),
(1 83.34187),(2 101.28024),(3 107.40226),(4 114.87242),(5 119.31512),(6 121.902756),(7 126.52965),(8 129.14609),(9 130.7695),(10 131.06145),(11 131.43541),(12 132.88593),(13 134.87213),(14 140.26112),(15 138.09798),(16 141.10895),(17 141.8931),(18 142.48256),(19 143.98752),(20 142.71497),(21 142.72215),(22 145.12198),(23 143.11252),(24 144.32419),(25 145.07803),(26 149.50854),(27 147.59492),(28 148.0244),(29 149.56787),(30 148.6619),(31 151.17654),(32 151.96321),(33 152.39532),(34 155.1566),(35 154.89326),(36 153.67293),(37 154.56813),(38 156.89378),(39 155.07825),(40 156.3689),(41 155.54532),(42 155.15594),(43 154.89186),(44 155.00064),(45 155.63002),(46 155.40822),(47 155.00572),(48 156.40862),(49 155.80264),(50 157.42697),(51 156.6443),(52 156.93591),(53 157.86925),(54 159.43343),(55 158.76755),(56 159.95518),(57 158.94234),(58 159.3706),(59 157.38675),(60 158.90544),(61 159.7752),(62 161.31949),(63 161.68646),(64 162.56998),(65 161.92902),(66 163.10396),(67 164.78377),(68 165.37068),(69 165.88187),(70 164.53447),(71 165.3454),(72 165.47316),(73 166.51668),(74 169.07964),(75 168.8901),(76 170.65846),(77 169.55597),(78 169.04465),(79 170.24794),
(1 81.8106),(2 100.99669),(3 107.023315),(4 114.39332),(5 118.935616),(6 122.92418),(7 126.7297),(8 128.47539),(9 129.92068),(10 132.6511),(11 132.83475),(12 134.23204),(13 135.8385),(14 138.9419),(15 138.64415),(16 138.89133),(17 138.60178),(18 137.16628),(19 138.4315),(20 139.02817),(21 138.83607),(22 138.5335),(23 137.4698),(24 138.2914),(25 139.78838),(26 143.93796),(27 143.70923),(28 144.84454),(29 145.75809),(30 147.05287),(31 149.09178),(32 151.5068),(33 150.65463),(34 151.61937),(35 152.34967),(36 153.50642),(37 153.73932),(38 155.58672),(39 153.95467),(40 154.07147),(41 151.77847),(42 149.93735),(43 148.3117),(44 149.72818),(45 150.61617),(46 149.5089),(47 150.44444),(48 150.12271),(49 150.5208),(50 152.13293),(51 150.31488),(52 150.14047),(53 149.27444),(54 149.08958),(55 149.06035),(56 149.04065),(57 148.83322),(58 149.38812),(59 150.59117),(60 151.52505),(61 153.49342),(62 158.17384),(63 156.42331),(64 158.50816),(65 158.82932),(66 159.39987),(67 158.68471),(68 159.87202),(69 160.90984),(70 159.99188),(71 160.90033),(72 162.56737),(73 163.09628),(74 161.89532),(75 160.3014),(76 162.31902),(77 161.4565),(78 163.52773),(79 164.59076),
(1 80.88106),(2 98.968956),(3 104.33579),(4 112.16712),(5 117.09524),(6 120.62745),(7 123.5046),(8 125.20461),(9 128.19318),(10 128.20036),(11 127.567154),(12 128.38031),(13 129.99634),(14 133.44106),(15 131.28564),(16 133.47055),(17 133.95226),(18 136.16068),(19 135.8943),(20 137.18488),(21 138.3137),(22 138.90802),(23 138.34608),(24 141.46051),(25 141.46588),(26 144.19275),(27 143.07913),(28 143.92822),(29 145.81369),(30 146.33493),(31 146.90393),(32 148.09248),(33 148.77533),(34 150.64238),(35 150.14803),(36 152.03123),(37 152.74217),(38 155.26451),(39 154.21983),(40 152.92523),(41 152.39442),(42 152.54283),(43 153.08266),(44 152.11955),(45 152.09595),(46 153.64651),(47 152.75806),(48 152.69402),(49 152.6302),(50 154.49335),(51 152.31775),(52 152.98518),(53 154.01471),(54 154.78177),(55 153.15715),(56 149.9432),(57 150.03331),(58 148.72366),(59 149.56802),(60 148.75352),(61 148.44975),(62 150.98595),(63 152.03001),(64 153.77356),(65 153.688),(66 154.08177),(67 152.96487),(68 154.67989),(69 154.9243),(70 155.38959),(71 155.0921),(72 155.68126),(73 155.8563),(74 158.17667),(75 157.11649),(76 158.79504),(77 159.8622),(78 160.54395),(79 161.75917),
(1 80.983665),(2 98.70029),(3 102.39577),(4 110.7416),(5 114.51626),(6 117.442955),(7 121.5258),(8 123.09925),(9 125.17241),(10 126.127266),(11 128.07088),(12 129.63861),(13 130.86737),(14 134.27176),(15 133.99135),(16 134.30339),(17 135.6662),(18 135.57022),(19 136.62076),(20 138.70296),(21 138.74297),(22 138.3918),(23 138.09285),(24 140.96577),(25 143.28798),(26 145.45929),(27 146.14418),(28 147.02997),(29 149.12941),(30 150.28676),(31 150.74731),(32 151.91496),(33 151.42569),(34 152.48125),(35 151.61469),(36 151.7298),(37 151.83904),(38 152.89235),(39 150.9661),(40 150.29414),(41 149.02942),(42 148.55902),(43 148.6636),(44 148.0239),(45 148.61334),(46 149.12933),(47 148.64717),(48 149.05891),(49 150.34196),(50 154.40593),(51 151.54262),(52 151.81953),(53 153.08989),(54 152.6034),(55 151.62302),(56 149.40007),(57 149.225),(58 148.00392),(59 149.16988),(60 150.56876),(61 149.68387),(62 153.63939),(63 154.1699),(64 154.85732),(65 155.43756),(66 156.02132),(67 155.3499),(68 156.69743),(69 158.9044),(70 157.85329),(71 157.26279),(72 157.45396),(73 157.23445),(74 158.29648),(75 156.78638),(76 159.31693),(77 159.90239),(78 161.65457),(79 162.52658),
(1 78.213165),(2 96.82925),(3 101.77122),(4 108.58533),(5 114.15393),(6 117.41626),(7 119.9091),(8 123.49035),(9 126.615524),(10 129.03899),(11 127.9944),(12 129.99092),(13 132.20328),(14 135.20209),(15 134.04515),(16 134.95206),(17 134.0251),(18 133.70395),(19 134.9833),(20 136.36806),(21 137.11311),(22 137.29825),(23 136.59302),(24 137.57536),(25 139.282),(26 142.22734),(27 140.79454),(28 142.65848),(29 142.13435),(30 144.02873),(31 143.9845),(32 142.93835),(33 143.86716),(34 144.86339),(35 146.77151),(36 147.28386),(37 148.44495),(38 149.46582),(39 147.78482),(40 147.05017),(41 146.97751),(42 145.4612),(43 146.08498),(44 144.79237),(45 145.20558),(46 145.65884),(47 145.61342),(48 144.36278),(49 144.4289),(50 146.51846),(51 144.59097),(52 145.03224),(53 143.90749),(54 145.0074),(55 145.52545),(56 145.46527),(57 145.13948),(58 143.83768),(59 144.20868),(60 145.62418),(61 147.44353),(62 149.93523),(63 151.4568),(64 150.73201),(65 151.9781),(66 151.90369),(67 151.31323),(68 151.33688),(69 152.94554),(70 153.08842),(71 151.72986),(72 151.61115),(73 152.92447),(74 155.10437),(75 154.05965),(76 155.02968),(77 157.14482),(78 156.24281),(79 158.30035),
(1 78.42265),(2 95.56403),(3 101.00602),(4 107.08124),(5 111.678665),(6 113.7998),(7 116.74309),(8 118.4811),(9 120.91554),(10 122.97467),(11 121.94783),(12 123.71102),(13 125.344604),(14 129.90973),(15 128.29868),(16 129.06529),(17 129.61913),(18 130.54158),(19 129.8363),(20 131.44034),(21 131.68617),(22 132.06104),(23 130.28775),(24 131.85423),(25 132.61595),(26 135.38455),(27 135.21161),(28 135.44322),(29 137.90305),(30 137.71567),(31 138.82364),(32 139.37335),(33 140.73471),(34 140.74654),(35 140.86119),(36 141.44206),(37 143.35622),(38 145.16968),(39 143.13727),(40 144.54012),(41 145.52255),(42 146.28995),(43 146.36021),(44 147.04962),(45 146.02818),(46 147.02127),(47 146.75629),(48 146.75209),(49 147.41446),(50 149.42648),(51 147.74391),(52 148.08281),(53 147.17117),(54 145.92789),(55 146.43593),(56 144.45804),(57 143.86732),(58 142.5709),(59 141.45296),(60 143.5638),(61 143.52083),(62 146.39127),(63 144.96796),(64 146.25134),(65 146.43501),(66 145.61935),(67 146.2273),(68 147.69443),(69 148.25108),(70 149.32536),(71 148.12872),(72 148.63622),(73 147.61815),(74 150.39732),(75 149.7736),(76 150.06886),(77 151.08249),(78 151.60582),(79 153.72812),
(1 77.69839),(2 93.76859),(3 99.42221),(4 105.583305),(5 108.399536),(6 112.62924),(7 116.010414),(8 117.88573),(9 120.369415),(10 121.544075),(11 122.637),(12 125.92051),(13 126.041664),(14 129.70688),(15 129.16228),(16 130.2118),(17 130.61201),(18 130.81992),(19 131.80165),(20 131.32199),(21 133.00267),(22 132.55962),(23 132.94383),(24 132.47984),(25 133.53209),(26 137.76056),(27 136.9078),(28 138.03702),(29 138.12584),(30 139.84784),(31 140.05333),(32 140.17812),(33 140.9857),(34 141.4843),(35 141.26851),(36 141.98854),(37 140.85439),(38 144.16275),(39 141.89543),(40 142.35825),(41 142.28629),(42 143.27327),(43 142.39989),(44 142.66943),(45 142.69777),(46 143.49217),(47 142.1678),(48 142.53151),(49 143.63179),(50 145.72119),(51 143.56764),(52 142.3384),(53 142.46825),(54 143.967),(55 144.25339),(56 144.71477),(57 144.15538),(58 143.93694),(59 144.12355),(60 144.84218),(61 146.92177),(62 150.26541),(63 149.93542),(64 151.92682),(65 151.57126),(66 153.89555),(67 154.55063),(68 154.7471),(69 156.07979),(70 157.29497),(71 157.39711),(72 157.42606),(73 157.73868),(74 157.16039),(75 155.71843),(76 155.97643),(77 156.29913),(78 156.2808),(79 155.32951),
(1 77.75284),(2 94.38051),(3 98.722336),(4 105.77652),(5 110.95274),(6 114.51817),(7 119.01506),(8 122.26419),(9 123.18655),(10 124.34347),(11 125.38535),(12 129.67308),(13 129.86545),(14 134.11186),(15 132.52954),(16 132.65176),(17 133.74734),(18 133.96907),(19 134.97484),(20 135.25768),(21 136.91478),(22 136.8471),(23 137.32426),(24 137.93199),(25 136.66331),(26 140.22559),(27 138.67462),(28 140.5118),(29 141.16345),(30 140.99194),(31 141.7736),(32 143.40343),(33 145.51433),(34 146.41988),(35 148.17484),(36 149.00986),(37 148.45409),(38 150.67708),(39 147.81242),(40 148.06853),(41 146.93845),(42 147.4357),(43 147.51273),(44 147.1709),(45 146.95793),(46 147.7822),(47 146.13914),(48 147.62073),(49 147.54074),(50 148.81627),(51 148.46935),(52 147.73949),(53 146.24194),(54 146.74101),(55 146.37761),(56 145.46626),(57 144.64894),(58 143.696),(59 145.87242),(60 147.85612),(61 148.44246),(62 153.13257),(63 151.19714),(64 151.77716),(65 151.41614),(66 153.09488),(67 153.25122),(68 154.03215),(69 154.4126),(70 152.8891),(71 153.1538),(72 153.22485),(73 153.30594),(74 155.29138),(75 155.69325),(76 156.02425),(77 156.19101),(78 156.81915),(79 157.17998),
