1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 109269.15),(2 383907.53),(3 812419.7),(4 1359347),(5 1970322.5),(6 2636647.8),(7 3366642),(8 4084401.8),(9 4827180.5),(10 5552880.5),(11 6342312),(12 6933332),(13 7409336.5),(14 7928782),(15 8496457),(16 9117221),(17 9865192),(18 10594368),(19 11303573),(20 12068972),(21 12849229),(22 13651521),(23 14597667),(24 15400884),(25 16023769),(26 16676320),(27 17383662),(28 17997194),(29 18559574),(30 19045262),(31 19377782),(32 19795622),(33 20242596),(34 20728566),(35 21278952),(36 21812196),(37 22297792),(38 22727438),(39 23234078),(40 23666666),(41 24222712),(42 24793254),(43 25316370),(44 25833392),(45 26323264),(46 26848570),(47 27575280),(48 28378314),(49 29296570),(50 30208170),(51 31179218),(52 32192502),(53 33184182),(54 34155270),(55 35085680),(56 35934600),(57 36866988),(58 37885370),(59 39025500),(60 40341930),(61 41670356),(62 43254480),(63 44903812),(64 46577184),(65 48260268),(66 50230892),(67 52242844),(68 54290036),(69 56427292),(70 58300244),(71 60118092),(72 61972124),(73 63496468),(74 65068396),(75 66395308),(76 67529960),(77 68770570),(78 69903350),(79 70838220),
(1 151.25064),(2 183.89246),(3 199.94746),(4 214.09352),(5 223.994),(6 229.1704),(7 233.18939),(8 239.62166),(9 241.3539),(10 239.87144),(11 242.52235),(12 244.85449),(13 247.50871),(14 246.2053),(15 243.87695),(16 246.61743),(17 246.20592),(18 247.44138),(19 246.44832),(20 246.18274),(21 249.15091),(22 250.39597),(23 252.61536),(24 256.33658),(25 256.4151),(26 258.32584),(27 256.4418),(28 258.01584),(29 257.54883),(30 256.11322),(31 254.4671),(32 255.55997),(33 258.85324),(34 258.51828),(35 260.3998),(36 261.23526),(37 260.57172),(38 259.63638),(39 259.1651),(40 258.34805),(41 262.35828),(42 261.6014),(43 265.16376),(44 267.93793),(45 267.78046),(46 269.50714),(47 270.86026),(48 271.49057),(49 273.80817),(50 271.6109),(51 267.93192),(52 269.99945),(53 270.87805),(54 268.85657),(55 267.0957),(56 266.5815),(57 267.89984),(58 269.4221),(59 271.0821),(60 272.64966),(61 273.86798),(62 270.38605),(63 268.60724),(64 270.7428),(65 269.28113),(66 270.1686),(67 272.88876),(68 275.78708),(69 273.50473),(70 272.41833),(71 272.20862),(72 275.6388),(73 279.8215),(74 278.84216),(75 276.56158),(76 278.7353),(77 281.7195),(78 279.15558),(79 281.5592),
(1 146.95613),(2 179.22511),(3 194.39046),(4 209.22777),(5 217.28584),(6 220.47395),(7 227.13876),(8 230.48883),(9 234.70004),(10 233.80199),(11 235.90276),(12 238.41568),(13 242.66325),(14 243.75206),(15 242.12602),(16 245.1317),(17 246.56816),(18 246.75359),(19 247.71286),(20 244.73601),(21 244.02168),(22 247.21823),(23 247.60387),(24 252.83278),(25 252.13449),(26 252.92944),(27 249.98698),(28 251.87303),(29 255.10565),(30 256.07095),(31 257.94086),(32 258.38565),(33 258.44016),(34 257.5831),(35 258.32535),(36 260.11835),(37 258.39175),(38 261.4026),(39 256.7477),(40 257.59827),(41 260.903),(42 262.27124),(43 264.22177),(44 264.3438),(45 263.5094),(46 261.94217),(47 264.79105),(48 266.89865),(49 267.1448),(50 268.8769),(51 266.24622),(52 271.0414),(53 271.11807),(54 269.41837),(55 270.70535),(56 269.46512),(57 268.63303),(58 269.47574),(59 271.73196),(60 274.73734),(61 275.989),(62 275.11966),(63 271.39542),(64 271.9129),(65 272.1287),(66 274.22314),(67 274.14047),(68 274.1138),(69 274.38052),(70 276.29776),(71 275.50534),(72 277.93497),(73 279.95944),(74 279.85556),(75 275.65573),(76 278.2501),(77 277.63937),(78 278.4823),(79 279.69427),
(1 146.08276),(2 177.20274),(3 193.05455),(4 206.35503),(5 215.78749),(6 221.50687),(7 228.12163),(8 230.31026),(9 232.34242),(10 231.23897),(11 237.4577),(12 237.6935),(13 240.14604),(14 241.6386),(15 238.36824),(16 238.49303),(17 238.84416),(18 239.08583),(19 243.15367),(20 244.41495),(21 246.23207),(22 243.05891),(23 247.35309),(24 249.18214),(25 247.8079),(26 248.42822),(27 247.90808),(28 253.24329),(29 249.54762),(30 254.20905),(31 251.61461),(32 254.60143),(33 256.15198),(34 255.61905),(35 256.66495),(36 257.69226),(37 255.23857),(38 256.57666),(39 251.98958),(40 255.04956),(41 255.47295),(42 257.2007),(43 259.40967),(44 260.58313),(45 259.73517),(46 262.16345),(47 261.64346),(48 263.54895),(49 262.2201),(50 264.1825),(51 259.04062),(52 263.44266),(53 261.6946),(54 258.55856),(55 258.98413),(56 256.69107),(57 259.645),(58 261.81137),(59 262.05368),(60 265.2727),(61 268.3199),(62 268.27377),(63 265.5744),(64 265.42728),(65 268.1514),(66 266.29913),(67 268.8757),(68 270.5349),(69 270.08377),(70 271.0382),(71 272.08206),(72 272.7297),(73 274.59253),(74 277.36316),(75 275.50397),(76 277.9232),(77 280.1095),(78 280.91895),(79 279.5665),
(1 144.32906),(2 174.97067),(3 190.42094),(4 202.97816),(5 211.67413),(6 217.81401),(7 223.01697),(8 227.40433),(9 229.4295),(10 227.44925),(11 230.07484),(12 232.28093),(13 231.8783),(14 234.80705),(15 228.644),(16 229.86296),(17 230.16202),(18 230.80913),(19 233.96535),(20 234.06755),(21 237.13614),(22 236.06233),(23 234.207),(24 234.3588),(25 236.543),(26 238.18242),(27 239.68085),(28 242.72061),(29 240.26746),(30 244.64638),(31 245.7568),(32 247.10257),(33 248.43898),(34 250.93167),(35 252.5726),(36 253.70406),(37 252.74072),(38 254.9847),(39 250.86383),(40 253.0859),(41 251.96066),(42 255.58713),(43 256.66135),(44 255.99516),(45 256.41174),(46 255.85768),(47 257.30167),(48 259.4412),(49 264.25537),(50 266.37363),(51 264.04788),(52 263.94812),(53 263.65237),(54 263.75336),(55 261.64163),(56 259.01245),(57 262.05295),(58 261.00598),(59 261.91232),(60 262.85403),(61 263.80884),(62 262.088),(63 257.8554),(64 256.94452),(65 259.6738),(66 258.4375),(67 261.7895),(68 264.74796),(69 265.46274),(70 265.33444),(71 265.5317),(72 266.67047),(73 269.27274),(74 270.81668),(75 267.0911),(76 270.19525),(77 267.87192),(78 269.69064),(79 268.4383),
(1 145.06169),(2 176.2968),(3 189.40495),(4 204.36868),(5 210.48373),(6 219.48602),(7 221.94193),(8 227.66418),(9 227.09093),(10 230.01707),(11 231.64456),(12 233.66403),(13 236.27821),(14 235.329),(15 231.80249),(16 233.06432),(17 230.37119),(18 230.2976),(19 229.96292),(20 229.78816),(21 233.157),(22 231.81812),(23 231.19849),(24 232.21568),(25 236.32346),(26 239.31516),(27 235.59224),(28 241.7753),(29 243.06747),(30 241.734),(31 239.43433),(32 242.53304),(33 243.60966),(34 244.02286),(35 244.74103),(36 244.86974),(37 244.92528),(38 246.12956),(39 243.00914),(40 245.07907),(41 248.1463),(42 246.5607),(43 247.33345),(44 249.86028),(45 251.51407),(46 249.26094),(47 250.90254),(48 253.87947),(49 258.92676),(50 261.62314),(51 257.4996),(52 257.01724),(53 257.7999),(54 258.78925),(55 257.13483),(56 257.77075),(57 258.4266),(58 256.72394),(59 258.3745),(60 261.44678),(61 261.6803),(62 261.22626),(63 257.20227),(64 257.96356),(65 260.9054),(66 258.41183),(67 260.1877),(68 263.79343),(69 264.98923),(70 262.14148),(71 261.94373),(72 265.99887),(73 268.77402),(74 269.1994),(75 269.81378),(76 272.81332),(77 271.3145),(78 271.35236),(79 268.96664),
(1 142.2662),(2 170.45439),(3 187.8294),(4 199.72574),(5 205.38788),(6 214.22058),(7 217.69856),(8 221.97687),(9 224.64197),(10 226.4158),(11 225.45174),(12 224.88452),(13 228.04036),(14 227.9157),(15 223.88184),(16 225.45058),(17 225.76917),(18 224.98949),(19 227.54195),(20 230.47475),(21 233.07458),(22 234.92087),(23 236.67973),(24 239.8477),(25 238.85677),(26 240.17593),(27 237.2317),(28 242.01184),(29 243.1651),(30 242.05966),(31 244.16612),(32 243.73924),(33 244.83377),(34 243.8609),(35 244.16074),(36 245.45247),(37 244.65123),(38 243.70961),(39 242.78293),(40 242.952),(41 243.72227),(42 244.76326),(43 247.75102),(44 249.94926),(45 245.03867),(46 246.02565),(47 247.50777),(48 248.756),(49 250.91054),(50 250.73134),(51 248.69026),(52 252.72733),(53 249.14052),(54 250.96759),(55 249.75737),(56 249.94432),(57 249.2382),(58 250.0833),(59 251.75461),(60 253.69704),(61 256.05505),(62 254.14845),(63 252.24042),(64 252.7249),(65 252.89694),(66 253.7727),(67 256.59122),(68 260.5071),(69 261.37503),(70 258.6084),(71 258.70816),(72 260.29166),(73 262.42108),(74 260.1881),(75 260.0803),(76 260.3237),(77 262.14),(78 266.0319),(79 262.86655),
(1 137.86378),(2 168.519),(3 185.42427),(4 199.62239),(5 206.32883),(6 210.93854),(7 215.33974),(8 216.75763),(9 218.08694),(10 219.55089),(11 220.58295),(12 221.13947),(13 224.96744),(14 224.50958),(15 220.61021),(16 220.37569),(17 221.42523),(18 223.77524),(19 224.02718),(20 225.08878),(21 226.62859),(22 228.40854),(23 229.03854),(24 231.85263),(25 229.3248),(26 232.53778),(27 230.47258),(28 234.14536),(29 237.18729),(30 236.87706),(31 236.14352),(32 238.95096),(33 240.89934),(34 240.88347),(35 242.16852),(36 242.75755),(37 241.37752),(38 243.20045),(39 241.14796),(40 240.75868),(41 242.39012),(42 242.96645),(43 247.07771),(44 247.71194),(45 244.69138),(46 243.28864),(47 242.94972),(48 244.52957),(49 246.28256),(50 245.54358),(51 245.87498),(52 246.70326),(53 244.42491),(54 244.88652),(55 243.65778),(56 245.1854),(57 244.06334),(58 246.19107),(59 247.02855),(60 249.33752),(61 250.654),(62 248.5834),(63 247.4873),(64 246.65578),(65 247.7365),(66 247.84575),(67 249.5727),(68 249.26503),(69 253.35564),(70 251.11345),(71 250.6209),(72 252.26376),(73 253.01242),(74 254.21187),(75 252.0323),(76 254.62758),(77 254.8931),(78 257.63004),(79 253.12006),
(1 135.74336),(2 164.88596),(3 179.65051),(4 191.54317),(5 199.93889),(6 205.07054),(7 208.73479),(8 213.96605),(9 217.93596),(10 216.34181),(11 217.2185),(12 218.60617),(13 222.04283),(14 222.7756),(15 218.98682),(16 219.6343),(17 221.23645),(18 221.75308),(19 222.05725),(20 220.4786),(21 224.28854),(22 226.23724),(23 225.17862),(24 225.19371),(25 228.94698),(26 227.1364),(27 226.13542),(28 230.73747),(29 231.88335),(30 230.54312),(31 232.69702),(32 234.83932),(33 235.15253),(34 235.84361),(35 236.40872),(36 235.88239),(37 234.65927),(38 234.5291),(39 234.68816),(40 234.40813),(41 236.31718),(42 239.01363),(43 238.78232),(44 238.0684),(45 239.82509),(46 237.58263),(47 237.66704),(48 241.04327),(49 242.56935),(50 240.99326),(51 239.77162),(52 242.61609),(53 242.37305),(54 239.61073),(55 239.54172),(56 239.28366),(57 239.57098),(58 242.94585),(59 241.83885),(60 242.4842),(61 242.30826),(62 241.91978),(63 239.84026),(64 241.688),(65 244.73294),(66 241.40413),(67 242.76385),(68 247.43825),(69 246.05328),(70 247.6673),(71 248.74098),(72 249.98177),(73 250.67175),(74 251.33934),(75 249.90642),(76 252.2593),(77 250.38795),(78 252.98566),(79 250.89204),
(1 135.00662),(2 164.7917),(3 177.42982),(4 193.97932),(5 199.76361),(6 206.81258),(7 212.49318),(8 215.24251),(9 216.79433),(10 218.03513),(11 217.53917),(12 219.97377),(13 221.83635),(14 224.14613),(15 222.56406),(16 222.79646),(17 222.04678),(18 220.2424),(19 223.2974),(20 224.4792),(21 225.85767),(22 226.54135),(23 227.26567),(24 229.16104),(25 231.92867),(26 230.74619),(27 225.48923),(28 227.93535),(29 228.57158),(30 228.7874),(31 230.14955),(32 232.01543),(33 232.48947),(34 233.89868),(35 234.26682),(36 235.20178),(37 233.61392),(38 235.67593),(39 234.24489),(40 237.75502),(41 241.32845),(42 239.8319),(43 243.79468),(44 242.0395),(45 243.21887),(46 240.74495),(47 242.16202),(48 244.09981),(49 246.5435),(50 247.59543),(51 247.6745),(52 248.23108),(53 247.27972),(54 246.94221),(55 247.44179),(56 248.37276),(57 247.44583),(58 250.13791),(59 251.26616),(60 254.07207),(61 254.82524),(62 253.92278),(63 250.40733),(64 253.10364),(65 254.46619),(66 254.39644),(67 251.62364),(68 252.44412),(69 254.4512),(70 253.5096),(71 254.46408),(72 256.45828),(73 260.33868),(74 260.64005),(75 259.59097),(76 258.66898),(77 257.26788),(78 259.25107),(79 257.72903),
(1 135.12943),(2 163.20226),(3 177.37685),(4 190.04077),(5 196.91962),(6 200.55151),(7 203.5119),(8 205.25801),(9 207.9373),(10 209.32782),(11 211.31813),(12 216.52791),(13 218.65567),(14 217.4624),(15 217.48532),(16 218.9858),(17 219.08247),(18 217.19319),(19 219.29501),(20 220.11795),(21 219.81859),(22 221.46912),(23 221.1983),(24 223.11807),(25 225.43675),(26 226.19962),(27 224.93388),(28 226.75278),(29 228.99834),(30 229.94678),(31 230.00916),(32 229.21564),(33 230.02197),(34 232.42972),(35 230.78828),(36 232.13579),(37 233.5318),(38 234.69797),(39 232.73099),(40 231.44492),(41 234.30992),(42 234.71127),(43 236.59332),(44 237.28394),(45 238.84074),(46 236.8663),(47 235.13666),(48 235.81607),(49 239.31818),(50 240.75),(51 236.6305),(52 238.331),(53 238.67784),(54 240.55956),(55 240.2891),(56 240.58798),(57 241.4265),(58 241.72345),(59 241.27527),(60 244.7638),(61 244.67284),(62 242.49242),(63 239.09268),(64 242.17282),(65 242.94095),(66 242.38869),(67 242.51556),(68 242.99371),(69 245.18935),(70 245.70172),(71 245.77277),(72 249.0568),(73 251.8356),(74 251.22052),(75 248.77028),(76 249.87364),(77 248.46889),(78 250.36122),(79 248.19008),
(1 133.8407),(2 160.42513),(3 175.80917),(4 186.15666),(5 194.67813),(6 201.00461),(7 204.46559),(8 208.22807),(9 211.02876),(10 210.61456),(11 211.81973),(12 215.13287),(13 216.67708),(14 216.08101),(15 214.22733),(16 214.34007),(17 214.74016),(18 214.11534),(19 212.3796),(20 215.77971),(21 215.51047),(22 215.8119),(23 215.01324),(24 218.68745),(25 220.20386),(26 221.28178),(27 219.73497),(28 222.70392),(29 221.75977),(30 222.4664),(31 224.28017),(32 228.60147),(33 228.38014),(34 229.2523),(35 227.7948),(36 229.63342),(37 230.9417),(38 229.87535),(39 226.69637),(40 228.12462),(41 228.75262),(42 231.63268),(43 231.25847),(44 232.91013),(45 230.50262),(46 230.92686),(47 230.4948),(48 232.45863),(49 233.3389),(50 232.78096),(51 232.32634),(52 234.42836),(53 234.73152),(54 234.9173),(55 234.75908),(56 233.6861),(57 232.10945),(58 234.81477),(59 234.23294),(60 237.1443),(61 238.10178),(62 238.61661),(63 233.8522),(64 236.15802),(65 237.22269),(66 240.16571),(67 238.44229),(68 239.14682),(69 240.63297),(70 242.13864),(71 243.7107),(72 243.39671),(73 245.80124),(74 244.85725),(75 243.02986),(76 243.20102),(77 241.85281),(78 240.19272),(79 239.43063),
(1 131.80334),(2 155.29048),(3 170.06895),(4 181.64966),(5 189.51337),(6 194.2127),(7 199.24884),(8 201.96231),(9 204.90071),(10 202.9306),(11 204.29611),(12 205.76514),(13 208.21628),(14 207.53903),(15 204.47012),(16 204.56395),(17 206.95905),(18 206.5798),(19 207.9498),(20 211.60825),(21 212.13896),(22 211.65982),(23 214.63548),(24 216.61131),(25 218.05899),(26 219.22473),(27 216.23894),(28 218.21408),(29 218.1138),(30 220.3913),(31 219.16267),(32 222.87749),(33 222.8923),(34 222.5159),(35 224.51718),(36 226.62543),(37 228.87251),(38 228.71278),(39 224.08475),(40 226.47029),(41 227.88933),(42 231.50595),(43 232.22467),(44 231.80707),(45 230.98904),(46 228.59251),(47 228.8706),(48 231.50995),(49 236.21881),(50 235.5488),(51 234.86105),(52 235.59215),(53 236.52684),(54 236.2193),(55 234.57686),(56 233.5074),(57 236.31508),(58 236.18396),(59 235.77803),(60 237.61235),(61 235.77394),(62 235.3679),(63 230.91693),(64 233.93753),(65 234.1142),(66 232.99577),(67 236.64796),(68 236.15167),(69 239.37555),(70 239.17192),(71 239.99611),(72 243.54277),(73 241.86284),(74 239.70126),(75 238.2314),(76 242.61557),(77 242.35411),(78 240.48207),(79 239.6515),
(1 128.33354),(2 157.04971),(3 168.52841),(4 178.49945),(5 187.34355),(6 192.07922),(7 193.6525),(8 196.81929),(9 196.94638),(10 200.3974),(11 203.2026),(12 206.60614),(13 207.95505),(14 209.81067),(15 207.51443),(16 208.09293),(17 209.39023),(18 207.28395),(19 208.67389),(20 209.52615),(21 208.8782),(22 211.52853),(23 212.06),(24 212.05743),(25 213.78658),(26 215.37935),(27 214.62701),(28 215.47032),(29 218.42908),(30 218.15474),(31 217.47952),(32 218.81288),(33 218.54315),(34 218.21823),(35 219.82072),(36 218.5931),(37 220.59996),(38 218.65031),(39 217.00078),(40 218.83478),(41 222.24503),(42 221.34045),(43 224.21696),(44 223.48817),(45 221.79575),(46 221.15553),(47 224.47575),(48 226.14684),(49 227.36685),(50 228.71361),(51 225.6549),(52 225.72563),(53 226.3041),(54 226.49443),(55 224.34642),(56 223.424),(57 222.66003),(58 223.86143),(59 225.08652),(60 225.31708),(61 226.86751),(62 224.28589),(63 223.30334),(64 224.95554),(65 223.77234),(66 225.21785),(67 226.01003),(68 225.65732),(69 227.26895),(70 227.34145),(71 229.61108),(72 232.49208),(73 234.48051),(74 234.89548),(75 233.68639),(76 236.07329),(77 236.62352),(78 233.93433),(79 231.67355),
(1 127.847565),(2 154.59691),(3 166.7282),(4 178.56358),(5 184.98927),(6 191.75516),(7 193.0952),(8 199.83708),(9 202.21756),(10 204.11491),(11 207.46854),(12 206.5426),(13 206.3488),(14 206.25919),(15 204.61758),(16 208.60411),(17 206.85681),(18 206.5904),(19 208.1434),(20 209.08228),(21 208.81728),(22 211.8363),(23 213.36867),(24 214.64265),(25 213.81564),(26 212.52539),(27 212.63652),(28 214.04376),(29 211.18556),(30 214.86241),(31 213.58197),(32 216.92177),(33 219.91388),(34 218.08214),(35 217.01653),(36 218.20552),(37 219.90747),(38 220.61299),(39 219.20233),(40 217.1137),(41 221.72247),(42 223.38449),(43 224.98782),(44 224.2861),(45 223.29271),(46 222.50375),(47 221.57158),(48 223.72527),(49 225.23402),(50 226.42598),(51 225.84337),(52 227.06644),(53 227.14769),(54 226.32935),(55 225.37906),(56 224.64859),(57 225.9835),(58 226.42053),(59 225.72968),(60 225.6539),(61 228.98459),(62 227.95306),(63 225.1787),(64 226.87788),(65 226.59799),(66 228.17456),(67 230.25438),(68 230.08417),(69 228.05432),(70 228.31937),(71 230.64091),(72 232.23112),(73 234.56833),(74 234.78152),(75 231.89072),(76 232.80223),(77 234.00713),(78 233.91367),(79 232.00894),
(1 127.315765),(2 154.2674),(3 166.61021),(4 179.06691),(5 185.05008),(6 192.14273),(7 196.97493),(8 198.3338),(9 201.98518),(10 203.7432),(11 204.13213),(12 206.16325),(13 206.16495),(14 204.90129),(15 202.26138),(16 203.1772),(17 203.09175),(18 204.2345),(19 205.22739),(20 208.4154),(21 210.10413),(22 207.90836),(23 209.89272),(24 211.47337),(25 213.69713),(26 215.40234),(27 212.06747),(28 213.88252),(29 214.98843),(30 216.4532),(31 214.14044),(32 218.11153),(33 220.18242),(34 221.6079),(35 220.68831),(36 221.12022),(37 222.49922),(38 221.28008),(39 220.03835),(40 219.53409),(41 220.60292),(42 221.28946),(43 222.21458),(44 224.17923),(45 223.58661),(46 224.43549),(47 224.78223),(48 226.64137),(49 230.07535),(50 230.24109),(51 227.61938),(52 228.18024),(53 227.94095),(54 229.35034),(55 227.64581),(56 227.87137),(57 227.469),(58 229.36102),(59 227.83124),(60 226.86775),(61 228.56395),(62 226.84657),(63 226.18568),(64 225.9701),(65 226.59926),(66 226.08669),(67 227.73874),(68 230.13745),(69 227.03575),(70 226.71342),(71 230.04643),(72 228.85504),(73 230.85144),(74 234.39557),(75 230.73882),(76 231.27596),(77 230.41557),(78 231.35469),(79 229.65013),
(1 128.30902),(2 154.65967),(3 165.54164),(4 175.1579),(5 184.0785),(6 189.7733),(7 191.76144),(8 194.50177),(9 195.91924),(10 196.68091),(11 198.8911),(12 199.13159),(13 202.8882),(14 202.83542),(15 199.12471),(16 201.01529),(17 201.71948),(18 204.12637),(19 202.74458),(20 207.19945),(21 207.33134),(22 208.44276),(23 207.73155),(24 208.5797),(25 208.36795),(26 211.19571),(27 207.8328),(28 210.36069),(29 211.58746),(30 212.56464),(31 212.91415),(32 216.17328),(33 216.86186),(34 218.0373),(35 216.72626),(36 216.37946),(37 217.50186),(38 218.06467),(39 215.62527),(40 219.0227),(41 219.05057),(42 220.17355),(43 220.31906),(44 221.81552),(45 223.56624),(46 224.53923),(47 223.81706),(48 224.80214),(49 225.45914),(50 225.03865),(51 221.07031),(52 222.7591),(53 221.44391),(54 223.29776),(55 221.81244),(56 220.90749),(57 222.59207),(58 223.09006),(59 221.44743),(60 223.09018),(61 224.38608),(62 224.75725),(63 223.04456),(64 223.20297),(65 224.0041),(66 225.60037),(67 225.65164),(68 225.34814),(69 224.89265),(70 224.61089),(71 228.96571),(72 228.96165),(73 228.63297),(74 229.53625),(75 226.8269),(76 227.60663),(77 228.47308),(78 227.15176),(79 225.33945),
(1 124.0721),(2 150.5251),(3 163.9133),(4 174.35522),(5 180.71208),(6 183.58257),(7 189.00793),(8 190.44461),(9 193.31169),(10 195.11227),(11 194.70503),(12 197.84697),(13 197.91385),(14 198.03337),(15 194.24867),(16 195.61719),(17 197.06335),(18 198.71776),(19 198.35558),(20 199.64462),(21 200.91333),(22 202.26791),(23 204.82753),(24 207.01086),(25 206.39742),(26 207.53435),(27 204.47227),(28 206.99727),(29 206.9419),(30 208.05728),(31 208.24799),(32 209.90474),(33 212.01646),(34 213.43799),(35 212.75093),(36 211.62288),(37 212.64497),(38 213.88089),(39 211.41068),(40 213.769),(41 214.96881),(42 216.52626),(43 216.62012),(44 215.98172),(45 216.88597),(46 216.60664),(47 219.63275),(48 218.86436),(49 219.80438),(50 221.13583),(51 219.25375),(52 221.82265),(53 220.90738),(54 220.16646),(55 219.93144),(56 218.4766),(57 218.63318),(58 219.66742),(59 220.9323),(60 220.89896),(61 222.25919),(62 220.53209),(63 220.10762),(64 222.39229),(65 221.2892),(66 223.16661),(67 223.28477),(68 220.89056),(69 220.26122),(70 218.79991),(71 219.44572),(72 222.47734),(73 226.13559),(74 226.62843),(75 224.96797),(76 225.38428),(77 224.56236),(78 224.45671),(79 224.07817),
(1 122.339775),(2 145.99454),(3 158.17442),(4 167.80891),(5 176.84993),(6 180.91609),(7 185.36684),(8 185.61261),(9 187.69257),(10 187.09766),(11 190.39497),(12 191.62175),(13 192.7783),(14 193.72615),(15 191.80707),(16 194.00552),(17 195.62434),(18 194.50284),(19 194.4556),(20 195.35136),(21 197.37611),(22 197.0045),(23 198.97372),(24 201.09451),(25 203.33119),(26 204.90904),(27 202.1252),(28 205.24165),(29 204.85802),(30 205.89116),(31 205.63522),(32 208.81024),(33 209.33336),(34 209.21132),(35 209.3079),(36 210.28577),(37 210.11757),(38 213.50621),(39 210.35672),(40 212.59758),(41 211.49982),(42 210.8848),(43 213.08829),(44 213.2219),(45 215.67685),(46 213.58478),(47 214.2164),(48 213.68675),(49 215.1914),(50 215.97563),(51 215.4124),(52 215.48633),(53 215.35529),(54 213.80751),(55 213.33739),(56 215.31842),(57 213.90999),(58 217.0036),(59 215.91948),(60 218.50056),(61 216.59386),(62 215.41383),(63 213.50302),(64 213.17044),(65 212.1702),(66 213.47414),(67 213.08415),(68 215.79695),(69 216.54483),(70 217.82509),(71 218.72533),(72 218.79999),(73 224.09686),(74 223.98045),(75 221.97389),(76 221.90352),(77 223.8111),(78 221.93059),(79 221.93895),
