1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 7909.2114),(2 20527.213),(3 39130.13),(4 62116.36),(5 87540.055),(6 115370.9),(7 148986.83),(8 185861.94),(9 228245.55),(10 276815.1),(11 325604.03),(12 371965.34),(13 418002.84),(14 459576.1),(15 495676.47),(16 530067.3),(17 561220.3),(18 583804),(19 605025.75),(20 625412.44),(21 640787.25),(22 652462.56),(23 663093.7),(24 672161.25),(25 684614.5),(26 689317.25),(27 691507.6),(28 699666.3),(29 703005.7),(30 700025.3),(31 706861.7),(32 711982.7),(33 721254.7),(34 730017.7),(35 745534.06),(36 774052.56),(37 812170.8),(38 869063.06),(39 964604.75),(40 1043562.3),(41 1124872.1),(42 1201518.5),(43 1276932.3),(44 1346708.9),(45 1411937.5),(46 1484603.6),(47 1558814.1),(48 1624216),(49 1690280.5),(50 1738061.6),(51 1794267.9),(52 1841576.6),(53 1891714),(54 1940262.4),(55 1989263.6),(56 2019832.4),(57 2056735.1),(58 2069761.6),(59 2091058.5),(60 2092029.6),(61 2090801.5),(62 2080034.9),(63 2077039.6),(64 2069189.4),(65 2070851.4),(66 2063083),(67 2067134.6),(68 2067016),(69 2070673.6),(70 2064389),(71 2070386.6),(72 2078864.4),(73 2105065.5),(74 2142463.8),(75 2199634.8),(76 2245882.8),(77 2294447.5),(78 2342954.3),(79 2403597.8),
(1 765.606),(2 1320.2773),(3 1761.6174),(4 2109.6765),(5 2417.3745),(6 2664.5369),(7 2881.5393),(8 3122.9536),(9 3328.3718),(10 3587.2864),(11 3840.192),(12 4042.5425),(13 4272.882),(14 4448.291),(15 4652.988),(16 4824.2964),(17 4996.3877),(18 5136.2485),(19 5242.7637),(20 5334.1997),(21 5446.1064),(22 5573.967),(23 5707.258),(24 5793.599),(25 5902.0474),(26 6007.178),(27 6126.783),(28 6243.2666),(29 6371.4004),(30 6470.754),(31 6579.423),(32 6650.5576),(33 6676.593),(34 6707.955),(35 6703.746),(36 6769.358),(37 6769.8477),(38 6814.827),(39 6824.4146),(40 6828.9473),(41 6831.7417),(42 6789.1484),(43 6749.738),(44 6700.5117),(45 6695.6104),(46 6657.96),(47 6605.6255),(48 6635.7344),(49 6591.221),(50 6523.9),(51 6506.0264),(52 6467.374),(53 6443.097),(54 6410.93),(55 6362.333),(56 6332.6445),(57 6335.642),(58 6282.9214),(59 6292.191),(60 6296.215),(61 6319.9395),(62 6342.3564),(63 6325.1094),(64 6285.8755),(65 6205.512),(66 6138.3145),(67 6077.3594),(68 5980.866),(69 5857.659),(70 5783.88),(71 5736.4307),(72 5664.6836),(73 5655.4937),(74 5644.2627),(75 5565.7866),(76 5497.555),(77 5435.8677),(78 5386.9214),(79 5335.8066),
(1 742.3386),(2 1280.4209),(3 1687.6228),(4 2016.4651),(5 2316.5415),(6 2553.2107),(7 2786.9778),(8 2995.2507),(9 3216.8794),(10 3476.4063),(11 3720.5898),(12 3912.795),(13 4146.296),(14 4329.1943),(15 4475.1436),(16 4642.5137),(17 4757.4097),(18 4851.002),(19 4928.9634),(20 5017.5605),(21 5109.271),(22 5181.6133),(23 5281.387),(24 5356.3687),(25 5461.369),(26 5524.899),(27 5615.4434),(28 5674.585),(29 5726.09),(30 5752.0625),(31 5795.122),(32 5837.1436),(33 5867.8765),(34 5882.5903),(35 5895.033),(36 5927.6367),(37 5882.3535),(38 5946.5176),(39 5979.049),(40 5998.322),(41 6082.561),(42 6075.693),(43 6058.4097),(44 5990.747),(45 5957.2256),(46 5937.4116),(47 5917.844),(48 5909.521),(49 5842.02),(50 5760.005),(51 5749.444),(52 5708.5703),(53 5695.528),(54 5700.336),(55 5716.2944),(56 5685.8066),(57 5673.608),(58 5673.9316),(59 5674.9116),(60 5667.919),(61 5680.566),(62 5656.7583),(63 5655.9883),(64 5624.1694),(65 5591.8564),(66 5566.378),(67 5528.1763),(68 5467.105),(69 5360.3735),(70 5298.528),(71 5241.0947),(72 5193.565),(73 5171.359),(74 5166.032),(75 5109.429),(76 5027.6104),(77 4980.141),(78 4912.48),(79 4839.5005),
(1 746.4936),(2 1270.4855),(3 1684.6157),(4 2016.9043),(5 2301.7256),(6 2535.5366),(7 2784.4985),(8 3012.477),(9 3241.1023),(10 3505.2444),(11 3759.5007),(12 3965.0654),(13 4177.8486),(14 4356.0347),(15 4512.5195),(16 4652.7905),(17 4779.166),(18 4865.8325),(19 4950.561),(20 5040.8867),(21 5146.2153),(22 5213.621),(23 5311.173),(24 5403.2783),(25 5527.9614),(26 5627.4463),(27 5691.5947),(28 5757.4995),(29 5805.3325),(30 5832.8535),(31 5876.712),(32 5922.317),(33 5979.337),(34 6028.5796),(35 6054.8965),(36 6095.791),(37 6116.529),(38 6193.5317),(39 6260.7754),(40 6274.0044),(41 6308.789),(42 6270.88),(43 6267.31),(44 6203.6294),(45 6154.5474),(46 6129.3994),(47 6033.297),(48 6004.664),(49 5908.907),(50 5812.003),(51 5766.4053),(52 5744.1816),(53 5733.963),(54 5746.4272),(55 5754.7734),(56 5762.4033),(57 5812.9546),(58 5840.8994),(59 5877.013),(60 5851.6816),(61 5845.59),(62 5875.666),(63 5901.7227),(64 5866.728),(65 5835.6875),(66 5784.88),(67 5740.5566),(68 5681.37),(69 5609.618),(70 5547.9653),(71 5486.868),(72 5404.759),(73 5344.7),(74 5240.3516),(75 5182.5576),(76 5087.068),(77 5019.062),(78 4950.366),(79 4875.299),
(1 731.7752),(2 1234.1942),(3 1634.1349),(4 1968.3777),(5 2266.0981),(6 2463.2065),(7 2700.3918),(8 2908.8582),(9 3122.2532),(10 3362.6628),(11 3610.9746),(12 3797.1677),(13 4007.341),(14 4175.479),(15 4325.4185),(16 4466.378),(17 4596.132),(18 4689.609),(19 4798.0845),(20 4896.2217),(21 5012.9795),(22 5086.786),(23 5186.1265),(24 5277.175),(25 5338.6953),(26 5388.798),(27 5459.107),(28 5524.0146),(29 5572.6304),(30 5604.2583),(31 5653.039),(32 5666.9287),(33 5707.3276),(34 5751.365),(35 5769.5024),(36 5805.1797),(37 5795.6196),(38 5844.531),(39 5847.8423),(40 5864.7896),(41 5864),(42 5825.127),(43 5847.455),(44 5815.078),(45 5813.491),(46 5804.2153),(47 5750.609),(48 5724.2827),(49 5675.8823),(50 5643.858),(51 5639.7856),(52 5604.2524),(53 5570.113),(54 5564.115),(55 5535.15),(56 5520.115),(57 5530.1177),(58 5543.568),(59 5566.5215),(60 5559.745),(61 5569.773),(62 5568.328),(63 5555.161),(64 5517.9473),(65 5447.1367),(66 5406.6167),(67 5357.5747),(68 5305.558),(69 5261.652),(70 5225.3843),(71 5179.611),(72 5115.747),(73 5059.6587),(74 5004.776),(75 4920.8667),(76 4854.496),(77 4799.792),(78 4750.3706),(79 4735.2485),
(1 724.00146),(2 1226.6144),(3 1638.4702),(4 1977.7083),(5 2278.2295),(6 2494.5767),(7 2717.0945),(8 2899.87),(9 3131.7466),(10 3369.8223),(11 3597.0994),(12 3786.6443),(13 3986.066),(14 4145.703),(15 4280.4727),(16 4392.8613),(17 4491.613),(18 4563.316),(19 4643.1787),(20 4712.114),(21 4775.094),(22 4824.64),(23 4912.1445),(24 4971.4146),(25 5009.5776),(26 5075.0625),(27 5148.197),(28 5225.5527),(29 5271.346),(30 5315.2114),(31 5373.747),(32 5418.392),(33 5466.7627),(34 5527.8843),(35 5590.192),(36 5639.7344),(37 5653.7153),(38 5706.5156),(39 5759.144),(40 5774.1416),(41 5777.2773),(42 5737.7314),(43 5762.634),(44 5703.2036),(45 5701.314),(46 5701.195),(47 5650.5005),(48 5634.5347),(49 5564.2344),(50 5531.6606),(51 5513.8003),(52 5438.8003),(53 5399.788),(54 5398.8784),(55 5348.9214),(56 5340.79),(57 5367.9546),(58 5397.8896),(59 5443.063),(60 5452.8438),(61 5456.816),(62 5449.7324),(63 5414.6143),(64 5335.4326),(65 5278.041),(66 5211.4756),(67 5139.4487),(68 5089.494),(69 5065.679),(70 5030.9697),(71 5005.483),(72 4959.025),(73 4920.1616),(74 4883.9624),(75 4835.471),(76 4780.157),(77 4745.465),(78 4646.411),(79 4597.27),
(1 737.0698),(2 1239.2319),(3 1652.1754),(4 2007.7145),(5 2290.2493),(6 2533.4927),(7 2790.1296),(8 3009.6123),(9 3266.8547),(10 3516.9521),(11 3735.7402),(12 3917.1028),(13 4121.566),(14 4247.3843),(15 4365.536),(16 4470.039),(17 4540.901),(18 4617.9116),(19 4687.5874),(20 4727.715),(21 4805.776),(22 4851.992),(23 4913.69),(24 4972.3726),(25 5009.488),(26 5080.2896),(27 5148.571),(28 5191.7437),(29 5225.9116),(30 5264.576),(31 5287.267),(32 5295.386),(33 5310.0396),(34 5325.724),(35 5358.033),(36 5390.686),(37 5392.9766),(38 5415.4385),(39 5447.7095),(40 5421.8945),(41 5423.11),(42 5424.254),(43 5450.1724),(44 5410.093),(45 5407.093),(46 5391.4033),(47 5367.6934),(48 5366.8003),(49 5323.42),(50 5314.0454),(51 5307.0723),(52 5264.047),(53 5255.855),(54 5253.739),(55 5250.6836),(56 5242.873),(57 5266.0386),(58 5275.613),(59 5289.1284),(60 5287.7437),(61 5294.792),(62 5325.3994),(63 5297.58),(64 5260.057),(65 5208.6377),(66 5133.954),(67 5081.448),(68 5048.04),(69 4989.2827),(70 4962.3438),(71 4947.8755),(72 4892.5317),(73 4840.3906),(74 4801.4863),(75 4768.5703),(76 4691.253),(77 4642.2915),(78 4599.6646),(79 4555.402),
(1 699.4914),(2 1168.7871),(3 1551.9863),(4 1855.2432),(5 2103.671),(6 2321.7554),(7 2549.597),(8 2758.8655),(9 2965.8647),(10 3179.0044),(11 3376.745),(12 3575.2805),(13 3778.1611),(14 3942.5513),(15 4114.7993),(16 4243.554),(17 4353.439),(18 4455.6064),(19 4538.5625),(20 4614.857),(21 4677.777),(22 4731.245),(23 4806.4507),(24 4888.386),(25 4954.0015),(26 5024.154),(27 5092.3594),(28 5121.864),(29 5151.431),(30 5187.057),(31 5216.5405),(32 5237.3857),(33 5264.3955),(34 5278.48),(35 5288.578),(36 5282.238),(37 5292.2915),(38 5319.1816),(39 5329.634),(40 5316.8315),(41 5343.4473),(42 5329.203),(43 5326.7817),(44 5278.4087),(45 5216.097),(46 5200.1797),(47 5183.6436),(48 5189.053),(49 5151.6133),(50 5127.865),(51 5141.4727),(52 5119.6147),(53 5133.686),(54 5131.83),(55 5133.6333),(56 5146.7437),(57 5179.434),(58 5170.053),(59 5182.2026),(60 5168.4053),(61 5180.074),(62 5201.264),(63 5228.1924),(64 5207.2534),(65 5195.4907),(66 5147.806),(67 5110.466),(68 5078.547),(69 5019.9517),(70 5002.0146),(71 4983.9346),(72 4923.9453),(73 4849.175),(74 4800.2505),(75 4726.0454),(76 4625.0166),(77 4552.9023),(78 4469.7393),(79 4442.83),
(1 705.3842),(2 1183.0436),(3 1557.5353),(4 1877.5156),(5 2151.7292),(6 2364.7048),(7 2599.4102),(8 2796.3066),(9 2959.5754),(10 3154.9004),(11 3350.0552),(12 3510.1357),(13 3715.686),(14 3893.2537),(15 4060.185),(16 4172.223),(17 4296.5737),(18 4378.5107),(19 4474.818),(20 4551.339),(21 4625.835),(22 4690.7153),(23 4771.248),(24 4862.399),(25 4934.962),(26 5007.036),(27 5061.545),(28 5092.8115),(29 5129.2627),(30 5150.88),(31 5186.516),(32 5218.936),(33 5285.7197),(34 5300.1523),(35 5330.9927),(36 5362.788),(37 5363.057),(38 5361.3384),(39 5394.111),(40 5369.1865),(41 5381.5015),(42 5339.927),(43 5363.8755),(44 5315.899),(45 5296.513),(46 5291.4316),(47 5238.3525),(48 5230.4536),(49 5211.462),(50 5186.462),(51 5195.929),(52 5166.703),(53 5132.4995),(54 5102.3364),(55 5061.6963),(56 5072.4272),(57 5097.822),(58 5115.288),(59 5111.7515),(60 5102.6553),(61 5107.851),(62 5135.405),(63 5152.499),(64 5120.494),(65 5107.693),(66 5082.4844),(67 5056.4307),(68 5036.024),(69 4963.6523),(70 4925.0464),(71 4878.5483),(72 4820.5586),(73 4820.6504),(74 4770.87),(75 4724.612),(76 4661.819),(77 4617.4917),(78 4553.8613),(79 4485.7637),
(1 712.88257),(2 1191.8225),(3 1551.3225),(4 1862.3765),(5 2141.7874),(6 2357.5352),(7 2596.8887),(8 2793.6196),(9 2999.4155),(10 3207.4663),(11 3418.6982),(12 3587.1318),(13 3734.4604),(14 3841.7324),(15 3961.8896),(16 4049.1265),(17 4137.8574),(18 4181.0664),(19 4250.4585),(20 4314.6226),(21 4380.28),(22 4446.0386),(23 4527.9067),(24 4592.019),(25 4658.9204),(26 4750.512),(27 4828.0347),(28 4871.457),(29 4899.901),(30 4934.0405),(31 4980.484),(32 5020.403),(33 5029.8257),(34 5058.581),(35 5099.079),(36 5144.313),(37 5168.794),(38 5187.566),(39 5222.508),(40 5214.6846),(41 5279.2314),(42 5233.1157),(43 5245.3228),(44 5185.603),(45 5146.697),(46 5110.265),(47 5062.086),(48 5042.8164),(49 5034.6377),(50 4974.65),(51 4930.3794),(52 4915.339),(53 4877.727),(54 4889.384),(55 4864.427),(56 4865.8047),(57 4861.9663),(58 4906.2944),(59 4899.6475),(60 4903.9614),(61 4915.6426),(62 4879.95),(63 4860.107),(64 4796.2393),(65 4768.3457),(66 4742.3145),(67 4718.1563),(68 4657.2744),(69 4594.8164),(70 4557.995),(71 4533.5693),(72 4511.968),(73 4554.3994),(74 4570.9946),(75 4549.325),(76 4529.4),(77 4472.827),(78 4415.4155),(79 4338.77),
(1 693.0249),(2 1151.515),(3 1522.4127),(4 1825.6362),(5 2088.9653),(6 2290.594),(7 2529.43),(8 2730.8503),(9 2910.0967),(10 3116.46),(11 3321.615),(12 3497.134),(13 3697.4028),(14 3818.2983),(15 3921.006),(16 4011.1006),(17 4088.1558),(18 4162.454),(19 4213.3174),(20 4265.724),(21 4332.263),(22 4402.597),(23 4476.178),(24 4546.3145),(25 4604.5176),(26 4683.1533),(27 4761.8467),(28 4791.32),(29 4822.4077),(30 4841.977),(31 4869.314),(32 4889.807),(33 4900.157),(34 4905.235),(35 4935.229),(36 4950.8594),(37 4969.9736),(38 4985.2456),(39 5036.3145),(40 5034.249),(41 5078.17),(42 5052.726),(43 5049.1694),(44 4988.756),(45 4992.2314),(46 4973.4404),(47 4956.8193),(48 4941.6396),(49 4903.2373),(50 4848.6714),(51 4803.1655),(52 4756.738),(53 4721.5493),(54 4715.8228),(55 4723.0938),(56 4722.934),(57 4742.487),(58 4759.588),(59 4775.422),(60 4741.7715),(61 4747.5947),(62 4749.3936),(63 4716.789),(64 4663.261),(65 4650.4233),(66 4627.068),(67 4593.9976),(68 4588.7173),(69 4532.2236),(70 4461.0537),(71 4422.821),(72 4391.901),(73 4391.385),(74 4374.7334),(75 4333.688),(76 4301.3325),(77 4277.46),(78 4206.1904),(79 4191.0845),
(1 685.7627),(2 1124.57),(3 1479.87),(4 1782.1393),(5 2034.7305),(6 2235.796),(7 2466.728),(8 2647.7197),(9 2814.6392),(10 3010.7463),(11 3210.2034),(12 3386.7854),(13 3568.0151),(14 3705.3032),(15 3842.6904),(16 3960.5898),(17 4043.9019),(18 4099.811),(19 4148.445),(20 4209.3945),(21 4298.449),(22 4370.3477),(23 4481.8477),(24 4550.118),(25 4635.1777),(26 4721.117),(27 4808.5605),(28 4857.5815),(29 4906.1133),(30 4944.0815),(31 5007.847),(32 5047.0635),(33 5075.252),(34 5097.7095),(35 5103.808),(36 5120.501),(37 5126.24),(38 5143.382),(39 5191.2773),(40 5173.01),(41 5193.614),(42 5198.1323),(43 5201.335),(44 5193.9087),(45 5150.379),(46 5120.5723),(47 5127.6714),(48 5134.2607),(49 5102.9526),(50 5090.962),(51 5066.652),(52 5067.541),(53 5059.1133),(54 5074.562),(55 5095.142),(56 5116.5664),(57 5130.0674),(58 5150.2153),(59 5128.426),(60 5117.7686),(61 5132.9688),(62 5126.484),(63 5089.397),(64 5009.013),(65 4958.361),(66 4906.997),(67 4864.6304),(68 4812.8374),(69 4761.3213),(70 4681.027),(71 4606.9893),(72 4547.3843),(73 4509.5176),(74 4461.9526),(75 4392.2114),(76 4322.33),(77 4279.8213),(78 4215.9604),(79 4163.095),
(1 679.3789),(2 1134.8934),(3 1516.5793),(4 1837.0889),(5 2102.4475),(6 2321.5874),(7 2537.9297),(8 2750.0554),(9 2924.392),(10 3111.7278),(11 3282.5293),(12 3445.6968),(13 3622.7825),(14 3776.0771),(15 3881.1191),(16 3973.1016),(17 4074.7595),(18 4133.8115),(19 4191.84),(20 4244.943),(21 4310.088),(22 4379.5127),(23 4468.2334),(24 4552.7134),(25 4622.0737),(26 4701.79),(27 4800.6187),(28 4837.9805),(29 4907.6978),(30 4956.2554),(31 5010.546),(32 5069.779),(33 5108.289),(34 5121.252),(35 5166.5337),(36 5191.072),(37 5238.6807),(38 5258.4683),(39 5309.7837),(40 5280.899),(41 5319.074),(42 5331.43),(43 5340.082),(44 5327.455),(45 5274.656),(46 5250.243),(47 5263.9326),(48 5266.5874),(49 5247.049),(50 5237.3877),(51 5228.452),(52 5201.2075),(53 5179.4834),(54 5186.2676),(55 5209.854),(56 5212.83),(57 5225.352),(58 5222.8496),(59 5205.6772),(60 5175.2876),(61 5161.518),(62 5156.351),(63 5146.6553),(64 5068.2046),(65 5049.337),(66 4995.8335),(67 4971.373),(68 4952.296),(69 4892.4795),(70 4854.3896),(71 4760.3364),(72 4696.5635),(73 4602.8306),(74 4515.612),(75 4449.099),(76 4407.6787),(77 4362.1133),(78 4315.314),(79 4282.5264),
(1 665.4888),(2 1101.7198),(3 1454.8826),(4 1741.7433),(5 1980.7936),(6 2184.3074),(7 2402.6333),(8 2579.935),(9 2731.975),(10 2907.1213),(11 3072.82),(12 3219.904),(13 3398.2527),(14 3545.8416),(15 3682.1685),(16 3796.5967),(17 3887.243),(18 3962.8127),(19 4033.3662),(20 4104.154),(21 4164.937),(22 4229.324),(23 4304.599),(24 4394.6147),(25 4464.5513),(26 4535.3906),(27 4633.097),(28 4678.1294),(29 4749.041),(30 4789.3027),(31 4834.195),(32 4844.571),(33 4859.7676),(34 4893.11),(35 4936.1484),(36 4971.953),(37 4976.586),(38 5009.6504),(39 5061.4043),(40 5069.4243),(41 5096.873),(42 5113.418),(43 5115.1904),(44 5088.2266),(45 5061.5396),(46 5010.783),(47 4948.4883),(48 4929.612),(49 4901.1816),(50 4883.627),(51 4880.7324),(52 4849.7466),(53 4841.213),(54 4835.5107),(55 4805.0107),(56 4792.593),(57 4790.0317),(58 4785.1484),(59 4801.6743),(60 4792.138),(61 4816.0723),(62 4831.5225),(63 4861.349),(64 4844.767),(65 4794.4653),(66 4749.727),(67 4717.2573),(68 4689.889),(69 4623.7754),(70 4575.1016),(71 4503.926),(72 4413.4004),(73 4349.941),(74 4291.9565),(75 4267.7256),(76 4263.0874),(77 4229.9624),(78 4192.9497),(79 4139.969),
(1 664.39557),(2 1106.6168),(3 1450.1902),(4 1725.7068),(5 1976.9816),(6 2183.5002),(7 2391.405),(8 2568.1685),(9 2731.955),(10 2901.553),(11 3072.8237),(12 3222.199),(13 3397.7483),(14 3542.2947),(15 3643.926),(16 3746.32),(17 3817.94),(18 3886.4417),(19 3951.3533),(20 4003.6284),(21 4052.438),(22 4110.954),(23 4175.612),(24 4237.8584),(25 4303.917),(26 4352.1567),(27 4418.3325),(28 4448.4546),(29 4506.2686),(30 4538.688),(31 4580.6045),(32 4590.638),(33 4619.211),(34 4643.6763),(35 4673.8896),(36 4695.4697),(37 4744.1743),(38 4777.5225),(39 4806.373),(40 4846.303),(41 4873.2217),(42 4875.2236),(43 4878.375),(44 4866.494),(45 4863.61),(46 4824.4937),(47 4802.843),(48 4786.512),(49 4754.9146),(50 4728.599),(51 4748.262),(52 4740.365),(53 4742.06),(54 4727.3896),(55 4723.075),(56 4710.6836),(57 4719.0864),(58 4709.301),(59 4692.0703),(60 4678.135),(61 4660.0947),(62 4668.81),(63 4668.3735),(64 4623.052),(65 4596.1206),(66 4550.4053),(67 4511.998),(68 4489.9946),(69 4428.726),(70 4381.7456),(71 4339.105),(72 4269.678),(73 4230.7397),(74 4199.099),(75 4155.364),(76 4124.1177),(77 4108.6255),(78 4080.3542),(79 4078.9907),
(1 658.4828),(2 1086.0781),(3 1410.1975),(4 1706.4463),(5 1971.7888),(6 2169.534),(7 2395.356),(8 2582.6396),(9 2732.9326),(10 2902.794),(11 3093.6084),(12 3241.6116),(13 3428.4897),(14 3577.6528),(15 3689.264),(16 3782.743),(17 3875.9907),(18 3937.1438),(19 3975.2405),(20 4028.2075),(21 4079.3713),(22 4121.241),(23 4176.2676),(24 4244.6445),(25 4297.1265),(26 4357.267),(27 4412.7993),(28 4441.9473),(29 4488.1777),(30 4515.119),(31 4559.3257),(32 4593.4336),(33 4626.1245),(34 4647.0493),(35 4674.5815),(36 4702.099),(37 4751.615),(38 4764.88),(39 4784.9663),(40 4805.4146),(41 4829.393),(42 4803.3296),(43 4822.8096),(44 4798.5415),(45 4801.366),(46 4792.691),(47 4766.3394),(48 4725.1943),(49 4673.4214),(50 4637.3877),(51 4636.89),(52 4610.545),(53 4574.698),(54 4538.8604),(55 4512.1094),(56 4504.5547),(57 4517.3086),(58 4523.1973),(59 4510.508),(60 4487.9277),(61 4468.4956),(62 4487.0933),(63 4481.505),(64 4405.5522),(65 4376.776),(66 4313.2607),(67 4297.5815),(68 4298.676),(69 4272.2183),(70 4231.635),(71 4194.428),(72 4164.3286),(73 4179.903),(74 4159.926),(75 4141.7207),(76 4103.0933),(77 4098.2144),(78 4065.6272),(79 4085.1675),
(1 630.45966),(2 1039.6329),(3 1345.7839),(4 1628.9135),(5 1869.5262),(6 2073.718),(7 2284.91),(8 2445.8328),(9 2607.6367),(10 2769.7834),(11 2924.7615),(12 3047.3872),(13 3224.7542),(14 3354.4617),(15 3478.448),(16 3574.4065),(17 3675.0076),(18 3752.602),(19 3802.4695),(20 3862.623),(21 3904.3572),(22 3964.7664),(23 4021.5288),(24 4106.8276),(25 4152.6855),(26 4236.533),(27 4289.168),(28 4302.8247),(29 4360.355),(30 4413.27),(31 4484.977),(32 4532.42),(33 4579.3813),(34 4603.496),(35 4663.2563),(36 4694.93),(37 4747.9326),(38 4794.387),(39 4835.9253),(40 4831.5254),(41 4850.97),(42 4817.3906),(43 4832.733),(44 4813.5537),(45 4793.183),(46 4758.704),(47 4719.061),(48 4683.322),(49 4676.7334),(50 4630.3066),(51 4620.7188),(52 4601.645),(53 4575.353),(54 4565.633),(55 4549.1743),(56 4534.1),(57 4566.4404),(58 4571.954),(59 4578.32),(60 4561.091),(61 4536.659),(62 4529.929),(63 4531.801),(64 4484.1694),(65 4436.515),(66 4377.6533),(67 4315.5376),(68 4277.7534),(69 4206.848),(70 4157.7173),(71 4129.1577),(72 4095.999),(73 4093.698),(74 4082.4546),(75 4023.591),(76 3992.5823),(77 3973.3506),(78 3961.6006),(79 3979.4705),
