1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 104935.51),(2 175442.55),(3 205552.69),(4 389157.25),(5 518066),(6 598334.75),(7 836096.3),(8 1009370.56),(9 1080741),(10 1319049.3),(11 1496890.9),(12 1579188.6),(13 1813158),(14 1979130.4),(15 2036830.4),(16 2283201.8),(17 2466941.8),(18 2511067.3),(19 2743796.3),(20 2934801.8),(21 3003528.8),(22 3268799.3),(23 3550555.3),(24 3663256),(25 4000852),(26 4337561.5),(27 4485941.5),(28 4827280),(29 5172644.5),(30 5379207),(31 5805374.5),(32 6221814),(33 6473874.5),(34 6912728),(35 7358525.5),(36 7632615.5),(37 8058034),(38 8562907),(39 8836453),(40 9284385),(41 9753366),(42 10064820),(43 10560983),(44 11068233),(45 11385749),(46 11880776),(47 12416603),(48 12788739),(49 13326653),(50 13905747),(51 14241513),(52 14761833),(53 15395776),(54 15708163),(55 16224636),(56 16763533),(57 17147816),(58 17770466),(59 18304320),(60 18748846),(61 19333112),(62 19980698),(63 20446110),(64 21063504),(65 21753198),(66 22253898),(67 22945602),(68 23787882),(69 24245792),(70 24848920),(71 25576246),(72 26049024),(73 26666522),(74 27303658),(75 27751546),(76 28349152),(77 29029856),(78 29540118),(79 30155182),
(1 278.6449),(2 358.62344),(3 412.63226),(4 449.4127),(5 467.28802),(6 484.8925),(7 487.94336),(8 496.3959),(9 489.39215),(10 486.33472),(11 479.1928),(12 474.15823),(13 473.0823),(14 469.2228),(15 466.52243),(16 476.1362),(17 482.4755),(18 484.4838),(19 484.94244),(20 480.87213),(21 472.6042),(22 479.42413),(23 488.07904),(24 496.6797),(25 502.8679),(26 509.10953),(27 511.25894),(28 510.44553),(29 514.043),(30 518.61285),(31 523.9666),(32 528.6656),(33 540.35156),(34 538.245),(35 547.33856),(36 546.77466),(37 540.92206),(38 542.67236),(39 537.1535),(40 536.8209),(41 545.32086),(42 555.795),(43 558.3501),(44 557.918),(45 556.14984),(46 551.3414),(47 549.3761),(48 543.9754),(49 545.6411),(50 547.6493),(51 548.3506),(52 544.6334),(53 543.1208),(54 543.03564),(55 537.82434),(56 541.4589),(57 545.1078),(58 547.2373),(59 549.4953),(60 551.7027),(61 552.6168),(62 557.74023),(63 558.15814),(64 553.7165),(65 551.3023),(66 548.45264),(67 544.9599),(68 549.9979),(69 551.2474),(70 554.7079),(71 556.37),(72 559.2652),(73 560.93353),(74 564.3108),(75 556.46844),(76 545.87335),(77 547.80585),(78 548.2105),(79 544.8686),
(1 274.4549),(2 351.5373),(3 404.85028),(4 440.1572),(5 457.73575),(6 471.97504),(7 478.52188),(8 487.18024),(9 481.83957),(10 477.1021),(11 474.74725),(12 465.01688),(13 461.079),(14 454.82965),(15 454.7629),(16 467.6163),(17 469.7859),(18 468.91006),(19 466.61792),(20 464.20956),(21 464.19223),(22 466.86276),(23 471.8758),(24 479.22598),(25 486.66507),(26 487.92865),(27 494.56818),(28 495.30447),(29 497.54086),(30 503.68506),(31 513.86084),(32 519.23236),(33 526.3169),(34 525.15393),(35 532.03485),(36 533.0831),(37 527.72833),(38 525.9545),(39 523.8816),(40 522.7091),(41 527.51447),(42 534.86334),(43 541.602),(44 544.0149),(45 540.75885),(46 534.8038),(47 538.2957),(48 532.7144),(49 528.19165),(50 529.69696),(51 531.4463),(52 534.00055),(53 535.2402),(54 532.84625),(55 530.9851),(56 532.6736),(57 531.8006),(58 536.89386),(59 536.4979),(60 538.68695),(61 536.68036),(62 537.0352),(63 538.57477),(64 536.5352),(65 534.14233),(66 536.89087),(67 535.4086),(68 537.55896),(69 529.2255),(70 538.60394),(71 537.71576),(72 539.8302),(73 539.25183),(74 539.356),(75 536.01013),(76 534.4586),(77 529.1059),(78 525.18304),(79 521.45306),
(1 275.65076),(2 356.2573),(3 410.79242),(4 450.1894),(5 474.12793),(6 488.3333),(7 490.74344),(8 500.54324),(9 499.8736),(10 496.2016),(11 489.73117),(12 480.432),(13 482.08148),(14 477.1564),(15 479.10718),(16 485.36813),(17 489.8542),(18 487.6468),(19 489.2102),(20 491.55435),(21 492.08185),(22 500.635),(23 506.4106),(24 514.8363),(25 525.34686),(26 533.0254),(27 535.892),(28 534.73206),(29 532.1962),(30 536.3677),(31 538.9229),(32 542.4459),(33 550.54767),(34 550.74615),(35 559.1043),(36 564.9529),(37 562.15717),(38 565.60565),(39 555.8489),(40 554.0268),(41 549.3237),(42 554.844),(43 561.96704),(44 566.2217),(45 567.9363),(46 566.7845),(47 566.1009),(48 562.0704),(49 558.84064),(50 550.3936),(51 548.18134),(52 550.0594),(53 550.2033),(54 552.3515),(55 554.8184),(56 561.9),(57 561.3172),(58 562.8847),(59 562.2542),(60 560.86084),(61 559.91406),(62 555.12305),(63 557.538),(64 555.10114),(65 560.53357),(66 560.18335),(67 558.42505),(68 563.38074),(69 559.5049),(70 562.47205),(71 563.97845),(72 563.3197),(73 559.66003),(74 563.14233),(75 558.3384),(76 556.2931),(77 558.60156),(78 561.2102),(79 562.37274),
(1 273.37143),(2 347.53143),(3 396.17807),(4 430.33432),(5 450.41034),(6 468.92487),(7 475.6009),(8 483.00092),(9 481.51083),(10 477.81232),(11 474.5615),(12 464.74524),(13 463.50223),(14 454.1556),(15 454.3956),(16 466.55066),(17 466.23193),(18 460.60083),(19 462.7806),(20 465.93185),(21 465.179),(22 472.87662),(23 480.92276),(24 491.06824),(25 498.95673),(26 503.01535),(27 509.08493),(28 508.26868),(29 503.0981),(30 505.0978),(31 505.7293),(32 508.28253),(33 515.567),(34 518.89484),(35 529.01245),(36 531.53033),(37 529.61365),(38 529.4782),(39 527.2396),(40 524.3452),(41 517.9094),(42 524.5733),(43 532.8624),(44 533.76526),(45 539.97375),(46 538.944),(47 536.7499),(48 534.6647),(49 532.54865),(50 526.82965),(51 523.17316),(52 525.8083),(53 528.441),(54 528.5176),(55 534.95105),(56 537.0387),(57 540.33716),(58 538.7105),(59 537.9299),(60 537.71356),(61 535.49603),(62 535.98),(63 533.42334),(64 535.076),(65 537.4819),(66 535.42706),(67 538.4652),(68 543.2542),(69 543.25806),(70 542.9601),(71 542.53906),(72 545.4418),(73 542.1441),(74 543.68085),(75 540.96387),(76 538.30206),(77 540.5653),(78 537.96875),(79 537.61615),
(1 262.93402),(2 336.69318),(3 388.39487),(4 422.86447),(5 450.21274),(6 461.943),(7 472.11368),(8 483.59723),(9 479.93045),(10 472.4529),(11 470.11978),(12 461.6995),(13 459.22903),(14 452.63034),(15 449.82565),(16 463.92865),(17 461.081),(18 463.87997),(19 461.66095),(20 464.3216),(21 457.0812),(22 462.02893),(23 469.89117),(24 474.7997),(25 483.29303),(26 487.8326),(27 495.87762),(28 490.5947),(29 489.6007),(30 487.2026),(31 491.29672),(32 491.14792),(33 498.79224),(34 508.81943),(35 515.16956),(36 520.9923),(37 515.3157),(38 518.9035),(39 515.1126),(40 512.5045),(41 509.12585),(42 512.0682),(43 518.5355),(44 526.60974),(45 529.79974),(46 532.44257),(47 531.1477),(48 530.6388),(49 523.87085),(50 515.2718),(51 512.82336),(52 514.79224),(53 514.2563),(54 514.30566),(55 520.07166),(56 522.82855),(57 524.132),(58 531.6305),(59 528.4019),(60 526.1884),(61 523.0455),(62 520.28064),(63 518.7024),(64 517.33856),(65 518.55005),(66 518.8089),(67 520.1828),(68 530.8416),(69 528.6299),(70 532.9957),(71 542.9357),(72 537.04016),(73 534.26117),(74 530.3394),(75 527.43604),(76 529.60706),(77 534.3424),(78 539.0583),(79 540.1243),
(1 259.05957),(2 332.766),(3 381.4501),(4 416.6903),(5 443.25134),(6 456.6301),(7 461.9403),(8 471.36548),(9 467.2274),(10 458.9899),(11 454.6176),(12 448.8297),(13 444.817),(14 438.00967),(15 439.9129),(16 446.02225),(17 449.637),(18 455.8052),(19 457.92752),(20 450.62347),(21 447.528),(22 452.74002),(23 458.64542),(24 461.6815),(25 470.83734),(26 475.44226),(27 490.76285),(28 490.7098),(29 494.06656),(30 490.14276),(31 489.474),(32 489.9918),(33 493.03763),(34 491.5835),(35 499.13187),(36 502.37155),(37 506.4682),(38 513.75525),(39 514.4171),(40 510.4778),(41 509.51263),(42 512.5739),(43 514.3039),(44 518.7084),(45 519.6166),(46 522.0872),(47 525.9138),(48 522.43854),(49 516.769),(50 508.73932),(51 504.55988),(52 499.06824),(53 497.47488),(54 497.30283),(55 500.495),(56 502.1212),(57 509.7977),(58 519.9577),(59 521.0477),(60 523.0067),(61 520.13654),(62 516.79083),(63 515.78937),(64 509.30045),(65 511.84662),(66 509.53583),(67 514.5605),(68 523.8158),(69 523.78705),(70 536.2341),(71 536.6684),(72 536.5257),(73 529.63153),(74 531.1154),(75 528.5517),(76 523.6535),(77 523.21313),(78 524.0079),(79 525.7162),
(1 255.29774),(2 328.51862),(3 373.8521),(4 411.10666),(5 431.67615),(6 442.57767),(7 448.25327),(8 459.87854),(9 448.70346),(10 440.6082),(11 431.01706),(12 427.9596),(13 424.01816),(14 421.047),(15 422.33148),(16 436.75995),(17 440.36496),(18 440.53836),(19 438.3073),(20 436.42212),(21 437.42664),(22 436.16196),(23 445.5009),(24 448.92773),(25 455.94067),(26 462.62607),(27 474.49594),(28 477.22824),(29 481.8104),(30 479.23544),(31 478.34573),(32 477.19156),(33 474.83292),(34 475.8023),(35 485.63678),(36 494.91824),(37 496.47675),(38 496.92255),(39 500.08716),(40 494.23648),(41 493.15244),(42 494.50473),(43 494.63153),(44 492.6202),(45 496.49945),(46 497.22656),(47 500.16806),(48 503.45963),(49 506.34296),(50 499.06824),(51 492.5462),(52 490.70355),(53 484.9529),(54 482.24734),(55 487.3759),(56 492.82947),(57 499.49713),(58 501.89648),(59 509.22134),(60 509.72),(61 509.81442),(62 502.31662),(63 499.37585),(64 495.61322),(65 490.35248),(66 489.65198),(67 489.80038),(68 496.19495),(69 500.10898),(70 507.4958),(71 511.15872),(72 517.4813),(73 518.09436),(74 518.7117),(75 516.5569),(76 510.55975),(77 510.16068),(78 503.70023),(79 494.0507),
(1 252.33409),(2 321.32547),(3 369.04916),(4 398.4948),(5 421.69955),(6 431.4595),(7 439.33002),(8 450.59293),(9 442.39905),(10 429.04868),(11 418.70764),(12 414.18616),(13 412.55048),(14 408.09387),(15 411.62592),(16 419.015),(17 425.52158),(18 429.76315),(19 426.93216),(20 422.1443),(21 423.44952),(22 426.0243),(23 437.58582),(24 445.09616),(25 451.82828),(26 459.1082),(27 466.2186),(28 469.88458),(29 468.4407),(30 467.37955),(31 465.0274),(32 462.60654),(33 462.36325),(34 464.13956),(35 473.481),(36 476.84872),(37 479.0553),(38 487.3988),(39 488.67337),(40 489.9665),(41 486.17844),(42 489.0922),(43 485.28128),(44 487.50018),(45 491.96564),(46 492.38434),(47 494.80865),(48 500.63812),(49 498.5238),(50 492.79605),(51 492.7702),(52 488.6971),(53 489.68707),(54 493.26266),(55 489.50928),(56 489.25372),(57 486.18427),(58 491.58984),(59 499.84045),(60 501.79083),(61 502.87357),(62 509.99942),(63 504.62732),(64 505.91138),(65 501.38632),(66 500.4551),(67 495.73264),(68 504.6869),(69 502.25696),(70 508.48972),(71 510.6389),(72 517.4719),(73 518.671),(74 521.2879),(75 516.9386),(76 514.4087),(77 510.4311),(78 508.02332),(79 504.91684),
(1 248.31119),(2 313.21783),(3 355.58734),(4 386.97467),(5 405.5815),(6 420.91275),(7 425.86462),(8 435.79974),(9 425.20422),(10 419.4938),(11 411.8902),(12 405.41293),(13 402.05127),(14 400.57526),(15 400.16544),(16 410.48422),(17 412.4292),(18 412.92288),(19 414.46967),(20 409.69754),(21 408.94138),(22 411.7637),(23 424.5082),(24 429.41263),(25 433.62225),(26 442.89664),(27 451.17746),(28 452.09256),(29 452.96902),(30 454.28903),(31 451.3213),(32 449.30646),(33 448.46902),(34 450.4284),(35 456.57852),(36 464.08087),(37 468.144),(38 477.47855),(39 478.1841),(40 479.76123),(41 483.88422),(42 483.1217),(43 478.8614),(44 475.97842),(45 476.62183),(46 471.00653),(47 470.68347),(48 470.70193),(49 465.42673),(50 465.3203),(51 462.91318),(52 463.7616),(53 463.68277),(54 466.76346),(55 470.92007),(56 469.00946),(57 467.67978),(58 475.15244),(59 472.68195),(60 474.71735),(61 477.91837),(62 479.44476),(63 475.39542),(64 470.6416),(65 470.8636),(66 468.5469),(67 462.25308),(68 470.21112),(69 467.94986),(70 475.6404),(71 476.4917),(72 480.8389),(73 479.70972),(74 481.68716),(75 478.22284),(76 477.58878),(77 476.94455),(78 477.44388),(79 476.43344),
(1 247.48706),(2 309.45453),(3 351.64725),(4 378.90323),(5 401.14117),(6 414.89563),(7 423.6951),(8 430.88516),(9 430.30518),(10 419.99826),(11 411.27463),(12 405.2562),(13 399.63654),(14 394.24203),(15 391.145),(16 402.59976),(17 408.50323),(18 410.3044),(19 409.078),(20 410.45096),(21 408.0871),(22 408.97968),(23 412.6006),(24 414.64618),(25 423.67413),(26 433.2133),(27 441.722),(28 446.7247),(29 443.3372),(30 445.97095),(31 446.4777),(32 445.25018),(33 443.4794),(34 443.9801),(35 445.62796),(36 450.11862),(37 452.51514),(38 459.2896),(39 460.78516),(40 457.22675),(41 460.50458),(42 457.09045),(43 453.21164),(44 451.70804),(45 454.05676),(46 449.25104),(47 450.80017),(48 452.24402),(49 455.82968),(50 454.72513),(51 454.69327),(52 453.78906),(53 452.51065),(54 455.4738),(55 451.65338),(56 452.1579),(57 455.88904),(58 458.34094),(59 461.86688),(60 458.83102),(61 464.28162),(62 461.00146),(63 462.54175),(64 465.10248),(65 461.6408),(66 459.89697),(67 454.01337),(68 458.16925),(69 456.04468),(70 457.4135),(71 463.19437),(72 466.0449),(73 467.0469),(74 469.43234),(75 470.18152),(76 468.1245),(77 470.19574),(78 472.0109),(79 466.01917),
(1 243.62991),(2 306.04303),(3 346.27728),(4 373.01657),(5 395.503),(6 409.7164),(7 420.54092),(8 430.47458),(9 426.08408),(10 421.50977),(11 409.34482),(12 400.74506),(13 394.0875),(14 387.4567),(15 387.66055),(16 401.04312),(17 403.68173),(18 404.62308),(19 407.0649),(20 407.1694),(21 399.54358),(22 401.92374),(23 406.20416),(24 410.357),(25 418.14404),(26 422.51193),(27 433.1979),(28 437.00525),(29 440.10907),(30 445.12317),(31 445.7618),(32 446.42755),(33 441.32236),(34 439.74213),(35 438.67126),(36 436.64624),(37 443.87207),(38 443.63748),(39 446.4093),(40 447.7624),(41 455.64392),(42 453.0184),(43 449.4721),(44 451.79382),(45 453.03937),(46 452.92307),(47 452.94147),(48 458.52988),(49 456.60495),(50 460.50253),(51 458.80444),(52 457.26126),(53 459.21783),(54 458.13867),(55 456.6934),(56 455.2042),(57 452.43665),(58 460.05484),(59 459.8966),(60 458.89297),(61 462.0652),(62 463.54514),(63 466.07053),(64 465.0229),(65 460.00696),(66 462.41556),(67 458.19666),(68 465.78998),(69 462.31412),(70 462.96906),(71 471.97668),(72 470.77673),(73 472.23376),(74 468.65054),(75 466.95972),(76 464.87082),(77 461.58865),(78 463.86316),(79 463.202),
(1 236.19646),(2 294.3267),(3 335.06476),(4 367.96805),(5 385.5833),(6 404.8986),(7 412.16965),(8 419.46164),(9 412.90674),(10 403.15616),(11 396.5951),(12 387.98685),(13 380.14615),(14 375.7088),(15 373.6505),(16 383.8579),(17 390.27872),(18 392.85812),(19 394.27573),(20 398.5373),(21 395.00723),(22 396.40002),(23 403.93628),(24 399.03723),(25 403.1564),(26 411.0447),(27 415.917),(28 414.1708),(29 418.09778),(30 423.84174),(31 422.72495),(32 424.16946),(33 425.66235),(34 427.88492),(35 425.3673),(36 425.1867),(37 428.7215),(38 435.3449),(39 435.52063),(40 438.32303),(41 442.97495),(42 440.76123),(43 437.6318),(44 439.1226),(45 442.40677),(46 442.02774),(47 438.90814),(48 439.79367),(49 439.3543),(50 441.2811),(51 439.05917),(52 443.15228),(53 448.38013),(54 449.4951),(55 445.6001),(56 444.71365),(57 447.39926),(58 451.69888),(59 445.23572),(60 443.20844),(61 447.26077),(62 452.32193),(63 448.0203),(64 453.07693),(65 447.4895),(66 446.40436),(67 445.68),(68 450.98788),(69 449.79105),(70 449.6324),(71 448.57526),(72 450.29727),(73 452.1601),(74 454.18338),(75 449.3741),(76 453.20453),(77 453.45108),(78 458.53952),(79 459.87552),
(1 235.26852),(2 294.3071),(3 333.80853),(4 361.69675),(5 380.9531),(6 394.3362),(7 402.12946),(8 409.99686),(9 405.0601),(10 397.23132),(11 390.44034),(12 379.37253),(13 370.19244),(14 369.53226),(15 366.74265),(16 379.72784),(17 379.32874),(18 379.99982),(19 380.17133),(20 383.63983),(21 388.3329),(22 391.14948),(23 394.77908),(24 395.99164),(25 395.92288),(26 404.09705),(27 408.3996),(28 409.35986),(29 412.3948),(30 416.5263),(31 419.2645),(32 421.10214),(33 421.5519),(34 421.85767),(35 423.96036),(36 423.94946),(37 425.9685),(38 427.33368),(39 428.58286),(40 433.51172),(41 437.19946),(42 436.4773),(43 435.4027),(44 438.19113),(45 434.53732),(46 433.5864),(47 427.42102),(48 427.31848),(49 425.91916),(50 426.08218),(51 427.64462),(52 434.95706),(53 436.62384),(54 440.1852),(55 442.0085),(56 441.88126),(57 437.0625),(58 436.62216),(59 435.2378),(60 434.44452),(61 433.14026),(62 437.34082),(63 437.77426),(64 441.16452),(65 438.9576),(66 438.16068),(67 437.58405),(68 439.8005),(69 439.90182),(70 443.08286),(71 445.62213),(72 446.83118),(73 448.5644),(74 450.34113),(75 450.2521),(76 452.2152),(77 451.73502),(78 453.1535),(79 452.85178),
(1 231.51253),(2 286.1791),(3 328.5508),(4 355.93658),(5 376.22168),(6 391.2182),(7 399.3526),(8 404.9784),(9 407.13687),(10 403.08447),(11 392.83963),(12 386.84006),(13 377.59546),(14 372.6354),(15 369.57208),(16 380.45963),(17 378.60947),(18 377.66794),(19 377.63034),(20 383.79858),(21 386.2628),(22 390.2717),(23 395.49023),(24 400.08002),(25 400.32416),(26 405.69778),(27 409.2697),(28 412.68686),(29 415.4508),(30 416.6249),(31 417.47095),(32 418.96118),(33 414.74185),(34 416.9416),(35 419.80618),(36 420.34167),(37 422.08444),(38 428.24847),(39 432.0989),(40 434.83917),(41 435.0768),(42 438.44232),(43 439.013),(44 442.87573),(45 440.36438),(46 437.34247),(47 434.09024),(48 430.6906),(49 430.63647),(50 427.0881),(51 430.28268),(52 436.8571),(53 437.60226),(54 436.48425),(55 435.47003),(56 437.00027),(57 433.09686),(58 431.41724),(59 432.26797),(60 430.03162),(61 434.47815),(62 437.60236),(63 436.00137),(64 438.39444),(65 435.90857),(66 435.27216),(67 435.37442),(68 441.0059),(69 439.95706),(70 440.9428),(71 440.26062),(72 439.41635),(73 438.21454),(74 438.90375),(75 442.3388),(76 444.04578),(77 443.84143),(78 448.58026),(79 450.93478),
(1 227.13748),(2 284.03607),(3 324.05893),(4 349.72974),(5 367.54245),(6 381.04266),(7 389.55435),(8 402.69714),(9 398.7123),(10 394.2743),(11 388.04367),(12 382.75378),(13 374.85318),(14 366.6807),(15 366.14224),(16 373.8311),(17 374.46182),(18 374.06345),(19 374.57196),(20 374.72974),(21 376.88226),(22 377.49432),(23 381.90564),(24 386.3317),(25 390.56412),(26 394.6838),(27 398.92966),(28 403.5708),(29 406.3679),(30 405.53424),(31 405.6081),(32 408.45966),(33 409.22092),(34 407.7397),(35 408.99033),(36 409.73886),(37 411.83737),(38 414.46094),(39 413.79172),(40 416.3373),(41 424.58243),(42 425.67126),(43 426.00195),(44 428.01785),(45 427.3804),(46 427.16327),(47 425.33432),(48 422.99863),(49 418.57605),(50 417.59787),(51 418.61966),(52 426.31064),(53 425.6861),(54 426.25275),(55 430.08795),(56 432.63956),(57 433.10092),(58 431.41074),(59 433.16827),(60 426.63965),(61 428.10486),(62 429.89664),(63 428.33517),(64 428.86963),(65 431.1759),(66 428.09866),(67 430.94635),(68 433.54504),(69 432.01486),(70 434.4586),(71 432.95056),(72 431.98398),(73 428.48782),(74 430.54095),(75 428.45718),(76 431.39963),(77 427.57816),(78 427.77963),(79 425.31516),
(1 225.04164),(2 280.19812),(3 317.60016),(4 344.89297),(5 363.06546),(6 378.79507),(7 388.0596),(8 401.54596),(9 397.46246),(10 391.40457),(11 380.45197),(12 373.2814),(13 365.8246),(14 361.15573),(15 358.87158),(16 366.2589),(17 371.66867),(18 371.30157),(19 371.21375),(20 373.39362),(21 371.01486),(22 373.92407),(23 383.47888),(24 387.6786),(25 394.85138),(26 397.16174),(27 402.39313),(28 406.45224),(29 403.7706),(30 402.77338),(31 406.59537),(32 407.01782),(33 408.05966),(34 413.44193),(35 416.71698),(36 418.1157),(37 422.70923),(38 424.24945),(39 425.93457),(40 427.11972),(41 432.47806),(42 434.066),(43 435.2282),(44 437.85312),(45 442.13663),(46 436.2328),(47 432.99527),(48 429.804),(49 428.45197),(50 427.2513),(51 427.05295),(52 428.77075),(53 432.9767),(54 433.78766),(55 435.89407),(56 434.9723),(57 439.2016),(58 438.66),(59 438.67535),(60 436.69302),(61 436.4534),(62 436.65262),(63 436.61993),(64 440.6405),(65 439.60953),(66 439.33408),(67 439.1174),(68 439.92764),(69 441.87073),(70 441.3892),(71 445.923),(72 442.3543),(73 440.06815),(74 442.42575),(75 445.30045),(76 443.33325),(77 444.8883),(78 447.14447),(79 443.2018),
(1 220.89217),(2 272.04584),(3 311.54688),(4 339.1141),(5 356.05972),(6 368.86813),(7 383.5623),(8 398.19284),(9 393.8445),(10 388.97824),(11 380.02264),(12 367.9307),(13 355.52054),(14 348.02747),(15 345.7556),(16 352.1149),(17 354.5747),(18 357.0638),(19 359.8927),(20 362.11227),(21 362.46103),(22 367.22018),(23 377.02924),(24 379.96304),(25 385.24835),(26 393.42737),(27 397.74356),(28 397.6236),(29 399.75592),(30 399.94992),(31 399.5431),(32 399.52158),(33 398.30475),(34 397.5052),(35 400.3853),(36 404.64865),(37 405.37958),(38 409.46982),(39 414.6441),(40 415.67218),(41 420.70764),(42 424.87146),(43 423.90585),(44 423.98837),(45 424.65295),(46 422.24094),(47 422.47156),(48 416.89386),(49 413.7278),(50 412.91934),(51 412.73425),(52 414.9303),(53 419.04425),(54 419.53775),(55 421.48563),(56 420.74442),(57 418.83682),(58 418.36163),(59 417.24768),(60 413.9135),(61 415.91083),(62 419.33054),(63 421.28323),(64 420.87155),(65 422.2253),(66 423.1864),(67 425.88895),(68 431.1182),(69 427.09067),(70 420.95267),(71 425.09497),(72 424.76965),(73 426.46478),(74 427.79422),(75 430.9953),(76 429.40646),(77 429.42133),(78 431.54752),(79 431.78888),
(1 219.21863),(2 273.74808),(3 311.72263),(4 337.61407),(5 357.75516),(6 371.24304),(7 380.823),(8 397.2725),(9 394.41632),(10 391.20825),(11 380.33362),(12 370.42014),(13 360.16144),(14 350.66534),(15 346.63266),(16 356.10593),(17 359.59198),(18 361.61484),(19 363.5337),(20 366.59885),(21 369.69836),(22 371.0451),(23 379.4757),(24 378.09485),(25 387.81888),(26 392.70532),(27 398.25943),(28 400.37347),(29 395.9894),(30 393.76688),(31 397.2233),(32 394.08746),(33 395.01678),(34 397.6953),(35 396.79248),(36 394.7221),(37 399.08878),(38 402.58194),(39 405.68292),(40 408.63037),(41 412.94067),(42 419.88037),(43 419.8414),(44 419.80038),(45 418.50748),(46 416.8358),(47 415.0247),(48 416.00504),(49 412.35608),(50 408.87262),(51 408.679),(52 408.2283),(53 413.3947),(54 417.41565),(55 419.67984),(56 418.36288),(57 417.2471),(58 418.08313),(59 416.20282),(60 414.52176),(61 419.67426),(62 419.1176),(63 420.30237),(64 417.7011),(65 419.37915),(66 418.63544),(67 421.13107),(68 424.87262),(69 422.4594),(70 421.50372),(71 425.76358),(72 425.14142),(73 428.52887),(74 432.4951),(75 433.2151),(76 433.77924),(77 433.63977),(78 436.9316),(79 440.44324),
