1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 157997.39),(2 509896.34),(3 959434.5),(4 1548864.4),(5 2248060.3),(6 3001210.3),(7 3911723),(8 5004230.5),(9 6214766.5),(10 7556591.5),(11 8916731),(12 10168290),(13 11407123),(14 12653709),(15 13837299),(16 14858169),(17 15757131),(18 16639456),(19 17492446),(20 18321624),(21 19208888),(22 20099256),(23 21036274),(24 21915994),(25 22757178),(26 23585234),(27 24347978),(28 25027144),(29 25616062),(30 26089318),(31 26402534),(32 26618816),(33 26825406),(34 27012558),(35 27275882),(36 27636320),(37 28207578),(38 29174518),(39 30332384),(40 31840200),(41 33642620),(42 35646480),(43 37660428),(44 39804880),(45 41872060),(46 44103396),(47 46176396),(48 48020076),(49 49891668),(50 51754292),(51 53600156),(52 55779188),(53 58058224),(54 60587124),(55 63165536),(56 65784124),(57 68299816),(58 70651080),(59 72657370),(60 74246870),(61 75806344),(62 77342350),(63 78606450),(64 80078216),(65 81393030),(66 82775530),(67 84012664),(68 85002280),(69 85955224),(70 86948424),(71 87937150),(72 88998230),(73 89820510),(74 90413144),(75 90925290),(76 91230040),(77 91425570),(78 91647896),(79 91965720),
(1 2050.3782),(2 2368.5105),(3 2540.6062),(4 2631.599),(5 2692.3052),(6 2775.8928),(7 2852.9282),(8 2926.35),(9 2938.7815),(10 2938.5735),(11 2975.8572),(12 3109.8381),(13 3173.9246),(14 3207.2153),(15 3262.8704),(16 3258.2031),(17 3323.515),(18 3334.571),(19 3332.0193),(20 3365.3591),(21 3376.1895),(22 3390.5342),(23 3399.2322),(24 3458.2678),(25 3456.4407),(26 3460.6882),(27 3518.1768),(28 3527.2703),(29 3504.1365),(30 3514.5955),(31 3479.596),(32 3516.0718),(33 3457.3337),(34 3430.144),(35 3478.4463),(36 3469.833),(37 3499.1743),(38 3460.6172),(39 3494.03),(40 3446.535),(41 3486.4204),(42 3510.7583),(43 3445.4448),(44 3426.4868),(45 3427.7185),(46 3464.1035),(47 3483.9202),(48 3489.8425),(49 3440.8433),(50 3481.535),(51 3479.8179),(52 3482.134),(53 3504.6033),(54 3477.0469),(55 3459.1443),(56 3512.7468),(57 3528.8806),(58 3537.395),(59 3525.8027),(60 3520.114),(61 3505.1206),(62 3551.7512),(63 3554.4873),(64 3581.52),(65 3543.0125),(66 3533.7368),(67 3524.8232),(68 3562.1924),(69 3555.1455),(70 3539.3872),(71 3576.2717),(72 3619.7869),(73 3620.6528),(74 3626.9214),(75 3626.2864),(76 3658.3154),(77 3603.4824),(78 3602.0024),(79 3557.5972),
(1 2019.5856),(2 2313.9011),(3 2506.1743),(4 2661.2551),(5 2657.4482),(6 2732.7026),(7 2808.2395),(8 2866.794),(9 2871.1033),(10 2928.9065),(11 2926.0466),(12 3030.2024),(13 3113.2778),(14 3142.8743),(15 3196.0784),(16 3199.0571),(17 3212.168),(18 3239.9292),(19 3211.377),(20 3307.4063),(21 3289.205),(22 3343.0396),(23 3378.5786),(24 3401.011),(25 3435.1106),(26 3437.577),(27 3550.3772),(28 3516.9556),(29 3483.1484),(30 3448.7695),(31 3449.2595),(32 3390.288),(33 3374.3057),(34 3403.5269),(35 3408.939),(36 3397.055),(37 3398.627),(38 3368.442),(39 3392.4287),(40 3362.123),(41 3415.6963),(42 3457.096),(43 3471.094),(44 3459.6497),(45 3448.3403),(46 3482.012),(47 3461.4463),(48 3422.577),(49 3432.9978),(50 3429.3718),(51 3462.3408),(52 3455.615),(53 3466.1873),(54 3445.5796),(55 3436.3315),(56 3460.5842),(57 3498.9573),(58 3452.4702),(59 3473.2783),(60 3517.0085),(61 3521.436),(62 3531.1597),(63 3531.7917),(64 3507.476),(65 3517.2249),(66 3550.8804),(67 3568.307),(68 3594.9146),(69 3587.0977),(70 3629.8618),(71 3602.407),(72 3631.1394),(73 3643.039),(74 3598.9375),(75 3656.6238),(76 3642.7563),(77 3654.3093),(78 3607.2715),(79 3603.392),
(1 1980.7266),(2 2334.1296),(3 2541.0657),(4 2632.4634),(5 2692.5903),(6 2751.4783),(7 2811.9063),(8 2856.258),(9 2918.7908),(10 2999.436),(11 3046.0276),(12 3117.5244),(13 3181.2183),(14 3246.1262),(15 3322.5781),(16 3311.5242),(17 3347.3416),(18 3317.5754),(19 3337.5063),(20 3393.7202),(21 3361.7168),(22 3435.476),(23 3453.0344),(24 3494.8596),(25 3518.5708),(26 3524.9058),(27 3613.5088),(28 3579.782),(29 3594.573),(30 3543.885),(31 3498.333),(32 3466.763),(33 3466.5303),(34 3399.1812),(35 3401.5188),(36 3362.1904),(37 3391.0896),(38 3338.4517),(39 3352.5908),(40 3286.6917),(41 3304.9856),(42 3347.321),(43 3368.9329),(44 3372.7058),(45 3355.9216),(46 3341.7896),(47 3336.6357),(48 3298.7427),(49 3293.2744),(50 3314.176),(51 3373.4712),(52 3350.3901),(53 3371.5146),(54 3349.6282),(55 3371.3582),(56 3355.5679),(57 3403.877),(58 3385.376),(59 3397.9812),(60 3462.3982),(61 3450.011),(62 3520.126),(63 3551.2961),(64 3493.249),(65 3526.553),(66 3489.3186),(67 3542.9038),(68 3520.096),(69 3564.1492),(70 3566.8892),(71 3580.2935),(72 3673.658),(73 3644.6414),(74 3692.001),(75 3658.8672),(76 3671.1575),(77 3652.4026),(78 3633.2578),(79 3616.2803),
(1 1890.214),(2 2284.5305),(3 2486.8853),(4 2601.9885),(5 2657.734),(6 2702.5103),(7 2762.2188),(8 2804.9434),(9 2878.7156),(10 2911.2476),(11 2947.3767),(12 2990.213),(13 3088.9133),(14 3180.5332),(15 3287.229),(16 3287.7578),(17 3300.7842),(18 3250.1328),(19 3323.5913),(20 3361.6404),(21 3408.9714),(22 3497.41),(23 3485.7117),(24 3520.124),(25 3561.3),(26 3563.6582),(27 3632.5933),(28 3615.7522),(29 3653.5996),(30 3548.6196),(31 3543.3665),(32 3477.3955),(33 3446.811),(34 3441.2207),(35 3385.0652),(36 3375.5098),(37 3380.9207),(38 3328.316),(39 3353.3115),(40 3306.3665),(41 3298.0269),(42 3302.5874),(43 3309.2407),(44 3332.0886),(45 3324.8171),(46 3309.4253),(47 3309.8105),(48 3324.3948),(49 3378.7312),(50 3382.5417),(51 3393.304),(52 3387.9849),(53 3370.5781),(54 3383.9822),(55 3393.1594),(56 3378.9092),(57 3451.9573),(58 3460.7083),(59 3444.2473),(60 3410.34),(61 3495.9863),(62 3498.5479),(63 3550.9075),(64 3551.174),(65 3583.9182),(66 3603.597),(67 3612.2593),(68 3620.9648),(69 3661.8745),(70 3632.9612),(71 3655.4143),(72 3726.0273),(73 3646.7566),(74 3686.6343),(75 3631.691),(76 3580.9036),(77 3566.2656),(78 3518.2473),(79 3474.4495),
(1 1935.9618),(2 2328.9714),(3 2521.809),(4 2623.4824),(5 2682.5808),(6 2743.8623),(7 2787.131),(8 2841.2676),(9 2895.5515),(10 2929.4294),(11 2930.0537),(12 3010.3784),(13 3096.277),(14 3203.1409),(15 3294.5107),(16 3313.2222),(17 3326.3691),(18 3303.589),(19 3282.3682),(20 3274.1487),(21 3353.519),(22 3352.9556),(23 3381.9465),(24 3415.2954),(25 3434.9592),(26 3468.0154),(27 3525.1118),(28 3500.9695),(29 3495.2632),(30 3453.9949),(31 3422.4573),(32 3392.3987),(33 3381.664),(34 3403.7356),(35 3362.667),(36 3337.8152),(37 3333.982),(38 3334.3237),(39 3336.183),(40 3290.0793),(41 3287.7942),(42 3333.5203),(43 3329.1206),(44 3343.7092),(45 3358.786),(46 3356.961),(47 3319.7158),(48 3325.8389),(49 3338.4055),(50 3329.1206),(51 3377.826),(52 3341.4573),(53 3341.1948),(54 3349.1833),(55 3356.212),(56 3348.6824),(57 3364.4932),(58 3416.5115),(59 3381.112),(60 3341.0203),(61 3361.7969),(62 3352.3142),(63 3358.448),(64 3371.1885),(65 3377.8203),(66 3359.4368),(67 3392.5986),(68 3406.1204),(69 3400.237),(70 3444.295),(71 3490.3406),(72 3511.121),(73 3525.9253),(74 3540.2747),(75 3500.0088),(76 3496.3267),(77 3490.762),(78 3426.3606),(79 3422.7349),
(1 1896.1699),(2 2277.9294),(3 2464.3333),(4 2567.2368),(5 2606.3345),(6 2679.3208),(7 2726.3599),(8 2784.0503),(9 2788.0137),(10 2793.2659),(11 2786.9543),(12 2857.9822),(13 2928.2537),(14 3030.4038),(15 3091.561),(16 3099.6409),(17 3109.344),(18 3033.3064),(19 3009.6257),(20 3025.3582),(21 3050.1953),(22 3048.8577),(23 3118.3306),(24 3167.314),(25 3215.7703),(26 3216.8481),(27 3301.2979),(28 3290.6167),(29 3292.9238),(30 3268.7751),(31 3273.38),(32 3272.4192),(33 3291.6367),(34 3281.31),(35 3333.7183),(36 3332.2627),(37 3335.7078),(38 3302.5454),(39 3334.3457),(40 3337.683),(41 3327.4014),(42 3341.2463),(43 3355.4114),(44 3400.6),(45 3405.9497),(46 3425.6106),(47 3423.1594),(48 3408.8645),(49 3448.2742),(50 3459.09),(51 3487.3945),(52 3475.5408),(53 3441.5295),(54 3455.7405),(55 3447.0337),(56 3447.2334),(57 3437.8225),(58 3438.9832),(59 3426.0974),(60 3451.218),(61 3394.7102),(62 3393.6538),(63 3357.6328),(64 3330.734),(65 3345.4714),(66 3328.5623),(67 3356.9407),(68 3349.0286),(69 3303.8167),(70 3338.186),(71 3380.4236),(72 3396.4763),(73 3381.722),(74 3400.2754),(75 3370.8396),(76 3407.3308),(77 3372.157),(78 3348.6453),(79 3343.1328),
(1 1869.4426),(2 2209.5469),(3 2435.5198),(4 2533.082),(5 2566.4946),(6 2624.2783),(7 2693.9587),(8 2747.4185),(9 2768.1973),(10 2739.3752),(11 2718.1409),(12 2814.4768),(13 2904.726),(14 3008.4805),(15 3096.99),(16 3144.4473),(17 3144.8835),(18 3092.6511),(19 3060.0894),(20 3087.085),(21 3061.9355),(22 3095.478),(23 3169.2834),(24 3196.4746),(25 3247.0452),(26 3274.5635),(27 3346.8167),(28 3313.5955),(29 3318.498),(30 3295.4739),(31 3306.501),(32 3285.3406),(33 3266.2332),(34 3224.9822),(35 3269.9304),(36 3294.6484),(37 3302.8682),(38 3287.3647),(39 3300.6536),(40 3273.2432),(41 3264.8696),(42 3288.4812),(43 3294.375),(44 3275.0444),(45 3331.893),(46 3326.3262),(47 3356.8533),(48 3329.783),(49 3364.7275),(50 3363.2266),(51 3410.9263),(52 3390.1404),(53 3431.385),(54 3389.7012),(55 3435.387),(56 3414.2673),(57 3420.1196),(58 3410.0156),(59 3399.6064),(60 3411.5024),(61 3388.9053),(62 3426.596),(63 3394.5718),(64 3389.5112),(65 3356.6184),(66 3404.9722),(67 3411.0461),(68 3438.2612),(69 3449.6096),(70 3431.461),(71 3451.1372),(72 3468.2886),(73 3445.2576),(74 3434.3704),(75 3392.3303),(76 3375.3386),(77 3371.5796),(78 3387.8994),(79 3354.9392),
(1 1778.0436),(2 2115.2175),(3 2328.6904),(4 2417.3552),(5 2517.4722),(6 2576.19),(7 2656.3508),(8 2693.0684),(9 2689.3442),(10 2702.9307),(11 2716.2312),(12 2745.3367),(13 2863.5286),(14 2959.8057),(15 3087.955),(16 3128.8606),(17 3167.633),(18 3113.2495),(19 3140.0115),(20 3114.3396),(21 3146.2603),(22 3192.868),(23 3207.792),(24 3252.5957),(25 3289.7935),(26 3273.8882),(27 3352.417),(28 3346.3132),(29 3311.9338),(30 3273.3484),(31 3222.1973),(32 3168.0266),(33 3156.289),(34 3099.2393),(35 3095.2104),(36 3090.8748),(37 3076.1658),(38 3039.816),(39 3032.3289),(40 3060.5237),(41 3063.118),(42 3112.4587),(43 3103.7869),(44 3113.64),(45 3124.601),(46 3117.5474),(47 3127.7673),(48 3114.908),(49 3131.814),(50 3187.4658),(51 3183.2285),(52 3205.5234),(53 3235.563),(54 3224.3855),(55 3257.001),(56 3275.0015),(57 3329.3982),(58 3329.8342),(59 3360.2847),(60 3356.2476),(61 3388.6726),(62 3377.8804),(63 3404.2517),(64 3396.0215),(65 3381.739),(66 3381.5906),(67 3390.756),(68 3423.9377),(69 3380.9578),(70 3381.5366),(71 3372.9407),(72 3441.9832),(73 3440.1094),(74 3449.2334),(75 3403.149),(76 3389.6172),(77 3380.265),(78 3353.675),(79 3337.44),
(1 1749.3257),(2 2080.4065),(3 2292.2288),(4 2364.688),(5 2429.494),(6 2472.858),(7 2581.5195),(8 2576.0813),(9 2625.8625),(10 2645.2644),(11 2672.4722),(12 2741.2683),(13 2784.733),(14 2863.411),(15 2973.7273),(16 3012.8274),(17 3039.991),(18 3007.6858),(19 3042.5442),(20 3048.2058),(21 3084.5164),(22 3107.6497),(23 3115.0894),(24 3139.73),(25 3181.4014),(26 3200.386),(27 3310.1685),(28 3282.0369),(29 3266.2437),(30 3234.7483),(31 3223.041),(32 3201.1704),(33 3202.7844),(34 3142.684),(35 3122.578),(36 3105.8508),(37 3085.4565),(38 3073.0854),(39 3069.06),(40 3036.6365),(41 3053.0247),(42 3069.4583),(43 3059.0015),(44 3073.1277),(45 3074.8147),(46 3097.0806),(47 3122.0132),(48 3103.1829),(49 3119.2134),(50 3126.5105),(51 3141.838),(52 3184.0837),(53 3197.3943),(54 3172.0833),(55 3218.108),(56 3207.7683),(57 3244.6995),(58 3242.9429),(59 3266.8484),(60 3299.4973),(61 3267.059),(62 3250.454),(63 3284.189),(64 3258.238),(65 3264.0461),(66 3279.1433),(67 3269.9944),(68 3263.6118),(69 3304.0627),(70 3283.8723),(71 3305.8484),(72 3343.4792),(73 3317.0398),(74 3330.2688),(75 3347.467),(76 3312.4226),(77 3285.057),(78 3261.3735),(79 3204.7458),
(1 1701.3739),(2 2003.1863),(3 2208.261),(4 2315.5256),(5 2378.1838),(6 2397.8916),(7 2476.6475),(8 2498.1396),(9 2555.2175),(10 2588.0972),(11 2581.164),(12 2661.816),(13 2697.7122),(14 2762.698),(15 2824.5437),(16 2853.8547),(17 2874.626),(18 2846.5444),(19 2848.1846),(20 2864.3005),(21 2883.4043),(22 2892.749),(23 2912.6343),(24 2958.4783),(25 2970.5588),(26 2976.669),(27 3046.3103),(28 3032.4934),(29 3025.3977),(30 2972.9668),(31 2968.3716),(32 2949.5105),(33 2940.3096),(34 2936.659),(35 2944.539),(36 2921.0503),(37 2897.6821),(38 2887.6833),(39 2913.3904),(40 2917.817),(41 2868.216),(42 2927.436),(43 2914.7427),(44 2950.0784),(45 2990.4998),(46 2939.7283),(47 2888.825),(48 2916.6895),(49 2917.5872),(50 2945.1323),(51 2950.6284),(52 3016.2275),(53 3029.7124),(54 2955.2307),(55 2999.3464),(56 2996.1912),(57 3026.7224),(58 3021.992),(59 3014.6772),(60 3039.7327),(61 3034.5818),(62 2998.8914),(63 2994.5425),(64 2997.3533),(65 3016.4026),(66 2977.2703),(67 2997.6086),(68 2985.4587),(69 2993.0703),(70 3003.2004),(71 3011.3523),(72 3034.7878),(73 3045.7048),(74 3056.2852),(75 3089.8389),(76 3057.4563),(77 3041.7163),(78 3041.417),(79 3030.8994),
(1 1665.792),(2 1961.2957),(3 2133.4646),(4 2267.327),(5 2311.075),(6 2357.8499),(7 2413.3813),(8 2435.0425),(9 2475.5945),(10 2534.5151),(11 2567.245),(12 2598.2327),(13 2607.0425),(14 2694.6384),(15 2752.7356),(16 2806.0183),(17 2885.7756),(18 2857.531),(19 2852.546),(20 2888.5562),(21 2909.1675),(22 2934.9863),(23 2975.9124),(24 3000.6748),(25 3032.4998),(26 3033.7913),(27 3113.777),(28 3096.113),(29 3100.197),(30 3047.7224),(31 3033.4236),(32 3026.7485),(33 3018.644),(34 2979.6465),(35 2974.1604),(36 2964.8057),(37 2943.1472),(38 2934.8408),(39 2940.562),(40 2959.0437),(41 2924.1614),(42 2919.093),(43 2913.874),(44 2938.9111),(45 2972.2175),(46 3010.537),(47 2987.2332),(48 2934.0405),(49 2973.2498),(50 2962.4146),(51 2950.556),(52 2954.4243),(53 2969.6934),(54 2950.9143),(55 2944.5833),(56 2974.5432),(57 2945.5586),(58 2926.1943),(59 2946.3381),(60 2936.079),(61 2956.5532),(62 2919.759),(63 2918.1172),(64 2938.1794),(65 2872.6768),(66 2883.333),(67 2925.5317),(68 2908.9827),(69 2921.97),(70 2888.15),(71 2902.5042),(72 2928.7046),(73 2944.4358),(74 2958.9976),(75 2959.5654),(76 2953.7166),(77 2965.9358),(78 2972.087),(79 2979.8733),
(1 1647.963),(2 1939.6732),(3 2086.2554),(4 2216.2583),(5 2256.2556),(6 2302.9475),(7 2393.98),(8 2443.6309),(9 2488.3833),(10 2594.2375),(11 2599.2046),(12 2670.9902),(13 2725.7502),(14 2778.2227),(15 2860.9126),(16 2892.9526),(17 2947.1692),(18 2920.8015),(19 2923.836),(20 2957.1523),(21 2989.046),(22 2990.4617),(23 2994.9758),(24 3026.0798),(25 3047.954),(26 3034.0254),(27 3072.6853),(28 3096.366),(29 3056.8162),(30 3046.9578),(31 3005.6548),(32 3054.9653),(33 3033.769),(34 2977.2915),(35 2970.513),(36 2952.8142),(37 2901.0767),(38 2923.348),(39 2929.929),(40 2942.6973),(41 2980.27),(42 3022.725),(43 2986.2075),(44 3026.0571),(45 3051.5535),(46 3020.3804),(47 3024.5103),(48 3007.2754),(49 3037.6384),(50 3016.8713),(51 3066.125),(52 3056.1404),(53 3045.8296),(54 3034.705),(55 3018.9346),(56 3024.5037),(57 3084.6365),(58 3075.7822),(59 3100.8665),(60 3055.1409),(61 3048.575),(62 3046.804),(63 3044.6853),(64 3035.8848),(65 3013.8386),(66 3042.804),(67 3060.2954),(68 3047.6409),(69 3060.523),(70 3035.5073),(71 3078.4648),(72 3069.463),(73 3084.8542),(74 3100.2415),(75 3104.313),(76 3068.8115),(77 3087.1646),(78 3056.0122),(79 3073.8928),
(1 1586.9596),(2 1870.5697),(3 2021.2924),(4 2115.4456),(5 2166.006),(6 2234.6045),(7 2301.2073),(8 2329.6333),(9 2355.78),(10 2400.6409),(11 2430.3167),(12 2488.6838),(13 2520.8484),(14 2532.5166),(15 2583.1362),(16 2618.562),(17 2652.8943),(18 2653.4768),(19 2687.7263),(20 2689.7478),(21 2711.0464),(22 2742.8247),(23 2756.512),(24 2778.5713),(25 2801.6584),(26 2777.8887),(27 2846.9565),(28 2850.1904),(29 2850.2168),(30 2847.674),(31 2847.5288),(32 2858.9055),(33 2831.604),(34 2813.4666),(35 2792.1995),(36 2761.6846),(37 2728.3882),(38 2734.8894),(39 2710.934),(40 2717.5215),(41 2720.607),(42 2746.4868),(43 2722.1726),(44 2733.8513),(45 2714.3003),(46 2745.376),(47 2762.5024),(48 2780.3196),(49 2775.112),(50 2758.026),(51 2787.6504),(52 2797.198),(53 2782.5938),(54 2746.8892),(55 2756.738),(56 2721.4822),(57 2822.0527),(58 2802.2385),(59 2835.8862),(60 2835.7788),(61 2841.3342),(62 2854.2961),(63 2826.9949),(64 2841.5144),(65 2842.6755),(66 2871.3235),(67 2850.0474),(68 2860.6626),(69 2881.7222),(70 2874.9443),(71 2913.7488),(72 2909.4355),(73 2928.8157),(74 2922.4854),(75 2904.6714),(76 2898.9468),(77 2897.4456),(78 2815.2524),(79 2787.9128),
(1 1582.3578),(2 1863.7162),(3 2038.1422),(4 2129.6184),(5 2205.1042),(6 2240.4875),(7 2299.926),(8 2353.8184),(9 2377.0254),(10 2451.3218),(11 2465.3442),(12 2525.4414),(13 2571.8645),(14 2564.9255),(15 2636.48),(16 2691.487),(17 2741.0938),(18 2740.968),(19 2760.6506),(20 2767.7927),(21 2807.9707),(22 2828.7676),(23 2830.2783),(24 2861.1567),(25 2852.7363),(26 2867.8767),(27 2921.6206),(28 2926.9688),(29 2903.6707),(30 2917.245),(31 2927.3108),(32 2923.3132),(33 2903.8464),(34 2870.8252),(35 2888.0322),(36 2898.4355),(37 2854.992),(38 2857.9507),(39 2834.9478),(40 2836.4492),(41 2863.9883),(42 2854.2415),(43 2879.7852),(44 2877.2217),(45 2865.1775),(46 2936.0293),(47 2934.5576),(48 2904.9717),(49 2902.204),(50 2918.141),(51 2950.989),(52 2942.067),(53 2936.3855),(54 2956.6814),(55 2934.1294),(56 2914.7585),(57 2971.918),(58 2968.281),(59 2973.5713),(60 2981.039),(61 2976.6765),(62 2971.9692),(63 2927.7905),(64 2941.6272),(65 2941.4849),(66 2941.472),(67 2941.1692),(68 2959.3345),(69 2930.152),(70 2927.8606),(71 2901.692),(72 2962.9177),(73 2936.9155),(74 2882.3037),(75 2895.195),(76 2876.1116),(77 2890.5808),(78 2846.841),(79 2825.3318),
(1 1549.9277),(2 1790.2175),(3 1933.5997),(4 2030.2539),(5 2101.1826),(6 2133.298),(7 2202.005),(8 2245.998),(9 2280.1365),(10 2348.9846),(11 2388.4417),(12 2442.4597),(13 2469.3015),(14 2496.1133),(15 2566.754),(16 2602.7476),(17 2660.1116),(18 2660.0369),(19 2667.1572),(20 2704.259),(21 2706.6797),(22 2725.8906),(23 2746.6204),(24 2774.4277),(25 2763.0586),(26 2760.1682),(27 2809.6116),(28 2787.1062),(29 2779.4763),(30 2755.176),(31 2726.8435),(32 2719.784),(33 2670.6426),(34 2665.8606),(35 2616.303),(36 2598.737),(37 2605.9858),(38 2608.7974),(39 2624.7144),(40 2626.9514),(41 2623.0425),(42 2645.2866),(43 2646.8586),(44 2662.3489),(45 2690.0144),(46 2675.6782),(47 2691.9207),(48 2740.0923),(49 2743.3035),(50 2761.8672),(51 2790.0542),(52 2803.0034),(53 2802.854),(54 2822.4087),(55 2802.8865),(56 2828.2983),(57 2888.9253),(58 2891.5063),(59 2897.5862),(60 2928.8691),(61 2935.624),(62 2937.6204),(63 2937.9233),(64 2925.7268),(65 2922.0818),(66 2913.755),(67 2967.2048),(68 2948.354),(69 2930.1335),(70 2927.3513),(71 2897.7043),(72 2966.774),(73 2911.441),(74 2887.4692),(75 2881.8025),(76 2882.9548),(77 2866.2068),(78 2840.148),(79 2802.0151),
(1 1533.3358),(2 1742.7),(3 1886.8292),(4 1967.1251),(5 2039.4607),(6 2083.8054),(7 2157.0854),(8 2173.3113),(9 2216.4026),(10 2277.6768),(11 2305.8103),(12 2408.379),(13 2431.522),(14 2453.2014),(15 2537.831),(16 2527.0344),(17 2579.105),(18 2602.137),(19 2630.348),(20 2639.8203),(21 2674.2712),(22 2698.0789),(23 2690.202),(24 2679.1616),(25 2671.541),(26 2654.2861),(27 2718.7007),(28 2728.3057),(29 2708.957),(30 2706.6104),(31 2680.2053),(32 2672.9875),(33 2649.8958),(34 2613.332),(35 2619.2341),(36 2602.375),(37 2582.122),(38 2602.8628),(39 2616.7568),(40 2616.973),(41 2626.7156),(42 2661.9094),(43 2657.538),(44 2705.4917),(45 2698.6794),(46 2741.121),(47 2727.65),(48 2741.079),(49 2743.7756),(50 2747.6584),(51 2782.697),(52 2788.007),(53 2773.1892),(54 2784.1125),(55 2776.26),(56 2830.8071),(57 2847.2441),(58 2838.0051),(59 2813.7708),(60 2862.1226),(61 2827.7808),(62 2849.5188),(63 2820.016),(64 2802.6194),(65 2789.6145),(66 2788.8057),(67 2818.2844),(68 2802.3428),(69 2794.7224),(70 2818.582),(71 2790.8438),(72 2822.8738),(73 2765.9126),(74 2802.2),(75 2776.2202),(76 2780.7522),(77 2777.0022),(78 2761.5647),(79 2719.8264),
