1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 50714.8),(2 188912.58),(3 389820),(4 644531.3),(5 943349.5),(6 1289305.6),(7 1665136.1),(8 2060841.6),(9 2459190),(10 2897510.8),(11 3393296),(12 3926909.8),(13 4474133.5),(14 4991924.5),(15 5472458.5),(16 5936098),(17 6390450.5),(18 6693944),(19 6926936),(20 6974662.5),(21 6959792),(22 6891608),(23 6741290.5),(24 6527664),(25 6298524.5),(26 6045818.5),(27 5763058.5),(28 5452745.5),(29 5185720.5),(30 4958175.5),(31 4777442),(32 4664134.5),(33 4623542),(34 4599437.5),(35 4644130.5),(36 4751613.5),(37 4862176.5),(38 4999293.5),(39 5139464),(40 5300509.5),(41 5565336),(42 5879540),(43 6185776),(44 6544992),(45 6937577.5),(46 7409373.5),(47 7968478.5),(48 8646312),(49 9401096),(50 10199140),(51 11067239),(52 11952756),(53 12926559),(54 13929740),(55 14955845),(56 16066467),(57 17194906),(58 18437250),(59 19697682),(60 20979398),(61 22301586),(62 23564048),(63 24806162),(64 26063280),(65 27341446),(66 28568226),(67 29785578),(68 30904226),(69 31871194),(70 32735974),(71 33582730),(72 34413412),(73 35292976),(74 36160216),(75 37024508),(76 37926444),(77 38800460),(78 39623964),(79 40396490),
(1 613.87006),(2 836.5416),(3 973.84454),(4 1054.6725),(5 1121.4115),(6 1163.6516),(7 1205.5227),(8 1248.9191),(9 1284.6727),(10 1302.6512),(11 1330.6404),(12 1353.961),(13 1384.1466),(14 1427.9342),(15 1451.0396),(16 1460.1149),(17 1494.8278),(18 1510.4763),(19 1529.9258),(20 1558.1715),(21 1575.2521),(22 1586.7933),(23 1612.8367),(24 1624.0768),(25 1641.6421),(26 1689.5654),(27 1708.3544),(28 1734.8932),(29 1746.352),(30 1792.0049),(31 1805.6758),(32 1822.9238),(33 1835.2139),(34 1877.1885),(35 1884.8054),(36 1905.7697),(37 1910.6786),(38 1938.4594),(39 1946.1029),(40 1953.2145),(41 1965.5441),(42 1970.0979),(43 1984.7736),(44 1999.231),(45 2013.0948),(46 2004.123),(47 2012.3136),(48 2014.6284),(49 2016.534),(50 2054.3906),(51 2067.512),(52 2073.5798),(53 2088.708),(54 2104.7546),(55 2114.199),(56 2138.015),(57 2137.3535),(58 2158.0132),(59 2183.4617),(60 2198.0303),(61 2219.844),(62 2248.989),(63 2278.0186),(64 2286.2217),(65 2326.2751),(66 2345.6357),(67 2352.4417),(68 2372.3652),(69 2393.802),(70 2415.7612),(71 2424.877),(72 2427.0222),(73 2432.8677),(74 2449.5273),(75 2471.5737),(76 2469.6233),(77 2467.4695),(78 2459.1572),(79 2465.2522),
(1 592.17),(2 813.4114),(3 944.0021),(4 1037.6907),(5 1112.018),(6 1158.2507),(7 1197.056),(8 1254.5043),(9 1294.9093),(10 1317.7631),(11 1335.3175),(12 1357.0938),(13 1381.2196),(14 1411.3835),(15 1437.7673),(16 1443.4191),(17 1473.3079),(18 1510.8871),(19 1526.3184),(20 1544.7334),(21 1552.1545),(22 1563.7671),(23 1576.9946),(24 1588.81),(25 1604.9063),(26 1649.2405),(27 1680.633),(28 1689.7886),(29 1708.504),(30 1741.8215),(31 1754.0911),(32 1757.8767),(33 1772.9286),(34 1786.7253),(35 1795.2573),(36 1797.9741),(37 1811.5642),(38 1822.4896),(39 1843.0049),(40 1851.3083),(41 1861.9648),(42 1875.3022),(43 1874.848),(44 1887.4865),(45 1893.0452),(46 1896.8536),(47 1893.8407),(48 1908.1129),(49 1912.3745),(50 1944.0585),(51 1957.0619),(52 1969.2134),(53 1983.4231),(54 2008.9766),(55 2007.1781),(56 2022.3857),(57 2035.7146),(58 2044.5195),(59 2044.7595),(60 2040.7152),(61 2067.856),(62 2103.9812),(63 2111.0198),(64 2126.0378),(65 2144.7173),(66 2158.2747),(67 2158.4377),(68 2190.776),(69 2203.9668),(70 2207.0017),(71 2220.017),(72 2226.0557),(73 2223.2126),(74 2249.1353),(75 2264.9993),(76 2286.4465),(77 2288.6873),(78 2296.2336),(79 2301.511),
(1 591.14496),(2 804.5312),(3 922.56683),(4 1007.01636),(5 1069.2644),(6 1124.579),(7 1164.951),(8 1224.6317),(9 1265.2528),(10 1291.8295),(11 1309.9297),(12 1319.5294),(13 1337.8787),(14 1386.1216),(15 1427.8108),(16 1456.1462),(17 1479.1603),(18 1485.1118),(19 1512.4955),(20 1532.1682),(21 1545.3889),(22 1569.1871),(23 1586.6426),(24 1602.0717),(25 1623.2485),(26 1673.3873),(27 1707.8466),(28 1718.2441),(29 1738.3516),(30 1740.6233),(31 1749.804),(32 1750.775),(33 1767.7212),(34 1770.3954),(35 1788.4923),(36 1788.464),(37 1813.1473),(38 1831.2446),(39 1845.1886),(40 1853.6877),(41 1874.2444),(42 1887.895),(43 1915.8444),(44 1928.0195),(45 1927.8566),(46 1931.775),(47 1928.0623),(48 1937.3911),(49 1946.5483),(50 1974.7904),(51 2006.8168),(52 2017.6394),(53 2022.142),(54 2052.8909),(55 2078.3262),(56 2096.5127),(57 2101.0613),(58 2126.6458),(59 2147.4575),(60 2154.7083),(61 2162.56),(62 2177.8413),(63 2169.6604),(64 2173.0208),(65 2178.9065),(66 2184.051),(67 2185.8809),(68 2204.337),(69 2218.5234),(70 2223.1628),(71 2237.8804),(72 2245.3572),(73 2256.834),(74 2274.1438),(75 2275.0762),(76 2261.7107),(77 2271.1912),(78 2277.9592),(79 2269.5967),
(1 578.9959),(2 798.26166),(3 916.47815),(4 1003.9898),(5 1078.2822),(6 1132.0123),(7 1173.5494),(8 1217.5399),(9 1254.9491),(10 1290.0392),(11 1310.8228),(12 1353.3434),(13 1384.3531),(14 1421.8956),(15 1441.5428),(16 1449.006),(17 1471.4446),(18 1481.707),(19 1498.6761),(20 1517.8829),(21 1538.7053),(22 1541.546),(23 1567.7826),(24 1589.1917),(25 1611.4479),(26 1663.9702),(27 1691.9802),(28 1711.2018),(29 1732.8585),(30 1741.5748),(31 1755.2656),(32 1775.1478),(33 1791.5446),(34 1808.12),(35 1818.8098),(36 1812.1086),(37 1828.759),(38 1851.1354),(39 1864.8534),(40 1871.1558),(41 1898.1022),(42 1912.4976),(43 1927.0033),(44 1921.8785),(45 1935.6372),(46 1934.7925),(47 1943.4904),(48 1930.0172),(49 1932.785),(50 1946.149),(51 1949.0504),(52 1958.5554),(53 1985.9692),(54 1998.3099),(55 2013.4667),(56 2013.0906),(57 2021.4877),(58 2023.0472),(59 2033.5603),(60 2050.4153),(61 2064.508),(62 2095.4604),(63 2088.8662),(64 2097.2893),(65 2110.5757),(66 2122.726),(67 2133.6177),(68 2164.3533),(69 2162.1875),(70 2181.6663),(71 2201.79),(72 2197.7422),(73 2197.6086),(74 2207.671),(75 2209.6248),(76 2193.5386),(77 2183.9153),(78 2177.8435),(79 2179.29),
(1 564.50073),(2 771.62854),(3 883.3592),(4 973.7534),(5 1035.7131),(6 1077.0791),(7 1111.0955),(8 1161.547),(9 1197.6279),(10 1232.1505),(11 1253.4489),(12 1292.3594),(13 1309.9594),(14 1348.5485),(15 1369.277),(16 1391.4453),(17 1414.2632),(18 1429.8397),(19 1444.166),(20 1472.3787),(21 1488.0546),(22 1504.0787),(23 1517.116),(24 1535.9756),(25 1562.2245),(26 1602.5361),(27 1641.5469),(28 1666.5096),(29 1681.3574),(30 1697.7566),(31 1714.9312),(32 1717.1417),(33 1739.7823),(34 1756.7998),(35 1774.4824),(36 1775.6945),(37 1774.0741),(38 1798.5621),(39 1810.2103),(40 1809.1754),(41 1833.303),(42 1845.685),(43 1865.6332),(44 1870.1023),(45 1881.7426),(46 1897.9572),(47 1900.6018),(48 1898.2618),(49 1888.4695),(50 1912.9689),(51 1918.111),(52 1916.4196),(53 1936.742),(54 1933.995),(55 1941.3353),(56 1947.4213),(57 1953.1304),(58 1949.4272),(59 1958.2014),(60 1943.8004),(61 1944.8762),(62 1964.4082),(63 1963.979),(64 1959.3093),(65 1975.9244),(66 1975.6422),(67 1993.4432),(68 2022.412),(69 2019.7699),(70 2026.2393),(71 2022.1222),(72 2026.6814),(73 2033.211),(74 2041.7567),(75 2041.1415),(76 2026.9159),(77 2052.2976),(78 2051.9429),(79 2037.4465),
(1 539.19574),(2 752.0892),(3 870.2118),(4 955.5491),(5 1014.7646),(6 1054.3612),(7 1089.5104),(8 1135.105),(9 1170.5022),(10 1186.6902),(11 1208.9487),(12 1240.8555),(13 1254.7758),(14 1295.1896),(15 1321.1466),(16 1340.0713),(17 1365.2639),(18 1375.5126),(19 1396.3458),(20 1415.4465),(21 1432.7076),(22 1460.6931),(23 1475.1906),(24 1488.6519),(25 1510.8075),(26 1560.4888),(27 1591.0364),(28 1611.276),(29 1616.1716),(30 1639.1769),(31 1655.4736),(32 1671.6207),(33 1694.2637),(34 1713.9442),(35 1727.9445),(36 1734.0103),(37 1744.7484),(38 1766.386),(39 1789.7518),(40 1791.2177),(41 1801.3915),(42 1812.218),(43 1807.0209),(44 1824.8286),(45 1832.6908),(46 1852.9233),(47 1844.9692),(48 1841.0824),(49 1834.2021),(50 1864.1368),(51 1880.1617),(52 1883.3582),(53 1891.6648),(54 1917.6707),(55 1930.2897),(56 1942.83),(57 1954.4049),(58 1953.6774),(59 1953.2177),(60 1941.6191),(61 1958.3444),(62 1993.7361),(63 2019.5874),(64 2024.6034),(65 2028.3783),(66 2032.16),(67 2045.4174),(68 2073.7983),(69 2096.3452),(70 2119.5798),(71 2129.4668),(72 2127.4116),(73 2125.7346),(74 2126.4124),(75 2111.5771),(76 2104.8652),(77 2105.5747),(78 2112.6147),(79 2120.7634),
(1 545.75946),(2 754.867),(3 873.3422),(4 960.93463),(5 1011.7939),(6 1055.664),(7 1089.2156),(8 1147.3591),(9 1181.8083),(10 1201.8475),(11 1228.8197),(12 1247.6469),(13 1265.728),(14 1299.081),(15 1319.8055),(16 1331.9568),(17 1356.3794),(18 1379.1578),(19 1401.4235),(20 1417.8308),(21 1440.3735),(22 1460.693),(23 1465.7281),(24 1469.9769),(25 1487.5347),(26 1546.2928),(27 1572.1747),(28 1579.8077),(29 1595.8595),(30 1616.4899),(31 1639.2242),(32 1669.1339),(33 1670.2693),(34 1668.9624),(35 1689.0881),(36 1689.156),(37 1706.0868),(38 1730.961),(39 1749.0325),(40 1756.5575),(41 1771.8453),(42 1780.4783),(43 1800.7192),(44 1815.187),(45 1839.0259),(46 1838.9043),(47 1842.2136),(48 1826.4037),(49 1815.4133),(50 1832.3135),(51 1839.929),(52 1846.9543),(53 1862.7401),(54 1875.0109),(55 1880.615),(56 1898.6447),(57 1908.5483),(58 1935.8544),(59 1956.7476),(60 1978.9435),(61 1992.2555),(62 2038.3164),(63 2051.8853),(64 2063.1646),(65 2084.548),(66 2093.651),(67 2105.0032),(68 2104.8652),(69 2110.462),(70 2120.1921),(71 2141.1997),(72 2148.427),(73 2158.6401),(74 2153.7517),(75 2157.4717),(76 2153.1943),(77 2162.5627),(78 2157.5425),(79 2171.5505),
(1 537.79535),(2 732.6962),(3 849.2412),(4 922.89557),(5 984.835),(6 1030.3826),(7 1069.5906),(8 1126.985),(9 1166.1659),(10 1180.3798),(11 1213.6638),(12 1235.054),(13 1249.5455),(14 1271.727),(15 1293.5187),(16 1312.1443),(17 1333.9486),(18 1365.8241),(19 1369.8706),(20 1385.2899),(21 1401.3971),(22 1421.8818),(23 1437.837),(24 1447.1323),(25 1474.9639),(26 1523.0953),(27 1551.2974),(28 1573.6184),(29 1572.6416),(30 1590.3163),(31 1603.428),(32 1606.4331),(33 1624.0549),(34 1623.9412),(35 1647.5801),(36 1665.933),(37 1673.8014),(38 1699.6674),(39 1708.9812),(40 1710.6272),(41 1734.4122),(42 1747.7559),(43 1763.9657),(44 1776.2413),(45 1791.026),(46 1791.5599),(47 1793.583),(48 1794.2651),(49 1807.7815),(50 1838.191),(51 1862.3647),(52 1862.07),(53 1869.7815),(54 1876.3593),(55 1899.3096),(56 1905.6396),(57 1921.2777),(58 1927.0109),(59 1936.4325),(60 1941.541),(61 1947.4878),(62 1955.6047),(63 1965.3506),(64 1977.1313),(65 1989.4788),(66 2012.9048),(67 2022.3849),(68 2032.1896),(69 2054.0098),(70 2056.23),(71 2056.2937),(72 2068.0515),(73 2071.7065),(74 2074.9717),(75 2077.4297),(76 2067.4487),(77 2063.3054),(78 2063.587),(79 2071.2698),
(1 526.71106),(2 714.3708),(3 828.306),(4 904.9551),(5 966.78705),(6 1010.0675),(7 1046.3489),(8 1091.5295),(9 1119.1211),(10 1135.5549),(11 1160.3982),(12 1191.2406),(13 1207.2327),(14 1231.5845),(15 1259.1216),(16 1281.2496),(17 1300.9948),(18 1321.6343),(19 1344.8623),(20 1372.0438),(21 1388.9272),(22 1392.0916),(23 1390.7611),(24 1392.2498),(25 1406.6897),(26 1459.261),(27 1478.8665),(28 1488.6013),(29 1517.361),(30 1527.0358),(31 1545.3195),(32 1559.1849),(33 1565.1603),(34 1563.6163),(35 1581.5079),(36 1593.0541),(37 1593.1887),(38 1616.796),(39 1629.7479),(40 1642.4819),(41 1657.1458),(42 1673.8678),(43 1691.2157),(44 1707.9512),(45 1717.2455),(46 1721.7151),(47 1724.6575),(48 1718.7017),(49 1720.0057),(50 1751.0585),(51 1770.4303),(52 1782.3892),(53 1784.0118),(54 1781.5941),(55 1812.8373),(56 1814.326),(57 1818.0645),(58 1836.7258),(59 1834.6414),(60 1838.4084),(61 1849.4263),(62 1879.1312),(63 1883.4626),(64 1887.8848),(65 1917.278),(66 1934.4668),(67 1934.253),(68 1950.6123),(69 1954.1796),(70 1960.0248),(71 1965.706),(72 1966.776),(73 1961.1632),(74 1959.6823),(75 1967.8181),(76 1959.2019),(77 1958.1632),(78 1960.9733),(79 1956.1869),
(1 522.488),(2 710.1006),(3 807.47345),(4 880.2006),(5 926.09467),(6 959.5065),(7 988.38306),(8 1037.161),(9 1075.6364),(10 1104.0376),(11 1119.9977),(12 1148),(13 1162.9435),(14 1192.372),(15 1212.3567),(16 1223.7048),(17 1254.4921),(18 1276.1523),(19 1308.8927),(20 1334.4229),(21 1339.7511),(22 1348.9689),(23 1349.8687),(24 1368.4838),(25 1389.5802),(26 1437.0878),(27 1462.4613),(28 1480.0438),(29 1492.6912),(30 1504.8336),(31 1521.2992),(32 1528.8109),(33 1542.9332),(34 1557.6399),(35 1565.973),(36 1581.2372),(37 1586.7339),(38 1603.3258),(39 1617.3569),(40 1636.7341),(41 1641.7614),(42 1648.8998),(43 1651.2195),(44 1672.8885),(45 1688.2422),(46 1705.3093),(47 1696.0621),(48 1695.3114),(49 1699.4246),(50 1727.7185),(51 1741.4966),(52 1750.4965),(53 1764.9888),(54 1767.4133),(55 1773.661),(56 1789.59),(57 1790.1265),(58 1812.6886),(59 1827.7928),(60 1846.2797),(61 1863.091),(62 1872.5157),(63 1882.3638),(64 1890.9354),(65 1910.8275),(66 1930.2927),(67 1928.4968),(68 1956.3828),(69 1956.9264),(70 1968.497),(71 1971.601),(72 1970.639),(73 1980.7655),(74 1986.2013),(75 1996.495),(76 2005.8934),(77 2001.8181),(78 2002.538),(79 1996.1837),
(1 513.32684),(2 698.9529),(3 805.5136),(4 872.7596),(5 910.6128),(6 947.0901),(7 978.6665),(8 1032.6017),(9 1069.351),(10 1094.216),(11 1114.8319),(12 1130.6202),(13 1150.4913),(14 1187.9758),(15 1197.1991),(16 1205.6587),(17 1238.7893),(18 1264.2877),(19 1282.9318),(20 1307.9291),(21 1318.1869),(22 1329.8903),(23 1352.2328),(24 1371.4526),(25 1387.923),(26 1425.194),(27 1449.5901),(28 1456.9447),(29 1465.3693),(30 1473.6149),(31 1497.679),(32 1507.5583),(33 1516.2948),(34 1539.048),(35 1542.8384),(36 1545.31),(37 1566.066),(38 1569.3231),(39 1586.8167),(40 1588.1216),(41 1596.3302),(42 1606.5792),(43 1627.4901),(44 1643.1356),(45 1645.814),(46 1653.8091),(47 1660.3799),(48 1657.0146),(49 1668.6133),(50 1707.6351),(51 1718.3899),(52 1716.7979),(53 1735.4863),(54 1744.0776),(55 1742.7937),(56 1768.6084),(57 1779.7795),(58 1790.5269),(59 1794.5634),(60 1800.9578),(61 1814.3597),(62 1840.0735),(63 1844.0298),(64 1851.0752),(65 1863.3485),(66 1880.9817),(67 1900.8082),(68 1917.5891),(69 1917.082),(70 1932.4297),(71 1939.8229),(72 1943.7048),(73 1944.501),(74 1964.0626),(75 1958.3741),(76 1962.2284),(77 1972.4442),(78 1967.489),(79 1961.3333),
(1 497.56104),(2 680.37915),(3 774.98615),(4 851.82635),(5 896.598),(6 941.7799),(7 968.42474),(8 1013.64764),(9 1043.8995),(10 1060.9617),(11 1070.2123),(12 1092.965),(13 1110.6799),(14 1146.708),(15 1163.6637),(16 1181.1758),(17 1192.8367),(18 1206.9397),(19 1221.0527),(20 1239.8071),(21 1245.1324),(22 1258.3877),(23 1278.2085),(24 1293.7257),(25 1304.4713),(26 1333.2914),(27 1345.7299),(28 1343.2892),(29 1349.5056),(30 1365.0936),(31 1374.0665),(32 1390.1617),(33 1409.9486),(34 1416.7104),(35 1418.3059),(36 1412.662),(37 1419.7379),(38 1437.5098),(39 1451.491),(40 1460.8289),(41 1465.6844),(42 1467.5634),(43 1485.6394),(44 1489.7549),(45 1491.2537),(46 1490.1465),(47 1491.5349),(48 1492.2306),(49 1502.3412),(50 1526.1796),(51 1534.889),(52 1545.1969),(53 1552.6355),(54 1567.6453),(55 1574.1498),(56 1586.7623),(57 1589.8204),(58 1607.8181),(59 1619.955),(60 1628.3265),(61 1625.6782),(62 1634.8229),(63 1636.03),(64 1629.4685),(65 1638.489),(66 1648.2792),(67 1647.4473),(68 1656.6835),(69 1662.1313),(70 1662.4033),(71 1664.3176),(72 1664.1201),(73 1662.7607),(74 1672.5509),(75 1665.9614),(76 1674.5295),(77 1683.9993),(78 1690.6819),(79 1702.5337),
(1 482.739),(2 665.09796),(3 767.15186),(4 833.1205),(5 873.69183),(6 913.5959),(7 933.90955),(8 969.7649),(9 996.8267),(10 1006.3991),(11 1026.5701),(12 1052.5238),(13 1078.8357),(14 1101.2205),(15 1122.6002),(16 1143.276),(17 1155.73),(18 1167.3641),(19 1187.0876),(20 1213.8486),(21 1224.298),(22 1235.5278),(23 1256.81),(24 1266.1196),(25 1284.4723),(26 1323.7548),(27 1345.0251),(28 1355.113),(29 1374.3673),(30 1387.1072),(31 1398.285),(32 1416.5004),(33 1422.1461),(34 1423.76),(35 1444.6731),(36 1443.5603),(37 1453.3182),(38 1471.5814),(39 1471.1613),(40 1483.2924),(41 1502.6434),(42 1509.5525),(43 1517.0304),(44 1528.4634),(45 1533.5261),(46 1536.8579),(47 1539.8123),(48 1538.023),(49 1546.5283),(50 1562.9448),(51 1567.9425),(52 1574.9895),(53 1589.9448),(54 1598.0054),(55 1625.3351),(56 1630.2025),(57 1636.1218),(58 1636.2073),(59 1641.274),(60 1659.1667),(61 1668.5835),(62 1681.7013),(63 1687.9606),(64 1691.7592),(65 1697.1335),(66 1703.0947),(67 1721.5475),(68 1737.6362),(69 1742.3605),(70 1759.7238),(71 1772.1315),(72 1773.5322),(73 1765.3385),(74 1773.5305),(75 1768.1973),(76 1771.4548),(77 1781.6927),(78 1784.1603),(79 1786.9971),
(1 473.6847),(2 650.24713),(3 746.392),(4 807.9671),(5 853.8002),(6 893.85864),(7 917.3243),(8 954.15295),(9 981.1604),(10 1001.44507),(11 1024.1798),(12 1047.3604),(13 1062.6925),(14 1094.6396),(15 1113.1903),(16 1137.4755),(17 1146.4512),(18 1158.7034),(19 1182.1901),(20 1199.17),(21 1216.5253),(22 1230.9718),(23 1250.1271),(24 1256.1216),(25 1261.0138),(26 1304.3727),(27 1318.692),(28 1333.2833),(29 1350.9692),(30 1365.4829),(31 1385.7604),(32 1392.2532),(33 1404.9713),(34 1431.1766),(35 1433.0236),(36 1428.9921),(37 1433.6963),(38 1462.3832),(39 1466.1863),(40 1472.0413),(41 1486.1788),(42 1498.2703),(43 1515.2856),(44 1536.9862),(45 1547.925),(46 1556.7041),(47 1559.868),(48 1568.8993),(49 1574.6691),(50 1608.6068),(51 1620.9125),(52 1633.8513),(53 1643.8855),(54 1653.4287),(55 1657.778),(56 1684.9208),(57 1692.6382),(58 1704.2417),(59 1715.2661),(60 1714.4882),(61 1725.8096),(62 1736.5706),(63 1736.4912),(64 1740.344),(65 1753.6647),(66 1762.0078),(67 1761.4409),(68 1778.1133),(69 1775.9509),(70 1774.8667),(71 1788.0419),(72 1788.3309),(73 1793.1492),(74 1800.1938),(75 1782.9053),(76 1774.9629),(77 1784.6202),(78 1772.4174),(79 1767.3477),
(1 463.94543),(2 638.52985),(3 729.11957),(4 788.865),(5 834.881),(6 867.313),(7 893.6863),(8 932.3533),(9 953.43384),(10 971.02704),(11 992.2614),(12 1011.2719),(13 1024.4838),(14 1051.2472),(15 1065.0156),(16 1069.43),(17 1081.6447),(18 1100.3914),(19 1112.7714),(20 1131.6443),(21 1148.2836),(22 1155.7478),(23 1175.6667),(24 1175.8505),(25 1185.6609),(26 1225.2683),(27 1232.6372),(28 1246.1877),(29 1263.5498),(30 1281.2611),(31 1297.5469),(32 1300.1682),(33 1308.0449),(34 1332.7646),(35 1340.5614),(36 1340.7484),(37 1338.7253),(38 1345.4888),(39 1347.4294),(40 1356.0846),(41 1376.8385),(42 1395.7509),(43 1400.2338),(44 1406.2722),(45 1407.0486),(46 1419.0071),(47 1417.3712),(48 1426.8005),(49 1426.0372),(50 1452.6377),(51 1459.9196),(52 1473.8419),(53 1488.8816),(54 1496.437),(55 1507.0126),(56 1521.5579),(57 1525.133),(58 1541.9661),(59 1551.9258),(60 1552.3824),(61 1564.6365),(62 1570.5223),(63 1583.3247),(64 1584.3417),(65 1601.6119),(66 1615.5306),(67 1625.54),(68 1646.3414),(69 1655.2255),(70 1648.912),(71 1644.6315),(72 1653.3699),(73 1647.3156),(74 1655.6226),(75 1656.611),(76 1659.4233),(77 1666.5016),(78 1674.6816),(79 1670.0575),
(1 447.4401),(2 621.31915),(3 706.33234),(4 761.4618),(5 803.4403),(6 838.79504),(7 867.1533),(8 905.7838),(9 934.07983),(10 945.82227),(11 962.97644),(12 978.79236),(13 1003.4795),(14 1025.3624),(15 1033.3563),(16 1046.3269),(17 1065.1644),(18 1079.9393),(19 1102.1444),(20 1115.0146),(21 1131.4188),(22 1142.371),(23 1157.5475),(24 1157.2462),(25 1164.0901),(26 1194.6295),(27 1221.1842),(28 1223.8755),(29 1240.0627),(30 1244.7273),(31 1251.707),(32 1257.9192),(33 1270.2482),(34 1285.1903),(35 1294.4299),(36 1304.5907),(37 1301.936),(38 1302.8384),(39 1307.7246),(40 1314.3701),(41 1336.9431),(42 1336.5927),(43 1348.0682),(44 1354.702),(45 1362.1312),(46 1366.1146),(47 1363.765),(48 1366.2168),(49 1381.2609),(50 1408.8379),(51 1417.921),(52 1413.9078),(53 1434.8964),(54 1428.7328),(55 1445.7338),(56 1446.8562),(57 1446.7856),(58 1467.1841),(59 1476.6199),(60 1483.2921),(61 1494.2587),(62 1499.3536),(63 1513.8346),(64 1529.9117),(65 1542.0062),(66 1545.0406),(67 1561.2566),(68 1578.8518),(69 1583.0719),(70 1590.8428),(71 1602.753),(72 1596.7213),(73 1603.878),(74 1620.459),(75 1618.4918),(76 1610.1366),(77 1616.0942),(78 1623.2546),(79 1629.2268),
