1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 92231.03),(2 133166.27),(3 152210.52),(4 295503.75),(5 411003.16),(6 488588.47),(7 673757.5),(8 833573),(9 953753.2),(10 1160393.3),(11 1318830.1),(12 1423221.4),(13 1619100),(14 1771095.4),(15 1889891.5),(16 2081755.6),(17 2249083.3),(18 2379292.3),(19 2578632.5),(20 2745734.8),(21 2885759.3),(22 3125599.8),(23 3323853.3),(24 3514476.3),(25 3818040.8),(26 4032244.3),(27 4270786),(28 4596269),(29 4860846.5),(30 5128688),(31 5502332),(32 5855480),(33 6208414.5),(34 6598030.5),(35 6958573.5),(36 7323210),(37 7756801.5),(38 8152624.5),(39 8594641),(40 9073397),(41 9505825),(42 10001683),(43 10556910),(44 10956949),(45 11471476),(46 11991520),(47 12500183),(48 13077337),(49 13579067),(50 14048900),(51 14619764),(52 15102763),(53 15553901),(54 16040559),(55 16537193),(56 16957738),(57 17491090),(58 18078786),(59 18543018),(60 19078690),(61 19586766),(62 20053918),(63 20617920),(64 21117974),(65 21536784),(66 22034644),(67 22602774),(68 23097546),(69 23563326),(70 24092910),(71 24548032),(72 25067936),(73 25780250),(74 26239174),(75 26860106),(76 27440698),(77 27914864),(78 28454842),(79 28964026),
(1 372.462),(2 475.93634),(3 531.5296),(4 554.76843),(5 584.3172),(6 608.3338),(7 638.04816),(8 653.9174),(9 671.50446),(10 694.62244),(11 719.03253),(12 737.5349),(13 758.0586),(14 762.0691),(15 782.18933),(16 786.67426),(17 793.55396),(18 801.0814),(19 807.30145),(20 804.1762),(21 806.0241),(22 801.4698),(23 804.70044),(24 795.5562),(25 781.5498),(26 774.01245),(27 771.62885),(28 758.4403),(29 751.85846),(30 752.489),(31 750.45306),(32 746.94635),(33 748.08246),(34 743.20465),(35 728.1517),(36 735.94574),(37 740.3062),(38 742.3903),(39 742.0616),(40 741.9442),(41 741.02075),(42 739.40533),(43 751.3627),(44 741.595),(45 756.7928),(46 753.5158),(47 762.2052),(48 765.42474),(49 769.20416),(50 769.2438),(51 775.34106),(52 777.6431),(53 774.8016),(54 777.7912),(55 781.65704),(56 785.14734),(57 791.57117),(58 790.5645),(59 796.3081),(60 796.40314),(61 796.54694),(62 798.0167),(63 797.62946),(64 792.5754),(65 789.53186),(66 792.63605),(67 795.0177),(68 794.975),(69 788.2494),(70 780.5215),(71 780.88525),(72 784.131),(73 789.93274),(74 786.072),(75 792.4282),(76 791.444),(77 794.2754),(78 803.7905),(79 810.11346),
(1 354.7055),(2 454.02835),(3 509.04977),(4 525.73694),(5 558.0762),(6 579.4793),(7 607.2105),(8 621.90546),(9 642.34906),(10 665.498),(11 692.0367),(12 713.31824),(13 735.3664),(14 747.76855),(15 760.48346),(16 767.1063),(17 778.12213),(18 783.482),(19 792.0003),(20 783.5907),(21 784.78925),(22 779.10297),(23 770.27264),(24 760.1397),(25 746.1382),(26 735.6886),(27 727.88),(28 714.8852),(29 702.3757),(30 701.7355),(31 699.0985),(32 698.8549),(33 702.9657),(34 698.3831),(35 689.3453),(36 690.22943),(37 692.5654),(38 703.09155),(39 708.5976),(40 704.1362),(41 707.3077),(42 701.8109),(43 705.7923),(44 710.5929),(45 713.3344),(46 714.30286),(47 723.88824),(48 724.2307),(49 725.9583),(50 724.99493),(51 733.8665),(52 737.5326),(53 736.6715),(54 740.0478),(55 740.79315),(56 737.8672),(57 744.3179),(58 743.2419),(59 741.0585),(60 741.0648),(61 741.138),(62 742.20325),(63 742.943),(64 744.0129),(65 727.9949),(66 726.9809),(67 726.6947),(68 731.56036),(69 735.65845),(70 733.8006),(71 733.02563),(72 730.79834),(73 739.0871),(74 737.9837),(75 742.67975),(76 734.5182),(77 743.28186),(78 751.8516),(79 753.2186),
(1 356.29837),(2 457.76675),(3 514.20056),(4 537.1747),(5 560.15607),(6 585.1001),(7 612.62897),(8 623.94965),(9 636.8827),(10 667.03235),(11 693.4876),(12 712.8393),(13 730.1251),(14 736.61194),(15 754.3165),(16 761.5533),(17 768.1238),(18 769.24304),(19 780.0299),(20 774.30426),(21 769.8225),(22 764.1216),(23 761.2421),(24 751.7391),(25 746.3676),(26 743.55896),(27 738.40967),(28 725.7989),(29 722.50665),(30 706.4026),(31 706.39026),(32 706.24615),(33 708.6618),(34 701.336),(35 699.3369),(36 693.6514),(37 686.95447),(38 699.6831),(39 707.2652),(40 703.6441),(41 712.5462),(42 706.36945),(43 713.05194),(44 707.9388),(45 708.66693),(46 705.0327),(47 700.20966),(48 694.46344),(49 696.9723),(50 700.16174),(51 711.2882),(52 707.0861),(53 705.122),(54 706.82306),(55 704.13),(56 706.2148),(57 708.4238),(58 709.76935),(59 711.69135),(60 714.4371),(61 717.35236),(62 717.9964),(63 716.8022),(64 712.2226),(65 710.30206),(66 707.7448),(67 706.4086),(68 700.5166),(69 701.9455),(70 701.8563),(71 701.13654),(72 703.57776),(73 703.102),(74 708.0994),(75 717.6173),(76 717.67084),(77 718.2475),(78 723.8586),(79 715.95),
(1 347.2001),(2 447.41537),(3 500.92426),(4 519.8166),(5 543.7195),(6 570.39575),(7 603.31744),(8 614.5776),(9 628.35675),(10 651.87213),(11 681.1262),(12 696.12146),(13 708.72394),(14 716.6093),(15 728.8947),(16 737.047),(17 740.28235),(18 741.1955),(19 748.11273),(20 739.7087),(21 734.52875),(22 726.6492),(23 718.2392),(24 712.70154),(25 699.1363),(26 695.4189),(27 692.9513),(28 683.6597),(29 678.8012),(30 670.7078),(31 667.7155),(32 665.6983),(33 663.0208),(34 658.0394),(35 652.4136),(36 644.3438),(37 647.1292),(38 651.6451),(39 663.145),(40 667.1344),(41 674.7553),(42 673.6969),(43 677.48663),(44 671.7949),(45 670.7775),(46 669.3651),(47 677.7927),(48 677.52924),(49 670.5637),(50 674.0209),(51 683.4249),(52 684.60706),(53 685.90045),(54 683.89215),(55 682.5651),(56 688.21545),(57 691.2063),(58 695.78406),(59 699.8292),(60 701.5531),(61 701.9737),(62 701.95667),(63 702.9118),(64 698.24725),(65 698.94336),(66 696.91003),(67 697.00024),(68 694.12195),(69 688.72546),(70 688.07965),(71 687.1646),(72 684.4332),(73 685.2123),(74 680.4673),(75 691.02264),(76 692.58167),(77 689.9357),(78 689.165),(79 688.77783),
(1 341.46237),(2 440.55222),(3 494.77945),(4 513.3649),(5 538.5187),(6 568.7334),(7 596.4663),(8 609.0518),(9 626.61725),(10 645.04364),(11 666.40076),(12 684.0624),(13 702.505),(14 709.9376),(15 721.6883),(16 729.20764),(17 728.7785),(18 723.08655),(19 727.2141),(20 720.55194),(21 717.91394),(22 707.44183),(23 702.93634),(24 694.1404),(25 688.6927),(26 675.7918),(27 674.4148),(28 668.5599),(29 656.6437),(30 650.849),(31 645.51654),(32 647.64923),(33 644.75616),(34 644.0276),(35 640.4362),(36 638.129),(37 635.3257),(38 642.4029),(39 649.0758),(40 654.83435),(41 661.9277),(42 666.85583),(43 662.1618),(44 659.18005),(45 650.9073),(46 645.9107),(47 655.7098),(48 660.7888),(49 655.09937),(50 660.0525),(51 665.1934),(52 666.5189),(53 670.9156),(54 674.1985),(55 677.8974),(56 679.9027),(57 679.30145),(58 683.7818),(59 680.98785),(60 678.2677),(61 677.9522),(62 674.71277),(63 670.5261),(64 674.99194),(65 675.6446),(66 680.6679),(67 684.61975),(68 683.60864),(69 690.27045),(70 686.4176),(71 680.68854),(72 678.67096),(73 689.0412),(74 690.76227),(75 700.55414),(76 698.1346),(77 699.26483),(78 699.0453),(79 701.0593),
(1 343.66583),(2 436.22784),(3 486.2236),(4 508.14215),(5 530.1217),(6 558.40405),(7 586.0437),(8 598.19965),(9 613.45013),(10 636.4942),(11 659.96295),(12 671.9208),(13 679.5536),(14 683.6193),(15 700.19617),(16 696.3021),(17 698.5976),(18 711.0952),(19 714.017),(20 708.09863),(21 702.7133),(22 694.32385),(23 687.4635),(24 683.7711),(25 669.53876),(26 666.15643),(27 662.62506),(28 647.37714),(29 641.63324),(30 634.6865),(31 629.57043),(32 631.58734),(33 634.82074),(34 637.79614),(35 635.41486),(36 634.6053),(37 635.2939),(38 642.75507),(39 646.41486),(40 640.41797),(41 649.4265),(42 661.9712),(43 657.65753),(44 655.2417),(45 651.70013),(46 657.0135),(47 655.0038),(48 655.9093),(49 663.8944),(50 674.8784),(51 676.0423),(52 675.8326),(53 683.6638),(54 679.662),(55 682.8085),(56 681.56757),(57 684.45575),(58 688.56915),(59 680.9373),(60 671.9229),(61 668.2118),(62 667.02136),(63 665.791),(64 662.6303),(65 664.3379),(66 666.9181),(67 673.6738),(68 677.57355),(69 683.77325),(70 678.82294),(71 676.729),(72 677.03937),(73 675.5483),(74 678.1261),(75 684.20337),(76 679.4905),(77 677.64764),(78 680.77795),(79 684.50385),
(1 334.74857),(2 423.21378),(3 477.51056),(4 498.4919),(5 519.129),(6 546.6772),(7 577.598),(8 591.3521),(9 608.0618),(10 624.27765),(11 645.21735),(12 664.48083),(13 673.86615),(14 685.11053),(15 697.1908),(16 699.705),(17 699.7682),(18 707.93256),(19 710.7263),(20 702.3708),(21 700.36194),(22 691.85754),(23 679.543),(24 670.93866),(25 658.3783),(26 653.8679),(27 646.242),(28 634.19556),(29 626.77527),(30 620.2034),(31 619.50916),(32 620.0641),(33 623.65265),(34 625.9296),(35 632.1224),(36 624.8282),(37 625.3092),(38 628.49725),(39 636.1561),(40 638.6978),(41 648.87616),(42 654.1213),(43 656.1019),(44 655.8897),(45 657.41406),(46 654.3418),(47 652.7289),(48 655.0213),(49 656.0023),(50 658.1829),(51 667.896),(52 671.8857),(53 671.3641),(54 679.58777),(55 679.14764),(56 671.5867),(57 671.8613),(58 682.39655),(59 678.2771),(60 677.2793),(61 676.5548),(62 678.46875),(63 677.49365),(64 677.53564),(65 678.9915),(66 677.3062),(67 678.76306),(68 680.0024),(69 682.22064),(70 677.8317),(71 676.49054),(72 674.4887),(73 676.3949),(74 678.73834),(75 684.0307),(76 685.73926),(77 689.0436),(78 691.78644),(79 691.565),
(1 328.5451),(2 413.9194),(3 476.4953),(4 496.90628),(5 515.1938),(6 538.8521),(7 571.6304),(8 588.746),(9 606.1848),(10 629.94006),(11 651.44604),(12 666.2168),(13 664.3037),(14 676.9046),(15 691.5162),(16 691.85),(17 690.6831),(18 696.8451),(19 695.3147),(20 693.97675),(21 697.2642),(22 688.9098),(23 689.9416),(24 682.1617),(25 675.73474),(26 669.4935),(27 666.5286),(28 657.68805),(29 651.57275),(30 654.955),(31 654.49365),(32 654.37415),(33 661.1132),(34 658.4578),(35 665.0184),(36 670.8045),(37 676.22833),(38 672.44116),(39 669.59686),(40 668.93085),(41 671.0832),(42 676.4396),(43 681.3726),(44 687.2067),(45 688.20483),(46 686.8064),(47 684.3009),(48 688.6649),(49 686.00116),(50 686.7479),(51 689.34766),(52 698.59576),(53 704.7219),(54 706.68976),(55 707.38727),(56 704.00665),(57 698.38525),(58 700.345),(59 695.49396),(60 703.4136),(61 702.2655),(62 698.6411),(63 700.77936),(64 701.9452),(65 709.61066),(66 703.19116),(67 700.30725),(68 703.3494),(69 705.9151),(70 706.29376),(71 706.43915),(72 711.10913),(73 710.65625),(74 708.8835),(75 713.2683),(76 711.4773),(77 715.81696),(78 720.9276),(79 720.54816),
(1 318.672),(2 413.2572),(3 463.5906),(4 486.12277),(5 500.8871),(6 527.2679),(7 556.26215),(8 569.4735),(9 587.6833),(10 611.18),(11 635.99243),(12 645.3315),(13 645.5061),(14 658.3213),(15 672.06445),(16 679.21686),(17 683.0489),(18 695.4385),(19 697.5016),(20 696.0872),(21 697.0246),(22 694.4599),(23 693.3989),(24 692.2704),(25 683.3728),(26 679.26337),(27 671.5176),(28 667.2898),(29 659.077),(30 658.68427),(31 659.2436),(32 662.23413),(33 663.68536),(34 662.7581),(35 661.6421),(36 666.2095),(37 673.1928),(38 672.38794),(39 673.34845),(40 669.77783),(41 669.58057),(42 678.4781),(43 685.04114),(44 692.2864),(45 688.9866),(46 691.777),(47 692.06995),(48 686.358),(49 684.54156),(50 687.99756),(51 694.4081),(52 698.7156),(53 703.3259),(54 709.0121),(55 704.4018),(56 708.10065),(57 702.55817),(58 697.1708),(59 685.8055),(60 684.3528),(61 686.8576),(62 688.5948),(63 686.89435),(64 685.9843),(65 689.5283),(66 690.40625),(67 690.7547),(68 685.3478),(69 685.69617),(70 687.24963),(71 688.7862),(72 688.7707),(73 695.98944),(74 692.5608),(75 695.3196),(76 700.721),(77 700.96027),(78 705.8151),(79 700.7333),
(1 313.3289),(2 396.51724),(3 451.68204),(4 479.78293),(5 499.269),(6 522.19086),(7 556.48114),(8 575.9228),(9 591.26685),(10 616.1556),(11 630.6335),(12 648.0568),(13 661.0489),(14 665.37634),(15 683.3365),(16 687.3064),(17 687.0525),(18 692.7872),(19 696.6632),(20 695.5622),(21 692.28485),(22 694.11884),(23 688.18036),(24 687.76166),(25 678.9243),(26 675.0458),(27 668.417),(28 659.1335),(29 652.6854),(30 646.5372),(31 649.0103),(32 644.39636),(33 641.98303),(34 638.20605),(35 640.86505),(36 642.6936),(37 645.9728),(38 650.3055),(39 653.66144),(40 649.6109),(41 650.38367),(42 642.36865),(43 651.28485),(44 657.5066),(45 667.60077),(46 666.4503),(47 663.1881),(48 659.9716),(49 662.7161),(50 667.7757),(51 669.47577),(52 669.918),(53 675.4876),(54 675.30145),(55 677.4983),(56 675.02264),(57 673.535),(58 664.34625),(59 664.6843),(60 666.96423),(61 660.13306),(62 660.3841),(63 670.8458),(64 671.5405),(65 672.647),(66 673.91455),(67 669.6725),(68 663.73193),(69 662.26263),(70 659.1716),(71 657.83453),(72 659.48804),(73 666.98303),(74 661.3912),(75 659.958),(76 657.3437),(77 662.9616),(78 670.8413),(79 677.64667),
(1 308.73785),(2 392.0274),(3 446.61432),(4 478.09055),(5 492.83926),(6 513.89606),(7 544.1905),(8 563.59155),(9 576.18805),(10 592.6318),(11 607.0082),(12 629.5042),(13 641.3324),(14 653.02954),(15 668.4779),(16 676.9722),(17 675.9551),(18 678.9214),(19 681.3193),(20 679.7475),(21 676.6724),(22 670.53735),(23 661.5784),(24 663.789),(25 650.16736),(26 646.9224),(27 646.24536),(28 638.0275),(29 624.99054),(30 624.52496),(31 628.2213),(32 629.6553),(33 633.22205),(34 626.5274),(35 627.146),(36 625.6673),(37 620.5692),(38 628.1053),(39 624.91675),(40 628.4543),(41 627.0702),(42 626.70514),(43 630.84436),(44 633.0373),(45 643.2211),(46 642.38354),(47 646.4213),(48 641.59485),(49 637.81085),(50 638.8139),(51 640.72675),(52 634.4944),(53 636.5636),(54 637.3913),(55 639.63696),(56 646.29517),(57 643.2438),(58 637.78174),(59 636.54266),(60 642.24005),(61 638.49304),(62 639.95825),(63 648.0836),(64 644.0867),(65 642.8475),(66 641.95294),(67 643.04034),(68 640.12115),(69 642.38),(70 646.4295),(71 646.2372),(72 647.0333),(73 647.5319),(74 649.46906),(75 652.13806),(76 646.0912),(77 645.60864),(78 644.8143),(79 648.2918),
(1 302.31235),(2 385.99683),(3 436.89954),(4 462.9184),(5 477.6204),(6 500.62177),(7 530.9411),(8 545.5278),(9 563.3987),(10 582.6562),(11 593.5026),(12 612.273),(13 623.0447),(14 628.225),(15 644.2545),(16 644.4802),(17 638.3406),(18 644.27155),(19 646.2116),(20 640.441),(21 635.2945),(22 626.9828),(23 620.1272),(24 611.35425),(25 605.81244),(26 607.97705),(27 600.8432),(28 597.1002),(29 589.77905),(30 592.72266),(31 589.93646),(32 597.729),(33 598.67224),(34 602.69604),(35 601.7797),(36 601.4433),(37 602.9823),(38 607.7564),(39 608.708),(40 613.7447),(41 607.943),(42 606.8302),(43 609.76746),(44 608.86224),(45 613.76575),(46 622.661),(47 628.75854),(48 627.93054),(49 622.32556),(50 618.83386),(51 622.4374),(52 618.58813),(53 619.9398),(54 620.39325),(55 625.41833),(56 628.83795),(57 628.9035),(58 621.19116),(59 618.29456),(60 617.26874),(61 618.1173),(62 614.59845),(63 617.50836),(64 616.7475),(65 615.3613),(66 616.80615),(67 616.1598),(68 618.6512),(69 617.4915),(70 619.5782),(71 619.85187),(72 619.81995),(73 616.26324),(74 616.03107),(75 622.3554),(76 618.12604),(77 620.8588),(78 621.8858),(79 621.0264),
(1 302.7837),(2 383.01285),(3 431.76428),(4 458.59793),(5 470.52518),(6 494.40878),(7 521.28436),(8 531.9347),(9 550.08136),(10 561.9844),(11 577.94946),(12 595.22003),(13 605.6749),(14 623.93085),(15 634.71045),(16 625.49054),(17 623.8614),(18 629.47894),(19 632.35803),(20 632.9902),(21 626.34467),(22 625.50586),(23 622.30975),(24 610.0423),(25 598.4455),(26 597.31757),(27 589.2759),(28 588.06793),(29 579.3952),(30 578.6165),(31 574.7698),(32 579.188),(33 586.39746),(34 590.93756),(35 592.0393),(36 585.6956),(37 583.8539),(38 580.6452),(39 585.5975),(40 586.93506),(41 594.952),(42 589.31116),(43 594.63293),(44 589.8689),(45 590.1234),(46 596.22894),(47 595.16534),(48 598.75793),(49 593.9749),(50 596.5632),(51 598.05835),(52 598.6514),(53 602.88635),(54 600.6111),(55 601.8399),(56 603.6802),(57 605.44055),(58 599.9333),(59 607.8958),(60 606.4811),(61 610.42255),(62 607.4167),(63 613.367),(64 615.10504),(65 611.5569),(66 610.2917),(67 609.1056),(68 610.7497),(69 605.1575),(70 606.2277),(71 603.0363),(72 595.98267),(73 600.601),(74 601.0944),(75 602.7939),(76 599.6749),(77 598.61035),(78 597.4955),(79 592.4619),
(1 298.14688),(2 377.48184),(3 425.4915),(4 447.33273),(5 453.93857),(6 472.267),(7 501.12988),(8 523.4659),(9 540.84717),(10 555.0371),(11 572.538),(12 586.72205),(13 592.8262),(14 606.12286),(15 614.35767),(16 612.1346),(17 608.95264),(18 615.6274),(19 618.89154),(20 620.24756),(21 615.70355),(22 608.1788),(23 609.1731),(24 597.24457),(25 593.28467),(26 594.15204),(27 594.6264),(28 591.519),(29 583.24744),(30 577.98267),(31 576.4884),(32 579.138),(33 585.8783),(34 589.0503),(35 588.69446),(36 584.3517),(37 582.119),(38 578.35284),(39 592.5114),(40 593.30566),(41 591.93604),(42 595.34357),(43 594.2677),(44 589.8647),(45 595.49),(46 597.84503),(47 598.005),(48 594.4653),(49 589.87213),(50 591.17285),(51 593.72656),(52 589.87164),(53 591.18866),(54 587.56055),(55 595.50726),(56 600.1723),(57 602.4464),(58 598.9275),(59 600.6273),(60 599.27216),(61 595.95374),(62 597.3091),(63 605.68286),(64 606.5282),(65 607.8051),(66 609.75543),(67 608.98376),(68 610.8035),(69 611.4255),(70 614.4482),(71 616.5392),(72 617.0266),(73 614.7223),(74 613.89355),(75 622.09247),(76 619.418),(77 615.38727),(78 615.7677),(79 608.84467),
(1 288.03656),(2 367.45834),(3 416.66885),(4 440.88226),(5 455.52954),(6 480.06534),(7 504.94254),(8 525.67883),(9 545.79456),(10 557.9943),(11 577.3877),(12 589.5908),(13 601.64685),(14 615.4289),(15 624.87604),(16 630.81116),(17 626.6169),(18 630.8112),(19 629.531),(20 627.09686),(21 620.8519),(22 619.00793),(23 617.71027),(24 612.32324),(25 606.58246),(26 600.95905),(27 596.226),(28 590.3311),(29 583.40485),(30 573.8239),(31 575.5195),(32 577.666),(33 583.8026),(34 594.1437),(35 599.8211),(36 603.4621),(37 602.6403),(38 600.34174),(39 606.04285),(40 609.8995),(41 616.3695),(42 618.55035),(43 617.6448),(44 612.6484),(45 611.2746),(46 611.6197),(47 616.69336),(48 619.7111),(49 621.48596),(50 627.3422),(51 632.34607),(52 626.92163),(53 626.94495),(54 626.49963),(55 625.03796),(56 629.9658),(57 634.72577),(58 632.65717),(59 631.02625),(60 628.8735),(61 631.04),(62 634.535),(63 633.21704),(64 632.4299),(65 630.3503),(66 634.84283),(67 633.5114),(68 637.2966),(69 642.34625),(70 640.64386),(71 641.6981),(72 636.9471),(73 637.21814),(74 640.5048),(75 642.6333),(76 640.4007),(77 643.645),(78 643.3612),(79 640.8922),
(1 287.26093),(2 362.87933),(3 414.68207),(4 440.7209),(5 452.703),(6 477.91843),(7 505.16855),(8 528.7755),(9 543.81335),(10 551.6134),(11 568.17365),(12 579.5983),(13 593.18304),(14 601.67804),(15 611.70996),(16 614.9415),(17 615.25946),(18 622.2675),(19 623.7042),(20 619.2775),(21 616.6746),(22 619.5064),(23 616.11035),(24 605.78516),(25 597.0682),(26 592.88367),(27 589.6653),(28 588.3099),(29 586.99005),(30 591.0358),(31 593.1409),(32 591.7861),(33 601.3423),(34 609.9936),(35 610.9831),(36 611.2078),(37 610.0277),(38 613.2018),(39 607.49475),(40 607.5434),(41 608.9696),(42 611.0539),(43 609.134),(44 608.96313),(45 606.9178),(46 604.2765),(47 606.0927),(48 609.53326),(49 615.1782),(50 615.0844),(51 620.8319),(52 618.65814),(53 623.4596),(54 621.05585),(55 615.781),(56 622.3047),(57 628.5701),(58 628.2505),(59 631.2484),(60 633.62897),(61 628.19696),(62 632.0425),(63 631.2646),(64 635.841),(65 635.83673),(66 637.64624),(67 641.93524),(68 641.64703),(69 642.1987),(70 640.32043),(71 637.75323),(72 635.2066),(73 636.8316),(74 635.20825),(75 636.4507),(76 637.0449),(77 634.5007),(78 642.5576),(79 644.5104),
(1 280.8832),(2 357.52457),(3 402.02814),(4 425.80203),(5 444.90195),(6 472.03748),(7 498.30643),(8 523.73395),(9 538.081),(10 555.7604),(11 573.90076),(12 589.8861),(13 599.7338),(14 616.1072),(15 624.66345),(16 629.68115),(17 627.92993),(18 633.7282),(19 635.1363),(20 634.58606),(21 633.64575),(22 634.0151),(23 630.0165),(24 628.3028),(25 616.61383),(26 608.43774),(27 606.19165),(28 609.42395),(29 606.2444),(30 613.43365),(31 616.11615),(32 609.88135),(33 617.0656),(34 621.5098),(35 631.2046),(36 637.1106),(37 639.4761),(38 638.745),(39 634.0654),(40 637.15027),(41 640.80054),(42 643.61536),(43 647.46027),(44 651.7074),(45 655.5892),(46 653.0408),(47 653.02045),(48 651.1895),(49 657.2423),(50 659.82294),(51 663.5002),(52 663.4667),(53 669.02234),(54 666.1651),(55 666.21),(56 669.9963),(57 671.823),(58 675.63),(59 672.24445),(60 672.62),(61 667.62177),(62 669.9165),(63 670.52185),(64 671.0957),(65 669.3677),(66 669.1078),(67 673.0185),(68 672.406),(69 675.34546),(70 674.8139),(71 671.26044),(72 673.89197),(73 677.8066),(74 680.2051),(75 681.45636),(76 672.8987),(77 666.13727),(78 674.52167),(79 678.38367),
(1 277.0719),(2 354.16708),(3 399.9983),(4 422.71323),(5 443.33026),(6 466.386),(7 496.54208),(8 523.3897),(9 536.5557),(10 552.3574),(11 573.0607),(12 586.61487),(13 604.47705),(14 612.56805),(15 621.02625),(16 627.5758),(17 625.31055),(18 629.4426),(19 635.33813),(20 638.1141),(21 635.21906),(22 629.9679),(23 633.34357),(24 628.3775),(25 627.8654),(26 623.19116),(27 626.9294),(28 627.9123),(29 629.19495),(30 633.7224),(31 633.22955),(32 632.92645),(33 632.2466),(34 633.9239),(35 643.3969),(36 647.27765),(37 643.0158),(38 644.4559),(39 642.6188),(40 652.4338),(41 650.9659),(42 649.28357),(43 653.9004),(44 658.3048),(45 657.4621),(46 655.5888),(47 653.6656),(48 652.248),(49 650.5071),(50 657.46716),(51 658.06647),(52 656.9136),(53 660.83105),(54 660.9187),(55 659.3963),(56 660.3334),(57 657.00476),(58 656.5185),(59 656.3304),(60 661.73596),(61 657.97406),(62 656.8626),(63 657.8447),(64 655.7345),(65 653.2346),(66 647.20795),(67 647.0895),(68 645.70776),(69 644.0976),(70 643.33673),(71 642.90326),(72 642.32416),(73 644.7287),(74 648.3164),(75 653.28973),(76 645.4138),(77 639.0794),(78 644.7297),(79 646.4435),
