1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 271305.6),(2 988509.94),(3 2018035),(4 3240127.3),(5 4566155.5),(6 6079101.5),(7 7703930.5),(8 9274251),(9 10840888),(10 12398589),(11 13962916),(12 15488357),(13 17005116),(14 18319566),(15 19605718),(16 20989766),(17 22470058),(18 24130688),(19 25902058),(20 27781248),(21 29745970),(22 31624896),(23 33395818),(24 35187284),(25 36857424),(26 38460708),(27 40157940),(28 41914016),(29 43404036),(30 45226108),(31 47376012),(32 49628108),(33 52288864),(34 55263890),(35 58038690),(36 60801916),(37 63215628),(38 65465108),(39 67651650),(40 69593890),(41 71061270),(42 72325320),(43 73721050),(44 75208390),(45 77023990),(46 79216696),(47 81553384),(48 84163240),(49 87124220),(50 90020730),(51 92894264),(52 96014250),(53 99244350),(54 102391810),(55 105377304),(56 107946590),(57 110165430),(58 112544490),(59 114955070),(60 117173544),(61 118987910),(62 121481400),(63 124437030),(64 127886490),(65 131899010),(66 136358980),(67 140774510),(68 144821710),(69 149584140),(70 154340220),(71 159023500),(72 163980830),(73 169093520),(74 173113740),(75 177049810),(76 181102540),(77 185352400),(78 190433870),(79 195950020),
(1 651.1387),(2 768.0348),(3 850.104),(4 897.8294),(5 928.3691),(6 952.3086),(7 979.51276),(8 986.3352),(9 990.1915),(10 1004.0239),(11 1026.0751),(12 1030.2288),(13 1078.4525),(14 1078.6874),(15 1096.3939),(16 1082.6509),(17 1095.6494),(18 1088.7507),(19 1105.9436),(20 1118.3292),(21 1122.4882),(22 1114.1471),(23 1123.5801),(24 1112.7803),(25 1106.1813),(26 1106.583),(27 1107.1056),(28 1117.5994),(29 1120.7675),(30 1125.0359),(31 1131.0621),(32 1120.6456),(33 1127.5918),(34 1113.3469),(35 1104.9067),(36 1097.8759),(37 1103.328),(38 1112.0132),(39 1129.3197),(40 1120.2625),(41 1117.4854),(42 1121.6715),(43 1144.8486),(44 1133.3434),(45 1133.0295),(46 1138.4807),(47 1145.563),(48 1146.9744),(49 1150.1918),(50 1135.5225),(51 1150.134),(52 1133.0382),(53 1133.0875),(54 1136.7467),(55 1130.5176),(56 1141.8795),(57 1145.6284),(58 1173.5667),(59 1168.4084),(60 1177.7001),(61 1168.5486),(62 1173.4158),(63 1170.9452),(64 1167.9584),(65 1160.9164),(66 1172.992),(67 1174.7806),(68 1169.8439),(69 1164.0892),(70 1157.7101),(71 1160.7122),(72 1155.3203),(73 1186.2916),(74 1173.2289),(75 1188.8738),(76 1201.073),(77 1202.5269),(78 1201.4805),(79 1188.6865),
(1 655.47485),(2 767.9865),(3 855.73444),(4 899.1152),(5 928.68164),(6 957.9312),(7 980.94086),(8 1002.30695),(9 1008.9116),(10 1008.2016),(11 1006.2699),(12 1003.4625),(13 1049.1243),(14 1050.6829),(15 1057.2534),(16 1072.2948),(17 1071.248),(18 1086.3752),(19 1098.2598),(20 1110.6172),(21 1105.3918),(22 1098.6034),(23 1114.5668),(24 1106.3033),(25 1103.7384),(26 1103.8496),(27 1096.6458),(28 1105.0259),(29 1092.5673),(30 1088.6687),(31 1088.5164),(32 1095.0724),(33 1090.8978),(34 1093.8275),(35 1085.5936),(36 1090.9398),(37 1092.7639),(38 1091.1858),(39 1086.0361),(40 1097.4878),(41 1097.0018),(42 1103.3932),(43 1133.4503),(44 1121.7383),(45 1130.5869),(46 1122.4756),(47 1139.8236),(48 1147.483),(49 1139.648),(50 1132.6171),(51 1137.9508),(52 1151.4017),(53 1141.6311),(54 1139.449),(55 1141.217),(56 1147.0208),(57 1153.8357),(58 1168.6146),(59 1160.7888),(60 1169.1327),(61 1175.4358),(62 1188.8678),(63 1199.601),(64 1188.4365),(65 1182.391),(66 1179.414),(67 1177.4587),(68 1174.8428),(69 1160.9215),(70 1155.9161),(71 1147.3245),(72 1151.0183),(73 1177.3296),(74 1166.3984),(75 1163.6239),(76 1169.6165),(77 1164.1622),(78 1168.8019),(79 1170.1646),
(1 636.53394),(2 736.24335),(3 813.1524),(4 874.2845),(5 907.3149),(6 919.5152),(7 945.47614),(8 958.2762),(9 977.00665),(10 967.4203),(11 984.23785),(12 982.4838),(13 1021.35126),(14 1032.1425),(15 1053.8844),(16 1045.91),(17 1048.5814),(18 1045.5023),(19 1043.6666),(20 1050.551),(21 1060.598),(22 1076.2976),(23 1067.2269),(24 1062.4738),(25 1056.9706),(26 1042.9012),(27 1039.3092),(28 1034.2354),(29 1032.2062),(30 1036.419),(31 1030.8092),(32 1026.127),(33 1024.1335),(34 1020.96466),(35 1027.2991),(36 1032.3151),(37 1037.0741),(38 1045.2631),(39 1058.8605),(40 1065.7456),(41 1076.1576),(42 1072.676),(43 1085.2472),(44 1081.957),(45 1077.7072),(46 1097.7759),(47 1095.4421),(48 1094.7793),(49 1108.2535),(50 1113.9447),(51 1116.919),(52 1121.9463),(53 1121.8534),(54 1129.686),(55 1127.2799),(56 1122.8174),(57 1130.3492),(58 1136.0521),(59 1150.6366),(60 1149.673),(61 1167.9109),(62 1169.3597),(63 1189.35),(64 1178.3752),(65 1169.7651),(66 1161.7845),(67 1167.0773),(68 1153.2086),(69 1150.4615),(70 1140.4587),(71 1142.189),(72 1137.623),(73 1163.4244),(74 1155.0796),(75 1161.1621),(76 1159.5349),(77 1152.1814),(78 1158.9163),(79 1160.697),
(1 617.25),(2 724.92413),(3 807.6009),(4 853.52106),(5 886.12775),(6 906.2131),(7 930.87946),(8 944.2301),(9 952.3052),(10 959.9423),(11 956.8691),(12 967.1387),(13 993.4974),(14 1002.76556),(15 1020.8863),(16 1004.6019),(17 1022.03595),(18 1032.778),(19 1026.2439),(20 1043.545),(21 1048.0845),(22 1043.3547),(23 1044.6327),(24 1050.273),(25 1051.25),(26 1038.1664),(27 1038.2861),(28 1048.7461),(29 1038.4143),(30 1037.8627),(31 1035.8337),(32 1033.7655),(33 1042.6342),(34 1044.5903),(35 1049.3516),(36 1049.6877),(37 1048.8772),(38 1064.2936),(39 1073.9888),(40 1076.0564),(41 1086.6537),(42 1091.9735),(43 1118.665),(44 1113.2448),(45 1128.0626),(46 1136.3049),(47 1142.092),(48 1134.0138),(49 1142.4114),(50 1138.1975),(51 1137.8685),(52 1126.9122),(53 1139.1859),(54 1131.5844),(55 1137.5381),(56 1121.0382),(57 1120.9086),(58 1137.5403),(59 1133.2838),(60 1123.3752),(61 1136.0383),(62 1123.8312),(63 1139.2162),(64 1127.6434),(65 1132.6704),(66 1133.4952),(67 1129.5784),(68 1118.0747),(69 1122.4221),(70 1112.2902),(71 1112.6262),(72 1107.2808),(73 1129.7783),(74 1134.1963),(75 1126.9532),(76 1121.5865),(77 1118.4017),(78 1114.747),(79 1111.4058),
(1 615.28076),(2 716.09204),(3 784.7304),(4 835.99646),(5 885.0176),(6 903.7205),(7 923.96796),(8 925.44183),(9 935.90076),(10 936.02875),(11 938.7286),(12 945.1611),(13 974.4646),(14 982.6802),(15 1005.5154),(16 1005.94855),(17 1012.85614),(18 1022.0776),(19 1024.9943),(20 1038.7202),(21 1036.8899),(22 1035.4753),(23 1038.9556),(24 1042.5682),(25 1024.486),(26 1033.8135),(27 1017.293),(28 1031.3127),(29 1027.8512),(30 1022.50305),(31 1033.9143),(32 1039.958),(33 1028.9854),(34 1029.2957),(35 1034.6686),(36 1023.18445),(37 1038.0173),(38 1040.1119),(39 1053.5106),(40 1060.3401),(41 1054.9528),(42 1059.2981),(43 1081.9012),(44 1094.7864),(45 1085.1445),(46 1104.185),(47 1102.4456),(48 1103.863),(49 1105.5759),(50 1105.7678),(51 1092.3597),(52 1088.7988),(53 1097.7006),(54 1086.3722),(55 1091.9824),(56 1074.0977),(57 1078.0659),(58 1090.8818),(59 1074.451),(60 1089.0032),(61 1089.5714),(62 1099.3158),(63 1103.035),(64 1091.906),(65 1100.1887),(66 1109.0614),(67 1098.5371),(68 1097.4348),(69 1089.2565),(70 1092.8887),(71 1095.4427),(72 1093.4053),(73 1098.7561),(74 1107.7086),(75 1103.0266),(76 1108.1302),(77 1108.2576),(78 1113.2014),(79 1127.6464),
(1 601.6592),(2 693.17487),(3 772.40295),(4 815.99945),(5 862.55585),(6 879.19946),(7 896.2049),(8 906.6783),(9 924.86536),(10 936.5052),(11 931.4509),(12 946.6413),(13 970.48773),(14 982.816),(15 1005.2557),(16 999.163),(17 1012.3783),(18 1023.5818),(19 1011.9837),(20 1015.1298),(21 1012.4572),(22 1019.10815),(23 1010.79865),(24 1023.63837),(25 1018.8913),(26 1018.3507),(27 1020.3472),(28 1039.7604),(29 1031.4042),(30 1029.3168),(31 1040.2072),(32 1038.8481),(33 1043.5835),(34 1034.7311),(35 1049.0812),(36 1030.5344),(37 1044.8047),(38 1055.9365),(39 1047.5024),(40 1059.906),(41 1061.796),(42 1061.1158),(43 1081.5353),(44 1081.7979),(45 1086.8494),(46 1077.9635),(47 1085.4708),(48 1092.8159),(49 1085.2738),(50 1083.9517),(51 1076.3177),(52 1076.0625),(53 1064.9419),(54 1057.4194),(55 1053.1738),(56 1054.4415),(57 1051.0841),(58 1057.8092),(59 1048.24),(60 1041.7998),(61 1053.9634),(62 1061.7744),(63 1059.5885),(64 1061.8331),(65 1049.619),(66 1056.3212),(67 1060.2874),(68 1058.4093),(69 1056.4501),(70 1067.7374),(71 1074.644),(72 1063.6061),(73 1080.5125),(74 1083.7484),(75 1069.853),(76 1071.8987),(77 1057.8584),(78 1078.7317),(79 1067.0349),
(1 581.122),(2 674.62994),(3 751.91986),(4 791.99),(5 826.62994),(6 846.1684),(7 862.6675),(8 878.82),(9 910.8274),(10 912.6157),(11 930.311),(12 935.02893),(13 962.47595),(14 977.832),(15 980.2111),(16 978.9215),(17 988.7031),(18 995.1721),(19 998.1036),(20 1016.2969),(21 1006.7274),(22 1008.54736),(23 1006.8596),(24 1009.5567),(25 1002.0782),(26 1004.33954),(27 1001.02655),(28 1002.57),(29 993.0138),(30 987.69476),(31 982.97253),(32 971.38434),(33 957.7101),(34 967.1984),(35 978.87335),(36 961.18915),(37 963.6702),(38 972.25415),(39 984.3166),(40 983.146),(41 995.02924),(42 987.0085),(43 1006.77936),(44 1003.65826),(45 1007.7177),(46 1017.1075),(47 1006.1974),(48 1010.64844),(49 1013.61536),(50 1014.2161),(51 1013.0804),(52 1019.5533),(53 1008.9712),(54 1019.62933),(55 1019.8733),(56 1030.3684),(57 1016.8703),(58 1029.1261),(59 1028.2535),(60 1030.864),(61 1021.3193),(62 1026.1602),(63 1029.329),(64 1028.1561),(65 1031.085),(66 1030.3375),(67 1028.7617),(68 1032.8202),(69 1040.5616),(70 1036.8047),(71 1044.1637),(72 1024.9728),(73 1044.5187),(74 1039.1627),(75 1034.9316),(76 1039.4414),(77 1031.8058),(78 1024.4758),(79 1027.8982),
(1 587.3013),(2 683.8248),(3 759.5351),(4 791.0954),(5 832.865),(6 849.192),(7 865.3376),(8 878.0468),(9 894.2614),(10 894.1244),(11 901.7809),(12 899.3146),(13 920.18994),(14 929.6245),(15 943.75336),(16 960.67615),(17 975.03107),(18 985.623),(19 992.64264),(20 995.60345),(21 987.41223),(22 979.4857),(23 976.6555),(24 984.2195),(25 974.502),(26 973.06793),(27 979.88983),(28 983.79645),(29 975.2008),(30 977.6358),(31 968.9707),(32 973.0562),(33 978.9807),(34 979.5213),(35 982.85645),(36 971.25714),(37 971.0376),(38 966.394),(39 977.03906),(40 980.804),(41 985.1003),(42 991.142),(43 1014.66986),(44 1010.5044),(45 1009.81964),(46 1014.32654),(47 1023.761),(48 1023.2964),(49 1021.643),(50 1019.6464),(51 1029.3448),(52 1046.1274),(53 1035.5436),(54 1032.915),(55 1041.1486),(56 1037.1221),(57 1037.0199),(58 1046.4536),(59 1048.4495),(60 1039.0531),(61 1036.809),(62 1032.5345),(63 1035.1268),(64 1023.08374),(65 1030.5416),(66 1025.3933),(67 1021.28705),(68 1031.3466),(69 1037.697),(70 1038.4269),(71 1026.7451),(72 1021.8871),(73 1050.1184),(74 1041.897),(75 1047.0464),(76 1038.5708),(77 1045.7065),(78 1036.4497),(79 1035.3666),
(1 585.91406),(2 684.0823),(3 763.3279),(4 791.8012),(5 826.9579),(6 851.95636),(7 864.4778),(8 875.5609),(9 884.1226),(10 883.128),(11 909.64185),(12 918.3473),(13 939.2937),(14 932.783),(15 959.1555),(16 954.66626),(17 964.78986),(18 973.3625),(19 975.01807),(20 966.1313),(21 967.2257),(22 955.4725),(23 967.16766),(24 970.3468),(25 964.32),(26 973.82086),(27 969.29254),(28 984.5093),(29 968.2017),(30 963.3478),(31 971.045),(32 966.0166),(33 976.12665),(34 971.4663),(35 974.5533),(36 980.70844),(37 988.5576),(38 993.67084),(39 998.49005),(40 1016.74133),(41 1012.4509),(42 1021.3823),(43 1026.8428),(44 1032.823),(45 1040.9796),(46 1037.474),(47 1039.4415),(48 1044.8268),(49 1035.4388),(50 1017.71423),(51 1026.6302),(52 1026.6736),(53 1025.8815),(54 1020.72424),(55 1018.23193),(56 1028.2225),(57 1021.9196),(58 1045.1655),(59 1035.4336),(60 1045.378),(61 1035.5779),(62 1032.808),(63 1041.5647),(64 1033.9059),(65 1032.449),(66 1032.1099),(67 1032.2443),(68 1029.2388),(69 1029.2086),(70 1024.7695),(71 1027.3704),(72 1029.6),(73 1050.1448),(74 1046.9802),(75 1048.1075),(76 1054.5643),(77 1054.5139),(78 1049.3136),(79 1045.3588),
(1 557.3332),(2 650.06775),(3 726.77985),(4 753.8566),(5 777.3966),(6 799.58624),(7 822.88605),(8 833.4143),(9 848.05774),(10 848.5052),(11 863.8522),(12 859.03674),(13 887.80945),(14 886.3041),(15 904.9652),(16 908.0831),(17 918.0323),(18 925.55554),(19 919.12),(20 920.24),(21 922.2264),(22 907.3652),(23 908.79626),(24 907.40826),(25 907.86084),(26 913.3495),(27 917.6922),(28 916.23474),(29 914.95874),(30 904.76685),(31 913.1076),(32 913.77405),(33 917.71545),(34 922.7438),(35 915.6812),(36 926.855),(37 932.03143),(38 936.1779),(39 936.14764),(40 945.0309),(41 956.8809),(42 952.4978),(43 969.77014),(44 969.8152),(45 967.85486),(46 981.0321),(47 974.0044),(48 979.17316),(49 964.5084),(50 968.96564),(51 975.53046),(52 975.1891),(53 975.43),(54 970.65533),(55 978.22974),(56 982.20685),(57 974.8069),(58 987.2854),(59 974.67096),(60 975.4392),(61 973.4813),(62 971.38513),(63 978.34064),(64 963.7792),(65 969.8806),(66 971.0951),(67 969.2767),(68 969.31683),(69 954.4905),(70 956.41113),(71 942.1579),(72 937.09717),(73 960.91943),(74 963.6325),(75 961.83704),(76 966.55005),(77 961.27435),(78 958.1054),(79 953.94257),
(1 549.1058),(2 638.4473),(3 711.6921),(4 741.7532),(5 773.4853),(6 796.086),(7 804.91565),(8 821.271),(9 829.64343),(10 837.5714),(11 853.8279),(12 855.50586),(13 880.46704),(14 872.5546),(15 886.8374),(16 890.7692),(17 901.7094),(18 898.4196),(19 902.9847),(20 896.49927),(21 898.7513),(22 905.4006),(23 908.05273),(24 907.8903),(25 901.8688),(26 914.87164),(27 908.80286),(28 910.4508),(29 904.45807),(30 906.25946),(31 905.79407),(32 906.92975),(33 911.24207),(34 903.77527),(35 905.6333),(36 918.2264),(37 921.4963),(38 911.24774),(39 915.09796),(40 914.4738),(41 910.3214),(42 916.69025),(43 924.9316),(44 922.249),(45 922.1587),(46 926.95605),(47 910.85504),(48 918.3207),(49 912.1811),(50 910.4688),(51 909.3251),(52 921.791),(53 916.81134),(54 923.1566),(55 909.7309),(56 911.3192),(57 914.80585),(58 938.05),(59 926.78314),(60 926.92),(61 930.26935),(62 932.3586),(63 929.5177),(64 928.42285),(65 930.4028),(66 923.4426),(67 933.6298),(68 932.6619),(69 929.217),(70 932.4587),(71 919.9143),(72 923.4679),(73 947.84766),(74 954.5574),(75 952.42755),(76 943.0733),(77 941.9841),(78 952.82666),(79 958.2392),
(1 552.5235),(2 634.7457),(3 695.24664),(4 717.2535),(5 751.3187),(6 778.945),(7 798.37225),(8 809.0231),(9 816.009),(10 806.11255),(11 818.54504),(12 826.90894),(13 853.53546),(14 854.7591),(15 876.76306),(16 874.1957),(17 880.55),(18 893.931),(19 899.91003),(20 888.1274),(21 904.46606),(22 890.35675),(23 895.49567),(24 893.4264),(25 893.4189),(26 901.31335),(27 887.91705),(28 893.4291),(29 889.703),(30 890.03314),(31 889.25323),(32 883.0716),(33 885.54767),(34 882.88446),(35 889.0121),(36 886.17993),(37 900.71185),(38 898.6704),(39 899.73584),(40 904.05774),(41 896.9675),(42 903.4024),(43 911.60864),(44 925.5223),(45 916.43677),(46 915.96216),(47 909.0017),(48 901.31476),(49 916.12604),(50 909.6676),(51 909.38214),(52 908.36285),(53 916.1479),(54 906.2679),(55 904.0489),(56 901.7597),(57 903.8824),(58 924.8571),(59 931.1589),(60 935.6489),(61 938.99646),(62 939.33014),(63 946.8741),(64 951.41815),(65 942.3409),(66 938.84576),(67 945.13025),(68 940.38947),(69 944.484),(70 934.47626),(71 934.8042),(72 933.9837),(73 946.385),(74 938.91565),(75 939.03986),(76 924.21967),(77 932.2837),(78 936.5654),(79 937.10596),
(1 542.0716),(2 618.6187),(3 676.4099),(4 704.51105),(5 733.4427),(6 759.243),(7 770.94946),(8 787.4647),(9 797.6066),(10 810.904),(11 808.2653),(12 814.6296),(13 833.70776),(14 832.7356),(15 839.8243),(16 829.3231),(17 850.01886),(18 858.64825),(19 853.39435),(20 847.16785),(21 847.8233),(22 840.2346),(23 844.7449),(24 840.128),(25 850.66907),(26 840.8755),(27 838.76166),(28 845.5368),(29 849.3422),(30 846.9803),(31 849.2531),(32 856.7048),(33 857.7865),(34 853.8895),(35 860.6306),(36 858.50525),(37 870.5602),(38 870.96454),(39 884.41095),(40 894.5459),(41 882.7732),(42 891.1484),(43 905.9274),(44 905.81006),(45 911.59894),(46 906.34906),(47 915.86896),(48 908.09576),(49 916.5466),(50 907.7846),(51 908.8067),(52 913.52826),(53 913.16956),(54 912.422),(55 906.5274),(56 906.85364),(57 905.59644),(58 920.9339),(59 910.3827),(60 916.4146),(61 924.7691),(62 918.5518),(63 929.0878),(64 914.8171),(65 914.60016),(66 908.5308),(67 910.0732),(68 912.4523),(69 917.211),(70 915.4701),(71 925.8914),(72 903.2177),(73 930.5511),(74 916.2982),(75 927.7656),(76 930.33453),(77 930.4531),(78 928.4236),(79 936.33417),
(1 536.61786),(2 613.7574),(3 679.8034),(4 721.533),(5 753.13684),(6 759.80884),(7 788.3195),(8 795.71234),(9 805.7429),(10 819.51404),(11 819.49615),(12 833.24194),(13 853.3986),(14 861.6232),(15 872.15485),(16 881.66113),(17 881.6101),(18 889.3372),(19 880.3031),(20 876.0659),(21 870.70557),(22 871.7682),(23 860.94543),(24 858.9576),(25 865.76935),(26 859.37),(27 864.755),(28 864.43585),(29 868.0251),(30 862.7979),(31 861.54584),(32 853.10126),(33 849.62915),(34 838.7717),(35 845.89606),(36 845.53613),(37 848.0067),(38 852.2903),(39 857.8955),(40 860.6592),(41 860.61304),(42 860.4124),(43 882.9751),(44 880.94275),(45 881.1349),(46 879.972),(47 887.91296),(48 896.25226),(49 891.09625),(50 882.14374),(51 892.8672),(52 903.75934),(53 903.25903),(54 893.5575),(55 896.94977),(56 901.2523),(57 898.22296),(58 916.32587),(59 902.56213),(60 907.51465),(61 913.7274),(62 917.0797),(63 917.5159),(64 898.8502),(65 904.7842),(66 901.6595),(67 904.72595),(68 896.586),(69 889.7685),(70 887.46405),(71 890.3286),(72 889.11096),(73 907.2582),(74 906.36646),(75 914.0219),(76 927.9993),(77 924.7982),(78 923.6865),(79 925.8476),
(1 525.7877),(2 593.738),(3 653.07),(4 679.0045),(5 717.154),(6 737.676),(7 751.098),(8 765.3048),(9 764.57513),(10 777.00995),(11 778.85803),(12 787.7731),(13 812.45953),(14 809.8745),(15 813.977),(16 823.23956),(17 826.5454),(18 836.4679),(19 827.7317),(20 829.4529),(21 820.1739),(22 820.92017),(23 821.6966),(24 824.45825),(25 825.0897),(26 829.0927),(27 822.2799),(28 849.2387),(29 845.2942),(30 842.7317),(31 845.5309),(32 842.9497),(33 841.5399),(34 836.3137),(35 844.757),(36 851.0386),(37 849.4882),(38 860.48035),(39 865.514),(40 857.3185),(41 865.1011),(42 869.9791),(43 901.4458),(44 896.6165),(45 903.7941),(46 887.0565),(47 890.9085),(48 883.348),(49 882.1261),(50 875.1609),(51 884.76776),(52 891.0831),(53 886.4205),(54 882.70624),(55 881.819),(56 882.9714),(57 881.92847),(58 898.5968),(59 880.9795),(60 878.92694),(61 876.4313),(62 881.5727),(63 898.57825),(64 886.59375),(65 889.3784),(66 877.9202),(67 884.33386),(68 870.0619),(69 872.3862),(70 872.5255),(71 868.60144),(72 873.2974),(73 887.2957),(74 872.39825),(75 882.3517),(76 864.8376),(77 869.80725),(78 863.77295),(79 871.24524),
(1 506.63464),(2 580.38306),(3 638.7526),(4 665.0628),(5 694.80493),(6 726.8418),(7 734.4172),(8 750.0239),(9 754.36053),(10 760.8293),(11 768.8369),(12 777.9211),(13 804.0917),(14 805.5664),(15 801.11237),(16 804.6785),(17 809.2886),(18 820.20087),(19 813.83875),(20 812.132),(21 825.40094),(22 826.81665),(23 831.1124),(24 818.96594),(25 823.63715),(26 828.9665),(27 815.9932),(28 832.2086),(29 827.0004),(30 820.1581),(31 826.0302),(32 837.3975),(33 828.74036),(34 843.1813),(35 845.3369),(36 837.70294),(37 839.9657),(38 838.7043),(39 841.9832),(40 841.1597),(41 840.08813),(42 843.0664),(43 858.8486),(44 848.5056),(45 860.5941),(46 856.5177),(47 859.28577),(48 843.55774),(49 844.4734),(50 848.40894),(51 842.41254),(52 854.81885),(53 857.25183),(54 861.67737),(55 854.41833),(56 857.8519),(57 850.87585),(58 864.9291),(59 865.78845),(60 868.69006),(61 863.116),(62 864.3042),(63 872.2143),(64 860.5114),(65 853.089),(66 856.66327),(67 861.4876),(68 849.79224),(69 852.7001),(70 861.7083),(71 851.6856),(72 855.5709),(73 876.4877),(74 869.1758),(75 881.91626),(76 875.57166),(77 872.37463),(78 876.0011),(79 868.50385),
(1 511.60345),(2 581.22375),(3 640.46295),(4 664.7995),(5 696.7215),(6 712.6223),(7 729.83093),(8 748.38666),(9 760.5008),(10 763.03046),(11 760.07587),(12 770.5339),(13 795.7415),(14 790.60645),(15 796.7248),(16 792.9929),(17 805.8135),(18 809.2403),(19 806.2789),(20 799.9967),(21 803.72485),(22 799.98975),(23 801.6839),(24 803.0508),(25 809.6226),(26 800.8438),(27 799.60516),(28 818.5471),(29 812.8898),(30 814.9571),(31 824.6239),(32 824.4785),(33 822.1726),(34 823.3684),(35 821.30695),(36 815.43024),(37 817.802),(38 823.2732),(39 824.2939),(40 819.30304),(41 817.9949),(42 829.08093),(43 846.0922),(44 842.03406),(45 834.1201),(46 823.5424),(47 831.0001),(48 836.4745),(49 840.29395),(50 833.97815),(51 824.0302),(52 827.34375),(53 816.9903),(54 824.5797),(55 823.12524),(56 825.11383),(57 827.5146),(58 842.9279),(59 850.21924),(60 841.46313),(61 838.9829),(62 842.6556),(63 839.7083),(64 826.3872),(65 834.01654),(66 837.14764),(67 833.3912),(68 830.8438),(69 829.40894),(70 829.04016),(71 835.4327),(72 833.71594),(73 857.4227),(74 849.06335),(75 856.6615),(76 853.4515),(77 852.0228),(78 862.5925),(79 857.8774),
