1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 31577.56),(2 47572.86),(3 58328.64),(4 110161.22),(5 149026.02),(6 174675.19),(7 241281.38),(8 297693.03),(9 344730.13),(10 426928.6),(11 495482.28),(12 567280.8),(13 662810.2),(14 740127.2),(15 831265.25),(16 928117.5),(17 1007545.7),(18 1143032.1),(19 1254520.1),(20 1345451.8),(21 1467095.6),(22 1597746.4),(23 1727754.5),(24 1886726.4),(25 2055133.6),(26 2222643.5),(27 2432060.3),(28 2636892.3),(29 2832701.3),(30 3044328.8),(31 3248636.8),(32 3410607.3),(33 3681268.8),(34 3837748),(35 3977270.8),(36 4237085.5),(37 4408317.5),(38 4631761.5),(39 4975415.5),(40 5185850.5),(41 5419974),(42 5722201.5),(43 5950447.5),(44 6220891.5),(45 6501831.5),(46 6733910.5),(47 6964206.5),(48 7321298.5),(49 7512088),(50 7722821.5),(51 7960646),(52 8117040.5),(53 8308958.5),(54 8520387),(55 8703454),(56 8933671),(57 9157791),(58 9387371),(59 9604835),(60 9781641),(61 9879796),(62 10027742),(63 10253393),(64 10327740),(65 10415947),(66 10529657),(67 10560283),(68 10652621),(69 10706289),(70 10717385),(71 10778785),(72 10850616),(73 10856787),(74 10911179),(75 11004309),(76 11003497),(77 11064451),(78 11193989),(79 11180291),
(1 614.9362),(2 964.0771),(3 1188.4807),(4 1291.3591),(5 1354.9792),(6 1410.777),(7 1452.9417),(8 1496.2446),(9 1502.2203),(10 1499.1115),(11 1504.9019),(12 1529.5641),(13 1545.3201),(14 1567.2395),(15 1580.8356),(16 1581.231),(17 1582.877),(18 1591.7246),(19 1577.0653),(20 1579.7289),(21 1565.1423),(22 1555.8608),(23 1548.4904),(24 1544.5302),(25 1548.1904),(26 1545.9396),(27 1572.3568),(28 1568.2144),(29 1567.7544),(30 1564.1494),(31 1577.3647),(32 1592.1608),(33 1596.1941),(34 1569.7637),(35 1560.7649),(36 1563.0625),(37 1561.1105),(38 1557.4009),(39 1548.8495),(40 1568.2401),(41 1582.4994),(42 1602.3951),(43 1600.2859),(44 1602.2433),(45 1598.2935),(46 1609.3838),(47 1617.2848),(48 1620.8369),(49 1606.7262),(50 1610.6776),(51 1600.765),(52 1599.2168),(53 1599.7457),(54 1595.4413),(55 1581.1088),(56 1575.8113),(57 1568.7776),(58 1576.8004),(59 1582.0432),(60 1588.9851),(61 1590.9052),(62 1603.3942),(63 1641.0176),(64 1634.7128),(65 1636.9288),(66 1656.3439),(67 1659.8102),(68 1656.9574),(69 1650.242),(70 1639.7429),(71 1631.1777),(72 1646.6884),(73 1664.1726),(74 1683.2397),(75 1688.7284),(76 1702.4524),(77 1700.6031),(78 1734.0582),(79 1740.5315),
(1 601.1708),(2 934.2237),(3 1151.4858),(4 1240.8516),(5 1306.4229),(6 1360.3406),(7 1412.0607),(8 1467.9175),(9 1474.6416),(10 1476.1653),(11 1487.8342),(12 1517.1276),(13 1535.1208),(14 1545.3282),(15 1549.8173),(16 1569.672),(17 1558.709),(18 1565.6487),(19 1551.2367),(20 1570.0011),(21 1578.6157),(22 1574.2434),(23 1559.5762),(24 1558.5027),(25 1555.6447),(26 1550.6217),(27 1552.9869),(28 1546.8654),(29 1554.9111),(30 1568.9762),(31 1576.2312),(32 1580.0679),(33 1574.0149),(34 1565.745),(35 1542.9219),(36 1525.4384),(37 1512.3575),(38 1500.0122),(39 1515.6821),(40 1524.2427),(41 1523.2417),(42 1519.0746),(43 1522.1605),(44 1529.5532),(45 1519.1462),(46 1532.9448),(47 1533.6935),(48 1548.7283),(49 1546.4941),(50 1547.8767),(51 1554.225),(52 1548.1985),(53 1545.9819),(54 1536.2035),(55 1543.5089),(56 1540.08),(57 1532.6903),(58 1522.2057),(59 1528.8212),(60 1544.2996),(61 1555.6271),(62 1553.5712),(63 1590.3882),(64 1588.8842),(65 1597.7728),(66 1600.7076),(67 1587.9349),(68 1586.5288),(69 1585.9602),(70 1587.6348),(71 1604.0604),(72 1636.0559),(73 1640.5068),(74 1640.0635),(75 1646.268),(76 1656.7759),(77 1668.9169),(78 1679.4207),(79 1694.0469),
(1 584.8456),(2 904.28925),(3 1113.1631),(4 1209.7974),(5 1280.182),(6 1335.9998),(7 1397.557),(8 1442.8551),(9 1450.0592),(10 1470.3765),(11 1487.8453),(12 1520.9911),(13 1530.945),(14 1539.5377),(15 1545.7206),(16 1532.4365),(17 1526.5067),(18 1545.766),(19 1553.3547),(20 1563.7406),(21 1576.509),(22 1570.2161),(23 1564.3544),(24 1540.9402),(25 1530.5422),(26 1541.309),(27 1556.2573),(28 1552.0283),(29 1545.69),(30 1555.1167),(31 1561.8986),(32 1552.877),(33 1573.6073),(34 1575.4286),(35 1570.5651),(36 1561.4813),(37 1555.0834),(38 1570.1403),(39 1576.2891),(40 1579.4285),(41 1574.6239),(42 1575.8541),(43 1575.5101),(44 1576.2969),(45 1566.5347),(46 1579.4348),(47 1585.8119),(48 1583.8318),(49 1583.0332),(50 1571.6934),(51 1581.8052),(52 1570.8867),(53 1564.4435),(54 1562.4017),(55 1567.6355),(56 1563.7053),(57 1569.9882),(58 1576.6753),(59 1586.1544),(60 1596.2502),(61 1589.0543),(62 1584.8882),(63 1619.9443),(64 1620.8152),(65 1623.8965),(66 1617.3036),(67 1594.3593),(68 1576.8773),(69 1567.119),(70 1573.9124),(71 1594.4601),(72 1614.9144),(73 1629),(74 1632.0626),(75 1623.4834),(76 1621.9999),(77 1634.0194),(78 1662.051),(79 1677.5538),
(1 569.8629),(2 893.4505),(3 1107.3151),(4 1186.8809),(5 1248.335),(6 1305.3695),(7 1371.823),(8 1400.7294),(9 1426.4696),(10 1440.5477),(11 1467.115),(12 1480.139),(13 1483.6539),(14 1486.3351),(15 1501.3948),(16 1494.3221),(17 1487.3683),(18 1499.4084),(19 1497.0354),(20 1502.804),(21 1498.5688),(22 1478.8635),(23 1491.3177),(24 1496.6334),(25 1501.6198),(26 1515.0374),(27 1512.1598),(28 1504.2975),(29 1483.3469),(30 1472.9723),(31 1470.7845),(32 1469.2854),(33 1482.9177),(34 1486.4834),(35 1499.3446),(36 1515.4097),(37 1525.1829),(38 1539.1041),(39 1523.3802),(40 1528.6261),(41 1529.3743),(42 1531.3812),(43 1538.9047),(44 1547.9801),(45 1546.7878),(46 1555.7856),(47 1544.929),(48 1541.7443),(49 1539.0022),(50 1539.3655),(51 1539.9753),(52 1532.6251),(53 1537.4191),(54 1538.7609),(55 1547.6935),(56 1541.7399),(57 1538.5673),(58 1563.2742),(59 1555.9646),(60 1561.3065),(61 1549.0662),(62 1549.391),(63 1581.5087),(64 1577.8033),(65 1593.155),(66 1612.7778),(67 1604.4656),(68 1606.477),(69 1603.0786),(70 1613.3933),(71 1637.3314),(72 1657.2433),(73 1674.4093),(74 1690.748),(75 1711.247),(76 1716.3081),(77 1727.0719),(78 1747.0996),(79 1755.5537),
(1 566.7693),(2 884.95514),(3 1120.2836),(4 1206.138),(5 1275.9005),(6 1329.8624),(7 1382.0402),(8 1423.2928),(9 1445.7987),(10 1450.4028),(11 1468.0833),(12 1476.0647),(13 1488.2827),(14 1482.743),(15 1507.246),(16 1513.6036),(17 1516.7504),(18 1527.0043),(19 1526.2767),(20 1527.2664),(21 1529.0664),(22 1540.3813),(23 1555.2976),(24 1564.8643),(25 1547.0825),(26 1538.5671),(27 1534.4642),(28 1533.7462),(29 1532.8033),(30 1524.5552),(31 1540.7737),(32 1536.0664),(33 1539.8511),(34 1538.8564),(35 1554.2024),(36 1556.1605),(37 1563.3491),(38 1545.1091),(39 1542.0726),(40 1545.3597),(41 1541.0483),(42 1551.4788),(43 1535.934),(44 1529.3422),(45 1530.4299),(46 1549.402),(47 1557.3895),(48 1566.8872),(49 1548.6418),(50 1548.5858),(51 1539.7913),(52 1536.3837),(53 1522.6261),(54 1511.327),(55 1518.0544),(56 1525.5807),(57 1523.8541),(58 1526.421),(59 1527.2161),(60 1535.7334),(61 1544.9955),(62 1551.1992),(63 1592.7524),(64 1606.2859),(65 1606.9308),(66 1632.6847),(67 1640.8081),(68 1652.3394),(69 1665.5858),(70 1676.3364),(71 1685.5521),(72 1705.3776),(73 1711.5752),(74 1711.4559),(75 1747.3104),(76 1770.3912),(77 1795.9149),(78 1807.347),(79 1830.1268),
(1 552.9422),(2 868.4966),(3 1086.9446),(4 1172.7372),(5 1247.0004),(6 1289.2157),(7 1350.2784),(8 1390.9067),(9 1407.3873),(10 1419.0647),(11 1427.0667),(12 1445.1904),(13 1454.3241),(14 1464.2041),(15 1481.4463),(16 1480.596),(17 1474.6602),(18 1470.6034),(19 1474.8997),(20 1487.977),(21 1510.7391),(22 1525.4746),(23 1530.3882),(24 1525.2498),(25 1513.9993),(26 1517.3124),(27 1541.6969),(28 1544.7576),(29 1536.1254),(30 1532.3391),(31 1526.6387),(32 1519.6725),(33 1533.841),(34 1532.8961),(35 1535.3832),(36 1540.8048),(37 1522.4469),(38 1521.9286),(39 1516.8104),(40 1509.6235),(41 1511.0952),(42 1522.1342),(43 1526.1311),(44 1535.7484),(45 1538.6685),(46 1552.5497),(47 1550.7382),(48 1550.1016),(49 1546.9438),(50 1536.9294),(51 1527.21),(52 1533.5133),(53 1526.3364),(54 1525.5555),(55 1519.1509),(56 1531.3651),(57 1526.6793),(58 1539.2339),(59 1532.0542),(60 1527.717),(61 1525.605),(62 1541.6554),(63 1581.8668),(64 1584.6941),(65 1589.0463),(66 1593.735),(67 1602.4329),(68 1626.4048),(69 1632.7374),(70 1644.782),(71 1660.4319),(72 1677.0251),(73 1693.6672),(74 1704.658),(75 1711.8285),(76 1729.4465),(77 1747.0603),(78 1767.1617),(79 1775.4167),
(1 547.4311),(2 858.782),(3 1063.139),(4 1157.4175),(5 1223.1584),(6 1267.6869),(7 1305.7085),(8 1350.0007),(9 1367.7715),(10 1384.8381),(11 1404.9496),(12 1407.1609),(13 1414.3911),(14 1427.8345),(15 1436.7816),(16 1436.654),(17 1436.0065),(18 1446.702),(19 1458.1904),(20 1455.6844),(21 1452.7189),(22 1468.7747),(23 1489.0112),(24 1484.1027),(25 1482.8844),(26 1488.6704),(27 1495.7839),(28 1503.6875),(29 1496.668),(30 1502.5701),(31 1494.7843),(32 1491.4452),(33 1518.9059),(34 1514.2354),(35 1512.0287),(36 1518.793),(37 1498.6304),(38 1493.3323),(39 1494.7063),(40 1488.1979),(41 1493.2366),(42 1502.3871),(43 1504.4116),(44 1495.1179),(45 1486.2477),(46 1504.8292),(47 1486.1433),(48 1501.067),(49 1485.9723),(50 1486.2916),(51 1478.7108),(52 1479.8121),(53 1468.7751),(54 1465.6017),(55 1477.0223),(56 1479.8124),(57 1465.8344),(58 1482.7921),(59 1489.8538),(60 1496.7986),(61 1496.7694),(62 1504.5342),(63 1546.9773),(64 1553.197),(65 1583.694),(66 1594.9791),(67 1595.561),(68 1624.0259),(69 1615.6915),(70 1624.9607),(71 1643.7338),(72 1659.7664),(73 1673.9207),(74 1689.2231),(75 1708.5916),(76 1709.7709),(77 1714.8223),(78 1736.6581),(79 1741.8165),
(1 541.7625),(2 848.1417),(3 1049.4512),(4 1144.7278),(5 1208.463),(6 1253.3456),(7 1293.6005),(8 1319.3851),(9 1341.8933),(10 1365.4662),(11 1389.9758),(12 1406.9111),(13 1416.3813),(14 1414.5397),(15 1422.9978),(16 1425.3907),(17 1422.3759),(18 1432.7665),(19 1450.681),(20 1446.4066),(21 1438.5148),(22 1443.6215),(23 1447.5842),(24 1444.3729),(25 1429.7693),(26 1436.9142),(27 1433.3511),(28 1450.547),(29 1456.9434),(30 1461.4305),(31 1470.2352),(32 1460.3302),(33 1473.4221),(34 1467.31),(35 1470.5388),(36 1465.1799),(37 1475.4175),(38 1490.6754),(39 1495.613),(40 1494.8651),(41 1480.2064),(42 1473.1176),(43 1472.8063),(44 1468.225),(45 1464.152),(46 1475.7988),(47 1455.0181),(48 1460.4496),(49 1462.3274),(50 1458.6952),(51 1460.9188),(52 1456.2242),(53 1452.0453),(54 1460.2616),(55 1477.844),(56 1469.9901),(57 1462.2235),(58 1473.4928),(59 1480.3267),(60 1491.7466),(61 1503.4783),(62 1494.406),(63 1511.2877),(64 1513.3549),(65 1529.6022),(66 1543.4707),(67 1549.9883),(68 1579.1588),(69 1578.9331),(70 1587.6166),(71 1611.9115),(72 1629.168),(73 1651.51),(74 1664.9429),(75 1685.614),(76 1675.4321),(77 1685.394),(78 1684.8457),(79 1691.7052),
(1 520.7923),(2 809.00336),(3 1009.1882),(4 1091.7994),(5 1143.0397),(6 1185.9862),(7 1232.3506),(8 1253.8796),(9 1254.8567),(10 1267.9033),(11 1283.2355),(12 1309.7557),(13 1321.2401),(14 1334.0604),(15 1338.3368),(16 1333.6909),(17 1342.6339),(18 1358.3663),(19 1364.0266),(20 1353.7682),(21 1355.3785),(22 1352.2639),(23 1354.758),(24 1349.2877),(25 1354.1395),(26 1353.1927),(27 1357.7433),(28 1358.885),(29 1364.213),(30 1366.651),(31 1363.1461),(32 1355.0876),(33 1368.7205),(34 1384.067),(35 1382.5428),(36 1397.4492),(37 1400.159),(38 1400.5386),(39 1399.9833),(40 1413.833),(41 1412.0057),(42 1412.6244),(43 1412.5428),(44 1406.5063),(45 1396.4746),(46 1403.1783),(47 1412.5925),(48 1424.1467),(49 1440.2086),(50 1447.0968),(51 1446.8533),(52 1439.4146),(53 1425.7125),(54 1425.004),(55 1431.1285),(56 1434.3137),(57 1426.3055),(58 1432.4792),(59 1435.6488),(60 1436.2618),(61 1434.2764),(62 1430.6808),(63 1469.5604),(64 1451.8632),(65 1464.6323),(66 1486.5632),(67 1489.3813),(68 1501.2671),(69 1487.7267),(70 1485.037),(71 1492.9813),(72 1490.046),(73 1493.8529),(74 1497.205),(75 1519.4977),(76 1509.864),(77 1509.026),(78 1519.5164),(79 1542.9299),
(1 524.00616),(2 813.8453),(3 1005.77545),(4 1082.3307),(5 1132.7233),(6 1183.2137),(7 1249.7708),(8 1273.2947),(9 1271.4957),(10 1276.3179),(11 1296.3344),(12 1313.3945),(13 1328.6748),(14 1337.6888),(15 1341.0675),(16 1345.1997),(17 1349.1827),(18 1363.3479),(19 1344.9739),(20 1334.6049),(21 1345.1323),(22 1343.6088),(23 1340.2826),(24 1347.4008),(25 1344.0161),(26 1339.6007),(27 1341.8224),(28 1343.9978),(29 1353.7549),(30 1351.1226),(31 1356.8678),(32 1353.1897),(33 1363.001),(34 1365.1029),(35 1361.7297),(36 1358.6852),(37 1361.1226),(38 1364.2021),(39 1358.5831),(40 1350.2079),(41 1352.9572),(42 1341.6008),(43 1339.1793),(44 1343.9487),(45 1351.4985),(46 1354.093),(47 1357.6808),(48 1354.9152),(49 1344.991),(50 1338.3646),(51 1338.1376),(52 1339.9006),(53 1340.223),(54 1333.6798),(55 1336.825),(56 1341.5297),(57 1336.4156),(58 1347.3423),(59 1342.3859),(60 1340.6289),(61 1348.8507),(62 1346.7102),(63 1389.306),(64 1394.2131),(65 1404.8964),(66 1417.9066),(67 1420.4888),(68 1444.367),(69 1440.6987),(70 1431.5348),(71 1433.202),(72 1443.9888),(73 1455.1666),(74 1467.2816),(75 1493.2332),(76 1508.8053),(77 1520.3417),(78 1537.6237),(79 1549.9321),
(1 526.7724),(2 815.80255),(3 1016.30505),(4 1100.9128),(5 1156.5469),(6 1194.6373),(7 1244.9166),(8 1272.0219),(9 1278.1514),(10 1292.4054),(11 1302.1782),(12 1322.3394),(13 1334.8715),(14 1350.6648),(15 1354.2886),(16 1365.2513),(17 1368.7444),(18 1375.0697),(19 1367.4948),(20 1347.0352),(21 1342.6307),(22 1336.0581),(23 1344.2421),(24 1340.567),(25 1340.7202),(26 1341.5491),(27 1346.5972),(28 1357.6788),(29 1367.462),(30 1375.3273),(31 1383.689),(32 1382.1461),(33 1380.7223),(34 1387.4532),(35 1405.72),(36 1406.4033),(37 1404.2986),(38 1414.9391),(39 1409.6388),(40 1411.1044),(41 1415.2025),(42 1398.9331),(43 1390.8188),(44 1383.8801),(45 1383.4087),(46 1387.7289),(47 1385.7524),(48 1372.5557),(49 1360.9802),(50 1351.3839),(51 1349.0675),(52 1359.7056),(53 1355.282),(54 1364.6052),(55 1363.1232),(56 1354.4506),(57 1350.6165),(58 1359.0305),(59 1352.7966),(60 1354.5731),(61 1357.6158),(62 1359.4614),(63 1396.4242),(64 1391.571),(65 1409.708),(66 1403.763),(67 1403.1025),(68 1414.7922),(69 1419.0791),(70 1428.2561),(71 1437.3813),(72 1442.5189),(73 1460.9211),(74 1466.3877),(75 1490.9343),(76 1520.555),(77 1531.6876),(78 1547.5109),(79 1547.0137),
(1 515.92053),(2 792.654),(3 1002.86426),(4 1083.991),(5 1140.2261),(6 1181.2897),(7 1221.143),(8 1243.9927),(9 1243.9304),(10 1248.6624),(11 1263.9482),(12 1299.2965),(13 1317.2136),(14 1328.7551),(15 1335.2687),(16 1345.6554),(17 1340.523),(18 1347.3887),(19 1338.1624),(20 1319.4885),(21 1307.4681),(22 1299.0778),(23 1307.9744),(24 1300.7458),(25 1303.4138),(26 1312.0612),(27 1327.3607),(28 1342.8499),(29 1369.4465),(30 1376.8461),(31 1392.5162),(32 1381.5465),(33 1380.6881),(34 1371.7028),(35 1380.9376),(36 1381.4972),(37 1385.069),(38 1392.4688),(39 1397.234),(40 1391.1627),(41 1400.5593),(42 1410.3566),(43 1407.8251),(44 1392.2872),(45 1385.1348),(46 1375.8566),(47 1366.0643),(48 1385.8534),(49 1377.259),(50 1364.1628),(51 1369.5979),(52 1375.0742),(53 1372.3647),(54 1359.6167),(55 1352.1265),(56 1356.4904),(57 1360.4893),(58 1372.3818),(59 1383.8893),(60 1388.9971),(61 1397.699),(62 1401.5287),(63 1424.5571),(64 1405.2667),(65 1408.9047),(66 1407.7856),(67 1394.8954),(68 1405.0115),(69 1411.5784),(70 1426.8944),(71 1427.3805),(72 1437.5216),(73 1440.9177),(74 1459.5183),(75 1480.1449),(76 1499.6362),(77 1513.158),(78 1527.6744),(79 1516.0923),
(1 508.2303),(2 787.1644),(3 978.45966),(4 1061.3021),(5 1119.8485),(6 1167.6356),(7 1206.1411),(8 1224.0433),(9 1235.7489),(10 1238.682),(11 1253.0782),(12 1280.6879),(13 1301.3846),(14 1311.3254),(15 1327.3324),(16 1338.0045),(17 1341.672),(18 1352.2379),(19 1347.538),(20 1328.3594),(21 1324.6595),(22 1313.4757),(23 1310.0919),(24 1335.1704),(25 1330.6045),(26 1333.0305),(27 1342.1301),(28 1345.2968),(29 1371.1038),(30 1372.8812),(31 1377.5396),(32 1379.8557),(33 1385.1958),(34 1376.5375),(35 1367.5516),(36 1363.3298),(37 1366.8982),(38 1374.3167),(39 1378.6577),(40 1367.7969),(41 1369.0249),(42 1375.039),(43 1376.6704),(44 1361.7719),(45 1355.6602),(46 1345.0953),(47 1354.3136),(48 1359.1323),(49 1355.707),(50 1342.207),(51 1344.1766),(52 1330.3232),(53 1337.6014),(54 1328.6566),(55 1335.3231),(56 1335.4753),(57 1344.7218),(58 1352.1315),(59 1353.7185),(60 1357.4629),(61 1349.9382),(62 1372.3093),(63 1397.6345),(64 1390.3184),(65 1399.7273),(66 1406.2113),(67 1414.4816),(68 1416.1597),(69 1427.4121),(70 1437.6971),(71 1440.5045),(72 1446.5688),(73 1453.373),(74 1463.06),(75 1489.1218),(76 1511.2589),(77 1524.5459),(78 1541.5215),(79 1546.0985),
(1 497.5914),(2 754.98706),(3 940.24945),(4 1015.8505),(5 1066.3549),(6 1106.9523),(7 1135.32),(8 1157.914),(9 1161.7288),(10 1157.2574),(11 1169.9747),(12 1177.8975),(13 1196.9485),(14 1210.8651),(15 1219.7972),(16 1226.6061),(17 1240.1671),(18 1248.9679),(19 1258.4089),(20 1238.1),(21 1225.7578),(22 1224.2802),(23 1234.0563),(24 1229.656),(25 1246.8285),(26 1262.7838),(27 1267.9636),(28 1280.9027),(29 1293.9855),(30 1301.1886),(31 1292.8143),(32 1291.186),(33 1297.1027),(34 1304.2157),(35 1295.1681),(36 1290.8131),(37 1281.7504),(38 1276.5903),(39 1291.8916),(40 1298.003),(41 1293.8889),(42 1295.4299),(43 1295.4811),(44 1285.8762),(45 1282.0421),(46 1281.3666),(47 1295.9092),(48 1298.2711),(49 1303.418),(50 1312.263),(51 1308.0001),(52 1290.2815),(53 1289.0231),(54 1287.6112),(55 1285.2382),(56 1298.9209),(57 1317.0325),(58 1322.3348),(59 1321.4855),(60 1320.8346),(61 1312.438),(62 1323.1115),(63 1351.0847),(64 1342.6852),(65 1362.7605),(66 1366.038),(67 1369.6149),(68 1374.0107),(69 1367.0287),(70 1360.1312),(71 1372.091),(72 1367.72),(73 1379.1235),(74 1374.9371),(75 1394.9944),(76 1403.6978),(77 1404.4541),(78 1417.6498),(79 1425.3759),
(1 494.7908),(2 759.5543),(3 939.971),(4 1013.9309),(5 1064.6224),(6 1102.2703),(7 1135.1371),(8 1159.8947),(9 1162.3525),(10 1166.2877),(11 1179.5249),(12 1199.2955),(13 1214.8611),(14 1219.9799),(15 1233.2128),(16 1233.7883),(17 1246.5386),(18 1245.3815),(19 1244.1722),(20 1239.7924),(21 1237.8151),(22 1233.1027),(23 1235.471),(24 1240.9767),(25 1251.246),(26 1265.6334),(27 1282.6935),(28 1293.8333),(29 1304.9443),(30 1315.0553),(31 1314.459),(32 1295.6243),(33 1290.6006),(34 1290.1456),(35 1281.8235),(36 1275.6482),(37 1266.5682),(38 1265.8271),(39 1269.9976),(40 1281.6669),(41 1277.6887),(42 1290.5885),(43 1283.9822),(44 1281.4999),(45 1281.7864),(46 1295.4539),(47 1283.0736),(48 1296.4205),(49 1294.0682),(50 1299.6619),(51 1310.8568),(52 1307.6552),(53 1303.201),(54 1297.7928),(55 1288.953),(56 1294.0323),(57 1308.6113),(58 1316.5632),(59 1331.6681),(60 1334.2418),(61 1333.6371),(62 1336.7152),(63 1351.2501),(64 1347.8986),(65 1372.9469),(66 1377.7493),(67 1384.0637),(68 1378.4661),(69 1375.3861),(70 1367.5955),(71 1379.9458),(72 1372.8987),(73 1373.846),(74 1396.2574),(75 1397.8303),(76 1410.1682),(77 1427.2008),(78 1437.1736),(79 1439.5433),
(1 484.09976),(2 726.75006),(3 910.7461),(4 989.44434),(5 1039.9746),(6 1085.368),(7 1117.5068),(8 1140.4791),(9 1140.503),(10 1135.8248),(11 1143.8856),(12 1158.0237),(13 1167.6604),(14 1182.6355),(15 1203.5544),(16 1205.7385),(17 1220.051),(18 1219.8552),(19 1226.2554),(20 1221.7742),(21 1219.9047),(22 1210.5731),(23 1212.854),(24 1214.5023),(25 1216.9569),(26 1228.0398),(27 1245.5186),(28 1261.4191),(29 1269.0614),(30 1266.8953),(31 1273.3248),(32 1272.9708),(33 1282.5172),(34 1288.6825),(35 1279.399),(36 1286.799),(37 1288.4749),(38 1283.3842),(39 1270.5798),(40 1268.3512),(41 1272.071),(42 1284.7896),(43 1268.7655),(44 1272.9972),(45 1268.03),(46 1286.303),(47 1278.7672),(48 1280.754),(49 1288.9297),(50 1296.9181),(51 1305.0854),(52 1316.1514),(53 1309.9003),(54 1296.7003),(55 1286.0343),(56 1291.8926),(57 1298.6396),(58 1308.4536),(59 1299.6218),(60 1294.1967),(61 1293.4117),(62 1292.1227),(63 1302.2938),(64 1303.3771),(65 1310.7358),(66 1322.3875),(67 1316.9893),(68 1296.4569),(69 1289.8346),(70 1287.8348),(71 1279.2538),(72 1283.828),(73 1276.9092),(74 1299.8604),(75 1318.6168),(76 1319.2421),(77 1322.8456),(78 1337.8292),(79 1339.6077),
